tick,dw_score,dw_date
HCC,1,2017-04-13
HCC,3,2017-07-17
HCC,2,2017-09-21
HCC,3,2017-10-24
HCC,4,2017-11-27
HCC,2,2018-04-12
HCC,3,2018-06-01
HCC,4,2018-06-05
HCC,2,2018-08-13
HCC,3,2018-10-01
HCC,4,2018-10-15
HCC,3,2018-11-23
HCC,4,2018-12-26
HCC,5,2019-04-24
HCC,4,2019-06-24
HCC,3,2019-07-10
HCC,2,2019-08-01
HCC,1,2019-08-05
HCC,2,2019-10-29
HCC,1,2019-11-07
HCC,2,2020-02-27
HCC,3,2020-03-16
HCC,2,2020-03-19
HCC,1,2020-03-24
HCC,3,2020-05-04
HCC,4,2020-06-03
HCC,3,2020-08-07
HCC,4,2020-09-04
HCC,3,2020-10-09
HCC,2,2020-10-13
HCC,1,2020-10-22
HCC,2,2020-11-24
HCC,3,2020-12-10
HCC,2,2021-02-25
HCC,1,2021-03-16
HCC,0,2021-05-06
HCC,1,2021-05-27
HCC,0,2021-07-19
HCC,2,2021-07-29
HCC,3,2021-08-24
HCC,2,2021-09-21
HCC,1,2021-11-03
HCC,2,2021-12-20
HCC,3,2022-01-11
HCC,4,2022-02-11
HCC,3,2022-04-04
HCC,2,2022-04-20
HCC,1,2022-04-25
HCC,2,2022-06-06
HCC,3,2022-06-07
HCC,2,2022-06-22
HCC,0,2022-07-05
HCC,1,2022-08-16
HCC,0,2022-09-23
HCC,1,2022-10-07
HCC,2,2022-10-21
HCC,4,2022-10-27
HCC,3,2023-01-03
HCC,4,2023-03-03
HCC,3,2023-03-15
HCC,4,2023-05-09
HCC,3,2023-05-30
HCC,4,2023-07-12
HCC,5,2023-10-04
HCC,3,2024-02-20
HCC,2,2024-03-13
HCC,3,2024-04-11
HCC,5,2024-04-16
