,CSX US Equity
2020-10-30,1.35
2020-10-31,1.35
2020-11-01,1.35
2020-11-02,1.303
2020-11-03,1.265
2020-11-04,1.256
2020-11-05,1.224
2020-11-06,1.237
2020-11-07,1.237
2020-11-08,1.237
2020-11-09,1.208
2020-11-10,1.166
2020-11-11,1.184
2020-11-12,1.188
2020-11-13,1.176
2020-11-14,1.176
2020-11-15,1.176
2020-11-16,1.146
2020-11-17,1.152
2020-11-18,1.167
2020-11-19,1.162
2020-11-20,1.164
2020-11-21,1.164
2020-11-22,1.164
2020-11-23,1.158
2020-11-24,1.147
2020-11-25,1.155
2020-11-26,1.155
2020-11-27,1.164
2020-11-28,1.164
2020-11-29,1.164
2020-11-30,1.18
2020-12-01,1.173
2020-12-02,1.172
2020-12-03,1.175
2020-12-04,1.157
2020-12-05,1.157
2020-12-06,1.157
2020-12-07,1.155
2020-12-08,1.161
2020-12-09,1.158
2020-12-10,1.181
2020-12-11,1.175
2020-12-12,1.175
2020-12-13,1.175
2020-12-14,1.195
2020-12-15,1.178
2020-12-16,1.193
2020-12-17,1.174
2020-12-18,1.172
2020-12-19,1.172
2020-12-20,1.172
2020-12-21,1.185
2020-12-22,1.187
2020-12-23,1.185
2020-12-24,1.18
2020-12-25,1.18
2020-12-26,1.18
2020-12-27,1.18
2020-12-28,1.172
2020-12-29,1.19
2020-12-30,1.176
2020-12-31,1.171
2021-01-01,1.171
2021-01-02,1.171
2021-01-03,1.171
2021-01-04,1.208
2021-01-05,1.188
2021-01-06,1.157
2021-01-07,1.13
2021-01-08,1.109
2021-01-09,1.109
2021-01-10,1.109
2021-01-11,1.107
2021-01-12,1.108
2021-01-13,1.123
2021-01-14,1.137
2021-01-15,1.137
2021-01-16,1.137
2021-01-17,1.137
2021-01-18,1.137
2021-01-19,1.147
2021-01-20,1.14
2021-01-21,1.16
2021-01-22,1.419
2021-01-23,1.419
2021-01-24,1.419
2021-01-25,1.415
2021-01-26,1.433
2021-01-27,1.483
2021-01-28,1.435
2021-01-29,1.451
2021-01-30,1.451
2021-01-31,1.451
2021-02-01,1.429
2021-02-02,1.388
2021-02-03,1.393
2021-02-04,1.407
2021-02-05,1.405
2021-02-06,1.405
2021-02-07,1.405
2021-02-08,1.426
2021-02-09,1.406
2021-02-10,1.411
2021-02-11,1.402
2021-02-12,1.38
2021-02-13,1.38
2021-02-14,1.38
2021-02-15,1.38
2021-02-16,1.371
2021-02-17,1.382
2021-02-18,1.382
2021-02-19,1.351
2021-02-20,1.351
2021-02-21,1.351
2021-02-22,1.344
2021-02-23,1.357
2021-02-24,1.332
2021-02-25,1.345
2021-02-26,1.338
2021-02-27,1.338
2021-02-28,1.338
2021-03-01,1.318
2021-03-02,1.329
2021-03-03,1.344
2021-03-04,1.387
2021-03-05,1.336
2021-03-06,1.336
2021-03-07,1.336
2021-03-08,1.323
2021-03-09,1.32
2021-03-10,1.308
2021-03-11,1.305
2021-03-12,1.305
2021-03-13,1.305
2021-03-14,1.305
2021-03-15,1.31
2021-03-16,1.332
2021-03-17,1.329
2021-03-18,1.324
2021-03-19,1.349
2021-03-20,1.349
2021-03-21,1.349
2021-03-22,1.306
2021-03-23,1.318
2021-03-24,1.3
2021-03-25,1.282
2021-03-26,1.254
2021-03-27,1.254
2021-03-28,1.254
2021-03-29,1.268
2021-03-30,1.271
2021-03-31,1.27
2021-04-01,1.259
2021-04-02,1.259
2021-04-03,1.259
2021-04-04,1.259
2021-04-05,1.242
2021-04-06,1.261
2021-04-07,1.263
2021-04-08,1.269
2021-04-09,1.246
2021-04-10,1.246
2021-04-11,1.246
2021-04-12,1.242
2021-04-13,1.252
2021-04-14,1.245
2021-04-15,1.239
2021-04-16,1.241
2021-04-17,1.241
2021-04-18,1.241
2021-04-19,1.241
2021-04-20,1.244
2021-04-21,1.193
2021-04-22,1.203
2021-04-23,1.188
2021-04-24,1.188
2021-04-25,1.188
2021-04-26,1.197
2021-04-27,1.202
2021-04-28,1.206
2021-04-29,1.21
2021-04-30,1.215
2021-05-01,1.215
2021-05-02,1.215
2021-05-03,1.208
2021-05-04,1.205
2021-05-05,1.21
2021-05-06,1.194
2021-05-07,1.187
2021-05-08,1.187
2021-05-09,1.187
2021-05-10,1.187
2021-05-11,1.206
2021-05-12,1.229
2021-05-13,1.216
2021-05-14,1.204
2021-05-15,1.204
2021-05-16,1.204
2021-05-17,1.22
2021-05-18,1.238
2021-05-19,1.245
2021-05-20,1.246
2021-05-21,1.246
2021-05-22,1.246
2021-05-23,1.246
2021-05-24,1.233
2021-05-25,1.236
2021-05-26,1.219
2021-05-27,1.223
2021-05-28,1.22
2021-05-29,1.22
2021-05-30,1.22
2021-05-31,1.22
2021-06-01,1.218
2021-06-02,1.226
2021-06-03,1.225
2021-06-04,1.226
2021-06-05,1.226
2021-06-06,1.226
2021-06-07,1.245
2021-06-08,1.244
2021-06-09,1.248
2021-06-10,1.263
2021-06-11,1.256
2021-06-12,1.256
2021-06-13,1.256
2021-06-14,1.255
2021-06-15,1.241
2021-06-16,1.256
2021-06-17,1.269
2021-06-18,1.289
2021-06-19,1.289
2021-06-20,1.289
2021-06-21,1.275
2021-06-22,1.282
2021-06-23,1.29
2021-06-24,1.283
2021-06-25,1.273
2021-06-26,1.273
2021-06-27,1.273
2021-06-28,1.281
2021-06-29,1.29
2021-06-30,1.269
2021-07-01,1.261
2021-07-02,1.167
2021-07-03,1.167
2021-07-04,1.167
2021-07-05,1.167
2021-07-06,1.173
2021-07-07,1.153
2021-07-08,1.228
2021-07-09,1.194
2021-07-10,1.194
2021-07-11,1.194
2021-07-12,1.198
2021-07-13,1.199
2021-07-14,1.201
2021-07-15,1.195
2021-07-16,2.114
2021-07-17,2.114
2021-07-18,2.114
2021-07-19,1.22
2021-07-20,1.206
2021-07-21,1.191
2021-07-22,1.151
2021-07-23,1.146
2021-07-24,1.146
2021-07-25,1.146
2021-07-26,1.143
2021-07-27,1.161
2021-07-28,1.178
2021-07-29,1.172
2021-07-30,1.218
2021-07-31,1.218
2021-08-01,1.218
2021-08-02,1.227
2021-08-03,1.214
2021-08-04,1.233
2021-08-05,1.224
2021-08-06,1.219
2021-08-07,1.219
2021-08-08,1.219
2021-08-09,1.215
2021-08-10,1.195
2021-08-11,1.158
2021-08-12,1.153
2021-08-13,1.162
2021-08-14,1.162
2021-08-15,1.162
2021-08-16,1.162
2021-08-17,1.167
2021-08-18,1.166
2021-08-19,1.172
2021-08-20,1.167
2021-08-21,1.167
2021-08-22,1.167
2021-08-23,1.162
2021-08-24,1.179
2021-08-25,1.176
2021-08-26,1.183
2021-08-27,1.177
2021-08-28,1.177
2021-08-29,1.177
2021-08-30,1.186
2021-08-31,1.207
2021-09-01,1.206
2021-09-02,1.205
2021-09-03,1.227
2021-09-04,1.227
2021-09-05,1.227
2021-09-06,1.227
2021-09-07,1.246
2021-09-08,1.239
2021-09-09,1.252
2021-09-10,1.268
2021-09-11,1.268
2021-09-12,1.268
2021-09-13,1.27
2021-09-14,1.287
2021-09-15,1.272
2021-09-16,1.27
2021-09-17,1.295
2021-09-18,1.295
2021-09-19,1.295
2021-09-20,1.318
2021-09-21,1.321
2021-09-22,1.314
2021-09-23,1.299
2021-09-24,1.256
2021-09-25,1.256
2021-09-26,1.256
2021-09-27,1.251
2021-09-28,1.253
2021-09-29,1.259
2021-09-30,1.285
2021-10-01,1.26
2021-10-02,1.26
2021-10-03,1.26
2021-10-04,1.253
2021-10-05,1.216
2021-10-06,1.174
2021-10-07,1.188
2021-10-08,1.168
2021-10-09,1.168
2021-10-10,1.168
2021-10-11,1.176
2021-10-12,1.189
2021-10-13,1.173
2021-10-14,1.143
2021-10-15,1.119
2021-10-16,1.119
2021-10-17,1.119
2021-10-18,1.116
2021-10-19,1.12
2021-10-20,1.109
2021-10-21,1.092
2021-10-22,1.079
2021-10-23,1.079
2021-10-24,1.079
2021-10-25,1.07
2021-10-26,1.166
2021-10-27,1.161
2021-10-28,1.149
2021-10-29,1.151
2021-10-30,1.151
2021-10-31,1.151
2021-11-01,1.166
2021-11-02,1.166
2021-11-03,1.167
2021-11-04,1.175
2021-11-05,1.176
2021-11-06,1.176
2021-11-07,1.176
2021-11-08,1.174
2021-11-09,1.171
2021-11-10,1.174
2021-11-11,1.185
2021-11-12,1.182
2021-11-13,1.182
2021-11-14,1.182
2021-11-15,1.183
2021-11-16,1.184
2021-11-17,1.171
2021-11-18,1.15
2021-11-19,1.154
2021-11-20,1.154
2021-11-21,1.154
2021-11-22,1.155
2021-11-23,1.141
2021-11-24,1.148
2021-11-25,1.148
2021-11-26,1.17
2021-11-27,1.17
2021-11-28,1.17
2021-11-29,1.166
2021-11-30,1.198
2021-12-01,1.205
2021-12-02,1.167
2021-12-03,1.158
2021-12-04,1.158
2021-12-05,1.158
2021-12-06,1.129
2021-12-07,1.119
2021-12-08,1.519
2021-12-09,1.534
2021-12-10,1.528
2021-12-11,1.528
2021-12-12,1.528
2021-12-13,1.559
2021-12-14,1.563
2021-12-15,1.539
2021-12-16,1.535
2021-12-17,1.572
2021-12-18,1.572
2021-12-19,1.572
2021-12-20,1.59
2021-12-21,1.562
2021-12-22,1.556
2021-12-23,1.526
2021-12-24,1.526
2021-12-25,1.526
2021-12-26,1.526
2021-12-27,1.51
2021-12-28,1.5
2021-12-29,1.494
2021-12-30,1.504
2021-12-31,1.493
2022-01-01,1.493
2022-01-02,1.493
2022-01-03,1.514
2022-01-04,1.492
2022-01-05,1.5
2022-01-06,1.489
2022-01-07,1.497
2022-01-08,1.497
2022-01-09,1.497
2022-01-10,1.537
2022-01-11,1.547
2022-01-12,1.532
2022-01-13,1.528
2022-01-14,1.541
2022-01-15,1.541
2022-01-16,1.541
2022-01-17,1.541
2022-01-18,1.452
2022-01-19,1.452
2022-01-20,1.453
2022-01-21,1.571
2022-01-22,1.571
2022-01-23,1.571
2022-01-24,1.559
2022-01-25,1.589
2022-01-26,1.592
2022-01-27,1.596
2022-01-28,1.556
2022-01-29,1.556
2022-01-30,1.556
2022-01-31,1.59
2022-02-01,1.567
2022-02-02,1.545
2022-02-03,1.572
2022-02-04,1.586
2022-02-05,1.586
2022-02-06,1.586
2022-02-07,1.616
2022-02-08,1.595
2022-02-09,1.566
2022-02-10,1.6
2022-02-11,1.63
2022-02-12,1.63
2022-02-13,1.63
2022-02-14,1.604
2022-02-15,1.574
2022-02-16,1.547
2022-02-17,1.55
2022-02-18,1.569
2022-02-19,1.569
2022-02-20,1.569
2022-02-21,1.569
2022-02-22,1.589
2022-02-23,1.629
2022-02-24,1.619
2022-02-25,1.581
2022-02-26,1.581
2022-02-27,1.581
2022-02-28,1.599
2022-03-01,1.627
2022-03-02,1.567
2022-03-03,1.537
2022-03-04,1.449
2022-03-05,1.449
2022-03-06,1.449
2022-03-07,1.465
2022-03-08,1.55
2022-03-09,1.567
2022-03-10,1.554
2022-03-11,1.563
2022-03-12,1.563
2022-03-13,1.563
2022-03-14,1.68
2022-03-15,1.674
2022-03-16,1.615
2022-03-17,1.585
2022-03-18,1.584
2022-03-19,1.584
2022-03-20,1.584
2022-03-21,1.56
2022-03-22,1.564
2022-03-23,1.581
2022-03-24,1.568
2022-03-25,1.558
2022-03-26,1.558
2022-03-27,1.558
2022-03-28,1.533
2022-03-29,1.526
2022-03-30,1.522
2022-03-31,1.536
2022-04-01,1.62
2022-04-02,1.62
2022-04-03,1.62
2022-04-04,1.615
2022-04-05,1.631
2022-04-06,1.659
2022-04-07,1.656
2022-04-08,1.55
2022-04-09,1.55
2022-04-10,1.55
2022-04-11,1.554
2022-04-12,1.546
2022-04-13,1.525
2022-04-14,1.518
2022-04-15,1.518
2022-04-16,1.518
2022-04-17,1.518
2022-04-18,1.457
2022-04-19,1.435
2022-04-20,1.432
2022-04-21,1.415
2022-04-22,1.488
2022-04-23,1.488
2022-04-24,1.488
2022-04-25,1.483
2022-04-26,1.506
2022-04-27,1.489
2022-04-28,1.459
2022-04-29,1.495
2022-04-30,1.495
2022-05-01,1.495
2022-05-02,1.498
2022-05-03,1.452
2022-05-04,1.412
2022-05-05,1.447
2022-05-06,1.441
2022-05-07,1.441
2022-05-08,1.441
2022-05-09,1.491
2022-05-10,1.529
2022-05-11,1.511
2022-05-12,1.519
2022-05-13,1.499
2022-05-14,1.499
2022-05-15,1.499
2022-05-16,1.507
2022-05-17,1.485
2022-05-18,1.551
2022-05-19,1.62
2022-05-20,1.474
2022-05-21,1.474
2022-05-22,1.474
2022-05-23,1.46
2022-05-24,1.475
2022-05-25,1.464
2022-05-26,1.444
2022-05-27,1.418
2022-05-28,1.418
2022-05-29,1.418
2022-05-30,1.418
2022-05-31,1.43
2022-06-01,1.421
2022-06-02,1.395
2022-06-03,1.416
2022-06-04,1.416
2022-06-05,1.416
2022-06-06,1.414
2022-06-07,1.396
2022-06-08,1.429
2022-06-09,1.458
2022-06-10,1.5
2022-06-11,1.5
2022-06-12,1.5
2022-06-13,1.543
2022-06-14,1.549
2022-06-15,1.545
2022-06-16,1.565
2022-06-17,1.571
2022-06-18,1.571
2022-06-19,1.571
2022-06-20,1.571
2022-06-21,1.568
2022-06-22,1.577
2022-06-23,1.583
2022-06-24,1.537
2022-06-25,1.537
2022-06-26,1.537
2022-06-27,1.571
2022-06-28,1.581
2022-06-29,1.582
2022-06-30,1.585
2022-07-01,1.57
2022-07-02,1.57
2022-07-03,1.57
2022-07-04,1.57
2022-07-05,1.616
2022-07-06,1.595
2022-07-07,1.632
2022-07-08,1.646
2022-07-09,1.646
2022-07-10,1.646
2022-07-11,1.75
2022-07-12,1.776
2022-07-13,1.632
2022-07-14,1.635
2022-07-15,1.596
2022-07-16,1.596
2022-07-17,1.596
2022-07-18,1.598
2022-07-19,1.55
2022-07-20,1.55
2022-07-21,1.487
2022-07-22,1.492
2022-07-23,1.492
2022-07-24,1.492
2022-07-25,1.47
2022-07-26,1.479
2022-07-27,1.447
2022-07-28,1.453
2022-07-29,1.425
2022-07-30,1.425
2022-07-31,1.425
2022-08-01,1.413
2022-08-02,1.433
2022-08-03,1.418
2022-08-04,1.403
2022-08-05,1.392
2022-08-06,1.392
2022-08-07,1.392
2022-08-08,1.404
2022-08-09,1.41
2022-08-10,1.353
2022-08-11,1.349
2022-08-12,1.341
2022-08-13,1.341
2022-08-14,1.341
2022-08-15,1.35
2022-08-16,1.338
2022-08-17,1.336
2022-08-18,1.341
2022-08-19,1.362
2022-08-20,1.362
2022-08-21,1.362
2022-08-22,1.373
2022-08-23,1.37
2022-08-24,1.37
2022-08-25,1.356
2022-08-26,1.412
2022-08-27,1.412
2022-08-28,1.412
2022-08-29,1.408
2022-08-30,1.45
2022-08-31,1.451
2022-09-01,1.453
2022-09-02,1.47
2022-09-03,1.47
2022-09-04,1.47
2022-09-05,1.47
2022-09-06,1.459
2022-09-07,1.44
2022-09-08,1.426
2022-09-09,1.408
2022-09-10,1.408
2022-09-11,1.408
2022-09-12,1.399
2022-09-13,1.433
2022-09-14,1.448
2022-09-15,1.499
2022-09-16,1.533
2022-09-17,1.533
2022-09-18,1.533
2022-09-19,1.513
2022-09-20,1.534
2022-09-21,1.552
2022-09-22,1.583
2022-09-23,1.634
2022-09-24,1.634
2022-09-25,1.634
2022-09-26,1.648
2022-09-27,1.661
2022-09-28,1.637
2022-09-29,1.663
2022-09-30,1.697
2022-10-01,1.697
2022-10-02,1.697
2022-10-03,1.649
2022-10-04,1.608
2022-10-05,1.625
2022-10-06,1.653
2022-10-07,1.689
2022-10-08,1.689
2022-10-09,1.689
2022-10-10,1.701
2022-10-11,1.771
2022-10-12,1.762
2022-10-13,1.707
2022-10-14,1.719
2022-10-15,1.719
2022-10-16,1.719
2022-10-17,1.668
2022-10-18,1.653
2022-10-19,1.682
2022-10-20,1.734
2022-10-21,1.642
2022-10-22,1.642
2022-10-23,1.642
2022-10-24,1.606
2022-10-25,1.579
2022-10-26,1.579
2022-10-27,1.577
2022-10-28,1.554
2022-10-29,1.554
2022-10-30,1.554
2022-10-31,1.591
2022-11-01,1.591
2022-11-02,1.621
2022-11-03,1.594
2022-11-04,1.561
2022-11-05,1.561
2022-11-06,1.561
2022-11-07,1.543
2022-11-08,1.542
2022-11-09,1.571
2022-11-10,1.481
2022-11-11,1.448
2022-11-12,1.448
2022-11-13,1.448
2022-11-14,1.454
2022-11-15,1.477
2022-11-16,1.48
2022-11-17,1.494
2022-11-18,1.497
2022-11-19,1.497
2022-11-20,1.497
2022-11-21,1.478
2022-11-22,1.449
2022-11-23,1.442
2022-11-24,1.442
2022-11-25,1.444
2022-11-26,1.444
2022-11-27,1.444
2022-11-28,1.459
2022-11-29,1.433
2022-11-30,1.41
2022-12-01,1.41
2022-12-02,1.438
2022-12-03,1.438
2022-12-04,1.438
2022-12-05,1.47
2022-12-06,1.479
2022-12-07,1.491
2022-12-08,1.462
2022-12-09,1.467
2022-12-10,1.467
2022-12-11,1.467
2022-12-12,1.431
2022-12-13,1.408
2022-12-14,1.411
2022-12-15,1.451
2022-12-16,1.456
2022-12-17,1.456
2022-12-18,1.456
2022-12-19,1.478
2022-12-20,1.513
2022-12-21,1.489
2022-12-22,1.501
2022-12-23,1.488
2022-12-24,1.488
2022-12-25,1.488
2022-12-26,1.488
2022-12-27,1.488
2022-12-28,1.508
2022-12-29,1.488
2022-12-30,1.501
2022-12-31,1.501
2023-01-01,1.501
2023-01-02,1.501
2023-01-03,1.506
2023-01-04,1.487
2023-01-05,1.504
2023-01-06,1.444
2023-01-07,1.444
2023-01-08,1.444
2023-01-09,1.447
2023-01-10,1.445
2023-01-11,1.455
2023-01-12,1.506
2023-01-13,1.51
2023-01-14,1.51
2023-01-15,1.51
2023-01-16,1.51
2023-01-17,1.501
2023-01-18,1.519
2023-01-19,1.551
2023-01-20,1.507
2023-01-21,1.507
2023-01-22,1.507
2023-01-23,1.524
2023-01-24,1.533
2023-01-25,1.514
2023-01-26,1.556
2023-01-27,1.559
2023-01-28,1.559
2023-01-29,1.559
2023-01-30,1.607
2023-01-31,1.553
2023-02-01,1.52
2023-02-02,1.471
2023-02-03,1.488
2023-02-04,1.488
2023-02-05,1.488
2023-02-06,1.498
2023-02-07,1.487
2023-02-08,1.506
2023-02-09,1.546
2023-02-10,1.524
2023-02-11,1.524
2023-02-12,1.524
2023-02-13,1.522
2023-02-14,1.531
2023-02-15,1.52
2023-02-16,1.547
2023-02-17,1.542
2023-02-18,1.542
2023-02-19,1.542
2023-02-20,1.542
2023-02-21,1.573
2023-02-22,1.605
2023-02-23,1.57
2023-02-24,1.565
2023-02-25,1.565
2023-02-26,1.565
2023-02-27,1.559
2023-02-28,1.573
2023-03-01,1.551
2023-03-02,1.53
2023-03-03,1.536
2023-03-04,1.536
2023-03-05,1.536
2023-03-06,1.567
2023-03-07,1.612
2023-03-08,1.581
2023-03-09,1.608
2023-03-10,1.606
2023-03-11,1.606
2023-03-12,1.606
2023-03-13,1.629
2023-03-14,1.618
2023-03-15,1.634
2023-03-16,1.614
2023-03-17,1.638
2023-03-18,1.638
2023-03-19,1.638
2023-03-20,1.623
2023-03-21,1.615
2023-03-22,1.674
2023-03-23,1.683
2023-03-24,1.676
2023-03-25,1.676
2023-03-26,1.676
2023-03-27,1.647
2023-03-28,1.651
2023-03-29,1.624
2023-03-30,1.629
2023-03-31,1.605
2023-04-01,1.605
2023-04-02,1.605
2023-04-03,1.664
2023-04-04,1.683
2023-04-05,1.693
2023-04-06,1.651
2023-04-07,1.651
2023-04-08,1.651
2023-04-09,1.651
2023-04-10,1.643
2023-04-11,1.636
2023-04-12,1.644
2023-04-13,1.63
2023-04-14,1.628
2023-04-15,1.628
2023-04-16,1.628
2023-04-17,1.622
2023-04-18,1.624
2023-04-19,1.616
2023-04-20,1.609
2023-04-21,1.555
2023-04-22,1.555
2023-04-23,1.555
2023-04-24,1.57
2023-04-25,1.601
2023-04-26,1.635
2023-04-27,1.621
2023-04-28,1.608
2023-04-29,1.608
2023-04-30,1.608
2023-05-01,1.574
2023-05-02,1.583
2023-05-03,1.59
2023-05-04,1.57
2023-05-05,1.543
2023-05-06,1.543
2023-05-07,1.543
2023-05-08,1.542
2023-05-09,1.536
2023-05-10,1.546
2023-05-11,1.547
2023-05-12,1.545
2023-05-13,1.545
2023-05-14,1.545
2023-05-15,1.536
2023-05-16,1.552
2023-05-17,1.539
2023-05-18,1.518
2023-05-19,1.522
2023-05-20,1.522
2023-05-21,1.522
2023-05-22,1.541
2023-05-23,1.556
2023-05-24,1.592
2023-05-25,1.59
2023-05-26,1.596
2023-05-27,1.596
2023-05-28,1.596
2023-05-29,1.596
2023-05-30,1.582
2023-05-31,1.598
2023-06-01,1.561
2023-06-02,1.535
2023-06-03,1.535
2023-06-04,1.535
2023-06-05,1.522
2023-06-06,1.531
2023-06-07,1.501
2023-06-08,1.502
2023-06-09,1.513
2023-06-10,1.513
2023-06-11,1.513
2023-06-12,1.465
2023-06-13,1.454
2023-06-14,1.435
2023-06-15,1.415
2023-06-16,1.43
2023-06-17,1.43
2023-06-18,1.43
2023-06-19,1.43
2023-06-20,1.443
2023-06-21,1.433
2023-06-22,1.434
