,CLX US Equity
,BEST_DIV_YLD
2020-07-19,2.508
2020-07-20,2.516
2020-07-21,2.527
2020-07-22,2.518
2020-07-23,2.514
2020-07-24,2.523
2020-07-25,2.523
2020-07-26,2.523
2020-07-27,2.499
2020-07-28,2.494
2020-07-29,2.468
2020-07-30,2.465
2020-07-31,2.411
2020-08-01,2.411
2020-08-02,2.411
2020-08-03,2.458
2020-08-04,2.397
2020-08-05,2.403
2020-08-06,2.413
2020-08-07,2.399
2020-08-08,2.399
2020-08-09,2.399
2020-08-10,2.442
2020-08-11,2.563
2020-08-12,2.511
2020-08-13,2.536
2020-08-14,2.541
2020-08-15,2.541
2020-08-16,2.541
2020-08-17,2.512
2020-08-18,2.497
2020-08-19,2.5
2020-08-20,2.496
2020-08-21,2.517
2020-08-22,2.517
2020-08-23,2.517
2020-08-24,2.554
2020-08-25,2.6
2020-08-26,2.587
2020-08-27,2.582
2020-08-28,2.624
2020-08-29,2.624
2020-08-30,2.624
2020-08-31,2.549
2020-09-01,2.589
2020-09-02,2.547
2020-09-03,2.629
2020-09-04,2.681
2020-09-05,2.681
2020-09-06,2.681
2020-09-07,2.681
2020-09-08,2.675
2020-09-09,2.59
2020-09-10,2.651
2020-09-11,2.663
2020-09-12,2.663
2020-09-13,2.663
