,VCTR US Equity
2020-09-17,6.64
2020-09-18,6.656
2020-09-19,6.656
2020-09-20,6.656
2020-09-21,6.766
2020-09-22,6.77
2020-09-23,6.909
2020-09-24,6.803
2020-09-25,6.774
2020-09-26,6.774
2020-09-27,6.774
2020-09-28,6.597
2020-09-29,6.601
2020-09-30,6.565
2020-10-01,6.601
2020-10-02,6.41
2020-10-03,6.41
2020-10-04,6.41
2020-10-05,6.319
2020-10-06,6.41
2020-10-07,6.373
2020-10-08,6.001
2020-10-09,5.988
2020-10-10,5.988
2020-10-11,5.988
2020-10-12,5.855
2020-10-13,5.836
2020-10-14,5.852
2020-10-15,5.818
2020-10-16,5.752
2020-10-17,5.752
2020-10-18,5.752
2020-10-19,5.797
2020-10-20,5.704
2020-10-21,5.695
2020-10-22,5.649
2020-10-23,5.572
2020-10-24,5.572
2020-10-25,5.572
2020-10-26,5.626
2020-10-27,5.623
2020-10-28,5.858
2020-10-29,5.946
2020-10-30,6.046
2020-10-31,6.046
2020-11-01,6.046
2020-11-02,6.08
2020-11-03,6.056
2020-11-04,5.873
2020-11-05,5.652
2020-11-06,5.788
2020-11-07,5.788
2020-11-08,5.788
2020-11-09,5.646
2020-11-10,5.731
2020-11-11,5.701
2020-11-12,5.658
2020-11-13,5.612
2020-11-14,5.612
2020-11-15,5.612
2020-11-16,5.503
2020-11-17,5.545
2020-11-18,5.495
2020-11-19,5.821
2020-11-20,6.03
2020-11-21,6.03
2020-11-22,6.03
2020-11-23,5.83
2020-11-24,5.482
2020-11-25,5.425
2020-11-26,5.425
2020-11-27,5.433
2020-11-28,5.433
2020-11-29,5.433
2020-11-30,5.401
2020-12-01,5.164
2020-12-02,5.084
2020-12-03,4.817
2020-12-04,4.944
2020-12-05,4.944
2020-12-06,4.944
2020-12-07,5.013
2020-12-08,4.913
2020-12-09,4.806
2020-12-10,4.781
2020-12-11,4.722
2020-12-12,4.722
2020-12-13,4.722
2020-12-14,4.915
2020-12-15,4.904
2020-12-16,4.94
2020-12-17,4.781
2020-12-18,4.771
2020-12-19,4.771
2020-12-20,4.771
2020-12-21,4.784
2020-12-22,4.788
2020-12-23,4.61
2020-12-24,4.647
2020-12-25,4.647
2020-12-26,4.647
2020-12-27,4.647
2020-12-28,4.606
2020-12-29,4.62
2020-12-30,4.525
2020-12-31,4.456
2021-01-01,4.456
2021-01-02,4.456
2021-01-03,4.456
2021-01-04,4.438
2021-01-05,4.647
2021-01-06,4.602
2021-01-07,4.751
2021-01-08,4.651
2021-01-09,4.651
2021-01-10,4.651
2021-01-11,4.704
2021-01-12,4.579
2021-01-13,4.49
2021-01-14,4.523
2021-01-15,4.525
2021-01-16,4.525
2021-01-17,4.525
2021-01-18,4.525
2021-01-19,4.534
2021-01-20,4.583
2021-01-21,4.618
2021-01-22,4.726
2021-01-23,4.726
2021-01-24,4.726
2021-01-25,4.933
2021-01-26,4.876
2021-01-27,5.09
2021-01-28,5.092
2021-01-29,5.21
2021-01-30,5.21
2021-01-31,5.21
2021-02-01,5.027
2021-02-02,4.775
2021-02-03,4.765
2021-02-04,4.562
2021-02-05,4.47
2021-02-06,4.47
2021-02-07,4.47
2021-02-08,4.449
2021-02-09,4.434
2021-02-10,4.463
2021-02-11,4.328
2021-02-12,4.401
2021-02-13,4.401
2021-02-14,4.401
2021-02-15,4.401
2021-02-16,4.431
2021-02-17,4.481
2021-02-18,4.597
2021-02-19,4.604
2021-02-20,4.604
2021-02-21,4.604
2021-02-22,4.459
2021-02-23,4.553
2021-02-24,4.501
2021-02-25,4.61
2021-02-26,4.655
2021-02-27,4.655
2021-02-28,4.655
2021-03-01,4.417
2021-03-02,4.485
2021-03-03,4.51
2021-03-04,4.676
2021-03-05,4.505
2021-03-06,4.505
2021-03-07,4.505
2021-03-08,4.422
2021-03-09,4.404
2021-03-10,4.345
2021-03-11,4.333
2021-03-12,4.22
2021-03-13,4.22
2021-03-14,4.22
2021-03-15,4.113
2021-03-16,4.135
2021-03-17,4.093
2021-03-18,4.209
2021-03-19,4.157
2021-03-20,4.157
2021-03-21,4.157
2021-03-22,4.253
2021-03-23,4.415
2021-03-24,4.394
2021-03-25,4.293
2021-03-26,4.228
2021-03-27,4.228
2021-03-28,4.228
2021-03-29,4.251
2021-03-30,4.283
2021-03-31,4.309
2021-04-01,4.255
2021-04-02,4.255
2021-04-03,4.255
2021-04-04,4.255
2021-04-05,4.138
2021-04-06,4.174
2021-04-07,4.092
2021-04-08,4.08
2021-04-09,3.793
2021-04-10,3.793
2021-04-11,3.793
2021-04-12,3.891
2021-04-13,4.029
2021-04-14,4.02
2021-04-15,3.994
2021-04-16,3.991
2021-04-17,3.991
2021-04-18,3.991
2021-04-19,3.859
2021-04-20,3.945
2021-04-21,3.909
2021-04-22,3.883
2021-04-23,3.831
2021-04-24,3.831
2021-04-25,3.831
2021-04-26,3.846
2021-04-27,3.894
2021-04-28,3.912
2021-04-29,3.914
2021-04-30,3.969
2021-05-01,3.969
2021-05-02,3.969
2021-05-03,3.91
2021-05-04,3.931
2021-05-05,3.934
2021-05-06,3.899
2021-05-07,3.703
2021-05-08,3.703
2021-05-09,3.703
2021-05-10,3.703
2021-05-11,3.798
2021-05-12,4.029
2021-05-13,2.764
2021-05-14,2.629
2021-05-15,2.629
2021-05-16,2.629
2021-05-17,2.639
2021-05-18,2.616
2021-05-19,2.668
2021-05-20,2.643
2021-05-21,2.609
2021-05-22,2.609
2021-05-23,2.609
2021-05-24,2.587
2021-05-25,2.65
2021-05-26,2.623
2021-05-27,2.609
2021-05-28,2.587
2021-05-29,2.587
2021-05-30,2.587
2021-05-31,2.587
2021-06-01,2.576
2021-06-02,2.592
2021-06-03,2.566
2021-06-04,2.589
2021-06-05,2.589
2021-06-06,2.589
2021-06-07,2.584
2021-06-08,2.541
2021-06-09,2.52
2021-06-10,2.558
2021-06-11,2.561
2021-06-12,2.561
2021-06-13,2.561
2021-06-14,2.576
2021-06-15,2.551
2021-06-16,2.55
2021-06-17,2.519
2021-06-18,2.567
2021-06-19,2.567
2021-06-20,2.567
2021-06-21,2.512
2021-06-22,2.462
2021-06-23,2.492
2021-06-24,2.47
2021-06-25,2.388
2021-06-26,2.388
2021-06-27,2.388
2021-06-28,2.431
2021-06-29,2.408
2021-06-30,2.395
2021-07-01,2.335
2021-07-02,2.336
2021-07-03,2.336
2021-07-04,2.336
2021-07-05,2.336
2021-07-06,2.344
2021-07-07,2.346
2021-07-08,2.38
2021-07-09,2.348
2021-07-10,2.348
2021-07-11,2.348
2021-07-12,3.325
2021-07-13,3.388
2021-07-14,3.354
2021-07-15,3.32
2021-07-16,3.368
2021-07-17,3.368
2021-07-18,3.368
2021-07-19,3.562
2021-07-20,3.405
2021-07-21,3.471
2021-07-22,3.568
2021-07-23,3.632
2021-07-24,3.632
2021-07-25,3.632
2021-07-26,3.606
2021-07-27,3.676
2021-07-28,3.752
2021-07-29,3.7
2021-07-30,3.598
2021-07-31,3.598
2021-08-01,3.598
2021-08-02,3.494
2021-08-03,3.432
2021-08-04,3.444
2021-08-05,3.407
2021-08-06,3.235
2021-08-07,3.235
2021-08-08,3.235
2021-08-09,3.234
2021-08-10,3.219
2021-08-11,3.201
2021-08-12,3.202
2021-08-13,3.133
2021-08-14,3.133
2021-08-15,3.133
2021-08-16,3.112
2021-08-17,3.137
2021-08-18,3.154
2021-08-19,3.215
2021-08-20,3.157
2021-08-21,3.157
2021-08-22,3.157
2021-08-23,3.165
2021-08-24,3.158
2021-08-25,3.157
2021-08-26,3.241
2021-08-27,3.131
2021-08-28,3.131
2021-08-29,3.131
2021-08-30,3.168
2021-08-31,3.132
2021-09-01,3.163
2021-09-02,3.173
2021-09-03,3.226
2021-09-04,3.226
2021-09-05,3.226
2021-09-06,3.226
2021-09-07,3.045
2021-09-08,3.256
2021-09-09,3.237
2021-09-10,3.286
2021-09-11,3.286
2021-09-12,3.286
2021-09-13,3.227
2021-09-14,3.216
2021-09-15,3.175
2021-09-16,3.162
2021-09-17,3.113
2021-09-18,3.113
2021-09-19,3.113
2021-09-20,3.27
2021-09-21,3.281
2021-09-22,3.303
2021-09-23,3.234
2021-09-24,3.267
2021-09-25,3.267
2021-09-26,3.267
2021-09-27,3.202
2021-09-28,3.165
2021-09-29,3.11
2021-09-30,3.12
2021-10-01,3.121
2021-10-02,3.121
2021-10-03,3.121
2021-10-04,3.161
2021-10-05,3.178
2021-10-06,3.143
2021-10-07,3.083
2021-10-08,2.967
2021-10-09,2.967
2021-10-10,2.967
2021-10-11,3.032
2021-10-12,2.425
2021-10-13,2.415
2021-10-14,2.362
2021-10-15,2.37
2021-10-16,2.37
2021-10-17,2.37
2021-10-18,2.029
2021-10-19,2.024
2021-10-20,1.992
2021-10-21,1.999
2021-10-22,1.981
2021-10-23,1.981
2021-10-24,1.981
2021-10-25,1.962
2021-10-26,1.957
2021-10-27,1.977
2021-10-28,1.961
2021-10-29,1.931
2021-10-30,1.931
2021-10-31,1.931
2021-11-01,1.931
2021-11-02,1.952
2021-11-03,1.93
2021-11-04,1.928
2021-11-05,1.727
2021-11-06,1.727
2021-11-07,1.727
2021-11-08,1.749
2021-11-09,1.747
2021-11-10,1.821
2021-11-11,1.83
2021-11-12,1.864
2021-11-13,1.864
2021-11-14,1.864
2021-11-15,1.861
2021-11-16,1.853
2021-11-17,2.027
2021-11-18,2.218
2021-11-19,2.163
2021-11-20,2.163
2021-11-21,2.163
2021-11-22,2.137
2021-11-23,2.08
2021-11-24,2.083
2021-11-25,2.083
2021-11-26,2.152
2021-11-27,2.152
2021-11-28,2.152
2021-11-29,2.082
2021-11-30,2.087
2021-12-01,2.047
2021-12-02,2.018
2021-12-03,2.096
2021-12-04,2.096
2021-12-05,2.096
2021-12-06,2.128
2021-12-07,2.08
2021-12-08,2.038
2021-12-09,2.103
2021-12-10,2.109
2021-12-11,2.109
2021-12-12,2.109
2021-12-13,2.149
2021-12-14,2.117
2021-12-15,2.092
2021-12-16,2.14
2021-12-17,2.098
2021-12-18,2.098
2021-12-19,2.098
2021-12-20,2.153
2021-12-21,2.121
2021-12-22,2.032
2021-12-23,1.984
2021-12-24,1.984
2021-12-25,1.984
2021-12-26,1.984
2021-12-27,1.973
2021-12-28,1.971
2021-12-29,1.986
2021-12-30,2.0
2021-12-31,1.994
2022-01-01,1.994
2022-01-02,1.994
2022-01-03,2.01
2022-01-04,2.013
2022-01-05,1.561
2022-01-06,1.616
2022-01-07,1.604
2022-01-08,1.604
2022-01-09,1.604
2022-01-10,1.627
2022-01-11,1.583
2022-01-12,1.555
2022-01-13,1.587
2022-01-14,1.637
2022-01-15,1.637
2022-01-16,1.637
2022-01-17,1.637
2022-01-18,1.677
2022-01-19,1.693
2022-01-20,1.692
2022-01-21,1.751
2022-01-22,1.751
2022-01-23,1.751
2022-01-24,1.77
2022-01-25,1.795
2022-01-26,1.765
2022-01-27,1.76
2022-01-28,1.725
2022-01-29,1.725
2022-01-30,1.725
2022-01-31,1.68
2022-02-01,1.644
2022-02-02,1.639
2022-02-03,1.672
2022-02-04,1.625
2022-02-05,1.625
2022-02-06,1.625
2022-02-07,1.598
2022-02-08,1.583
2022-02-09,1.544
2022-02-10,1.563
2022-02-11,2.223
2022-02-12,2.223
2022-02-13,2.223
2022-02-14,2.77
2022-02-15,2.704
2022-02-16,2.649
2022-02-17,2.748
2022-02-18,2.764
2022-02-19,2.764
2022-02-20,2.764
2022-02-21,2.764
2022-02-22,2.851
2022-02-23,2.899
2022-02-24,2.901
2022-02-25,2.796
2022-02-26,2.796
2022-02-27,2.796
2022-02-28,2.796
2022-03-01,2.861
2022-03-02,2.732
2022-03-03,2.799
2022-03-04,2.955
2022-03-05,2.955
2022-03-06,2.955
2022-03-07,3.162
2022-03-08,3.168
2022-03-09,2.969
2022-03-10,2.942
2022-03-11,2.931
2022-03-12,2.931
2022-03-13,2.931
2022-03-14,2.896
2022-03-15,2.858
2022-03-16,2.699
2022-03-17,2.704
2022-03-18,2.853
2022-03-19,2.853
2022-03-20,2.853
2022-03-21,2.951
2022-03-22,2.859
2022-03-23,3.036
2022-03-24,3.024
2022-03-25,3.061
2022-03-26,3.061
2022-03-27,3.061
2022-03-28,3.116
2022-03-29,3.065
2022-03-30,3.097
2022-03-31,3.185
2022-04-01,3.154
2022-04-02,3.154
2022-04-03,3.154
2022-04-04,3.198
2022-04-05,3.215
2022-04-06,3.299
2022-04-07,3.331
2022-04-08,3.41
2022-04-09,3.41
2022-04-10,3.41
2022-04-11,3.862
2022-04-12,3.899
2022-04-13,3.422
2022-04-14,3.421
2022-04-15,3.421
2022-04-16,3.421
2022-04-17,3.421
2022-04-18,3.434
2022-04-19,3.227
2022-04-20,3.18
2022-04-21,3.268
2022-04-22,3.396
2022-04-23,3.396
2022-04-24,3.396
2022-04-25,3.302
2022-04-26,3.456
2022-04-27,3.446
2022-04-28,2.936
2022-04-29,3.023
2022-04-30,3.023
2022-05-01,3.023
2022-05-02,2.933
2022-05-03,2.928
2022-05-04,2.876
2022-05-05,3.065
2022-05-06,3.072
2022-05-07,3.072
2022-05-08,3.072
2022-05-09,4.206
2022-05-10,4.239
2022-05-11,4.309
2022-05-12,4.208
2022-05-13,4.166
2022-05-14,4.166
2022-05-15,4.166
2022-05-16,4.093
2022-05-17,3.947
2022-05-18,4.112
2022-05-19,4.156
2022-05-20,4.103
2022-05-21,4.103
2022-05-22,4.103
2022-05-23,4.058
2022-05-24,4.153
2022-05-25,4.014
2022-05-26,3.917
2022-05-27,3.827
2022-05-28,3.827
2022-05-29,3.827
2022-05-30,3.827
2022-05-31,3.823
2022-06-01,3.839
2022-06-02,3.73
2022-06-03,3.767
2022-06-04,3.767
2022-06-05,3.767
2022-06-06,3.918
2022-06-07,3.953
2022-06-08,4.025
2022-06-09,4.058
2022-06-10,4.772
2022-06-11,4.772
2022-06-12,4.772
2022-06-13,5.098
2022-06-14,4.933
2022-06-15,4.781
2022-06-16,4.931
2022-06-17,4.821
2022-06-18,4.821
2022-06-19,4.821
2022-06-20,4.821
2022-06-21,4.778
2022-06-22,4.779
2022-06-23,4.763
2022-06-24,4.664
2022-06-25,4.664
2022-06-26,4.664
2022-06-27,4.613
2022-06-28,4.628
2022-06-29,5.069
2022-06-30,5.109
2022-07-01,4.966
2022-07-02,4.966
2022-07-03,4.966
2022-07-04,4.966
2022-07-05,4.901
2022-07-06,4.984
2022-07-07,4.855
2022-07-08,4.982
2022-07-09,4.982
2022-07-10,4.982
2022-07-11,5.217
2022-07-12,5.186
2022-07-13,5.341
2022-07-14,5.426
2022-07-15,5.255
2022-07-16,5.255
2022-07-17,5.255
2022-07-18,5.19
2022-07-19,4.999
2022-07-20,4.925
2022-07-21,4.897
2022-07-22,4.907
2022-07-23,4.907
2022-07-24,4.907
2022-07-25,4.853
2022-07-26,4.776
2022-07-27,4.681
2022-07-28,4.577
2022-07-29,4.449
2022-07-30,4.449
2022-07-31,4.449
2022-08-01,4.394
2022-08-02,4.427
2022-08-03,4.416
2022-08-04,4.294
2022-08-05,4.425
2022-08-06,4.425
2022-08-07,4.425
2022-08-08,4.344
2022-08-09,4.347
2022-08-10,4.223
2022-08-11,4.057
2022-08-12,3.991
2022-08-13,3.991
2022-08-14,3.991
2022-08-15,3.961
2022-08-16,4.003
2022-08-17,4.096
2022-08-18,4.102
2022-08-19,4.22
2022-08-20,4.22
2022-08-21,4.22
2022-08-22,4.279
2022-08-23,4.253
2022-08-24,4.244
2022-08-25,4.202
2022-08-26,4.379
2022-08-27,4.379
2022-08-28,4.379
2022-08-29,4.403
2022-08-30,4.413
2022-08-31,4.474
2022-09-01,4.485
2022-09-02,4.494
2022-09-03,4.494
2022-09-04,4.494
2022-09-05,4.494
2022-09-06,4.491
2022-09-07,4.387
2022-09-08,4.319
2022-09-09,4.215
2022-09-10,4.215
2022-09-11,4.215
2022-09-12,4.121
2022-09-13,4.375
2022-09-14,4.322
2022-09-15,4.328
2022-09-16,4.371
2022-09-17,4.371
2022-09-18,4.371
2022-09-19,4.283
2022-09-20,4.494
2022-09-21,4.511
2022-09-22,4.682
2022-09-23,4.832
2022-09-24,4.832
2022-09-25,4.832
2022-09-26,4.882
2022-09-27,5.022
2022-09-28,4.935
2022-09-29,5.129
2022-09-30,5.039
2022-10-01,5.039
2022-10-02,5.039
2022-10-03,4.75
2022-10-04,4.586
2022-10-05,4.509
2022-10-06,4.537
2022-10-07,4.608
2022-10-08,4.608
2022-10-09,4.608
2022-10-10,4.588
2022-10-11,4.7
2022-10-12,4.599
2022-10-13,4.421
2022-10-14,4.48
2022-10-15,4.48
2022-10-16,4.48
2022-10-17,4.453
2022-10-18,4.344
2022-10-19,4.352
2022-10-20,4.54
2022-10-21,4.333
2022-10-22,4.333
2022-10-23,4.333
2022-10-24,4.188
2022-10-25,4.112
2022-10-26,4.066
2022-10-27,4.079
2022-10-28,3.955
2022-10-29,3.955
2022-10-30,3.955
2022-10-31,3.996
2022-11-01,3.957
2022-11-02,4.063
2022-11-03,4.127
2022-11-04,4.033
2022-11-05,4.033
2022-11-06,4.033
2022-11-07,3.928
2022-11-08,4.005
2022-11-09,4.083
2022-11-10,3.686
2022-11-11,3.638
2022-11-12,3.638
2022-11-13,3.638
2022-11-14,3.704
2022-11-15,3.686
2022-11-16,3.703
2022-11-17,3.71
2022-11-18,3.731
2022-11-19,3.731
2022-11-20,3.731
2022-11-21,3.812
2022-11-22,3.781
2022-11-23,3.928
2022-11-24,3.928
2022-11-25,4.167
2022-11-26,4.167
2022-11-27,4.167
2022-11-28,4.297
2022-11-29,4.198
2022-11-30,4.149
2022-12-01,4.105
2022-12-02,4.033
2022-12-03,4.033
2022-12-04,4.033
2022-12-05,4.087
2022-12-06,4.233
2022-12-07,4.366
2022-12-08,4.324
2022-12-09,4.323
2022-12-10,4.323
2022-12-11,4.323
2022-12-12,4.306
2022-12-13,4.323
2022-12-14,4.393
2022-12-15,4.391
2022-12-16,4.424
2022-12-17,4.424
2022-12-18,4.424
2022-12-19,4.518
2022-12-20,4.39
2022-12-21,4.337
2022-12-22,4.426
2022-12-23,4.383
2022-12-24,4.383
2022-12-25,4.383
2022-12-26,4.383
2022-12-27,4.385
2022-12-28,4.475
2022-12-29,4.395
2022-12-30,4.444
2022-12-31,4.444
2023-01-01,4.444
2023-01-02,4.444
2023-01-03,4.409
2023-01-04,4.345
2023-01-05,4.409
2023-01-06,4.32
2023-01-07,4.32
2023-01-08,4.32
2023-01-09,4.186
2023-01-10,4.103
2023-01-11,3.989
2023-01-12,4.043
2023-01-13,4.069
2023-01-14,4.069
2023-01-15,4.069
2023-01-16,4.069
2023-01-17,4.1
2023-01-18,4.105
2023-01-19,4.16
2023-01-20,4.04
2023-01-21,4.04
2023-01-22,4.04
2023-01-23,4.041
2023-01-24,4.077
2023-01-25,4.073
2023-01-26,4.026
2023-01-27,4.055
2023-01-28,4.055
2023-01-29,4.055
2023-01-30,4.051
2023-01-31,4.022
2023-02-01,3.93
2023-02-02,3.876
2023-02-03,3.787
2023-02-04,3.787
2023-02-05,3.787
2023-02-06,3.921
2023-02-07,3.838
2023-02-08,3.858
2023-02-09,3.946
2023-02-10,4.585
2023-02-11,4.585
2023-02-12,4.585
2023-02-13,4.481
2023-02-14,4.497
2023-02-15,4.411
2023-02-16,4.383
2023-02-17,4.338
2023-02-18,4.338
2023-02-19,4.338
2023-02-20,4.338
2023-02-21,4.478
2023-02-22,4.433
2023-02-23,4.367
2023-02-24,4.389
2023-02-25,4.389
2023-02-26,4.389
2023-02-27,4.387
2023-02-28,4.283
2023-03-01,4.338
2023-03-02,4.474
2023-03-03,4.467
2023-03-04,4.467
2023-03-05,4.467
2023-03-06,4.46
2023-03-07,4.475
2023-03-08,4.464
2023-03-09,4.595
2023-03-10,4.816
2023-03-11,4.816
2023-03-12,4.816
2023-03-13,4.944
2023-03-14,4.878
2023-03-15,4.842
2023-03-16,4.764
2023-03-17,4.857
2023-03-18,4.857
2023-03-19,4.857
2023-03-20,4.864
2023-03-21,4.668
2023-03-22,4.786
2023-03-23,4.887
2023-03-24,4.93
2023-03-25,4.93
2023-03-26,4.93
2023-03-27,4.847
2023-03-28,4.928
2023-03-29,5.009
2023-03-30,4.997
2023-03-31,4.92
2023-04-01,4.92
2023-04-02,4.92
2023-04-03,4.832
2023-04-04,4.905
2023-04-05,4.902
2023-04-06,4.999
2023-04-07,4.999
2023-04-08,4.999
2023-04-09,4.999
2023-04-10,4.947
2023-04-11,4.922
2023-04-12,5.019
2023-04-13,4.918
2023-04-14,4.913
2023-04-15,4.913
2023-04-16,4.913
2023-04-17,4.848
2023-04-18,4.812
2023-04-19,4.782
2023-04-20,4.796
2023-04-21,4.69
2023-04-22,4.69
2023-04-23,4.69
2023-04-24,4.685
2023-04-25,4.77
2023-04-26,4.818
2023-04-27,4.709
2023-04-28,4.675
2023-04-29,4.675
2023-04-30,4.675
2023-05-01,4.693
2023-05-02,4.856
2023-05-03,4.805
2023-05-04,4.985
2023-05-05,4.84
2023-05-06,4.84
2023-05-07,4.84
2023-05-08,4.757
2023-05-09,4.741
2023-05-10,4.768
2023-05-11,4.747
2023-05-12,4.802
2023-05-13,4.802
2023-05-14,4.802
2023-05-15,4.562
2023-05-16,4.586
2023-05-17,4.457
2023-05-18,4.446
2023-05-19,4.437
2023-05-20,4.437
2023-05-21,4.437
2023-05-22,4.424
2023-05-23,4.712
2023-05-24,4.68
2023-05-25,4.719
2023-05-26,4.645
2023-05-27,4.645
2023-05-28,4.645
2023-05-29,4.645
2023-05-30,4.608
2023-05-31,4.66
2023-06-01,4.602
2023-06-02,4.45
2023-06-03,4.45
2023-06-04,4.45
2023-06-05,4.497
2023-06-06,4.42
2023-06-07,4.297
2023-06-08,4.321
2023-06-09,4.405
2023-06-10,4.405
2023-06-11,4.405
2023-06-12,4.414
2023-06-13,4.353
2023-06-14,4.375
2023-06-15,4.442
2023-06-16,4.512
2023-06-17,4.512
2023-06-18,4.512
2023-06-19,4.512
2023-06-20,4.44
2023-06-21,4.506
2023-06-22,4.564
