,AMGN US Equity
2021-03-06,4.199
2021-03-07,4.199
2021-03-08,4.197
2021-03-09,4.175
2021-03-10,4.158
2021-03-11,4.136
2021-03-12,4.151
2021-03-13,4.151
2021-03-14,4.151
2021-03-15,4.052
2021-03-16,3.979
2021-03-17,3.914
2021-03-18,3.912
2021-03-19,3.888
2021-03-20,3.888
2021-03-21,3.888
2021-03-22,3.829
2021-03-23,3.902
2021-03-24,3.895
2021-03-25,3.883
2021-03-26,3.781
2021-03-27,3.781
2021-03-28,3.781
2021-03-29,3.75
2021-03-30,3.828
2021-03-31,3.843
2021-04-01,3.837
2021-04-02,3.837
2021-04-03,3.837
2021-04-04,3.837
2021-04-05,3.752
2021-04-06,3.796
2021-04-07,3.811
2021-04-08,3.83
2021-04-09,3.785
2021-04-10,3.785
2021-04-11,3.785
2021-04-12,3.785
2021-04-13,3.769
2021-04-14,3.774
2021-04-15,3.693
2021-04-16,3.7
2021-04-17,3.7
2021-04-18,3.7
2021-04-19,3.697
2021-04-20,3.651
2021-04-21,3.656
2021-04-22,3.71
2021-04-23,3.681
2021-04-24,3.681
2021-04-25,3.681
2021-04-26,3.703
2021-04-27,3.709
2021-04-28,4.055
2021-04-29,4.09
2021-04-30,3.982
2021-05-01,3.982
2021-05-02,3.982
2021-05-03,3.888
2021-05-04,3.814
2021-05-05,3.783
2021-05-06,3.754
2021-05-07,3.711
2021-05-08,3.711
2021-05-09,3.711
2021-05-10,3.734
2021-05-11,3.739
2021-05-12,3.761
2021-05-13,3.742
2021-05-14,3.727
2021-05-15,3.727
2021-05-16,3.727
2021-05-17,3.712
2021-05-18,3.734
2021-05-19,3.768
2021-05-20,3.718
2021-05-21,3.732
2021-05-22,3.732
2021-05-23,3.732
2021-05-24,3.781
2021-05-25,3.871
2021-05-26,3.927
2021-05-27,3.981
2021-05-28,3.937
2021-05-29,3.937
2021-05-30,3.937
2021-05-31,3.937
2021-06-01,4.011
2021-06-02,3.984
2021-06-03,3.979
2021-06-04,3.961
2021-06-05,3.961
2021-06-06,3.961
2021-06-07,3.955
2021-06-08,3.961
2021-06-09,3.917
2021-06-10,3.835
2021-06-11,3.827
2021-06-12,3.827
2021-06-13,3.827
2021-06-14,3.852
2021-06-15,3.874
2021-06-16,3.878
2021-06-17,3.859
2021-06-18,3.893
2021-06-19,3.893
2021-06-20,3.893
2021-06-21,3.867
2021-06-22,3.873
2021-06-23,3.892
2021-06-24,3.856
2021-06-25,3.829
2021-06-26,3.829
2021-06-27,3.829
2021-06-28,3.826
2021-06-29,3.832
2021-06-30,3.803
2021-07-01,3.754
2021-07-02,3.727
2021-07-03,3.727
2021-07-04,3.727
2021-07-05,3.727
2021-07-06,3.804
2021-07-07,3.811
2021-07-08,3.795
2021-07-09,3.78
2021-07-10,3.78
2021-07-11,3.78
2021-07-12,3.793
2021-07-13,3.786
2021-07-14,3.788
2021-07-15,3.758
2021-07-16,3.738
2021-07-17,3.738
2021-07-18,3.738
2021-07-19,3.611
2021-07-20,3.608
2021-07-21,3.638
2021-07-22,3.64
2021-07-23,3.596
2021-07-24,3.596
2021-07-25,3.596
2021-07-26,3.635
2021-07-27,3.641
2021-07-28,3.647
2021-07-29,3.674
2021-07-30,3.688
2021-07-31,3.688
2021-08-01,3.688
2021-08-02,3.715
2021-08-03,3.819
2021-08-04,4.065
2021-08-05,3.977
2021-08-06,4.043
2021-08-07,4.043
2021-08-08,4.043
2021-08-09,4.087
2021-08-10,4.085
2021-08-11,4.068
2021-08-12,4.067
2021-08-13,4.04
2021-08-14,4.04
2021-08-15,4.04
2021-08-16,3.985
2021-08-17,3.983
2021-08-18,4.059
2021-08-19,4.104
2021-08-20,4.119
2021-08-21,4.119
2021-08-22,4.119
2021-08-23,4.081
2021-08-24,4.104
2021-08-25,4.155
2021-08-26,4.158
2021-08-27,4.133
2021-08-28,4.133
2021-08-29,4.133
2021-08-30,4.108
2021-08-31,4.083
2021-09-01,4.123
2021-09-02,4.075
2021-09-03,4.068
2021-09-04,4.068
2021-09-05,4.068
2021-09-06,4.068
2021-09-07,4.16
2021-09-08,4.169
2021-09-09,4.271
2021-09-10,4.308
2021-09-11,4.308
2021-09-12,4.308
2021-09-13,4.249
2021-09-14,4.262
2021-09-15,4.221
2021-09-16,4.236
2021-09-17,4.197
2021-09-18,4.197
2021-09-19,4.197
2021-09-20,4.281
2021-09-21,4.276
2021-09-22,4.31
2021-09-23,4.282
2021-09-24,4.311
2021-09-25,4.311
2021-09-26,4.311
2021-09-27,4.321
2021-09-28,4.338
2021-09-29,4.285
2021-09-30,4.33
2021-10-01,4.304
2021-10-02,4.304
2021-10-03,4.304
2021-10-04,4.355
2021-10-05,4.339
2021-10-06,4.377
2021-10-07,4.448
2021-10-08,4.452
2021-10-09,4.452
2021-10-10,4.452
2021-10-11,4.5
2021-10-12,4.608
2021-10-13,4.578
2021-10-14,4.508
2021-10-15,4.501
2021-10-16,4.501
2021-10-17,4.501
2021-10-18,4.605
2021-10-19,4.524
2021-10-20,4.462
2021-10-21,4.476
2021-10-22,4.471
2021-10-23,4.471
2021-10-24,4.471
2021-10-25,4.505
2021-10-26,4.483
2021-10-27,4.528
2021-10-28,4.515
2021-10-29,4.52
2021-10-30,4.52
2021-10-31,4.52
2021-11-01,4.459
2021-11-02,4.372
2021-11-03,4.294
2021-11-04,4.358
2021-11-05,4.382
2021-11-06,4.382
2021-11-07,4.382
2021-11-08,4.431
2021-11-09,4.424
2021-11-10,4.393
2021-11-11,4.427
2021-11-12,4.431
2021-11-13,4.431
2021-11-14,4.431
2021-11-15,4.479
2021-11-16,4.522
2021-11-17,4.513
2021-11-18,4.553
2021-11-19,4.563
2021-11-20,4.563
2021-11-21,4.563
2021-11-22,4.638
2021-11-23,4.597
2021-11-24,4.61
2021-11-25,4.61
2021-11-26,4.676
2021-11-27,4.676
2021-11-28,4.676
2021-11-29,4.621
2021-11-30,4.728
2021-12-01,4.683
2021-12-02,4.674
2021-12-03,4.645
2021-12-04,4.645
2021-12-05,4.645
2021-12-06,4.529
2021-12-07,4.475
2021-12-08,4.429
2021-12-09,4.449
2021-12-10,4.484
2021-12-11,4.484
2021-12-12,4.484
2021-12-13,4.473
2021-12-14,4.424
2021-12-15,4.313
2021-12-16,4.249
2021-12-17,4.25
2021-12-18,4.25
2021-12-19,4.25
2021-12-20,4.299
2021-12-21,4.28
2021-12-22,4.271
2021-12-23,4.227
2021-12-24,4.227
2021-12-25,4.227
2021-12-26,4.227
2021-12-27,4.202
2021-12-28,4.19
2021-12-29,4.157
2021-12-30,4.177
2021-12-31,4.205
2022-01-01,4.205
2022-01-02,4.205
2022-01-03,4.184
2022-01-04,4.163
2022-01-05,4.213
2022-01-06,4.225
2022-01-07,4.186
2022-01-08,4.186
2022-01-09,4.186
2022-01-10,4.13
2022-01-11,4.094
2022-01-12,4.105
2022-01-13,4.121
2022-01-14,4.042
2022-01-15,4.042
2022-01-16,4.042
2022-01-17,4.042
2022-01-18,4.068
2022-01-19,4.113
2022-01-20,4.156
2022-01-21,4.178
2022-01-22,4.178
2022-01-23,4.178
2022-01-24,4.21
2022-01-25,4.229
2022-01-26,4.277
2022-01-27,4.249
2022-01-28,4.164
2022-01-29,4.164
2022-01-30,4.164
2022-01-31,4.201
2022-02-01,4.173
2022-02-02,4.168
2022-02-03,4.259
2022-02-04,4.296
2022-02-05,4.296
2022-02-06,4.296
2022-02-07,4.271
2022-02-08,4.002
2022-02-09,4.079
2022-02-10,4.221
2022-02-11,4.232
2022-02-12,4.232
2022-02-13,4.232
2022-02-14,4.273
2022-02-15,4.283
2022-02-16,4.307
2022-02-17,4.326
2022-02-18,4.344
2022-02-19,4.344
2022-02-20,4.344
2022-02-21,4.344
2022-02-22,4.331
2022-02-23,4.34
2022-02-24,4.374
2022-02-25,4.236
2022-02-26,4.236
2022-02-27,4.236
2022-02-28,4.247
2022-03-01,4.281
2022-03-02,4.218
2022-03-03,4.144
2022-03-04,4.14
2022-03-05,4.14
2022-03-06,4.14
2022-03-07,4.114
2022-03-08,4.172
2022-03-09,4.166
2022-03-10,4.248
2022-03-11,4.213
2022-03-12,4.213
2022-03-13,4.213
2022-03-14,4.206
2022-03-15,4.164
2022-03-16,4.162
2022-03-17,4.088
2022-03-18,4.081
2022-03-19,4.081
2022-03-20,4.081
2022-03-21,4.08
2022-03-22,4.077
2022-03-23,4.117
2022-03-24,4.07
2022-03-25,4.038
2022-03-26,4.038
2022-03-27,4.038
2022-03-28,4.009
2022-03-29,3.992
2022-03-30,3.975
2022-03-31,3.954
2022-04-01,3.933
2022-04-02,3.933
2022-04-03,3.933
2022-04-04,3.94
2022-04-05,3.945
2022-04-06,3.86
2022-04-07,3.834
2022-04-08,3.828
2022-04-09,3.828
2022-04-10,3.828
2022-04-11,3.846
2022-04-12,3.907
2022-04-13,3.854
2022-04-14,3.846
2022-04-15,3.846
2022-04-16,3.846
2022-04-17,3.846
2022-04-18,3.878
2022-04-19,3.856
2022-04-20,3.825
2022-04-21,3.824
2022-04-22,3.903
2022-04-23,3.903
2022-04-24,3.903
2022-04-25,3.875
2022-04-26,3.911
2022-04-27,3.935
2022-04-28,4.123
2022-04-29,4.199
2022-04-30,4.199
2022-05-01,4.199
2022-05-02,4.24
2022-05-03,4.217
2022-05-04,4.147
2022-05-05,4.178
2022-05-06,4.14
2022-05-07,4.14
2022-05-08,4.14
2022-05-09,4.093
2022-05-10,4.068
2022-05-11,4.07
2022-05-12,4.002
2022-05-13,4.024
2022-05-14,4.024
2022-05-15,4.024
2022-05-16,3.984
2022-05-17,3.96
2022-05-18,3.983
2022-05-19,3.98
2022-05-20,3.936
2022-05-21,3.936
2022-05-22,3.936
2022-05-23,3.912
2022-05-24,3.868
2022-05-25,3.851
2022-05-26,3.85
2022-05-27,3.817
2022-05-28,3.817
2022-05-29,3.817
2022-05-30,3.817
2022-05-31,3.795
2022-06-01,3.844
2022-06-02,3.924
2022-06-03,3.934
2022-06-04,3.934
2022-06-05,3.934
2022-06-06,3.982
2022-06-07,3.967
2022-06-08,3.982
2022-06-09,4.043
2022-06-10,4.072
2022-06-11,4.072
2022-06-12,4.072
2022-06-13,4.128
2022-06-14,4.147
2022-06-15,4.149
2022-06-16,4.237
2022-06-17,4.164
2022-06-18,4.164
2022-06-19,4.164
2022-06-20,4.164
2022-06-21,4.1
2022-06-22,4.07
2022-06-23,4.021
2022-06-24,3.983
2022-06-25,3.983
2022-06-26,3.983
2022-06-27,3.992
2022-06-28,4.014
2022-06-29,3.982
2022-06-30,4.017
2022-07-01,3.981
2022-07-02,3.981
2022-07-03,3.981
2022-07-04,3.981
2022-07-05,3.961
2022-07-06,3.985
2022-07-07,3.95
2022-07-08,3.934
2022-07-09,3.934
2022-07-10,3.934
2022-07-11,3.945
2022-07-12,3.958
2022-07-13,3.956
2022-07-14,3.918
2022-07-15,3.851
2022-07-16,3.851
2022-07-17,3.851
2022-07-18,3.929
2022-07-19,3.873
2022-07-20,3.884
2022-07-21,3.898
2022-07-22,3.895
2022-07-23,3.895
2022-07-24,3.895
2022-07-25,3.852
2022-07-26,3.814
2022-07-27,3.806
2022-07-28,3.836
2022-07-29,3.871
2022-07-30,3.871
2022-07-31,3.871
2022-08-01,3.9
2022-08-02,3.927
2022-08-03,3.876
2022-08-04,3.868
2022-08-05,3.879
2022-08-06,3.879
2022-08-07,3.879
2022-08-08,3.865
2022-08-09,3.848
2022-08-10,3.791
2022-08-11,3.848
2022-08-12,3.848
2022-08-13,3.848
2022-08-14,3.848
2022-08-15,3.807
2022-08-16,3.776
2022-08-17,3.785
2022-08-18,3.799
2022-08-19,3.781
2022-08-20,3.781
2022-08-21,3.781
2022-08-22,3.842
2022-08-23,3.88
2022-08-24,3.88
2022-08-25,3.861
2022-08-26,3.941
2022-08-27,3.941
2022-08-28,3.941
2022-08-29,3.962
2022-08-30,3.967
2022-08-31,3.947
2022-09-01,3.864
2022-09-02,3.913
2022-09-03,3.913
2022-09-04,3.913
2022-09-05,3.913
2022-09-06,3.916
2022-09-07,3.875
2022-09-08,3.864
2022-09-09,3.829
2022-09-10,3.829
2022-09-11,3.829
2022-09-12,4.004
2022-09-13,4.194
2022-09-14,4.17
2022-09-15,4.179
2022-09-16,4.116
2022-09-17,4.116
2022-09-18,4.116
2022-09-19,4.11
2022-09-20,4.165
2022-09-21,4.225
2022-09-22,4.164
2022-09-23,4.179
2022-09-24,4.179
2022-09-25,4.179
2022-09-26,4.18
2022-09-27,4.197
2022-09-28,4.106
2022-09-29,4.152
2022-09-30,4.208
2022-10-01,4.208
2022-10-02,4.208
2022-10-03,4.116
2022-10-04,4.07
2022-10-05,4.056
2022-10-06,4.107
2022-10-07,4.141
2022-10-08,4.141
2022-10-09,4.141
2022-10-10,4.085
2022-10-11,3.864
2022-10-12,3.84
2022-10-13,3.76
2022-10-14,3.765
2022-10-15,3.765
2022-10-16,3.765
2022-10-17,3.741
2022-10-18,3.753
2022-10-19,3.825
2022-10-20,3.837
2022-10-21,3.768
2022-10-22,3.768
2022-10-23,3.768
2022-10-24,3.633
2022-10-25,3.651
2022-10-26,3.56
2022-10-27,3.553
2022-10-28,3.467
2022-10-29,3.467
2022-10-30,3.467
2022-10-31,3.512
2022-11-01,3.489
2022-11-02,3.529
2022-11-03,3.656
2022-11-04,3.613
2022-11-05,3.613
2022-11-06,3.613
2022-11-07,3.509
2022-11-08,3.324
2022-11-09,3.356
2022-11-10,3.34
2022-11-11,3.41
2022-11-12,3.41
2022-11-13,3.41
2022-11-14,3.407
2022-11-15,3.427
2022-11-16,3.402
2022-11-17,3.347
2022-11-18,3.347
2022-11-19,3.347
2022-11-20,3.347
2022-11-21,3.337
2022-11-22,3.35
2022-11-23,3.393
2022-11-24,3.393
2022-11-25,3.389
2022-11-26,3.389
2022-11-27,3.389
2022-11-28,3.402
2022-11-29,3.41
2022-11-30,3.353
2022-12-01,3.358
2022-12-02,3.363
2022-12-03,3.363
2022-12-04,3.363
2022-12-05,3.349
2022-12-06,3.368
2022-12-07,3.339
2022-12-08,3.341
2022-12-09,3.424
2022-12-10,3.424
2022-12-11,3.424
2022-12-12,3.447
2022-12-13,3.504
2022-12-14,3.519
2022-12-15,3.585
2022-12-16,3.524
2022-12-17,3.524
2022-12-18,3.524
2022-12-19,3.546
2022-12-20,3.559
2022-12-21,3.539
2022-12-22,3.552
2022-12-23,3.57
2022-12-24,3.57
2022-12-25,3.57
2022-12-26,3.57
2022-12-27,3.577
2022-12-28,3.604
2022-12-29,3.58
2022-12-30,3.588
2022-12-31,3.588
2023-01-01,3.588
2023-01-02,3.588
2023-01-03,3.601
2023-01-04,3.564
2023-01-05,3.531
2023-01-06,3.424
2023-01-07,3.424
2023-01-08,3.424
2023-01-09,3.488
2023-01-10,3.44
2023-01-11,3.453
2023-01-12,3.478
2023-01-13,3.468
2023-01-14,3.468
2023-01-15,3.468
2023-01-16,3.468
2023-01-17,3.497
2023-01-18,3.564
2023-01-19,3.596
2023-01-20,3.579
2023-01-21,3.579
2023-01-22,3.579
2023-01-23,3.61
2023-01-24,3.628
2023-01-25,3.66
2023-01-26,3.684
2023-01-27,3.702
2023-01-28,3.702
2023-01-29,3.702
2023-01-30,3.732
2023-01-31,3.734
2023-02-01,3.834
2023-02-02,3.832
2023-02-03,3.853
2023-02-04,3.853
2023-02-05,3.853
2023-02-06,3.874
2023-02-07,3.871
2023-02-08,3.933
2023-02-09,3.936
2023-02-10,3.895
2023-02-11,3.895
2023-02-12,3.895
2023-02-13,3.866
2023-02-14,3.874
2023-02-15,3.89
2023-02-16,3.998
2023-02-17,3.904
2023-02-18,3.904
2023-02-19,3.904
2023-02-20,3.904
2023-02-21,3.942
2023-02-22,3.976
2023-02-23,3.952
2023-02-24,4.042
2023-02-25,4.042
2023-02-26,4.042
2023-02-27,4.028
2023-02-28,4.077
2023-03-01,3.999
2023-03-02,4.023
2023-03-03,4.022
2023-03-04,4.022
2023-03-05,4.022
2023-03-06,4.017
2023-03-07,4.129
2023-03-08,4.134
2023-03-09,4.183
2023-03-10,4.13
2023-03-11,4.13
2023-03-12,4.13
2023-03-13,4.036
2023-03-14,4.081
2023-03-15,4.006
2023-03-16,4.012
2023-03-17,4.095
2023-03-18,4.095
2023-03-19,4.095
2023-03-20,4.009
2023-03-21,4.04
2023-03-22,4.094
2023-03-23,4.037
2023-03-24,3.953
2023-03-25,3.953
2023-03-26,3.953
2023-03-27,3.975
2023-03-28,3.946
2023-03-29,3.904
2023-03-30,3.897
2023-03-31,3.893
2023-04-01,3.893
2023-04-02,3.893
2023-04-03,3.85
2023-04-04,3.802
2023-04-05,3.714
2023-04-06,3.715
2023-04-07,3.715
2023-04-08,3.715
2023-04-09,3.715
2023-04-10,3.751
2023-04-11,3.743
2023-04-12,3.772
2023-04-13,3.706
2023-04-14,3.727
2023-04-15,3.727
2023-04-16,3.727
2023-04-17,3.756
2023-04-18,3.786
2023-04-19,3.784
2023-04-20,3.827
2023-04-21,3.821
2023-04-22,3.821
2023-04-23,3.821
2023-04-24,3.811
2023-04-25,3.805
2023-04-26,3.902
2023-04-27,3.884
2023-04-28,3.894
2023-04-29,3.894
2023-04-30,3.894
2023-05-01,3.908
2023-05-02,3.956
2023-05-03,4.071
2023-05-04,4.026
2023-05-05,3.947
2023-05-06,3.947
2023-05-07,3.947
2023-05-08,3.983
2023-05-09,3.986
2023-05-10,3.992
2023-05-11,4.023
2023-05-12,4.011
2023-05-13,4.011
2023-05-14,4.011
2023-05-15,4.001
2023-05-16,4.1
2023-05-17,4.114
2023-05-18,4.128
2023-05-19,4.143
2023-05-20,4.143
2023-05-21,4.143
2023-05-22,4.133
2023-05-23,4.124
2023-05-24,4.182
2023-05-25,4.298
2023-05-26,4.309
2023-05-27,4.309
2023-05-28,4.309
2023-05-29,4.309
2023-05-30,4.277
2023-05-31,4.236
2023-06-01,4.362
2023-06-02,4.286
2023-06-03,4.286
2023-06-04,4.286
2023-06-05,4.213
2023-06-06,4.225
2023-06-07,4.225
2023-06-08,4.234
2023-06-09,4.273
2023-06-10,4.273
2023-06-11,4.273
2023-06-12,4.3
2023-06-13,4.21
2023-06-14,4.205
2023-06-15,4.092
2023-06-16,4.07
2023-06-17,4.07
2023-06-18,4.07
2023-06-19,4.07
2023-06-20,4.089
2023-06-21,4.117
2023-06-22,4.07
