,MSFT US Equity
2020-07-22,1.289
2020-07-23,1.348
2020-07-24,1.356
2020-07-25,1.356
2020-07-26,1.356
2020-07-27,1.339
2020-07-28,1.351
2020-07-29,1.338
2020-07-30,1.339
2020-07-31,1.331
2020-08-01,1.331
2020-08-02,1.331
2020-08-03,1.261
2020-08-04,1.28
2020-08-05,1.282
2020-08-06,1.262
2020-08-07,1.285
2020-08-08,1.285
2020-08-09,1.285
2020-08-10,1.311
2020-08-11,1.342
2020-08-12,1.305
2020-08-13,1.308
2020-08-14,1.307
2020-08-15,1.307
2020-08-16,1.307
2020-08-17,1.298
2020-08-18,1.291
2020-08-19,1.299
2020-08-20,1.269
2020-08-21,1.278
2020-08-22,1.278
2020-08-23,1.278
2020-08-24,1.274
2020-08-25,1.258
2020-08-26,1.231
2020-08-27,1.202
2020-08-28,1.19
2020-08-29,1.19
2020-08-30,1.19
2020-08-31,1.207
2020-09-01,1.198
2020-09-02,1.175
2020-09-03,1.253
2020-09-04,1.271
2020-09-05,1.271
2020-09-06,1.271
2020-09-07,1.271
2020-09-08,1.344
2020-09-09,1.289
2020-09-10,1.326
2020-09-11,1.335
2020-09-12,1.335
2020-09-13,1.335
2020-09-14,1.326
2020-09-15,1.304
2020-09-16,1.328
2020-09-17,1.342
2020-09-18,1.359
2020-09-19,1.359
2020-09-20,1.359
2020-09-21,1.344
2020-09-22,1.313
2020-09-23,1.358
2020-09-24,1.34
2020-09-25,1.31
2020-09-26,1.31
2020-09-27,1.31
2020-09-28,1.3
2020-09-29,1.314
2020-09-30,1.295
2020-10-01,1.282
2020-10-02,1.321
2020-10-03,1.321
2020-10-04,1.321
2020-10-05,1.294
2020-10-06,1.322
2020-10-07,1.298
2020-10-08,1.293
2020-10-09,1.262
2020-10-10,1.262
2020-10-11,1.262
2020-10-12,1.23
2020-10-13,1.222
2020-10-14,1.233
2020-10-15,1.24
2020-10-16,1.24
2020-10-17,1.24
2020-10-18,1.24
2020-10-19,1.271
2020-10-20,1.269
2020-10-21,1.268
2020-10-22,1.267
2020-10-23,1.226
2020-10-24,1.226
2020-10-25,1.226
2020-10-26,1.262
2020-10-27,1.243
2020-10-28,1.308
2020-10-29,1.295
2020-10-30,1.309
2020-10-31,1.309
2020-11-01,1.309
2020-11-02,1.31
2020-11-03,1.284
2020-11-04,1.225
2020-11-05,1.187
2020-11-06,1.185
2020-11-07,1.185
2020-11-08,1.185
2020-11-09,1.214
2020-11-10,1.256
2020-11-11,1.224
2020-11-12,1.23
2020-11-13,1.224
2020-11-14,1.224
2020-11-15,1.224
2020-11-16,1.22
2020-11-17,1.236
2020-11-18,1.253
2020-11-19,1.245
2020-11-20,1.257
2020-11-21,1.257
2020-11-22,1.257
2020-11-23,1.258
2020-11-24,1.236
2020-11-25,1.236
2020-11-26,1.236
2020-11-27,1.228
2020-11-28,1.228
2020-11-29,1.228
2020-11-30,1.235
2020-12-01,1.223
2020-12-02,1.228
2020-12-03,1.234
2020-12-04,1.233
2020-12-05,1.233
2020-12-06,1.233
2020-12-07,1.234
2020-12-08,1.224
2020-12-09,1.248
2020-12-10,1.256
2020-12-11,1.24
2020-12-12,1.24
2020-12-13,1.24
2020-12-14,1.234
2020-12-15,1.235
2020-12-16,1.206
2020-12-17,1.205
2020-12-18,1.21
2020-12-19,1.21
2020-12-20,1.21
2020-12-21,1.188
2020-12-22,1.181
2020-12-23,1.196
2020-12-24,1.187
2020-12-25,1.187
2020-12-26,1.187
2020-12-27,1.187
2020-12-28,1.175
2020-12-29,1.18
2020-12-30,1.193
2020-12-31,1.189
2021-01-01,1.189
2021-01-02,1.189
2021-01-03,1.189
2021-01-04,1.215
2021-01-05,1.213
2021-01-06,1.246
2021-01-07,1.211
2021-01-08,1.204
2021-01-09,1.204
2021-01-10,1.204
2021-01-11,1.216
2021-01-12,1.23
2021-01-13,1.222
2021-01-14,1.241
2021-01-15,1.243
2021-01-16,1.243
2021-01-17,1.243
2021-01-18,1.243
2021-01-19,1.222
2021-01-20,1.179
2021-01-21,1.23
2021-01-22,1.225
2021-01-23,1.225
2021-01-24,1.225
2021-01-25,1.206
2021-01-26,1.191
2021-01-27,1.218
2021-01-28,1.187
2021-01-29,1.223
2021-01-30,1.223
2021-01-31,1.223
2021-02-01,1.184
2021-02-02,1.184
2021-02-03,1.167
2021-02-04,1.172
2021-02-05,1.171
2021-02-06,1.171
2021-02-07,1.171
2021-02-08,1.17
2021-02-09,1.164
2021-02-10,1.168
2021-02-11,1.16
2021-02-12,1.158
2021-02-13,1.158
2021-02-14,1.158
2021-02-15,1.158
2021-02-16,1.164
2021-02-17,1.159
2021-02-18,1.161
2021-02-19,1.174
2021-02-20,1.174
2021-02-21,1.174
2021-02-22,1.207
2021-02-23,1.213
2021-02-24,1.206
2021-02-25,1.236
2021-02-26,1.218
2021-02-27,1.218
2021-02-28,1.218
2021-03-01,1.194
2021-03-02,1.21
2021-03-03,1.244
2021-03-04,1.248
2021-03-05,1.222
2021-03-06,1.222
2021-03-07,1.222
2021-03-08,1.244
2021-03-09,1.21
2021-03-10,1.218
2021-03-11,1.193
2021-03-12,1.2
2021-03-13,1.2
2021-03-14,1.2
2021-03-15,1.205
2021-03-16,1.19
2021-03-17,1.194
2021-03-18,1.226
2021-03-19,1.228
2021-03-20,1.228
2021-03-21,1.228
2021-03-22,1.199
2021-03-23,1.191
2021-03-24,1.202
2021-03-25,1.218
2021-03-26,1.197
2021-03-27,1.197
2021-03-28,1.197
2021-03-29,1.203
2021-03-30,1.221
2021-03-31,1.2
2021-04-01,1.168
2021-04-02,1.168
2021-04-03,1.168
2021-04-04,1.168
2021-04-05,1.136
2021-04-06,1.142
2021-04-07,1.132
2021-04-08,1.117
2021-04-09,1.106
2021-04-10,1.106
2021-04-11,1.106
2021-04-12,1.106
2021-04-13,1.095
2021-04-14,1.107
2021-04-15,1.09
2021-04-16,1.085
2021-04-17,1.085
2021-04-18,1.085
2021-04-19,1.094
2021-04-20,1.096
2021-04-21,1.086
2021-04-22,1.1
2021-04-23,1.084
2021-04-24,1.084
2021-04-25,1.084
2021-04-26,1.082
2021-04-27,1.08
2021-04-28,1.112
2021-04-29,1.121
2021-04-30,1.122
2021-05-01,1.122
2021-05-02,1.122
2021-05-03,1.124
2021-05-04,1.142
2021-05-05,1.148
2021-05-06,1.133
2021-05-07,1.121
2021-05-08,1.121
2021-05-09,1.121
2021-05-10,1.145
2021-05-11,1.149
2021-05-12,1.184
2021-05-13,1.164
2021-05-14,1.14
2021-05-15,1.14
2021-05-16,1.14
2021-05-17,1.154
2021-05-18,1.164
2021-05-19,1.161
2021-05-20,1.145
2021-05-21,1.152
2021-05-22,1.152
2021-05-23,1.152
2021-05-24,1.126
2021-05-25,1.122
2021-05-26,1.123
2021-05-27,1.132
2021-05-28,1.131
2021-05-29,1.131
2021-05-30,1.131
2021-05-31,1.131
2021-06-01,1.141
2021-06-02,1.142
2021-06-03,1.149
2021-06-04,1.126
2021-06-05,1.126
2021-06-06,1.126
2021-06-07,1.112
2021-06-08,1.118
2021-06-09,1.113
2021-06-10,1.098
2021-06-11,1.095
2021-06-12,1.095
2021-06-13,1.095
2021-06-14,1.086
2021-06-15,1.093
2021-06-16,1.097
2021-06-17,1.082
2021-06-18,1.088
2021-06-19,1.088
2021-06-20,1.088
2021-06-21,1.075
2021-06-22,1.063
2021-06-23,1.064
2021-06-24,1.059
2021-06-25,1.065
2021-06-26,1.065
2021-06-27,1.065
2021-06-28,1.051
2021-06-29,1.04
2021-06-30,1.042
2021-07-01,1.039
2021-07-02,1.017
2021-07-03,1.017
2021-07-04,1.017
2021-07-05,1.017
2021-07-06,1.017
2021-07-07,1.009
2021-07-08,1.018
2021-07-09,1.016
2021-07-10,1.016
2021-07-11,1.016
2021-07-12,1.018
2021-07-13,1.005
2021-07-14,0.999
2021-07-15,1.005
2021-07-16,1.006
2021-07-17,1.006
2021-07-18,1.006
2021-07-19,1.019
2021-07-20,1.011
2021-07-21,1.003
2021-07-22,0.987
2021-07-23,0.975
2021-07-24,0.975
2021-07-25,0.975
2021-07-26,0.977
2021-07-27,0.985
2021-07-28,0.99
2021-07-29,0.999
2021-07-30,1.004
2021-07-31,1.004
2021-08-01,1.004
2021-08-02,1.005
2021-08-03,0.996
2021-08-04,0.999
2021-08-05,0.988
2021-08-06,0.988
2021-08-07,0.988
2021-08-08,0.988
2021-08-09,0.992
2021-08-10,0.999
2021-08-11,0.997
2021-08-12,0.987
2021-08-13,0.977
2021-08-14,0.977
2021-08-15,0.977
2021-08-16,0.971
2021-08-17,0.976
2021-08-18,0.982
2021-08-19,0.962
2021-08-20,0.938
2021-08-21,0.938
2021-08-22,0.938
2021-08-23,0.937
2021-08-24,0.944
2021-08-25,0.946
2021-08-26,0.955
2021-08-27,0.953
2021-08-28,0.953
2021-08-29,0.953
2021-08-30,0.941
2021-08-31,0.946
2021-09-01,0.946
2021-09-02,0.948
2021-09-03,0.948
2021-09-04,0.948
2021-09-05,0.948
2021-09-06,0.948
2021-09-07,0.951
2021-09-08,0.951
2021-09-09,0.961
2021-09-10,0.966
2021-09-11,0.966
2021-09-12,0.966
2021-09-13,0.962
2021-09-14,0.953
2021-09-15,0.937
2021-09-16,0.936
2021-09-17,0.952
2021-09-18,0.952
2021-09-19,0.952
2021-09-20,0.97
2021-09-21,0.969
2021-09-22,0.956
2021-09-23,0.953
2021-09-24,0.954
2021-09-25,0.954
2021-09-26,0.954
2021-09-27,0.971
2021-09-28,1.007
2021-09-29,1.006
2021-09-30,1.013
2021-10-01,0.988
2021-10-02,0.988
2021-10-03,0.988
2021-10-04,1.009
2021-10-05,0.989
2021-10-06,0.974
2021-10-07,0.969
2021-10-08,0.969
2021-10-09,0.969
2021-10-10,0.969
2021-10-11,0.971
2021-10-12,0.975
2021-10-13,0.964
2021-10-14,0.943
2021-10-15,0.939
2021-10-16,0.939
2021-10-17,0.939
2021-10-18,0.929
2021-10-19,0.926
2021-10-20,0.929
2021-10-21,0.919
2021-10-22,0.928
2021-10-23,0.928
2021-10-24,0.928
2021-10-25,0.937
2021-10-26,0.908
2021-10-27,0.873
2021-10-28,0.87
2021-10-29,0.863
2021-10-30,0.863
2021-10-31,0.863
2021-11-01,0.885
2021-11-02,0.875
2021-11-03,0.872
2021-11-04,0.866
2021-11-05,0.867
2021-11-06,0.867
2021-11-07,0.867
2021-11-08,0.865
2021-11-09,0.867
2021-11-10,0.881
2021-11-11,0.877
2021-11-12,0.865
2021-11-13,0.865
2021-11-14,0.865
2021-11-15,0.867
2021-11-16,0.858
2021-11-17,0.858
2021-11-18,0.852
2021-11-19,0.848
2021-11-20,0.848
2021-11-21,0.848
2021-11-22,0.852
2021-11-23,0.858
2021-11-24,0.857
2021-11-25,0.857
2021-11-26,0.879
2021-11-27,0.879
2021-11-28,0.879
2021-11-29,0.86
2021-11-30,0.876
2021-12-01,0.877
2021-12-02,0.879
2021-12-03,0.897
2021-12-04,0.897
2021-12-05,0.897
2021-12-06,0.888
2021-12-07,0.865
2021-12-08,0.865
2021-12-09,0.87
2021-12-10,0.846
2021-12-11,0.846
2021-12-12,0.846
2021-12-13,0.853
2021-12-14,0.882
2021-12-15,0.865
2021-12-16,0.891
2021-12-17,0.894
2021-12-18,0.894
2021-12-19,0.894
2021-12-20,0.905
2021-12-21,0.885
2021-12-22,0.869
2021-12-23,0.865
2021-12-24,0.865
2021-12-25,0.865
2021-12-26,0.865
2021-12-27,0.846
2021-12-28,0.849
2021-12-29,0.847
2021-12-30,0.854
2021-12-31,0.861
2022-01-01,0.861
2022-01-02,0.861
2022-01-03,0.865
2022-01-04,0.88
2022-01-05,0.915
2022-01-06,0.923
2022-01-07,0.922
2022-01-08,0.922
2022-01-09,0.922
2022-01-10,0.922
2022-01-11,0.92
2022-01-12,0.91
2022-01-13,0.95
2022-01-14,0.934
2022-01-15,0.934
2022-01-16,0.934
2022-01-17,0.934
2022-01-18,0.957
2022-01-19,0.959
2022-01-20,0.964
2022-01-21,0.983
2022-01-22,0.983
2022-01-23,0.983
2022-01-24,0.981
2022-01-25,1.008
2022-01-26,0.991
2022-01-27,0.981
2022-01-28,0.954
2022-01-29,0.954
2022-01-30,0.954
2022-01-31,0.946
2022-02-01,0.953
2022-02-02,0.938
2022-02-03,0.976
2022-02-04,0.961
2022-02-05,0.961
2022-02-06,0.961
2022-02-07,0.977
2022-02-08,0.966
2022-02-09,0.945
2022-02-10,0.973
2022-02-11,0.997
2022-02-12,0.997
2022-02-13,0.997
2022-02-14,0.997
2022-02-15,0.979
2022-02-16,0.98
2022-02-17,1.01
2022-02-18,1.019
2022-02-19,1.019
2022-02-20,1.019
2022-02-21,1.019
2022-02-22,1.02
2022-02-23,1.047
2022-02-24,0.996
2022-02-25,0.987
2022-02-26,0.987
2022-02-27,0.987
2022-02-28,0.982
2022-03-01,0.995
2022-03-02,0.978
2022-03-03,0.992
2022-03-04,1.013
2022-03-05,1.013
2022-03-06,1.013
2022-03-07,1.052
2022-03-08,1.064
2022-03-09,1.017
2022-03-10,1.028
2022-03-11,1.048
2022-03-12,1.048
2022-03-13,1.048
2022-03-14,1.062
2022-03-15,1.022
2022-03-16,0.997
2022-03-17,0.994
2022-03-18,0.977
2022-03-19,0.977
2022-03-20,0.977
2022-03-21,0.981
2022-03-22,0.965
2022-03-23,0.98
2022-03-24,0.97
2022-03-25,0.972
2022-03-26,0.972
2022-03-27,0.972
2022-03-28,0.95
2022-03-29,0.935
2022-03-30,0.94
2022-03-31,0.957
2022-04-01,0.954
2022-04-02,0.954
2022-04-03,0.954
2022-04-04,0.937
2022-04-05,0.949
2022-04-06,0.985
2022-04-07,0.979
2022-04-08,0.994
2022-04-09,0.994
2022-04-10,0.994
2022-04-11,1.034
2022-04-12,1.046
2022-04-13,1.026
2022-04-14,1.054
2022-04-15,1.054
2022-04-16,1.054
2022-04-17,1.054
2022-04-18,1.052
2022-04-19,1.034
2022-04-20,1.03
2022-04-21,1.051
2022-04-22,1.077
2022-04-23,1.077
2022-04-24,1.077
2022-04-25,1.051
2022-04-26,1.092
2022-04-27,1.042
2022-04-28,1.019
2022-04-29,1.064
2022-04-30,1.064
2022-05-01,1.064
2022-05-02,1.038
2022-05-03,1.05
2022-05-04,1.021
2022-05-05,1.067
2022-05-06,1.077
2022-05-07,1.077
2022-05-08,1.077
2022-05-09,1.119
2022-05-10,1.098
2022-05-11,1.136
2022-05-12,1.159
2022-05-13,1.133
2022-05-14,1.133
2022-05-15,1.133
2022-05-16,1.132
2022-05-17,1.109
2022-05-18,1.162
2022-05-19,1.166
2022-05-20,1.169
2022-05-21,1.169
2022-05-22,1.169
2022-05-23,1.133
2022-05-24,1.137
2022-05-25,1.125
2022-05-26,1.11
2022-05-27,1.081
2022-05-28,1.081
2022-05-29,1.081
2022-05-30,1.081
2022-05-31,1.086
2022-06-01,1.084
2022-06-02,1.062
2022-06-03,1.08
2022-06-04,1.08
2022-06-05,1.08
2022-06-06,1.085
2022-06-07,1.07
2022-06-08,1.078
2022-06-09,1.101
2022-06-10,1.153
2022-06-11,1.153
2022-06-12,1.153
2022-06-13,1.204
2022-06-14,1.193
2022-06-15,1.158
2022-06-16,1.19
2022-06-17,1.178
2022-06-18,1.178
2022-06-19,1.178
2022-06-20,1.178
2022-06-21,1.149
2022-06-22,1.152
2022-06-23,1.127
2022-06-24,1.089
2022-06-25,1.089
2022-06-26,1.089
2022-06-27,1.101
2022-06-28,1.136
2022-06-29,1.119
2022-06-30,1.134
2022-07-01,1.122
2022-07-02,1.122
2022-07-03,1.122
2022-07-04,1.122
2022-07-05,1.108
2022-07-06,1.094
2022-07-07,1.085
2022-07-08,1.088
2022-07-09,1.088
2022-07-10,1.088
2022-07-11,1.105
2022-07-12,1.152
2022-07-13,1.157
2022-07-14,1.151
2022-07-15,1.139
2022-07-16,1.139
2022-07-17,1.139
2022-07-18,1.15
2022-07-19,1.127
2022-07-20,1.115
2022-07-21,1.104
2022-07-22,1.123
2022-07-23,1.123
2022-07-24,1.123
2022-07-25,1.13
2022-07-26,1.143
2022-07-27,1.038
2022-07-28,1.009
2022-07-29,0.997
2022-07-30,0.997
2022-07-31,0.997
2022-08-01,1.007
2022-08-02,1.015
2022-08-03,0.985
2022-08-04,0.98
2022-08-05,0.983
2022-08-06,0.983
2022-08-07,0.983
2022-08-08,0.992
2022-08-09,0.985
2022-08-10,0.962
2022-08-11,0.969
2022-08-12,0.952
2022-08-13,0.952
2022-08-14,0.952
2022-08-15,0.947
2022-08-16,0.95
2022-08-17,0.952
2022-08-18,0.956
2022-08-19,0.969
2022-08-20,0.969
2022-08-21,0.969
2022-08-22,0.999
2022-08-23,1.004
2022-08-24,1.006
2022-08-25,0.995
2022-08-26,1.035
2022-08-27,1.035
2022-08-28,1.035
2022-08-29,1.046
2022-08-30,1.055
2022-08-31,1.061
2022-09-01,1.065
2022-09-02,1.083
2022-09-03,1.083
2022-09-04,1.083
2022-09-05,1.083
2022-09-06,1.095
2022-09-07,1.075
2022-09-08,1.073
2022-09-09,1.049
2022-09-10,1.049
2022-09-11,1.049
2022-09-12,1.04
2022-09-13,1.101
2022-09-14,1.1
2022-09-15,1.14
2022-09-16,1.143
2022-09-17,1.143
2022-09-18,1.143
2022-09-19,1.144
2022-09-20,1.153
2022-09-21,1.17
2022-09-22,1.16
2022-09-23,1.175
2022-09-24,1.175
2022-09-25,1.175
2022-09-26,1.178
2022-09-27,1.183
2022-09-28,1.16
2022-09-29,1.177
2022-09-30,1.201
2022-10-01,1.201
2022-10-02,1.201
2022-10-03,1.162
2022-10-04,1.124
2022-10-05,1.122
2022-10-06,1.133
2022-10-07,1.194
2022-10-08,1.194
2022-10-09,1.194
2022-10-10,1.22
2022-10-11,1.241
2022-10-12,1.239
2022-10-13,1.194
2022-10-14,1.216
2022-10-15,1.216
2022-10-16,1.216
2022-10-17,1.17
2022-10-18,1.171
2022-10-19,1.182
2022-10-20,1.183
2022-10-21,1.154
2022-10-22,1.154
2022-10-23,1.154
2022-10-24,1.13
2022-10-25,1.11
2022-10-26,1.218
2022-10-27,1.243
2022-10-28,1.195
2022-10-29,1.195
2022-10-30,1.195
2022-10-31,1.214
2022-11-01,1.235
2022-11-02,1.287
2022-11-03,1.322
2022-11-04,1.281
2022-11-05,1.281
2022-11-06,1.281
2022-11-07,1.245
2022-11-08,1.239
2022-11-09,1.263
2022-11-10,1.167
2022-11-11,1.148
2022-11-12,1.148
2022-11-13,1.148
2022-11-14,1.174
2022-11-15,1.17
2022-11-16,1.167
2022-11-17,1.168
2022-11-18,1.17
2022-11-19,1.17
2022-11-20,1.17
2022-11-21,1.166
2022-11-22,1.152
2022-11-23,1.14
2022-11-24,1.14
2022-11-25,1.14
2022-11-26,1.14
2022-11-27,1.14
2022-11-28,1.167
2022-11-29,1.174
2022-11-30,1.106
2022-12-01,1.118
2022-12-02,1.116
2022-12-03,1.116
2022-12-04,1.116
2022-12-05,1.138
2022-12-06,1.162
2022-12-07,1.165
2022-12-08,1.151
2022-12-09,1.16
2022-12-10,1.16
2022-12-11,1.16
2022-12-12,1.128
2022-12-13,1.108
2022-12-14,1.107
2022-12-15,1.143
2022-12-16,1.164
2022-12-17,1.164
2022-12-18,1.164
2022-12-19,1.184
2022-12-20,1.178
2022-12-21,1.165
2022-12-22,1.195
2022-12-23,1.193
2022-12-24,1.193
2022-12-25,1.193
2022-12-26,1.193
2022-12-27,1.202
2022-12-28,1.214
2022-12-29,1.181
2022-12-30,1.187
2022-12-31,1.187
2023-01-01,1.187
2023-01-02,1.187
2023-01-03,1.188
2023-01-04,1.243
2023-01-05,1.281
2023-01-06,1.266
2023-01-07,1.266
2023-01-08,1.266
2023-01-09,1.254
2023-01-10,1.244
2023-01-11,1.208
2023-01-12,1.194
2023-01-13,1.19
2023-01-14,1.19
2023-01-15,1.19
2023-01-16,1.19
2023-01-17,1.184
2023-01-18,1.2
2023-01-19,1.22
2023-01-20,1.178
2023-01-21,1.178
2023-01-22,1.178
2023-01-23,1.166
2023-01-24,1.173
2023-01-25,1.171
2023-01-26,1.131
2023-01-27,1.13
2023-01-28,1.13
2023-01-29,1.13
2023-01-30,1.156
2023-01-31,1.132
2023-02-01,1.111
2023-02-02,1.061
2023-02-03,1.087
2023-02-04,1.087
2023-02-05,1.087
2023-02-06,1.094
2023-02-07,1.049
2023-02-08,1.053
2023-02-09,1.065
2023-02-10,1.067
2023-02-11,1.067
2023-02-12,1.067
2023-02-13,1.035
2023-02-14,1.032
2023-02-15,1.04
2023-02-16,1.068
2023-02-17,1.085
2023-02-18,1.085
2023-02-19,1.085
2023-02-20,1.085
2023-02-21,1.108
2023-02-22,1.114
2023-02-23,1.099
2023-02-24,1.124
2023-02-25,1.124
2023-02-26,1.124
2023-02-27,1.12
2023-02-28,1.123
2023-03-01,1.137
2023-03-02,1.115
2023-03-03,1.097
2023-03-04,1.097
2023-03-05,1.097
2023-03-06,1.09
2023-03-07,1.102
2023-03-08,1.104
2023-03-09,1.11
2023-03-10,1.127
2023-03-11,1.127
2023-03-12,1.127
2023-03-13,1.103
2023-03-14,1.074
2023-03-15,1.055
2023-03-16,1.014
2023-03-17,1.002
2023-03-18,1.002
2023-03-19,1.002
2023-03-20,1.029
2023-03-21,1.023
2023-03-22,1.029
2023-03-23,1.009
2023-03-24,0.998
2023-03-25,0.998
2023-03-26,0.998
2023-03-27,1.013
2023-03-28,1.018
2023-03-29,0.998
2023-03-30,0.986
2023-03-31,0.971
2023-04-01,0.971
2023-04-02,0.971
2023-04-03,0.975
2023-04-04,0.975
2023-04-05,0.985
2023-04-06,0.96
2023-04-07,0.96
2023-04-08,0.96
2023-04-09,0.96
2023-04-10,0.968
2023-04-11,0.99
2023-04-12,0.988
2023-04-13,0.966
2023-04-14,0.979
2023-04-15,0.979
2023-04-16,0.979
2023-04-17,0.97
2023-04-18,0.971
2023-04-19,0.971
2023-04-20,0.979
2023-04-21,0.98
2023-04-22,0.98
2023-04-23,0.98
2023-04-24,0.994
2023-04-25,1.018
2023-04-26,0.955
2023-04-27,0.929
2023-04-28,0.922
2023-04-29,0.922
2023-04-30,0.922
2023-05-01,0.926
2023-05-02,0.927
2023-05-03,0.93
2023-05-04,0.927
2023-05-05,0.911
2023-05-06,0.911
2023-05-07,0.911
2023-05-08,0.917
2023-05-09,0.922
2023-05-10,0.909
2023-05-11,0.915
2023-05-12,0.919
2023-05-13,0.919
2023-05-14,0.919
2023-05-15,0.917
2023-05-16,0.91
2023-05-17,0.902
2023-05-18,0.889
2023-05-19,0.89
2023-05-20,0.89
2023-05-21,0.89
2023-05-22,0.881
2023-05-23,0.897
2023-05-24,0.901
2023-05-25,0.868
2023-05-26,0.85
2023-05-27,0.85
2023-05-28,0.85
2023-05-29,0.85
2023-05-30,0.854
2023-05-31,0.86
2023-06-01,0.849
2023-06-02,0.842
2023-06-03,0.842
2023-06-04,0.842
2023-06-05,0.84
2023-06-06,0.846
2023-06-07,0.873
2023-06-08,0.868
2023-06-09,0.864
2023-06-10,0.864
2023-06-11,0.864
2023-06-12,0.851
2023-06-13,0.844
2023-06-14,0.837
2023-06-15,0.811
2023-06-16,0.825
2023-06-17,0.825
2023-06-18,0.825
2023-06-19,0.825
2023-06-20,0.835
2023-06-21,0.846
2023-06-22,0.831
