,GVA US Equity
2023-06-23,1.339
2023-06-24,1.339
2023-06-25,1.339
2023-06-26,1.344
2023-06-27,1.326
2023-06-28,1.324
2023-06-29,1.308
2023-06-30,1.318
2023-07-01,1.318
2023-07-02,1.318
2023-07-03,1.309
2023-07-04,1.309
2023-07-05,1.33
2023-07-06,1.349
2023-07-07,1.333
2023-07-08,1.333
2023-07-09,1.333
2023-07-10,1.303
2023-07-11,1.285
2023-07-12,1.264
2023-07-13,1.263
2023-07-14,1.291
2023-07-15,1.291
2023-07-16,1.291
2023-07-17,1.276
2023-07-18,1.247
2023-07-19,1.21
2023-07-20,1.202
2023-07-21,1.228
2023-07-22,1.228
2023-07-23,1.228
2023-07-24,1.22
2023-07-25,1.229
2023-07-26,1.206
2023-07-27,1.263
2023-07-28,1.308
2023-07-29,1.308
2023-07-30,1.308
2023-07-31,1.281
2023-08-01,1.259
2023-08-02,1.252
2023-08-03,1.248
2023-08-04,1.247
2023-08-05,1.247
2023-08-06,1.247
2023-08-07,1.243
2023-08-08,1.239
2023-08-09,1.224
2023-08-10,1.252
2023-08-11,1.241
2023-08-12,1.241
2023-08-13,1.241
2023-08-14,1.233
2023-08-15,1.237
2023-08-16,1.263
2023-08-17,1.298
2023-08-18,1.297
2023-08-19,1.297
2023-08-20,1.297
2023-08-21,1.296
2023-08-22,1.309
2023-08-23,1.292
2023-08-24,1.303
2023-08-25,1.288
2023-08-26,1.288
2023-08-27,1.288
2023-08-28,1.283
2023-08-29,1.271
2023-08-30,1.276
2023-08-31,1.27
2023-09-01,1.238
2023-09-02,1.238
2023-09-03,1.238
2023-09-04,1.238
2023-09-05,1.277
2023-09-06,1.296
2023-09-07,1.311
2023-09-08,1.32
2023-09-09,1.32
2023-09-10,1.32
2023-09-11,1.327
2023-09-12,1.339
2023-09-13,1.351
2023-09-14,1.329
2023-09-15,1.341
2023-09-16,1.341
2023-09-17,1.341
2023-09-18,1.34
2023-09-19,1.341
2023-09-20,1.351
2023-09-21,1.371
2023-09-22,1.408
2023-09-23,1.408
2023-09-24,1.408
2023-09-25,1.413
2023-09-26,1.429
2023-09-27,1.393
2023-09-28,1.37
2023-09-29,1.374
2023-09-30,1.374
2023-10-01,1.374
2023-10-02,1.396
2023-10-03,1.439
2023-10-04,1.398
2023-10-05,1.389
2023-10-06,1.369
2023-10-07,1.369
2023-10-08,1.369
2023-10-09,1.359
2023-10-10,1.352
2023-10-11,1.352
2023-10-12,1.391
2023-10-13,1.435
2023-10-14,1.435
2023-10-15,1.435
2023-10-16,1.422
2023-10-17,1.408
2023-10-18,1.451
2023-10-19,1.49
2023-10-20,1.48
2023-10-21,1.48
2023-10-22,1.48
2023-10-23,1.498
2023-10-24,1.504
2023-10-25,1.538
2023-10-26,1.532
2023-10-27,1.525
2023-10-28,1.525
2023-10-29,1.525
2023-10-30,1.523
2023-10-31,1.291
2023-11-01,1.209
2023-11-02,1.163
2023-11-03,1.138
2023-11-04,1.138
2023-11-05,1.138
2023-11-06,1.136
2023-11-07,1.156
2023-11-08,1.166
2023-11-09,1.181
2023-11-10,1.166
2023-11-11,1.166
2023-11-12,1.166
2023-11-13,1.164
2023-11-14,1.122
2023-11-15,1.129
2023-11-16,1.135
2023-11-17,1.125
2023-11-18,1.125
2023-11-19,1.125
2023-11-20,1.126
2023-11-21,1.151
2023-11-22,1.145
2023-11-23,1.145
2023-11-24,1.136
2023-11-25,1.136
2023-11-26,1.136
2023-11-27,1.136
2023-11-28,1.152
2023-11-29,1.148
2023-11-30,1.137
2023-12-01,1.115
2023-12-02,1.115
2023-12-03,1.115
2023-12-04,1.101
2023-12-05,1.111
2023-12-06,1.096
2023-12-07,1.088
2023-12-08,1.08
2023-12-09,1.08
2023-12-10,1.08
2023-12-11,1.085
2023-12-12,1.09
2023-12-13,1.069
2023-12-14,1.047
2023-12-15,1.055
2023-12-16,1.055
2023-12-17,1.055
2023-12-18,1.061
2023-12-19,1.039
2023-12-20,1.043
2023-12-21,1.023
2023-12-22,1.021
2023-12-23,1.021
2023-12-24,1.021
2023-12-25,1.021
2023-12-26,1.005
2023-12-27,1.003
2023-12-28,1.014
2023-12-29,1.025
2023-12-30,1.025
2023-12-31,1.025
2024-01-01,1.025
2024-01-02,1.035
2024-01-03,1.05
2024-01-04,1.06
2024-01-05,1.081
2024-01-06,1.081
2024-01-07,1.081
2024-01-08,1.066
2024-01-09,1.078
2024-01-10,1.086
2024-01-11,1.096
2024-01-12,1.109
2024-01-13,1.109
2024-01-14,1.109
2024-01-15,1.109
2024-01-16,1.125
2024-01-17,1.14
2024-01-18,1.144
2024-01-19,1.15
2024-01-20,1.15
2024-01-21,1.15
2024-01-22,1.135
2024-01-23,1.15
2024-01-24,1.166
2024-01-25,1.156
2024-01-26,1.159
2024-01-27,1.159
2024-01-28,1.159
2024-01-29,1.138
2024-01-30,1.133
2024-01-31,1.155
2024-02-01,1.143
2024-02-02,1.157
2024-02-03,1.157
2024-02-04,1.157
2024-02-05,1.176
2024-02-06,1.133
2024-02-07,1.112
2024-02-08,1.098
2024-02-09,1.089
2024-02-10,1.089
2024-02-11,1.089
2024-02-12,1.073
2024-02-13,1.103
2024-02-14,1.072
2024-02-15,1.05
2024-02-16,1.027
2024-02-17,1.027
2024-02-18,1.027
2024-02-19,1.027
2024-02-20,1.041
2024-02-21,1.039
2024-02-22,1.015
2024-02-23,1.053
2024-02-24,1.053
2024-02-25,1.053
2024-02-26,1.063
2024-02-27,1.042
2024-02-28,1.024
2024-02-29,1.011
2024-03-01,1.001
2024-03-02,1.001
2024-03-03,1.001
2024-03-04,1.002
2024-03-05,1.015
2024-03-06,0.99
2024-03-07,0.982
2024-03-08,0.977
2024-03-09,0.977
2024-03-10,0.977
2024-03-11,0.959
2024-03-12,0.965
2024-03-13,0.959
2024-03-14,0.957
2024-03-15,0.957
2024-03-16,0.957
2024-03-17,0.957
2024-03-18,0.963
2024-03-19,0.965
2024-03-20,0.959
2024-03-21,0.942
2024-03-22,0.947
2024-03-23,0.947
2024-03-24,0.947
2024-03-25,0.94
2024-03-26,0.918
2024-03-27,0.907
2024-03-28,0.91
2024-03-29,0.91
2024-03-30,0.91
2024-03-31,0.91
2024-04-01,0.917
2024-04-02,0.924
2024-04-03,0.923
2024-04-04,0.926
2024-04-05,0.915
2024-04-06,0.915
2024-04-07,0.915
2024-04-08,0.916
