,ROK US Equity
2020-06-17,2.575
2020-06-18,2.602
2020-06-19,2.609
2020-06-20,2.609
2020-06-21,2.609
2020-06-22,2.591
2020-06-23,2.614
2020-06-24,2.661
2020-06-25,2.62
2020-06-26,2.658
2020-06-27,2.658
2020-06-28,2.658
2020-06-29,2.614
2020-06-30,2.561
2020-07-01,2.592
2020-07-02,2.586
2020-07-03,2.586
2020-07-04,2.586
2020-07-05,2.586
2020-07-06,2.542
2020-07-07,2.67
2020-07-08,2.659
2020-07-09,2.671
2020-07-10,2.677
2020-07-11,2.677
2020-07-12,2.677
2020-07-13,2.665
2020-07-14,2.577
2020-07-15,2.542
2020-07-16,2.528
2020-07-17,2.506
2020-07-18,2.506
2020-07-19,2.506
2020-07-20,2.538
2020-07-21,2.489
2020-07-22,2.491
2020-07-23,2.498
2020-07-24,2.496
2020-07-25,2.496
2020-07-26,2.496
2020-07-27,2.465
2020-07-28,2.54
2020-07-29,2.555
2020-07-30,2.568
2020-07-31,2.588
2020-08-01,2.588
2020-08-02,2.588
2020-08-03,2.557
2020-08-04,2.561
2020-08-05,2.521
2020-08-06,2.543
2020-08-07,2.524
2020-08-08,2.524
2020-08-09,2.524
2020-08-10,2.462
2020-08-11,2.431
2020-08-12,2.391
2020-08-13,2.413
2020-08-14,2.422
2020-08-15,2.422
2020-08-16,2.422
2020-08-17,2.408
2020-08-18,2.412
2020-08-19,2.458
2020-08-20,2.397
2020-08-21,2.379
2020-08-22,2.379
2020-08-23,2.379
2020-08-24,2.356
2020-08-25,2.355
2020-08-26,2.339
2020-08-27,2.343
2020-08-28,2.331
2020-08-29,2.331
2020-08-30,2.331
2020-08-31,2.358
2020-09-01,2.324
2020-09-02,2.291
2020-09-03,2.376
2020-09-04,2.382
2020-09-05,2.382
2020-09-06,2.382
2020-09-07,2.382
2020-09-08,2.461
2020-09-09,2.421
2020-09-10,2.478
2020-09-11,2.446
2020-09-12,2.446
2020-09-13,2.446
2020-09-14,2.42
2020-09-15,2.419
2020-09-16,2.413
2020-09-17,2.447
2020-09-18,2.483
2020-09-19,2.483
2020-09-20,2.483
2020-09-21,2.6
2020-09-22,2.539
2020-09-23,2.555
2020-09-24,2.501
2020-09-25,2.521
2020-09-26,2.521
2020-09-27,2.521
2020-09-28,2.471
2020-09-29,2.458
2020-09-30,2.464
2020-10-01,2.477
2020-10-02,2.433
2020-10-03,2.433
2020-10-04,2.433
2020-10-05,2.331
2020-10-06,2.335
2020-10-07,2.3
2020-10-08,2.255
2020-10-09,2.226
2020-10-10,2.226
2020-10-11,2.226
2020-10-12,2.3
2020-10-13,2.31
2020-10-14,2.302
2020-10-15,2.27
2020-10-16,2.256
2020-10-17,2.256
2020-10-18,2.256
2020-10-19,2.298
2020-10-20,2.331
2020-10-21,2.372
2020-10-22,2.347
2020-10-23,2.311
2020-10-24,2.311
2020-10-25,2.311
2020-10-26,2.371
2020-10-27,2.371
2020-10-28,2.4
2020-10-29,2.382
2020-10-30,2.369
2020-10-31,2.369
2020-11-01,2.369
2020-11-02,2.289
2020-11-03,2.217
2020-11-04,2.315
2020-11-05,2.244
2020-11-06,2.252
2020-11-07,2.252
2020-11-08,2.252
2020-11-09,2.205
2020-11-10,2.255
2020-11-11,2.296
2020-11-12,2.365
2020-11-13,2.308
2020-11-14,2.308
2020-11-15,2.308
2020-11-16,2.294
2020-11-17,2.293
2020-11-18,2.254
2020-11-19,2.316
2020-11-20,2.339
2020-11-21,2.339
2020-11-22,2.339
2020-11-23,2.301
2020-11-24,2.256
2020-11-25,2.259
2020-11-26,2.259
2020-11-27,2.263
2020-11-28,2.263
2020-11-29,2.263
2020-11-30,2.267
2020-12-01,2.346
2020-12-02,2.348
2020-12-03,2.362
2020-12-04,2.336
2020-12-05,2.336
2020-12-06,2.336
2020-12-07,2.363
2020-12-08,2.321
2020-12-09,2.305
2020-12-10,2.347
2020-12-11,2.348
2020-12-12,2.348
2020-12-13,2.348
2020-12-14,2.384
2020-12-15,2.343
2020-12-16,2.357
2020-12-17,2.343
2020-12-18,2.336
2020-12-19,2.336
2020-12-20,2.336
2020-12-21,2.323
2020-12-22,2.339
2020-12-23,2.335
2020-12-24,2.33
2020-12-25,2.33
2020-12-26,2.33
2020-12-27,2.33
2020-12-28,2.332
2020-12-29,2.348
2020-12-30,2.325
2020-12-31,2.31
2021-01-01,2.31
2021-01-02,2.31
2021-01-03,2.31
2021-01-04,2.35
2021-01-05,2.344
2021-01-06,2.24
2021-01-07,2.232
2021-01-08,2.212
2021-01-09,2.212
2021-01-10,2.212
2021-01-11,2.206
2021-01-12,2.182
2021-01-13,2.207
2021-01-14,2.205
2021-01-15,2.266
2021-01-16,2.266
2021-01-17,2.266
2021-01-18,2.266
2021-01-19,2.219
2021-01-20,2.194
2021-01-21,2.164
2021-01-22,2.178
2021-01-23,2.178
2021-01-24,2.178
2021-01-25,2.221
2021-01-26,2.37
2021-01-27,2.347
2021-01-28,2.252
2021-01-29,2.276
2021-01-30,2.276
2021-01-31,2.276
2021-02-01,2.284
2021-02-02,2.24
2021-02-03,2.305
2021-02-04,2.345
2021-02-05,2.329
2021-02-06,2.329
2021-02-07,2.329
2021-02-08,2.288
2021-02-09,2.295
2021-02-10,2.311
2021-02-11,2.292
2021-02-12,2.261
2021-02-13,2.261
2021-02-14,2.261
2021-02-15,2.261
2021-02-16,2.256
2021-02-17,2.27
2021-02-18,2.307
2021-02-19,2.269
2021-02-20,2.269
2021-02-21,2.269
2021-02-22,2.309
2021-02-23,2.295
2021-02-24,2.28
2021-02-25,2.305
2021-02-26,2.315
2021-02-27,2.315
2021-02-28,2.315
2021-03-01,2.242
2021-03-02,2.265
2021-03-03,2.246
2021-03-04,2.289
2021-03-05,2.226
2021-03-06,2.226
2021-03-07,2.226
2021-03-08,2.184
2021-03-09,2.169
2021-03-10,2.136
2021-03-11,2.132
2021-03-12,2.124
2021-03-13,2.124
2021-03-14,2.124
2021-03-15,2.125
2021-03-16,2.18
2021-03-17,2.155
2021-03-18,2.164
2021-03-19,2.181
2021-03-20,2.181
2021-03-21,2.181
2021-03-22,2.151
2021-03-23,2.177
2021-03-24,2.14
2021-03-25,2.128
2021-03-26,2.059
2021-03-27,2.059
2021-03-28,2.059
2021-03-29,2.084
2021-03-30,2.105
2021-03-31,2.122
2021-04-01,2.138
2021-04-02,2.138
2021-04-03,2.138
2021-04-04,2.138
2021-04-05,2.104
2021-04-06,2.128
2021-04-07,2.141
2021-04-08,2.143
2021-04-09,2.115
2021-04-10,2.115
2021-04-11,2.115
2021-04-12,2.111
2021-04-13,2.136
2021-04-14,2.155
2021-04-15,2.117
2021-04-16,2.105
2021-04-17,2.105
2021-04-18,2.105
2021-04-19,2.095
2021-04-20,2.126
2021-04-21,2.089
2021-04-22,2.111
2021-04-23,2.079
2021-04-24,2.079
2021-04-25,2.079
2021-04-26,2.092
2021-04-27,2.083
2021-04-28,2.101
2021-04-29,2.089
2021-04-30,2.117
2021-05-01,2.117
2021-05-02,2.117
2021-05-03,2.142
2021-05-04,2.131
2021-05-05,2.099
2021-05-06,2.084
2021-05-07,2.067
2021-05-08,2.067
2021-05-09,2.067
2021-05-10,2.066
2021-05-11,2.085
2021-05-12,2.147
2021-05-13,2.106
2021-05-14,2.083
2021-05-15,2.083
2021-05-16,2.083
2021-05-17,2.103
2021-05-18,2.132
2021-05-19,2.156
2021-05-20,2.157
2021-05-21,2.142
2021-05-22,2.142
2021-05-23,2.142
2021-05-24,2.124
2021-05-25,2.139
2021-05-26,2.139
2021-05-27,2.118
2021-05-28,2.113
2021-05-29,2.113
2021-05-30,2.113
2021-05-31,2.113
2021-06-01,2.08
2021-06-02,2.05
2021-06-03,2.03
2021-06-04,2.022
2021-06-05,2.022
2021-06-06,2.022
2021-06-07,2.028
2021-06-08,2.023
2021-06-09,1.996
2021-06-10,1.978
2021-06-11,1.961
2021-06-12,1.961
2021-06-13,1.961
2021-06-14,1.978
2021-06-15,1.962
2021-06-16,1.968
2021-06-17,2.056
2021-06-18,2.051
2021-06-19,2.051
2021-06-20,2.051
2021-06-21,1.988
2021-06-22,1.954
2021-06-23,1.95
2021-06-24,1.952
2021-06-25,1.968
2021-06-26,1.968
2021-06-27,1.968
2021-06-28,1.985
2021-06-29,1.982
2021-06-30,1.965
2021-07-01,1.97
2021-07-02,1.971
2021-07-03,1.971
2021-07-04,1.971
2021-07-05,1.971
2021-07-06,1.979
2021-07-07,1.925
2021-07-08,1.955
2021-07-09,1.914
2021-07-10,1.914
2021-07-11,1.914
2021-07-12,1.902
2021-07-13,1.912
2021-07-14,1.909
2021-07-15,1.897
2021-07-16,1.896
2021-07-17,1.896
2021-07-18,1.896
2021-07-19,1.92
2021-07-20,1.883
2021-07-21,1.868
2021-07-22,1.873
2021-07-23,1.862
2021-07-24,1.862
2021-07-25,1.862
2021-07-26,1.871
2021-07-27,1.899
2021-07-28,1.863
2021-07-29,1.828
2021-07-30,1.813
2021-07-31,1.813
2021-08-01,1.813
2021-08-02,1.813
2021-08-03,1.791
2021-08-04,1.786
2021-08-05,1.776
2021-08-06,1.773
2021-08-07,1.773
2021-08-08,1.773
2021-08-09,1.774
2021-08-10,1.75
2021-08-11,1.761
2021-08-12,1.757
2021-08-13,1.754
2021-08-14,1.754
2021-08-15,1.754
2021-08-16,1.739
2021-08-17,1.773
2021-08-18,1.777
2021-08-19,1.766
2021-08-20,1.763
2021-08-21,1.763
2021-08-22,1.763
2021-08-23,1.765
2021-08-24,1.755
2021-08-25,1.739
2021-08-26,1.737
2021-08-27,1.727
2021-08-28,1.727
2021-08-29,1.727
2021-08-30,1.71
2021-08-31,1.706
2021-09-01,1.719
2021-09-02,1.698
2021-09-03,1.714
2021-09-04,1.714
2021-09-05,1.714
2021-09-06,1.714
2021-09-07,1.744
2021-09-08,1.742
2021-09-09,1.763
2021-09-10,1.768
2021-09-11,1.768
2021-09-12,1.768
2021-09-13,1.759
2021-09-14,1.773
2021-09-15,1.748
2021-09-16,1.752
2021-09-17,1.783
2021-09-18,1.783
2021-09-19,1.783
2021-09-20,1.836
2021-09-21,1.85
2021-09-22,1.839
2021-09-23,1.826
2021-09-24,1.835
2021-09-25,1.835
2021-09-26,1.835
2021-09-27,1.834
2021-09-28,1.872
2021-09-29,1.864
2021-09-30,1.889
2021-10-01,1.87
2021-10-02,1.87
2021-10-03,1.87
2021-10-04,1.883
2021-10-05,1.848
2021-10-06,1.871
2021-10-07,1.831
2021-10-08,1.852
2021-10-09,1.852
2021-10-10,1.852
2021-10-11,1.868
2021-10-12,1.873
2021-10-13,1.861
2021-10-14,1.799
2021-10-15,1.776
2021-10-16,1.776
2021-10-17,1.776
2021-10-18,1.772
2021-10-19,1.765
2021-10-20,1.747
2021-10-21,1.757
2021-10-22,1.764
2021-10-23,1.764
2021-10-24,1.764
2021-10-25,1.768
2021-10-26,1.768
2021-10-27,1.779
2021-10-28,1.751
2021-10-29,1.747
2021-10-30,1.747
2021-10-31,1.747
2021-11-01,1.745
2021-11-02,1.641
2021-11-03,1.54
2021-11-04,1.529
2021-11-05,1.57
2021-11-06,1.57
2021-11-07,1.57
2021-11-08,1.587
2021-11-09,1.586
2021-11-10,1.596
2021-11-11,1.615
2021-11-12,1.586
2021-11-13,1.586
2021-11-14,1.586
2021-11-15,1.583
2021-11-16,1.558
2021-11-17,1.552
2021-11-18,1.539
2021-11-19,1.524
2021-11-20,1.524
2021-11-21,1.524
2021-11-22,1.528
2021-11-23,1.534
2021-11-24,1.538
2021-11-25,1.538
2021-11-26,1.564
2021-11-27,1.564
2021-11-28,1.564
2021-11-29,1.558
2021-11-30,1.578
2021-12-01,1.598
2021-12-02,1.544
2021-12-03,1.536
2021-12-04,1.536
2021-12-05,1.536
2021-12-06,1.538
2021-12-07,1.513
2021-12-08,1.523
2021-12-09,1.531
2021-12-10,1.513
2021-12-11,1.513
2021-12-12,1.513
2021-12-13,1.511
2021-12-14,1.549
2021-12-15,1.51
2021-12-16,1.521
2021-12-17,1.552
2021-12-18,1.552
2021-12-19,1.552
2021-12-20,1.576
2021-12-21,1.562
2021-12-22,1.568
2021-12-23,1.56
2021-12-24,1.56
2021-12-25,1.56
2021-12-26,1.56
2021-12-27,1.523
2021-12-28,1.523
2021-12-29,1.52
2021-12-30,1.53
2021-12-31,1.521
2022-01-01,1.521
2022-01-02,1.521
2022-01-03,1.562
2022-01-04,1.546
2022-01-05,1.573
2022-01-06,1.583
2022-01-07,1.618
2022-01-08,1.618
2022-01-09,1.618
2022-01-10,1.605
2022-01-11,1.568
2022-01-12,1.567
2022-01-13,1.592
2022-01-14,1.616
2022-01-15,1.616
2022-01-16,1.616
2022-01-17,1.616
2022-01-18,1.654
2022-01-19,1.664
2022-01-20,1.674
2022-01-21,1.671
2022-01-22,1.671
2022-01-23,1.671
2022-01-24,1.685
2022-01-25,1.741
2022-01-26,1.762
2022-01-27,1.779
2022-01-28,1.856
2022-01-29,1.856
2022-01-30,1.856
2022-01-31,1.826
2022-02-01,1.821
2022-02-02,1.794
2022-02-03,1.855
2022-02-04,1.882
2022-02-05,1.882
2022-02-06,1.882
2022-02-07,1.884
2022-02-08,1.879
2022-02-09,1.844
2022-02-10,1.904
2022-02-11,1.96
2022-02-12,1.96
2022-02-13,1.96
2022-02-14,1.96
2022-02-15,1.932
2022-02-16,1.927
2022-02-17,1.974
2022-02-18,1.988
2022-02-19,1.988
2022-02-20,1.988
2022-02-21,1.988
2022-02-22,1.993
2022-02-23,2.045
2022-02-24,1.977
2022-02-25,1.953
2022-02-26,1.953
2022-02-27,1.953
2022-02-28,1.973
2022-03-01,2.007
2022-03-02,1.957
2022-03-03,1.945
2022-03-04,1.955
2022-03-05,1.955
2022-03-06,1.955
2022-03-07,1.988
2022-03-08,1.924
2022-03-09,1.941
2022-03-10,2.004
2022-03-11,2.047
2022-03-12,2.047
2022-03-13,2.047
2022-03-14,2.052
2022-03-15,2.015
2022-03-16,1.959
2022-03-17,1.941
2022-03-18,1.904
2022-03-19,1.904
2022-03-20,1.904
2022-03-21,1.925
2022-03-22,1.916
2022-03-23,1.942
2022-03-24,1.91
2022-03-25,1.882
2022-03-26,1.882
2022-03-27,1.882
2022-03-28,1.869
2022-03-29,1.838
2022-03-30,1.866
2022-03-31,1.87
2022-04-01,1.841
2022-04-02,1.841
2022-04-03,1.841
2022-04-04,1.863
2022-04-05,1.892
2022-04-06,1.94
2022-04-07,1.948
2022-04-08,1.96
2022-04-09,1.96
2022-04-10,1.96
2022-04-11,1.984
2022-04-12,2.008
2022-04-13,1.971
2022-04-14,2.012
2022-04-15,2.012
2022-04-16,2.012
2022-04-17,2.012
2022-04-18,2.013
2022-04-19,1.943
2022-04-20,1.932
2022-04-21,1.937
2022-04-22,2.021
2022-04-23,2.021
2022-04-24,2.021
2022-04-25,2.015
2022-04-26,2.087
2022-04-27,2.05
2022-04-28,1.999
2022-04-29,2.084
2022-04-30,2.084
2022-05-01,2.084
2022-05-02,2.105
2022-05-03,2.46
2022-05-04,2.362
2022-05-05,2.449
2022-05-06,2.448
2022-05-07,2.448
2022-05-08,2.448
2022-05-09,2.584
2022-05-10,2.564
2022-05-11,2.643
2022-05-12,2.58
2022-05-13,2.566
2022-05-14,2.566
2022-05-15,2.566
2022-05-16,2.584
2022-05-17,2.561
2022-05-18,2.677
2022-05-19,2.632
2022-05-20,2.619
2022-05-21,2.619
2022-05-22,2.619
2022-05-23,2.578
2022-05-24,2.636
2022-05-25,2.607
2022-05-26,2.531
2022-05-27,2.456
2022-05-28,2.456
2022-05-29,2.456
2022-05-30,2.456
2022-05-31,2.431
2022-06-01,2.388
2022-06-02,2.354
2022-06-03,2.375
2022-06-04,2.375
2022-06-05,2.375
2022-06-06,2.412
2022-06-07,2.385
2022-06-08,2.412
2022-06-09,2.43
2022-06-10,2.504
2022-06-11,2.504
2022-06-12,2.504
2022-06-13,2.593
2022-06-14,2.608
2022-06-15,2.541
2022-06-16,2.639
2022-06-17,2.735
2022-06-18,2.735
2022-06-19,2.735
2022-06-20,2.735
2022-06-21,2.702
2022-06-22,2.671
2022-06-23,2.65
2022-06-24,2.599
2022-06-25,2.599
2022-06-26,2.599
2022-06-27,2.596
2022-06-28,2.644
2022-06-29,2.651
2022-06-30,2.622
2022-07-01,2.63
2022-07-02,2.63
2022-07-03,2.63
2022-07-04,2.63
2022-07-05,2.618
2022-07-06,2.606
2022-07-07,2.575
2022-07-08,2.611
2022-07-09,2.611
2022-07-10,2.611
2022-07-11,2.602
2022-07-12,2.619
2022-07-13,2.626
2022-07-14,2.603
2022-07-15,2.519
2022-07-16,2.519
2022-07-17,2.519
2022-07-18,2.54
2022-07-19,2.402
2022-07-20,2.408
2022-07-21,2.358
2022-07-22,2.346
2022-07-23,2.346
2022-07-24,2.346
2022-07-25,2.363
2022-07-26,2.369
2022-07-27,2.158
2022-07-28,2.102
2022-07-29,2.036
2022-07-30,2.036
2022-07-31,2.036
2022-08-01,2.057
2022-08-02,2.093
2022-08-03,2.07
2022-08-04,2.046
2022-08-05,2.06
2022-08-06,2.06
2022-08-07,2.06
2022-08-08,2.072
2022-08-09,2.118
2022-08-10,2.047
2022-08-11,2.034
2022-08-12,1.987
2022-08-13,1.987
2022-08-14,1.987
2022-08-15,1.979
2022-08-16,1.95
2022-08-17,1.977
2022-08-18,1.973
2022-08-19,2.01
2022-08-20,2.01
2022-08-21,2.01
2022-08-22,2.074
2022-08-23,2.078
2022-08-24,2.08
2022-08-25,2.049
2022-08-26,2.135
2022-08-27,2.135
2022-08-28,2.135
2022-08-29,2.126
2022-08-30,2.138
2022-08-31,2.135
2022-09-01,2.092
2022-09-02,2.125
2022-09-03,2.125
2022-09-04,2.125
2022-09-05,2.125
2022-09-06,2.123
2022-09-07,2.075
2022-09-08,2.059
2022-09-09,1.975
2022-09-10,1.975
2022-09-11,1.975
2022-09-12,1.962
2022-09-13,2.037
2022-09-14,2.009
2022-09-15,2.057
2022-09-16,2.12
2022-09-17,2.12
2022-09-18,2.12
2022-09-19,2.082
2022-09-20,2.135
2022-09-21,2.183
2022-09-22,2.241
2022-09-23,2.295
2022-09-24,2.295
2022-09-25,2.295
2022-09-26,2.341
2022-09-27,2.377
2022-09-28,2.32
2022-09-29,2.337
2022-09-30,2.343
2022-10-01,2.343
2022-10-02,2.343
2022-10-03,2.234
2022-10-04,2.174
2022-10-05,2.147
2022-10-06,2.162
2022-10-07,2.232
2022-10-08,2.232
2022-10-09,2.232
2022-10-10,2.233
2022-10-11,2.227
2022-10-12,2.242
2022-10-13,2.178
2022-10-14,2.257
2022-10-15,2.257
2022-10-16,2.257
2022-10-17,2.19
2022-10-18,2.134
2022-10-19,2.16
2022-10-20,2.243
2022-10-21,2.179
2022-10-22,2.179
2022-10-23,2.179
2022-10-24,2.147
2022-10-25,2.091
2022-10-26,2.097
2022-10-27,2.048
2022-10-28,1.965
2022-10-29,1.965
2022-10-30,1.965
2022-10-31,1.979
2022-11-01,1.976
2022-11-02,2.167
2022-11-03,2.125
2022-11-04,2.072
2022-11-05,2.072
2022-11-06,2.072
2022-11-07,2.043
2022-11-08,2.016
2022-11-09,2.033
2022-11-10,1.931
2022-11-11,1.862
2022-11-12,1.862
2022-11-13,1.862
2022-11-14,1.905
2022-11-15,1.89
2022-11-16,1.928
2022-11-17,1.97
2022-11-18,1.925
2022-11-19,1.925
2022-11-20,1.925
2022-11-21,1.933
2022-11-22,1.908
2022-11-23,1.911
2022-11-24,1.911
2022-11-25,1.924
2022-11-26,1.924
2022-11-27,1.924
2022-11-28,1.954
2022-11-29,1.962
2022-11-30,1.928
2022-12-01,1.91
2022-12-02,1.919
2022-12-03,1.919
2022-12-04,1.919
2022-12-05,1.94
2022-12-06,1.984
2022-12-07,2.003
2022-12-08,1.984
2022-12-09,1.964
2022-12-10,1.964
2022-12-11,1.964
2022-12-12,1.929
2022-12-13,1.878
2022-12-14,1.896
2022-12-15,1.984
2022-12-16,2.016
2022-12-17,2.016
2022-12-18,2.016
2022-12-19,2.036
2022-12-20,2.006
2022-12-21,1.967
2022-12-22,1.993
2022-12-23,1.987
2022-12-24,1.987
2022-12-25,1.987
2022-12-26,1.987
2022-12-27,1.981
2022-12-28,1.999
2022-12-29,1.965
2022-12-30,1.981
2022-12-31,1.981
2023-01-01,1.981
2023-01-02,1.981
2023-01-03,1.952
2023-01-04,1.958
2023-01-05,1.973
2023-01-06,1.907
2023-01-07,1.907
2023-01-08,1.907
2023-01-09,1.9
2023-01-10,1.884
2023-01-11,1.827
2023-01-12,1.819
2023-01-13,1.794
2023-01-14,1.794
2023-01-15,1.794
2023-01-16,1.794
2023-01-17,1.814
2023-01-18,1.865
2023-01-19,1.927
2023-01-20,1.895
2023-01-21,1.895
2023-01-22,1.895
2023-01-23,1.856
2023-01-24,1.84
2023-01-25,1.84
2023-01-26,1.806
2023-01-27,1.782
2023-01-28,1.782
2023-01-29,1.782
2023-01-30,1.834
2023-01-31,1.811
2023-02-01,1.806
2023-02-02,1.76
2023-02-03,1.767
2023-02-04,1.767
2023-02-05,1.767
2023-02-06,1.781
2023-02-07,1.771
2023-02-08,1.793
2023-02-09,1.779
2023-02-10,1.795
2023-02-11,1.795
2023-02-12,1.795
2023-02-13,1.742
2023-02-14,1.746
2023-02-15,1.717
2023-02-16,1.73
2023-02-17,1.712
2023-02-18,1.712
2023-02-19,1.712
2023-02-20,1.712
2023-02-21,1.765
2023-02-22,1.764
2023-02-23,1.746
2023-02-24,1.755
2023-02-25,1.755
2023-02-26,1.755
2023-02-27,1.731
2023-02-28,1.728
2023-03-01,1.742
2023-03-02,1.719
2023-03-03,1.685
2023-03-04,1.685
2023-03-05,1.685
2023-03-06,1.668
2023-03-07,1.703
2023-03-08,1.686
2023-03-09,1.705
2023-03-10,1.763
2023-03-11,1.763
2023-03-12,1.763
2023-03-13,1.782
2023-03-14,1.732
2023-03-15,1.842
2023-03-16,1.807
2023-03-17,1.869
2023-03-18,1.869
2023-03-19,1.869
2023-03-20,1.831
2023-03-21,1.8
2023-03-22,1.836
2023-03-23,1.831
2023-03-24,1.836
2023-03-25,1.836
2023-03-26,1.836
2023-03-27,1.831
2023-03-28,1.828
2023-03-29,1.791
2023-03-30,1.773
2023-03-31,1.737
2023-04-01,1.737
2023-04-02,1.737
2023-04-03,1.75
2023-04-04,1.829
2023-04-05,1.866
2023-04-06,1.873
2023-04-07,1.873
2023-04-08,1.873
2023-04-09,1.873
2023-04-10,1.852
2023-04-11,1.83
2023-04-12,1.813
2023-04-13,1.833
2023-04-14,1.838
2023-04-15,1.838
2023-04-16,1.838
2023-04-17,1.835
2023-04-18,1.841
2023-04-19,1.858
2023-04-20,1.861
2023-04-21,1.85
2023-04-22,1.85
2023-04-23,1.85
2023-04-24,1.846
2023-04-25,1.854
2023-04-26,1.883
2023-04-27,1.786
2023-04-28,1.789
2023-04-29,1.789
2023-04-30,1.789
2023-05-01,1.794
2023-05-02,1.817
2023-05-03,1.82
2023-05-04,1.816
2023-05-05,1.789
2023-05-06,1.789
2023-05-07,1.789
2023-05-08,1.804
2023-05-09,1.825
2023-05-10,1.877
2023-05-11,1.874
2023-05-12,1.857
2023-05-13,1.857
2023-05-14,1.857
2023-05-15,1.841
2023-05-16,1.855
2023-05-17,1.824
2023-05-18,1.801
2023-05-19,1.799
2023-05-20,1.799
2023-05-21,1.799
2023-05-22,1.792
2023-05-23,1.818
2023-05-24,1.873
2023-05-25,1.851
2023-05-26,1.768
2023-05-27,1.768
2023-05-28,1.768
2023-05-29,1.768
2023-05-30,1.765
2023-05-31,1.817
2023-06-01,1.805
2023-06-02,1.729
2023-06-03,1.729
2023-06-04,1.729
2023-06-05,1.735
2023-06-06,1.734
2023-06-07,1.692
2023-06-08,1.676
2023-06-09,1.662
2023-06-10,1.662
2023-06-11,1.662
2023-06-12,1.639
2023-06-13,1.61
2023-06-14,1.622
2023-06-15,1.59
2023-06-16,1.608
2023-06-17,1.608
2023-06-18,1.608
2023-06-19,1.608
2023-06-20,1.61
2023-06-21,1.583
2023-06-22,1.612
