,WEC US Equity
2023-06-28,3.886
2023-06-29,3.894
2023-06-30,3.85
2023-07-01,3.85
2023-07-02,3.85
2023-07-03,3.804
2023-07-04,3.804
2023-07-05,3.761
2023-07-06,3.776
2023-07-07,3.818
2023-07-08,3.818
2023-07-09,3.818
2023-07-10,3.839
2023-07-11,3.797
2023-07-12,3.742
2023-07-13,3.712
2023-07-14,3.717
2023-07-15,3.717
2023-07-16,3.717
2023-07-17,3.795
2023-07-18,3.831
2023-07-19,3.791
2023-07-20,3.721
2023-07-21,3.676
2023-07-22,3.676
2023-07-23,3.676
2023-07-24,3.682
2023-07-25,3.689
2023-07-26,3.669
2023-07-27,3.749
2023-07-28,3.77
2023-07-29,3.77
2023-07-30,3.77
2023-07-31,3.779
2023-08-01,3.789
2023-08-02,3.793
2023-08-03,3.847
2023-08-04,3.891
2023-08-05,3.891
2023-08-06,3.891
2023-08-07,3.881
2023-08-08,3.872
2023-08-09,3.89
2023-08-10,3.899
2023-08-11,3.878
2023-08-12,3.878
2023-08-13,3.878
2023-08-14,3.905
2023-08-15,3.995
2023-08-16,3.961
2023-08-17,3.96
2023-08-18,3.913
2023-08-19,3.913
2023-08-20,3.913
2023-08-21,3.955
2023-08-22,3.962
2023-08-23,3.976
2023-08-24,3.984
2023-08-25,3.96
2023-08-26,3.96
2023-08-27,3.96
2023-08-28,3.953
2023-08-29,3.946
2023-08-30,3.954
2023-08-31,4.007
2023-09-01,4.088
2023-09-02,4.088
2023-09-03,4.088
2023-09-04,4.088
2023-09-05,4.143
2023-09-06,4.14
2023-09-07,4.063
2023-09-08,4.013
2023-09-09,4.013
2023-09-10,4.013
2023-09-11,4.02
2023-09-12,4.024
2023-09-13,3.964
2023-09-14,3.914
2023-09-15,3.939
2023-09-16,3.939
2023-09-17,3.939
2023-09-18,3.92
2023-09-19,3.919
2023-09-20,3.898
2023-09-21,3.937
2023-09-22,3.977
2023-09-23,3.977
2023-09-24,3.977
2023-09-25,4.01
2023-09-26,4.162
2023-09-27,4.217
2023-09-28,4.254
2023-09-29,4.218
2023-09-30,4.218
2023-10-01,4.218
2023-10-02,4.411
2023-10-03,4.343
2023-10-04,4.289
2023-10-05,4.285
2023-10-06,4.214
2023-10-07,4.214
2023-10-08,4.214
2023-10-09,4.158
2023-10-10,4.132
2023-10-11,4.096
2023-10-12,4.179
2023-10-13,4.118
2023-10-14,4.118
2023-10-15,4.118
2023-10-16,4.063
2023-10-17,4.067
2023-10-18,4.087
2023-10-19,4.115
2023-10-20,4.178
2023-10-21,4.178
2023-10-22,4.178
2023-10-23,4.213
2023-10-24,4.159
2023-10-25,4.121
2023-10-26,4.081
2023-10-27,4.151
2023-10-28,4.151
2023-10-29,4.151
2023-10-30,4.158
2023-10-31,4.17
2023-11-01,4.111
2023-11-02,4.045
2023-11-03,4.043
2023-11-04,4.043
2023-11-05,4.043
2023-11-06,4.101
2023-11-07,4.136
2023-11-08,4.19
2023-11-09,4.262
2023-11-10,4.226
2023-11-11,4.226
2023-11-12,4.226
2023-11-13,4.234
2023-11-14,4.123
2023-11-15,4.127
2023-11-16,4.08
2023-11-17,4.112
2023-11-18,4.112
2023-11-19,4.112
2023-11-20,4.133
2023-11-21,4.153
2023-11-22,4.125
2023-11-23,4.125
2023-11-24,4.119
2023-11-25,4.119
2023-11-26,4.119
2023-11-27,4.088
2023-11-28,4.041
2023-11-29,4.051
2023-11-30,4.024
2023-12-01,3.96
2023-12-02,3.96
2023-12-03,3.96
2023-12-04,3.959
2023-12-05,4.024
2023-12-06,3.968
2023-12-07,3.963
2023-12-08,4.007
2023-12-09,4.007
2023-12-10,4.007
2023-12-11,4.001
2023-12-12,4.057
2023-12-13,3.872
2023-12-14,3.979
2023-12-15,4.083
2023-12-16,4.083
2023-12-17,4.083
2023-12-18,4.087
2023-12-19,4.045
2023-12-20,4.118
2023-12-21,4.09
2023-12-22,4.061
2023-12-23,4.061
2023-12-24,4.061
2023-12-25,4.061
2023-12-26,4.027
2023-12-27,4.036
2023-12-28,4.007
2023-12-29,4.001
2023-12-30,4.001
2023-12-31,4.001
2024-01-01,4.001
2024-01-02,3.902
2024-01-03,3.889
2024-01-04,3.92
2024-01-05,3.905
2024-01-06,3.905
2024-01-07,3.905
2024-01-08,3.936
2024-01-09,3.947
2024-01-10,3.935
2024-01-11,4.101
2024-01-12,4.068
2024-01-13,4.068
2024-01-14,4.068
2024-01-15,4.068
2024-01-16,4.079
2024-01-17,4.142
2024-01-18,4.189
2024-01-19,4.208
2024-01-20,4.208
2024-01-21,4.208
2024-01-22,4.23
2024-01-23,4.215
2024-01-24,4.266
2024-01-25,4.216
2024-01-26,4.223
2024-01-27,4.223
2024-01-28,4.223
2024-01-29,4.193
2024-01-30,4.176
2024-01-31,4.176
2024-02-01,4.122
2024-02-02,4.221
2024-02-03,4.221
2024-02-04,4.221
2024-02-05,4.32
2024-02-06,4.303
2024-02-07,4.313
2024-02-08,4.355
2024-02-09,4.347
2024-02-10,4.347
2024-02-11,4.347
2024-02-12,4.301
2024-02-13,4.362
2024-02-14,4.351
2024-02-15,4.276
2024-02-16,4.272
2024-02-17,4.272
2024-02-18,4.272
2024-02-19,4.272
2024-02-20,4.276
2024-02-21,4.206
2024-02-22,4.262
2024-02-23,4.229
2024-02-24,4.229
2024-02-25,4.229
2024-02-26,4.357
2024-02-27,4.305
2024-02-28,4.32
2024-02-29,4.249
2024-03-01,4.254
2024-03-02,4.254
2024-03-03,4.254
2024-03-04,4.183
2024-03-05,4.183
2024-03-06,4.106
2024-03-07,4.09
2024-03-08,4.083
2024-03-09,4.083
2024-03-10,4.083
2024-03-11,4.062
2024-03-12,4.111
2024-03-13,4.123
2024-03-14,4.142
2024-03-15,4.121
2024-03-16,4.121
2024-03-17,4.121
2024-03-18,4.109
2024-03-19,4.11
2024-03-20,4.132
2024-03-21,4.159
2024-03-22,4.161
2024-03-23,4.161
2024-03-24,4.161
2024-03-25,4.166
2024-03-26,4.233
2024-03-27,4.101
2024-03-28,4.054
2024-03-29,4.054
2024-03-30,4.054
2024-03-31,4.054
2024-04-01,4.082
2024-04-02,4.065
2024-04-03,4.099
2024-04-04,4.108
2024-04-05,4.144
2024-04-06,4.144
2024-04-07,4.144
2024-04-08,4.091
