,AEP US Equity
2020-08-15,4.867
2020-08-16,4.867
2020-08-17,4.97
2020-08-18,4.95
2020-08-19,4.989
2020-08-20,5.084
2020-08-21,5.105
2020-08-22,5.105
2020-08-23,5.105
2020-08-24,4.997
2020-08-25,5.061
2020-08-26,5.135
2020-08-27,5.151
2020-08-28,5.152
2020-08-29,5.152
2020-08-30,5.152
2020-08-31,5.121
2020-09-01,5.187
2020-09-02,5.027
2020-09-03,5.074
2020-09-04,5.107
2020-09-05,5.107
2020-09-06,5.107
2020-09-07,5.107
2020-09-08,5.111
2020-09-09,5.052
2020-09-10,5.141
2020-09-11,5.1
2020-09-12,5.1
2020-09-13,5.1
2020-09-14,5.025
2020-09-15,5.046
2020-09-16,5.017
2020-09-17,5.044
2020-09-18,5.124
2020-09-19,5.124
2020-09-20,5.124
2020-09-21,5.087
2020-09-22,5.056
2020-09-23,5.098
2020-09-24,5.015
2020-09-25,5.005
2020-09-26,5.005
2020-09-27,5.005
2020-09-28,5.005
2020-09-29,4.986
2020-09-30,4.939
2020-10-01,4.86
2020-10-02,4.733
2020-10-03,4.733
2020-10-04,4.733
2020-10-05,4.637
2020-10-06,4.565
2020-10-07,4.556
2020-10-08,4.517
2020-10-09,4.494
2020-10-10,4.494
2020-10-11,4.494
2020-10-12,4.462
2020-10-13,4.524
2020-10-14,4.519
2020-10-15,4.508
2020-10-16,4.411
2020-10-17,4.411
2020-10-18,4.411
2020-10-19,4.423
2020-10-20,4.452
2020-10-21,4.466
2020-10-22,4.372
2020-10-23,4.387
2020-10-24,4.387
2020-10-25,4.387
2020-10-26,4.307
2020-10-27,4.357
2020-10-28,4.463
2020-10-29,4.452
2020-10-30,4.483
2020-10-31,4.483
2020-11-01,4.483
2020-11-02,4.419
2020-11-03,4.435
2020-11-04,4.472
2020-11-05,4.444
2020-11-06,4.434
2020-11-07,4.434
2020-11-08,4.434
2020-11-09,4.43
2020-11-10,4.404
2020-11-11,4.387
2020-11-12,4.461
2020-11-13,4.449
2020-11-14,4.449
2020-11-15,4.449
2020-11-16,4.482
2020-11-17,4.61
2020-11-18,4.753
2020-11-19,4.849
2020-11-20,4.847
2020-11-21,4.847
2020-11-22,4.847
2020-11-23,4.794
2020-11-24,4.714
2020-11-25,4.684
2020-11-26,4.684
2020-11-27,4.708
2020-11-28,4.708
2020-11-29,4.708
2020-11-30,4.71
2020-12-01,4.692
2020-12-02,4.656
2020-12-03,4.718
2020-12-04,4.795
2020-12-05,4.795
2020-12-06,4.795
2020-12-07,4.769
2020-12-08,4.789
2020-12-09,4.783
2020-12-10,4.848
2020-12-11,4.831
2020-12-12,4.831
2020-12-13,4.831
2020-12-14,4.864
2020-12-15,4.744
2020-12-16,4.827
2020-12-17,4.768
2020-12-18,4.801
2020-12-19,4.801
2020-12-20,4.801
2020-12-21,4.869
2020-12-22,4.912
2020-12-23,4.954
2020-12-24,4.911
2020-12-25,4.911
2020-12-26,4.911
2020-12-27,4.911
2020-12-28,4.919
2020-12-29,4.925
2020-12-30,4.905
2020-12-31,4.802
2021-01-01,4.802
2021-01-02,4.802
2021-01-03,4.802
2021-01-04,4.904
2021-01-05,4.91
2021-01-06,4.871
2021-01-07,5.005
2021-01-08,5.01
2021-01-09,5.01
2021-01-10,5.01
2021-01-11,5.036
2021-01-12,5.096
2021-01-13,5.076
2021-01-14,5.019
2021-01-15,4.917
2021-01-16,4.917
2021-01-17,4.917
2021-01-18,4.917
2021-01-19,4.902
2021-01-20,4.9
2021-01-21,4.887
2021-01-22,4.82
2021-01-23,4.82
2021-01-24,4.82
2021-01-25,4.791
2021-01-26,4.836
2021-01-27,4.919
2021-01-28,4.911
2021-01-29,4.89
2021-01-30,4.89
2021-01-31,4.89
2021-02-01,4.874
2021-02-02,4.819
2021-02-03,4.868
2021-02-04,4.813
2021-02-05,4.814
2021-02-06,4.814
2021-02-07,4.814
2021-02-08,4.886
2021-02-09,4.91
2021-02-10,4.9
2021-02-11,4.966
2021-02-12,4.987
2021-02-13,4.987
2021-02-14,4.987
2021-02-15,4.987
2021-02-16,5.014
2021-02-17,4.995
2021-02-18,4.871
2021-02-19,4.958
2021-02-20,4.958
2021-02-21,4.958
2021-02-22,5.107
2021-02-23,5.02
2021-02-24,5.085
2021-02-25,5.138
2021-02-26,5.244
2021-02-27,5.244
2021-02-28,5.244
2021-03-01,5.117
2021-03-02,5.134
2021-03-03,5.122
2021-03-04,5.061
2021-03-05,4.955
2021-03-06,4.955
2021-03-07,4.955
2021-03-08,4.857
2021-03-09,4.85
2021-03-10,4.814
2021-03-11,4.887
2021-03-12,4.824
2021-03-13,4.824
2021-03-14,4.824
2021-03-15,4.751
2021-03-16,4.682
2021-03-17,4.76
2021-03-18,4.733
2021-03-19,4.672
2021-03-20,4.672
2021-03-21,4.672
2021-03-22,4.675
2021-03-23,4.619
2021-03-24,4.6
2021-03-25,4.614
2021-03-26,4.6
2021-03-27,4.6
2021-03-28,4.6
2021-03-29,4.554
2021-03-30,4.614
2021-03-31,4.615
2021-04-01,4.57
2021-04-02,4.57
2021-04-03,4.57
2021-04-04,4.57
2021-04-05,4.53
2021-04-06,4.505
2021-04-07,4.51
2021-04-08,4.542
2021-04-09,4.552
2021-04-10,4.552
2021-04-11,4.552
2021-04-12,4.546
2021-04-13,4.508
2021-04-14,4.49
2021-04-15,4.452
2021-04-16,4.415
2021-04-17,4.415
2021-04-18,4.415
2021-04-19,4.41
2021-04-20,4.337
2021-04-21,4.369
2021-04-22,4.439
2021-04-23,4.442
2021-04-24,4.442
2021-04-25,4.442
2021-04-26,4.447
2021-04-27,4.468
2021-04-28,4.492
2021-04-29,4.423
2021-04-30,4.392
2021-05-01,4.392
2021-05-02,4.392
2021-05-03,4.393
2021-05-04,4.408
2021-05-05,4.454
2021-05-06,4.421
2021-05-07,4.431
2021-05-08,4.431
2021-05-09,4.431
2021-05-10,4.412
2021-05-11,4.471
2021-05-12,4.546
2021-05-13,4.465
2021-05-14,4.453
2021-05-15,4.453
2021-05-16,4.453
2021-05-17,4.521
2021-05-18,4.505
2021-05-19,4.496
2021-05-20,4.479
2021-05-21,4.458
2021-05-22,4.458
2021-05-23,4.458
2021-05-24,4.462
2021-05-25,4.496
2021-05-26,4.505
2021-05-27,4.516
2021-05-28,4.492
2021-05-29,4.492
2021-05-30,4.492
2021-05-31,4.492
2021-06-01,4.54
2021-06-02,4.51
2021-06-03,4.494
2021-06-04,4.49
2021-06-05,4.49
2021-06-06,4.49
2021-06-07,4.509
2021-06-08,4.656
2021-06-09,4.575
2021-06-10,4.559
2021-06-11,4.558
2021-06-12,4.558
2021-06-13,4.558
2021-06-14,4.538
2021-06-15,4.532
2021-06-16,4.577
2021-06-17,4.578
2021-06-18,4.691
2021-06-19,4.691
2021-06-20,4.691
2021-06-21,4.644
2021-06-22,4.64
2021-06-23,4.674
2021-06-24,4.663
2021-06-25,4.557
2021-06-26,4.557
2021-06-27,4.557
2021-06-28,4.55
2021-06-29,4.603
2021-06-30,4.567
2021-07-01,4.531
2021-07-02,4.481
2021-07-03,4.481
2021-07-04,4.481
2021-07-05,4.481
2021-07-06,4.479
2021-07-07,4.459
2021-07-08,4.475
2021-07-09,4.471
2021-07-10,4.471
2021-07-11,4.471
2021-07-12,4.47
2021-07-13,4.479
2021-07-14,4.43
2021-07-15,4.379
2021-07-16,4.364
2021-07-17,4.364
2021-07-18,4.364
2021-07-19,4.451
2021-07-20,4.453
2021-07-21,4.506
2021-07-22,4.498
2021-07-23,4.44
2021-07-24,4.44
2021-07-25,4.44
2021-07-26,4.354
2021-07-27,4.271
2021-07-28,4.29
2021-07-29,4.283
2021-07-30,4.332
2021-07-31,4.332
2021-08-01,4.332
2021-08-02,4.322
2021-08-03,4.285
2021-08-04,4.298
2021-08-05,4.258
2021-08-06,4.273
2021-08-07,4.273
2021-08-08,4.273
2021-08-09,4.266
2021-08-10,4.266
2021-08-11,4.246
2021-08-12,4.256
2021-08-13,4.221
2021-08-14,4.221
2021-08-15,4.221
2021-08-16,4.193
2021-08-17,4.182
2021-08-18,4.219
2021-08-19,4.188
2021-08-20,4.171
2021-08-21,4.171
2021-08-22,4.171
2021-08-23,4.216
2021-08-24,4.258
2021-08-25,4.253
2021-08-26,4.257
2021-08-27,4.255
2021-08-28,4.255
2021-08-29,4.255
2021-08-30,4.239
2021-08-31,4.242
2021-09-01,4.198
2021-09-02,4.178
2021-09-03,4.202
2021-09-04,4.202
2021-09-05,4.202
2021-09-06,4.202
2021-09-07,4.273
2021-09-08,4.19
2021-09-09,4.203
2021-09-10,4.277
2021-09-11,4.277
2021-09-12,4.277
2021-09-13,4.302
2021-09-14,4.326
2021-09-15,4.351
2021-09-16,4.419
2021-09-17,4.518
2021-09-18,4.518
2021-09-19,4.518
2021-09-20,4.561
2021-09-21,4.578
2021-09-22,4.593
2021-09-23,4.616
2021-09-24,4.643
2021-09-25,4.643
2021-09-26,4.643
2021-09-27,4.682
2021-09-28,4.687
2021-09-29,4.636
2021-09-30,4.692
2021-10-01,4.681
2021-10-02,4.681
2021-10-03,4.681
2021-10-04,4.587
2021-10-05,4.588
2021-10-06,4.505
2021-10-07,4.527
2021-10-08,4.558
2021-10-09,4.558
2021-10-10,4.558
2021-10-11,4.617
2021-10-12,4.614
2021-10-13,4.564
2021-10-14,4.52
2021-10-15,4.56
2021-10-16,4.56
2021-10-17,4.56
2021-10-18,4.587
2021-10-19,4.543
2021-10-20,4.483
2021-10-21,4.467
2021-10-22,4.447
2021-10-23,4.447
2021-10-24,4.447
2021-10-25,4.495
2021-10-26,4.5
2021-10-27,4.507
2021-10-28,4.493
2021-10-29,4.493
2021-10-30,4.493
2021-10-31,4.493
2021-11-01,4.471
2021-11-02,4.462
2021-11-03,4.481
2021-11-04,4.537
2021-11-05,4.475
2021-11-06,4.475
2021-11-07,4.475
2021-11-08,4.536
2021-11-09,4.541
2021-11-10,4.492
2021-11-11,4.577
2021-11-12,4.61
2021-11-13,4.61
2021-11-14,4.61
2021-11-15,4.563
2021-11-16,4.58
2021-11-17,4.543
2021-11-18,4.599
2021-11-19,4.568
2021-11-20,4.568
2021-11-21,4.568
2021-11-22,4.518
2021-11-23,4.517
2021-11-24,4.544
2021-11-25,4.544
2021-11-26,4.614
2021-11-27,4.614
2021-11-28,4.614
2021-11-29,4.583
2021-11-30,4.711
2021-12-01,4.756
2021-12-02,4.696
2021-12-03,4.637
2021-12-04,4.637
2021-12-05,4.637
2021-12-06,4.574
2021-12-07,4.551
2021-12-08,4.545
2021-12-09,4.572
2021-12-10,4.546
2021-12-11,4.546
2021-12-12,4.546
2021-12-13,4.493
2021-12-14,4.485
2021-12-15,4.377
2021-12-16,4.339
2021-12-17,4.412
2021-12-18,4.412
2021-12-19,4.412
2021-12-20,4.377
2021-12-21,4.402
2021-12-22,4.408
2021-12-23,4.413
2021-12-24,4.413
2021-12-25,4.413
2021-12-26,4.413
2021-12-27,4.385
2021-12-28,4.329
2021-12-29,4.311
2021-12-30,4.305
2021-12-31,4.292
2022-01-01,4.292
2022-01-02,4.292
2022-01-03,4.309
2022-01-04,4.307
2022-01-05,4.268
2022-01-06,4.282
2022-01-07,4.205
2022-01-08,4.205
2022-01-09,4.205
2022-01-10,4.218
2022-01-11,4.252
2022-01-12,4.224
2022-01-13,4.198
2022-01-14,4.192
2022-01-15,4.192
2022-01-16,4.192
2022-01-17,4.192
2022-01-18,4.223
2022-01-19,4.224
2022-01-20,4.242
2022-01-21,4.239
2022-01-22,4.239
2022-01-23,4.239
2022-01-24,4.276
2022-01-25,4.284
2022-01-26,4.29
2022-01-27,4.263
2022-01-28,4.228
2022-01-29,4.228
2022-01-30,4.228
2022-01-31,4.215
2022-02-01,4.313
2022-02-02,4.24
2022-02-03,4.225
2022-02-04,4.274
2022-02-05,4.274
2022-02-06,4.274
2022-02-07,4.243
2022-02-08,4.225
2022-02-09,4.227
2022-02-10,4.323
2022-02-11,4.31
2022-02-12,4.31
2022-02-13,4.31
2022-02-14,4.384
2022-02-15,4.422
2022-02-16,4.423
2022-02-17,4.419
2022-02-18,4.408
2022-02-19,4.408
2022-02-20,4.408
2022-02-21,4.408
2022-02-22,4.393
2022-02-23,4.463
2022-02-24,4.364
2022-02-25,4.256
2022-02-26,4.256
2022-02-27,4.256
2022-02-28,4.2
2022-03-01,4.22
2022-03-02,4.173
2022-03-03,4.051
2022-03-04,3.952
2022-03-05,3.952
2022-03-06,3.952
2022-03-07,3.914
2022-03-08,4.001
2022-03-09,4.011
2022-03-10,3.969
2022-03-11,3.991
2022-03-12,3.991
2022-03-13,3.991
2022-03-14,4.025
2022-03-15,3.968
2022-03-16,4.011
2022-03-17,4.017
2022-03-18,4.054
2022-03-19,4.054
2022-03-20,4.054
2022-03-21,4.027
2022-03-22,4.004
2022-03-23,3.972
2022-03-24,3.954
2022-03-25,3.938
2022-03-26,3.938
2022-03-27,3.938
2022-03-28,3.907
2022-03-29,3.864
2022-03-30,3.836
2022-03-31,3.822
2022-04-01,3.757
2022-04-02,3.757
2022-04-03,3.757
2022-04-04,3.789
2022-04-05,3.764
2022-04-06,3.65
2022-04-07,3.689
2022-04-08,3.703
2022-04-09,3.703
2022-04-10,3.703
2022-04-11,3.761
2022-04-12,3.727
2022-04-13,3.724
2022-04-14,3.732
2022-04-15,3.732
2022-04-16,3.732
2022-04-17,3.732
2022-04-18,3.746
2022-04-19,3.718
2022-04-20,3.702
2022-04-21,3.728
2022-04-22,3.798
2022-04-23,3.798
2022-04-24,3.798
2022-04-25,3.784
2022-04-26,3.832
2022-04-27,3.821
2022-04-28,3.712
2022-04-29,3.837
2022-04-30,3.837
2022-05-01,3.837
2022-05-02,3.875
2022-05-03,3.857
2022-05-04,3.775
2022-05-05,3.816
2022-05-06,3.816
2022-05-07,3.816
2022-05-08,3.816
2022-05-09,3.785
2022-05-10,3.808
2022-05-11,3.781
2022-05-12,3.829
2022-05-13,3.785
2022-05-14,3.785
2022-05-15,3.785
2022-05-16,3.796
2022-05-17,3.758
2022-05-18,3.777
2022-05-19,3.809
2022-05-20,3.784
2022-05-21,3.784
2022-05-22,3.784
2022-05-23,3.763
2022-05-24,3.691
2022-05-25,3.682
2022-05-26,3.678
2022-05-27,3.643
2022-05-28,3.643
2022-05-29,3.643
2022-05-30,3.643
2022-05-31,3.698
2022-06-01,3.697
2022-06-02,3.697
2022-06-03,3.708
2022-06-04,3.708
2022-06-05,3.708
2022-06-06,3.704
2022-06-07,3.691
2022-06-08,3.76
2022-06-09,3.847
2022-06-10,3.847
2022-06-11,3.847
2022-06-12,3.847
2022-06-13,4.065
2022-06-14,4.18
2022-06-15,4.17
2022-06-16,4.239
2022-06-17,4.276
2022-06-18,4.276
2022-06-19,4.276
2022-06-20,4.276
2022-06-21,4.203
2022-06-22,4.186
2022-06-23,4.091
2022-06-24,4.039
2022-06-25,4.039
2022-06-26,4.039
2022-06-27,3.98
2022-06-28,3.976
2022-06-29,3.964
2022-06-30,3.94
2022-07-01,3.86
2022-07-02,3.86
2022-07-03,3.86
2022-07-04,3.86
2022-07-05,4.04
2022-07-06,3.983
2022-07-07,3.995
2022-07-08,4.003
2022-07-09,4.003
2022-07-10,4.003
2022-07-11,3.974
2022-07-12,4.001
2022-07-13,4.021
2022-07-14,4.006
2022-07-15,3.966
2022-07-16,3.966
2022-07-17,3.966
2022-07-18,4.044
2022-07-19,4.035
2022-07-20,4.073
2022-07-21,4.07
2022-07-22,4.002
2022-07-23,4.002
2022-07-24,4.002
2022-07-25,3.942
2022-07-26,3.916
2022-07-27,3.922
2022-07-28,3.863
2022-07-29,3.826
2022-07-30,3.826
2022-07-31,3.826
2022-08-01,3.805
2022-08-02,3.83
2022-08-03,3.786
2022-08-04,3.773
2022-08-05,3.791
2022-08-06,3.791
2022-08-07,3.791
2022-08-08,3.768
2022-08-09,3.72
2022-08-10,3.692
2022-08-11,3.697
2022-08-12,3.605
2022-08-13,3.605
2022-08-14,3.605
2022-08-15,3.578
2022-08-16,3.582
2022-08-17,3.586
2022-08-18,3.585
2022-08-19,3.565
2022-08-20,3.565
2022-08-21,3.565
2022-08-22,3.618
2022-08-23,3.643
2022-08-24,3.644
2022-08-25,3.619
2022-08-26,3.675
2022-08-27,3.675
2022-08-28,3.675
2022-08-29,3.649
2022-08-30,3.707
2022-08-31,3.749
2022-09-01,3.669
2022-09-02,3.716
2022-09-03,3.716
2022-09-04,3.716
2022-09-05,3.716
2022-09-06,3.699
2022-09-07,3.586
2022-09-08,3.612
2022-09-09,3.587
2022-09-10,3.587
2022-09-11,3.587
2022-09-12,3.571
2022-09-13,3.675
2022-09-14,3.636
2022-09-15,3.749
2022-09-16,3.743
2022-09-17,3.743
2022-09-18,3.743
2022-09-19,3.715
2022-09-20,3.765
2022-09-21,3.811
2022-09-22,3.799
2022-09-23,3.843
2022-09-24,3.843
2022-09-25,3.843
2022-09-26,3.928
2022-09-27,4.045
2022-09-28,4.015
2022-09-29,4.217
2022-09-30,4.345
2022-10-01,4.345
2022-10-02,4.345
2022-10-03,4.257
2022-10-04,4.143
2022-10-05,4.282
2022-10-06,4.443
2022-10-07,4.525
2022-10-08,4.525
2022-10-09,4.525
2022-10-10,4.447
2022-10-11,4.425
2022-10-12,4.594
2022-10-13,4.429
2022-10-14,4.496
2022-10-15,4.496
2022-10-16,4.496
2022-10-17,4.415
2022-10-18,4.337
2022-10-19,4.372
2022-10-20,4.474
2022-10-21,4.385
2022-10-22,4.385
2022-10-23,4.385
2022-10-24,4.367
2022-10-25,4.296
2022-10-26,4.294
2022-10-27,4.311
2022-10-28,4.209
2022-10-29,4.209
2022-10-30,4.209
2022-10-31,4.28
2022-11-01,4.25
2022-11-02,4.266
2022-11-03,4.243
2022-11-04,4.201
2022-11-05,4.201
2022-11-06,4.201
2022-11-07,4.276
2022-11-08,4.216
2022-11-09,4.245
2022-11-10,4.061
2022-11-11,4.126
2022-11-12,4.126
2022-11-13,4.126
2022-11-14,4.188
2022-11-15,4.162
2022-11-16,4.137
2022-11-17,4.169
2022-11-18,4.068
2022-11-19,4.068
2022-11-20,4.068
2022-11-21,3.986
2022-11-22,3.962
2022-11-23,3.903
2022-11-24,3.903
2022-11-25,3.889
2022-11-26,3.889
2022-11-27,3.889
2022-11-28,3.899
2022-11-29,3.923
2022-11-30,3.836
2022-12-01,3.848
2022-12-02,3.903
2022-12-03,3.903
2022-12-04,3.903
2022-12-05,3.928
2022-12-06,3.853
2022-12-07,3.841
2022-12-08,3.8
2022-12-09,3.844
2022-12-10,3.844
2022-12-11,3.844
2022-12-12,3.768
2022-12-13,3.742
2022-12-14,3.747
2022-12-15,3.859
2022-12-16,3.899
2022-12-17,3.899
2022-12-18,3.899
2022-12-19,3.95
2022-12-20,3.964
2022-12-21,3.894
2022-12-22,3.93
2022-12-23,3.88
2022-12-24,3.88
2022-12-25,3.88
2022-12-26,3.88
2022-12-27,3.856
2022-12-28,3.894
2022-12-29,3.867
2022-12-30,3.91
2022-12-31,3.91
2023-01-01,3.91
2023-01-02,3.91
2023-01-03,3.914
2023-01-04,3.887
2023-01-05,3.959
2023-01-06,3.846
2023-01-07,3.846
2023-01-08,3.846
2023-01-09,3.791
2023-01-10,3.817
2023-01-11,3.803
2023-01-12,3.851
2023-01-13,3.915
2023-01-14,3.915
2023-01-15,3.915
2023-01-16,3.915
2023-01-17,3.914
2023-01-18,4.016
2023-01-19,4.052
2023-01-20,4.028
2023-01-21,4.028
2023-01-22,4.028
2023-01-23,3.992
2023-01-24,3.976
2023-01-25,3.991
2023-01-26,3.963
2023-01-27,3.945
2023-01-28,3.945
2023-01-29,3.945
2023-01-30,3.957
2023-01-31,3.911
2023-02-01,3.883
2023-02-02,3.887
2023-02-03,3.997
2023-02-04,3.997
2023-02-05,3.997
2023-02-06,3.98
2023-02-07,3.989
2023-02-08,4.073
2023-02-09,4.122
2023-02-10,4.028
2023-02-11,4.028
2023-02-12,4.028
2023-02-13,4.004
2023-02-14,4.031
2023-02-15,4.012
2023-02-16,4.022
2023-02-17,3.947
2023-02-18,3.947
2023-02-19,3.947
2023-02-20,3.947
2023-02-21,4.015
2023-02-22,4.016
2023-02-23,4.034
2023-02-24,4.044
2023-02-25,4.044
2023-02-26,4.044
2023-02-27,4.06
2023-02-28,4.157
2023-03-01,4.236
2023-03-02,4.157
2023-03-03,4.106
2023-03-04,4.106
2023-03-05,4.106
2023-03-06,4.093
2023-03-07,4.126
2023-03-08,4.095
2023-03-09,4.12
2023-03-10,4.178
2023-03-11,4.178
2023-03-12,4.178
2023-03-13,4.091
2023-03-14,4.052
2023-03-15,3.95
2023-03-16,3.972
2023-03-17,4.03
2023-03-18,4.03
2023-03-19,4.03
2023-03-20,3.983
2023-03-21,4.111
2023-03-22,4.208
2023-03-23,4.279
2023-03-24,4.105
2023-03-25,4.105
2023-03-26,4.105
2023-03-27,4.13
2023-03-28,4.112
2023-03-29,4.074
2023-03-30,4.059
2023-03-31,4.034
2023-04-01,4.034
2023-04-02,4.034
2023-04-03,4.038
2023-04-04,4.026
2023-04-05,3.882
2023-04-06,3.868
2023-04-07,3.868
2023-04-08,3.868
2023-04-09,3.868
2023-04-10,3.887
2023-04-11,3.891
2023-04-12,3.894
2023-04-13,3.906
2023-04-14,3.968
2023-04-15,3.968
2023-04-16,3.968
2023-04-17,3.937
2023-04-18,3.972
2023-04-19,3.932
2023-04-20,3.933
2023-04-21,3.916
2023-04-22,3.916
2023-04-23,3.916
2023-04-24,3.903
2023-04-25,3.897
2023-04-26,3.987
2023-04-27,3.963
2023-04-28,3.979
2023-04-29,3.979
2023-04-30,3.979
2023-05-01,3.97
2023-05-02,4.029
2023-05-03,4.047
2023-05-04,4.022
2023-05-05,3.993
2023-05-06,3.993
2023-05-07,3.993
2023-05-08,3.991
2023-05-09,4.001
2023-05-10,3.974
2023-05-11,4.019
2023-05-12,3.976
2023-05-13,3.976
2023-05-14,3.976
2023-05-15,4.046
2023-05-16,4.137
2023-05-17,4.186
2023-05-18,4.207
2023-05-19,4.211
2023-05-20,4.211
2023-05-21,4.211
2023-05-22,4.218
2023-05-23,4.238
2023-05-24,4.279
2023-05-25,4.418
2023-05-26,4.431
2023-05-27,4.431
2023-05-28,4.431
2023-05-29,4.431
2023-05-30,4.456
2023-05-31,4.385
2023-06-01,4.444
2023-06-02,4.367
2023-06-03,4.367
2023-06-04,4.367
2023-06-05,4.339
2023-06-06,4.339
2023-06-07,4.26
2023-06-08,4.255
2023-06-09,4.306
2023-06-10,4.306
2023-06-11,4.306
2023-06-12,4.306
2023-06-13,4.339
2023-06-14,4.315
2023-06-15,4.25
2023-06-16,4.248
2023-06-17,4.248
2023-06-18,4.248
2023-06-19,4.248
2023-06-20,4.267
2023-06-21,4.222
2023-06-22,4.239
2023-06-23,4.321
2023-06-24,4.321
2023-06-25,4.321
2023-06-26,4.306
2023-06-27,4.323
