,NI US Equity
2020-06-22,5.217
2020-06-23,5.303
2020-06-24,5.41
2020-06-25,5.427
2020-06-26,5.422
2020-06-27,5.422
2020-06-28,5.422
2020-06-29,5.341
2020-06-30,5.329
2020-07-01,5.166
2020-07-02,5.188
2020-07-03,5.188
2020-07-04,5.188
2020-07-05,5.188
2020-07-06,5.203
2020-07-07,5.194
2020-07-08,5.183
2020-07-09,5.28
2020-07-10,5.141
2020-07-11,5.141
2020-07-12,5.141
2020-07-13,5.045
2020-07-14,5.103
2020-07-15,5.109
2020-07-16,5.081
2020-07-17,4.979
2020-07-18,4.979
2020-07-19,4.979
2020-07-20,5.103
2020-07-21,5.09
2020-07-22,4.918
2020-07-23,4.898
2020-07-24,4.898
2020-07-25,4.898
2020-07-26,4.898
2020-07-27,4.898
2020-07-28,4.898
2020-07-29,4.898
2020-07-30,4.898
2020-07-31,4.898
2020-08-01,4.898
2020-08-02,4.898
2020-08-03,4.898
2020-08-04,4.898
2020-08-05,4.898
2020-08-06,4.898
2020-08-07,4.898
2020-08-08,4.898
2020-08-09,4.898
2020-08-10,4.898
2020-08-11,4.898
2020-08-12,4.898
2020-08-13,4.898
2020-08-14,4.898
2020-08-15,4.898
2020-08-16,4.898
2020-08-17,4.898
2020-08-18,4.898
2020-08-19,4.898
2020-08-20,4.898
2020-08-21,4.898
2020-08-22,4.898
2020-08-23,4.898
2020-08-24,4.898
2020-08-25,4.898
2020-08-26,4.898
2020-08-27,4.898
2020-08-28,4.898
2020-08-29,4.898
2020-08-30,4.898
2020-08-31,4.898
2020-09-01,4.898
2020-09-02,4.898
2020-09-03,4.898
2020-09-04,4.898
2020-09-05,4.898
2020-09-06,4.898
2020-09-07,4.898
2020-09-08,4.898
2020-09-09,4.898
2020-09-10,4.898
2020-09-11,4.898
2020-09-12,4.898
2020-09-13,4.898
2020-09-14,4.898
2020-09-15,4.898
2020-09-16,4.898
2020-09-17,4.898
2020-09-18,4.898
2020-09-19,4.898
2020-09-20,4.898
2020-09-21,4.898
2020-09-22,4.898
2020-09-23,5.56
2020-09-24,5.55
2020-09-25,5.427
2020-09-26,5.427
2020-09-27,5.427
2020-09-28,5.499
2020-09-29,5.472
2020-09-30,5.462
2020-10-01,5.462
2020-10-02,5.427
2020-10-03,5.427
2020-10-04,5.427
2020-10-05,5.464
2020-10-06,5.362
2020-10-07,5.449
2020-10-08,5.374
2020-10-09,5.343
2020-10-10,5.343
2020-10-11,5.343
2020-10-12,5.206
2020-10-13,5.199
2020-10-14,5.157
2020-10-15,5.137
2020-10-16,5.113
2020-10-17,5.113
2020-10-18,5.113
2020-10-19,5.12
2020-10-20,5.12
2020-10-21,5.12
2020-10-22,5.12
2020-10-23,5.12
2020-10-24,5.12
2020-10-25,5.12
2020-10-26,5.12
2020-10-27,5.12
2020-10-28,5.12
2020-10-29,5.12
2020-10-30,5.12
2020-10-31,5.12
2020-11-01,5.12
2020-11-02,5.12
2020-11-03,5.12
2020-11-04,5.12
2020-11-05,5.12
2020-11-06,5.12
2020-11-07,5.12
2020-11-08,5.12
2020-11-09,5.12
2020-11-10,5.12
2020-11-11,5.12
2020-11-12,5.12
2020-11-13,5.12
2020-11-14,5.12
2020-11-15,5.12
2020-11-16,5.12
2020-11-17,5.12
2020-11-18,5.12
2020-11-19,5.12
2020-11-20,5.12
2020-11-21,5.12
2020-11-22,5.12
2020-11-23,5.12
2020-11-24,5.12
2020-11-25,5.12
2020-11-26,5.12
2020-11-27,5.12
2020-11-28,5.12
2020-11-29,5.12
2020-11-30,5.12
2020-12-01,5.12
2020-12-02,5.12
2020-12-03,5.12
2020-12-04,5.12
2020-12-05,5.12
2020-12-06,5.12
2020-12-07,5.12
2020-12-08,5.12
2020-12-09,5.12
2020-12-10,5.12
2020-12-11,5.12
2020-12-12,5.12
2020-12-13,5.12
2020-12-14,5.12
2020-12-15,5.12
2020-12-16,5.12
2020-12-17,5.12
2020-12-18,5.12
2020-12-19,5.12
2020-12-20,5.12
2020-12-21,5.12
2020-12-22,5.12
2020-12-23,5.12
2020-12-24,5.12
2020-12-25,5.12
2020-12-26,5.12
2020-12-27,5.12
2020-12-28,5.12
2020-12-29,5.12
2020-12-30,5.12
2020-12-31,5.12
2021-01-01,5.12
2021-01-02,5.12
2021-01-03,5.12
2021-01-04,5.12
2021-01-05,5.12
2021-01-06,5.12
2021-01-07,5.12
2021-01-08,5.12
2021-01-09,5.12
2021-01-10,5.12
2021-01-11,5.12
2021-01-12,5.12
2021-01-13,5.12
2021-01-14,5.12
2021-01-15,5.12
2021-01-16,5.12
2021-01-17,5.12
2021-01-18,5.12
2021-01-19,5.12
2021-01-20,5.12
2021-01-21,5.12
2021-01-22,5.12
2021-01-23,5.12
2021-01-24,5.12
2021-01-25,5.12
2021-01-26,5.12
2021-01-27,5.12
2021-01-28,5.12
2021-01-29,5.12
2021-01-30,5.12
2021-01-31,5.12
2021-02-01,5.12
2021-02-02,5.12
2021-02-03,5.12
2021-02-04,5.12
2021-02-05,5.12
2021-02-06,5.12
2021-02-07,5.12
2021-02-08,5.12
2021-02-09,5.12
2021-02-10,5.12
2021-02-11,5.12
2021-02-12,5.12
2021-02-13,5.12
2021-02-14,5.12
2021-02-15,5.12
2021-02-16,5.12
2021-02-17,5.12
2021-02-18,5.163
2021-02-19,5.163
2021-02-20,5.163
2021-02-21,5.163
2021-02-22,5.269
2021-02-23,5.215
2021-02-24,5.316
2021-02-25,5.333
2021-02-26,5.459
2021-02-27,5.459
2021-02-28,5.459
2021-03-01,5.36
2021-03-02,5.417
2021-03-03,5.467
2021-03-04,5.485
2021-03-05,5.394
2021-03-06,5.394
2021-03-07,5.394
2021-03-08,5.35
2021-03-09,5.353
2021-03-10,5.328
2021-03-11,5.312
2021-03-12,5.229
2021-03-13,5.229
2021-03-14,5.229
2021-03-15,5.12
2021-03-16,5.029
2021-03-17,5.029
2021-03-18,5.003
2021-03-19,4.978
2021-03-20,4.978
2021-03-21,4.978
2021-03-22,5.035
2021-03-23,5.014
2021-03-24,4.938
2021-03-25,4.841
2021-03-26,4.955
2021-03-27,4.955
2021-03-28,4.955
2021-03-29,4.883
2021-03-30,4.915
2021-03-31,4.891
2021-04-01,4.899
2021-04-02,4.899
2021-04-03,4.899
2021-04-04,4.899
2021-04-05,4.827
2021-04-06,4.809
2021-04-07,4.788
2021-04-08,4.784
2021-04-09,4.772
2021-04-10,4.772
2021-04-11,4.772
2021-04-12,4.764
2021-04-13,4.788
2021-04-14,4.646
2021-04-15,4.588
2021-04-16,4.581
2021-04-17,4.581
2021-04-18,4.581
2021-04-19,4.56
2021-04-20,4.483
2021-04-21,4.509
2021-04-22,4.531
2021-04-23,4.563
2021-04-24,4.563
2021-04-25,4.563
2021-04-26,4.572
2021-04-27,4.592
2021-04-28,4.583
2021-04-29,4.517
2021-04-30,4.451
2021-05-01,4.451
2021-05-02,4.451
2021-05-03,4.471
2021-05-04,4.464
2021-05-05,4.548
2021-05-06,4.551
2021-05-07,4.513
2021-05-08,4.513
2021-05-09,4.513
2021-05-10,4.429
2021-05-11,4.542
2021-05-12,4.616
2021-05-13,4.551
2021-05-14,4.553
2021-05-15,4.553
2021-05-16,4.553
2021-05-17,4.607
2021-05-18,4.643
2021-05-19,4.656
2021-05-20,4.63
2021-05-21,4.612
2021-05-22,4.612
2021-05-23,4.612
2021-05-24,4.587
2021-05-25,4.628
2021-05-26,4.605
2021-05-27,4.596
2021-05-28,4.598
2021-05-29,4.598
2021-05-30,4.598
2021-05-31,4.598
2021-06-01,4.61
2021-06-02,4.589
2021-06-03,4.601
2021-06-04,4.599
2021-06-05,4.599
2021-06-06,4.599
2021-06-07,4.596
2021-06-08,4.612
2021-06-09,4.576
2021-06-10,4.553
2021-06-11,4.507
2021-06-12,4.507
2021-06-13,4.507
2021-06-14,4.504
2021-06-15,4.482
2021-06-16,4.542
2021-06-17,4.53
2021-06-18,4.686
2021-06-19,4.686
2021-06-20,4.686
2021-06-21,4.617
2021-06-22,4.662
2021-06-23,4.716
2021-06-24,4.72
2021-06-25,4.671
2021-06-26,4.671
2021-06-27,4.671
2021-06-28,4.66
2021-06-29,4.758
2021-06-30,4.785
2021-07-01,4.727
2021-07-02,4.722
2021-07-03,4.722
2021-07-04,4.722
2021-07-05,4.722
2021-07-06,4.714
2021-07-07,4.684
2021-07-08,4.699
2021-07-09,4.663
2021-07-10,4.663
2021-07-11,4.663
2021-07-12,4.645
2021-07-13,4.695
2021-07-14,4.656
2021-07-15,4.587
2021-07-16,4.553
2021-07-17,4.553
2021-07-18,4.553
2021-07-19,4.697
2021-07-20,4.658
2021-07-21,4.729
2021-07-22,4.712
2021-07-23,4.65
2021-07-24,4.65
2021-07-25,4.65
2021-07-26,4.645
2021-07-27,4.58
2021-07-28,4.598
2021-07-29,4.612
2021-07-30,4.692
2021-07-31,4.692
2021-08-01,4.692
2021-08-02,4.625
2021-08-03,4.592
2021-08-04,4.599
2021-08-05,4.564
2021-08-06,4.572
2021-08-07,4.572
2021-08-08,4.572
2021-08-09,4.601
2021-08-10,4.632
2021-08-11,4.579
2021-08-12,4.591
2021-08-13,4.559
2021-08-14,4.559
2021-08-15,4.559
2021-08-16,4.529
2021-08-17,4.52
2021-08-18,4.559
2021-08-19,4.554
2021-08-20,4.516
2021-08-21,4.516
2021-08-22,4.516
2021-08-23,4.582
2021-08-24,4.611
2021-08-25,4.639
2021-08-26,4.688
2021-08-27,4.678
2021-08-28,4.678
2021-08-29,4.678
2021-08-30,4.69
2021-08-31,4.702
2021-09-01,4.597
2021-09-02,4.567
2021-09-03,4.625
2021-09-04,4.625
2021-09-05,4.625
2021-09-06,4.625
2021-09-07,4.688
2021-09-08,4.617
2021-09-09,4.629
2021-09-10,4.709
2021-09-11,4.709
2021-09-12,4.709
2021-09-13,4.69
2021-09-14,4.768
2021-09-15,4.791
2021-09-16,4.819
2021-09-17,4.823
2021-09-18,4.823
2021-09-19,4.823
2021-09-20,4.843
2021-09-21,4.829
2021-09-22,4.803
2021-09-23,4.847
2021-09-24,4.827
2021-09-25,4.827
2021-09-26,4.827
2021-09-27,4.853
2021-09-28,4.862
2021-09-29,4.783
2021-09-30,4.783
2021-10-01,4.769
2021-10-02,4.769
2021-10-03,4.769
2021-10-04,4.713
2021-10-05,4.752
2021-10-06,4.702
2021-10-07,4.719
2021-10-08,4.744
2021-10-09,4.744
2021-10-10,4.744
2021-10-11,4.762
2021-10-12,4.771
2021-10-13,4.707
2021-10-14,4.668
2021-10-15,4.68
2021-10-16,4.68
2021-10-17,4.68
2021-10-18,4.751
2021-10-19,4.726
2021-10-20,4.675
2021-10-21,4.677
2021-10-22,4.648
2021-10-23,4.648
2021-10-24,4.648
2021-10-25,4.663
2021-10-26,4.665
2021-10-27,4.688
2021-10-28,4.676
2021-10-29,4.678
2021-10-30,4.678
2021-10-31,4.678
2021-11-01,4.648
2021-11-02,4.665
2021-11-03,4.564
2021-11-04,4.604
2021-11-05,4.56
2021-11-06,4.56
2021-11-07,4.56
2021-11-08,4.604
2021-11-09,4.611
2021-11-10,4.56
2021-11-11,4.6
2021-11-12,4.602
2021-11-13,4.602
2021-11-14,4.602
2021-11-15,4.519
2021-11-16,4.553
2021-11-17,4.551
2021-11-18,4.582
2021-11-19,4.563
2021-11-20,4.563
2021-11-21,4.563
2021-11-22,4.519
2021-11-23,4.506
2021-11-24,4.519
2021-11-25,4.519
2021-11-26,4.605
2021-11-27,4.605
2021-11-28,4.605
2021-11-29,4.558
2021-11-30,4.691
2021-12-01,4.712
2021-12-02,4.633
2021-12-03,4.581
2021-12-04,4.581
2021-12-05,4.581
2021-12-06,4.477
2021-12-07,4.435
2021-12-08,4.438
2021-12-09,4.431
2021-12-10,4.418
2021-12-11,4.418
2021-12-12,4.418
2021-12-13,4.36
2021-12-14,4.37
2021-12-15,4.306
2021-12-16,4.257
2021-12-17,4.261
2021-12-18,4.261
2021-12-19,4.261
2021-12-20,4.238
2021-12-21,4.271
2021-12-22,4.255
2021-12-23,4.263
2021-12-24,4.263
2021-12-25,4.263
2021-12-26,4.263
2021-12-27,4.231
2021-12-28,4.187
2021-12-29,4.135
2021-12-30,4.158
2021-12-31,4.149
2022-01-01,4.149
2022-01-02,4.149
2022-01-03,4.162
2022-01-04,4.147
2022-01-05,4.125
2022-01-06,4.143
2022-01-07,4.11
2022-01-08,4.11
2022-01-09,4.11
2022-01-10,4.125
2022-01-11,4.119
2022-01-12,4.098
2022-01-13,4.043
2022-01-14,4.043
2022-01-15,4.043
2022-01-16,4.043
2022-01-17,4.043
2022-01-18,4.068
2022-01-19,4.1
2022-01-20,4.114
2022-01-21,4.161
2022-01-22,4.161
2022-01-23,4.161
2022-01-24,4.236
2022-01-25,4.221
2022-01-26,4.191
2022-01-27,4.095
2022-01-28,3.913
2022-01-29,3.913
2022-01-30,3.913
2022-01-31,3.926
2022-02-01,3.973
2022-02-02,3.87
2022-02-03,3.852
2022-02-04,3.903
2022-02-05,3.903
2022-02-06,3.903
2022-02-07,3.947
2022-02-08,3.932
2022-02-09,3.916
2022-02-10,3.987
2022-02-11,3.951
2022-02-12,3.951
2022-02-13,3.951
2022-02-14,4.0
2022-02-15,4.021
2022-02-16,4.001
2022-02-17,3.977
2022-02-18,3.994
2022-02-19,3.994
2022-02-20,3.994
2022-02-21,3.994
2022-02-22,4.007
2022-02-23,4.039
2022-02-24,3.95
2022-02-25,3.862
2022-02-26,3.862
2022-02-27,3.862
2022-02-28,3.868
2022-03-01,3.906
2022-03-02,3.834
2022-03-03,3.775
2022-03-04,3.675
2022-03-05,3.675
2022-03-06,3.675
2022-03-07,3.717
2022-03-08,3.779
2022-03-09,3.774
2022-03-10,3.74
2022-03-11,3.757
2022-03-12,3.757
2022-03-13,3.757
2022-03-14,3.779
2022-03-15,3.749
2022-03-16,3.737
2022-03-17,3.731
2022-03-18,3.737
2022-03-19,3.737
2022-03-20,3.737
2022-03-21,3.714
2022-03-22,3.732
2022-03-23,3.728
2022-03-24,3.693
2022-03-25,3.621
2022-03-26,3.621
2022-03-27,3.621
2022-03-28,3.632
2022-03-29,3.588
2022-03-30,3.568
2022-03-31,3.546
2022-04-01,3.515
2022-04-02,3.515
2022-04-03,3.515
2022-04-04,3.555
2022-04-05,3.54
2022-04-06,3.474
2022-04-07,3.512
2022-04-08,3.519
2022-04-09,3.519
2022-04-10,3.519
2022-04-11,3.536
2022-04-12,3.512
2022-04-13,3.56
2022-04-14,3.552
2022-04-15,3.552
2022-04-16,3.552
2022-04-17,3.552
2022-04-18,3.536
2022-04-19,3.533
2022-04-20,3.496
2022-04-21,3.575
2022-04-22,3.636
2022-04-23,3.636
2022-04-24,3.636
2022-04-25,3.684
2022-04-26,3.731
2022-04-27,3.742
2022-04-28,3.719
2022-04-29,3.839
2022-04-30,3.839
2022-05-01,3.839
2022-05-02,3.909
2022-05-03,3.878
2022-05-04,3.786
2022-05-05,3.832
2022-05-06,3.791
2022-05-07,3.791
2022-05-08,3.791
2022-05-09,3.797
2022-05-10,3.813
2022-05-11,3.768
2022-05-12,3.775
2022-05-13,3.687
2022-05-14,3.687
2022-05-15,3.687
2022-05-16,3.673
2022-05-17,3.635
2022-05-18,3.658
2022-05-19,3.688
2022-05-20,3.692
2022-05-21,3.692
2022-05-22,3.692
2022-05-23,3.635
2022-05-24,3.578
2022-05-25,3.555
2022-05-26,3.544
2022-05-27,3.52
2022-05-28,3.52
2022-05-29,3.52
2022-05-30,3.52
2022-05-31,3.554
2022-06-01,3.567
2022-06-02,3.559
2022-06-03,3.558
2022-06-04,3.558
2022-06-05,3.558
2022-06-06,3.52
2022-06-07,3.515
2022-06-08,3.599
2022-06-09,3.694
2022-06-10,3.716
2022-06-11,3.716
2022-06-12,3.716
2022-06-13,3.913
2022-06-14,4.046
2022-06-15,4.029
2022-06-16,4.11
2022-06-17,4.189
2022-06-18,4.189
2022-06-19,4.189
2022-06-20,4.189
2022-06-21,4.139
2022-06-22,4.077
2022-06-23,4.016
2022-06-24,3.902
2022-06-25,3.902
2022-06-26,3.902
2022-06-27,3.83
2022-06-28,3.805
2022-06-29,3.791
2022-06-30,3.787
2022-07-01,3.72
2022-07-02,3.72
2022-07-03,3.72
2022-07-04,3.72
2022-07-05,3.915
2022-07-06,3.845
2022-07-07,3.922
2022-07-08,3.926
2022-07-09,3.926
2022-07-10,3.926
2022-07-11,3.881
2022-07-12,3.898
2022-07-13,3.907
2022-07-14,3.894
2022-07-15,3.884
2022-07-16,3.884
2022-07-17,3.884
2022-07-18,3.937
2022-07-19,3.922
2022-07-20,3.951
2022-07-21,3.979
2022-07-22,3.93
2022-07-23,3.93
2022-07-24,3.93
2022-07-25,3.851
2022-07-26,3.828
2022-07-27,3.814
2022-07-28,3.705
2022-07-29,3.648
2022-07-30,3.648
2022-07-31,3.648
2022-08-01,3.655
2022-08-02,3.684
2022-08-03,3.649
2022-08-04,3.701
2022-08-05,3.748
2022-08-06,3.748
2022-08-07,3.748
2022-08-08,3.694
2022-08-09,3.693
2022-08-10,3.682
2022-08-11,3.683
2022-08-12,3.598
2022-08-13,3.598
2022-08-14,3.598
2022-08-15,3.573
2022-08-16,3.548
2022-08-17,3.536
2022-08-18,3.534
2022-08-19,3.553
2022-08-20,3.553
2022-08-21,3.553
2022-08-22,3.59
2022-08-23,3.642
2022-08-24,3.622
2022-08-25,3.646
2022-08-26,3.713
2022-08-27,3.713
2022-08-28,3.713
2022-08-29,3.693
2022-08-30,3.768
2022-08-31,3.797
2022-09-01,3.769
2022-09-02,3.788
2022-09-03,3.788
2022-09-04,3.788
2022-09-05,3.788
2022-09-06,3.792
2022-09-07,3.678
2022-09-08,3.702
2022-09-09,3.675
2022-09-10,3.675
2022-09-11,3.675
2022-09-12,3.661
2022-09-13,3.765
2022-09-14,3.749
2022-09-15,3.865
2022-09-16,3.883
2022-09-17,3.883
2022-09-18,3.883
2022-09-19,3.822
2022-09-20,3.879
2022-09-21,3.94
2022-09-22,3.911
2022-09-23,3.992
2022-09-24,3.992
2022-09-25,3.992
2022-09-26,4.09
2022-09-27,4.168
2022-09-28,4.113
2022-09-29,4.311
2022-09-30,4.444
2022-10-01,4.444
2022-10-02,4.444
2022-10-03,4.304
2022-10-04,4.162
2022-10-05,4.279
2022-10-06,4.46
2022-10-07,4.567
2022-10-08,4.567
2022-10-09,4.567
2022-10-10,4.565
2022-10-11,4.501
2022-10-12,4.628
2022-10-13,4.435
2022-10-14,4.571
2022-10-15,4.571
2022-10-16,4.571
2022-10-17,4.498
2022-10-18,4.43
2022-10-19,4.508
2022-10-20,4.644
2022-10-21,4.597
2022-10-22,4.597
2022-10-23,4.597
2022-10-24,4.563
2022-10-25,4.48
2022-10-26,4.473
2022-10-27,4.437
2022-10-28,4.312
2022-10-29,4.312
2022-10-30,4.312
2022-10-31,4.346
2022-11-01,4.322
2022-11-02,4.358
2022-11-03,4.351
2022-11-04,4.312
2022-11-05,4.312
2022-11-06,4.312
2022-11-07,4.581
2022-11-08,4.478
2022-11-09,4.485
2022-11-10,4.271
2022-11-11,4.317
2022-11-12,4.317
2022-11-13,4.317
2022-11-14,4.326
2022-11-15,4.339
2022-11-16,4.286
2022-11-17,4.36
2022-11-18,4.234
2022-11-19,4.234
2022-11-20,4.234
2022-11-21,4.197
2022-11-22,4.158
2022-11-23,4.1
2022-11-24,4.1
2022-11-25,4.083
2022-11-26,4.083
2022-11-27,4.083
2022-11-28,4.094
2022-11-29,4.092
2022-11-30,3.988
2022-12-01,4.016
2022-12-02,4.042
2022-12-03,4.042
2022-12-04,4.042
2022-12-05,4.051
2022-12-06,4.003
2022-12-07,4.027
2022-12-08,4.013
2022-12-09,4.053
2022-12-10,4.053
2022-12-11,4.053
2022-12-12,3.953
2022-12-13,3.975
2022-12-14,3.99
2022-12-15,4.046
2022-12-16,4.087
2022-12-17,4.087
2022-12-18,4.087
2022-12-19,4.108
2022-12-20,4.105
2022-12-21,4.033
2022-12-22,4.052
2022-12-23,4.01
2022-12-24,4.01
2022-12-25,4.01
2022-12-26,4.01
2022-12-27,3.997
2022-12-28,4.033
2022-12-29,3.991
2022-12-30,4.052
2022-12-31,4.052
2023-01-01,4.052
2023-01-02,4.052
2023-01-03,4.049
2023-01-04,4.0
2023-01-05,4.096
2023-01-06,4.025
2023-01-07,4.025
2023-01-08,4.025
2023-01-09,3.986
2023-01-10,4.032
2023-01-11,3.978
2023-01-12,3.983
2023-01-13,3.998
2023-01-14,3.998
2023-01-15,3.998
2023-01-16,3.998
2023-01-17,4.023
2023-01-18,4.109
2023-01-19,4.142
2023-01-20,4.099
2023-01-21,4.099
2023-01-22,4.099
2023-01-23,4.117
2023-01-24,4.094
2023-01-25,4.056
2023-01-26,4.061
2023-01-27,4.064
2023-01-28,4.064
2023-01-29,4.064
2023-01-30,4.06
2023-01-31,4.031
2023-02-01,4.015
2023-02-02,4.028
2023-02-03,4.096
2023-02-04,4.096
2023-02-05,4.096
2023-02-06,4.064
2023-02-07,4.07
2023-02-08,4.137
2023-02-09,4.209
2023-02-10,4.123
2023-02-11,4.123
2023-02-12,4.123
2023-02-13,4.084
2023-02-14,4.115
2023-02-15,4.105
2023-02-16,4.123
2023-02-17,4.084
2023-02-18,4.084
2023-02-19,4.084
2023-02-20,4.084
2023-02-21,4.112
2023-02-22,4.022
2023-02-23,3.98
2023-02-24,3.991
2023-02-25,3.991
2023-02-26,3.991
2023-02-27,4.039
2023-02-28,4.048
2023-03-01,4.138
2023-03-02,4.072
2023-03-03,4.008
2023-03-04,4.008
2023-03-05,4.008
2023-03-06,4.033
2023-03-07,4.07
2023-03-08,4.012
2023-03-09,4.059
2023-03-10,4.161
2023-03-11,4.161
2023-03-12,4.161
2023-03-13,4.067
2023-03-14,4.004
2023-03-15,3.991
2023-03-16,3.975
2023-03-17,4.046
2023-03-18,4.046
2023-03-19,4.046
2023-03-20,3.995
2023-03-21,4.119
2023-03-22,4.234
2023-03-23,4.298
2023-03-24,4.17
2023-03-25,4.17
2023-03-26,4.17
2023-03-27,4.124
2023-03-28,4.098
2023-03-29,4.042
2023-03-30,4.007
2023-03-31,3.99
2023-04-01,3.99
2023-04-02,3.99
2023-04-03,4.019
2023-04-04,4.019
2023-04-05,3.888
2023-04-06,3.871
2023-04-07,3.871
2023-04-08,3.871
2023-04-09,3.871
2023-04-10,3.888
2023-04-11,3.895
2023-04-12,3.892
2023-04-13,3.936
2023-04-14,4.006
2023-04-15,4.006
2023-04-16,4.006
2023-04-17,3.942
2023-04-18,3.957
2023-04-19,3.907
2023-04-20,3.902
2023-04-21,3.895
2023-04-22,3.895
2023-04-23,3.895
2023-04-24,3.91
2023-04-25,3.894
2023-04-26,3.943
2023-04-27,3.873
2023-04-28,3.885
2023-04-29,3.885
2023-04-30,3.885
2023-05-01,3.878
2023-05-02,3.962
2023-05-03,3.914
2023-05-04,3.879
2023-05-05,3.856
2023-05-06,3.856
2023-05-07,3.856
2023-05-08,3.868
2023-05-09,3.868
2023-05-10,3.809
2023-05-11,3.908
2023-05-12,3.863
2023-05-13,3.863
2023-05-14,3.863
2023-05-15,3.925
2023-05-16,3.996
2023-05-17,4.012
2023-05-18,4.022
2023-05-19,4.022
2023-05-20,4.022
2023-05-21,4.022
2023-05-22,3.995
2023-05-23,4.0
2023-05-24,4.016
2023-05-25,4.052
2023-05-26,4.076
2023-05-27,4.076
2023-05-28,4.076
2023-05-29,4.076
2023-05-30,4.114
2023-05-31,4.07
2023-06-01,4.103
2023-06-02,4.09
2023-06-03,4.09
2023-06-04,4.09
2023-06-05,4.088
2023-06-06,4.044
2023-06-07,3.979
2023-06-08,3.989
2023-06-09,4.025
2023-06-10,4.025
2023-06-11,4.025
2023-06-12,4.02
2023-06-13,4.03
2023-06-14,4.014
2023-06-15,3.988
2023-06-16,3.982
2023-06-17,3.982
2023-06-18,3.982
2023-06-19,3.982
2023-06-20,4.005
2023-06-21,3.965
2023-06-22,4.016
2023-06-23,4.08
