,NUE US Equity
2020-07-12,4.412
2020-07-13,4.468
2020-07-14,4.347
2020-07-15,4.282
2020-07-16,4.274
2020-07-17,4.325
2020-07-18,4.325
2020-07-19,4.325
2020-07-20,4.385
2020-07-21,4.26
2020-07-22,4.223
2020-07-23,4.19
2020-07-24,4.165
2020-07-25,4.165
2020-07-26,4.165
2020-07-27,4.072
2020-07-28,4.183
2020-07-29,4.125
2020-07-30,4.18
2020-07-31,4.254
2020-08-01,4.254
2020-08-02,4.254
2020-08-03,4.164
2020-08-04,4.149
2020-08-05,4.105
2020-08-06,4.125
2020-08-07,4.025
2020-08-08,4.025
2020-08-09,4.025
2020-08-10,3.871
2020-08-11,3.93
2020-08-12,3.889
2020-08-13,3.922
2020-08-14,3.86
2020-08-15,3.86
2020-08-16,3.86
2020-08-17,3.849
2020-08-18,3.849
2020-08-19,3.898
2020-08-20,3.91
2020-08-21,3.993
2020-08-22,3.993
2020-08-23,3.993
2020-08-24,3.878
2020-08-25,3.916
2020-08-26,3.922
2020-08-27,3.918
2020-08-28,3.881
2020-08-29,3.881
2020-08-30,3.881
2020-08-31,3.926
2020-09-01,3.827
2020-09-02,3.76
2020-09-03,3.829
2020-09-04,3.805
2020-09-05,3.805
2020-09-06,3.805
2020-09-07,3.805
2020-09-08,3.915
2020-09-09,3.875
2020-09-10,3.932
2020-09-11,3.886
2020-09-12,3.886
2020-09-13,3.886
2020-09-14,3.819
2020-09-15,3.814
2020-09-16,3.753
2020-09-17,3.644
2020-09-18,3.629
2020-09-19,3.629
2020-09-20,3.629
2020-09-21,3.897
2020-09-22,3.907
2020-09-23,3.995
2020-09-24,3.987
2020-09-25,3.944
2020-09-26,3.944
2020-09-27,3.944
2020-09-28,3.857
2020-09-29,3.954
2020-09-30,3.944
2020-10-01,3.927
2020-10-02,3.843
2020-10-03,3.843
2020-10-04,3.843
2020-10-05,3.742
2020-10-06,3.77
2020-10-07,3.637
2020-10-08,3.578
2020-10-09,3.621
2020-10-10,3.621
2020-10-11,3.621
2020-10-12,3.59
2020-10-13,3.635
2020-10-14,3.583
2020-10-15,3.591
2020-10-16,3.586
2020-10-17,3.586
2020-10-18,3.586
2020-10-19,3.613
2020-10-20,3.647
2020-10-21,3.652
2020-10-22,3.545
2020-10-23,3.525
2020-10-24,3.525
2020-10-25,3.525
2020-10-26,3.664
2020-10-27,3.669
2020-10-28,3.798
2020-10-29,3.69
2020-10-30,3.704
2020-10-31,3.704
2020-11-01,3.704
2020-11-02,3.62
2020-11-03,3.535
2020-11-04,3.768
2020-11-05,3.625
2020-11-06,3.654
2020-11-07,3.654
2020-11-08,3.654
2020-11-09,3.485
2020-11-10,3.417
2020-11-11,3.482
2020-11-12,3.566
2020-11-13,3.425
2020-11-14,3.425
2020-11-15,3.425
2020-11-16,3.258
2020-11-17,3.285
2020-11-18,3.343
2020-11-19,3.349
2020-11-20,3.367
2020-11-21,3.367
2020-11-22,3.367
2020-11-23,3.296
2020-11-24,3.136
2020-11-25,3.23
2020-11-26,3.23
2020-11-27,3.213
2020-11-28,3.213
2020-11-29,3.213
2020-11-30,3.295
2020-12-01,3.221
2020-12-02,3.211
2020-12-03,3.228
2020-12-04,3.136
2020-12-05,3.136
2020-12-06,3.136
2020-12-07,3.163
2020-12-08,3.129
2020-12-09,3.135
2020-12-10,3.098
2020-12-11,3.124
2020-12-12,3.124
2020-12-13,3.124
2020-12-14,3.179
2020-12-15,3.127
2020-12-16,3.135
2020-12-17,3.191
2020-12-18,3.241
2020-12-19,3.241
2020-12-20,3.241
2020-12-21,3.229
2020-12-22,3.292
2020-12-23,3.325
2020-12-24,3.333
2020-12-25,3.333
2020-12-26,3.333
2020-12-27,3.333
2020-12-28,3.354
2020-12-29,3.356
2020-12-30,3.276
2020-12-31,3.261
2021-01-01,3.261
2021-01-02,3.261
2021-01-03,3.261
2021-01-04,3.303
2021-01-05,3.208
2021-01-06,3.042
2021-01-07,3.087
2021-01-08,3.096
2021-01-09,3.096
2021-01-10,3.096
2021-01-11,3.053
2021-01-12,2.985
2021-01-13,3.058
2021-01-14,3.06
2021-01-15,3.127
2021-01-16,3.127
2021-01-17,3.127
2021-01-18,3.127
2021-01-19,3.104
2021-01-20,3.11
2021-01-21,3.187
2021-01-22,3.166
2021-01-23,3.166
2021-01-24,3.166
2021-01-25,3.181
2021-01-26,3.285
2021-01-27,3.379
2021-01-28,3.446
2021-01-29,3.559
2021-01-30,3.559
2021-01-31,3.559
2021-02-01,3.538
2021-02-02,3.436
2021-02-03,3.357
2021-02-04,3.334
2021-02-05,3.274
2021-02-06,3.274
2021-02-07,3.274
2021-02-08,3.23
2021-02-09,3.172
2021-02-10,3.156
2021-02-11,3.162
2021-02-12,3.078
2021-02-13,3.078
2021-02-14,3.078
2021-02-15,3.078
2021-02-16,3.025
2021-02-17,3.043
2021-02-18,3.07
2021-02-19,2.988
2021-02-20,2.988
2021-02-21,2.988
2021-02-22,2.897
2021-02-23,2.85
2021-02-24,2.752
2021-02-25,2.82
2021-02-26,2.899
2021-02-27,2.899
2021-02-28,2.899
2021-03-01,2.819
2021-03-02,2.806
2021-03-03,2.784
2021-03-04,2.871
2021-03-05,2.756
2021-03-06,2.756
2021-03-07,2.756
2021-03-08,2.613
2021-03-09,2.633
2021-03-10,2.571
2021-03-11,2.557
2021-03-12,2.486
2021-03-13,2.486
2021-03-14,2.486
2021-03-15,2.496
2021-03-16,2.517
2021-03-17,2.469
2021-03-18,2.464
2021-03-19,2.432
2021-03-20,2.432
2021-03-21,2.432
2021-03-22,2.494
2021-03-23,2.569
2021-03-24,2.497
2021-03-25,2.382
2021-03-26,2.187
2021-03-27,2.187
2021-03-28,2.187
2021-03-29,2.202
2021-03-30,2.146
2021-03-31,2.15
2021-04-01,2.16
2021-04-02,2.16
2021-04-03,2.16
2021-04-04,2.16
2021-04-05,2.143
2021-04-06,2.161
2021-04-07,2.162
2021-04-08,2.168
2021-04-09,2.149
2021-04-10,2.149
2021-04-11,2.149
2021-04-12,2.143
2021-04-13,2.204
2021-04-14,2.182
2021-04-15,2.187
2021-04-16,2.17
2021-04-17,2.17
2021-04-18,2.17
2021-04-19,2.172
2021-04-20,2.198
2021-04-21,2.152
2021-04-22,2.268
2021-04-23,2.217
2021-04-24,2.217
2021-04-25,2.217
2021-04-26,2.141
2021-04-27,2.138
2021-04-28,2.115
2021-04-29,2.094
2021-04-30,2.098
2021-05-01,2.098
2021-05-02,2.098
2021-05-03,2.013
2021-05-04,1.924
2021-05-05,1.859
2021-05-06,1.803
2021-05-07,1.747
2021-05-08,1.747
2021-05-09,1.747
2021-05-10,1.703
2021-05-11,1.692
2021-05-12,1.798
2021-05-13,1.712
2021-05-14,1.683
2021-05-15,1.683
2021-05-16,1.683
2021-05-17,1.623
2021-05-18,1.668
2021-05-19,1.699
2021-05-20,1.706
2021-05-21,1.689
2021-05-22,1.689
2021-05-23,1.689
2021-05-24,1.669
2021-05-25,1.725
2021-05-26,1.711
2021-05-27,1.708
2021-05-28,1.683
2021-05-29,1.683
2021-05-30,1.683
2021-05-31,1.683
2021-06-01,1.558
2021-06-02,1.643
2021-06-03,1.612
2021-06-04,1.586
2021-06-05,1.586
2021-06-06,1.586
2021-06-07,1.607
2021-06-08,1.569
2021-06-09,1.604
2021-06-10,1.623
2021-06-11,1.619
2021-06-12,1.619
2021-06-13,1.619
2021-06-14,1.68
2021-06-15,1.693
2021-06-16,1.727
2021-06-17,1.812
2021-06-18,1.855
2021-06-19,1.855
2021-06-20,1.855
2021-06-21,1.8
2021-06-22,1.803
2021-06-23,1.798
2021-06-24,1.763
2021-06-25,1.785
2021-06-26,1.785
2021-06-27,1.785
2021-06-28,1.814
2021-06-29,1.816
2021-06-30,1.791
2021-07-01,1.778
2021-07-02,1.78
2021-07-03,1.78
2021-07-04,1.78
2021-07-05,1.78
2021-07-06,1.856
2021-07-07,1.796
2021-07-08,1.834
2021-07-09,1.768
2021-07-10,1.768
2021-07-11,1.768
2021-07-12,1.757
2021-07-13,1.803
2021-07-14,1.807
2021-07-15,1.801
2021-07-16,1.867
2021-07-17,1.867
2021-07-18,1.867
2021-07-19,1.908
2021-07-20,1.877
2021-07-21,1.849
2021-07-22,1.831
2021-07-23,1.821
2021-07-24,1.821
2021-07-25,1.821
2021-07-26,1.757
2021-07-27,1.746
2021-07-28,1.728
2021-07-29,1.661
2021-07-30,1.652
2021-07-31,1.652
2021-08-01,1.652
2021-08-02,1.683
2021-08-03,1.596
2021-08-04,1.623
2021-08-05,1.677
2021-08-06,1.632
2021-08-07,1.632
2021-08-08,1.632
2021-08-09,1.58
2021-08-10,1.442
2021-08-11,1.387
2021-08-12,1.359
2021-08-13,1.349
2021-08-14,1.349
2021-08-15,1.349
2021-08-16,1.37
2021-08-17,1.424
2021-08-18,1.41
2021-08-19,1.45
2021-08-20,1.462
2021-08-21,1.462
2021-08-22,1.462
2021-08-23,1.497
2021-08-24,1.456
2021-08-25,1.496
2021-08-26,1.52
2021-08-27,1.497
2021-08-28,1.497
2021-08-29,1.497
2021-08-30,1.482
2021-08-31,1.526
2021-09-01,1.543
2021-09-02,1.556
2021-09-03,1.573
2021-09-04,1.573
2021-09-05,1.573
2021-09-06,1.573
2021-09-07,1.563
2021-09-08,1.599
2021-09-09,1.594
2021-09-10,1.598
2021-09-11,1.598
2021-09-12,1.598
2021-09-13,1.643
2021-09-14,1.689
2021-09-15,1.637
2021-09-16,1.634
2021-09-17,1.71
2021-09-18,1.71
2021-09-19,1.71
2021-09-20,1.908
2021-09-21,1.921
2021-09-22,1.902
2021-09-23,1.859
2021-09-24,1.831
2021-09-25,1.831
2021-09-26,1.831
2021-09-27,1.779
2021-09-28,1.743
2021-09-29,1.791
2021-09-30,1.814
2021-10-01,1.869
2021-10-02,1.869
2021-10-03,1.869
2021-10-04,1.886
2021-10-05,1.849
2021-10-06,2.017
2021-10-07,1.957
2021-10-08,1.977
2021-10-09,1.977
2021-10-10,1.977
2021-10-11,1.964
2021-10-12,1.944
2021-10-13,1.93
2021-10-14,1.913
2021-10-15,1.903
2021-10-16,1.903
2021-10-17,1.903
2021-10-18,1.889
2021-10-19,1.875
2021-10-20,1.841
2021-10-21,1.897
2021-10-22,1.892
2021-10-23,1.892
2021-10-24,1.892
2021-10-25,1.77
2021-10-26,1.738
2021-10-27,1.79
2021-10-28,1.77
2021-10-29,1.734
2021-10-30,1.734
2021-10-31,1.734
2021-11-01,1.773
2021-11-02,1.806
2021-11-03,1.756
2021-11-04,1.732
2021-11-05,1.726
2021-11-06,1.726
2021-11-07,1.726
2021-11-08,1.666
2021-11-09,1.708
2021-11-10,1.755
2021-11-11,1.708
2021-11-12,1.725
2021-11-13,1.725
2021-11-14,1.725
2021-11-15,1.761
2021-11-16,1.734
2021-11-17,1.775
2021-11-18,1.734
2021-11-19,1.716
2021-11-20,1.716
2021-11-21,1.716
2021-11-22,1.618
2021-11-23,1.622
2021-11-24,1.672
2021-11-25,1.672
2021-11-26,1.699
2021-11-27,1.699
2021-11-28,1.699
2021-11-29,1.728
2021-11-30,1.822
2021-12-01,1.85
2021-12-02,1.8
2021-12-03,1.752
2021-12-04,1.752
2021-12-05,1.752
2021-12-06,1.757
2021-12-07,1.698
2021-12-08,1.717
2021-12-09,1.574
2021-12-10,1.569
2021-12-11,1.569
2021-12-12,1.569
2021-12-13,1.607
2021-12-14,1.568
2021-12-15,1.807
2021-12-16,1.717
2021-12-17,1.657
2021-12-18,1.657
2021-12-19,1.657
2021-12-20,1.759
2021-12-21,1.738
2021-12-22,1.72
2021-12-23,1.71
2021-12-24,1.71
2021-12-25,1.71
2021-12-26,1.71
2021-12-27,1.676
2021-12-28,1.708
2021-12-29,1.702
2021-12-30,1.71
2021-12-31,1.705
2022-01-01,1.705
2022-01-02,1.705
2022-01-03,1.722
2022-01-04,1.663
2022-01-05,1.586
2022-01-06,1.669
2022-01-07,1.701
2022-01-08,1.701
2022-01-09,1.701
2022-01-10,1.74
2022-01-11,1.756
2022-01-12,1.697
2022-01-13,1.727
2022-01-14,1.757
2022-01-15,1.757
2022-01-16,1.757
2022-01-17,1.757
2022-01-18,1.824
2022-01-19,1.867
2022-01-20,1.94
2022-01-21,2.092
2022-01-22,2.092
2022-01-23,2.092
2022-01-24,2.042
2022-01-25,2.067
2022-01-26,2.092
2022-01-27,2.06
2022-01-28,2.028
2022-01-29,2.028
2022-01-30,2.028
2022-01-31,2.005
2022-02-01,1.848
2022-02-02,1.773
2022-02-03,1.769
2022-02-04,1.785
2022-02-05,1.785
2022-02-06,1.785
2022-02-07,1.787
2022-02-08,1.718
2022-02-09,1.654
2022-02-10,1.633
2022-02-11,1.677
2022-02-12,1.677
2022-02-13,1.677
2022-02-14,1.692
2022-02-15,1.633
2022-02-16,1.619
2022-02-17,1.642
2022-02-18,1.615
2022-02-19,1.615
2022-02-20,1.615
2022-02-21,1.615
2022-02-22,1.673
2022-02-23,1.683
2022-02-24,1.643
2022-02-25,1.527
2022-02-26,1.527
2022-02-27,1.527
2022-02-28,1.509
2022-03-01,1.516
2022-03-02,1.469
2022-03-03,1.474
2022-03-04,1.461
2022-03-05,1.461
2022-03-06,1.461
2022-03-07,1.537
2022-03-08,1.609
2022-03-09,1.559
2022-03-10,1.524
2022-03-11,1.505
2022-03-12,1.505
2022-03-13,1.505
2022-03-14,1.541
2022-03-15,1.502
2022-03-16,1.506
2022-03-17,1.508
2022-03-18,1.495
2022-03-19,1.495
2022-03-20,1.495
2022-03-21,1.426
2022-03-22,1.413
2022-03-23,1.383
2022-03-24,1.326
2022-03-25,1.291
2022-03-26,1.291
2022-03-27,1.291
2022-03-28,1.323
2022-03-29,1.352
2022-03-30,1.357
2022-03-31,1.365
2022-04-01,1.359
2022-04-02,1.359
2022-04-03,1.359
2022-04-04,1.357
2022-04-05,1.363
2022-04-06,1.385
2022-04-07,1.344
2022-04-08,1.346
2022-04-09,1.346
2022-04-10,1.346
2022-04-11,1.328
2022-04-12,1.29
2022-04-13,1.243
2022-04-14,1.227
2022-04-15,1.227
2022-04-16,1.227
2022-04-17,1.227
2022-04-18,1.191
2022-04-19,1.17
2022-04-20,1.188
2022-04-21,1.145
2022-04-22,1.248
2022-04-23,1.248
2022-04-24,1.248
2022-04-25,1.268
2022-04-26,1.28
2022-04-27,1.264
2022-04-28,1.251
2022-04-29,1.299
2022-04-30,1.299
2022-05-01,1.299
2022-05-02,1.34
2022-05-03,1.321
2022-05-04,1.301
2022-05-05,1.427
2022-05-06,1.472
2022-05-07,1.472
2022-05-08,1.472
2022-05-09,1.546
2022-05-10,1.552
2022-05-11,1.596
2022-05-12,1.613
2022-05-13,1.624
2022-05-14,1.624
2022-05-15,1.624
2022-05-16,1.679
2022-05-17,1.607
2022-05-18,1.687
2022-05-19,1.665
2022-05-20,1.676
2022-05-21,1.676
2022-05-22,1.676
2022-05-23,1.591
2022-05-24,1.618
2022-05-25,1.562
2022-05-26,1.511
2022-05-27,1.459
2022-05-28,1.459
2022-05-29,1.459
2022-05-30,1.459
2022-05-31,1.573
2022-06-01,1.594
2022-06-02,1.583
2022-06-03,1.619
2022-06-04,1.619
2022-06-05,1.619
2022-06-06,1.609
2022-06-07,1.557
2022-06-08,1.604
2022-06-09,1.685
2022-06-10,1.734
2022-06-11,1.734
2022-06-12,1.734
2022-06-13,1.856
2022-06-14,1.832
2022-06-15,1.726
2022-06-16,1.786
2022-06-17,1.763
2022-06-18,1.763
2022-06-19,1.763
2022-06-20,1.763
2022-06-21,1.791
2022-06-22,1.864
2022-06-23,1.896
2022-06-24,1.81
2022-06-25,1.81
2022-06-26,1.81
2022-06-27,1.826
2022-06-28,1.862
2022-06-29,1.883
2022-06-30,1.916
2022-07-01,1.894
2022-07-02,1.894
2022-07-03,1.894
2022-07-04,1.894
2022-07-05,1.913
2022-07-06,1.889
2022-07-07,1.811
2022-07-08,1.835
2022-07-09,1.835
2022-07-10,1.835
2022-07-11,1.856
2022-07-12,1.833
2022-07-13,1.824
2022-07-14,1.846
2022-07-15,1.814
2022-07-16,1.814
2022-07-17,1.814
2022-07-18,1.748
2022-07-19,1.722
2022-07-20,1.715
2022-07-21,1.571
2022-07-22,1.697
2022-07-23,1.697
2022-07-24,1.697
2022-07-25,1.664
2022-07-26,1.649
2022-07-27,1.597
2022-07-28,1.559
2022-07-29,1.497
2022-07-30,1.497
2022-07-31,1.497
2022-08-01,1.508
2022-08-02,1.539
2022-08-03,1.548
2022-08-04,1.515
2022-08-05,1.488
2022-08-06,1.488
2022-08-07,1.488
2022-08-08,1.489
2022-08-09,1.467
2022-08-10,1.437
2022-08-11,1.433
2022-08-12,1.423
2022-08-13,1.423
2022-08-14,1.423
2022-08-15,1.433
2022-08-16,1.426
2022-08-17,1.448
2022-08-18,1.427
2022-08-19,1.472
2022-08-20,1.472
2022-08-21,1.472
2022-08-22,1.502
2022-08-23,1.479
2022-08-24,1.472
2022-08-25,1.41
2022-08-26,1.447
2022-08-27,1.447
2022-08-28,1.447
2022-08-29,1.457
2022-08-30,1.504
2022-08-31,1.53
2022-09-01,1.559
2022-09-02,1.555
2022-09-03,1.555
2022-09-04,1.555
2022-09-05,1.555
2022-09-06,1.513
2022-09-07,1.5
2022-09-08,1.459
2022-09-09,1.417
2022-09-10,1.417
2022-09-11,1.417
2022-09-12,1.475
2022-09-13,1.536
2022-09-14,1.731
2022-09-15,1.782
2022-09-16,1.785
2022-09-17,1.785
2022-09-18,1.785
2022-09-19,1.711
2022-09-20,1.791
2022-09-21,1.84
2022-09-22,1.868
2022-09-23,1.921
2022-09-24,1.921
2022-09-25,1.921
2022-09-26,1.967
2022-09-27,1.931
2022-09-28,1.902
2022-09-29,1.922
2022-09-30,1.892
2022-10-01,1.892
2022-10-02,1.892
2022-10-03,1.77
2022-10-04,1.696
2022-10-05,1.718
2022-10-06,1.718
2022-10-07,1.76
2022-10-08,1.76
2022-10-09,1.76
2022-10-10,1.714
2022-10-11,1.703
2022-10-12,1.696
2022-10-13,1.632
2022-10-14,1.705
2022-10-15,1.705
2022-10-16,1.705
2022-10-17,1.658
2022-10-18,1.626
2022-10-19,1.661
2022-10-20,1.62
2022-10-21,1.493
2022-10-22,1.493
2022-10-23,1.493
2022-10-24,1.502
2022-10-25,1.481
2022-10-26,1.476
2022-10-27,1.492
2022-10-28,1.509
2022-10-29,1.509
2022-10-30,1.509
2022-10-31,1.539
2022-11-01,1.503
2022-11-02,1.571
2022-11-03,1.57
2022-11-04,1.514
2022-11-05,1.514
2022-11-06,1.514
2022-11-07,1.505
2022-11-08,1.503
2022-11-09,1.543
2022-11-10,1.454
2022-11-11,1.457
2022-11-12,1.457
2022-11-13,1.457
2022-11-14,1.422
2022-11-15,1.404
2022-11-16,1.428
2022-11-17,1.423
2022-11-18,1.424
2022-11-19,1.424
2022-11-20,1.424
2022-11-21,1.357
2022-11-22,1.329
2022-11-23,1.35
2022-11-24,1.35
2022-11-25,1.355
2022-11-26,1.355
2022-11-27,1.355
2022-11-28,1.371
2022-11-29,1.376
2022-11-30,1.348
2022-12-01,1.355
2022-12-02,1.311
2022-12-03,1.311
2022-12-04,1.311
2022-12-05,1.339
2022-12-06,1.322
2022-12-07,1.35
2022-12-08,1.34
2022-12-09,1.376
2022-12-10,1.376
2022-12-11,1.376
2022-12-12,1.367
2022-12-13,1.354
2022-12-14,1.368
2022-12-15,1.509
2022-12-16,1.515
2022-12-17,1.515
2022-12-18,1.515
2022-12-19,1.539
2022-12-20,1.514
2022-12-21,1.476
2022-12-22,1.481
2022-12-23,1.49
2022-12-24,1.49
2022-12-25,1.49
2022-12-26,1.49
2022-12-27,1.485
2022-12-28,1.511
2022-12-29,1.513
2022-12-30,1.533
2022-12-31,1.533
2023-01-01,1.533
2023-01-02,1.533
2023-01-03,1.542
2023-01-04,1.475
2023-01-05,1.474
2023-01-06,1.404
2023-01-07,1.404
2023-01-08,1.404
2023-01-09,1.432
2023-01-10,1.337
2023-01-11,1.299
2023-01-12,1.289
2023-01-13,1.274
2023-01-14,1.274
2023-01-15,1.274
2023-01-16,1.274
2023-01-17,1.294
2023-01-18,1.318
2023-01-19,1.331
2023-01-20,1.308
2023-01-21,1.308
2023-01-22,1.308
2023-01-23,1.305
2023-01-24,1.303
2023-01-25,1.281
2023-01-26,1.185
2023-01-27,1.206
2023-01-28,1.206
2023-01-29,1.206
2023-01-30,1.21
2023-01-31,1.191
2023-02-01,1.15
2023-02-02,1.139
2023-02-03,1.139
2023-02-04,1.139
2023-02-05,1.139
2023-02-06,1.188
2023-02-07,1.207
2023-02-08,1.214
2023-02-09,1.234
2023-02-10,1.23
2023-02-11,1.23
2023-02-12,1.23
2023-02-13,1.204
2023-02-14,1.179
2023-02-15,1.187
2023-02-16,1.189
2023-02-17,1.201
2023-02-18,1.201
2023-02-19,1.201
2023-02-20,1.201
2023-02-21,1.234
2023-02-22,1.235
2023-02-23,1.236
2023-02-24,1.242
2023-02-25,1.242
2023-02-26,1.242
2023-02-27,1.229
2023-02-28,1.205
2023-03-01,1.221
2023-03-02,1.186
2023-03-03,1.169
2023-03-04,1.169
2023-03-05,1.169
2023-03-06,1.187
2023-03-07,1.217
2023-03-08,1.203
2023-03-09,1.242
2023-03-10,1.315
2023-03-11,1.315
2023-03-12,1.315
2023-03-13,1.344
2023-03-14,1.337
2023-03-15,1.439
2023-03-16,1.435
2023-03-17,1.412
2023-03-18,1.412
2023-03-19,1.412
2023-03-20,1.377
2023-03-21,1.338
2023-03-22,1.38
2023-03-23,1.375
2023-03-24,1.369
2023-03-25,1.369
2023-03-26,1.369
2023-03-27,1.363
2023-03-28,1.373
2023-03-29,1.358
2023-03-30,1.34
2023-03-31,1.313
2023-04-01,1.313
2023-04-02,1.313
2023-04-03,1.314
2023-04-04,1.411
2023-04-05,1.414
2023-04-06,1.394
2023-04-07,1.394
2023-04-08,1.394
2023-04-09,1.394
2023-04-10,1.382
2023-04-11,1.364
2023-04-12,1.374
2023-04-13,1.382
2023-04-14,1.388
2023-04-15,1.388
2023-04-16,1.388
2023-04-17,1.374
2023-04-18,1.346
2023-04-19,1.377
2023-04-20,1.305
2023-04-21,1.325
2023-04-22,1.325
2023-04-23,1.325
2023-04-24,1.311
2023-04-25,1.374
2023-04-26,1.412
2023-04-27,1.376
2023-04-28,1.377
2023-04-29,1.377
2023-04-30,1.377
2023-05-01,1.378
2023-05-02,1.392
2023-05-03,1.395
2023-05-04,1.458
2023-05-05,1.433
2023-05-06,1.433
2023-05-07,1.433
2023-05-08,1.44
2023-05-09,1.455
2023-05-10,1.482
2023-05-11,1.483
2023-05-12,1.467
2023-05-13,1.467
2023-05-14,1.467
2023-05-15,1.452
2023-05-16,1.491
2023-05-17,1.461
2023-05-18,1.454
2023-05-19,1.469
2023-05-20,1.469
2023-05-21,1.469
2023-05-22,1.455
2023-05-23,1.492
2023-05-24,1.532
2023-05-25,1.517
2023-05-26,1.501
2023-05-27,1.501
2023-05-28,1.501
2023-05-29,1.501
2023-05-30,1.536
2023-05-31,1.547
2023-06-01,1.536
2023-06-02,1.446
2023-06-03,1.446
2023-06-04,1.446
2023-06-05,1.45
2023-06-06,1.424
2023-06-07,1.381
2023-06-08,1.391
2023-06-09,1.404
2023-06-10,1.404
2023-06-11,1.404
2023-06-12,1.376
2023-06-13,1.323
2023-06-14,1.356
2023-06-15,1.351
2023-06-16,1.349
2023-06-17,1.349
2023-06-18,1.349
2023-06-19,1.349
2023-06-20,1.366
2023-06-21,1.346
2023-06-22,1.334
