,UPS US Equity
2023-06-23,4.008
2023-06-24,4.008
2023-06-25,4.008
2023-06-26,3.927
2023-06-27,3.884
2023-06-28,3.862
2023-06-29,3.854
2023-06-30,3.785
2023-07-01,3.785
2023-07-02,3.785
2023-07-03,3.692
2023-07-04,3.692
2023-07-05,3.77
2023-07-06,3.783
2023-07-07,3.773
2023-07-08,3.773
2023-07-09,3.773
2023-07-10,3.74
2023-07-11,3.661
2023-07-12,3.637
2023-07-13,3.659
2023-07-14,3.661
2023-07-15,3.661
2023-07-16,3.661
2023-07-17,3.712
2023-07-18,3.675
2023-07-19,3.646
2023-07-20,3.628
2023-07-21,3.621
2023-07-22,3.621
2023-07-23,3.621
2023-07-24,3.601
2023-07-25,3.672
2023-07-26,3.69
2023-07-27,3.648
2023-07-28,3.621
2023-07-29,3.621
2023-07-30,3.621
2023-07-31,3.636
2023-08-01,3.668
2023-08-02,3.711
2023-08-03,3.749
2023-08-04,3.76
2023-08-05,3.76
2023-08-06,3.76
2023-08-07,3.735
2023-08-08,3.784
2023-08-09,3.803
2023-08-10,3.782
2023-08-11,3.84
2023-08-12,3.84
2023-08-13,3.84
2023-08-14,3.864
2023-08-15,3.914
2023-08-16,3.972
2023-08-17,3.977
2023-08-18,3.965
2023-08-19,3.965
2023-08-20,3.965
2023-08-21,4.024
2023-08-22,4.073
2023-08-23,4.024
2023-08-24,4.07
2023-08-25,4.024
2023-08-26,4.024
2023-08-27,4.024
2023-08-28,4.025
2023-08-29,3.957
2023-08-30,3.951
2023-08-31,4.012
2023-09-01,4.036
2023-09-02,4.036
2023-09-03,4.036
2023-09-04,4.036
2023-09-05,4.135
2023-09-06,4.177
2023-09-07,4.179
2023-09-08,4.21
2023-09-09,4.21
2023-09-10,4.21
2023-09-11,4.225
2023-09-12,4.325
2023-09-13,4.273
2023-09-14,4.196
2023-09-15,4.193
2023-09-16,4.193
2023-09-17,4.193
2023-09-18,4.244
2023-09-19,4.267
2023-09-20,4.277
2023-09-21,4.338
2023-09-22,4.384
2023-09-23,4.384
2023-09-24,4.384
2023-09-25,4.369
2023-09-26,4.438
2023-09-27,4.424
2023-09-28,4.347
2023-09-29,4.334
2023-09-30,4.334
2023-10-01,4.334
2023-10-02,4.36
2023-10-03,4.398
2023-10-04,4.399
2023-10-05,4.408
2023-10-06,4.383
2023-10-07,4.383
2023-10-08,4.383
2023-10-09,4.381
2023-10-10,4.347
2023-10-11,4.354
2023-10-12,4.352
2023-10-13,4.36
2023-10-14,4.36
2023-10-15,4.36
2023-10-16,4.316
2023-10-17,4.302
2023-10-18,4.396
2023-10-19,4.447
2023-10-20,4.449
2023-10-21,4.449
2023-10-22,4.449
2023-10-23,4.564
2023-10-24,4.528
2023-10-25,4.602
2023-10-26,4.877
2023-10-27,4.998
2023-10-28,4.998
2023-10-29,4.998
2023-10-30,4.856
2023-10-31,4.738
2023-11-01,4.787
2023-11-02,4.714
2023-11-03,4.685
2023-11-04,4.685
2023-11-05,4.685
2023-11-06,4.704
2023-11-07,4.715
2023-11-08,4.712
2023-11-09,4.795
2023-11-10,4.802
2023-11-11,4.802
2023-11-12,4.802
2023-11-13,4.8
2023-11-14,4.633
2023-11-15,4.507
2023-11-16,4.515
2023-11-17,4.482
2023-11-18,4.482
2023-11-19,4.482
2023-11-20,4.434
2023-11-21,4.428
2023-11-22,4.4
2023-11-23,4.4
2023-11-24,4.363
2023-11-25,4.363
2023-11-26,4.363
2023-11-27,4.434
2023-11-28,4.409
2023-11-29,4.364
2023-11-30,4.383
2023-12-01,4.29
2023-12-02,4.29
2023-12-03,4.29
2023-12-04,4.262
2023-12-05,4.311
2023-12-06,4.28
2023-12-07,4.246
2023-12-08,4.252
2023-12-09,4.252
2023-12-10,4.252
2023-12-11,4.266
2023-12-12,4.277
2023-12-13,4.226
2023-12-14,4.093
2023-12-15,4.079
2023-12-16,4.079
2023-12-17,4.079
2023-12-18,4.113
2023-12-19,4.112
2023-12-20,4.234
2023-12-21,4.229
2023-12-22,4.199
2023-12-23,4.199
2023-12-24,4.199
2023-12-25,4.199
2023-12-26,4.191
2023-12-27,4.222
2023-12-28,4.21
2023-12-29,4.212
2023-12-30,4.212
2023-12-31,4.212
2024-01-01,4.212
2024-01-02,4.182
2024-01-03,4.204
2024-01-04,4.218
2024-01-05,4.172
2024-01-06,4.172
2024-01-07,4.172
2024-01-08,4.173
2024-01-09,4.172
2024-01-10,4.139
2024-01-11,4.19
2024-01-12,4.203
2024-01-13,4.203
2024-01-14,4.203
2024-01-15,4.203
2024-01-16,4.284
2024-01-17,4.305
2024-01-18,4.251
2024-01-19,4.241
2024-01-20,4.241
2024-01-21,4.241
2024-01-22,4.195
2024-01-23,4.157
2024-01-24,4.249
2024-01-25,4.166
2024-01-26,4.177
2024-01-27,4.177
2024-01-28,4.177
2024-01-29,4.211
2024-01-30,4.556
2024-01-31,4.658
2024-02-01,4.641
2024-02-02,4.649
2024-02-03,4.649
2024-02-04,4.649
2024-02-05,4.741
2024-02-06,4.519
2024-02-07,4.478
2024-02-08,4.458
2024-02-09,4.508
2024-02-10,4.508
2024-02-11,4.508
2024-02-12,4.472
2024-02-13,4.551
2024-02-14,4.572
2024-02-15,4.486
2024-02-16,4.394
2024-02-17,4.394
2024-02-18,4.394
2024-02-19,4.394
2024-02-20,4.387
2024-02-21,4.398
2024-02-22,4.355
2024-02-23,4.387
2024-02-24,4.387
2024-02-25,4.387
2024-02-26,4.421
2024-02-27,4.398
2024-02-28,4.413
2024-02-29,4.398
2024-03-01,4.404
2024-03-02,4.404
2024-03-03,4.404
2024-03-04,4.33
2024-03-05,4.357
2024-03-06,4.275
2024-03-07,4.251
2024-03-08,4.236
2024-03-09,4.236
2024-03-10,4.236
2024-03-11,4.214
2024-03-12,4.143
2024-03-13,4.214
2024-03-14,4.237
2024-03-15,4.252
2024-03-16,4.252
2024-03-17,4.252
2024-03-18,4.299
2024-03-19,4.257
2024-03-20,4.214
2024-03-21,4.198
2024-03-22,4.173
2024-03-23,4.173
2024-03-24,4.173
2024-03-25,4.165
2024-03-26,4.535
2024-03-27,4.426
2024-03-28,4.387
2024-03-29,4.387
2024-03-30,4.387
2024-03-31,4.387
2024-04-01,4.417
2024-04-02,4.372
2024-04-03,4.283
2024-04-04,4.347
2024-04-05,4.308
2024-04-06,4.308
2024-04-07,4.308
2024-04-08,4.343
