,DE US Equity
2021-08-17,1.085
2021-08-18,1.098
2021-08-19,1.137
2021-08-20,1.194
2021-08-21,1.194
2021-08-22,1.194
2021-08-23,1.157
2021-08-24,1.14
2021-08-25,1.115
2021-08-26,1.105
2021-08-27,1.106
2021-08-28,1.106
2021-08-29,1.106
2021-08-30,1.101
2021-08-31,1.11
2021-09-01,1.114
2021-09-02,1.09
2021-09-03,1.078
2021-09-04,1.078
2021-09-05,1.078
2021-09-06,1.078
2021-09-07,1.129
2021-09-08,1.133
2021-09-09,1.15
2021-09-10,1.156
2021-09-11,1.156
2021-09-12,1.156
2021-09-13,1.161
2021-09-14,1.179
2021-09-15,1.166
2021-09-16,1.181
2021-09-17,1.202
2021-09-18,1.202
2021-09-19,1.202
2021-09-20,1.235
2021-09-21,1.245
2021-09-22,1.231
2021-09-23,1.194
2021-09-24,1.201
2021-09-25,1.201
2021-09-26,1.201
2021-09-27,1.191
2021-09-28,1.185
2021-09-29,1.192
2021-09-30,1.249
2021-10-01,1.223
2021-10-02,1.223
2021-10-03,1.223
2021-10-04,1.236
2021-10-05,1.237
2021-10-06,1.236
2021-10-07,1.216
2021-10-08,1.219
2021-10-09,1.219
2021-10-10,1.219
2021-10-11,1.258
2021-10-12,1.265
2021-10-13,1.272
2021-10-14,1.269
2021-10-15,1.182
2021-10-16,1.182
2021-10-17,1.182
2021-10-18,1.185
2021-10-19,1.146
2021-10-20,1.143
2021-10-21,1.147
2021-10-22,1.154
2021-10-23,1.154
2021-10-24,1.154
2021-10-25,1.115
2021-10-26,1.153
2021-10-27,1.163
2021-10-28,1.125
2021-10-29,1.149
2021-10-30,1.149
2021-10-31,1.149
2021-11-01,1.096
2021-11-02,1.107
2021-11-03,1.146
2021-11-04,1.121
2021-11-05,1.107
2021-11-06,1.107
2021-11-07,1.107
2021-11-08,1.09
2021-11-09,1.105
2021-11-10,1.115
2021-11-11,1.105
2021-11-12,1.096
2021-11-13,1.096
2021-11-14,1.096
2021-11-15,1.073
2021-11-16,1.071
2021-11-17,1.097
2021-11-18,1.086
2021-11-19,1.12
2021-11-20,1.12
2021-11-21,1.12
2021-11-22,1.11
2021-11-23,1.11
2021-11-24,1.057
2021-11-25,1.057
2021-11-26,1.084
2021-11-27,1.084
2021-11-28,1.084
2021-11-29,1.119
2021-11-30,1.128
2021-12-01,1.141
2021-12-02,1.111
2021-12-03,1.142
2021-12-04,1.142
2021-12-05,1.142
2021-12-06,1.125
2021-12-07,1.104
2021-12-08,1.105
2021-12-09,1.102
2021-12-10,1.113
2021-12-11,1.113
2021-12-12,1.113
2021-12-13,1.135
2021-12-14,1.144
2021-12-15,1.215
2021-12-16,1.2
2021-12-17,1.18
2021-12-18,1.18
2021-12-19,1.18
2021-12-20,1.21
2021-12-21,1.171
2021-12-22,1.181
2021-12-23,1.173
2021-12-24,1.173
2021-12-25,1.173
2021-12-26,1.173
2021-12-27,1.168
2021-12-28,1.171
2021-12-29,1.185
2021-12-30,1.194
2021-12-31,1.191
2022-01-01,1.191
2022-01-02,1.191
2022-01-03,1.167
2022-01-04,1.1
2022-01-05,1.098
2022-01-06,1.085
2022-01-07,1.079
2022-01-08,1.079
2022-01-09,1.079
2022-01-10,1.075
2022-01-11,1.073
2022-01-12,1.086
2022-01-13,1.076
2022-01-14,1.078
2022-01-15,1.078
2022-01-16,1.078
2022-01-17,1.078
2022-01-18,1.074
2022-01-19,1.097
2022-01-20,1.124
2022-01-21,1.132
2022-01-22,1.132
2022-01-23,1.132
2022-01-24,1.133
2022-01-25,1.12
2022-01-26,1.108
2022-01-27,1.097
2022-01-28,1.103
2022-01-29,1.103
2022-01-30,1.103
2022-01-31,1.095
2022-02-01,1.091
2022-02-02,1.101
2022-02-03,1.112
2022-02-04,1.116
2022-02-05,1.116
2022-02-06,1.116
2022-02-07,1.108
2022-02-08,1.058
2022-02-09,1.043
2022-02-10,1.049
2022-02-11,1.05
2022-02-12,1.05
2022-02-13,1.05
2022-02-14,1.065
2022-02-15,1.048
2022-02-16,1.056
2022-02-17,1.084
2022-02-18,1.209
2022-02-19,1.209
2022-02-20,1.209
2022-02-21,1.209
2022-02-22,1.262
2022-02-23,1.322
2022-02-24,1.302
2022-02-25,1.286
2022-02-26,1.286
2022-02-27,1.286
2022-02-28,1.24
2022-03-01,1.244
2022-03-02,1.187
2022-03-03,1.169
2022-03-04,1.144
2022-03-05,1.144
2022-03-06,1.144
2022-03-07,1.21
2022-03-08,1.223
2022-03-09,1.21
2022-03-10,1.294
2022-03-11,1.256
2022-03-12,1.256
2022-03-13,1.256
2022-03-14,1.242
2022-03-15,1.259
2022-03-16,1.26
2022-03-17,1.204
2022-03-18,1.184
2022-03-19,1.184
2022-03-20,1.184
2022-03-21,1.158
2022-03-22,1.144
2022-03-23,1.134
2022-03-24,1.132
2022-03-25,1.121
2022-03-26,1.121
2022-03-27,1.121
2022-03-28,1.09
2022-03-29,1.142
2022-03-30,1.1
2022-03-31,1.101
2022-04-01,1.097
2022-04-02,1.097
2022-04-03,1.097
2022-04-04,1.095
2022-04-05,1.1
2022-04-06,1.106
2022-04-07,1.111
2022-04-08,1.088
2022-04-09,1.088
2022-04-10,1.088
2022-04-11,1.087
2022-04-12,1.084
2022-04-13,1.065
2022-04-14,1.042
2022-04-15,1.042
2022-04-16,1.042
2022-04-17,1.042
2022-04-18,1.037
2022-04-19,1.039
2022-04-20,1.04
2022-04-21,1.072
2022-04-22,1.127
2022-04-23,1.127
2022-04-24,1.127
2022-04-25,1.18
2022-04-26,1.191
2022-04-27,1.18
2022-04-28,1.182
2022-04-29,1.204
2022-04-30,1.204
2022-05-01,1.204
2022-05-02,1.193
2022-05-03,1.168
2022-05-04,1.147
2022-05-05,1.187
2022-05-06,1.205
2022-05-07,1.205
2022-05-08,1.205
2022-05-09,1.247
2022-05-10,1.247
2022-05-11,1.249
2022-05-12,1.253
2022-05-13,1.24
2022-05-14,1.24
2022-05-15,1.24
2022-05-16,1.214
2022-05-17,1.183
2022-05-18,1.233
2022-05-19,1.247
2022-05-20,1.439
2022-05-21,1.439
2022-05-22,1.439
2022-05-23,1.344
2022-05-24,1.337
2022-05-25,1.314
2022-05-26,1.327
2022-05-27,1.295
2022-05-28,1.295
2022-05-29,1.295
2022-05-30,1.295
2022-05-31,1.334
2022-06-01,1.355
2022-06-02,1.322
2022-06-03,1.322
2022-06-04,1.322
2022-06-05,1.322
2022-06-06,1.315
2022-06-07,1.298
2022-06-08,1.345
2022-06-09,1.382
2022-06-10,1.424
2022-06-11,1.424
2022-06-12,1.424
2022-06-13,1.469
2022-06-14,1.462
2022-06-15,1.444
2022-06-16,1.498
2022-06-17,1.474
2022-06-18,1.474
2022-06-19,1.474
2022-06-20,1.474
2022-06-21,1.445
2022-06-22,1.497
2022-06-23,1.599
2022-06-24,1.531
2022-06-25,1.531
2022-06-26,1.531
2022-06-27,1.509
2022-06-28,1.539
2022-06-29,1.577
2022-06-30,1.583
2022-07-01,1.572
2022-07-02,1.572
2022-07-03,1.572
2022-07-04,1.572
2022-07-05,1.623
2022-07-06,1.64
2022-07-07,1.56
2022-07-08,1.55
2022-07-09,1.55
2022-07-10,1.55
2022-07-11,1.582
2022-07-12,1.596
2022-07-13,1.591
2022-07-14,1.604
2022-07-15,1.586
2022-07-16,1.586
2022-07-17,1.586
2022-07-18,1.585
2022-07-19,1.515
2022-07-20,1.497
2022-07-21,1.492
2022-07-22,1.512
2022-07-23,1.512
2022-07-24,1.512
2022-07-25,1.462
2022-07-26,1.478
2022-07-27,1.45
2022-07-28,1.424
2022-07-29,1.376
2022-07-30,1.376
2022-07-31,1.376
2022-08-01,1.396
2022-08-02,1.417
2022-08-03,1.403
2022-08-04,1.379
2022-08-05,1.375
2022-08-06,1.375
2022-08-07,1.375
2022-08-08,1.374
2022-08-09,1.374
2022-08-10,1.34
2022-08-11,1.305
2022-08-12,1.283
2022-08-13,1.283
2022-08-14,1.283
2022-08-15,1.29
2022-08-16,1.276
2022-08-17,1.295
2022-08-18,1.283
2022-08-19,1.32
2022-08-20,1.32
2022-08-21,1.32
2022-08-22,1.36
2022-08-23,1.341
2022-08-24,1.318
2022-08-25,1.295
2022-08-26,1.325
2022-08-27,1.325
2022-08-28,1.325
2022-08-29,1.321
2022-08-30,1.371
2022-08-31,1.384
2022-09-01,1.389
2022-09-02,1.395
2022-09-03,1.395
2022-09-04,1.395
2022-09-05,1.395
2022-09-06,1.4
2022-09-07,1.381
2022-09-08,1.371
2022-09-09,1.358
2022-09-10,1.358
2022-09-11,1.358
2022-09-12,1.351
2022-09-13,1.391
2022-09-14,1.4
2022-09-15,1.409
2022-09-16,1.426
2022-09-17,1.426
2022-09-18,1.426
2022-09-19,1.393
2022-09-20,1.422
2022-09-21,1.446
2022-09-22,1.461
2022-09-23,1.513
2022-09-24,1.513
2022-09-25,1.513
2022-09-26,1.522
2022-09-27,1.507
2022-09-28,1.462
2022-09-29,1.478
2022-09-30,1.51
2022-10-01,1.51
2022-10-02,1.51
2022-10-03,1.465
2022-10-04,1.399
2022-10-05,1.417
2022-10-06,1.418
2022-10-07,1.415
2022-10-08,1.415
2022-10-09,1.415
2022-10-10,1.402
2022-10-11,1.38
2022-10-12,1.388
2022-10-13,1.365
2022-10-14,1.404
2022-10-15,1.404
2022-10-16,1.404
2022-10-17,1.382
2022-10-18,1.35
2022-10-19,1.35
2022-10-20,1.371
2022-10-21,1.308
2022-10-22,1.308
2022-10-23,1.308
2022-10-24,1.299
2022-10-25,1.28
2022-10-26,1.281
2022-10-27,1.27
2022-10-28,1.263
2022-10-29,1.263
2022-10-30,1.263
2022-10-31,1.266
2022-11-01,1.289
2022-11-02,1.299
2022-11-03,1.273
2022-11-04,1.268
2022-11-05,1.268
2022-11-06,1.268
2022-11-07,1.257
2022-11-08,1.239
2022-11-09,1.262
2022-11-10,1.23
2022-11-11,1.234
2022-11-12,1.234
2022-11-13,1.234
2022-11-14,1.232
2022-11-15,1.231
2022-11-16,1.233
2022-11-17,1.214
2022-11-18,1.206
2022-11-19,1.206
2022-11-20,1.206
2022-11-21,1.213
2022-11-22,1.199
2022-11-23,1.149
2022-11-24,1.149
2022-11-25,1.149
2022-11-26,1.149
2022-11-27,1.149
2022-11-28,1.15
2022-11-29,1.151
2022-11-30,1.151
2022-12-01,1.163
2022-12-02,1.156
2022-12-03,1.156
2022-12-04,1.156
2022-12-05,1.179
2022-12-06,1.175
2022-12-07,1.166
2022-12-08,1.16
2022-12-09,1.18
2022-12-10,1.18
2022-12-11,1.18
2022-12-12,1.174
2022-12-13,1.173
2022-12-14,1.17
2022-12-15,1.194
2022-12-16,1.192
2022-12-17,1.192
2022-12-18,1.192
2022-12-19,1.188
2022-12-20,1.181
2022-12-21,1.164
2022-12-22,1.179
2022-12-23,1.176
2022-12-24,1.176
2022-12-25,1.176
2022-12-26,1.176
2022-12-27,1.179
2022-12-28,1.195
2022-12-29,1.196
2022-12-30,1.196
2022-12-31,1.196
2023-01-01,1.196
2023-01-02,1.196
2023-01-03,1.208
2023-01-04,1.21
2023-01-05,1.236
2023-01-06,1.202
2023-01-07,1.202
2023-01-08,1.202
2023-01-09,1.197
2023-01-10,1.172
2023-01-11,1.182
2023-01-12,1.175
2023-01-13,1.166
2023-01-14,1.166
2023-01-15,1.166
2023-01-16,1.166
2023-01-17,1.17
2023-01-18,1.203
2023-01-19,1.254
2023-01-20,1.248
2023-01-21,1.248
2023-01-22,1.248
2023-01-23,1.252
2023-01-24,1.23
2023-01-25,1.239
2023-01-26,1.217
2023-01-27,1.226
2023-01-28,1.226
2023-01-29,1.226
2023-01-30,1.219
2023-01-31,1.212
2023-02-01,1.2
2023-02-02,1.261
2023-02-03,1.262
2023-02-04,1.262
2023-02-05,1.262
2023-02-06,1.25
2023-02-07,1.252
2023-02-08,1.257
2023-02-09,1.256
2023-02-10,1.227
2023-02-11,1.227
2023-02-12,1.227
2023-02-13,1.234
2023-02-14,1.252
2023-02-15,1.25
2023-02-16,1.272
2023-02-17,1.194
2023-02-18,1.194
2023-02-19,1.194
2023-02-20,1.194
2023-02-21,1.21
2023-02-22,1.214
2023-02-23,1.218
2023-02-24,1.241
2023-02-25,1.241
2023-02-26,1.241
2023-02-27,1.229
2023-02-28,1.236
2023-03-01,1.235
2023-03-02,1.231
2023-03-03,1.214
2023-03-04,1.214
2023-03-05,1.214
2023-03-06,1.227
2023-03-07,1.249
2023-03-08,1.231
2023-03-09,1.24
2023-03-10,1.319
2023-03-11,1.319
2023-03-12,1.319
2023-03-13,1.312
2023-03-14,1.295
2023-03-15,1.335
2023-03-16,1.333
2023-03-17,1.352
2023-03-18,1.352
2023-03-19,1.352
2023-03-20,1.322
2023-03-21,1.295
2023-03-22,1.32
2023-03-23,1.33
2023-03-24,1.349
2023-03-25,1.349
2023-03-26,1.349
2023-03-27,1.327
2023-03-28,1.318
2023-03-29,1.3
2023-03-30,1.287
2023-03-31,1.258
2023-04-01,1.258
2023-04-02,1.258
2023-04-03,1.252
2023-04-04,1.306
2023-04-05,1.39
2023-04-06,1.405
2023-04-07,1.405
2023-04-08,1.405
2023-04-09,1.405
2023-04-10,1.377
2023-04-11,1.364
2023-04-12,1.352
2023-04-13,1.35
2023-04-14,1.34
2023-04-15,1.34
2023-04-16,1.34
2023-04-17,1.327
2023-04-18,1.31
2023-04-19,1.323
2023-04-20,1.331
2023-04-21,1.343
2023-04-22,1.343
2023-04-23,1.343
2023-04-24,1.339
2023-04-25,1.369
2023-04-26,1.387
2023-04-27,1.397
2023-04-28,1.375
2023-04-29,1.375
2023-04-30,1.375
2023-05-01,1.36
2023-05-02,1.354
2023-05-03,1.359
2023-05-04,1.391
2023-05-05,1.363
2023-05-06,1.363
2023-05-07,1.363
2023-05-08,1.366
2023-05-09,1.362
2023-05-10,1.366
2023-05-11,1.394
2023-05-12,1.389
2023-05-13,1.389
2023-05-14,1.389
2023-05-15,1.404
2023-05-16,1.433
2023-05-17,1.412
2023-05-18,1.402
2023-05-19,1.437
2023-05-20,1.437
2023-05-21,1.437
2023-05-22,1.457
2023-05-23,1.457
2023-05-24,1.485
2023-05-25,1.482
2023-05-26,1.472
2023-05-27,1.472
2023-05-28,1.472
2023-05-29,1.472
2023-05-30,1.5
2023-05-31,1.523
2023-06-01,1.494
2023-06-02,1.42
2023-06-03,1.42
2023-06-04,1.42
2023-06-05,1.459
2023-06-06,1.42
2023-06-07,1.39
2023-06-08,1.393
2023-06-09,1.4
2023-06-10,1.4
2023-06-11,1.4
2023-06-12,1.37
2023-06-13,1.332
2023-06-14,1.33
2023-06-15,1.3
2023-06-16,1.288
2023-06-17,1.288
2023-06-18,1.288
2023-06-19,1.288
2023-06-20,1.287
2023-06-21,1.26
2023-06-22,1.263
2023-06-23,1.298
