,STLD US Equity
2023-06-23,1.674
2023-06-24,1.674
2023-06-25,1.674
2023-06-26,1.657
2023-06-27,1.611
2023-06-28,1.607
2023-06-29,1.569
2023-06-30,1.572
2023-07-01,1.572
2023-07-02,1.572
2023-07-03,1.546
2023-07-04,1.546
2023-07-05,1.627
2023-07-06,1.646
2023-07-07,1.628
2023-07-08,1.628
2023-07-09,1.628
2023-07-10,1.627
2023-07-11,1.603
2023-07-12,1.601
2023-07-13,1.587
2023-07-14,1.603
2023-07-15,1.603
2023-07-16,1.603
2023-07-17,1.58
2023-07-18,1.554
2023-07-19,1.605
2023-07-20,1.654
2023-07-21,1.701
2023-07-22,1.701
2023-07-23,1.701
2023-07-24,1.673
2023-07-25,1.623
2023-07-26,1.644
2023-07-27,1.665
2023-07-28,1.644
2023-07-29,1.644
2023-07-30,1.644
2023-07-31,1.601
2023-08-01,1.595
2023-08-02,1.619
2023-08-03,1.618
2023-08-04,1.644
2023-08-05,1.644
2023-08-06,1.644
2023-08-07,1.633
2023-08-08,1.641
2023-08-09,1.632
2023-08-10,1.659
2023-08-11,1.667
2023-08-12,1.667
2023-08-13,1.667
2023-08-14,1.584
2023-08-15,1.636
2023-08-16,1.611
2023-08-17,1.617
2023-08-18,1.62
2023-08-19,1.62
2023-08-20,1.62
2023-08-21,1.642
2023-08-22,1.626
2023-08-23,1.657
2023-08-24,1.687
2023-08-25,1.676
2023-08-26,1.676
2023-08-27,1.676
2023-08-28,1.67
2023-08-29,1.6
2023-08-30,1.602
2023-08-31,1.6
2023-09-01,1.66
2023-09-02,1.66
2023-09-03,1.66
2023-09-04,1.66
2023-09-05,1.687
2023-09-06,1.713
2023-09-07,1.695
2023-09-08,1.73
2023-09-09,1.73
2023-09-10,1.73
2023-09-11,1.775
2023-09-12,1.778
2023-09-13,1.805
2023-09-14,1.737
2023-09-15,1.804
2023-09-16,1.804
2023-09-17,1.804
2023-09-18,1.824
2023-09-19,1.802
2023-09-20,1.785
2023-09-21,1.797
2023-09-22,1.77
2023-09-23,1.77
2023-09-24,1.77
2023-09-25,1.714
2023-09-26,1.74
2023-09-27,1.681
2023-09-28,1.682
2023-09-29,1.662
2023-09-30,1.662
2023-10-01,1.662
2023-10-02,1.676
2023-10-03,1.678
2023-10-04,1.672
2023-10-05,1.666
2023-10-06,1.646
2023-10-07,1.646
2023-10-08,1.646
2023-10-09,1.639
2023-10-10,1.623
2023-10-11,1.613
2023-10-12,1.684
2023-10-13,1.682
2023-10-14,1.682
2023-10-15,1.682
2023-10-16,1.702
2023-10-17,1.661
2023-10-18,1.715
2023-10-19,1.788
2023-10-20,1.793
2023-10-21,1.793
2023-10-22,1.793
2023-10-23,1.796
2023-10-24,1.746
2023-10-25,1.777
2023-10-26,1.733
2023-10-27,1.704
2023-10-28,1.704
2023-10-29,1.704
2023-10-30,1.696
2023-10-31,1.633
2023-11-01,1.596
2023-11-02,1.56
2023-11-03,1.555
2023-11-04,1.555
2023-11-05,1.555
2023-11-06,1.556
2023-11-07,1.578
2023-11-08,1.593
2023-11-09,1.6
2023-11-10,1.596
2023-11-11,1.596
2023-11-12,1.596
2023-11-13,1.619
2023-11-14,1.571
2023-11-15,1.564
2023-11-16,1.583
2023-11-17,1.568
2023-11-18,1.568
2023-11-19,1.568
2023-11-20,1.555
2023-11-21,1.544
2023-11-22,1.544
2023-11-23,1.544
2023-11-24,1.56
2023-11-25,1.56
2023-11-26,1.56
2023-11-27,1.509
2023-11-28,1.523
2023-11-29,1.506
2023-11-30,1.46
2023-12-01,1.453
2023-12-02,1.453
2023-12-03,1.453
2023-12-04,1.465
2023-12-05,1.492
2023-12-06,1.53
2023-12-07,1.521
2023-12-08,1.537
2023-12-09,1.537
2023-12-10,1.537
2023-12-11,1.516
2023-12-12,1.529
2023-12-13,1.526
2023-12-14,1.478
2023-12-15,1.414
2023-12-16,1.414
2023-12-17,1.414
2023-12-18,1.442
2023-12-19,1.428
2023-12-20,1.464
2023-12-21,1.465
2023-12-22,1.445
2023-12-23,1.445
2023-12-24,1.445
2023-12-25,1.445
2023-12-26,1.452
2023-12-27,1.456
2023-12-28,1.473
2023-12-29,1.486
2023-12-30,1.486
2023-12-31,1.486
2024-01-01,1.486
2024-01-02,1.476
2024-01-03,1.473
2024-01-04,1.507
2024-01-05,1.51
2024-01-06,1.51
2024-01-07,1.51
2024-01-08,1.499
2024-01-09,1.553
2024-01-10,1.555
2024-01-11,1.551
2024-01-12,1.55
2024-01-13,1.55
2024-01-14,1.55
2024-01-15,1.55
2024-01-16,1.567
2024-01-17,1.556
2024-01-18,1.552
2024-01-19,1.549
2024-01-20,1.549
2024-01-21,1.549
2024-01-22,1.515
2024-01-23,1.506
2024-01-24,1.505
2024-01-25,1.513
2024-01-26,1.512
2024-01-27,1.512
2024-01-28,1.512
2024-01-29,1.501
2024-01-30,1.432
2024-01-31,1.453
2024-02-01,1.464
2024-02-02,1.484
2024-02-03,1.484
2024-02-04,1.484
2024-02-05,1.467
2024-02-06,1.483
2024-02-07,1.431
2024-02-08,1.428
2024-02-09,1.426
2024-02-10,1.426
2024-02-11,1.426
2024-02-12,1.44
2024-02-13,1.506
2024-02-14,1.489
2024-02-15,1.444
2024-02-16,1.453
2024-02-17,1.453
2024-02-18,1.453
2024-02-19,1.453
2024-02-20,1.461
2024-02-21,1.468
2024-02-22,1.436
2024-02-23,1.411
2024-02-24,1.411
2024-02-25,1.411
2024-02-26,1.367
2024-02-27,1.347
2024-02-28,1.352
2024-02-29,1.339
2024-03-01,1.34
2024-03-02,1.34
2024-03-03,1.34
2024-03-04,1.376
2024-03-05,1.394
2024-03-06,1.379
2024-03-07,1.353
2024-03-08,1.374
2024-03-09,1.374
2024-03-10,1.374
2024-03-11,1.391
2024-03-12,1.386
2024-03-13,1.353
2024-03-14,1.372
2024-03-15,1.33
2024-03-16,1.33
2024-03-17,1.33
2024-03-18,1.31
2024-03-19,1.302
2024-03-20,1.285
2024-03-21,1.275
2024-03-22,1.273
2024-03-23,1.273
2024-03-24,1.273
2024-03-25,1.272
2024-03-26,1.266
2024-03-27,1.244
2024-03-28,1.233
2024-03-29,1.233
2024-03-30,1.233
2024-03-31,1.233
2024-04-01,1.225
2024-04-02,1.222
2024-04-03,1.224
2024-04-04,1.232
2024-04-05,1.228
2024-04-06,1.228
2024-04-07,1.228
2024-04-08,1.223
