,ZBH US Equity
2020-09-27,0.855
2020-09-28,0.847
2020-09-29,0.864
2020-09-30,0.847
2020-10-01,0.84
2020-10-02,0.838
2020-10-03,0.838
2020-10-04,0.838
2020-10-05,0.814
2020-10-06,0.817
2020-10-07,0.796
2020-10-08,0.786
2020-10-09,0.779
2020-10-10,0.779
2020-10-11,0.779
2020-10-12,0.773
2020-10-13,0.796
2020-10-14,0.791
2020-10-15,0.782
2020-10-16,0.785
2020-10-17,0.785
2020-10-18,0.785
2020-10-19,0.812
2020-10-20,0.813
2020-10-21,0.813
2020-10-22,0.806
2020-10-23,0.808
2020-10-24,0.808
2020-10-25,0.808
2020-10-26,0.827
2020-10-27,0.832
2020-10-28,0.865
2020-10-29,0.862
2020-10-30,0.873
2020-10-31,0.873
2020-11-01,0.873
2020-11-02,0.87
2020-11-03,0.845
2020-11-04,0.843
2020-11-05,0.828
2020-11-06,0.816
2020-11-07,0.816
2020-11-08,0.816
2020-11-09,0.725
2020-11-10,0.752
2020-11-11,0.756
2020-11-12,0.761
2020-11-13,0.746
2020-11-14,0.746
2020-11-15,0.746
2020-11-16,0.752
2020-11-17,0.753
2020-11-18,0.762
2020-11-19,0.771
2020-11-20,0.774
2020-11-21,0.774
2020-11-22,0.774
2020-11-23,0.773
2020-11-24,0.748
2020-11-25,0.755
2020-11-26,0.755
2020-11-27,0.753
2020-11-28,0.753
2020-11-29,0.753
2020-11-30,0.758
2020-12-01,0.773
2020-12-02,0.764
2020-12-03,0.772
2020-12-04,0.758
2020-12-05,0.758
2020-12-06,0.758
2020-12-07,0.776
2020-12-08,0.771
2020-12-09,0.768
2020-12-10,0.774
2020-12-11,0.797
2020-12-12,0.797
2020-12-13,0.797
2020-12-14,0.792
2020-12-15,0.764
2020-12-16,0.759
2020-12-17,0.746
2020-12-18,0.744
2020-12-19,0.744
2020-12-20,0.744
2020-12-21,0.76
2020-12-22,0.682
2020-12-23,0.691
2020-12-24,0.689
2020-12-25,0.689
2020-12-26,0.689
2020-12-27,0.689
2020-12-28,0.69
2020-12-29,0.674
2020-12-30,0.675
2020-12-31,0.667
2021-01-01,0.667
2021-01-02,0.667
2021-01-03,0.667
2021-01-04,0.671
2021-01-05,0.66
2021-01-06,0.641
2021-01-07,0.645
2021-01-08,0.647
2021-01-09,0.647
2021-01-10,0.647
2021-01-11,0.646
2021-01-12,0.643
2021-01-13,0.631
2021-01-14,0.632
2021-01-15,0.642
2021-01-16,0.642
2021-01-17,0.642
2021-01-18,0.642
2021-01-19,0.643
2021-01-20,0.629
2021-01-21,0.631
2021-01-22,0.638
2021-01-23,0.638
2021-01-24,0.638
2021-01-25,0.645
2021-01-26,0.65
2021-01-27,0.673
2021-01-28,0.654
2021-01-29,0.669
2021-01-30,0.669
2021-01-31,0.669
2021-02-01,0.668
2021-02-02,0.648
2021-02-03,0.648
2021-02-04,0.639
2021-02-05,0.643
2021-02-06,0.643
2021-02-07,0.643
2021-02-08,0.643
2021-02-09,0.646
2021-02-10,0.641
2021-02-11,0.634
2021-02-12,0.637
2021-02-13,0.637
2021-02-14,0.637
2021-02-15,0.637
2021-02-16,0.641
2021-02-17,0.648
2021-02-18,0.655
2021-02-19,0.656
2021-02-20,0.656
2021-02-21,0.656
2021-02-22,0.641
2021-02-23,0.635
2021-02-24,0.628
2021-02-25,0.625
2021-02-26,0.63
2021-02-27,0.63
2021-02-28,0.63
2021-03-01,0.629
2021-03-02,0.638
2021-03-03,0.643
2021-03-04,0.658
2021-03-05,0.648
2021-03-06,0.648
2021-03-07,0.648
2021-03-08,0.657
2021-03-09,0.656
2021-03-10,0.641
2021-03-11,0.641
2021-03-12,0.628
2021-03-13,0.628
2021-03-14,0.628
2021-03-15,0.635
2021-03-16,0.639
2021-03-17,0.638
2021-03-18,0.645
2021-03-19,0.64
2021-03-20,0.64
2021-03-21,0.64
2021-03-22,0.639
2021-03-23,0.656
2021-03-24,0.651
2021-03-25,0.649
2021-03-26,0.634
2021-03-27,0.634
2021-03-28,0.634
2021-03-29,0.639
2021-03-30,0.635
2021-03-31,0.639
2021-04-01,0.639
2021-04-02,0.639
2021-04-03,0.639
2021-04-04,0.639
2021-04-05,0.629
2021-04-06,0.626
2021-04-07,0.629
2021-04-08,0.622
2021-04-09,0.604
2021-04-10,0.604
2021-04-11,0.604
2021-04-12,0.608
2021-04-13,0.607
2021-04-14,0.608
2021-04-15,0.596
2021-04-16,0.595
2021-04-17,0.595
2021-04-18,0.595
2021-04-19,0.593
2021-04-20,0.589
2021-04-21,0.579
2021-04-22,0.577
2021-04-23,0.576
2021-04-24,0.576
2021-04-25,0.576
2021-04-26,0.582
2021-04-27,0.58
2021-04-28,0.573
2021-04-29,0.573
2021-04-30,0.577
2021-05-01,0.577
2021-05-02,0.577
2021-05-03,0.575
2021-05-04,0.64
2021-05-05,0.638
2021-05-06,0.639
2021-05-07,0.642
2021-05-08,0.642
2021-05-09,0.642
2021-05-10,0.644
2021-05-11,0.661
2021-05-12,0.676
2021-05-13,0.669
2021-05-14,0.662
2021-05-15,0.662
2021-05-16,0.662
2021-05-17,0.668
2021-05-18,0.665
2021-05-19,0.668
2021-05-20,0.663
2021-05-21,0.662
2021-05-22,0.662
2021-05-23,0.662
2021-05-24,0.66
2021-05-25,0.66
2021-05-26,0.674
2021-05-27,0.661
2021-05-28,0.658
2021-05-29,0.658
2021-05-30,0.658
2021-05-31,0.658
2021-06-01,0.666
2021-06-02,0.688
2021-06-03,0.692
2021-06-04,0.696
2021-06-05,0.696
2021-06-06,0.696
2021-06-07,0.701
2021-06-08,0.703
2021-06-09,0.7
2021-06-10,0.695
2021-06-11,0.7
2021-06-12,0.7
2021-06-13,0.7
2021-06-14,0.703
2021-06-15,0.699
2021-06-16,0.701
2021-06-17,0.69
2021-06-18,0.699
2021-06-19,0.699
2021-06-20,0.699
2021-06-21,0.677
2021-06-22,0.666
2021-06-23,0.673
2021-06-24,0.674
2021-06-25,0.667
2021-06-26,0.667
2021-06-27,0.667
2021-06-28,0.675
2021-06-29,0.686
2021-06-30,0.688
2021-07-01,0.678
2021-07-02,0.676
2021-07-03,0.676
2021-07-04,0.676
2021-07-05,0.676
2021-07-06,0.679
2021-07-07,0.686
2021-07-08,0.694
2021-07-09,0.694
2021-07-10,0.694
2021-07-11,0.694
2021-07-12,0.692
2021-07-13,0.704
2021-07-14,0.711
2021-07-15,0.722
2021-07-16,0.721
2021-07-17,0.721
2021-07-18,0.721
2021-07-19,0.736
2021-07-20,0.71
2021-07-21,0.693
2021-07-22,0.697
2021-07-23,0.691
2021-07-24,0.691
2021-07-25,0.691
2021-07-26,0.693
2021-07-27,0.679
2021-07-28,0.68
2021-07-29,0.679
2021-07-30,0.677
2021-07-31,0.677
2021-08-01,0.677
2021-08-02,0.678
2021-08-03,0.665
2021-08-04,0.689
2021-08-05,0.68
2021-08-06,0.686
2021-08-07,0.686
2021-08-08,0.686
2021-08-09,0.693
2021-08-10,0.701
2021-08-11,0.701
2021-08-12,0.698
2021-08-13,0.699
2021-08-14,0.699
2021-08-15,0.699
2021-08-16,0.697
2021-08-17,0.691
2021-08-18,0.708
2021-08-19,0.709
2021-08-20,0.702
2021-08-21,0.702
2021-08-22,0.702
2021-08-23,0.703
2021-08-24,0.687
2021-08-25,0.679
2021-08-26,0.683
2021-08-27,0.681
2021-08-28,0.681
2021-08-29,0.681
2021-08-30,0.682
2021-08-31,0.679
2021-09-01,0.677
2021-09-02,0.685
2021-09-03,0.696
2021-09-04,0.696
2021-09-05,0.696
2021-09-06,0.696
2021-09-07,0.697
2021-09-08,0.693
2021-09-09,0.708
2021-09-10,0.727
2021-09-11,0.727
2021-09-12,0.727
2021-09-13,0.724
2021-09-14,0.692
2021-09-15,0.7
2021-09-16,0.699
2021-09-17,0.698
2021-09-18,0.698
2021-09-19,0.698
2021-09-20,0.711
2021-09-21,0.718
2021-09-22,0.703
2021-09-23,0.681
2021-09-24,0.678
2021-09-25,0.678
2021-09-26,0.678
2021-09-27,0.676
2021-09-28,0.679
2021-09-29,0.685
2021-09-30,0.699
2021-10-01,0.684
2021-10-02,0.684
2021-10-03,0.684
2021-10-04,0.697
2021-10-05,0.701
2021-10-06,0.699
2021-10-07,0.692
2021-10-08,0.698
2021-10-09,0.698
2021-10-10,0.698
2021-10-11,0.711
2021-10-12,0.716
2021-10-13,0.717
2021-10-14,0.702
2021-10-15,0.699
2021-10-16,0.699
2021-10-17,0.699
2021-10-18,0.706
2021-10-19,0.687
2021-10-20,0.681
2021-10-21,0.678
2021-10-22,0.68
2021-10-23,0.68
2021-10-24,0.68
2021-10-25,0.677
2021-10-26,0.683
2021-10-27,0.699
2021-10-28,0.703
2021-10-29,0.715
2021-10-30,0.715
2021-10-31,0.715
2021-11-01,0.702
2021-11-02,0.702
2021-11-03,0.688
2021-11-04,0.743
2021-11-05,0.722
2021-11-06,0.722
2021-11-07,0.722
2021-11-08,0.744
2021-11-09,0.761
2021-11-10,0.764
2021-11-11,0.771
2021-11-12,0.773
2021-11-13,0.773
2021-11-14,0.773
2021-11-15,0.78
2021-11-16,0.776
2021-11-17,0.78
2021-11-18,0.794
2021-11-19,0.794
2021-11-20,0.794
2021-11-21,0.794
2021-11-22,0.786
2021-11-23,0.784
2021-11-24,0.785
2021-11-25,0.785
2021-11-26,0.814
2021-11-27,0.814
2021-11-28,0.814
2021-11-29,0.828
2021-11-30,0.855
2021-12-01,0.854
2021-12-02,0.832
2021-12-03,0.844
2021-12-04,0.844
2021-12-05,0.844
2021-12-06,0.815
2021-12-07,0.797
2021-12-08,0.793
2021-12-09,0.816
2021-12-10,0.822
2021-12-11,0.822
2021-12-12,0.822
2021-12-13,0.815
2021-12-14,0.83
2021-12-15,0.848
2021-12-16,0.849
2021-12-17,0.847
2021-12-18,0.847
2021-12-19,0.847
2021-12-20,0.86
2021-12-21,0.835
2021-12-22,0.82
2021-12-23,0.806
2021-12-24,0.806
2021-12-25,0.806
2021-12-26,0.806
2021-12-27,0.799
2021-12-28,0.796
2021-12-29,0.796
2021-12-30,0.796
2021-12-31,0.804
2022-01-01,0.804
2022-01-02,0.804
2022-01-03,0.791
2022-01-04,0.783
2022-01-05,0.785
2022-01-06,0.792
2022-01-07,0.797
2022-01-08,0.797
2022-01-09,0.797
2022-01-10,0.805
2022-01-11,0.795
2022-01-12,0.813
2022-01-13,0.797
2022-01-14,0.802
2022-01-15,0.802
2022-01-16,0.802
2022-01-17,0.802
2022-01-18,0.808
2022-01-19,0.828
2022-01-20,0.83
2022-01-21,0.833
2022-01-22,0.833
2022-01-23,0.833
2022-01-24,0.826
2022-01-25,0.844
2022-01-26,0.847
2022-01-27,0.842
2022-01-28,0.845
2022-01-29,0.845
2022-01-30,0.845
2022-01-31,0.83
2022-02-01,0.824
2022-02-02,0.839
2022-02-03,0.842
2022-02-04,0.831
2022-02-05,0.831
2022-02-06,0.831
2022-02-07,0.957
2022-02-08,0.885
2022-02-09,0.884
2022-02-10,0.893
2022-02-11,0.913
2022-02-12,0.913
2022-02-13,0.913
2022-02-14,0.907
2022-02-15,0.869
2022-02-16,0.866
2022-02-17,0.884
2022-02-18,0.877
2022-02-19,0.877
2022-02-20,0.877
2022-02-21,0.877
2022-02-22,0.863
2022-02-23,0.866
2022-02-24,0.859
2022-02-25,0.837
2022-02-26,0.837
2022-02-27,0.837
2022-02-28,0.834
2022-03-01,0.829
2022-03-02,0.839
2022-03-03,0.843
2022-03-04,0.855
2022-03-05,0.855
2022-03-06,0.855
2022-03-07,0.882
2022-03-08,0.889
2022-03-09,0.875
2022-03-10,0.862
2022-03-11,0.866
2022-03-12,0.866
2022-03-13,0.866
2022-03-14,0.875
2022-03-15,0.863
2022-03-16,0.853
2022-03-17,0.851
2022-03-18,0.854
2022-03-19,0.854
2022-03-20,0.854
2022-03-21,0.852
2022-03-22,0.856
2022-03-23,0.854
2022-03-24,0.831
2022-03-25,0.823
2022-03-26,0.823
2022-03-27,0.823
2022-03-28,0.819
2022-03-29,0.794
2022-03-30,0.8
2022-03-31,0.805
2022-04-01,0.806
2022-04-02,0.806
2022-04-03,0.806
2022-04-04,0.818
2022-04-05,0.797
2022-04-06,0.805
2022-04-07,0.792
2022-04-08,0.794
2022-04-09,0.794
2022-04-10,0.794
2022-04-11,0.806
2022-04-12,0.807
2022-04-13,0.799
2022-04-14,0.811
2022-04-15,0.811
2022-04-16,0.811
2022-04-17,0.811
2022-04-18,0.816
2022-04-19,0.783
2022-04-20,0.764
2022-04-21,0.776
2022-04-22,0.813
2022-04-23,0.813
2022-04-24,0.813
2022-04-25,0.8
2022-04-26,0.823
2022-04-27,0.832
2022-04-28,0.82
2022-04-29,0.847
2022-04-30,0.847
2022-05-01,0.847
2022-05-02,0.847
2022-05-03,0.849
2022-05-04,0.813
2022-05-05,0.838
2022-05-06,0.854
2022-05-07,0.854
2022-05-08,0.854
2022-05-09,0.893
2022-05-10,0.9
2022-05-11,0.906
2022-05-12,0.916
2022-05-13,0.9
2022-05-14,0.9
2022-05-15,0.9
2022-05-16,0.899
2022-05-17,0.867
2022-05-18,0.889
2022-05-19,0.886
2022-05-20,0.88
2022-05-21,0.88
2022-05-22,0.88
2022-05-23,0.857
2022-05-24,0.867
2022-05-25,0.869
2022-05-26,0.858
2022-05-27,0.864
2022-05-28,0.864
2022-05-29,0.864
2022-05-30,0.864
2022-05-31,0.861
2022-06-01,0.861
2022-06-02,0.842
2022-06-03,0.852
2022-06-04,0.852
2022-06-05,0.852
2022-06-06,0.868
2022-06-07,0.862
2022-06-08,0.867
2022-06-09,0.893
2022-06-10,0.906
2022-06-11,0.906
2022-06-12,0.906
2022-06-13,0.933
2022-06-14,0.976
2022-06-15,0.96
2022-06-16,0.995
2022-06-17,1.001
2022-06-18,1.001
2022-06-19,1.001
2022-06-20,1.001
2022-06-21,1.005
2022-06-22,0.976
2022-06-23,0.966
2022-06-24,0.941
2022-06-25,0.941
2022-06-26,0.941
2022-06-27,0.945
2022-06-28,0.963
2022-06-29,0.962
2022-06-30,0.976
2022-07-01,0.956
2022-07-02,0.956
2022-07-03,0.956
2022-07-04,0.956
2022-07-05,0.959
2022-07-06,0.969
2022-07-07,0.966
2022-07-08,0.973
2022-07-09,0.973
2022-07-10,0.973
2022-07-11,0.992
2022-07-12,0.995
2022-07-13,1.001
2022-07-14,1.008
2022-07-15,0.99
2022-07-16,0.99
2022-07-17,0.99
2022-07-18,0.991
2022-07-19,0.956
2022-07-20,0.949
2022-07-21,0.945
2022-07-22,0.958
2022-07-23,0.958
2022-07-24,0.958
2022-07-25,0.95
2022-07-26,0.949
2022-07-27,0.922
2022-07-28,0.925
2022-07-29,0.929
2022-07-30,0.929
2022-07-31,0.929
2022-08-01,0.934
2022-08-02,0.897
2022-08-03,0.885
2022-08-04,0.902
2022-08-05,0.903
2022-08-06,0.903
2022-08-07,0.903
2022-08-08,0.904
2022-08-09,0.909
2022-08-10,0.89
2022-08-11,0.89
2022-08-12,0.873
2022-08-13,0.873
2022-08-14,0.873
2022-08-15,0.876
2022-08-16,0.881
2022-08-17,0.892
2022-08-18,0.893
2022-08-19,0.903
2022-08-20,0.903
2022-08-21,0.903
2022-08-22,0.919
2022-08-23,0.936
2022-08-24,0.933
2022-08-25,0.914
2022-08-26,0.952
2022-08-27,0.952
2022-08-28,0.952
2022-08-29,0.951
2022-08-30,0.953
2022-08-31,0.962
2022-09-01,0.958
2022-09-02,0.969
2022-09-03,0.969
2022-09-04,0.969
2022-09-05,0.969
2022-09-06,0.975
2022-09-07,0.942
2022-09-08,0.923
2022-09-09,0.893
2022-09-10,0.893
2022-09-11,0.893
2022-09-12,0.858
2022-09-13,0.879
2022-09-14,0.879
2022-09-15,0.884
2022-09-16,0.908
2022-09-17,0.908
2022-09-18,0.908
2022-09-19,0.902
2022-09-20,0.915
2022-09-21,0.928
2022-09-22,0.947
2022-09-23,0.963
2022-09-24,0.963
2022-09-25,0.963
2022-09-26,0.973
2022-09-27,0.976
2022-09-28,0.951
2022-09-29,0.953
2022-09-30,0.976
2022-10-01,0.976
2022-10-02,0.976
2022-10-03,0.951
2022-10-04,0.914
2022-10-05,0.907
2022-10-06,0.923
2022-10-07,0.943
2022-10-08,0.943
2022-10-09,0.943
2022-10-10,0.954
2022-10-11,0.942
2022-10-12,0.953
2022-10-13,0.933
2022-10-14,0.955
2022-10-15,0.955
2022-10-16,0.955
2022-10-17,0.924
2022-10-18,0.936
2022-10-19,0.944
2022-10-20,0.96
2022-10-21,0.95
2022-10-22,0.95
2022-10-23,0.95
2022-10-24,0.936
2022-10-25,0.922
2022-10-26,0.909
2022-10-27,0.915
2022-10-28,0.9
2022-10-29,0.9
2022-10-30,0.9
2022-10-31,0.9
2022-11-01,0.913
2022-11-02,0.94
2022-11-03,0.969
2022-11-04,0.974
2022-11-05,0.974
2022-11-06,0.974
2022-11-07,0.95
2022-11-08,0.962
2022-11-09,0.966
2022-11-10,0.91
2022-11-11,0.889
2022-11-12,0.889
2022-11-13,0.889
2022-11-14,0.907
2022-11-15,0.893
2022-11-16,0.893
2022-11-17,0.911
2022-11-18,0.896
2022-11-19,0.896
2022-11-20,0.896
2022-11-21,0.892
2022-11-22,0.886
2022-11-23,0.866
2022-11-24,0.866
2022-11-25,0.857
2022-11-26,0.857
2022-11-27,0.857
2022-11-28,0.868
2022-11-29,0.859
2022-11-30,0.851
2022-12-01,0.828
2022-12-02,0.831
2022-12-03,0.831
2022-12-04,0.831
2022-12-05,0.836
2022-12-06,0.842
2022-12-07,0.823
2022-12-08,0.808
2022-12-09,0.817
2022-12-10,0.817
2022-12-11,0.817
2022-12-12,0.806
2022-12-13,0.792
2022-12-14,0.793
2022-12-15,0.8
2022-12-16,0.81
2022-12-17,0.81
2022-12-18,0.81
2022-12-19,0.814
2022-12-20,0.811
2022-12-21,0.8
2022-12-22,0.802
2022-12-23,0.801
2022-12-24,0.801
2022-12-25,0.801
2022-12-26,0.801
2022-12-27,0.797
2022-12-28,0.805
2022-12-29,0.794
2022-12-30,0.796
2022-12-31,0.796
2023-01-01,0.796
2023-01-02,0.796
2023-01-03,0.797
2023-01-04,0.794
2023-01-05,0.805
2023-01-06,0.807
2023-01-07,0.807
2023-01-08,0.807
2023-01-09,0.805
2023-01-10,0.809
2023-01-11,0.816
2023-01-12,0.824
2023-01-13,0.822
2023-01-14,0.822
2023-01-15,0.822
2023-01-16,0.822
2023-01-17,0.825
2023-01-18,0.831
2023-01-19,0.832
2023-01-20,0.818
2023-01-21,0.818
2023-01-22,0.818
2023-01-23,0.806
2023-01-24,0.809
2023-01-25,0.812
2023-01-26,0.809
2023-01-27,0.806
2023-01-28,0.806
2023-01-29,0.806
2023-01-30,0.806
2023-01-31,0.797
2023-02-01,0.794
2023-02-02,0.796
2023-02-03,0.781
2023-02-04,0.781
2023-02-05,0.781
2023-02-06,0.795
2023-02-07,0.78
2023-02-08,0.781
2023-02-09,0.796
2023-02-10,0.799
2023-02-11,0.799
2023-02-12,0.799
2023-02-13,0.798
2023-02-14,0.806
2023-02-15,0.808
2023-02-16,0.817
2023-02-17,0.808
2023-02-18,0.808
2023-02-19,0.808
2023-02-20,0.808
2023-02-21,0.821
2023-02-22,0.823
2023-02-23,0.826
2023-02-24,0.829
2023-02-25,0.829
2023-02-26,0.829
2023-02-27,0.825
2023-02-28,0.822
2023-03-01,0.834
2023-03-02,0.827
2023-03-03,0.806
2023-03-04,0.806
2023-03-05,0.806
2023-03-06,0.817
2023-03-07,0.826
2023-03-08,0.835
2023-03-09,0.832
2023-03-10,0.824
2023-03-11,0.824
2023-03-12,0.824
2023-03-13,0.819
2023-03-14,0.804
2023-03-15,0.812
2023-03-16,0.811
2023-03-17,0.819
2023-03-18,0.819
2023-03-19,0.819
2023-03-20,0.806
2023-03-21,0.796
2023-03-22,0.812
2023-03-23,0.814
2023-03-24,0.817
2023-03-25,0.817
2023-03-26,0.817
2023-03-27,0.817
2023-03-28,0.815
2023-03-29,0.809
2023-03-30,0.809
2023-03-31,0.793
2023-04-01,0.793
2023-04-02,0.793
2023-04-03,0.8
2023-04-04,0.801
2023-04-05,0.797
2023-04-06,0.793
2023-04-07,0.793
2023-04-08,0.793
2023-04-09,0.793
2023-04-10,0.8
2023-04-11,0.78
2023-04-12,0.779
2023-04-13,0.773
2023-04-14,0.774
2023-04-15,0.774
2023-04-16,0.774
2023-04-17,0.768
2023-04-18,0.763
2023-04-19,0.742
2023-04-20,0.741
2023-04-21,0.743
2023-04-22,0.743
2023-04-23,0.743
2023-04-24,0.742
2023-04-25,0.737
2023-04-26,0.737
2023-04-27,0.741
2023-04-28,0.74
2023-04-29,0.74
2023-04-30,0.74
2023-05-01,0.738
2023-05-02,0.717
2023-05-03,0.73
2023-05-04,0.746
2023-05-05,0.742
2023-05-06,0.742
2023-05-07,0.742
2023-05-08,0.744
2023-05-09,0.752
2023-05-10,0.744
2023-05-11,0.748
2023-05-12,0.748
2023-05-13,0.748
2023-05-14,0.748
2023-05-15,0.748
2023-05-16,0.756
2023-05-17,0.758
2023-05-18,0.755
2023-05-19,0.755
2023-05-20,0.755
2023-05-21,0.755
2023-05-22,0.753
2023-05-23,0.782
2023-05-24,0.792
2023-05-25,0.797
2023-05-26,0.798
2023-05-27,0.798
2023-05-28,0.798
2023-05-29,0.798
2023-05-30,0.806
2023-05-31,0.8
2023-06-01,0.8
2023-06-02,0.785
2023-06-03,0.785
2023-06-04,0.785
2023-06-05,0.781
2023-06-06,0.782
2023-06-07,0.766
2023-06-08,0.753
2023-06-09,0.749
2023-06-10,0.749
2023-06-11,0.749
2023-06-12,0.752
2023-06-13,0.745
2023-06-14,0.717
2023-06-15,0.714
2023-06-16,0.706
2023-06-17,0.706
2023-06-18,0.706
2023-06-19,0.706
2023-06-20,0.708
2023-06-21,0.712
2023-06-22,0.704
