,ED US Equity
2020-08-16,5.322
2020-08-17,5.259
2020-08-18,5.28
2020-08-19,5.273
2020-08-20,5.349
2020-08-21,5.364
2020-08-22,5.364
2020-08-23,5.364
2020-08-24,5.211
2020-08-25,5.305
2020-08-26,5.472
2020-08-27,5.449
2020-08-28,5.461
2020-08-29,5.461
2020-08-30,5.461
2020-08-31,5.429
2020-09-01,5.56
2020-09-02,5.362
2020-09-03,5.349
2020-09-04,5.352
2020-09-05,5.352
2020-09-06,5.352
2020-09-07,5.352
2020-09-08,5.37
2020-09-09,5.362
2020-09-10,5.372
2020-09-11,5.374
2020-09-12,5.374
2020-09-13,5.374
2020-09-14,5.267
2020-09-15,5.249
2020-09-16,5.166
2020-09-17,5.149
2020-09-18,5.291
2020-09-19,5.291
2020-09-20,5.291
2020-09-21,5.367
2020-09-22,5.304
2020-09-23,5.332
2020-09-24,5.288
2020-09-25,5.159
2020-09-26,5.159
2020-09-27,5.159
2020-09-28,5.122
2020-09-29,5.078
2020-09-30,5.025
2020-10-01,4.946
2020-10-02,4.901
2020-10-03,4.901
2020-10-04,4.901
2020-10-05,4.891
2020-10-06,4.841
2020-10-07,4.836
2020-10-08,4.752
2020-10-09,4.736
2020-10-10,4.736
2020-10-11,4.736
2020-10-12,4.716
2020-10-13,4.749
2020-10-14,4.753
2020-10-15,4.783
2020-10-16,4.889
2020-10-17,4.889
2020-10-18,4.889
2020-10-19,4.789
2020-10-20,4.801
2020-10-21,4.817
2020-10-22,4.751
2020-10-23,4.742
2020-10-24,4.742
2020-10-25,4.742
2020-10-26,4.677
2020-10-27,4.659
2020-10-28,4.827
2020-10-29,4.851
2020-10-30,4.93
2020-10-31,4.93
2020-11-01,4.93
2020-11-02,4.85
2020-11-03,4.94
2020-11-04,5.05
2020-11-05,5.039
2020-11-06,5.164
2020-11-07,5.164
2020-11-08,5.164
2020-11-09,5.067
2020-11-10,4.894
2020-11-11,4.916
2020-11-12,4.99
2020-11-13,4.921
2020-11-14,4.921
2020-11-15,4.921
2020-11-16,4.857
2020-11-17,5.022
2020-11-18,5.123
2020-11-19,5.162
2020-11-20,5.143
2020-11-21,5.143
2020-11-22,5.143
2020-11-23,5.131
2020-11-24,5.078
2020-11-25,5.06
2020-11-26,5.06
2020-11-27,5.118
2020-11-28,5.118
2020-11-29,5.118
2020-11-30,5.22
2020-12-01,5.175
2020-12-02,5.167
2020-12-03,5.243
2020-12-04,5.285
2020-12-05,5.285
2020-12-06,5.285
2020-12-07,5.318
2020-12-08,5.338
2020-12-09,5.361
2020-12-10,5.426
2020-12-11,5.44
2020-12-12,5.44
2020-12-13,5.44
2020-12-14,5.497
2020-12-15,5.452
2020-12-16,5.547
2020-12-17,5.557
2020-12-18,5.496
2020-12-19,5.496
2020-12-20,5.496
2020-12-21,5.59
2020-12-22,5.614
2020-12-23,5.581
2020-12-24,5.551
2020-12-25,5.551
2020-12-26,5.551
2020-12-27,5.551
2020-12-28,5.487
2020-12-29,5.526
2020-12-30,5.506
2020-12-31,5.383
2021-01-01,5.383
2021-01-02,5.383
2021-01-03,5.383
2021-01-04,5.505
2021-01-05,5.568
2021-01-06,5.451
2021-01-07,5.564
2021-01-08,5.563
2021-01-09,5.563
2021-01-10,5.563
2021-01-11,5.66
2021-01-12,5.757
2021-01-13,5.617
2021-01-14,5.712
2021-01-15,5.618
2021-01-16,5.618
2021-01-17,5.618
2021-01-18,5.618
2021-01-19,5.628
2021-01-20,5.591
2021-01-21,5.655
2021-01-22,5.681
2021-01-23,5.681
2021-01-24,5.681
2021-01-25,5.507
2021-01-26,5.535
2021-01-27,5.527
2021-01-28,5.632
2021-01-29,5.587
2021-01-30,5.587
2021-01-31,5.587
2021-02-01,5.589
2021-02-02,5.628
2021-02-03,5.608
2021-02-04,5.602
2021-02-05,5.53
2021-02-06,5.53
2021-02-07,5.53
2021-02-08,5.548
2021-02-09,5.542
2021-02-10,5.469
2021-02-11,5.506
2021-02-12,5.565
2021-02-13,5.565
2021-02-14,5.565
2021-02-15,5.565
2021-02-16,5.583
2021-02-17,5.575
2021-02-18,5.54
2021-02-19,5.689
2021-02-20,5.689
2021-02-21,5.689
2021-02-22,5.707
2021-02-23,5.732
2021-02-24,5.82
2021-02-25,5.776
2021-02-26,5.908
2021-02-27,5.908
2021-02-28,5.908
2021-03-01,5.786
2021-03-02,5.782
2021-03-03,5.752
2021-03-04,5.793
2021-03-05,5.679
2021-03-06,5.679
2021-03-07,5.679
2021-03-08,5.581
2021-03-09,5.566
2021-03-10,5.512
2021-03-11,5.555
2021-03-12,5.468
2021-03-13,5.468
2021-03-14,5.468
2021-03-15,5.401
2021-03-16,5.381
2021-03-17,5.403
2021-03-18,5.371
2021-03-19,5.365
2021-03-20,5.365
2021-03-21,5.365
2021-03-22,5.384
2021-03-23,5.296
2021-03-24,5.203
2021-03-25,5.145
2021-03-26,5.133
2021-03-27,5.133
2021-03-28,5.133
2021-03-29,5.064
2021-03-30,5.137
2021-03-31,5.108
2021-04-01,5.143
2021-04-02,5.143
2021-04-03,5.143
2021-04-04,5.143
2021-04-05,5.075
2021-04-06,5.048
2021-04-07,5.073
2021-04-08,5.086
2021-04-09,5.083
2021-04-10,5.083
2021-04-11,5.083
2021-04-12,5.061
2021-04-13,5.024
2021-04-14,5.005
2021-04-15,4.938
2021-04-16,4.874
2021-04-17,4.874
2021-04-18,4.874
2021-04-19,4.865
2021-04-20,4.804
2021-04-21,4.865
2021-04-22,4.88
2021-04-23,4.922
2021-04-24,4.922
2021-04-25,4.922
2021-04-26,4.959
2021-04-27,5.003
2021-04-28,5.002
2021-04-29,4.969
2021-04-30,4.924
2021-05-01,4.924
2021-05-02,4.924
2021-05-03,4.903
2021-05-04,4.88
2021-05-05,4.958
2021-05-06,4.896
2021-05-07,4.881
2021-05-08,4.881
2021-05-09,4.881
2021-05-10,4.774
2021-05-11,4.805
2021-05-12,4.893
2021-05-13,4.808
2021-05-14,4.827
2021-05-15,4.827
2021-05-16,4.827
2021-05-17,4.842
2021-05-18,4.855
2021-05-19,4.84
2021-05-20,4.813
2021-05-21,4.78
2021-05-22,4.78
2021-05-23,4.78
2021-05-24,4.815
2021-05-25,4.851
2021-05-26,4.839
2021-05-27,4.91
2021-05-28,4.887
2021-05-29,4.887
2021-05-30,4.887
2021-05-31,4.887
2021-06-01,4.938
2021-06-02,4.973
2021-06-03,4.942
2021-06-04,4.932
2021-06-05,4.932
2021-06-06,4.932
2021-06-07,4.928
2021-06-08,4.994
2021-06-09,4.955
2021-06-10,4.945
2021-06-11,4.933
2021-06-12,4.933
2021-06-13,4.933
2021-06-14,4.9
2021-06-15,4.9
2021-06-16,4.998
2021-06-17,4.994
2021-06-18,5.114
2021-06-19,5.114
2021-06-20,5.114
2021-06-21,5.067
2021-06-22,5.116
2021-06-23,5.185
2021-06-24,5.188
2021-06-25,5.157
2021-06-26,5.157
2021-06-27,5.157
2021-06-28,5.161
2021-06-29,5.288
2021-06-30,5.312
2021-07-01,5.252
2021-07-02,5.257
2021-07-03,5.257
2021-07-04,5.257
2021-07-05,5.257
2021-07-06,5.223
2021-07-07,5.195
2021-07-08,5.193
2021-07-09,5.197
2021-07-10,5.197
2021-07-11,5.197
2021-07-12,5.193
2021-07-13,5.116
2021-07-14,5.077
2021-07-15,4.997
2021-07-16,4.959
2021-07-17,4.959
2021-07-18,4.959
2021-07-19,5.037
2021-07-20,5.051
2021-07-21,5.106
2021-07-22,5.087
2021-07-23,5.009
2021-07-24,5.009
2021-07-25,5.009
2021-07-26,5.024
2021-07-27,4.92
2021-07-28,4.982
2021-07-29,4.986
2021-07-30,5.037
2021-07-31,5.037
2021-08-01,5.037
2021-08-02,4.988
2021-08-03,4.964
2021-08-04,4.963
2021-08-05,4.932
2021-08-06,4.913
2021-08-07,4.913
2021-08-08,4.913
2021-08-09,4.878
2021-08-10,4.856
2021-08-11,4.811
2021-08-12,4.803
2021-08-13,4.773
2021-08-14,4.773
2021-08-15,4.773
2021-08-16,4.742
2021-08-17,4.756
2021-08-18,4.796
2021-08-19,4.79
2021-08-20,4.774
2021-08-21,4.774
2021-08-22,4.774
2021-08-23,4.847
2021-08-24,4.897
2021-08-25,4.881
2021-08-26,4.884
2021-08-27,4.857
2021-08-28,4.857
2021-08-29,4.857
2021-08-30,4.857
2021-08-31,4.873
2021-09-01,4.81
2021-09-02,4.767
2021-09-03,4.819
2021-09-04,4.819
2021-09-05,4.819
2021-09-06,4.819
2021-09-07,4.91
2021-09-08,4.78
2021-09-09,4.814
2021-09-10,4.923
2021-09-11,4.923
2021-09-12,4.923
2021-09-13,4.941
2021-09-14,4.956
2021-09-15,4.969
2021-09-16,4.992
2021-09-17,5.032
2021-09-18,5.032
2021-09-19,5.032
2021-09-20,5.016
2021-09-21,5.033
2021-09-22,5.02
2021-09-23,5.029
2021-09-24,5.037
2021-09-25,5.037
2021-09-26,5.037
2021-09-27,5.069
2021-09-28,5.095
2021-09-29,5.006
2021-09-30,5.065
2021-10-01,5.135
2021-10-02,5.135
2021-10-03,5.135
2021-10-04,5.022
2021-10-05,5.034
2021-10-06,4.928
2021-10-07,4.943
2021-10-08,5.005
2021-10-09,5.005
2021-10-10,5.005
2021-10-11,4.974
2021-10-12,4.858
2021-10-13,4.835
2021-10-14,4.859
2021-10-15,4.937
2021-10-16,4.937
2021-10-17,4.937
2021-10-18,5.05
2021-10-19,4.993
2021-10-20,4.875
2021-10-21,4.88
2021-10-22,4.838
2021-10-23,4.838
2021-10-24,4.838
2021-10-25,4.851
2021-10-26,4.826
2021-10-27,4.844
2021-10-28,4.825
2021-10-29,4.882
2021-10-30,4.882
2021-10-31,4.882
2021-11-01,4.837
2021-11-02,4.816
2021-11-03,4.782
2021-11-04,4.826
2021-11-05,4.707
2021-11-06,4.707
2021-11-07,4.707
2021-11-08,4.778
2021-11-09,4.73
2021-11-10,4.722
2021-11-11,4.745
2021-11-12,4.772
2021-11-13,4.772
2021-11-14,4.772
2021-11-15,4.673
2021-11-16,4.702
2021-11-17,4.703
2021-11-18,4.694
2021-11-19,4.642
2021-11-20,4.642
2021-11-21,4.642
2021-11-22,4.61
2021-11-23,4.575
2021-11-24,4.572
2021-11-25,4.572
2021-11-26,4.604
2021-11-27,4.604
2021-11-28,4.604
2021-11-29,4.508
2021-11-30,4.693
2021-12-01,4.675
2021-12-02,4.631
2021-12-03,4.525
2021-12-04,4.525
2021-12-05,4.525
2021-12-06,4.479
2021-12-07,4.482
2021-12-08,4.484
2021-12-09,4.476
2021-12-10,4.425
2021-12-11,4.425
2021-12-12,4.425
2021-12-13,4.38
2021-12-14,4.396
2021-12-15,4.325
2021-12-16,4.317
2021-12-17,4.362
2021-12-18,4.362
2021-12-19,4.362
2021-12-20,4.35
2021-12-21,4.385
2021-12-22,4.36
2021-12-23,4.364
2021-12-24,4.364
2021-12-25,4.364
2021-12-26,4.364
2021-12-27,4.366
2021-12-28,4.332
2021-12-29,4.296
2021-12-30,4.292
2021-12-31,4.285
2022-01-01,4.285
2022-01-02,4.285
2022-01-03,4.294
2022-01-04,4.303
2022-01-05,4.273
2022-01-06,4.282
2022-01-07,4.267
2022-01-08,4.267
2022-01-09,4.267
2022-01-10,4.312
2022-01-11,4.401
2022-01-12,4.395
2022-01-13,4.355
2022-01-14,4.377
2022-01-15,4.377
2022-01-16,4.377
2022-01-17,4.377
2022-01-18,4.459
2022-01-19,4.45
2022-01-20,4.456
2022-01-21,4.425
2022-01-22,4.425
2022-01-23,4.425
2022-01-24,4.464
2022-01-25,4.474
2022-01-26,4.498
2022-01-27,4.423
2022-01-28,4.319
2022-01-29,4.319
2022-01-30,4.319
2022-01-31,4.228
2022-02-01,4.247
2022-02-02,4.194
2022-02-03,4.201
2022-02-04,4.245
2022-02-05,4.245
2022-02-06,4.245
2022-02-07,4.22
2022-02-08,4.229
2022-02-09,4.231
2022-02-10,4.349
2022-02-11,4.337
2022-02-12,4.337
2022-02-13,4.337
2022-02-14,4.402
2022-02-15,4.449
2022-02-16,4.465
2022-02-17,4.444
2022-02-18,4.28
2022-02-19,4.28
2022-02-20,4.28
2022-02-21,4.28
2022-02-22,4.273
2022-02-23,4.274
2022-02-24,4.33
2022-02-25,4.197
2022-02-26,4.197
2022-02-27,4.197
2022-02-28,4.206
2022-03-01,4.225
2022-03-02,4.15
2022-03-03,4.086
2022-03-04,4.013
2022-03-05,4.013
2022-03-06,4.013
2022-03-07,4.002
2022-03-08,4.064
2022-03-09,4.081
2022-03-10,4.032
2022-03-11,4.038
2022-03-12,4.038
2022-03-13,4.038
2022-03-14,4.029
2022-03-15,3.99
2022-03-16,4.024
2022-03-17,4.007
2022-03-18,4.067
2022-03-19,4.067
2022-03-20,4.067
2022-03-21,4.026
2022-03-22,4.039
2022-03-23,4.009
2022-03-24,3.945
2022-03-25,3.891
2022-03-26,3.891
2022-03-27,3.891
2022-03-28,3.875
2022-03-29,3.856
2022-03-30,3.796
2022-03-31,3.798
2022-04-01,3.771
2022-04-02,3.771
2022-04-03,3.771
2022-04-04,3.797
2022-04-05,3.769
2022-04-06,3.679
2022-04-07,3.711
2022-04-08,3.697
2022-04-09,3.697
2022-04-10,3.697
2022-04-11,3.74
2022-04-12,3.694
2022-04-13,3.69
2022-04-14,3.685
2022-04-15,3.685
2022-04-16,3.685
2022-04-17,3.685
2022-04-18,3.727
2022-04-19,3.686
2022-04-20,3.671
2022-04-21,3.679
2022-04-22,3.744
2022-04-23,3.744
2022-04-24,3.744
2022-04-25,3.763
2022-04-26,3.795
2022-04-27,3.812
2022-04-28,3.784
2022-04-29,3.894
2022-04-30,3.894
2022-05-01,3.894
2022-05-02,3.925
2022-05-03,3.914
2022-05-04,3.862
2022-05-05,3.897
2022-05-06,3.843
2022-05-07,3.843
2022-05-08,3.843
2022-05-09,3.826
2022-05-10,3.898
2022-05-11,3.831
2022-05-12,3.828
2022-05-13,3.766
2022-05-14,3.766
2022-05-15,3.766
2022-05-16,3.781
2022-05-17,3.731
2022-05-18,3.742
2022-05-19,3.758
2022-05-20,3.717
2022-05-21,3.717
2022-05-22,3.717
2022-05-23,3.646
2022-05-24,3.547
2022-05-25,3.55
2022-05-26,3.566
2022-05-27,3.541
2022-05-28,3.541
2022-05-29,3.541
2022-05-30,3.541
2022-05-31,3.588
2022-06-01,3.611
2022-06-02,3.612
2022-06-03,3.637
2022-06-04,3.637
2022-06-05,3.637
2022-06-06,3.63
2022-06-07,3.616
2022-06-08,3.67
2022-06-09,3.768
2022-06-10,3.743
2022-06-11,3.743
2022-06-12,3.743
2022-06-13,3.907
2022-06-14,4.011
2022-06-15,4.035
2022-06-16,4.062
2022-06-17,4.099
2022-06-18,4.099
2022-06-19,4.099
2022-06-20,4.099
2022-06-21,4.037
2022-06-22,4.006
2022-06-23,3.9
2022-06-24,3.832
2022-06-25,3.832
2022-06-26,3.832
2022-06-27,3.806
2022-06-28,3.784
2022-06-29,3.76
2022-06-30,3.745
2022-07-01,3.662
2022-07-02,3.662
2022-07-03,3.662
2022-07-04,3.662
2022-07-05,3.842
2022-07-06,3.825
2022-07-07,3.858
2022-07-08,3.872
2022-07-09,3.872
2022-07-10,3.872
2022-07-11,3.832
2022-07-12,3.837
2022-07-13,3.849
2022-07-14,3.836
2022-07-15,3.813
2022-07-16,3.813
2022-07-17,3.813
2022-07-18,3.886
2022-07-19,3.862
2022-07-20,3.929
2022-07-21,3.919
2022-07-22,3.85
2022-07-23,3.85
2022-07-24,3.85
2022-07-25,3.783
2022-07-26,3.732
2022-07-27,3.719
2022-07-28,3.614
2022-07-29,3.585
2022-07-30,3.585
2022-07-31,3.585
2022-08-01,3.62
2022-08-02,3.63
2022-08-03,3.628
2022-08-04,3.653
2022-08-05,3.662
2022-08-06,3.662
2022-08-07,3.662
2022-08-08,3.613
2022-08-09,3.598
2022-08-10,3.595
2022-08-11,3.614
2022-08-12,3.591
2022-08-13,3.591
2022-08-14,3.591
2022-08-15,3.549
2022-08-16,3.53
2022-08-17,3.511
2022-08-18,3.498
2022-08-19,3.512
2022-08-20,3.512
2022-08-21,3.512
2022-08-22,3.552
2022-08-23,3.575
2022-08-24,3.571
2022-08-25,3.55
2022-08-26,3.584
2022-08-27,3.584
2022-08-28,3.584
2022-08-29,3.559
2022-08-30,3.592
2022-08-31,3.613
2022-09-01,3.551
2022-09-02,3.586
2022-09-03,3.586
2022-09-04,3.586
2022-09-05,3.586
2022-09-06,3.612
2022-09-07,3.488
2022-09-08,3.508
2022-09-09,3.501
2022-09-10,3.501
2022-09-11,3.501
2022-09-12,3.465
2022-09-13,3.573
2022-09-14,3.532
2022-09-15,3.616
2022-09-16,3.626
2022-09-17,3.626
2022-09-18,3.626
2022-09-19,3.587
2022-09-20,3.627
2022-09-21,3.67
2022-09-22,3.663
2022-09-23,3.7
2022-09-24,3.7
2022-09-25,3.7
2022-09-26,3.791
2022-09-27,3.891
2022-09-28,3.889
2022-09-29,4.029
2022-09-30,4.119
2022-10-01,4.119
2022-10-02,4.119
2022-10-03,4.034
2022-10-04,3.968
2022-10-05,4.098
2022-10-06,4.21
2022-10-07,4.335
2022-10-08,4.335
2022-10-09,4.335
2022-10-10,4.34
2022-10-11,4.334
2022-10-12,4.45
2022-10-13,4.305
2022-10-14,4.317
2022-10-15,4.317
2022-10-16,4.317
2022-10-17,4.26
2022-10-18,4.16
2022-10-19,4.183
2022-10-20,4.239
2022-10-21,4.167
2022-10-22,4.167
2022-10-23,4.167
2022-10-24,4.176
2022-10-25,4.119
2022-10-26,4.124
2022-10-27,4.092
2022-10-28,3.998
2022-10-29,3.998
2022-10-30,3.998
2022-10-31,4.02
2022-11-01,4.018
2022-11-02,4.009
2022-11-03,3.985
2022-11-04,3.927
2022-11-05,3.927
2022-11-06,3.927
2022-11-07,4.035
2022-11-08,4.005
2022-11-09,4.034
2022-11-10,3.888
2022-11-11,3.968
2022-11-12,3.968
2022-11-13,3.968
2022-11-14,3.959
2022-11-15,3.907
2022-11-16,3.837
2022-11-17,3.86
2022-11-18,3.747
2022-11-19,3.747
2022-11-20,3.747
2022-11-21,3.723
2022-11-22,3.681
2022-11-23,3.626
2022-11-24,3.626
2022-11-25,3.595
2022-11-26,3.595
2022-11-27,3.595
2022-11-28,3.631
2022-11-29,3.64
2022-11-30,3.575
2022-12-01,3.582
2022-12-02,3.6
2022-12-03,3.6
2022-12-04,3.6
2022-12-05,3.6
2022-12-06,3.593
2022-12-07,3.629
2022-12-08,3.592
2022-12-09,3.631
2022-12-10,3.631
2022-12-11,3.631
2022-12-12,3.564
2022-12-13,3.586
2022-12-14,3.588
2022-12-15,3.642
2022-12-16,3.711
2022-12-17,3.711
2022-12-18,3.711
2022-12-19,3.724
2022-12-20,3.734
2022-12-21,3.69
2022-12-22,3.712
2022-12-23,3.685
2022-12-24,3.685
2022-12-25,3.685
2022-12-26,3.685
2022-12-27,3.658
2022-12-28,3.681
2022-12-29,3.661
2022-12-30,3.706
2022-12-31,3.706
2023-01-01,3.706
2023-01-02,3.706
2023-01-03,3.689
2023-01-04,3.657
2023-01-05,3.707
2023-01-06,3.607
2023-01-07,3.607
2023-01-08,3.607
2023-01-09,3.611
2023-01-10,3.598
2023-01-11,3.579
2023-01-12,3.618
2023-01-13,3.657
2023-01-14,3.657
2023-01-15,3.657
2023-01-16,3.657
2023-01-17,3.696
2023-01-18,3.781
2023-01-19,3.816
2023-01-20,3.757
2023-01-21,3.757
2023-01-22,3.757
2023-01-23,3.765
2023-01-24,3.745
2023-01-25,3.729
2023-01-26,3.712
2023-01-27,3.711
2023-01-28,3.711
2023-01-29,3.711
2023-01-30,3.705
2023-01-31,3.69
2023-02-01,3.684
2023-02-02,3.695
2023-02-03,3.784
2023-02-04,3.784
2023-02-05,3.784
2023-02-06,3.759
2023-02-07,3.761
2023-02-08,3.822
2023-02-09,3.889
2023-02-10,3.797
2023-02-11,3.797
2023-02-12,3.797
2023-02-13,3.779
2023-02-14,3.816
2023-02-15,3.812
2023-02-16,3.793
2023-02-17,3.725
2023-02-18,3.725
2023-02-19,3.725
2023-02-20,3.725
2023-02-21,3.743
2023-02-22,3.756
2023-02-23,3.79
2023-02-24,3.8
2023-02-25,3.8
2023-02-26,3.8
2023-02-27,3.818
2023-02-28,3.882
2023-03-01,3.934
2023-03-02,3.876
2023-03-03,3.83
2023-03-04,3.83
2023-03-05,3.83
2023-03-06,3.791
2023-03-07,3.831
2023-03-08,3.797
2023-03-09,3.814
2023-03-10,3.842
2023-03-11,3.842
2023-03-12,3.842
2023-03-13,3.752
2023-03-14,3.704
2023-03-15,3.64
2023-03-16,3.615
2023-03-17,3.641
2023-03-18,3.641
2023-03-19,3.641
2023-03-20,3.593
2023-03-21,3.736
2023-03-22,3.78
2023-03-23,3.793
2023-03-24,3.661
2023-03-25,3.661
2023-03-26,3.661
2023-03-27,3.681
2023-03-28,3.688
2023-03-29,3.66
2023-03-30,3.675
2023-03-31,3.638
2023-04-01,3.638
2023-04-02,3.638
2023-04-03,3.66
2023-04-04,3.625
2023-04-05,3.533
2023-04-06,3.517
2023-04-07,3.517
2023-04-08,3.517
2023-04-09,3.517
2023-04-10,3.508
2023-04-11,3.512
2023-04-12,3.527
2023-04-13,3.549
2023-04-14,3.6
2023-04-15,3.6
2023-04-16,3.6
2023-04-17,3.556
2023-04-18,3.569
2023-04-19,3.547
2023-04-20,3.528
2023-04-21,3.514
2023-04-22,3.514
2023-04-23,3.514
2023-04-24,3.486
2023-04-25,3.467
2023-04-26,3.511
2023-04-27,3.509
2023-04-28,3.535
2023-04-29,3.535
2023-04-30,3.535
2023-05-01,3.512
2023-05-02,3.531
2023-05-03,3.55
2023-05-04,3.528
2023-05-05,3.493
2023-05-06,3.493
2023-05-07,3.493
2023-05-08,3.51
2023-05-09,3.519
2023-05-10,3.496
2023-05-11,3.512
2023-05-12,3.492
2023-05-13,3.492
2023-05-14,3.492
2023-05-15,3.529
2023-05-16,3.572
2023-05-17,3.594
2023-05-18,3.615
2023-05-19,3.621
2023-05-20,3.621
2023-05-21,3.621
2023-05-22,3.642
2023-05-23,3.672
2023-05-24,3.687
2023-05-25,3.698
2023-05-26,3.719
2023-05-27,3.719
2023-05-28,3.719
2023-05-29,3.719
2023-05-30,3.724
2023-05-31,3.694
2023-06-01,3.754
2023-06-02,3.756
2023-06-03,3.756
2023-06-04,3.756
2023-06-05,3.708
2023-06-06,3.738
2023-06-07,3.688
2023-06-08,3.67
2023-06-09,3.69
2023-06-10,3.69
2023-06-11,3.69
2023-06-12,3.724
2023-06-13,3.749
2023-06-14,3.734
2023-06-15,3.709
2023-06-16,3.711
2023-06-17,3.711
2023-06-18,3.711
2023-06-19,3.711
2023-06-20,3.749
2023-06-21,3.713
2023-06-22,3.745
2023-06-23,3.802
2023-06-24,3.802
2023-06-25,3.802
2023-06-26,3.763
2023-06-27,3.751
