,FL US Equity
2023-07-09,6.824
2023-07-10,6.68
2023-07-11,6.558
2023-07-12,6.766
2023-07-13,6.731
2023-07-14,6.798
2023-07-15,6.798
2023-07-16,6.798
2023-07-17,6.806
2023-07-18,6.63
2023-07-19,6.6
2023-07-20,6.697
2023-07-21,6.811
2023-07-22,6.811
2023-07-23,6.811
2023-07-24,6.758
2023-07-25,6.824
2023-07-26,6.676
2023-07-27,6.803
2023-07-28,6.562
2023-07-29,6.562
2023-07-30,6.562
2023-07-31,6.416
2023-08-01,6.592
2023-08-02,6.713
2023-08-03,6.687
2023-08-04,6.661
2023-08-05,6.661
2023-08-06,6.661
2023-08-07,6.62
2023-08-08,6.582
2023-08-09,6.705
2023-08-10,6.552
2023-08-11,6.552
2023-08-12,6.552
2023-08-13,6.552
2023-08-14,6.478
2023-08-15,6.516
2023-08-16,6.562
2023-08-17,6.599
2023-08-18,6.56
2023-08-19,6.56
2023-08-20,6.56
2023-08-21,6.802
2023-08-22,7.145
2023-08-23,8.399
2023-08-24,7.824
2023-08-25,8.228
2023-08-26,8.228
2023-08-27,8.228
2023-08-28,7.646
2023-08-29,7.729
2023-08-30,7.633
2023-08-31,7.217
2023-09-01,5.623
2023-09-02,5.623
2023-09-03,5.623
2023-09-04,5.623
2023-09-05,5.93
2023-09-06,6.371
2023-09-07,6.478
2023-09-08,6.631
2023-09-09,6.631
2023-09-10,6.631
2023-09-11,6.792
2023-09-12,6.913
2023-09-13,6.925
2023-09-14,6.506
2023-09-15,6.57
2023-09-16,6.57
2023-09-17,6.57
2023-09-18,6.732
2023-09-19,6.628
2023-09-20,6.724
2023-09-21,6.672
2023-09-22,6.773
2023-09-23,6.773
2023-09-24,6.773
2023-09-25,6.898
2023-09-26,7.089
2023-09-27,7.139
2023-09-28,7.093
2023-09-29,6.933
2023-09-30,6.933
2023-10-01,6.933
2023-10-02,6.566
2023-10-03,6.657
2023-10-04,6.492
2023-10-05,6.321
2023-10-06,6.079
2023-10-07,6.079
2023-10-08,6.079
2023-10-09,5.808
2023-10-10,5.715
2023-10-11,5.734
2023-10-12,5.659
2023-10-13,5.657
2023-10-14,5.657
2023-10-15,5.657
2023-10-16,5.413
2023-10-17,5.371
2023-10-18,5.378
2023-10-19,5.403
2023-10-20,5.448
2023-10-21,5.448
2023-10-22,5.448
2023-10-23,5.753
2023-10-24,5.81
2023-10-25,5.844
2023-10-26,5.79
2023-10-27,6.02
2023-10-28,6.02
2023-10-29,6.02
2023-10-30,5.742
2023-10-31,5.622
2023-11-01,5.566
2023-11-02,5.337
2023-11-03,5.153
2023-11-04,5.153
2023-11-05,5.153
2023-11-06,5.323
2023-11-07,5.46
2023-11-08,5.638
2023-11-09,5.799
2023-11-10,5.77
2023-11-11,5.77
2023-11-12,5.77
2023-11-13,5.939
2023-11-14,5.676
2023-11-15,5.364
2023-11-16,5.665
2023-11-17,5.323
2023-11-18,5.323
2023-11-19,5.323
2023-11-20,5.071
2023-11-21,5.16
2023-11-22,5.247
2023-11-23,5.247
2023-11-24,5.06
2023-11-25,5.06
2023-11-26,5.06
2023-11-27,5.106
2023-11-28,4.597
2023-11-29,3.961
2023-11-30,4.07
2023-12-01,3.689
2023-12-02,3.689
2023-12-03,3.689
2023-12-04,3.669
2023-12-05,3.847
2023-12-06,3.878
2023-12-07,3.866
2023-12-08,3.888
2023-12-09,3.888
2023-12-10,3.888
2023-12-11,3.916
2023-12-12,3.999
2023-12-13,3.4
2023-12-14,3.091
2023-12-15,3.182
2023-12-16,3.182
2023-12-17,3.182
2023-12-18,3.285
2023-12-19,3.087
2023-12-20,3.06
2023-12-21,3.003
2023-12-22,3.126
2023-12-23,3.126
2023-12-24,3.126
2023-12-25,3.126
2023-12-26,3.133
2023-12-27,3.093
2023-12-28,3.104
2023-12-29,3.114
2023-12-30,3.114
2023-12-31,3.114
2024-01-01,3.114
2024-01-02,3.142
2024-01-03,3.333
2024-01-04,3.412
2024-01-05,3.331
2024-01-06,3.331
2024-01-07,3.331
2024-01-08,3.232
2024-01-09,3.226
2024-01-10,3.216
2024-01-11,3.311
2024-01-12,3.395
2024-01-13,3.395
2024-01-14,3.395
2024-01-15,3.395
2024-01-16,3.587
2024-01-17,3.523
2024-01-18,3.601
2024-01-19,3.676
2024-01-20,3.676
2024-01-21,3.676
2024-01-22,3.434
2024-01-23,3.387
2024-01-24,3.412
2024-01-25,3.356
2024-01-26,3.366
2024-01-27,3.366
2024-01-28,3.366
2024-01-29,3.325
2024-01-30,3.291
2024-01-31,3.04
2024-02-01,2.863
2024-02-02,2.901
2024-02-03,2.901
2024-02-04,2.901
2024-02-05,3.031
2024-02-06,2.961
2024-02-07,3.004
2024-02-08,2.937
2024-02-09,2.916
2024-02-10,2.916
2024-02-11,2.916
2024-02-12,2.76
2024-02-13,2.841
2024-02-14,2.851
2024-02-15,2.743
2024-02-16,2.773
2024-02-17,2.773
2024-02-18,2.773
2024-02-19,2.773
2024-02-20,2.631
2024-02-21,2.568
2024-02-22,2.51
2024-02-23,2.435
2024-02-24,2.435
2024-02-25,2.435
2024-02-26,2.514
2024-02-27,2.463
2024-02-28,2.51
2024-02-29,2.486
2024-03-01,2.474
2024-03-02,2.474
2024-03-03,2.474
2024-03-04,2.525
2024-03-05,2.495
2024-03-06,2.941
2024-03-07,1.216
2024-03-08,1.223
2024-03-09,1.223
2024-03-10,1.223
2024-03-11,1.226
2024-03-12,1.226
2024-03-13,1.226
2024-03-14,1.226
2024-03-15,1.226
2024-03-16,1.226
2024-03-17,1.226
2024-03-18,1.226
2024-03-19,1.226
2024-03-20,1.226
2024-03-21,1.226
2024-03-22,1.226
2024-03-23,1.226
2024-03-24,1.226
2024-03-25,1.226
2024-03-26,1.226
2024-03-27,1.226
2024-03-28,1.226
2024-03-29,1.226
2024-03-30,1.226
2024-03-31,1.226
2024-04-01,1.226
2024-04-02,1.226
2024-04-03,1.226
2024-04-04,1.226
2024-04-05,1.226
2024-04-06,1.226
2024-04-07,1.226
2024-04-08,1.226
