,HES US Equity
2020-10-21,13.308
2020-10-22,12.609
2020-10-23,12.571
2020-10-24,12.571
2020-10-25,12.571
2020-10-26,13.223
2020-10-27,13.233
2020-10-28,8.299
2020-10-29,6.726
2020-10-30,6.719
2020-10-31,6.719
2020-11-01,6.719
2020-11-02,6.574
2020-11-03,6.775
2020-11-04,6.719
2020-11-05,6.759
2020-11-06,6.853
2020-11-07,6.853
2020-11-08,6.853
2020-11-09,5.763
2020-11-10,5.583
2020-11-11,5.684
2020-11-12,6.013
2020-11-13,5.759
2020-11-14,5.759
2020-11-15,5.759
2020-11-16,5.341
2020-11-17,5.286
2020-11-18,5.531
2020-11-19,5.408
2020-11-20,5.47
2020-11-21,5.47
2020-11-22,5.47
2020-11-23,5.098
2020-11-24,4.662
2020-11-25,4.756
2020-11-26,4.756
2020-11-27,4.926
2020-11-28,4.926
2020-11-29,4.926
2020-11-30,5.3
2020-12-01,5.236
2020-12-02,5.092
2020-12-03,4.903
2020-12-04,4.598
2020-12-05,4.598
2020-12-06,4.598
2020-12-07,4.761
2020-12-08,4.741
2020-12-09,4.623
2020-12-10,4.364
2020-12-11,4.416
2020-12-12,4.416
2020-12-13,4.416
2020-12-14,4.619
2020-12-15,4.414
2020-12-16,4.397
2020-12-17,4.393
2020-12-18,4.45
2020-12-19,4.45
2020-12-20,4.45
2020-12-21,4.586
2020-12-22,4.78
2020-12-23,4.594
2020-12-24,4.65
2020-12-25,4.65
2020-12-26,4.65
2020-12-27,4.65
2020-12-28,4.713
2020-12-29,4.736
2020-12-30,4.63
2020-12-31,4.716
2021-01-01,4.716
2021-01-02,4.716
2021-01-03,4.716
2021-01-04,4.715
2021-01-05,4.403
2021-01-06,4.168
2021-01-07,4.071
2021-01-08,4.132
2021-01-09,4.132
2021-01-10,4.132
2021-01-11,4.086
2021-01-12,3.9
2021-01-13,4.009
2021-01-14,3.904
2021-01-15,4.079
2021-01-16,4.079
2021-01-17,4.079
2021-01-18,4.079
2021-01-19,5.172
2021-01-20,5.162
2021-01-21,5.294
2021-01-22,5.362
2021-01-23,5.362
2021-01-24,5.362
2021-01-25,5.536
2021-01-26,5.619
2021-01-27,4.448
2021-01-28,3.9
2021-01-29,4.039
2021-01-30,4.039
2021-01-31,4.039
2021-02-01,3.947
2021-02-02,3.949
2021-02-03,3.736
2021-02-04,3.768
2021-02-05,3.829
2021-02-06,3.829
2021-02-07,3.829
2021-02-08,3.611
2021-02-09,3.73
2021-02-10,3.652
2021-02-11,3.764
2021-02-12,3.634
2021-02-13,3.634
2021-02-14,3.634
2021-02-15,3.634
2021-02-16,3.531
2021-02-17,3.527
2021-02-18,3.591
2021-02-19,3.429
2021-02-20,3.429
2021-02-21,3.429
2021-02-22,3.333
2021-02-23,3.194
2021-02-24,3.169
2021-02-25,3.256
2021-02-26,3.327
2021-02-27,3.327
2021-02-28,3.327
2021-03-01,3.327
2021-03-02,3.368
2021-03-03,3.223
2021-03-04,3.08
2021-03-05,2.602
2021-03-06,2.602
2021-03-07,2.602
2021-03-08,2.646
2021-03-09,2.769
2021-03-10,2.754
2021-03-11,2.667
2021-03-12,2.693
2021-03-13,2.693
2021-03-14,2.693
2021-03-15,2.731
2021-03-16,2.819
2021-03-17,2.746
2021-03-18,2.89
2021-03-19,2.835
2021-03-20,2.835
2021-03-21,2.835
2021-03-22,2.84
2021-03-23,2.905
2021-03-24,2.816
2021-03-25,2.821
2021-03-26,2.69
2021-03-27,2.69
2021-03-28,2.69
2021-03-29,2.717
2021-03-30,2.525
2021-03-31,2.535
2021-04-01,2.263
2021-04-02,2.263
2021-04-03,2.263
2021-04-04,2.263
2021-04-05,2.382
2021-04-06,2.358
2021-04-07,2.309
2021-04-08,2.275
2021-04-09,2.263
2021-04-10,2.263
2021-04-11,2.263
2021-04-12,2.29
2021-04-13,2.368
2021-04-14,2.455
2021-04-15,2.724
2021-04-16,2.773
2021-04-17,2.773
2021-04-18,2.773
2021-04-19,2.558
2021-04-20,2.621
2021-04-21,2.61
2021-04-22,2.649
2021-04-23,2.638
2021-04-24,2.638
2021-04-25,2.638
2021-04-26,2.605
2021-04-27,2.52
2021-04-28,2.338
2021-04-29,2.358
2021-04-30,2.438
2021-05-01,2.438
2021-05-02,2.438
2021-05-03,2.361
2021-05-04,2.354
2021-05-05,2.244
2021-05-06,2.235
2021-05-07,2.201
2021-05-08,2.201
2021-05-09,2.201
2021-05-10,2.2
2021-05-11,2.239
2021-05-12,2.239
2021-05-13,2.286
2021-05-14,2.154
2021-05-15,2.154
2021-05-16,2.154
2021-05-17,2.102
2021-05-18,2.143
2021-05-19,2.196
2021-05-20,2.216
2021-05-21,2.217
2021-05-22,2.217
2021-05-23,2.217
2021-05-24,2.158
2021-05-25,2.204
2021-05-26,2.196
2021-05-27,2.165
2021-05-28,2.201
2021-05-29,2.201
2021-05-30,2.201
2021-05-31,2.201
2021-06-01,2.102
2021-06-02,2.087
2021-06-03,1.977
2021-06-04,1.945
2021-06-05,1.945
2021-06-06,1.945
2021-06-07,1.942
2021-06-08,1.918
2021-06-09,1.946
2021-06-10,1.943
2021-06-11,1.928
2021-06-12,1.928
2021-06-13,1.928
2021-06-14,1.945
2021-06-15,1.902
2021-06-16,1.948
2021-06-17,2.014
2021-06-18,2.058
2021-06-19,2.058
2021-06-20,2.058
2021-06-21,1.824
2021-06-22,1.861
2021-06-23,1.868
2021-06-24,1.863
2021-06-25,1.846
2021-06-26,1.846
2021-06-27,1.846
2021-06-28,1.913
2021-06-29,1.913
2021-06-30,1.889
2021-07-01,1.855
2021-07-02,1.87
2021-07-03,1.87
2021-07-04,1.87
2021-07-05,1.87
2021-07-06,2.038
2021-07-07,2.083
2021-07-08,2.102
2021-07-09,2.066
2021-07-10,2.066
2021-07-11,2.066
2021-07-12,2.052
2021-07-13,2.069
2021-07-14,2.159
2021-07-15,2.215
2021-07-16,2.273
2021-07-17,2.273
2021-07-18,2.273
2021-07-19,2.357
2021-07-20,2.338
2021-07-21,2.275
2021-07-22,2.315
2021-07-23,2.217
2021-07-24,2.217
2021-07-25,2.217
2021-07-26,2.174
2021-07-27,2.227
2021-07-28,2.124
2021-07-29,2.197
2021-07-30,2.232
2021-07-31,2.232
2021-08-01,2.232
2021-08-02,2.312
2021-08-03,2.275
2021-08-04,2.374
2021-08-05,2.331
2021-08-06,2.332
2021-08-07,2.332
2021-08-08,2.332
2021-08-09,2.381
2021-08-10,2.218
2021-08-11,2.213
2021-08-12,2.229
2021-08-13,2.294
2021-08-14,2.294
2021-08-15,2.294
2021-08-16,2.379
2021-08-17,2.416
2021-08-18,2.478
2021-08-19,2.523
2021-08-20,2.495
2021-08-21,2.495
2021-08-22,2.495
2021-08-23,2.404
2021-08-24,2.353
2021-08-25,2.314
2021-08-26,2.381
2021-08-27,2.297
2021-08-28,2.297
2021-08-29,2.297
2021-08-30,2.323
2021-08-31,2.334
2021-09-01,2.332
2021-09-02,2.251
2021-09-03,2.295
2021-09-04,2.295
2021-09-05,2.295
2021-09-06,2.295
2021-09-07,2.289
2021-09-08,2.232
2021-09-09,2.236
2021-09-10,2.262
2021-09-11,2.262
2021-09-12,2.262
2021-09-13,2.148
2021-09-14,2.217
2021-09-15,2.103
2021-09-16,2.117
2021-09-17,2.141
2021-09-18,2.141
2021-09-19,2.141
2021-09-20,2.26
2021-09-21,2.27
2021-09-22,2.157
2021-09-23,2.045
2021-09-24,2.028
2021-09-25,2.028
2021-09-26,2.028
2021-09-27,1.931
2021-09-28,1.942
2021-09-29,1.95
2021-09-30,1.956
2021-10-01,1.883
2021-10-02,1.883
2021-10-03,1.883
2021-10-04,1.846
2021-10-05,1.816
2021-10-06,1.843
2021-10-07,1.827
2021-10-08,1.74
2021-10-09,1.74
2021-10-10,1.74
2021-10-11,1.784
2021-10-12,1.78
2021-10-13,1.796
2021-10-14,1.782
2021-10-15,1.778
2021-10-16,1.778
2021-10-17,1.778
2021-10-18,1.798
2021-10-19,1.779
2021-10-20,1.79
2021-10-21,1.925
2021-10-22,1.9
2021-10-23,1.9
2021-10-24,1.9
2021-10-25,1.903
2021-10-26,1.889
2021-10-27,2.125
2021-10-28,2.151
2021-10-29,2.179
2021-10-30,2.179
2021-10-31,2.179
2021-11-01,2.127
2021-11-02,2.186
2021-11-03,2.204
2021-11-04,2.19
2021-11-05,2.179
2021-11-06,2.179
2021-11-07,2.179
2021-11-08,2.082
2021-11-09,2.085
2021-11-10,2.199
2021-11-11,2.212
2021-11-12,2.189
2021-11-13,2.189
2021-11-14,2.189
2021-11-15,2.186
2021-11-16,2.212
2021-11-17,2.252
2021-11-18,2.228
2021-11-19,2.365
2021-11-20,2.365
2021-11-21,2.365
2021-11-22,2.318
2021-11-23,1.665
2021-11-24,1.664
2021-11-25,1.664
2021-11-26,1.787
2021-11-27,1.787
2021-11-28,1.787
2021-11-29,1.786
2021-11-30,1.823
2021-12-01,1.865
2021-12-02,1.761
2021-12-03,1.79
2021-12-04,1.79
2021-12-05,1.79
2021-12-06,1.761
2021-12-07,1.699
2021-12-08,1.686
2021-12-09,1.725
2021-12-10,1.716
2021-12-11,1.716
2021-12-12,1.716
2021-12-13,1.763
2021-12-14,1.778
2021-12-15,1.796
2021-12-16,1.791
2021-12-17,1.891
2021-12-18,1.891
2021-12-19,1.891
2021-12-20,1.902
2021-12-21,1.818
2021-12-22,1.827
2021-12-23,1.843
2021-12-24,1.843
2021-12-25,1.843
2021-12-26,1.843
2021-12-27,1.791
2021-12-28,1.799
2021-12-29,1.814
2021-12-30,1.831
2021-12-31,1.829
2022-01-01,1.829
2022-01-02,1.829
2022-01-03,1.763
2022-01-04,1.669
2022-01-05,1.675
2022-01-06,1.637
2022-01-07,1.611
2022-01-08,1.611
2022-01-09,1.611
2022-01-10,1.639
2022-01-11,1.55
2022-01-12,1.524
2022-01-13,1.573
2022-01-14,1.68
2022-01-15,1.68
2022-01-16,1.68
2022-01-17,1.68
2022-01-18,1.673
2022-01-19,1.691
2022-01-20,1.734
2022-01-21,1.759
2022-01-22,1.759
2022-01-23,1.759
2022-01-24,1.738
2022-01-25,1.623
2022-01-26,1.692
2022-01-27,1.73
2022-01-28,1.705
2022-01-29,1.705
2022-01-30,1.705
2022-01-31,1.681
2022-02-01,1.659
2022-02-02,1.667
2022-02-03,1.635
2022-02-04,1.573
2022-02-05,1.573
2022-02-06,1.573
2022-02-07,1.58
2022-02-08,1.612
2022-02-09,1.612
2022-02-10,1.628
2022-02-11,1.572
2022-02-12,1.572
2022-02-13,1.572
2022-02-14,1.597
2022-02-15,1.623
2022-02-16,1.605
2022-02-17,1.606
2022-02-18,1.611
2022-02-19,1.611
2022-02-20,1.611
2022-02-21,1.611
2022-02-22,1.611
2022-02-23,1.61
2022-02-24,1.588
2022-02-25,1.551
2022-02-26,1.551
2022-02-27,1.551
2022-02-28,1.431
2022-03-01,1.426
2022-03-02,1.42
2022-03-03,1.525
2022-03-04,1.521
2022-03-05,1.521
2022-03-06,1.521
2022-03-07,1.575
2022-03-08,1.584
2022-03-09,1.615
2022-03-10,1.592
2022-03-11,1.645
2022-03-12,1.645
2022-03-13,1.645
2022-03-14,1.943
2022-03-15,1.966
2022-03-16,1.932
2022-03-17,1.884
2022-03-18,1.881
2022-03-19,1.881
2022-03-20,1.881
2022-03-21,1.803
2022-03-22,1.843
2022-03-23,1.763
2022-03-24,1.758
2022-03-25,1.742
2022-03-26,1.742
2022-03-27,1.742
2022-03-28,1.769
2022-03-29,1.764
2022-03-30,1.75
2022-03-31,1.775
2022-04-01,1.743
2022-04-02,1.743
2022-04-03,1.743
2022-04-04,1.732
2022-04-05,1.765
2022-04-06,1.778
2022-04-07,1.756
2022-04-08,1.683
2022-04-09,1.683
2022-04-10,1.683
2022-04-11,1.7
2022-04-12,1.687
2022-04-13,1.658
2022-04-14,1.668
2022-04-15,1.668
2022-04-16,1.668
2022-04-17,1.668
2022-04-18,1.654
2022-04-19,1.673
2022-04-20,1.666
2022-04-21,1.737
2022-04-22,1.806
2022-04-23,1.806
2022-04-24,1.806
2022-04-25,1.873
2022-04-26,1.895
2022-04-27,1.871
2022-04-28,1.828
2022-04-29,1.865
2022-04-30,1.865
2022-05-01,1.865
2022-05-02,1.878
2022-05-03,1.799
2022-05-04,1.724
2022-05-05,1.755
2022-05-06,1.64
2022-05-07,1.64
2022-05-08,1.64
2022-05-09,1.801
2022-05-10,1.818
2022-05-11,1.753
2022-05-12,1.774
2022-05-13,1.682
2022-05-14,1.682
2022-05-15,1.682
2022-05-16,1.644
2022-05-17,1.637
2022-05-18,1.697
2022-05-19,1.708
2022-05-20,1.71
2022-05-21,1.71
2022-05-22,1.71
2022-05-23,1.694
2022-05-24,1.684
2022-05-25,1.675
2022-05-26,1.728
2022-05-27,1.692
2022-05-28,1.692
2022-05-29,1.692
2022-05-30,1.692
2022-05-31,1.695
2022-06-01,1.636
2022-06-02,1.652
2022-06-03,1.631
2022-06-04,1.631
2022-06-05,1.631
2022-06-06,1.688
2022-06-07,1.655
2022-06-08,1.642
2022-06-09,1.678
2022-06-10,1.667
2022-06-11,1.667
2022-06-12,1.667
2022-06-13,1.751
2022-06-14,1.767
2022-06-15,1.811
2022-06-16,1.952
2022-06-17,2.063
2022-06-18,2.063
2022-06-19,2.063
2022-06-20,2.063
2022-06-21,1.969
2022-06-22,2.053
2022-06-23,2.136
2022-06-24,2.196
2022-06-25,2.196
2022-06-26,2.196
2022-06-27,2.088
2022-06-28,1.978
2022-06-29,2.043
2022-06-30,2.108
2022-07-01,2.119
2022-07-02,2.119
2022-07-03,2.119
2022-07-04,2.119
2022-07-05,2.274
2022-07-06,2.337
2022-07-07,2.235
2022-07-08,2.229
2022-07-09,2.229
2022-07-10,2.229
2022-07-11,2.27
2022-07-12,2.361
2022-07-13,2.328
2022-07-14,2.371
2022-07-15,2.346
2022-07-16,2.346
2022-07-17,2.346
2022-07-18,2.238
2022-07-19,2.145
2022-07-20,2.039
2022-07-21,2.07
2022-07-22,2.11
2022-07-23,2.11
2022-07-24,2.11
2022-07-25,2.012
2022-07-26,2.033
2022-07-27,2.005
2022-07-28,1.995
2022-07-29,1.937
2022-07-30,1.937
2022-07-31,1.937
2022-08-01,2.003
2022-08-02,1.987
2022-08-03,2.061
2022-08-04,2.181
2022-08-05,2.117
2022-08-06,2.117
2022-08-07,2.117
2022-08-08,2.094
2022-08-09,2.044
2022-08-10,2.024
2022-08-11,1.942
2022-08-12,1.915
2022-08-13,1.915
2022-08-14,1.915
2022-08-15,1.954
2022-08-16,1.964
2022-08-17,1.932
2022-08-18,1.863
2022-08-19,1.867
2022-08-20,1.867
2022-08-21,1.867
2022-08-22,1.874
2022-08-23,1.813
2022-08-24,1.769
2022-08-25,1.747
2022-08-26,1.748
2022-08-27,1.748
2022-08-28,1.748
2022-08-29,1.838
2022-08-30,1.88
2022-08-31,1.879
2022-09-01,1.949
2022-09-02,1.877
2022-09-03,1.877
2022-09-04,1.877
2022-09-05,1.877
2022-09-06,1.9
2022-09-07,1.924
2022-09-08,1.922
2022-09-09,1.853
2022-09-10,1.853
2022-09-11,1.853
2022-09-12,1.788
2022-09-13,1.835
2022-09-14,1.772
2022-09-15,1.8
2022-09-16,1.844
2022-09-17,1.844
2022-09-18,1.844
2022-09-19,1.865
2022-09-20,1.88
2022-09-21,1.918
2022-09-22,2.057
2022-09-23,2.278
2022-09-24,2.278
2022-09-25,2.278
2022-09-26,2.366
2022-09-27,2.358
2022-09-28,2.201
2022-09-29,2.184
2022-09-30,2.187
2022-10-01,2.187
2022-10-02,2.187
2022-10-03,1.979
2022-10-04,1.863
2022-10-05,1.822
2022-10-06,1.806
2022-10-07,1.837
2022-10-08,1.837
2022-10-09,1.837
2022-10-10,1.857
2022-10-11,1.897
2022-10-12,1.874
2022-10-13,1.824
2022-10-14,1.921
2022-10-15,1.921
2022-10-16,1.921
2022-10-17,1.885
2022-10-18,1.871
2022-10-19,1.825
2022-10-20,1.809
2022-10-21,1.737
2022-10-22,1.737
2022-10-23,1.737
2022-10-24,1.728
2022-10-25,1.735
2022-10-26,1.655
2022-10-27,1.661
2022-10-28,1.676
2022-10-29,1.676
2022-10-30,1.676
2022-10-31,1.669
2022-11-01,1.643
2022-11-02,1.677
2022-11-03,1.657
2022-11-04,1.607
2022-11-05,1.607
2022-11-06,1.607
2022-11-07,1.583
2022-11-08,1.588
2022-11-09,1.71
2022-11-10,1.684
2022-11-11,1.618
2022-11-12,1.618
2022-11-13,1.618
2022-11-14,1.618
2022-11-15,1.576
2022-11-16,1.605
2022-11-17,1.605
2022-11-18,1.635
2022-11-19,1.635
2022-11-20,1.635
2022-11-21,1.671
2022-11-22,1.59
2022-11-23,1.523
2022-11-24,1.523
2022-11-25,1.524
2022-11-26,1.524
2022-11-27,1.524
2022-11-28,1.581
2022-11-29,1.554
2022-11-30,1.533
2022-12-01,1.539
2022-12-02,1.532
2022-12-03,1.532
2022-12-04,1.532
2022-12-05,1.569
2022-12-06,1.848
2022-12-07,1.859
2022-12-08,1.878
2022-12-09,1.893
2022-12-10,1.893
2022-12-11,1.893
2022-12-12,1.824
2022-12-13,1.784
2022-12-14,1.762
2022-12-15,1.782
2022-12-16,1.799
2022-12-17,1.799
2022-12-18,1.799
2022-12-19,1.791
2022-12-20,1.759
2022-12-21,1.706
2022-12-22,1.769
2022-12-23,1.689
2022-12-24,1.689
2022-12-25,1.689
2022-12-26,1.689
2022-12-27,1.669
2022-12-28,1.725
2022-12-29,1.698
2022-12-30,1.687
2022-12-31,1.687
2023-01-01,1.687
2023-01-02,1.687
2023-01-03,1.778
2023-01-04,1.751
2023-01-05,1.568
2023-01-06,1.537
2023-01-07,1.537
2023-01-08,1.537
2023-01-09,1.531
2023-01-10,1.501
2023-01-11,1.484
2023-01-12,1.43
2023-01-13,1.416
2023-01-14,1.416
2023-01-15,1.416
2023-01-16,1.416
2023-01-17,1.421
2023-01-18,1.431
2023-01-19,1.395
2023-01-20,1.451
2023-01-21,1.451
2023-01-22,1.451
2023-01-23,1.447
2023-01-24,1.459
2023-01-25,1.413
2023-01-26,1.341
2023-01-27,1.377
2023-01-28,1.377
2023-01-29,1.377
2023-01-30,1.417
2023-01-31,1.433
2023-02-01,1.491
2023-02-02,1.55
2023-02-03,1.564
2023-02-04,1.564
2023-02-05,1.564
2023-02-06,1.567
2023-02-07,1.502
2023-02-08,1.485
2023-02-09,1.507
2023-02-10,1.446
2023-02-11,1.446
2023-02-12,1.446
2023-02-13,1.438
2023-02-14,1.429
2023-02-15,1.448
2023-02-16,1.471
2023-02-17,1.552
2023-02-18,1.552
2023-02-19,1.552
2023-02-20,1.552
2023-02-21,1.548
2023-02-22,1.562
2023-02-23,1.549
2023-02-24,1.514
2023-02-25,1.514
2023-02-26,1.514
2023-02-27,1.415
2023-02-28,1.458
2023-03-01,1.425
2023-03-02,1.435
2023-03-03,1.426
2023-03-04,1.426
2023-03-05,1.426
2023-03-06,1.423
2023-03-07,1.457
2023-03-08,1.468
2023-03-09,1.506
2023-03-10,1.55
2023-03-11,1.55
2023-03-12,1.55
2023-03-13,1.61
2023-03-14,1.609
2023-03-15,1.721
2023-03-16,1.665
2023-03-17,1.687
2023-03-18,1.687
2023-03-19,1.687
2023-03-20,1.64
2023-03-21,1.583
2023-03-22,1.614
2023-03-23,1.647
2023-03-24,1.621
2023-03-25,1.621
2023-03-26,1.621
2023-03-27,1.567
2023-03-28,1.533
2023-03-29,1.494
2023-03-30,1.5
2023-03-31,1.502
2023-04-01,1.502
2023-04-02,1.502
2023-04-03,1.385
2023-04-04,1.409
2023-04-05,1.396
2023-04-06,1.409
2023-04-07,1.409
2023-04-08,1.409
2023-04-09,1.409
2023-04-10,1.395
2023-04-11,1.371
2023-04-12,1.319
2023-04-13,1.309
2023-04-14,1.314
2023-04-15,1.314
2023-04-16,1.314
2023-04-17,1.337
2023-04-18,1.336
2023-04-19,1.346
2023-04-20,1.355
2023-04-21,1.356
2023-04-22,1.356
2023-04-23,1.356
2023-04-24,1.339
2023-04-25,1.382
2023-04-26,1.373
2023-04-27,1.388
2023-04-28,1.369
2023-04-29,1.369
2023-04-30,1.369
2023-05-01,1.385
2023-05-02,1.448
2023-05-03,1.467
2023-05-04,1.514
2023-05-05,1.454
2023-05-06,1.454
2023-05-07,1.454
2023-05-08,1.448
2023-05-09,1.456
2023-05-10,1.466
2023-05-11,1.496
2023-05-12,1.493
2023-05-13,1.493
2023-05-14,1.493
2023-05-15,1.472
2023-05-16,1.524
2023-05-17,1.509
2023-05-18,1.507
2023-05-19,1.447
2023-05-20,1.447
2023-05-21,1.447
2023-05-22,1.458
2023-05-23,1.47
2023-05-24,1.457
2023-05-25,1.499
2023-05-26,1.486
2023-05-27,1.486
2023-05-28,1.486
2023-05-29,1.486
2023-05-30,1.513
2023-05-31,1.527
2023-06-01,1.499
2023-06-02,1.447
2023-06-03,1.447
2023-06-04,1.447
2023-06-05,1.469
2023-06-06,1.463
2023-06-07,1.411
2023-06-08,1.412
2023-06-09,1.419
2023-06-10,1.419
2023-06-11,1.419
2023-06-12,1.436
2023-06-13,1.44
2023-06-14,1.463
2023-06-15,1.444
2023-06-16,1.446
2023-06-17,1.446
2023-06-18,1.446
2023-06-19,1.446
2023-06-20,1.481
2023-06-21,1.473
2023-06-22,1.467
2023-06-23,1.49
