,VNOM US Equity
2021-05-23,8.429
2021-05-24,8.34
2021-05-25,8.525
2021-05-26,8.448
2021-05-27,8.34
2021-05-28,8.321
2021-05-29,8.321
2021-05-30,8.321
2021-05-31,8.321
2021-06-01,8.006
2021-06-02,8.036
2021-06-03,8.036
2021-06-04,8.032
2021-06-05,8.032
2021-06-06,8.032
2021-06-07,8.036
2021-06-08,7.67
2021-06-09,7.794
2021-06-10,7.782
2021-06-11,7.843
2021-06-12,7.843
2021-06-13,7.843
2021-06-14,8.015
2021-06-15,7.847
2021-06-16,7.896
2021-06-17,8.185
2021-06-18,8.163
2021-06-19,8.163
2021-06-20,8.163
2021-06-21,7.988
2021-06-22,8.07
2021-06-23,8.004
2021-06-24,8.004
2021-06-25,8.083
2021-06-26,8.083
2021-06-27,8.083
2021-06-28,8.369
2021-06-29,8.476
2021-06-30,8.417
2021-07-01,8.264
2021-07-02,8.417
2021-07-03,8.417
2021-07-04,8.417
2021-07-05,8.417
2021-07-06,8.827
2021-07-07,8.99
2021-07-08,9.227
2021-07-09,8.798
2021-07-10,8.798
2021-07-11,8.798
2021-07-12,8.822
2021-07-13,8.847
2021-07-14,9.138
2021-07-15,9.416
2021-07-16,9.851
2021-07-17,9.851
2021-07-18,9.851
2021-07-19,10.178
2021-07-20,9.916
2021-07-21,9.566
2021-07-22,10.928
2021-07-23,11.034
2021-07-24,11.034
2021-07-25,11.034
2021-07-26,11.04
2021-07-27,11.315
2021-07-28,11.14
2021-07-29,10.862
2021-07-30,10.85
2021-07-31,10.85
2021-08-01,10.85
2021-08-02,10.862
2021-08-03,10.706
2021-08-04,10.576
2021-08-05,10.277
2021-08-06,10.352
2021-08-07,10.352
2021-08-08,10.352
2021-08-09,11.248
2021-08-10,10.726
2021-08-11,10.611
2021-08-12,11.172
2021-08-13,10.607
2021-08-14,10.607
2021-08-15,10.607
2021-08-16,10.953
2021-08-17,10.935
2021-08-18,11.074
2021-08-19,11.364
2021-08-20,11.132
2021-08-21,11.132
2021-08-22,11.132
2021-08-23,10.78
2021-08-24,10.56
2021-08-25,10.472
2021-08-26,10.501
2021-08-27,10.375
2021-08-28,10.375
2021-08-29,10.375
2021-08-30,10.229
2021-08-31,10.218
2021-09-01,10.22
2021-09-02,9.794
2021-09-03,9.913
2021-09-04,9.913
2021-09-05,9.913
2021-09-06,9.913
2021-09-07,10.002
2021-09-08,10.187
2021-09-09,9.918
2021-09-10,9.965
2021-09-11,9.965
2021-09-12,9.965
2021-09-13,9.713
2021-09-14,9.866
2021-09-15,9.177
2021-09-16,9.129
2021-09-17,8.876
2021-09-18,8.876
2021-09-19,8.876
2021-09-20,9.12
2021-09-21,9.102
2021-09-22,8.972
2021-09-23,8.732
2021-09-24,8.806
2021-09-25,8.806
2021-09-26,8.806
2021-09-27,8.482
2021-09-28,8.751
2021-09-29,8.348
2021-09-30,8.443
2021-10-01,8.351
2021-10-02,8.351
2021-10-03,8.351
2021-10-04,8.0
2021-10-05,7.959
2021-10-06,8.138
2021-10-07,8.054
2021-10-08,7.918
2021-10-09,7.918
2021-10-10,7.918
2021-10-11,8.13
2021-10-12,8.091
2021-10-13,8.161
2021-10-14,8.095
2021-10-15,7.845
2021-10-16,7.845
2021-10-17,7.845
2021-10-18,7.337
2021-10-19,7.423
2021-10-20,7.087
2021-10-21,7.278
2021-10-22,7.205
2021-10-23,7.205
2021-10-24,7.205
2021-10-25,7.208
2021-10-26,7.254
2021-10-27,7.735
2021-10-28,7.703
2021-10-29,7.833
2021-10-30,7.833
2021-10-31,7.833
2021-11-01,7.697
2021-11-02,7.659
2021-11-03,7.769
2021-11-04,7.602
2021-11-05,7.397
2021-11-06,7.397
2021-11-07,7.397
2021-11-08,7.429
2021-11-09,7.322
2021-11-10,7.396
2021-11-11,7.409
2021-11-12,7.157
2021-11-13,7.157
2021-11-14,7.157
2021-11-15,7.125
2021-11-16,6.762
2021-11-17,7.061
2021-11-18,6.899
2021-11-19,7.316
2021-11-20,7.316
2021-11-21,7.316
2021-11-22,7.319
2021-11-23,7.077
2021-11-24,7.003
2021-11-25,7.003
2021-11-26,7.561
2021-11-27,7.561
2021-11-28,7.561
2021-11-29,7.423
2021-11-30,7.536
2021-12-01,7.864
2021-12-02,7.61
2021-12-03,7.671
2021-12-04,7.671
2021-12-05,7.671
2021-12-06,7.433
2021-12-07,7.309
2021-12-08,7.296
2021-12-09,7.467
2021-12-10,7.515
2021-12-11,7.515
2021-12-12,7.515
2021-12-13,7.726
2021-12-14,7.91
2021-12-15,8.402
2021-12-16,8.366
2021-12-17,8.451
2021-12-18,8.451
2021-12-19,8.451
2021-12-20,8.472
2021-12-21,8.187
2021-12-22,8.18
2021-12-23,8.195
2021-12-24,8.195
2021-12-25,8.195
2021-12-26,8.195
2021-12-27,7.793
2021-12-28,7.878
2021-12-29,7.976
2021-12-30,8.009
2021-12-31,8.118
2022-01-01,8.118
2022-01-02,8.118
2022-01-03,7.709
2022-01-04,7.211
2022-01-05,7.058
2022-01-06,6.83
2022-01-07,7.256
2022-01-08,7.256
2022-01-09,7.256
2022-01-10,7.273
2022-01-11,7.041
2022-01-12,6.969
2022-01-13,6.974
2022-01-14,6.969
2022-01-15,6.969
2022-01-16,6.969
2022-01-17,6.969
2022-01-18,6.835
2022-01-19,6.886
2022-01-20,7.103
2022-01-21,7.664
2022-01-22,7.664
2022-01-23,7.664
2022-01-24,7.485
2022-01-25,7.25
2022-01-26,7.113
2022-01-27,7.048
2022-01-28,7.536
2022-01-29,7.536
2022-01-30,7.536
2022-01-31,7.435
2022-02-01,7.269
2022-02-02,7.332
2022-02-03,7.466
2022-02-04,7.444
2022-02-05,7.444
2022-02-06,7.444
2022-02-07,7.375
2022-02-08,7.578
2022-02-09,7.676
2022-02-10,7.614
2022-02-11,7.311
2022-02-12,7.311
2022-02-13,7.311
2022-02-14,7.457
2022-02-15,7.578
2022-02-16,7.561
2022-02-17,7.737
2022-02-18,7.849
2022-02-19,7.849
2022-02-20,7.849
2022-02-21,7.849
2022-02-22,7.974
2022-02-23,7.501
2022-02-24,7.554
2022-02-25,7.57
2022-02-26,7.57
2022-02-27,7.57
2022-02-28,7.333
2022-03-01,7.293
2022-03-02,6.92
2022-03-03,6.838
2022-03-04,7.046
2022-03-05,7.046
2022-03-06,7.046
2022-03-07,7.324
2022-03-08,7.286
2022-03-09,7.901
2022-03-10,7.64
2022-03-11,8.217
2022-03-12,8.217
2022-03-13,8.217
2022-03-14,8.348
2022-03-15,8.48
2022-03-16,8.425
2022-03-17,7.94
2022-03-18,7.978
2022-03-19,7.978
2022-03-20,7.978
2022-03-21,7.89
2022-03-22,7.959
2022-03-23,7.879
2022-03-24,7.853
2022-03-25,8.032
2022-03-26,8.032
2022-03-27,8.032
2022-03-28,8.211
2022-03-29,8.314
2022-03-30,8.455
2022-03-31,8.558
2022-04-01,8.441
2022-04-02,8.441
2022-04-03,8.441
2022-04-04,8.295
2022-04-05,8.214
2022-04-06,9.064
2022-04-07,9.079
2022-04-08,9.117
2022-04-09,9.117
2022-04-10,9.117
2022-04-11,9.692
2022-04-12,9.775
2022-04-13,9.42
2022-04-14,9.384
2022-04-15,9.384
2022-04-16,9.384
2022-04-17,9.384
2022-04-18,8.906
2022-04-19,9.048
2022-04-20,8.921
2022-04-21,9.242
2022-04-22,9.355
2022-04-23,9.355
2022-04-24,9.355
2022-04-25,9.723
2022-04-26,10.03
2022-04-27,9.508
2022-04-28,9.403
2022-04-29,9.481
2022-04-30,9.481
2022-05-01,9.481
2022-05-02,9.67
2022-05-03,8.824
2022-05-04,8.678
2022-05-05,8.987
2022-05-06,8.925
2022-05-07,8.925
2022-05-08,8.925
2022-05-09,9.753
2022-05-10,9.588
2022-05-11,9.567
2022-05-12,9.561
2022-05-13,9.365
2022-05-14,9.365
2022-05-15,9.365
2022-05-16,9.231
2022-05-17,9.117
2022-05-18,9.241
2022-05-19,9.461
2022-05-20,9.419
2022-05-21,9.419
2022-05-22,9.419
2022-05-23,9.223
2022-05-24,9.263
2022-05-25,8.935
2022-05-26,8.681
2022-05-27,8.423
2022-05-28,8.423
2022-05-29,8.423
2022-05-30,8.423
2022-05-31,8.19
2022-06-01,8.127
2022-06-02,8.751
2022-06-03,8.549
2022-06-04,8.549
2022-06-05,8.549
2022-06-06,8.53
2022-06-07,8.395
2022-06-08,8.454
2022-06-09,8.599
2022-06-10,8.659
2022-06-11,8.659
2022-06-12,8.659
2022-06-13,9.031
2022-06-14,9.023
2022-06-15,9.139
2022-06-16,9.445
2022-06-17,10.388
2022-06-18,10.388
2022-06-19,10.388
2022-06-20,10.388
2022-06-21,10.197
2022-06-22,11.283
2022-06-23,12.004
2022-06-24,11.823
2022-06-25,11.823
2022-06-26,11.823
2022-06-27,11.219
2022-06-28,10.755
2022-06-29,11.321
2022-06-30,11.194
2022-07-01,10.94
2022-07-02,10.94
2022-07-03,10.94
2022-07-04,10.94
2022-07-05,11.852
2022-07-06,12.5
2022-07-07,11.585
2022-07-08,11.607
2022-07-09,11.607
2022-07-10,11.607
2022-07-11,11.648
2022-07-12,12.042
2022-07-13,11.585
2022-07-14,11.999
2022-07-15,11.953
2022-07-16,11.953
2022-07-17,11.953
2022-07-18,11.513
2022-07-19,11.07
2022-07-20,10.837
2022-07-21,10.954
2022-07-22,11.044
2022-07-23,11.044
2022-07-24,11.044
2022-07-25,10.452
2022-07-26,10.296
2022-07-27,10.014
2022-07-28,10.024
2022-07-29,9.675
2022-07-30,9.675
2022-07-31,9.675
2022-08-01,10.031
2022-08-02,9.668
2022-08-03,10.148
2022-08-04,10.595
2022-08-05,10.334
2022-08-06,10.334
2022-08-07,10.334
2022-08-08,10.197
2022-08-09,10.076
2022-08-10,9.899
2022-08-11,9.524
2022-08-12,9.433
2022-08-13,9.433
2022-08-14,9.433
2022-08-15,9.941
2022-08-16,10.104
2022-08-17,10.097
2022-08-18,9.622
2022-08-19,9.925
2022-08-20,9.925
2022-08-21,9.925
2022-08-22,9.376
2022-08-23,9.205
2022-08-24,9.148
2022-08-25,9.182
2022-08-26,9.418
2022-08-27,9.418
2022-08-28,9.418
2022-08-29,9.309
2022-08-30,9.678
2022-08-31,10.293
2022-09-01,10.584
2022-09-02,10.272
2022-09-03,10.272
2022-09-04,10.272
2022-09-05,10.272
2022-09-06,10.398
2022-09-07,10.602
2022-09-08,10.33
2022-09-09,10.33
2022-09-10,10.33
2022-09-11,10.33
2022-09-12,10.235
2022-09-13,10.36
2022-09-14,9.814
2022-09-15,9.894
2022-09-16,10.035
2022-09-17,10.035
2022-09-18,10.035
2022-09-19,10.307
2022-09-20,10.207
2022-09-21,10.439
2022-09-22,10.683
2022-09-23,11.772
2022-09-24,11.772
2022-09-25,11.772
2022-09-26,12.256
2022-09-27,11.793
2022-09-28,10.811
2022-09-29,10.891
2022-09-30,10.789
2022-10-01,10.789
2022-10-02,10.789
2022-10-03,10.235
2022-10-04,9.961
2022-10-05,9.816
2022-10-06,9.723
2022-10-07,9.751
2022-10-08,9.751
2022-10-09,9.751
2022-10-10,9.561
2022-10-11,9.678
2022-10-12,9.588
2022-10-13,9.449
2022-10-14,9.823
2022-10-15,9.823
2022-10-16,9.823
2022-10-17,9.662
2022-10-18,9.462
2022-10-19,9.312
2022-10-20,9.358
2022-10-21,9.584
2022-10-22,9.584
2022-10-23,9.584
2022-10-24,9.369
2022-10-25,9.364
2022-10-26,9.172
2022-10-27,9.435
2022-10-28,9.338
2022-10-29,9.338
2022-10-30,9.338
2022-10-31,9.268
2022-11-01,9.205
2022-11-02,9.156
2022-11-03,9.064
2022-11-04,8.998
2022-11-05,8.998
2022-11-06,8.998
2022-11-07,8.739
2022-11-08,9.169
2022-11-09,9.783
2022-11-10,9.587
2022-11-11,9.481
2022-11-12,9.481
2022-11-13,9.481
2022-11-14,9.503
2022-11-15,9.461
2022-11-16,9.53
2022-11-17,9.547
2022-11-18,9.65
2022-11-19,9.65
2022-11-20,9.65
2022-11-21,9.949
2022-11-22,9.6
2022-11-23,9.562
2022-11-24,9.562
2022-11-25,9.518
2022-11-26,9.518
2022-11-27,9.518
2022-11-28,9.674
2022-11-29,9.597
2022-11-30,9.557
2022-12-01,8.953
2022-12-02,8.848
2022-12-03,8.848
2022-12-04,8.848
2022-12-05,9.134
2022-12-06,9.465
2022-12-07,9.441
2022-12-08,9.666
2022-12-09,9.96
2022-12-10,9.96
2022-12-11,9.96
2022-12-12,9.105
2022-12-13,8.814
2022-12-14,8.998
2022-12-15,9.003
2022-12-16,9.689
2022-12-17,9.689
2022-12-18,9.689
2022-12-19,9.722
2022-12-20,9.428
2022-12-21,9.268
2022-12-22,9.664
2022-12-23,9.121
2022-12-24,9.121
2022-12-25,9.121
2022-12-26,9.121
2022-12-27,9.107
2022-12-28,9.443
2022-12-29,9.213
2022-12-30,9.244
2022-12-31,9.244
2023-01-01,9.244
2023-01-02,9.244
2023-01-03,10.127
2023-01-04,10.236
2023-01-05,10.075
2023-01-06,9.677
2023-01-07,9.677
2023-01-08,9.677
2023-01-09,9.315
2023-01-10,9.268
2023-01-11,9.204
2023-01-12,8.815
2023-01-13,8.839
2023-01-14,8.839
2023-01-15,8.839
2023-01-16,8.839
2023-01-17,8.342
2023-01-18,8.699
2023-01-19,8.417
2023-01-20,8.435
2023-01-21,8.435
2023-01-22,8.435
2023-01-23,8.238
2023-01-24,8.205
2023-01-25,8.187
2023-01-26,8.192
2023-01-27,8.166
2023-01-28,8.166
2023-01-29,8.166
2023-01-30,8.411
2023-01-31,8.39
2023-02-01,8.635
2023-02-02,8.877
2023-02-03,8.88
2023-02-04,8.88
2023-02-05,8.88
2023-02-06,8.897
2023-02-07,8.568
2023-02-08,8.637
2023-02-09,8.936
2023-02-10,8.549
2023-02-11,8.549
2023-02-12,8.549
2023-02-13,8.505
2023-02-14,8.436
2023-02-15,8.65
2023-02-16,8.669
2023-02-17,9.108
2023-02-18,9.108
2023-02-19,9.108
2023-02-20,9.108
2023-02-21,9.341
2023-02-22,9.402
2023-02-23,9.278
2023-02-24,9.525
2023-02-25,9.525
2023-02-26,9.525
2023-02-27,8.963
2023-02-28,9.135
2023-03-01,8.744
2023-03-02,8.535
2023-03-03,8.476
2023-03-04,8.476
2023-03-05,8.476
2023-03-06,8.543
2023-03-07,8.684
2023-03-08,8.74
2023-03-09,8.797
2023-03-10,8.951
2023-03-11,8.951
2023-03-12,8.951
2023-03-13,9.183
2023-03-14,9.176
2023-03-15,9.207
2023-03-16,9.056
2023-03-17,8.999
2023-03-18,8.999
2023-03-19,8.999
2023-03-20,8.874
2023-03-21,8.693
2023-03-22,8.874
2023-03-23,9.036
2023-03-24,9.088
2023-03-25,9.088
2023-03-26,9.088
2023-03-27,8.331
2023-03-28,8.259
2023-03-29,8.472
2023-03-30,8.542
2023-03-31,8.52
2023-04-01,8.52
2023-04-02,8.52
2023-04-03,8.03
2023-04-04,8.126
2023-04-05,8.522
2023-04-06,8.488
2023-04-07,8.488
2023-04-08,8.488
2023-04-09,8.488
2023-04-10,8.429
2023-04-11,8.337
2023-04-12,8.301
2023-04-13,8.296
2023-04-14,8.231
2023-04-15,8.231
2023-04-16,8.231
2023-04-17,8.313
2023-04-18,8.518
2023-04-19,8.851
2023-04-20,9.032
2023-04-21,9.082
2023-04-22,9.082
2023-04-23,9.082
2023-04-24,8.726
2023-04-25,8.886
2023-04-26,8.957
2023-04-27,8.974
2023-04-28,8.666
2023-04-29,8.666
2023-04-30,8.666
2023-05-01,8.767
2023-05-02,8.897
2023-05-03,9.2
2023-05-04,9.413
2023-05-05,9.164
2023-05-06,9.164
2023-05-07,9.164
2023-05-08,9.347
2023-05-09,9.312
2023-05-10,9.312
2023-05-11,9.54
2023-05-12,9.508
2023-05-13,9.508
2023-05-14,9.508
2023-05-15,9.011
2023-05-16,9.182
2023-05-17,9.018
2023-05-18,8.905
2023-05-19,8.797
2023-05-20,8.797
2023-05-21,8.797
2023-05-22,8.775
2023-05-23,8.727
2023-05-24,8.708
2023-05-25,8.982
2023-05-26,9.061
2023-05-27,9.061
2023-05-28,9.061
2023-05-29,9.061
2023-05-30,9.168
2023-05-31,9.272
2023-06-01,9.204
2023-06-02,9.02
2023-06-03,9.02
2023-06-04,9.02
2023-06-05,9.099
2023-06-06,9.106
2023-06-07,9.081
2023-06-08,9.19
2023-06-09,9.207
2023-06-10,9.207
2023-06-11,9.207
2023-06-12,9.031
2023-06-13,9.111
2023-06-14,9.024
2023-06-15,9.136
2023-06-16,9.151
2023-06-17,9.151
2023-06-18,9.151
2023-06-19,9.151
2023-06-20,9.125
2023-06-21,8.96
2023-06-22,9.017
