,CG US Equity
2021-01-14,5.18
2021-01-15,5.189
2021-01-16,5.189
2021-01-17,5.189
2021-01-18,5.189
2021-01-19,5.101
2021-01-20,5.066
2021-01-21,5.128
2021-01-22,5.235
2021-01-23,5.235
2021-01-24,5.235
2021-01-25,5.297
2021-01-26,5.395
2021-01-27,5.553
2021-01-28,5.326
2021-01-29,5.419
2021-01-30,5.419
2021-01-31,5.419
2021-02-01,5.346
2021-02-02,5.223
2021-02-03,5.187
2021-02-04,4.844
2021-02-05,4.778
2021-02-06,4.778
2021-02-07,4.778
2021-02-08,4.776
2021-02-09,4.688
2021-02-10,4.674
2021-02-11,4.702
2021-02-12,4.674
2021-02-13,4.674
2021-02-14,4.674
2021-02-15,4.674
2021-02-16,4.674
2021-02-17,4.752
2021-02-18,4.814
2021-02-19,4.759
2021-02-20,4.759
2021-02-21,4.759
2021-02-22,4.803
2021-02-23,4.794
2021-02-24,4.88
2021-02-25,5.039
2021-02-26,5.071
2021-02-27,5.071
2021-02-28,5.071
2021-03-01,4.943
2021-03-02,4.911
2021-03-03,4.944
2021-03-04,4.958
2021-03-05,5.027
2021-03-06,5.027
2021-03-07,5.027
2021-03-08,4.934
2021-03-09,4.839
2021-03-10,4.781
2021-03-11,4.722
2021-03-12,4.751
2021-03-13,4.751
2021-03-14,4.751
2021-03-15,4.651
2021-03-16,4.674
2021-03-17,4.657
2021-03-18,4.776
2021-03-19,4.761
2021-03-20,4.761
2021-03-21,4.761
2021-03-22,4.692
2021-03-23,4.734
2021-03-24,4.725
2021-03-25,4.713
2021-03-26,4.721
2021-03-27,4.721
2021-03-28,4.721
2021-03-29,4.773
2021-03-30,4.68
2021-03-31,4.725
2021-04-01,4.645
2021-04-02,4.645
2021-04-03,4.645
2021-04-04,4.645
2021-04-05,4.629
2021-04-06,4.657
2021-04-07,4.571
2021-04-08,4.577
2021-04-09,4.57
2021-04-10,4.57
2021-04-11,4.57
2021-04-12,4.571
2021-04-13,4.521
2021-04-14,4.455
2021-04-15,4.45
2021-04-16,4.375
2021-04-17,4.375
2021-04-18,4.375
2021-04-19,4.36
2021-04-20,4.422
2021-04-21,4.374
2021-04-22,4.317
2021-04-23,4.182
2021-04-24,4.182
2021-04-25,4.182
2021-04-26,4.177
2021-04-27,4.132
2021-04-28,4.085
2021-04-29,4.099
2021-04-30,4.071
2021-05-01,4.071
2021-05-02,4.071
2021-05-03,4.004
2021-05-04,4.03
2021-05-05,3.935
2021-05-06,3.876
2021-05-07,3.861
2021-05-08,3.861
2021-05-09,3.861
2021-05-10,3.881
2021-05-11,3.983
2021-05-12,4.152
2021-05-13,4.069
2021-05-14,3.97
2021-05-15,3.97
2021-05-16,3.97
2021-05-17,4.006
2021-05-18,4.053
2021-05-19,4.109
2021-05-20,4.087
2021-05-21,4.068
2021-05-22,4.068
2021-05-23,4.068
2021-05-24,4.039
2021-05-25,4.045
2021-05-26,4.006
2021-05-27,4.005
2021-05-28,3.958
2021-05-29,3.958
2021-05-30,3.958
2021-05-31,3.958
2021-06-01,4.009
2021-06-02,4.003
2021-06-03,4.012
2021-06-04,3.987
2021-06-05,3.987
2021-06-06,3.987
2021-06-07,3.972
2021-06-08,3.895
2021-06-09,3.949
2021-06-10,3.925
2021-06-11,3.91
2021-06-12,3.91
2021-06-13,3.91
2021-06-14,3.968
2021-06-15,3.899
2021-06-16,3.833
2021-06-17,3.855
2021-06-18,3.913
2021-06-19,3.913
2021-06-20,3.913
2021-06-21,3.826
2021-06-22,3.794
2021-06-23,3.733
2021-06-24,3.731
2021-06-25,3.677
2021-06-26,3.677
2021-06-27,3.677
2021-06-28,3.688
2021-06-29,3.689
2021-06-30,3.716
2021-07-01,3.711
2021-07-02,3.691
2021-07-03,3.691
2021-07-04,3.691
2021-07-05,3.691
2021-07-06,3.64
2021-07-07,3.577
2021-07-08,3.666
2021-07-09,3.62
2021-07-10,3.62
2021-07-11,3.62
2021-07-12,3.598
2021-07-13,3.711
2021-07-14,3.778
2021-07-15,3.797
2021-07-16,3.848
2021-07-17,3.848
2021-07-18,3.848
2021-07-19,3.952
2021-07-20,3.848
2021-07-21,3.749
2021-07-22,3.74
2021-07-23,3.689
2021-07-24,3.689
2021-07-25,3.689
2021-07-26,3.682
2021-07-27,3.686
2021-07-28,3.674
2021-07-29,3.446
2021-07-30,3.422
2021-07-31,3.422
2021-08-01,3.422
2021-08-02,3.487
2021-08-03,3.607
2021-08-04,3.571
2021-08-05,3.561
2021-08-06,3.613
2021-08-07,3.613
2021-08-08,3.613
2021-08-09,3.639
2021-08-10,3.64
2021-08-11,3.613
2021-08-12,3.52
2021-08-13,3.522
2021-08-14,3.522
2021-08-15,3.522
2021-08-16,3.488
2021-08-17,3.607
2021-08-18,3.658
2021-08-19,3.713
2021-08-20,3.66
2021-08-21,3.66
2021-08-22,3.66
2021-08-23,3.626
2021-08-24,3.583
2021-08-25,3.511
2021-08-26,3.512
2021-08-27,3.552
2021-08-28,3.552
2021-08-29,3.552
2021-08-30,3.505
2021-08-31,3.48
2021-09-01,3.445
2021-09-02,3.437
2021-09-03,3.43
2021-09-04,3.43
2021-09-05,3.43
2021-09-06,3.43
2021-09-07,3.48
2021-09-08,3.496
2021-09-09,3.499
2021-09-10,3.52
2021-09-11,3.52
2021-09-12,3.52
2021-09-13,3.485
2021-09-14,3.498
2021-09-15,3.4
2021-09-16,3.383
2021-09-17,3.364
2021-09-18,3.364
2021-09-19,3.364
2021-09-20,3.654
2021-09-21,3.619
2021-09-22,3.579
2021-09-23,3.53
2021-09-24,3.557
2021-09-25,3.557
2021-09-26,3.557
2021-09-27,3.554
2021-09-28,3.667
2021-09-29,3.626
2021-09-30,3.634
2021-10-01,3.586
2021-10-02,3.586
2021-10-03,3.586
2021-10-04,3.691
2021-10-05,3.598
2021-10-06,3.617
2021-10-07,3.51
2021-10-08,3.477
2021-10-09,3.477
2021-10-10,3.477
2021-10-11,3.514
2021-10-12,3.487
2021-10-13,3.447
2021-10-14,3.35
2021-10-15,3.34
2021-10-16,3.34
2021-10-17,3.34
2021-10-18,3.312
2021-10-19,3.241
2021-10-20,3.212
2021-10-21,3.159
2021-10-22,3.115
2021-10-23,3.115
2021-10-24,3.115
2021-10-25,3.089
2021-10-26,3.052
2021-10-27,3.117
2021-10-28,3.051
2021-10-29,2.505
2021-10-30,2.505
2021-10-31,2.505
2021-11-01,2.537
2021-11-02,2.542
2021-11-03,2.44
2021-11-04,2.386
2021-11-05,2.35
2021-11-06,2.35
2021-11-07,2.35
2021-11-08,2.386
2021-11-09,2.356
2021-11-10,2.415
2021-11-11,2.376
2021-11-12,2.329
2021-11-13,2.329
2021-11-14,2.329
2021-11-15,2.364
2021-11-16,2.351
2021-11-17,2.364
2021-11-18,2.362
2021-11-19,2.374
2021-11-20,2.374
2021-11-21,2.374
2021-11-22,2.435
2021-11-23,2.479
2021-11-24,2.448
2021-11-25,2.448
2021-11-26,2.558
2021-11-27,2.558
2021-11-28,2.558
2021-11-29,2.466
2021-11-30,2.561
2021-12-01,2.609
2021-12-02,2.537
2021-12-03,2.634
2021-12-04,2.634
2021-12-05,2.634
2021-12-06,2.603
2021-12-07,2.563
2021-12-08,2.561
2021-12-09,2.597
2021-12-10,2.588
2021-12-11,2.588
2021-12-12,2.588
2021-12-13,2.643
2021-12-14,2.667
2021-12-15,2.641
2021-12-16,2.715
2021-12-17,2.431
2021-12-18,2.431
2021-12-19,2.431
2021-12-20,2.498
2021-12-21,2.431
2021-12-22,2.317
2021-12-23,2.278
2021-12-24,2.278
2021-12-25,2.278
2021-12-26,2.278
2021-12-27,2.251
2021-12-28,2.279
2021-12-29,2.325
2021-12-30,2.327
2021-12-31,2.303
2022-01-01,2.303
2022-01-02,2.303
2022-01-03,2.332
2022-01-04,2.275
2022-01-05,2.46
2022-01-06,2.457
2022-01-07,2.478
2022-01-08,2.478
2022-01-09,2.478
2022-01-10,2.521
2022-01-11,2.423
2022-01-12,2.397
2022-01-13,2.437
2022-01-14,2.47
2022-01-15,2.47
2022-01-16,2.47
2022-01-17,2.47
2022-01-18,2.473
2022-01-19,2.499
2022-01-20,2.493
2022-01-21,2.575
2022-01-22,2.575
2022-01-23,2.575
2022-01-24,2.632
2022-01-25,2.685
2022-01-26,2.719
2022-01-27,2.693
2022-01-28,2.607
2022-01-29,2.607
2022-01-30,2.607
2022-01-31,2.476
2022-02-01,2.399
2022-02-02,2.349
2022-02-03,2.821
2022-02-04,3.084
2022-02-05,3.084
2022-02-06,3.084
2022-02-07,3.063
2022-02-08,3.363
2022-02-09,3.286
2022-02-10,3.373
2022-02-11,3.525
2022-02-12,3.525
2022-02-13,3.525
2022-02-14,3.539
2022-02-15,3.428
2022-02-16,3.457
2022-02-17,3.632
2022-02-18,3.621
2022-02-19,3.621
2022-02-20,3.621
2022-02-21,3.621
2022-02-22,3.693
2022-02-23,3.72
2022-02-24,3.651
2022-02-25,3.512
2022-02-26,3.512
2022-02-27,3.512
2022-02-28,3.532
2022-03-01,3.674
2022-03-02,3.491
2022-03-03,3.586
2022-03-04,3.793
2022-03-05,3.793
2022-03-06,3.793
2022-03-07,4.078
2022-03-08,4.036
2022-03-09,3.808
2022-03-10,3.873
2022-03-11,3.898
2022-03-12,3.898
2022-03-13,3.898
2022-03-14,4.236
2022-03-15,4.106
2022-03-16,3.891
2022-03-17,3.751
2022-03-18,3.74
2022-03-19,3.74
2022-03-20,3.74
2022-03-21,3.81
2022-03-22,3.771
2022-03-23,3.832
2022-03-24,3.797
2022-03-25,3.823
2022-03-26,3.823
2022-03-27,3.823
2022-03-28,3.801
2022-03-29,3.68
2022-03-30,3.789
2022-03-31,3.635
2022-04-01,3.597
2022-04-02,3.597
2022-04-03,3.597
2022-04-04,3.409
2022-04-05,3.585
2022-04-06,3.736
2022-04-07,3.807
2022-04-08,3.794
2022-04-09,3.794
2022-04-10,3.794
2022-04-11,3.899
2022-04-12,3.934
2022-04-13,3.841
2022-04-14,3.961
2022-04-15,3.961
2022-04-16,3.961
2022-04-17,3.961
2022-04-18,4.022
2022-04-19,3.85
2022-04-20,3.836
2022-04-21,4.252
2022-04-22,4.425
2022-04-23,4.425
2022-04-24,4.425
2022-04-25,4.336
2022-04-26,4.612
2022-04-27,4.57
2022-04-28,4.581
2022-04-29,4.998
2022-04-30,4.998
2022-05-01,4.998
2022-05-02,5.311
2022-05-03,5.096
2022-05-04,4.853
2022-05-05,5.125
2022-05-06,5.22
2022-05-07,5.22
2022-05-08,5.22
2022-05-09,5.492
2022-05-10,5.282
2022-05-11,5.436
2022-05-12,5.417
2022-05-13,5.112
2022-05-14,5.112
2022-05-15,5.112
2022-05-16,5.127
2022-05-17,5.013
2022-05-18,5.313
2022-05-19,5.467
2022-05-20,5.242
2022-05-21,5.242
2022-05-22,5.242
2022-05-23,5.25
2022-05-24,5.375
2022-05-25,5.275
2022-05-26,4.992
2022-05-27,4.863
2022-05-28,4.863
2022-05-29,4.863
2022-05-30,4.863
2022-05-31,4.998
2022-06-01,5.006
2022-06-02,4.857
2022-06-03,4.847
2022-06-04,4.847
2022-06-05,4.847
2022-06-06,4.832
2022-06-07,4.876
2022-06-08,4.992
2022-06-09,5.099
2022-06-10,5.356
2022-06-11,5.356
2022-06-12,5.356
2022-06-13,5.764
2022-06-14,5.803
2022-06-15,5.597
2022-06-16,6.087
2022-06-17,5.951
2022-06-18,5.951
2022-06-19,5.951
2022-06-20,5.951
2022-06-21,5.924
2022-06-22,5.966
2022-06-23,5.854
2022-06-24,5.646
2022-06-25,5.646
2022-06-26,5.646
2022-06-27,5.703
2022-06-28,5.845
2022-06-29,5.935
2022-06-30,6.083
2022-07-01,6.001
2022-07-02,6.001
2022-07-03,6.001
2022-07-04,6.001
2022-07-05,5.926
2022-07-06,6.077
2022-07-07,5.893
2022-07-08,6.02
2022-07-09,6.02
2022-07-10,6.02
2022-07-11,6.095
2022-07-12,5.472
2022-07-13,5.537
2022-07-14,5.664
2022-07-15,5.4
2022-07-16,5.4
2022-07-17,5.4
2022-07-18,5.372
2022-07-19,5.101
2022-07-20,5.026
2022-07-21,4.943
2022-07-22,4.953
2022-07-23,4.953
2022-07-24,4.953
2022-07-25,4.935
2022-07-26,4.968
2022-07-27,4.876
2022-07-28,4.597
2022-07-29,4.433
2022-07-30,4.433
2022-07-31,4.433
2022-08-01,4.565
2022-08-02,4.765
2022-08-03,4.639
2022-08-04,4.685
2022-08-05,4.737
2022-08-06,4.737
2022-08-07,4.737
2022-08-08,5.051
2022-08-09,5.224
2022-08-10,5.043
2022-08-11,5.189
2022-08-12,5.064
2022-08-13,5.064
2022-08-14,5.064
2022-08-15,5.004
2022-08-16,4.982
2022-08-17,5.208
2022-08-18,5.148
2022-08-19,5.312
2022-08-20,5.312
2022-08-21,5.312
2022-08-22,5.423
2022-08-23,5.348
2022-08-24,5.323
2022-08-25,5.143
2022-08-26,5.387
2022-08-27,5.387
2022-08-28,5.387
2022-08-29,5.426
2022-08-30,5.456
2022-08-31,5.48
2022-09-01,5.458
2022-09-02,5.526
2022-09-03,5.526
2022-09-04,5.526
2022-09-05,5.526
2022-09-06,5.63
2022-09-07,5.514
2022-09-08,5.476
2022-09-09,5.39
2022-09-10,5.39
2022-09-11,5.39
2022-09-12,5.336
2022-09-13,5.661
2022-09-14,5.638
2022-09-15,5.673
2022-09-16,5.771
2022-09-17,5.771
2022-09-18,5.771
2022-09-19,5.717
2022-09-20,5.918
2022-09-21,6.082
2022-09-22,6.326
2022-09-23,6.614
2022-09-24,6.614
2022-09-25,6.614
2022-09-26,6.732
2022-09-27,6.686
2022-09-28,6.501
2022-09-29,6.793
2022-09-30,6.899
2022-10-01,6.899
2022-10-02,6.899
2022-10-03,6.619
2022-10-04,6.29
2022-10-05,6.292
2022-10-06,6.449
2022-10-07,6.684
2022-10-08,6.684
2022-10-09,6.684
2022-10-10,6.775
2022-10-11,6.888
2022-10-12,6.915
2022-10-13,6.696
2022-10-14,7.01
2022-10-15,7.01
2022-10-16,7.01
2022-10-17,6.752
2022-10-18,6.418
2022-10-19,6.66
2022-10-20,6.718
2022-10-21,6.534
2022-10-22,6.534
2022-10-23,6.534
2022-10-24,6.512
2022-10-25,6.194
2022-10-26,6.148
2022-10-27,6.078
2022-10-28,5.994
2022-10-29,5.994
2022-10-30,5.994
2022-10-31,6.1
2022-11-01,6.085
2022-11-02,6.199
2022-11-03,6.347
2022-11-04,6.174
2022-11-05,6.174
2022-11-06,6.174
2022-11-07,6.143
2022-11-08,6.766
2022-11-09,6.735
2022-11-10,5.969
2022-11-11,5.811
2022-11-12,5.811
2022-11-13,5.811
2022-11-14,6.069
2022-11-15,5.773
2022-11-16,5.87
2022-11-17,5.939
2022-11-18,6.004
2022-11-19,6.004
2022-11-20,6.004
2022-11-21,5.863
2022-11-22,5.797
2022-11-23,5.732
2022-11-24,5.732
2022-11-25,5.781
2022-11-26,5.781
2022-11-27,5.781
2022-11-28,5.791
2022-11-29,5.684
2022-11-30,5.449
2022-12-01,5.348
2022-12-02,5.382
2022-12-03,5.382
2022-12-04,5.382
2022-12-05,5.54
2022-12-06,5.634
2022-12-07,5.857
2022-12-08,5.833
2022-12-09,5.748
2022-12-10,5.748
2022-12-11,5.748
2022-12-12,5.622
2022-12-13,5.363
2022-12-14,5.505
2022-12-15,5.586
2022-12-16,5.66
2022-12-17,5.66
2022-12-18,5.66
2022-12-19,5.854
2022-12-20,5.828
2022-12-21,5.612
2022-12-22,5.656
2022-12-23,5.589
2022-12-24,5.589
2022-12-25,5.589
2022-12-26,5.589
2022-12-27,5.658
2022-12-28,5.751
2022-12-29,5.521
2022-12-30,5.593
2022-12-31,5.593
2023-01-01,5.593
2023-01-02,5.593
2023-01-03,5.565
2023-01-04,5.408
2023-01-05,5.539
2023-01-06,5.382
2023-01-07,5.382
2023-01-08,5.382
2023-01-09,5.143
2023-01-10,5.126
2023-01-11,5.047
2023-01-12,5.005
2023-01-13,4.978
2023-01-14,4.978
2023-01-15,4.978
2023-01-16,4.978
2023-01-17,4.976
2023-01-18,4.975
2023-01-19,5.076
2023-01-20,4.929
2023-01-21,4.929
2023-01-22,4.929
2023-01-23,4.868
2023-01-24,4.889
2023-01-25,4.88
2023-01-26,4.77
2023-01-27,4.752
2023-01-28,4.752
2023-01-29,4.752
2023-01-30,4.789
2023-01-31,4.681
2023-02-01,4.618
2023-02-02,4.459
2023-02-03,4.502
2023-02-04,4.502
2023-02-05,4.502
2023-02-06,4.637
2023-02-07,4.478
2023-02-08,4.547
2023-02-09,4.684
2023-02-10,4.693
2023-02-11,4.693
2023-02-12,4.693
2023-02-13,4.49
2023-02-14,4.497
2023-02-15,4.483
2023-02-16,4.565
2023-02-17,4.535
2023-02-18,4.535
2023-02-19,4.535
2023-02-20,4.535
2023-02-21,4.623
2023-02-22,4.572
2023-02-23,4.517
2023-02-24,4.537
2023-02-25,4.537
2023-02-26,4.537
2023-02-27,4.563
2023-02-28,4.576
2023-03-01,4.574
2023-03-02,4.584
2023-03-03,4.45
2023-03-04,4.45
2023-03-05,4.45
2023-03-06,4.489
2023-03-07,4.638
2023-03-08,4.563
2023-03-09,4.765
2023-03-10,5.223
2023-03-11,5.223
2023-03-12,5.223
2023-03-13,5.252
2023-03-14,5.219
2023-03-15,5.167
2023-03-16,5.121
2023-03-17,5.195
2023-03-18,5.195
2023-03-19,5.195
2023-03-20,5.218
2023-03-21,4.984
2023-03-22,5.14
2023-03-23,5.165
2023-03-24,5.195
2023-03-25,5.195
2023-03-26,5.195
2023-03-27,5.182
2023-03-28,5.187
2023-03-29,5.16
2023-03-30,5.225
2023-03-31,5.088
2023-04-01,5.088
2023-04-02,5.088
2023-04-03,5.19
2023-04-04,5.392
2023-04-05,5.413
2023-04-06,5.409
2023-04-07,5.409
2023-04-08,5.409
2023-04-09,5.409
2023-04-10,5.338
2023-04-11,5.245
2023-04-12,5.313
2023-04-13,5.141
2023-04-14,5.18
2023-04-15,5.18
2023-04-16,5.18
2023-04-17,5.12
2023-04-18,5.075
2023-04-19,5.002
2023-04-20,5.19
2023-04-21,5.211
2023-04-22,5.211
2023-04-23,5.211
2023-04-24,5.225
2023-04-25,5.38
2023-04-26,5.436
2023-04-27,5.304
2023-04-28,5.194
2023-04-29,5.194
2023-04-30,5.194
2023-05-01,5.172
2023-05-02,5.395
2023-05-03,5.295
2023-05-04,6.165
2023-05-05,5.939
2023-05-06,5.939
2023-05-07,5.939
2023-05-08,5.971
2023-05-09,5.991
2023-05-10,5.998
2023-05-11,5.904
2023-05-12,5.77
2023-05-13,5.77
2023-05-14,5.77
2023-05-15,5.76
2023-05-16,5.865
2023-05-17,5.721
2023-05-18,5.64
2023-05-19,5.646
2023-05-20,5.646
2023-05-21,5.646
2023-05-22,5.527
2023-05-23,5.531
2023-05-24,5.587
2023-05-25,5.569
2023-05-26,5.508
2023-05-27,5.508
2023-05-28,5.508
2023-05-29,5.508
2023-05-30,5.469
2023-05-31,5.616
2023-06-01,5.48
2023-06-02,5.347
2023-06-03,5.347
2023-06-04,5.347
2023-06-05,5.413
2023-06-06,5.27
2023-06-07,5.211
2023-06-08,5.164
2023-06-09,5.123
2023-06-10,5.123
2023-06-11,5.123
2023-06-12,5.077
2023-06-13,5.057
2023-06-14,5.026
2023-06-15,4.87
2023-06-16,4.906
2023-06-17,4.906
2023-06-18,4.906
2023-06-19,4.906
2023-06-20,4.907
2023-06-21,4.987
2023-06-22,5.047
2023-06-23,5.131
