,PCAR US Equity
2020-07-23,5.011
2020-07-24,5.03
2020-07-25,5.03
2020-07-26,5.03
2020-07-27,5.02
2020-07-28,5.047
2020-07-29,5.015
2020-07-30,5.097
2020-07-31,5.069
2020-08-01,5.069
2020-08-02,5.069
2020-08-03,5.038
2020-08-04,5.079
2020-08-05,4.963
2020-08-06,4.937
2020-08-07,4.868
2020-08-08,4.868
2020-08-09,4.868
2020-08-10,4.783
2020-08-11,4.754
2020-08-12,4.757
2020-08-13,4.856
2020-08-14,4.831
2020-08-15,4.831
2020-08-16,4.831
2020-08-17,4.85
2020-08-18,4.852
2020-08-19,4.877
2020-08-20,4.929
2020-08-21,4.938
2020-08-22,4.938
2020-08-23,4.938
2020-08-24,4.945
2020-08-25,4.973
2020-08-26,4.947
2020-08-27,4.978
2020-08-28,4.968
2020-08-29,4.968
2020-08-30,4.968
2020-08-31,5.006
2020-09-01,4.936
2020-09-02,4.89
2020-09-03,5.029
2020-09-04,5.019
2020-09-05,5.019
2020-09-06,5.019
2020-09-07,5.019
2020-09-08,5.147
2020-09-09,5.058
2020-09-10,5.187
2020-09-11,5.122
2020-09-12,5.122
2020-09-13,5.122
2020-09-14,4.976
2020-09-15,5.01
2020-09-16,4.972
2020-09-17,5.005
2020-09-18,5.101
2020-09-19,5.101
2020-09-20,5.101
2020-09-21,5.249
2020-09-22,5.219
2020-09-23,5.266
2020-09-24,5.23
2020-09-25,5.144
2020-09-26,5.144
2020-09-27,5.144
2020-09-28,4.965
2020-09-29,4.988
2020-09-30,5.039
2020-10-01,5.086
2020-10-02,5.056
2020-10-03,5.056
2020-10-04,5.056
2020-10-05,4.878
2020-10-06,4.901
2020-10-07,4.781
2020-10-08,4.778
2020-10-09,4.816
2020-10-10,4.816
2020-10-11,4.816
2020-10-12,4.786
2020-10-13,4.853
2020-10-14,4.83
2020-10-15,4.82
2020-10-16,4.778
2020-10-17,4.778
2020-10-18,4.778
2020-10-19,4.719
2020-10-20,4.757
2020-10-21,4.727
2020-10-22,4.419
2020-10-23,4.374
2020-10-24,4.374
2020-10-25,4.374
2020-10-26,4.474
2020-10-27,4.581
2020-10-28,4.773
2020-10-29,4.729
2020-10-30,4.745
2020-10-31,4.745
2020-11-01,4.745
2020-11-02,4.561
2020-11-03,4.415
2020-11-04,4.565
2020-11-05,4.472
2020-11-06,4.497
2020-11-07,4.497
2020-11-08,4.497
2020-11-09,4.456
2020-11-10,4.431
2020-11-11,4.477
2020-11-12,4.537
2020-11-13,4.49
2020-11-14,4.49
2020-11-15,4.49
2020-11-16,4.49
2020-11-17,4.545
2020-11-18,4.494
2020-11-19,4.484
2020-11-20,4.548
2020-11-21,4.548
2020-11-22,4.548
2020-11-23,4.508
2020-11-24,4.466
2020-11-25,4.545
2020-11-26,4.545
2020-11-27,4.601
2020-11-28,4.601
2020-11-29,4.601
2020-11-30,4.637
2020-12-01,4.626
2020-12-02,4.633
2020-12-03,4.681
2020-12-04,4.657
2020-12-05,4.657
2020-12-06,4.657
2020-12-07,4.678
2020-12-08,4.672
2020-12-09,4.62
2020-12-10,4.708
2020-12-11,4.724
2020-12-12,4.724
2020-12-13,4.724
2020-12-14,4.78
2020-12-15,4.625
2020-12-16,4.646
2020-12-17,4.669
2020-12-18,4.656
2020-12-19,4.656
2020-12-20,4.656
2020-12-21,4.665
2020-12-22,4.719
2020-12-23,4.707
2020-12-24,4.651
2020-12-25,4.651
2020-12-26,4.651
2020-12-27,4.651
2020-12-28,4.68
2020-12-29,4.694
2020-12-30,4.664
2020-12-31,4.642
2021-01-01,4.642
2021-01-02,4.642
2021-01-03,4.642
2021-01-04,4.727
2021-01-05,4.687
2021-01-06,4.509
2021-01-07,4.53
2021-01-08,4.561
2021-01-09,4.561
2021-01-10,4.561
2021-01-11,4.54
2021-01-12,4.477
2021-01-13,4.502
2021-01-14,4.487
2021-01-15,4.543
2021-01-16,4.543
2021-01-17,4.543
2021-01-18,4.543
2021-01-19,4.489
2021-01-20,4.48
2021-01-21,4.056
2021-01-22,4.051
2021-01-23,4.051
2021-01-24,4.051
2021-01-25,4.089
2021-01-26,4.094
2021-01-27,4.154
2021-01-28,4.486
2021-01-29,4.6
2021-01-30,4.6
2021-01-31,4.6
2021-02-01,4.602
2021-02-02,4.567
2021-02-03,4.386
2021-02-04,4.322
2021-02-05,4.345
2021-02-06,4.345
2021-02-07,4.345
2021-02-08,4.322
2021-02-09,4.207
2021-02-10,4.199
2021-02-11,4.242
2021-02-12,4.268
2021-02-13,4.268
2021-02-14,4.268
2021-02-15,4.268
2021-02-16,4.306
2021-02-17,4.355
2021-02-18,4.41
2021-02-19,4.394
2021-02-20,4.394
2021-02-21,4.394
2021-02-22,4.418
2021-02-23,4.482
2021-02-24,4.436
2021-02-25,4.511
2021-02-26,4.597
2021-02-27,4.597
2021-02-28,4.597
2021-03-01,4.463
2021-03-02,4.441
2021-03-03,4.392
2021-03-04,4.527
2021-03-05,4.443
2021-03-06,4.443
2021-03-07,4.443
2021-03-08,4.476
2021-03-09,4.392
2021-03-10,4.33
2021-03-11,4.279
2021-03-12,4.314
2021-03-13,4.314
2021-03-14,4.314
2021-03-15,4.206
2021-03-16,4.371
2021-03-17,4.349
2021-03-18,4.397
2021-03-19,4.4
2021-03-20,4.4
2021-03-21,4.4
2021-03-22,4.47
2021-03-23,4.588
2021-03-24,4.612
2021-03-25,4.533
2021-03-26,4.465
2021-03-27,4.465
2021-03-28,4.465
2021-03-29,4.488
2021-03-30,4.482
2021-03-31,4.696
2021-04-01,4.741
2021-04-02,4.741
2021-04-03,4.741
2021-04-04,4.741
2021-04-05,4.644
2021-04-06,4.7
2021-04-07,4.719
2021-04-08,4.7
2021-04-09,4.674
2021-04-10,4.674
2021-04-11,4.674
2021-04-12,4.579
2021-04-13,4.607
2021-04-14,4.661
2021-04-15,4.592
2021-04-16,4.597
2021-04-17,4.597
2021-04-18,4.597
2021-04-19,4.674
2021-04-20,4.738
2021-04-21,4.66
2021-04-22,4.732
2021-04-23,4.281
2021-04-24,4.281
2021-04-25,4.281
2021-04-26,4.282
2021-04-27,3.674
2021-04-28,3.646
2021-04-29,3.598
2021-04-30,3.679
2021-05-01,3.679
2021-05-02,3.679
2021-05-03,3.642
2021-05-04,3.671
2021-05-05,3.624
2021-05-06,3.528
2021-05-07,3.499
2021-05-08,3.499
2021-05-09,3.499
2021-05-10,3.454
2021-05-11,3.477
2021-05-12,3.587
2021-05-13,3.497
2021-05-14,3.481
2021-05-15,3.481
2021-05-16,3.481
2021-05-17,3.513
2021-05-18,3.619
2021-05-19,3.61
2021-05-20,3.628
2021-05-21,3.58
2021-05-22,3.58
2021-05-23,3.58
2021-05-24,3.588
2021-05-25,3.639
2021-05-26,3.629
2021-05-27,3.606
2021-05-28,3.598
2021-05-29,3.598
2021-05-30,3.598
2021-05-31,3.598
2021-06-01,3.563
2021-06-02,3.57
2021-06-03,3.542
2021-06-04,3.471
2021-06-05,3.471
2021-06-06,3.471
2021-06-07,3.529
2021-06-08,3.525
2021-06-09,3.558
2021-06-10,3.593
2021-06-11,3.567
2021-06-12,3.567
2021-06-13,3.567
2021-06-14,3.618
2021-06-15,3.568
2021-06-16,3.606
2021-06-17,3.678
2021-06-18,3.785
2021-06-19,3.785
2021-06-20,3.785
2021-06-21,3.77
2021-06-22,3.771
2021-06-23,3.755
2021-06-24,3.724
2021-06-25,3.703
2021-06-26,3.703
2021-06-27,3.703
2021-06-28,3.717
2021-06-29,3.737
2021-06-30,3.692
2021-07-01,3.711
2021-07-02,3.731
2021-07-03,3.731
2021-07-04,3.731
2021-07-05,3.731
2021-07-06,3.798
2021-07-07,3.793
2021-07-08,3.846
2021-07-09,3.765
2021-07-10,3.765
2021-07-11,3.765
2021-07-12,3.731
2021-07-13,3.594
2021-07-14,3.588
2021-07-15,3.564
2021-07-16,3.593
2021-07-17,3.593
2021-07-18,3.593
2021-07-19,3.631
2021-07-20,3.574
2021-07-21,3.571
2021-07-22,3.613
2021-07-23,3.595
2021-07-24,3.595
2021-07-25,3.595
2021-07-26,3.622
2021-07-27,3.737
2021-07-28,3.56
2021-07-29,3.537
2021-07-30,3.55
2021-07-31,3.55
2021-08-01,3.55
2021-08-02,3.588
2021-08-03,3.599
2021-08-04,3.632
2021-08-05,3.678
2021-08-06,3.681
2021-08-07,3.681
2021-08-08,3.681
2021-08-09,3.687
2021-08-10,3.694
2021-08-11,3.559
2021-08-12,3.592
2021-08-13,3.631
2021-08-14,3.631
2021-08-15,3.631
2021-08-16,3.63
2021-08-17,3.661
2021-08-18,3.672
2021-08-19,3.65
2021-08-20,3.655
2021-08-21,3.655
2021-08-22,3.655
2021-08-23,3.649
2021-08-24,3.588
2021-08-25,3.579
2021-08-26,3.601
2021-08-27,3.567
2021-08-28,3.567
2021-08-29,3.567
2021-08-30,3.575
2021-08-31,3.583
2021-09-01,3.549
2021-09-02,3.496
2021-09-03,3.475
2021-09-04,3.475
2021-09-05,3.475
2021-09-06,3.475
2021-09-07,3.555
2021-09-08,3.564
2021-09-09,3.526
2021-09-10,3.509
2021-09-11,3.509
2021-09-12,3.509
2021-09-13,3.477
2021-09-14,3.495
2021-09-15,3.468
2021-09-16,3.558
2021-09-17,3.597
2021-09-18,3.597
2021-09-19,3.597
2021-09-20,3.673
2021-09-21,3.715
2021-09-22,3.694
2021-09-23,3.629
2021-09-24,3.643
2021-09-25,3.643
2021-09-26,3.643
2021-09-27,3.597
2021-09-28,2.783
2021-09-29,2.774
2021-09-30,2.85
2021-10-01,2.831
2021-10-02,2.831
2021-10-03,2.831
2021-10-04,2.855
2021-10-05,2.749
2021-10-06,2.748
2021-10-07,2.709
2021-10-08,2.574
2021-10-09,2.574
2021-10-10,2.574
2021-10-11,2.603
2021-10-12,2.61
2021-10-13,2.593
2021-10-14,2.521
2021-10-15,2.511
2021-10-16,2.511
2021-10-17,2.511
2021-10-18,2.543
2021-10-19,2.522
2021-10-20,2.51
2021-10-21,2.515
2021-10-22,2.508
2021-10-23,2.508
2021-10-24,2.508
2021-10-25,2.501
2021-10-26,2.521
2021-10-27,2.553
2021-10-28,2.45
2021-10-29,2.444
2021-10-30,2.444
2021-10-31,2.444
2021-11-01,2.404
2021-11-02,2.389
2021-11-03,2.42
2021-11-04,2.445
2021-11-05,2.433
2021-11-06,2.433
2021-11-07,2.433
2021-11-08,2.463
2021-11-09,2.488
2021-11-10,2.448
2021-11-11,2.435
2021-11-12,2.438
2021-11-13,2.438
2021-11-14,2.438
2021-11-15,2.445
2021-11-16,2.439
2021-11-17,2.452
2021-11-18,2.508
2021-11-19,2.526
2021-11-20,2.526
2021-11-21,2.526
2021-11-22,2.457
2021-11-23,2.426
2021-11-24,2.459
2021-11-25,2.459
2021-11-26,2.521
2021-11-27,2.521
2021-11-28,2.521
2021-11-29,2.533
2021-11-30,2.615
2021-12-01,2.646
2021-12-02,2.599
2021-12-03,2.547
2021-12-04,2.547
2021-12-05,2.547
2021-12-06,2.49
2021-12-07,2.49
2021-12-08,2.454
2021-12-09,2.462
2021-12-10,2.448
2021-12-11,2.448
2021-12-12,2.448
2021-12-13,2.47
2021-12-14,2.475
2021-12-15,2.477
2021-12-16,2.496
2021-12-17,2.568
2021-12-18,2.568
2021-12-19,2.568
2021-12-20,2.612
2021-12-21,2.572
2021-12-22,2.545
2021-12-23,2.525
2021-12-24,2.525
2021-12-25,2.525
2021-12-26,2.525
2021-12-27,2.5
2021-12-28,2.468
2021-12-29,2.447
2021-12-30,2.453
2021-12-31,2.43
2022-01-01,2.43
2022-01-02,2.43
2022-01-03,2.424
2022-01-04,2.313
2022-01-05,2.304
2022-01-06,2.281
2022-01-07,2.296
2022-01-08,2.296
2022-01-09,2.296
2022-01-10,2.322
2022-01-11,2.322
2022-01-12,2.318
2022-01-13,2.25
2022-01-14,2.222
2022-01-15,2.222
2022-01-16,2.222
2022-01-17,2.222
2022-01-18,2.235
2022-01-19,3.189
2022-01-20,3.253
2022-01-21,3.279
2022-01-22,3.279
2022-01-23,3.279
2022-01-24,3.294
2022-01-25,2.396
2022-01-26,2.937
2022-01-27,2.958
2022-01-28,2.944
2022-01-29,2.944
2022-01-30,2.944
2022-01-31,2.966
2022-02-01,2.893
2022-02-02,2.87
2022-02-03,2.908
2022-02-04,2.917
2022-02-05,2.917
2022-02-06,2.917
2022-02-07,2.914
2022-02-08,2.934
2022-02-09,2.902
2022-02-10,2.955
2022-02-11,2.961
2022-02-12,2.961
2022-02-13,2.961
2022-02-14,2.955
2022-02-15,2.913
2022-02-16,2.893
2022-02-17,2.934
2022-02-18,2.929
2022-02-19,2.929
2022-02-20,2.929
2022-02-21,2.929
2022-02-22,2.935
2022-02-23,3.01
2022-02-24,2.988
2022-02-25,2.996
2022-02-26,2.996
2022-02-27,2.996
2022-02-28,2.993
2022-03-01,3.077
2022-03-02,2.998
2022-03-03,2.465
2022-03-04,2.569
2022-03-05,2.569
2022-03-06,2.569
2022-03-07,2.716
2022-03-08,2.706
2022-03-09,2.588
2022-03-10,2.946
2022-03-11,2.967
2022-03-12,2.967
2022-03-13,2.967
2022-03-14,2.912
2022-03-15,2.895
2022-03-16,2.81
2022-03-17,2.812
2022-03-18,2.862
2022-03-19,2.862
2022-03-20,2.862
2022-03-21,3.328
2022-03-22,3.311
2022-03-23,3.358
2022-03-24,3.319
2022-03-25,3.318
2022-03-26,3.318
2022-03-27,3.318
2022-03-28,3.306
2022-03-29,3.246
2022-03-30,3.303
2022-03-31,4.97
2022-04-01,5.136
2022-04-02,5.136
2022-04-03,5.136
2022-04-04,5.179
2022-04-05,5.284
2022-04-06,5.243
2022-04-07,5.256
2022-04-08,5.259
2022-04-09,5.259
2022-04-10,5.259
2022-04-11,5.289
2022-04-12,5.299
2022-04-13,3.816
2022-04-14,3.795
2022-04-15,3.795
2022-04-16,3.795
2022-04-17,3.795
2022-04-18,3.789
2022-04-19,3.698
2022-04-20,3.626
2022-04-21,3.606
2022-04-22,3.707
2022-04-23,3.707
2022-04-24,3.707
2022-04-25,3.679
2022-04-26,4.401
2022-04-27,4.361
2022-04-28,4.32
2022-04-29,4.425
2022-04-30,4.425
2022-05-01,4.425
2022-05-02,4.374
2022-05-03,4.319
2022-05-04,4.175
2022-05-05,4.109
2022-05-06,4.143
2022-05-07,4.143
2022-05-08,4.143
2022-05-09,4.102
2022-05-10,4.164
2022-05-11,4.221
2022-05-12,4.177
2022-05-13,4.164
2022-05-14,4.164
2022-05-15,4.164
2022-05-16,4.187
2022-05-17,4.098
2022-05-18,4.296
2022-05-19,4.283
2022-05-20,4.369
2022-05-21,4.369
2022-05-22,4.369
2022-05-23,4.26
2022-05-24,4.24
2022-05-25,4.175
2022-05-26,4.427
2022-05-27,4.348
2022-05-28,4.348
2022-05-29,4.348
2022-05-30,4.348
2022-05-31,4.29
2022-06-01,4.207
2022-06-02,4.188
2022-06-03,4.219
2022-06-04,4.219
2022-06-05,4.219
2022-06-06,4.203
2022-06-07,4.187
2022-06-08,4.168
2022-06-09,4.232
2022-06-10,4.377
2022-06-11,4.377
2022-06-12,4.377
2022-06-13,4.489
2022-06-14,4.426
2022-06-15,4.339
2022-06-16,4.567
2022-06-17,4.547
2022-06-18,4.547
2022-06-19,4.547
2022-06-20,4.547
2022-06-21,4.408
2022-06-22,4.458
2022-06-23,4.566
2022-06-24,4.424
2022-06-25,4.424
2022-06-26,4.424
2022-06-27,4.444
2022-06-28,4.477
2022-06-29,4.481
2022-06-30,4.524
2022-07-01,4.494
2022-07-02,4.494
2022-07-03,4.494
2022-07-04,4.494
2022-07-05,4.551
2022-07-06,4.581
2022-07-07,4.53
2022-07-08,4.553
2022-07-09,4.553
2022-07-10,4.553
2022-07-11,4.655
2022-07-12,4.595
2022-07-13,4.653
2022-07-14,4.667
2022-07-15,4.611
2022-07-16,4.611
2022-07-17,4.611
2022-07-18,4.596
2022-07-19,4.31
2022-07-20,4.295
2022-07-21,4.287
2022-07-22,4.275
2022-07-23,4.275
2022-07-24,4.275
2022-07-25,4.211
2022-07-26,3.679
2022-07-27,3.604
2022-07-28,3.528
2022-07-29,3.5
2022-07-30,3.5
2022-07-31,3.5
2022-08-01,3.527
2022-08-02,3.55
2022-08-03,3.526
2022-08-04,3.525
2022-08-05,3.515
2022-08-06,3.515
2022-08-07,3.515
2022-08-08,3.497
2022-08-09,3.524
2022-08-10,3.453
2022-08-11,3.462
2022-08-12,3.435
2022-08-13,3.435
2022-08-14,3.435
2022-08-15,3.416
2022-08-16,3.385
2022-08-17,3.43
2022-08-18,3.405
2022-08-19,3.448
2022-08-20,3.448
2022-08-21,3.448
2022-08-22,3.545
2022-08-23,3.54
2022-08-24,3.506
2022-08-25,3.47
2022-08-26,3.566
2022-08-27,3.566
2022-08-28,3.566
2022-08-29,3.609
2022-08-30,3.643
2022-08-31,3.666
2022-09-01,3.668
2022-09-02,3.71
2022-09-03,3.71
2022-09-04,3.71
2022-09-05,3.71
2022-09-06,3.695
2022-09-07,3.622
2022-09-08,3.716
2022-09-09,3.626
2022-09-10,3.626
2022-09-11,3.626
2022-09-12,3.587
2022-09-13,3.728
2022-09-14,3.713
2022-09-15,3.746
2022-09-16,3.768
2022-09-17,3.768
2022-09-18,3.768
2022-09-19,3.675
2022-09-20,3.707
2022-09-21,3.754
2022-09-22,3.779
2022-09-23,3.828
2022-09-24,3.828
2022-09-25,3.828
2022-09-26,3.865
2022-09-27,3.867
2022-09-28,3.759
2022-09-29,3.78
2022-09-30,3.833
2022-10-01,3.833
2022-10-02,3.833
2022-10-03,3.709
2022-10-04,3.568
2022-10-05,3.529
2022-10-06,3.576
2022-10-07,3.659
2022-10-08,3.659
2022-10-09,3.659
2022-10-10,3.65
2022-10-11,3.695
2022-10-12,3.716
2022-10-13,3.647
2022-10-14,3.728
2022-10-15,3.728
2022-10-16,3.728
2022-10-17,3.704
2022-10-18,3.628
2022-10-19,3.627
2022-10-20,3.758
2022-10-21,3.65
2022-10-22,3.65
2022-10-23,3.65
2022-10-24,3.576
2022-10-25,3.911
2022-10-26,3.704
2022-10-27,3.651
2022-10-28,3.569
2022-10-29,3.569
2022-10-30,3.569
2022-10-31,3.55
2022-11-01,3.545
2022-11-02,3.592
2022-11-03,3.544
2022-11-04,3.466
2022-11-05,3.466
2022-11-06,3.466
2022-11-07,3.465
2022-11-08,3.417
2022-11-09,3.444
2022-11-10,3.371
2022-11-11,3.348
2022-11-12,3.348
2022-11-13,3.348
2022-11-14,3.345
2022-11-15,3.331
2022-11-16,3.311
2022-11-17,3.307
2022-11-18,3.487
2022-11-19,3.487
2022-11-20,3.487
2022-11-21,3.471
2022-11-22,3.417
2022-11-23,3.421
2022-11-24,3.421
2022-11-25,3.449
2022-11-26,3.449
2022-11-27,3.449
2022-11-28,3.496
2022-11-29,3.474
2022-11-30,3.42
2022-12-01,3.419
2022-12-02,3.424
2022-12-03,3.424
2022-12-04,3.424
2022-12-05,3.505
2022-12-06,3.494
2022-12-07,3.467
2022-12-08,3.496
2022-12-09,3.577
2022-12-10,3.577
2022-12-11,3.577
2022-12-12,3.518
2022-12-13,3.544
2022-12-14,3.525
2022-12-15,3.598
2022-12-16,3.587
2022-12-17,3.587
2022-12-18,3.587
2022-12-19,3.555
2022-12-20,3.544
2022-12-21,3.487
2022-12-22,3.53
2022-12-23,3.504
2022-12-24,3.504
2022-12-25,3.504
2022-12-26,3.504
2022-12-27,3.512
2022-12-28,3.55
2022-12-29,3.574
2022-12-30,3.56
2022-12-31,3.56
2023-01-01,3.56
2023-01-02,3.56
2023-01-03,3.58
2023-01-04,3.588
2023-01-05,3.604
2023-01-06,3.512
2023-01-07,3.512
2023-01-08,3.512
2023-01-09,3.534
2023-01-10,3.51
2023-01-11,3.49
2023-01-12,3.467
2023-01-13,3.424
2023-01-14,3.424
2023-01-15,3.424
2023-01-16,3.424
2023-01-17,3.46
2023-01-18,3.525
2023-01-19,3.587
2023-01-20,3.541
2023-01-21,3.541
2023-01-22,3.541
2023-01-23,3.435
2023-01-24,3.451
2023-01-25,3.228
2023-01-26,3.193
2023-01-27,3.09
2023-01-28,3.09
2023-01-29,3.09
2023-01-30,3.115
2023-01-31,3.1
2023-02-01,3.123
2023-02-02,3.116
2023-02-03,3.157
2023-02-04,3.157
2023-02-05,3.157
2023-02-06,3.149
2023-02-07,3.153
2023-02-08,3.802
2023-02-09,3.747
2023-02-10,3.748
2023-02-11,3.748
2023-02-12,3.748
2023-02-13,3.861
2023-02-14,3.85
2023-02-15,3.762
2023-02-16,3.764
2023-02-17,3.723
2023-02-18,3.723
2023-02-19,3.723
2023-02-20,3.723
2023-02-21,3.816
2023-02-22,3.855
2023-02-23,3.85
2023-02-24,3.911
2023-02-25,3.911
2023-02-26,3.911
2023-02-27,3.921
2023-02-28,3.916
2023-03-01,3.871
2023-03-02,3.781
2023-03-03,3.711
2023-03-04,3.711
2023-03-05,3.711
2023-03-06,3.714
2023-03-07,3.738
2023-03-08,3.729
2023-03-09,3.812
2023-03-10,3.917
2023-03-11,3.917
2023-03-12,3.917
2023-03-13,3.966
2023-03-14,3.905
2023-03-15,4.007
2023-03-16,3.998
2023-03-17,4.124
2023-03-18,4.124
2023-03-19,4.124
2023-03-20,4.027
2023-03-21,3.965
2023-03-22,4.027
2023-03-23,4.058
2023-03-24,4.053
2023-03-25,4.053
2023-03-26,4.053
2023-03-27,3.993
2023-03-28,4.031
2023-03-29,4.002
2023-03-30,4.01
2023-03-31,3.956
2023-04-01,3.956
2023-04-02,3.956
2023-04-03,3.963
2023-04-04,4.088
2023-04-05,4.227
2023-04-06,4.226
2023-04-07,4.226
2023-04-08,4.226
2023-04-09,4.226
2023-04-10,4.276
2023-04-11,4.194
2023-04-12,4.132
2023-04-13,4.162
2023-04-14,4.097
2023-04-15,4.097
2023-04-16,4.097
2023-04-17,4.067
2023-04-18,4.077
2023-04-19,4.081
2023-04-20,4.099
2023-04-21,4.069
2023-04-22,4.069
2023-04-23,4.069
2023-04-24,4.034
2023-04-25,4.271
2023-04-26,4.402
2023-04-27,4.394
2023-04-28,4.334
2023-04-29,4.334
2023-04-30,4.334
2023-05-01,4.328
2023-05-02,4.469
2023-05-03,4.519
2023-05-04,4.558
2023-05-05,4.449
2023-05-06,4.449
2023-05-07,4.449
2023-05-08,4.447
2023-05-09,4.414
2023-05-10,4.475
2023-05-11,4.439
2023-05-12,4.422
2023-05-13,4.422
2023-05-14,4.422
2023-05-15,4.417
2023-05-16,4.582
2023-05-17,4.517
2023-05-18,4.512
2023-05-19,4.503
2023-05-20,4.503
2023-05-21,4.503
2023-05-22,4.526
2023-05-23,4.526
2023-05-24,4.587
2023-05-25,4.549
2023-05-26,4.528
2023-05-27,4.528
2023-05-28,4.528
2023-05-29,4.528
2023-05-30,4.54
2023-05-31,4.697
2023-06-01,4.615
2023-06-02,4.408
2023-06-03,4.408
2023-06-04,4.408
2023-06-05,4.406
2023-06-06,4.332
2023-06-07,4.241
2023-06-08,4.212
2023-06-09,4.205
2023-06-10,4.205
2023-06-11,4.205
2023-06-12,4.155
2023-06-13,4.065
2023-06-14,4.139
2023-06-15,4.086
2023-06-16,4.109
2023-06-17,4.109
2023-06-18,4.109
2023-06-19,4.109
2023-06-20,4.154
2023-06-21,4.115
2023-06-22,4.136
