,TPR US Equity
2023-06-23,2.997
2023-06-24,2.997
2023-06-25,2.997
2023-06-26,3.004
2023-06-27,2.963
2023-06-28,3.006
2023-06-29,3.002
2023-06-30,3.004
2023-07-01,3.004
2023-07-02,3.004
2023-07-03,2.954
2023-07-04,2.954
2023-07-05,2.999
2023-07-06,3.035
2023-07-07,3.019
2023-07-08,3.019
2023-07-09,3.019
2023-07-10,2.963
2023-07-11,2.897
2023-07-12,2.908
2023-07-13,2.901
2023-07-14,2.955
2023-07-15,2.955
2023-07-16,2.955
2023-07-17,3.003
2023-07-18,2.975
2023-07-19,3.043
2023-07-20,3.085
2023-07-21,3.105
2023-07-22,3.105
2023-07-23,3.105
2023-07-24,3.068
2023-07-25,3.067
2023-07-26,3.037
2023-07-27,3.074
2023-07-28,2.999
2023-07-29,2.999
2023-07-30,2.999
2023-07-31,2.99
2023-08-01,3.01
2023-08-02,3.069
2023-08-03,3.0
2023-08-04,3.066
2023-08-05,3.066
2023-08-06,3.066
2023-08-07,3.058
2023-08-08,3.116
2023-08-09,3.143
2023-08-10,3.739
2023-08-11,3.717
2023-08-12,3.717
2023-08-13,3.717
2023-08-14,3.71
2023-08-15,3.727
2023-08-16,3.842
2023-08-17,3.934
2023-08-18,3.959
2023-08-19,3.959
2023-08-20,3.959
2023-08-21,4.05
2023-08-22,4.176
2023-08-23,4.143
2023-08-24,4.185
2023-08-25,4.197
2023-08-26,4.197
2023-08-27,4.197
2023-08-28,4.211
2023-08-29,4.202
2023-08-30,4.183
2023-08-31,4.196
2023-09-01,4.152
2023-09-02,4.152
2023-09-03,4.152
2023-09-04,4.152
2023-09-05,4.238
2023-09-06,4.317
2023-09-07,4.434
2023-09-08,4.42
2023-09-09,4.42
2023-09-10,4.42
2023-09-11,4.441
2023-09-12,4.472
2023-09-13,4.644
2023-09-14,4.572
2023-09-15,4.578
2023-09-16,4.578
2023-09-17,4.578
2023-09-18,4.671
2023-09-19,4.693
2023-09-20,4.731
2023-09-21,4.837
2023-09-22,4.925
2023-09-23,4.925
2023-09-24,4.925
2023-09-25,4.982
2023-09-26,5.045
2023-09-27,5.08
2023-09-28,5.042
2023-09-29,4.938
2023-09-30,4.938
2023-10-01,4.938
2023-10-02,4.968
2023-10-03,5.08
2023-10-04,5.1
2023-10-05,5.148
2023-10-06,5.036
2023-10-07,5.036
2023-10-08,5.036
2023-10-09,5.036
2023-10-10,5.135
2023-10-11,5.065
2023-10-12,5.183
2023-10-13,5.146
2023-10-14,5.146
2023-10-15,5.146
2023-10-16,5.011
2023-10-17,4.886
2023-10-18,4.964
2023-10-19,4.996
2023-10-20,5.049
2023-10-21,5.049
2023-10-22,5.049
2023-10-23,5.089
2023-10-24,5.085
2023-10-25,5.096
2023-10-26,5.071
2023-10-27,5.144
2023-10-28,5.144
2023-10-29,5.144
2023-10-30,5.06
2023-10-31,5.151
2023-11-01,5.278
2023-11-02,5.135
2023-11-03,5.023
2023-11-04,5.023
2023-11-05,5.023
2023-11-06,5.115
2023-11-07,5.113
2023-11-08,5.115
2023-11-09,4.963
2023-11-10,5.013
2023-11-11,5.013
2023-11-12,5.013
2023-11-13,4.951
2023-11-14,4.627
2023-11-15,4.571
2023-11-16,4.74
2023-11-17,4.695
2023-11-18,4.695
2023-11-19,4.695
2023-11-20,4.639
2023-11-21,4.698
2023-11-22,4.695
2023-11-23,4.695
2023-11-24,4.666
2023-11-25,4.666
2023-11-26,4.666
2023-11-27,4.615
2023-11-28,4.6
2023-11-29,4.505
2023-11-30,4.505
2023-12-01,4.364
2023-12-02,4.364
2023-12-03,4.364
2023-12-04,4.321
2023-12-05,4.401
2023-12-06,4.389
2023-12-07,4.259
2023-12-08,4.21
2023-12-09,4.21
2023-12-10,4.21
2023-12-11,4.174
2023-12-12,4.206
2023-12-13,4.088
2023-12-14,3.866
2023-12-15,3.912
2023-12-16,3.912
2023-12-17,3.912
2023-12-18,3.937
2023-12-19,3.825
2023-12-20,3.86
2023-12-21,3.759
2023-12-22,3.81
2023-12-23,3.81
2023-12-24,3.81
2023-12-25,3.81
2023-12-26,3.753
2023-12-27,3.774
2023-12-28,3.807
2023-12-29,3.835
2023-12-30,3.835
2023-12-31,3.835
2024-01-01,3.835
2024-01-02,3.698
2024-01-03,3.83
2024-01-04,3.825
2024-01-05,3.781
2024-01-06,3.781
2024-01-07,3.781
2024-01-08,3.706
2024-01-09,3.768
2024-01-10,3.765
2024-01-11,3.747
2024-01-12,3.884
2024-01-13,3.884
2024-01-14,3.884
2024-01-15,3.884
2024-01-16,3.87
2024-01-17,3.938
2024-01-18,3.939
2024-01-19,3.852
2024-01-20,3.852
2024-01-21,3.852
2024-01-22,3.769
2024-01-23,3.748
2024-01-24,3.76
2024-01-25,3.689
2024-01-26,3.622
2024-01-27,3.622
2024-01-28,3.622
2024-01-29,3.56
2024-01-30,3.577
2024-01-31,3.639
2024-02-01,3.527
2024-02-02,3.528
2024-02-03,3.528
2024-02-04,3.528
2024-02-05,3.496
2024-02-06,3.443
2024-02-07,3.498
2024-02-08,3.283
2024-02-09,3.361
2024-02-10,3.361
2024-02-11,3.361
2024-02-12,3.245
2024-02-13,3.302
2024-02-14,3.185
2024-02-15,3.101
2024-02-16,3.07
2024-02-17,3.07
2024-02-18,3.07
2024-02-19,3.07
2024-02-20,3.015
2024-02-21,3.001
2024-02-22,2.949
2024-02-23,2.903
2024-02-24,2.903
2024-02-25,2.903
2024-02-26,2.96
2024-02-27,2.965
2024-02-28,2.954
2024-02-29,2.965
2024-03-01,2.985
2024-03-02,2.985
2024-03-03,2.985
2024-03-04,2.981
2024-03-05,2.95
2024-03-06,3.0
2024-03-07,2.981
2024-03-08,2.972
2024-03-09,2.972
2024-03-10,2.972
2024-03-11,2.994
2024-03-12,2.962
2024-03-13,2.927
2024-03-14,2.955
2024-03-15,2.987
2024-03-16,2.987
2024-03-17,2.987
2024-03-18,2.996
2024-03-19,3.007
2024-03-20,2.951
2024-03-21,2.909
2024-03-22,2.98
2024-03-23,2.98
2024-03-24,2.98
2024-03-25,3.071
2024-03-26,3.081
2024-03-27,2.997
2024-03-28,2.947
2024-03-29,2.947
2024-03-30,2.947
2024-03-31,2.947
2024-04-01,2.909
2024-04-02,3.035
2024-04-03,3.097
2024-04-04,3.251
2024-04-05,3.259
2024-04-06,3.259
2024-04-07,3.259
2024-04-08,3.243
