,NKE US Equity
2023-06-23,1.304
2023-06-24,1.304
2023-06-25,1.304
2023-06-26,1.279
2023-06-27,1.258
2023-06-28,1.262
2023-06-29,1.253
2023-06-30,1.295
2023-07-01,1.295
2023-07-02,1.295
2023-07-03,1.31
2023-07-04,1.31
2023-07-05,1.335
2023-07-06,1.36
2023-07-07,1.369
2023-07-08,1.369
2023-07-09,1.369
2023-07-10,1.351
2023-07-11,1.331
2023-07-12,1.32
2023-07-13,1.321
2023-07-14,1.335
2023-07-15,1.335
2023-07-16,1.335
2023-07-17,1.325
2023-07-18,1.313
2023-07-19,1.311
2023-07-20,1.34
2023-07-21,1.321
2023-07-22,1.321
2023-07-23,1.321
2023-07-24,1.325
2023-07-25,1.33
2023-07-26,1.318
2023-07-27,1.338
2023-07-28,1.326
2023-07-29,1.326
2023-07-30,1.326
2023-07-31,1.305
2023-08-01,1.317
2023-08-02,1.34
2023-08-03,1.326
2023-08-04,1.324
2023-08-05,1.324
2023-08-06,1.324
2023-08-07,1.304
2023-08-08,1.313
2023-08-09,1.313
2023-08-10,1.321
2023-08-11,1.333
2023-08-12,1.333
2023-08-13,1.333
2023-08-14,1.338
2023-08-15,1.352
2023-08-16,1.352
2023-08-17,1.371
2023-08-18,1.375
2023-08-19,1.375
2023-08-20,1.375
2023-08-21,1.401
2023-08-22,1.42
2023-08-23,1.459
2023-08-24,1.476
2023-08-25,1.458
2023-08-26,1.458
2023-08-27,1.458
2023-08-28,1.442
2023-08-29,1.412
2023-08-30,1.407
2023-08-31,1.413
2023-09-01,1.397
2023-09-02,1.397
2023-09-03,1.397
2023-09-04,1.397
2023-09-05,1.425
2023-09-06,1.427
2023-09-07,1.46
2023-09-08,1.464
2023-09-09,1.464
2023-09-10,1.464
2023-09-11,1.477
2023-09-12,1.485
2023-09-13,1.487
2023-09-14,1.471
2023-09-15,1.485
2023-09-16,1.485
2023-09-17,1.485
2023-09-18,1.497
2023-09-19,1.511
2023-09-20,1.522
2023-09-21,1.562
2023-09-22,1.575
2023-09-23,1.575
2023-09-24,1.575
2023-09-25,1.579
2023-09-26,1.587
2023-09-27,1.6
2023-09-28,1.592
2023-09-29,1.496
2023-09-30,1.496
2023-10-01,1.496
2023-10-02,1.512
2023-10-03,1.504
2023-10-04,1.491
2023-10-05,1.493
2023-10-06,1.471
2023-10-07,1.471
2023-10-08,1.471
2023-10-09,1.475
2023-10-10,1.464
2023-10-11,1.448
2023-10-12,1.44
2023-10-13,1.43
2023-10-14,1.43
2023-10-15,1.43
2023-10-16,1.4
2023-10-17,1.387
2023-10-18,1.377
2023-10-19,1.387
2023-10-20,1.392
2023-10-21,1.392
2023-10-22,1.392
2023-10-23,1.39
2023-10-24,1.358
2023-10-25,1.38
2023-10-26,1.429
2023-10-27,1.458
2023-10-28,1.458
2023-10-29,1.458
2023-10-30,1.407
2023-10-31,1.393
2023-11-01,1.419
2023-11-02,1.363
2023-11-03,1.337
2023-11-04,1.337
2023-11-05,1.337
2023-11-06,1.335
2023-11-07,1.309
2023-11-08,1.309
2023-11-09,1.336
2023-11-10,1.348
2023-11-11,1.348
2023-11-12,1.348
2023-11-13,1.372
2023-11-14,1.352
2023-11-15,1.326
2023-11-16,1.329
2023-11-17,1.349
2023-11-18,1.349
2023-11-19,1.349
2023-11-20,1.345
2023-11-21,1.342
2023-11-22,1.325
2023-11-23,1.325
2023-11-24,1.328
2023-11-25,1.328
2023-11-26,1.328
2023-11-27,1.324
2023-11-28,1.314
2023-11-29,1.295
2023-11-30,1.296
2023-12-01,1.255
2023-12-02,1.255
2023-12-03,1.255
2023-12-04,1.237
2023-12-05,1.234
2023-12-06,1.226
2023-12-07,1.24
2023-12-08,1.229
2023-12-09,1.229
2023-12-10,1.229
2023-12-11,1.201
2023-12-12,1.19
2023-12-13,1.175
2023-12-14,1.178
2023-12-15,1.173
2023-12-16,1.173
2023-12-17,1.173
2023-12-18,1.176
2023-12-19,1.162
2023-12-20,1.174
2023-12-21,1.168
2023-12-22,1.328
2023-12-23,1.328
2023-12-24,1.328
2023-12-25,1.328
2023-12-26,1.328
2023-12-27,1.34
2023-12-28,1.317
2023-12-29,1.32
2023-12-30,1.32
2023-12-31,1.32
2024-01-01,1.32
2024-01-02,1.345
2024-01-03,1.382
2024-01-04,1.407
2024-01-05,1.41
2024-01-06,1.41
2024-01-07,1.41
2024-01-08,1.389
2024-01-09,1.401
2024-01-10,1.387
2024-01-11,1.359
2024-01-12,1.371
2024-01-13,1.371
2024-01-14,1.371
2024-01-15,1.371
2024-01-16,1.415
2024-01-17,1.427
2024-01-18,1.426
2024-01-19,1.414
2024-01-20,1.414
2024-01-21,1.414
2024-01-22,1.431
2024-01-23,1.412
2024-01-24,1.428
2024-01-25,1.428
2024-01-26,1.401
2024-01-27,1.401
2024-01-28,1.401
2024-01-29,1.385
2024-01-30,1.381
2024-01-31,1.417
2024-02-01,1.414
2024-02-02,1.429
2024-02-03,1.429
2024-02-04,1.429
2024-02-05,1.444
2024-02-06,1.403
2024-02-07,1.387
2024-02-08,1.386
2024-02-09,1.376
2024-02-10,1.376
2024-02-11,1.376
2024-02-12,1.342
2024-02-13,1.37
2024-02-14,1.353
2024-02-15,1.354
2024-02-16,1.387
2024-02-17,1.387
2024-02-18,1.387
2024-02-19,1.387
2024-02-20,1.39
2024-02-21,1.364
2024-02-22,1.367
2024-02-23,1.36
2024-02-24,1.36
2024-02-25,1.36
2024-02-26,1.374
2024-02-27,1.366
2024-02-28,1.376
2024-02-29,1.382
2024-03-01,1.405
2024-03-02,1.405
2024-03-03,1.405
2024-03-04,1.438
2024-03-05,1.453
2024-03-06,1.463
2024-03-07,1.454
2024-03-08,1.44
2024-03-09,1.44
2024-03-10,1.44
2024-03-11,1.413
2024-03-12,1.418
2024-03-13,1.402
2024-03-14,1.417
2024-03-15,1.426
2024-03-16,1.426
2024-03-17,1.426
2024-03-18,1.439
2024-03-19,1.422
2024-03-20,1.417
2024-03-21,1.409
2024-03-22,1.525
2024-03-23,1.525
2024-03-24,1.525
2024-03-25,1.526
2024-03-26,1.546
2024-03-27,1.52
2024-03-28,1.523
2024-03-29,1.523
2024-03-30,1.523
2024-03-31,1.523
2024-04-01,1.546
2024-04-02,1.573
2024-04-03,1.584
2024-04-04,1.607
2024-04-05,1.611
2024-04-06,1.611
2024-04-07,1.611
2024-04-08,1.59
