,CNP US Equity
2020-08-15,4.106
2020-08-16,4.106
2020-08-17,4.084
2020-08-18,4.167
2020-08-19,4.134
2020-08-20,4.224
2020-08-21,4.23
2020-08-22,4.23
2020-08-23,4.23
2020-08-24,4.14
2020-08-25,4.184
2020-08-26,4.263
2020-08-27,4.237
2020-08-28,4.196
2020-08-29,4.196
2020-08-30,4.196
2020-08-31,4.171
2020-09-01,4.186
2020-09-02,4.094
2020-09-03,4.155
2020-09-04,4.213
2020-09-05,4.213
2020-09-06,4.213
2020-09-07,4.213
2020-09-08,4.322
2020-09-09,4.287
2020-09-10,4.304
2020-09-11,4.304
2020-09-12,4.304
2020-09-13,4.304
2020-09-14,4.284
2020-09-15,4.404
2020-09-16,4.241
2020-09-17,4.34
2020-09-18,4.423
2020-09-19,4.423
2020-09-20,4.423
2020-09-21,4.43
2020-09-22,4.427
2020-09-23,4.439
2020-09-24,4.43
2020-09-25,4.409
2020-09-26,4.409
2020-09-27,4.409
2020-09-28,4.402
2020-09-29,4.406
2020-09-30,4.327
2020-10-01,4.315
2020-10-02,4.201
2020-10-03,4.201
2020-10-04,4.201
2020-10-05,4.147
2020-10-06,4.07
2020-10-07,4.054
2020-10-08,3.927
2020-10-09,3.918
2020-10-10,3.918
2020-10-11,3.918
2020-10-12,3.874
2020-10-13,4.021
2020-10-14,4.027
2020-10-15,4.002
2020-10-16,3.921
2020-10-17,3.921
2020-10-18,3.921
2020-10-19,3.93
2020-10-20,3.831
2020-10-21,3.797
2020-10-22,3.704
2020-10-23,3.677
2020-10-24,3.677
2020-10-25,3.677
2020-10-26,3.694
2020-10-27,3.661
2020-10-28,3.838
2020-10-29,3.806
2020-10-30,3.869
2020-10-31,3.869
2020-11-01,3.869
2020-11-02,3.808
2020-11-03,3.752
2020-11-04,3.792
2020-11-05,3.606
2020-11-06,3.566
2020-11-07,3.566
2020-11-08,3.566
2020-11-09,3.436
2020-11-10,3.383
2020-11-11,3.387
2020-11-12,3.478
2020-11-13,3.362
2020-11-14,3.362
2020-11-15,3.362
2020-11-16,3.249
2020-11-17,3.239
2020-11-18,3.412
2020-11-19,3.459
2020-11-20,3.455
2020-11-21,3.455
2020-11-22,3.455
2020-11-23,3.38
2020-11-24,3.327
2020-11-25,3.307
2020-11-26,3.307
2020-11-27,3.367
2020-11-28,3.367
2020-11-29,3.367
2020-11-30,3.495
2020-12-01,3.55
2020-12-02,3.534
2020-12-03,3.556
2020-12-04,3.545
2020-12-05,3.545
2020-12-06,3.545
2020-12-07,3.502
2020-12-08,3.602
2020-12-09,3.646
2020-12-10,3.718
2020-12-11,3.726
2020-12-12,3.726
2020-12-13,3.726
2020-12-14,3.745
2020-12-15,3.644
2020-12-16,3.706
2020-12-17,3.704
2020-12-18,3.706
2020-12-19,3.706
2020-12-20,3.706
2020-12-21,3.85
2020-12-22,3.893
2020-12-23,3.769
2020-12-24,3.755
2020-12-25,3.755
2020-12-26,3.755
2020-12-27,3.755
2020-12-28,3.785
2020-12-29,3.805
2020-12-30,3.784
2020-12-31,3.745
2021-01-01,3.745
2021-01-02,3.745
2021-01-03,3.745
2021-01-04,3.798
2021-01-05,3.757
2021-01-06,3.692
2021-01-07,3.881
2021-01-08,3.913
2021-01-09,3.913
2021-01-10,3.913
2021-01-11,3.898
2021-01-12,3.978
2021-01-13,3.955
2021-01-14,3.95
2021-01-15,3.837
2021-01-16,3.837
2021-01-17,3.837
2021-01-18,3.837
2021-01-19,3.797
2021-01-20,3.834
2021-01-21,3.797
2021-01-22,3.841
2021-01-23,3.841
2021-01-24,3.841
2021-01-25,3.8
2021-01-26,3.752
2021-01-27,3.948
2021-01-28,3.816
2021-01-29,3.905
2021-01-30,3.905
2021-01-31,3.905
2021-02-01,3.877
2021-02-02,3.83
2021-02-03,3.894
2021-02-04,3.843
2021-02-05,3.848
2021-02-06,3.848
2021-02-07,3.848
2021-02-08,3.916
2021-02-09,3.87
2021-02-10,3.837
2021-02-11,3.875
2021-02-12,3.852
2021-02-13,3.852
2021-02-14,3.852
2021-02-15,3.852
2021-02-16,3.823
2021-02-17,3.796
2021-02-18,3.749
2021-02-19,3.814
2021-02-20,3.814
2021-02-21,3.814
2021-02-22,3.954
2021-02-23,3.933
2021-02-24,3.928
2021-02-25,4.155
2021-02-26,4.221
2021-02-27,4.221
2021-02-28,4.221
2021-03-01,4.187
2021-03-02,4.193
2021-03-03,4.219
2021-03-04,4.13
2021-03-05,3.972
2021-03-06,3.972
2021-03-07,3.972
2021-03-08,3.943
2021-03-09,3.926
2021-03-10,3.849
2021-03-11,3.87
2021-03-12,3.75
2021-03-13,3.75
2021-03-14,3.75
2021-03-15,3.65
2021-03-16,3.671
2021-03-17,3.699
2021-03-18,3.755
2021-03-19,3.701
2021-03-20,3.701
2021-03-21,3.701
2021-03-22,3.752
2021-03-23,3.765
2021-03-24,3.788
2021-03-25,3.694
2021-03-26,3.75
2021-03-27,3.75
2021-03-28,3.75
2021-03-29,3.637
2021-03-30,3.613
2021-03-31,3.637
2021-04-01,3.637
2021-04-02,3.637
2021-04-03,3.637
2021-04-04,3.637
2021-04-05,3.591
2021-04-06,3.545
2021-04-07,3.527
2021-04-08,3.546
2021-04-09,3.545
2021-04-10,3.545
2021-04-11,3.545
2021-04-12,3.53
2021-04-13,3.482
2021-04-14,3.475
2021-04-15,3.426
2021-04-16,3.375
2021-04-17,3.375
2021-04-18,3.375
2021-04-19,3.415
2021-04-20,3.351
2021-04-21,3.37
2021-04-22,3.386
2021-04-23,3.392
2021-04-24,3.392
2021-04-25,3.392
2021-04-26,3.466
2021-04-27,3.492
2021-04-28,3.473
2021-04-29,3.392
2021-04-30,3.395
2021-05-01,3.395
2021-05-02,3.395
2021-05-03,3.405
2021-05-04,3.385
2021-05-05,3.424
2021-05-06,3.366
2021-05-07,3.351
2021-05-08,3.351
2021-05-09,3.351
2021-05-10,3.349
2021-05-11,3.425
2021-05-12,3.47
2021-05-13,3.354
2021-05-14,3.28
2021-05-15,3.28
2021-05-16,3.28
2021-05-17,3.279
2021-05-18,3.322
2021-05-19,3.33
2021-05-20,3.301
2021-05-21,3.299
2021-05-22,3.299
2021-05-23,3.299
2021-05-24,3.257
2021-05-25,3.269
2021-05-26,3.247
2021-05-27,3.251
2021-05-28,3.223
2021-05-29,3.223
2021-05-30,3.223
2021-05-31,3.223
2021-06-01,3.247
2021-06-02,3.249
2021-06-03,3.211
2021-06-04,3.21
2021-06-05,3.21
2021-06-06,3.21
2021-06-07,3.187
2021-06-08,3.202
2021-06-09,3.164
2021-06-10,3.142
2021-06-11,3.118
2021-06-12,3.118
2021-06-13,3.118
2021-06-14,3.138
2021-06-15,3.137
2021-06-16,3.193
2021-06-17,3.217
2021-06-18,3.31
2021-06-19,3.31
2021-06-20,3.31
2021-06-21,3.269
2021-06-22,3.289
2021-06-23,3.301
2021-06-24,3.326
2021-06-25,3.294
2021-06-26,3.294
2021-06-27,3.294
2021-06-28,3.31
2021-06-29,3.329
2021-06-30,3.325
2021-07-01,3.297
2021-07-02,3.273
2021-07-03,3.273
2021-07-04,3.273
2021-07-05,3.273
2021-07-06,3.276
2021-07-07,3.26
2021-07-08,3.198
2021-07-09,3.172
2021-07-10,3.172
2021-07-11,3.172
2021-07-12,3.204
2021-07-13,3.234
2021-07-14,3.222
2021-07-15,3.152
2021-07-16,3.119
2021-07-17,3.119
2021-07-18,3.119
2021-07-19,3.209
2021-07-20,3.162
2021-07-21,3.171
2021-07-22,3.189
2021-07-23,3.17
2021-07-24,3.17
2021-07-25,3.17
2021-07-26,3.148
2021-07-27,3.107
2021-07-28,3.11
2021-07-29,3.092
2021-07-30,3.135
2021-07-31,3.135
2021-08-01,3.135
2021-08-02,3.124
2021-08-03,3.085
2021-08-04,3.106
2021-08-05,3.066
2021-08-06,3.038
2021-08-07,3.038
2021-08-08,3.038
2021-08-09,3.032
2021-08-10,3.022
2021-08-11,3.001
2021-08-12,3.008
2021-08-13,2.991
2021-08-14,2.991
2021-08-15,2.991
2021-08-16,3.003
2021-08-17,2.997
2021-08-18,3.029
2021-08-19,3.086
2021-08-20,3.036
2021-08-21,3.036
2021-08-22,3.036
2021-08-23,3.055
2021-08-24,3.095
2021-08-25,3.11
2021-08-26,3.152
2021-08-27,3.122
2021-08-28,3.122
2021-08-29,3.122
2021-08-30,3.151
2021-08-31,3.188
2021-09-01,3.135
2021-09-02,3.104
2021-09-03,3.083
2021-09-04,3.083
2021-09-05,3.083
2021-09-06,3.083
2021-09-07,3.1
2021-09-08,3.021
2021-09-09,3.011
2021-09-10,3.05
2021-09-11,3.05
2021-09-12,3.05
2021-09-13,3.057
2021-09-14,3.117
2021-09-15,3.186
2021-09-16,3.247
2021-09-17,3.274
2021-09-18,3.274
2021-09-19,3.274
2021-09-20,3.237
2021-09-21,3.167
2021-09-22,3.213
2021-09-23,3.203
2021-09-24,3.139
2021-09-25,3.139
2021-09-26,3.139
2021-09-27,3.138
2021-09-28,3.197
2021-09-29,3.177
2021-09-30,3.242
2021-10-01,3.203
2021-10-02,3.203
2021-10-03,3.203
2021-10-04,3.129
2021-10-05,3.132
2021-10-06,3.093
2021-10-07,3.157
2021-10-08,3.161
2021-10-09,3.161
2021-10-10,3.161
2021-10-11,3.161
2021-10-12,3.1
2021-10-13,3.117
2021-10-14,3.038
2021-10-15,3.018
2021-10-16,3.018
2021-10-17,3.018
2021-10-18,3.115
2021-10-19,3.118
2021-10-20,3.063
2021-10-21,3.077
2021-10-22,3.074
2021-10-23,3.074
2021-10-24,3.074
2021-10-25,3.047
2021-10-26,3.058
2021-10-27,3.101
2021-10-28,3.103
2021-10-29,3.133
2021-10-30,3.133
2021-10-31,3.133
2021-11-01,3.103
2021-11-02,3.115
2021-11-03,3.103
2021-11-04,3.078
2021-11-05,3.059
2021-11-06,3.059
2021-11-07,3.059
2021-11-08,3.076
2021-11-09,3.076
2021-11-10,3.069
2021-11-11,3.047
2021-11-12,3.067
2021-11-13,3.067
2021-11-14,3.067
2021-11-15,3.027
2021-11-16,3.078
2021-11-17,3.068
2021-11-18,3.1
2021-11-19,3.085
2021-11-20,3.085
2021-11-21,3.085
2021-11-22,3.077
2021-11-23,3.078
2021-11-24,3.056
2021-11-25,3.056
2021-11-26,3.119
2021-11-27,3.119
2021-11-28,3.119
2021-11-29,3.076
2021-11-30,3.157
2021-12-01,3.167
2021-12-02,3.112
2021-12-03,3.027
2021-12-04,3.027
2021-12-05,3.027
2021-12-06,2.943
2021-12-07,2.938
2021-12-08,2.964
2021-12-09,2.974
2021-12-10,2.939
2021-12-11,2.939
2021-12-12,2.939
2021-12-13,2.925
2021-12-14,2.944
2021-12-15,2.931
2021-12-16,2.942
2021-12-17,3.052
2021-12-18,3.052
2021-12-19,3.052
2021-12-20,3.049
2021-12-21,3.016
2021-12-22,2.996
2021-12-23,2.992
2021-12-24,2.992
2021-12-25,2.992
2021-12-26,2.992
2021-12-27,2.985
2021-12-28,2.956
2021-12-29,2.946
2021-12-30,2.958
2021-12-31,2.95
2022-01-01,2.95
2022-01-02,2.95
2022-01-03,2.981
2022-01-04,2.999
2022-01-05,3.006
2022-01-06,2.978
2022-01-07,2.977
2022-01-08,2.977
2022-01-09,2.977
2022-01-10,2.973
2022-01-11,3.005
2022-01-12,3.014
2022-01-13,3.0
2022-01-14,2.993
2022-01-15,2.993
2022-01-16,2.993
2022-01-17,2.993
2022-01-18,3.023
2022-01-19,3.022
2022-01-20,3.037
2022-01-21,3.023
2022-01-22,3.023
2022-01-23,3.023
2022-01-24,3.063
2022-01-25,3.049
2022-01-26,3.047
2022-01-27,3.039
2022-01-28,2.986
2022-01-29,2.986
2022-01-30,2.986
2022-01-31,2.933
2022-02-01,2.962
2022-02-02,2.937
2022-02-03,2.955
2022-02-04,2.982
2022-02-05,2.982
2022-02-06,2.982
2022-02-07,2.962
2022-02-08,2.951
2022-02-09,2.944
2022-02-10,3.012
2022-02-11,3.036
2022-02-12,3.036
2022-02-13,3.036
2022-02-14,3.091
2022-02-15,3.093
2022-02-16,3.075
2022-02-17,3.083
2022-02-18,3.106
2022-02-19,3.106
2022-02-20,3.106
2022-02-21,3.106
2022-02-22,3.019
2022-02-23,3.112
2022-02-24,3.105
2022-02-25,3.003
2022-02-26,3.003
2022-02-27,3.003
2022-02-28,3.007
2022-03-01,3.059
2022-03-02,2.966
2022-03-03,2.912
2022-03-04,2.837
2022-03-05,2.837
2022-03-06,2.837
2022-03-07,2.862
2022-03-08,2.881
2022-03-09,2.898
2022-03-10,2.865
2022-03-11,2.89
2022-03-12,2.89
2022-03-13,2.89
2022-03-14,2.894
2022-03-15,2.847
2022-03-16,2.848
2022-03-17,2.828
2022-03-18,2.831
2022-03-19,2.831
2022-03-20,2.831
2022-03-21,2.79
2022-03-22,2.79
2022-03-23,2.776
2022-03-24,2.761
2022-03-25,2.704
2022-03-26,2.704
2022-03-27,2.704
2022-03-28,2.707
2022-03-29,2.67
2022-03-30,2.672
2022-03-31,2.722
2022-04-01,2.677
2022-04-02,2.677
2022-04-03,2.677
2022-04-04,2.696
2022-04-05,2.687
2022-04-06,2.625
2022-04-07,2.605
2022-04-08,2.567
2022-04-09,2.567
2022-04-10,2.567
2022-04-11,2.587
2022-04-12,2.586
2022-04-13,2.58
2022-04-14,2.574
2022-04-15,2.574
2022-04-16,2.574
2022-04-17,2.574
2022-04-18,2.583
2022-04-19,2.592
2022-04-20,2.546
2022-04-21,2.585
2022-04-22,2.62
2022-04-23,2.62
2022-04-24,2.62
2022-04-25,2.63
2022-04-26,2.635
2022-04-27,2.631
2022-04-28,2.622
2022-04-29,2.693
2022-04-30,2.693
2022-05-01,2.693
2022-05-02,2.739
2022-05-03,2.71
2022-05-04,2.641
2022-05-05,2.675
2022-05-06,2.693
2022-05-07,2.693
2022-05-08,2.693
2022-05-09,2.724
2022-05-10,2.715
2022-05-11,2.722
2022-05-12,2.723
2022-05-13,2.667
2022-05-14,2.667
2022-05-15,2.667
2022-05-16,2.672
2022-05-17,2.638
2022-05-18,2.684
2022-05-19,2.685
2022-05-20,2.692
2022-05-21,2.692
2022-05-22,2.692
2022-05-23,2.669
2022-05-24,2.629
2022-05-25,2.585
2022-05-26,2.574
2022-05-27,2.539
2022-05-28,2.539
2022-05-29,2.539
2022-05-30,2.539
2022-05-31,2.568
2022-06-01,2.567
2022-06-02,2.564
2022-06-03,2.599
2022-06-04,2.599
2022-06-05,2.599
2022-06-06,2.61
2022-06-07,2.567
2022-06-08,2.629
2022-06-09,2.689
2022-06-10,2.733
2022-06-11,2.733
2022-06-12,2.733
2022-06-13,2.874
2022-06-14,2.982
2022-06-15,2.927
2022-06-16,3.0
2022-06-17,3.004
2022-06-18,3.004
2022-06-19,3.004
2022-06-20,3.004
2022-06-21,2.966
2022-06-22,2.961
2022-06-23,2.965
2022-06-24,2.904
2022-06-25,2.904
2022-06-26,2.904
2022-06-27,2.89
2022-06-28,2.88
2022-06-29,2.877
2022-06-30,2.832
2022-07-01,2.747
2022-07-02,2.747
2022-07-03,2.747
2022-07-04,2.747
2022-07-05,2.88
2022-07-06,2.855
2022-07-07,2.858
2022-07-08,2.852
2022-07-09,2.852
2022-07-10,2.852
2022-07-11,2.837
2022-07-12,2.846
2022-07-13,2.881
2022-07-14,2.877
2022-07-15,2.829
2022-07-16,2.829
2022-07-17,2.829
2022-07-18,2.823
2022-07-19,2.805
2022-07-20,2.841
2022-07-21,2.829
2022-07-22,2.793
2022-07-23,2.793
2022-07-24,2.793
2022-07-25,2.755
2022-07-26,2.719
2022-07-27,2.715
2022-07-28,2.633
2022-07-29,2.617
2022-07-30,2.617
2022-07-31,2.617
2022-08-01,2.589
2022-08-02,2.587
2022-08-03,2.587
2022-08-04,2.882
2022-08-05,2.875
2022-08-06,2.875
2022-08-07,2.875
2022-08-08,2.596
2022-08-09,2.556
2022-08-10,2.553
2022-08-11,2.566
2022-08-12,2.52
2022-08-13,2.52
2022-08-14,2.52
2022-08-15,2.476
2022-08-16,2.466
2022-08-17,2.476
2022-08-18,2.47
2022-08-19,2.466
2022-08-20,2.466
2022-08-21,2.466
2022-08-22,2.513
2022-08-23,2.523
2022-08-24,2.495
2022-08-25,2.487
2022-08-26,2.536
2022-08-27,2.536
2022-08-28,2.536
2022-08-29,2.509
2022-08-30,2.544
2022-08-31,2.553
2022-09-01,2.52
2022-09-02,2.533
2022-09-03,2.533
2022-09-04,2.533
2022-09-05,2.533
2022-09-06,2.543
2022-09-07,2.467
2022-09-08,2.465
2022-09-09,2.454
2022-09-10,2.454
2022-09-11,2.454
2022-09-12,2.435
2022-09-13,2.492
2022-09-14,2.461
2022-09-15,2.505
2022-09-16,2.516
2022-09-17,2.516
2022-09-18,2.516
2022-09-19,2.483
2022-09-20,2.52
2022-09-21,2.523
2022-09-22,2.546
2022-09-23,2.554
2022-09-24,2.554
2022-09-25,2.554
2022-09-26,2.642
2022-09-27,2.707
2022-09-28,2.684
2022-09-29,2.806
2022-09-30,2.872
2022-10-01,2.872
2022-10-02,2.872
2022-10-03,2.806
2022-10-04,2.75
2022-10-05,2.809
2022-10-06,2.96
2022-10-07,3.018
2022-10-08,3.018
2022-10-09,3.018
2022-10-10,3.031
2022-10-11,3.042
2022-10-12,3.167
2022-10-13,3.106
2022-10-14,3.127
2022-10-15,3.127
2022-10-16,3.127
2022-10-17,3.083
2022-10-18,3.002
2022-10-19,2.997
2022-10-20,3.054
2022-10-21,3.011
2022-10-22,3.011
2022-10-23,3.011
2022-10-24,2.989
2022-10-25,2.942
2022-10-26,2.947
2022-10-27,2.906
2022-10-28,2.823
2022-10-29,2.823
2022-10-30,2.823
2022-10-31,2.843
2022-11-01,2.873
2022-11-02,2.897
2022-11-03,2.908
2022-11-04,2.86
2022-11-05,2.86
2022-11-06,2.86
2022-11-07,2.918
2022-11-08,2.893
2022-11-09,2.889
2022-11-10,2.763
2022-11-11,2.789
2022-11-12,2.789
2022-11-13,2.789
2022-11-14,2.789
2022-11-15,2.789
2022-11-16,2.742
2022-11-17,2.766
2022-11-18,2.721
2022-11-19,2.721
2022-11-20,2.721
2022-11-21,2.7
2022-11-22,2.651
2022-11-23,2.62
2022-11-24,2.62
2022-11-25,2.601
2022-11-26,2.601
2022-11-27,2.601
2022-11-28,2.616
2022-11-29,2.64
2022-11-30,2.595
2022-12-01,2.602
2022-12-02,2.599
2022-12-03,2.599
2022-12-04,2.599
2022-12-05,2.617
2022-12-06,2.586
2022-12-07,2.622
2022-12-08,2.626
2022-12-09,2.617
2022-12-10,2.617
2022-12-11,2.617
2022-12-12,2.57
2022-12-13,2.578
2022-12-14,2.575
2022-12-15,2.602
2022-12-16,2.666
2022-12-17,2.666
2022-12-18,2.666
2022-12-19,2.669
2022-12-20,2.67
2022-12-21,2.621
2022-12-22,2.64
2022-12-23,2.607
2022-12-24,2.607
2022-12-25,2.607
2022-12-26,2.607
2022-12-27,2.588
2022-12-28,2.621
2022-12-29,2.625
2022-12-30,2.668
2022-12-31,2.668
2023-01-01,2.668
2023-01-02,2.668
2023-01-03,2.707
2023-01-04,2.698
2023-01-05,2.761
2023-01-06,2.668
2023-01-07,2.668
2023-01-08,2.668
2023-01-09,2.626
2023-01-10,2.618
2023-01-11,2.568
2023-01-12,2.575
2023-01-13,2.555
2023-01-14,2.555
2023-01-15,2.555
2023-01-16,2.555
2023-01-17,2.574
2023-01-18,2.633
2023-01-19,2.642
2023-01-20,2.657
2023-01-21,2.657
2023-01-22,2.657
2023-01-23,2.681
2023-01-24,2.664
2023-01-25,2.681
2023-01-26,2.684
2023-01-27,2.708
2023-01-28,2.708
2023-01-29,2.708
2023-01-30,2.699
2023-01-31,2.673
2023-02-01,2.675
2023-02-02,2.704
2023-02-03,2.758
2023-02-04,2.758
2023-02-05,2.758
2023-02-06,2.745
2023-02-07,2.719
2023-02-08,2.773
2023-02-09,2.811
2023-02-10,2.747
2023-02-11,2.747
2023-02-12,2.747
2023-02-13,2.732
2023-02-14,2.75
2023-02-15,2.746
2023-02-16,2.754
2023-02-17,2.753
2023-02-18,2.753
2023-02-19,2.753
2023-02-20,2.753
2023-02-21,2.781
2023-02-22,2.787
2023-02-23,2.793
2023-02-24,2.815
2023-02-25,2.815
2023-02-26,2.815
2023-02-27,2.824
2023-02-28,2.89
2023-03-01,2.939
2023-03-02,2.873
2023-03-03,2.83
2023-03-04,2.83
2023-03-05,2.83
2023-03-06,2.82
2023-03-07,2.892
2023-03-08,2.874
2023-03-09,2.884
2023-03-10,2.918
2023-03-11,2.918
2023-03-12,2.918
2023-03-13,2.851
2023-03-14,2.803
2023-03-15,2.764
2023-03-16,2.742
2023-03-17,2.768
2023-03-18,2.768
2023-03-19,2.768
2023-03-20,2.759
2023-03-21,2.847
2023-03-22,2.908
2023-03-23,2.943
2023-03-24,2.899
2023-03-25,2.899
2023-03-26,2.899
2023-03-27,2.883
2023-03-28,2.866
2023-03-29,2.811
2023-03-30,2.807
2023-03-31,2.796
2023-04-01,2.796
2023-04-02,2.796
2023-04-03,2.806
2023-04-04,2.798
2023-04-05,2.71
2023-04-06,2.677
2023-04-07,2.677
2023-04-08,2.677
2023-04-09,2.677
2023-04-10,2.685
2023-04-11,2.689
2023-04-12,2.686
2023-04-13,2.685
2023-04-14,2.713
2023-04-15,2.713
2023-04-16,2.713
2023-04-17,2.692
2023-04-18,2.728
2023-04-19,2.69
2023-04-20,2.691
2023-04-21,2.688
2023-04-22,2.688
2023-04-23,2.688
2023-04-24,2.663
2023-04-25,2.662
2023-04-26,2.704
2023-04-27,2.602
2023-04-28,2.632
2023-04-29,2.632
2023-04-30,2.632
2023-05-01,2.614
2023-05-02,2.669
2023-05-03,2.678
2023-05-04,2.656
2023-05-05,2.628
2023-05-06,2.628
2023-05-07,2.628
2023-05-08,2.651
2023-05-09,2.655
2023-05-10,2.649
2023-05-11,2.688
2023-05-12,2.676
2023-05-13,2.676
2023-05-14,2.676
2023-05-15,2.725
2023-05-16,2.779
2023-05-17,2.782
2023-05-18,2.809
2023-05-19,2.794
2023-05-20,2.794
2023-05-21,2.794
2023-05-22,2.798
2023-05-23,2.768
2023-05-24,2.791
2023-05-25,2.827
2023-05-26,2.819
2023-05-27,2.819
2023-05-28,2.819
2023-05-29,2.819
2023-05-30,2.835
2023-05-31,2.832
2023-06-01,2.815
2023-06-02,2.793
2023-06-03,2.793
2023-06-04,2.793
2023-06-05,2.779
2023-06-06,2.765
2023-06-07,2.736
2023-06-08,2.72
2023-06-09,2.738
2023-06-10,2.738
2023-06-11,2.738
2023-06-12,2.722
2023-06-13,2.716
2023-06-14,2.731
2023-06-15,2.708
2023-06-16,2.717
2023-06-17,2.717
2023-06-18,2.717
2023-06-19,2.717
2023-06-20,2.726
2023-06-21,2.694
2023-06-22,2.723
2023-06-23,2.784
2023-06-24,2.784
2023-06-25,2.784
2023-06-26,2.741
2023-06-27,2.714
