,IFF US Equity
2023-06-23,4.554
2023-06-24,4.554
2023-06-25,4.554
2023-06-26,4.462
2023-06-27,4.472
2023-06-28,4.468
2023-06-29,4.406
2023-06-30,4.307
2023-07-01,4.307
2023-07-02,4.307
2023-07-03,4.3
2023-07-04,4.3
2023-07-05,4.362
2023-07-06,4.393
2023-07-07,4.362
2023-07-08,4.362
2023-07-09,4.362
2023-07-10,4.36
2023-07-11,4.262
2023-07-12,4.2
2023-07-13,4.229
2023-07-14,4.28
2023-07-15,4.28
2023-07-16,4.28
2023-07-17,4.313
2023-07-18,4.165
2023-07-19,4.078
2023-07-20,4.109
2023-07-21,4.081
2023-07-22,4.081
2023-07-23,4.081
2023-07-24,4.034
2023-07-25,3.939
2023-07-26,3.937
2023-07-27,4.073
2023-07-28,4.019
2023-07-29,4.019
2023-07-30,4.019
2023-07-31,4.052
2023-08-01,4.066
2023-08-02,4.163
2023-08-03,4.277
2023-08-04,4.259
2023-08-05,4.259
2023-08-06,4.259
2023-08-07,4.267
2023-08-08,5.255
2023-08-09,5.15
2023-08-10,5.192
2023-08-11,5.11
2023-08-12,5.11
2023-08-13,5.11
2023-08-14,5.055
2023-08-15,5.086
2023-08-16,5.185
2023-08-17,5.228
2023-08-18,5.157
2023-08-19,5.157
2023-08-20,5.157
2023-08-21,5.064
2023-08-22,4.881
2023-08-23,4.865
2023-08-24,5.005
2023-08-25,4.956
2023-08-26,4.956
2023-08-27,4.956
2023-08-28,4.929
2023-08-29,4.748
2023-08-30,4.689
2023-08-31,4.646
2023-09-01,4.659
2023-09-02,4.659
2023-09-03,4.659
2023-09-04,4.659
2023-09-05,4.628
2023-09-06,4.611
2023-09-07,4.73
2023-09-08,4.762
2023-09-09,4.762
2023-09-10,4.762
2023-09-11,4.789
2023-09-12,4.806
2023-09-13,4.847
2023-09-14,4.737
2023-09-15,4.74
2023-09-16,4.74
2023-09-17,4.74
2023-09-18,4.839
2023-09-19,4.807
2023-09-20,4.66
2023-09-21,4.705
2023-09-22,4.752
2023-09-23,4.752
2023-09-24,4.752
2023-09-25,4.731
2023-09-26,4.805
2023-09-27,4.798
2023-09-28,4.729
2023-09-29,4.729
2023-09-30,4.729
2023-10-01,4.729
2023-10-02,4.887
2023-10-03,4.955
2023-10-04,4.928
2023-10-05,4.991
2023-10-06,5.113
2023-10-07,5.113
2023-10-08,5.113
2023-10-09,5.055
2023-10-10,4.897
2023-10-11,4.914
2023-10-12,5.038
2023-10-13,4.977
2023-10-14,4.977
2023-10-15,4.977
2023-10-16,4.858
2023-10-17,4.774
2023-10-18,4.814
2023-10-19,4.857
2023-10-20,4.913
2023-10-21,4.913
2023-10-22,4.913
2023-10-23,4.98
2023-10-24,4.881
2023-10-25,4.879
2023-10-26,4.801
2023-10-27,4.753
2023-10-28,4.753
2023-10-29,4.753
2023-10-30,4.964
2023-10-31,4.739
2023-11-01,4.759
2023-11-02,4.664
2023-11-03,4.455
2023-11-04,4.455
2023-11-05,4.455
2023-11-06,4.478
2023-11-07,4.525
2023-11-08,4.541
2023-11-09,4.508
2023-11-10,4.495
2023-11-11,4.495
2023-11-12,4.495
2023-11-13,4.525
2023-11-14,4.376
2023-11-15,4.355
2023-11-16,4.318
2023-11-17,4.359
2023-11-18,4.359
2023-11-19,4.359
2023-11-20,4.355
2023-11-21,4.371
2023-11-22,4.29
2023-11-23,4.29
2023-11-24,4.305
2023-11-25,4.305
2023-11-26,4.305
2023-11-27,4.298
2023-11-28,4.245
2023-11-29,4.269
2023-11-30,4.261
2023-12-01,4.183
2023-12-02,4.183
2023-12-03,4.183
2023-12-04,4.21
2023-12-05,4.259
2023-12-06,4.249
2023-12-07,4.178
2023-12-08,4.266
2023-12-09,4.266
2023-12-10,4.266
2023-12-11,4.295
2023-12-12,4.307
2023-12-13,4.183
2023-12-14,4.107
2023-12-15,4.136
2023-12-16,4.136
2023-12-17,4.136
2023-12-18,4.165
2023-12-19,4.117
2023-12-20,4.137
2023-12-21,4.093
2023-12-22,4.081
2023-12-23,4.081
2023-12-24,4.081
2023-12-25,4.081
2023-12-26,4.012
2023-12-27,4.005
2023-12-28,3.984
2023-12-29,4.027
2023-12-30,4.027
2023-12-31,4.027
2024-01-01,4.027
2024-01-02,4.005
2024-01-03,4.076
2024-01-04,4.099
2024-01-05,4.077
2024-01-06,4.077
2024-01-07,4.077
2024-01-08,4.063
2024-01-09,4.073
2024-01-10,4.048
2024-01-11,4.087
2024-01-12,4.063
2024-01-13,4.063
2024-01-14,4.063
2024-01-15,4.063
2024-01-16,4.092
2024-01-17,4.126
2024-01-18,4.154
2024-01-19,4.09
2024-01-20,4.09
2024-01-21,4.09
2024-01-22,4.078
2024-01-23,4.092
2024-01-24,4.115
2024-01-25,3.949
2024-01-26,3.954
2024-01-27,3.954
2024-01-28,3.954
2024-01-29,3.966
2024-01-30,4.015
2024-01-31,4.031
2024-02-01,3.958
2024-02-02,4.002
2024-02-03,4.002
2024-02-04,4.002
2024-02-05,4.051
2024-02-06,4.022
2024-02-07,3.945
2024-02-08,4.035
2024-02-09,4.064
2024-02-10,4.064
2024-02-11,4.064
2024-02-12,4.044
2024-02-13,4.036
2024-02-14,4.092
2024-02-15,4.008
2024-02-16,4.001
2024-02-17,4.001
2024-02-18,4.001
2024-02-19,4.001
2024-02-20,3.959
2024-02-21,4.226
2024-02-22,2.43
2024-02-23,1.991
2024-02-24,1.991
2024-02-25,1.991
2024-02-26,2.07
2024-02-27,2.153
2024-02-28,2.19
2024-02-29,2.124
2024-03-01,2.113
2024-03-02,2.113
2024-03-03,2.113
2024-03-04,2.109
2024-03-05,2.092
2024-03-06,2.081
2024-03-07,2.035
2024-03-08,2.038
2024-03-09,2.038
2024-03-10,2.038
2024-03-11,1.98
2024-03-12,1.976
2024-03-13,1.943
2024-03-14,1.966
2024-03-15,1.937
2024-03-16,1.937
2024-03-17,1.937
2024-03-18,2.068
2024-03-19,2.074
2024-03-20,2.052
2024-03-21,2.057
2024-03-22,2.076
2024-03-23,2.076
2024-03-24,2.076
2024-03-25,2.103
2024-03-26,2.118
2024-03-27,1.865
2024-03-28,1.857
2024-03-29,1.857
2024-03-30,1.857
2024-03-31,1.857
2024-04-01,1.849
2024-04-02,1.896
2024-04-03,1.868
2024-04-04,1.904
2024-04-05,1.916
2024-04-06,1.916
2024-04-07,1.916
2024-04-08,1.877
