,FHB US Equity
2023-06-23,6.224
2023-06-24,6.224
2023-06-25,6.224
2023-06-26,6.148
2023-06-27,6.026
2023-06-28,6.103
2023-06-29,6.038
2023-06-30,6.069
2023-07-01,6.069
2023-07-02,6.069
2023-07-03,5.882
2023-07-04,5.882
2023-07-05,6.002
2023-07-06,6.099
2023-07-07,5.905
2023-07-08,5.905
2023-07-09,5.905
2023-07-10,5.867
2023-07-11,5.854
2023-07-12,5.698
2023-07-13,5.605
2023-07-14,5.681
2023-07-15,5.681
2023-07-16,5.681
2023-07-17,5.634
2023-07-18,5.285
2023-07-19,5.079
2023-07-20,5.156
2023-07-21,5.22
2023-07-22,5.22
2023-07-23,5.22
2023-07-24,5.041
2023-07-25,5.107
2023-07-26,4.879
2023-07-27,4.986
2023-07-28,5.117
2023-07-29,5.117
2023-07-30,5.117
2023-07-31,5.283
2023-08-01,5.363
2023-08-02,5.334
2023-08-03,5.384
2023-08-04,5.379
2023-08-05,5.379
2023-08-06,5.379
2023-08-07,5.324
2023-08-08,5.363
2023-08-09,5.392
2023-08-10,5.35
2023-08-11,5.43
2023-08-12,5.43
2023-08-13,5.43
2023-08-14,5.565
2023-08-15,5.864
2023-08-16,5.882
2023-08-17,5.616
2023-08-18,5.611
2023-08-19,5.611
2023-08-20,5.611
2023-08-21,5.7
2023-08-22,5.795
2023-08-23,5.718
2023-08-24,5.727
2023-08-25,5.773
2023-08-26,5.773
2023-08-27,5.773
2023-08-28,5.697
2023-08-29,5.622
2023-08-30,5.673
2023-08-31,5.703
2023-09-01,5.584
2023-09-02,5.584
2023-09-03,5.584
2023-09-04,5.584
2023-09-05,5.715
2023-09-06,5.896
2023-09-07,5.964
2023-09-08,5.893
2023-09-09,5.893
2023-09-10,5.893
2023-09-11,6.004
2023-09-12,6.045
2023-09-13,6.138
2023-09-14,6.062
2023-09-15,5.906
2023-09-16,5.906
2023-09-17,5.906
2023-09-18,5.886
2023-09-19,5.845
2023-09-20,5.864
2023-09-21,5.883
2023-09-22,5.928
2023-09-23,5.928
2023-09-24,5.928
2023-09-25,5.919
2023-09-26,6.004
2023-09-27,5.964
2023-09-28,6.038
2023-09-29,5.974
2023-09-30,5.974
2023-10-01,5.974
2023-10-02,6.117
2023-10-03,6.155
2023-10-04,6.205
2023-10-05,6.106
2023-10-06,6.014
2023-10-07,6.014
2023-10-08,6.014
2023-10-09,5.984
2023-10-10,5.841
2023-10-11,5.834
2023-10-12,5.902
2023-10-13,5.955
2023-10-14,5.955
2023-10-15,5.955
2023-10-16,5.771
2023-10-17,5.74
2023-10-18,5.892
2023-10-19,5.948
2023-10-20,6.182
2023-10-21,6.182
2023-10-22,6.182
2023-10-23,6.08
2023-10-24,6.091
2023-10-25,6.036
2023-10-26,5.886
2023-10-27,5.991
2023-10-28,5.991
2023-10-29,5.991
2023-10-30,5.991
2023-10-31,6.014
2023-11-01,5.991
2023-11-02,5.712
2023-11-03,5.614
2023-11-04,5.614
2023-11-05,5.614
2023-11-06,5.727
2023-11-07,5.883
2023-11-08,5.928
2023-11-09,5.955
2023-11-10,5.919
2023-11-11,5.919
2023-11-12,5.919
2023-11-13,5.955
2023-11-14,5.536
2023-11-15,5.561
2023-11-16,5.541
2023-11-17,5.479
2023-11-18,5.479
2023-11-19,5.479
2023-11-20,5.459
2023-11-21,5.536
2023-11-22,5.57
2023-11-23,5.57
2023-11-24,5.57
2023-11-25,5.57
2023-11-26,5.57
2023-11-27,5.559
2023-11-28,5.536
2023-11-29,5.406
2023-11-30,5.415
2023-12-01,5.208
2023-12-02,5.208
2023-12-03,5.208
2023-12-04,5.145
2023-12-05,5.239
2023-12-06,5.21
2023-12-07,5.096
2023-12-08,5.057
2023-12-09,5.057
2023-12-10,5.057
2023-12-11,5.047
2023-12-12,5.026
2023-12-13,4.865
2023-12-14,4.664
2023-12-15,4.708
2023-12-16,4.708
2023-12-17,4.708
2023-12-18,4.681
2023-12-19,4.62
2023-12-20,4.756
2023-12-21,4.693
2023-12-22,4.683
2023-12-23,4.683
2023-12-24,4.683
2023-12-25,4.683
2023-12-26,4.616
2023-12-27,4.634
2023-12-28,4.598
2023-12-29,4.654
2023-12-30,4.654
2023-12-31,4.654
2024-01-01,4.654
2024-01-02,4.681
2024-01-03,4.81
2024-01-04,4.775
2024-01-05,4.814
2024-01-06,4.814
2024-01-07,4.814
2024-01-08,4.788
2024-01-09,4.849
2024-01-10,4.854
2024-01-11,4.892
2024-01-12,4.933
2024-01-13,4.933
2024-01-14,4.933
2024-01-15,4.933
2024-01-16,5.026
2024-01-17,5.05
2024-01-18,4.986
2024-01-19,4.905
2024-01-20,4.905
2024-01-21,4.905
2024-01-22,4.801
2024-01-23,4.914
2024-01-24,4.869
2024-01-25,4.923
2024-01-26,4.773
2024-01-27,4.773
2024-01-28,4.773
2024-01-29,4.675
2024-01-30,4.673
2024-01-31,4.905
2024-02-01,4.988
2024-02-02,4.997
2024-02-03,4.997
2024-02-04,4.997
2024-02-05,5.062
2024-02-06,5.091
2024-02-07,5.081
2024-02-08,5.079
2024-02-09,5.016
2024-02-10,5.016
2024-02-11,5.016
2024-02-12,4.933
2024-02-13,5.074
2024-02-14,4.983
2024-02-15,4.841
2024-02-16,4.859
2024-02-17,4.859
2024-02-18,4.859
2024-02-19,4.859
2024-02-20,4.909
2024-02-21,4.904
2024-02-22,4.965
2024-02-23,4.967
2024-02-24,4.967
2024-02-25,4.967
2024-02-26,5.034
2024-02-27,5.01
2024-02-28,5.053
2024-02-29,5.014
2024-03-01,5.05
2024-03-02,5.05
2024-03-03,5.05
2024-03-04,5.063
2024-03-05,4.907
2024-03-06,4.934
2024-03-07,4.942
2024-03-08,4.897
2024-03-09,4.897
2024-03-10,4.897
2024-03-11,4.909
2024-03-12,4.939
2024-03-13,4.939
2024-03-14,5.017
2024-03-15,4.99
2024-03-16,4.99
2024-03-17,4.99
2024-03-18,5.012
2024-03-19,4.988
2024-03-20,4.85
2024-03-21,4.828
2024-03-22,4.934
2024-03-23,4.934
2024-03-24,4.934
2024-03-25,4.925
2024-03-26,4.934
2024-03-27,4.832
2024-03-28,4.781
2024-03-29,4.781
2024-03-30,4.781
2024-03-31,4.781
2024-04-01,4.881
2024-04-02,4.958
2024-04-03,4.941
2024-04-04,4.927
2024-04-05,4.953
2024-04-06,4.953
2024-04-07,4.953
2024-04-08,4.79
