,CVX US Equity
2020-06-29,7.666
2020-06-30,7.532
2020-07-01,7.671
2020-07-02,7.427
2020-07-03,7.427
2020-07-04,7.427
2020-07-05,7.427
2020-07-06,7.405
2020-07-07,7.599
2020-07-08,7.595
2020-07-09,7.926
2020-07-10,7.695
2020-07-11,7.695
2020-07-12,7.695
2020-07-13,7.812
2020-07-14,7.551
2020-07-15,7.505
2020-07-16,7.55
2020-07-17,7.652
2020-07-18,7.652
2020-07-19,7.652
2020-07-20,7.824
2020-07-21,7.3
2020-07-22,7.328
2020-07-23,7.331
2020-07-24,7.402
2020-07-25,7.402
2020-07-26,7.402
2020-07-27,7.328
2020-07-28,7.487
2020-07-29,7.407
2020-07-30,7.733
2020-07-31,7.948
2020-08-01,7.948
2020-08-02,7.948
2020-08-03,7.867
2020-08-04,7.714
2020-08-05,7.651
2020-08-06,7.627
2020-08-07,7.686
2020-08-08,7.686
2020-08-09,7.686
2020-08-10,7.435
2020-08-11,7.444
2020-08-12,7.354
2020-08-13,7.428
2020-08-14,7.384
2020-08-15,7.384
2020-08-16,7.384
2020-08-17,7.35
2020-08-18,7.505
2020-08-19,7.613
2020-08-20,7.755
2020-08-21,7.73
2020-08-22,7.73
2020-08-23,7.73
2020-08-24,7.542
2020-08-25,7.636
2020-08-26,7.757
2020-08-27,7.746
2020-08-28,7.68
2020-08-29,7.68
2020-08-30,7.68
2020-08-31,7.836
2020-09-01,7.916
2020-09-02,7.906
2020-09-03,7.993
2020-09-04,8.027
2020-09-05,8.027
2020-09-06,8.027
2020-09-07,8.027
2020-09-08,8.328
2020-09-09,8.218
2020-09-10,8.416
2020-09-11,8.465
2020-09-12,8.465
2020-09-13,8.465
2020-09-14,8.509
2020-09-15,8.614
2020-09-16,8.372
2020-09-17,8.347
2020-09-18,8.409
2020-09-19,8.409
2020-09-20,8.409
2020-09-21,8.62
2020-09-22,8.707
2020-09-23,9.141
2020-09-24,9.16
2020-09-25,9.156
2020-09-26,9.156
2020-09-27,9.156
2020-09-28,8.896
2020-09-29,9.147
2020-09-30,9.134
2020-10-01,9.339
2020-10-02,9.238
2020-10-03,9.238
2020-10-04,9.238
2020-10-05,9.046
2020-10-06,9.096
2020-10-07,8.914
2020-10-08,8.635
2020-10-09,8.778
2020-10-10,8.778
2020-10-11,8.778
2020-10-12,8.717
2020-10-13,8.849
2020-10-14,8.904
2020-10-15,8.836
2020-10-16,9.138
2020-10-17,9.138
2020-10-18,9.138
2020-10-19,9.344
2020-10-20,9.062
2020-10-21,9.165
2020-10-22,8.849
2020-10-23,8.951
2020-10-24,8.951
2020-10-25,8.951
2020-10-26,9.156
2020-10-27,9.345
2020-10-28,9.712
2020-10-29,9.441
2020-10-30,9.346
2020-10-31,9.346
2020-11-01,9.346
2020-11-02,9.003
2020-11-03,9.054
2020-11-04,9.05
2020-11-05,9.004
2020-11-06,9.129
2020-11-07,9.129
2020-11-08,9.129
2020-11-09,8.181
2020-11-10,7.819
2020-11-11,7.877
2020-11-12,8.052
2020-11-13,7.823
2020-11-14,7.823
2020-11-15,7.823
2020-11-16,7.301
2020-11-17,7.354
2020-11-18,7.595
2020-11-19,7.467
2020-11-20,7.461
2020-11-21,7.461
2020-11-22,7.461
2020-11-23,7.032
2020-11-24,6.694
2020-11-25,6.947
2020-11-26,6.947
2020-11-27,7.01
2020-11-28,7.01
2020-11-29,7.01
2020-11-30,7.343
2020-12-01,7.32
2020-12-02,7.123
2020-12-03,7.128
2020-12-04,6.862
2020-12-05,6.862
2020-12-06,6.862
2020-12-07,6.997
2020-12-08,6.938
2020-12-09,7.022
2020-12-10,6.803
2020-12-11,6.869
2020-12-12,6.869
2020-12-13,6.869
2020-12-14,7.101
2020-12-15,7.106
2020-12-16,7.161
2020-12-17,7.183
2020-12-18,7.284
2020-12-19,7.284
2020-12-20,7.284
2020-12-21,7.377
2020-12-22,7.528
2020-12-23,7.411
2020-12-24,7.443
2020-12-25,7.443
2020-12-26,7.443
2020-12-27,7.443
2020-12-28,7.48
2020-12-29,7.506
2020-12-30,7.443
2020-12-31,7.52
2021-01-01,7.52
2021-01-02,7.52
2021-01-03,7.52
2021-01-04,7.497
2021-01-05,7.3
2021-01-06,7.072
2021-01-07,7.039
2021-01-08,6.892
2021-01-09,6.892
2021-01-10,6.892
2021-01-11,6.891
2021-01-12,6.762
2021-01-13,6.769
2021-01-14,6.566
2021-01-15,6.808
2021-01-16,6.808
2021-01-17,6.808
2021-01-18,6.808
2021-01-19,6.634
2021-01-20,6.573
2021-01-21,6.814
2021-01-22,6.835
2021-01-23,6.835
2021-01-24,6.835
2021-01-25,6.897
2021-01-26,7.016
2021-01-27,7.108
2021-01-28,7.043
2021-01-29,7.463
2021-01-30,7.463
2021-01-31,7.463
2021-02-01,7.359
2021-02-02,7.304
2021-02-03,7.148
2021-02-04,7.145
2021-02-05,7.124
2021-02-06,7.124
2021-02-07,7.124
2021-02-08,6.951
2021-02-09,7.069
2021-02-10,6.95
2021-02-11,6.987
2021-02-12,6.947
2021-02-13,6.947
2021-02-14,6.947
2021-02-15,6.947
2021-02-16,6.808
2021-02-17,6.61
2021-02-18,6.674
2021-02-19,6.618
2021-02-20,6.618
2021-02-21,6.618
2021-02-22,6.444
2021-02-23,6.364
2021-02-24,6.137
2021-02-25,6.195
2021-02-26,6.34
2021-02-27,6.34
2021-02-28,6.34
2021-03-01,6.213
2021-03-02,6.189
2021-03-03,6.121
2021-03-04,6.067
2021-03-05,5.817
2021-03-06,5.817
2021-03-07,5.817
2021-03-08,5.804
2021-03-09,5.817
2021-03-10,5.787
2021-03-11,5.829
2021-03-12,5.81
2021-03-13,5.81
2021-03-14,5.81
2021-03-15,5.879
2021-03-16,6.021
2021-03-17,6.0
2021-03-18,6.225
2021-03-19,6.27
2021-03-20,6.27
2021-03-21,6.27
2021-03-22,6.321
2021-03-23,6.356
2021-03-24,6.19
2021-03-25,6.169
2021-03-26,6.03
2021-03-27,6.03
2021-03-28,6.03
2021-03-29,6.062
2021-03-30,6.119
2021-03-31,6.185
2021-04-01,6.129
2021-04-02,6.129
2021-04-03,6.129
2021-04-04,6.129
2021-04-05,6.215
2021-04-06,6.333
2021-04-07,6.28
2021-04-08,6.352
2021-04-09,6.358
2021-04-10,6.358
2021-04-11,6.358
2021-04-12,6.429
2021-04-13,6.4
2021-04-14,6.276
2021-04-15,6.404
2021-04-16,6.432
2021-04-17,6.432
2021-04-18,6.432
2021-04-19,6.414
2021-04-20,6.536
2021-04-21,6.447
2021-04-22,6.56
2021-04-23,6.522
2021-04-24,6.522
2021-04-25,6.522
2021-04-26,6.523
2021-04-27,6.449
2021-04-28,6.294
2021-04-29,6.195
2021-04-30,6.488
2021-05-01,6.488
2021-05-02,6.488
2021-05-03,6.372
2021-05-04,6.33
2021-05-05,6.164
2021-05-06,6.179
2021-05-07,6.123
2021-05-08,6.123
2021-05-09,6.123
2021-05-10,6.148
2021-05-11,6.314
2021-05-12,6.274
2021-05-13,6.315
2021-05-14,6.154
2021-05-15,6.154
2021-05-16,6.154
2021-05-17,6.08
2021-05-18,6.268
2021-05-19,6.449
2021-05-20,6.426
2021-05-21,6.392
2021-05-22,6.392
2021-05-23,6.392
2021-05-24,6.302
2021-05-25,6.447
2021-05-26,6.441
2021-05-27,6.511
2021-05-28,6.462
2021-05-29,6.462
2021-05-30,6.462
2021-05-31,6.462
2021-06-01,6.288
2021-06-02,6.205
2021-06-03,6.233
2021-06-04,6.184
2021-06-05,6.184
2021-06-06,6.184
2021-06-07,6.207
2021-06-08,6.151
2021-06-09,6.205
2021-06-10,6.169
2021-06-11,6.197
2021-06-12,6.197
2021-06-13,6.197
2021-06-14,6.194
2021-06-15,5.969
2021-06-16,6.003
2021-06-17,6.149
2021-06-18,6.39
2021-06-19,6.39
2021-06-20,6.39
2021-06-21,6.208
2021-06-22,6.188
2021-06-23,6.195
2021-06-24,6.145
2021-06-25,6.136
2021-06-26,6.136
2021-06-27,6.136
2021-06-28,6.331
2021-06-29,6.345
2021-06-30,6.286
2021-07-01,6.199
2021-07-02,6.203
2021-07-03,6.203
2021-07-04,6.203
2021-07-05,6.203
2021-07-06,6.327
2021-07-07,6.401
2021-07-08,6.421
2021-07-09,6.331
2021-07-10,6.331
2021-07-11,6.331
2021-07-12,6.335
2021-07-13,6.378
2021-07-14,6.496
2021-07-15,6.539
2021-07-16,6.717
2021-07-17,6.717
2021-07-18,6.717
2021-07-19,6.903
2021-07-20,6.862
2021-07-21,6.636
2021-07-22,6.701
2021-07-23,6.698
2021-07-24,6.698
2021-07-25,6.698
2021-07-26,6.559
2021-07-27,6.582
2021-07-28,6.545
2021-07-29,6.456
2021-07-30,6.504
2021-07-31,6.504
2021-08-01,6.504
2021-08-02,6.516
2021-08-03,6.454
2021-08-04,6.604
2021-08-05,6.544
2021-08-06,6.497
2021-08-07,6.497
2021-08-08,6.497
2021-08-09,6.607
2021-08-10,6.489
2021-08-11,6.44
2021-08-12,6.454
2021-08-13,6.497
2021-08-14,6.497
2021-08-15,6.497
2021-08-16,6.564
2021-08-17,6.576
2021-08-18,6.759
2021-08-19,6.932
2021-08-20,6.931
2021-08-21,6.931
2021-08-22,6.931
2021-08-23,6.757
2021-08-24,6.68
2021-08-25,6.635
2021-08-26,6.723
2021-08-27,6.626
2021-08-28,6.626
2021-08-29,6.626
2021-08-30,6.643
2021-08-31,6.754
2021-09-01,6.829
2021-09-02,6.689
2021-09-03,6.704
2021-09-04,6.704
2021-09-05,6.704
2021-09-06,6.704
2021-09-07,6.734
2021-09-08,6.776
2021-09-09,6.782
2021-09-10,6.777
2021-09-11,6.777
2021-09-12,6.777
2021-09-13,6.645
2021-09-14,6.768
2021-09-15,6.627
2021-09-16,6.689
2021-09-17,6.733
2021-09-18,6.733
2021-09-19,6.733
2021-09-20,6.874
2021-09-21,6.869
2021-09-22,6.672
2021-09-23,6.511
2021-09-24,6.476
2021-09-25,6.476
2021-09-26,6.476
2021-09-27,6.327
2021-09-28,6.303
2021-09-29,6.305
2021-09-30,6.416
2021-10-01,6.239
2021-10-02,6.239
2021-10-03,6.239
2021-10-04,6.216
2021-10-05,6.149
2021-10-06,6.204
2021-10-07,6.16
2021-10-08,6.024
2021-10-09,6.024
2021-10-10,6.024
2021-10-11,6.076
2021-10-12,6.075
2021-10-13,6.039
2021-10-14,5.982
2021-10-15,5.939
2021-10-16,5.939
2021-10-17,5.939
2021-10-18,5.941
2021-10-19,5.828
2021-10-20,5.752
2021-10-21,5.908
2021-10-22,5.859
2021-10-23,5.859
2021-10-24,5.859
2021-10-25,5.799
2021-10-26,5.786
2021-10-27,5.891
2021-10-28,5.836
2021-10-29,5.766
2021-10-30,5.766
2021-10-31,5.766
2021-11-01,5.764
2021-11-02,5.8
2021-11-03,5.842
2021-11-04,5.842
2021-11-05,5.78
2021-11-06,5.78
2021-11-07,5.78
2021-11-08,5.758
2021-11-09,5.716
2021-11-10,5.809
2021-11-11,5.808
2021-11-12,5.805
2021-11-13,5.805
2021-11-14,5.805
2021-11-15,5.676
2021-11-16,5.721
2021-11-17,5.747
2021-11-18,5.796
2021-11-19,5.927
2021-11-20,5.927
2021-11-21,5.927
2021-11-22,5.823
2021-11-23,5.704
2021-11-24,5.66
2021-11-25,5.66
2021-11-26,5.793
2021-11-27,5.793
2021-11-28,5.793
2021-11-29,5.742
2021-11-30,5.843
2021-12-01,5.883
2021-12-02,5.728
2021-12-03,5.764
2021-12-04,5.764
2021-12-05,5.764
2021-12-06,5.676
2021-12-07,5.593
2021-12-08,5.568
2021-12-09,5.582
2021-12-10,5.573
2021-12-11,5.573
2021-12-12,5.573
2021-12-13,5.688
2021-12-14,5.672
2021-12-15,5.704
2021-12-16,5.651
2021-12-17,5.803
2021-12-18,5.803
2021-12-19,5.803
2021-12-20,5.8
2021-12-21,5.709
2021-12-22,5.676
2021-12-23,5.663
2021-12-24,5.663
2021-12-25,5.663
2021-12-26,5.663
2021-12-27,5.549
2021-12-28,5.56
2021-12-29,5.589
2021-12-30,5.613
2021-12-31,5.617
2022-01-01,5.617
2022-01-02,5.617
2022-01-03,5.527
2022-01-04,5.428
2022-01-05,5.393
2022-01-06,5.348
2022-01-07,5.266
2022-01-08,5.266
2022-01-09,5.266
2022-01-10,5.263
2022-01-11,5.145
2022-01-12,5.171
2022-01-13,5.193
2022-01-14,5.106
2022-01-15,5.106
2022-01-16,5.106
2022-01-17,5.106
2022-01-18,5.089
2022-01-19,5.123
2022-01-20,5.141
2022-01-21,5.204
2022-01-22,5.204
2022-01-23,5.204
2022-01-24,5.172
2022-01-25,4.961
2022-01-26,4.958
2022-01-27,4.86
2022-01-28,5.085
2022-01-29,5.085
2022-01-30,5.085
2022-01-31,5.065
2022-02-01,4.925
2022-02-02,4.903
2022-02-03,4.947
2022-02-04,4.903
2022-02-05,4.903
2022-02-06,4.903
2022-02-07,4.809
2022-02-08,4.89
2022-02-09,4.835
2022-02-10,4.91
2022-02-11,4.812
2022-02-12,4.812
2022-02-13,4.812
2022-02-14,4.887
2022-02-15,4.923
2022-02-16,4.921
2022-02-17,4.947
2022-02-18,4.954
2022-02-19,4.954
2022-02-20,4.954
2022-02-21,4.954
2022-02-22,4.992
2022-02-23,4.867
2022-02-24,4.893
2022-02-25,4.705
2022-02-26,4.705
2022-02-27,4.705
2022-02-28,4.615
2022-03-01,4.417
2022-03-02,4.29
2022-03-03,4.234
2022-03-04,4.169
2022-03-05,4.169
2022-03-06,4.169
2022-03-07,4.082
2022-03-08,3.878
2022-03-09,3.984
2022-03-10,3.878
2022-03-11,3.873
2022-03-12,3.873
2022-03-13,3.873
2022-03-14,3.97
2022-03-15,4.182
2022-03-16,4.197
2022-03-17,4.126
2022-03-18,4.11
2022-03-19,4.11
2022-03-20,4.11
2022-03-21,4.037
2022-03-22,4.051
2022-03-23,4.008
2022-03-24,3.998
2022-03-25,3.927
2022-03-26,3.927
2022-03-27,3.927
2022-03-28,3.997
2022-03-29,4.046
2022-03-30,4.01
2022-03-31,4.075
2022-04-01,4.041
2022-04-02,4.041
2022-04-03,4.041
2022-04-04,4.045
2022-04-05,4.07
2022-04-06,4.035
2022-04-07,3.979
2022-04-08,3.913
2022-04-09,3.913
2022-04-10,3.913
2022-04-11,4.016
2022-04-12,3.934
2022-04-13,3.873
2022-04-14,3.875
2022-04-15,3.875
2022-04-16,3.875
2022-04-17,3.875
2022-04-18,3.824
2022-04-19,3.87
2022-04-20,3.854
2022-04-21,4.04
2022-04-22,4.139
2022-04-23,4.139
2022-04-24,4.139
2022-04-25,4.23
2022-04-26,4.256
2022-04-27,4.263
2022-04-28,4.117
2022-04-29,4.252
2022-04-30,4.252
2022-05-01,4.252
2022-05-02,4.17
2022-05-03,4.103
2022-05-04,3.98
2022-05-05,4.012
2022-05-06,3.908
2022-05-07,3.908
2022-05-08,3.908
2022-05-09,4.188
2022-05-10,4.148
2022-05-11,4.104
2022-05-12,4.065
2022-05-13,3.989
2022-05-14,3.989
2022-05-15,3.989
2022-05-16,3.87
2022-05-17,3.851
2022-05-18,3.955
2022-05-19,3.984
2022-05-20,3.96
2022-05-21,3.96
2022-05-22,3.96
2022-05-23,3.87
2022-05-24,3.85
2022-05-25,3.789
2022-05-26,3.764
2022-05-27,3.728
2022-05-28,3.728
2022-05-29,3.728
2022-05-30,3.728
2022-05-31,3.815
2022-06-01,3.779
2022-06-02,3.786
2022-06-03,3.752
2022-06-04,3.752
2022-06-05,3.752
2022-06-06,3.773
2022-06-07,3.703
2022-06-08,3.684
2022-06-09,3.758
2022-06-10,3.804
2022-06-11,3.804
2022-06-12,3.804
2022-06-13,3.987
2022-06-14,3.982
2022-06-15,4.062
2022-06-16,4.291
2022-06-17,4.497
2022-06-18,4.497
2022-06-19,4.497
2022-06-20,4.497
2022-06-21,4.316
2022-06-22,4.512
2022-06-23,4.684
2022-06-24,4.609
2022-06-25,4.609
2022-06-26,4.609
2022-06-27,4.521
2022-06-28,4.45
2022-06-29,4.539
2022-06-30,4.608
2022-07-01,4.554
2022-07-02,4.554
2022-07-03,4.554
2022-07-04,4.554
2022-07-05,4.677
2022-07-06,4.754
2022-07-07,4.663
2022-07-08,4.685
2022-07-09,4.685
2022-07-10,4.685
2022-07-11,4.727
2022-07-12,4.815
2022-07-13,4.848
2022-07-14,4.921
2022-07-15,4.86
2022-07-16,4.86
2022-07-17,4.86
2022-07-18,4.781
2022-07-19,4.615
2022-07-20,4.554
2022-07-21,4.589
2022-07-22,4.628
2022-07-23,4.628
2022-07-24,4.628
2022-07-25,4.494
2022-07-26,4.53
2022-07-27,4.471
2022-07-28,4.437
2022-07-29,4.074
2022-07-30,4.074
2022-07-31,4.074
2022-08-01,4.157
2022-08-02,4.194
2022-08-03,4.296
2022-08-04,4.424
2022-08-05,4.351
2022-08-06,4.351
2022-08-07,4.351
2022-08-08,4.358
2022-08-09,4.301
2022-08-10,4.29
2022-08-11,4.188
2022-08-12,4.182
2022-08-13,4.182
2022-08-14,4.182
2022-08-15,4.263
2022-08-16,4.274
2022-08-17,4.239
2022-08-18,4.166
2022-08-19,4.201
2022-08-20,4.201
2022-08-21,4.201
2022-08-22,4.222
2022-08-23,4.09
2022-08-24,4.059
2022-08-25,4.024
2022-08-26,4.054
2022-08-27,4.054
2022-08-28,4.054
2022-08-29,4.037
2022-08-30,4.138
2022-08-31,4.205
2022-09-01,4.273
2022-09-02,4.21
2022-09-03,4.21
2022-09-04,4.21
2022-09-05,4.21
2022-09-06,4.23
2022-09-07,4.285
2022-09-08,4.262
2022-09-09,4.154
2022-09-10,4.154
2022-09-11,4.154
2022-09-12,4.09
2022-09-13,4.169
2022-09-14,4.07
2022-09-15,4.134
2022-09-16,4.245
2022-09-17,4.245
2022-09-18,4.245
2022-09-19,4.232
2022-09-20,4.249
2022-09-21,4.284
2022-09-22,4.287
2022-09-23,4.587
2022-09-24,4.587
2022-09-25,4.587
2022-09-26,4.711
2022-09-27,4.709
2022-09-28,4.555
2022-09-29,4.587
2022-09-30,4.622
2022-10-01,4.622
2022-10-02,4.622
2022-10-03,4.377
2022-10-04,4.213
2022-10-05,4.186
2022-10-06,4.111
2022-10-07,4.147
2022-10-08,4.147
2022-10-09,4.147
2022-10-10,4.223
2022-10-11,4.2
2022-10-12,4.188
2022-10-13,3.994
2022-10-14,4.122
2022-10-15,4.122
2022-10-16,4.122
2022-10-17,4.092
2022-10-18,4.057
2022-10-19,3.932
2022-10-20,3.91
2022-10-21,3.814
2022-10-22,3.814
2022-10-23,3.814
2022-10-24,3.815
2022-10-25,3.776
2022-10-26,3.73
2022-10-27,3.713
2022-10-28,3.67
2022-10-29,3.67
2022-10-30,3.67
2022-10-31,3.649
2022-11-01,3.627
2022-11-02,3.703
2022-11-03,3.649
2022-11-04,3.603
2022-11-05,3.603
2022-11-06,3.603
2022-11-07,3.561
2022-11-08,3.566
2022-11-09,3.714
2022-11-10,3.645
2022-11-11,3.544
2022-11-12,3.544
2022-11-13,3.544
2022-11-14,3.543
2022-11-15,3.514
2022-11-16,3.573
2022-11-17,3.562
2022-11-18,3.586
2022-11-19,3.586
2022-11-20,3.586
2022-11-21,3.62
2022-11-22,3.53
2022-11-23,3.561
2022-11-24,3.561
2022-11-25,3.572
2022-11-26,3.572
2022-11-27,3.572
2022-11-28,3.679
2022-11-29,3.624
2022-11-30,3.582
2022-12-01,3.598
2022-12-02,3.627
2022-12-03,3.627
2022-12-04,3.627
2022-12-05,3.719
2022-12-06,3.817
2022-12-07,3.806
2022-12-08,3.799
2022-12-09,3.924
2022-12-10,3.924
2022-12-11,3.924
2022-12-12,3.884
2022-12-13,3.799
2022-12-14,3.829
2022-12-15,3.858
2022-12-16,3.911
2022-12-17,3.911
2022-12-18,3.911
2022-12-19,3.885
2022-12-20,3.822
2022-12-21,3.777
2022-12-22,3.835
2022-12-23,3.72
2022-12-24,3.72
2022-12-25,3.72
2022-12-26,3.72
2022-12-27,3.674
2022-12-28,3.729
2022-12-29,3.701
2022-12-30,3.678
2022-12-31,3.678
2023-01-01,3.678
2023-01-02,3.678
2023-01-03,3.794
2023-01-04,3.835
2023-01-05,3.767
2023-01-06,3.739
2023-01-07,3.739
2023-01-08,3.739
2023-01-09,3.751
2023-01-10,3.731
2023-01-11,3.754
2023-01-12,3.714
2023-01-13,3.704
2023-01-14,3.704
2023-01-15,3.704
2023-01-16,3.704
2023-01-17,3.644
2023-01-18,3.711
2023-01-19,3.674
2023-01-20,3.637
2023-01-21,3.637
2023-01-22,3.637
2023-01-23,3.642
2023-01-24,3.638
2023-01-25,3.674
2023-01-26,3.503
2023-01-27,3.677
2023-01-28,3.677
2023-01-29,3.677
2023-01-30,3.785
2023-01-31,3.788
2023-02-01,3.847
2023-02-02,3.9
2023-02-03,3.89
2023-02-04,3.89
2023-02-05,3.89
2023-02-06,3.886
2023-02-07,3.786
2023-02-08,3.877
2023-02-09,3.913
2023-02-10,3.842
2023-02-11,3.842
2023-02-12,3.842
2023-02-13,3.863
2023-02-14,3.834
2023-02-15,3.875
2023-02-16,3.931
2023-02-17,4.021
2023-02-18,4.021
2023-02-19,4.021
2023-02-20,4.021
2023-02-21,4.067
2023-02-22,4.084
2023-02-23,4.044
2023-02-24,4.032
2023-02-25,4.032
2023-02-26,4.032
2023-02-27,4.037
2023-02-28,4.095
2023-03-01,4.064
2023-03-02,4.051
2023-03-03,3.996
2023-03-04,3.996
2023-03-05,3.996
2023-03-06,3.967
2023-03-07,4.018
2023-03-08,4.044
2023-03-09,4.099
2023-03-10,4.12
2023-03-11,4.12
2023-03-12,4.12
2023-03-13,4.145
2023-03-14,4.096
2023-03-15,4.284
2023-03-16,4.271
2023-03-17,4.325
2023-03-18,4.325
2023-03-19,4.325
2023-03-20,4.268
2023-03-21,4.141
2023-03-22,4.227
2023-03-23,4.27
2023-03-24,4.227
2023-03-25,4.227
2023-03-26,4.227
2023-03-27,4.185
2023-03-28,4.137
2023-03-29,4.101
2023-03-30,4.063
2023-03-31,4.044
2023-04-01,4.044
2023-04-02,4.044
2023-04-03,3.882
2023-04-04,3.903
2023-04-05,3.884
2023-04-06,3.935
2023-04-07,3.935
2023-04-08,3.935
2023-04-09,3.935
2023-04-10,3.92
2023-04-11,3.899
2023-04-12,3.885
2023-04-13,3.834
2023-04-14,3.826
2023-04-15,3.826
2023-04-16,3.826
2023-04-17,3.86
2023-04-18,3.869
2023-04-19,3.865
2023-04-20,3.884
2023-04-21,3.9
2023-04-22,3.9
2023-04-23,3.9
2023-04-24,3.847
2023-04-25,3.903
2023-04-26,3.975
2023-04-27,3.952
2023-04-28,3.914
2023-04-29,3.914
2023-04-30,3.914
2023-05-01,3.945
2023-05-02,4.121
2023-05-03,4.205
2023-05-04,4.222
2023-05-05,4.117
2023-05-06,4.117
2023-05-07,4.117
2023-05-08,4.133
2023-05-09,4.142
2023-05-10,4.195
2023-05-11,4.218
2023-05-12,4.21
2023-05-13,4.21
2023-05-14,4.21
2023-05-15,4.194
2023-05-16,4.295
2023-05-17,4.234
2023-05-18,4.24
2023-05-19,4.206
2023-05-20,4.206
2023-05-21,4.206
2023-05-22,4.283
2023-05-23,4.163
2023-05-24,4.152
2023-05-25,4.224
2023-05-26,4.238
2023-05-27,4.238
2023-05-28,4.238
2023-05-29,4.238
2023-05-30,4.265
2023-05-31,4.336
2023-06-01,4.292
2023-06-02,4.179
2023-06-03,4.179
2023-06-04,4.179
2023-06-05,4.199
2023-06-06,4.192
2023-06-07,4.086
2023-06-08,4.101
2023-06-09,4.111
2023-06-10,4.111
2023-06-11,4.111
2023-06-12,4.151
2023-06-13,4.12
2023-06-14,4.157
2023-06-15,4.126
2023-06-16,4.153
2023-06-17,4.153
2023-06-18,4.153
2023-06-19,4.153
2023-06-20,4.249
2023-06-21,4.216
2023-06-22,4.278
