,RRX US Equity
2023-06-23,1.01
2023-06-24,1.01
2023-06-25,1.01
2023-06-26,1.0
2023-06-27,0.979
2023-06-28,0.985
2023-06-29,0.987
2023-06-30,0.971
2023-07-01,0.971
2023-07-02,0.971
2023-07-03,0.962
2023-07-04,0.962
2023-07-05,0.971
2023-07-06,1.005
2023-07-07,0.998
2023-07-08,0.998
2023-07-09,0.998
2023-07-10,0.994
2023-07-11,1.003
2023-07-12,0.997
2023-07-13,0.979
2023-07-14,1.006
2023-07-15,1.006
2023-07-16,1.006
2023-07-17,0.991
2023-07-18,0.971
2023-07-19,0.965
2023-07-20,0.964
2023-07-21,0.965
2023-07-22,0.965
2023-07-23,0.965
2023-07-24,0.966
2023-07-25,0.98
2023-07-26,0.986
2023-07-27,0.988
2023-07-28,0.973
2023-07-29,0.973
2023-07-30,0.973
2023-07-31,0.957
2023-08-01,0.896
2023-08-02,0.926
2023-08-03,0.929
2023-08-04,0.937
2023-08-05,0.937
2023-08-06,0.937
2023-08-07,0.922
2023-08-08,0.925
2023-08-09,0.937
2023-08-10,0.944
2023-08-11,0.941
2023-08-12,0.941
2023-08-13,0.941
2023-08-14,0.952
2023-08-15,0.964
2023-08-16,0.978
2023-08-17,1.005
2023-08-18,1.015
2023-08-19,1.015
2023-08-20,1.015
2023-08-21,1.014
2023-08-22,1.003
2023-08-23,0.972
2023-08-24,0.972
2023-08-25,0.966
2023-08-26,0.966
2023-08-27,0.966
2023-08-28,0.952
2023-08-29,0.941
2023-08-30,0.931
2023-08-31,0.921
2023-09-01,0.905
2023-09-02,0.905
2023-09-03,0.905
2023-09-04,0.905
2023-09-05,0.93
2023-09-06,0.923
2023-09-07,0.919
2023-09-08,0.948
2023-09-09,0.948
2023-09-10,0.948
2023-09-11,0.966
2023-09-12,0.991
2023-09-13,1.0
2023-09-14,0.974
2023-09-15,0.987
2023-09-16,0.987
2023-09-17,0.987
2023-09-18,0.952
2023-09-19,0.96
2023-09-20,0.983
2023-09-21,1.013
2023-09-22,1.019
2023-09-23,1.019
2023-09-24,1.019
2023-09-25,1.033
2023-09-26,1.045
2023-09-27,1.049
2023-09-28,1.031
2023-09-29,1.041
2023-09-30,1.041
2023-10-01,1.041
2023-10-02,1.051
2023-10-03,1.076
2023-10-04,1.085
2023-10-05,1.11
2023-10-06,1.1
2023-10-07,1.1
2023-10-08,1.1
2023-10-09,1.113
2023-10-10,1.08
2023-10-11,1.079
2023-10-12,1.103
2023-10-13,1.145
2023-10-14,1.145
2023-10-15,1.145
2023-10-16,1.132
2023-10-17,1.122
2023-10-18,1.183
2023-10-19,1.192
2023-10-20,1.211
2023-10-21,1.211
2023-10-22,1.211
2023-10-23,1.25
2023-10-24,1.256
2023-10-25,1.29
2023-10-26,1.27
2023-10-27,1.252
2023-10-28,1.252
2023-10-29,1.252
2023-10-30,1.257
2023-10-31,1.256
2023-11-01,1.258
2023-11-02,1.494
2023-11-03,1.394
2023-11-04,1.394
2023-11-05,1.394
2023-11-06,1.469
2023-11-07,1.458
2023-11-08,1.4
2023-11-09,1.392
2023-11-10,1.348
2023-11-11,1.348
2023-11-12,1.348
2023-11-13,1.357
2023-11-14,1.286
2023-11-15,1.265
2023-11-16,1.291
2023-11-17,1.282
2023-11-18,1.282
2023-11-19,1.282
2023-11-20,1.281
2023-11-21,1.29
2023-11-22,1.292
2023-11-23,1.292
2023-11-24,1.289
2023-11-25,1.289
2023-11-26,1.289
2023-11-27,1.277
2023-11-28,1.293
2023-11-29,1.263
2023-11-30,1.241
2023-12-01,1.193
2023-12-02,1.193
2023-12-03,1.193
2023-12-04,1.17
2023-12-05,1.198
2023-12-06,1.192
2023-12-07,1.203
2023-12-08,1.199
2023-12-09,1.199
2023-12-10,1.199
2023-12-11,1.137
2023-12-12,1.149
2023-12-13,1.088
2023-12-14,0.995
2023-12-15,1.011
2023-12-16,1.011
2023-12-17,1.011
2023-12-18,1.019
2023-12-19,1.007
2023-12-20,1.023
2023-12-21,1.002
2023-12-22,0.995
2023-12-23,0.995
2023-12-24,0.995
2023-12-25,0.995
2023-12-26,0.975
2023-12-27,0.978
2023-12-28,0.988
2023-12-29,0.998
2023-12-30,0.998
2023-12-31,0.998
2024-01-01,0.998
2024-01-02,1.02
2024-01-03,1.044
2024-01-04,1.062
2024-01-05,1.06
2024-01-06,1.06
2024-01-07,1.06
2024-01-08,1.045
2024-01-09,1.054
2024-01-10,1.052
2024-01-11,1.072
2024-01-12,1.067
2024-01-13,1.067
2024-01-14,1.067
2024-01-15,1.067
2024-01-16,1.099
2024-01-17,1.108
2024-01-18,1.073
2024-01-19,1.057
2024-01-20,1.057
2024-01-21,1.057
2024-01-22,1.053
2024-01-23,1.065
2024-01-24,1.087
2024-01-25,1.073
2024-01-26,1.081
2024-01-27,1.081
2024-01-28,1.081
2024-01-29,1.062
2024-01-30,1.065
2024-01-31,1.108
2024-02-01,1.081
2024-02-02,1.062
2024-02-03,1.062
2024-02-04,1.062
2024-02-05,1.087
2024-02-06,1.076
2024-02-07,1.051
2024-02-08,0.999
2024-02-09,0.971
2024-02-10,0.971
2024-02-11,0.971
2024-02-12,0.945
2024-02-13,0.971
2024-02-14,0.951
2024-02-15,0.926
2024-02-16,0.904
2024-02-17,0.904
2024-02-18,0.904
2024-02-19,0.904
2024-02-20,0.919
2024-02-21,0.906
2024-02-22,0.876
2024-02-23,0.866
2024-02-24,0.866
2024-02-25,0.866
2024-02-26,0.87
2024-02-27,0.863
2024-02-28,0.855
2024-02-29,0.851
2024-03-01,0.851
2024-03-02,0.851
2024-03-03,0.851
2024-03-04,0.848
2024-03-05,0.876
2024-03-06,0.873
2024-03-07,0.863
2024-03-08,0.843
2024-03-09,0.843
2024-03-10,0.843
2024-03-11,0.85
2024-03-12,0.831
2024-03-13,0.835
2024-03-14,0.853
2024-03-15,0.845
2024-03-16,0.845
2024-03-17,0.845
2024-03-18,0.841
2024-03-19,0.839
2024-03-20,0.821
2024-03-21,0.8
2024-03-22,0.805
2024-03-23,0.805
2024-03-24,0.805
2024-03-25,0.818
2024-03-26,0.813
2024-03-27,0.816
2024-03-28,0.808
2024-03-29,0.808
2024-03-30,0.808
2024-03-31,0.808
2024-04-01,0.827
2024-04-02,0.835
2024-04-03,0.837
2024-04-04,0.843
2024-04-05,0.845
2024-04-06,0.845
2024-04-07,0.845
2024-04-08,0.842
