,DAL US Equity
2020-06-25,5.754
2020-06-26,5.989
2020-06-27,5.989
2020-06-28,5.989
2020-06-29,5.633
2020-06-30,5.746
2020-07-01,5.818
2020-07-02,5.814
2020-07-03,5.814
2020-07-04,5.814
2020-07-05,5.814
2020-07-06,5.667
2020-07-07,5.967
2020-07-08,5.967
2020-07-09,6.283
2020-07-10,5.949
2020-07-11,5.949
2020-07-12,5.949
2020-07-13,6.009
2020-07-14,6.173
2020-07-15,5.635
2020-07-16,5.912
2020-07-17,5.958
2020-07-18,5.958
2020-07-19,5.958
2020-07-20,6.147
2020-07-21,6.098
2020-07-22,6.14
2020-07-23,6.018
2020-07-24,6.208
2020-07-25,6.208
2020-07-26,6.208
2020-07-27,6.32
2020-07-28,6.213
2020-07-29,6.266
2020-07-30,6.462
2020-07-31,6.454
2020-08-01,6.454
2020-08-02,6.454
2020-08-03,6.396
2020-08-04,6.278
2020-08-05,6.089
2020-08-06,5.952
2020-08-07,5.93
2020-08-08,5.93
2020-08-09,5.93
2020-08-10,5.493
2020-08-11,5.437
2020-08-12,5.54
2020-08-13,5.616
2020-08-14,5.567
2020-08-15,5.567
2020-08-16,5.567
2020-08-17,5.752
2020-08-18,5.833
2020-08-19,5.825
2020-08-20,5.835
2020-08-21,5.91
2020-08-22,5.91
2020-08-23,5.91
2020-08-24,5.408
2020-08-25,5.354
2020-08-26,5.381
2020-08-27,5.229
2020-08-28,5.038
2020-08-29,5.038
2020-08-30,5.038
2020-08-31,5.224
2020-09-01,5.248
2020-09-02,5.176
2020-09-03,5.162
2020-09-04,5.073
2020-09-05,5.073
2020-09-06,5.073
2020-09-07,5.073
2020-09-08,4.953
2020-09-09,5.075
2020-09-10,5.07
2020-09-11,5.084
2020-09-12,5.084
2020-09-13,5.084
2020-09-14,4.911
2020-09-15,4.81
2020-09-16,4.662
2020-09-17,4.746
2020-09-18,4.908
2020-09-19,4.908
2020-09-20,4.908
2020-09-21,5.405
2020-09-22,5.333
2020-09-23,5.452
2020-09-24,5.556
2020-09-25,5.412
2020-09-26,5.412
2020-09-27,5.412
2020-09-28,5.143
2020-09-29,5.265
2020-09-30,5.27
2020-10-01,5.182
2020-10-02,5.076
2020-10-03,5.076
2020-10-04,5.076
2020-10-05,5.036
2020-10-06,5.189
2020-10-07,5.013
2020-10-08,4.932
2020-10-09,4.912
2020-10-10,4.912
2020-10-11,4.912
2020-10-12,4.938
2020-10-13,5.073
2020-10-14,5.075
2020-10-15,5.143
2020-10-16,5.121
2020-10-17,5.121
2020-10-18,5.121
2020-10-19,5.116
2020-10-20,5.04
2020-10-21,5.116
2020-10-22,4.78
2020-10-23,4.74
2020-10-24,4.74
2020-10-25,4.74
2020-10-26,5.048
2020-10-27,5.248
2020-10-28,5.436
2020-10-29,5.24
2020-10-30,5.26
2020-10-31,5.26
2020-11-01,5.26
2020-11-02,5.333
2020-11-03,5.216
2020-11-04,5.296
2020-11-05,5.04
2020-11-06,5.129
2020-11-07,5.129
2020-11-08,5.129
2020-11-09,4.383
2020-11-10,4.351
2020-11-11,4.602
2020-11-12,4.688
2020-11-13,4.42
2020-11-14,4.42
2020-11-15,4.42
2020-11-16,4.241
2020-11-17,4.286
2020-11-18,4.251
2020-11-19,4.251
2020-11-20,4.341
2020-11-21,4.341
2020-11-22,4.341
2020-11-23,4.155
2020-11-24,3.906
2020-11-25,3.903
2020-11-26,3.903
2020-11-27,3.925
2020-11-28,3.925
2020-11-29,3.925
2020-11-30,4.004
2020-12-01,4.033
2020-12-02,3.924
2020-12-03,3.752
2020-12-04,3.805
2020-12-05,3.805
2020-12-06,3.805
2020-12-07,3.806
2020-12-08,3.8
2020-12-09,3.827
2020-12-10,3.781
2020-12-11,3.861
2020-12-12,3.861
2020-12-13,3.861
2020-12-14,3.961
2020-12-15,3.851
2020-12-16,3.923
2020-12-17,3.92
2020-12-18,3.962
2020-12-19,3.962
2020-12-20,3.962
2020-12-21,4.015
2020-12-22,4.139
2020-12-23,4.005
2020-12-24,4.057
2020-12-25,4.057
2020-12-26,4.057
2020-12-27,4.057
2020-12-28,4.014
2020-12-29,4.026
2020-12-30,3.974
2020-12-31,4.008
2021-01-01,4.008
2021-01-02,4.008
2021-01-03,4.008
2021-01-04,4.161
2021-01-05,4.075
2021-01-06,3.991
2021-01-07,4.006
2021-01-08,4.027
2021-01-09,4.027
2021-01-10,4.027
2021-01-11,4.09
2021-01-12,3.999
2021-01-13,3.984
2021-01-14,3.886
2021-01-15,4.031
2021-01-16,4.031
2021-01-17,4.031
2021-01-18,4.031
2021-01-19,3.998
2021-01-20,3.872
2021-01-21,3.963
2021-01-22,2.455
2021-01-23,2.455
2021-01-24,2.455
2021-01-25,2.525
2021-01-26,2.498
2021-01-27,2.55
2021-01-28,2.45
2021-01-29,2.587
2021-01-30,2.587
2021-01-31,2.587
2021-02-01,2.597
2021-02-02,2.531
2021-02-03,2.469
2021-02-04,2.399
2021-02-05,2.387
2021-02-06,2.387
2021-02-07,2.387
2021-02-08,2.271
2021-02-09,2.31
2021-02-10,2.289
2021-02-11,2.299
2021-02-12,2.269
2021-02-13,2.269
2021-02-14,2.269
2021-02-15,2.269
2021-02-16,1.466
2021-02-17,1.475
2021-02-18,1.475
2021-02-19,1.434
2021-02-20,1.434
2021-02-21,1.434
2021-02-22,1.371
2021-02-23,1.354
2021-02-24,1.32
2021-02-25,1.357
2021-02-26,1.366
2021-02-27,1.366
2021-02-28,1.366
2021-03-01,1.362
2021-03-02,1.358
2021-03-03,1.354
2021-03-04,1.394
2021-03-05,1.417
2021-03-06,1.417
2021-03-07,1.417
2021-03-08,1.367
2021-03-09,1.375
2021-03-10,1.37
2021-03-11,1.355
2021-03-12,1.314
2021-03-13,1.314
2021-03-14,1.314
2021-03-15,1.284
2021-03-16,1.326
2021-03-17,1.298
2021-03-18,1.331
2021-03-19,1.336
2021-03-20,1.336
2021-03-21,1.336
2021-03-22,1.365
2021-03-23,1.435
2021-03-24,1.436
2021-03-25,1.463
2021-03-26,1.444
2021-03-27,1.444
2021-03-28,1.444
2021-03-29,1.454
2021-03-30,1.407
2021-03-31,1.425
2021-04-01,1.409
2021-04-02,1.409
2021-04-03,1.409
2021-04-04,1.409
2021-04-05,1.369
2021-04-06,1.999
2021-04-07,2.057
2021-04-08,2.073
2021-04-09,2.096
2021-04-10,2.096
2021-04-11,2.096
2021-04-12,2.115
2021-04-13,2.139
2021-04-14,2.143
2021-04-15,2.205
2021-04-16,2.214
2021-04-17,2.214
2021-04-18,2.214
2021-04-19,2.237
2021-04-20,2.323
2021-04-21,2.259
2021-04-22,2.312
2021-04-23,2.254
2021-04-24,2.254
2021-04-25,2.254
2021-04-26,2.215
2021-04-27,2.228
2021-04-28,2.223
2021-04-29,2.226
2021-04-30,2.201
2021-05-01,2.201
2021-05-02,2.201
2021-05-03,2.217
2021-05-04,2.312
2021-05-05,2.284
2021-05-06,2.298
2021-05-07,2.239
2021-05-08,2.239
2021-05-09,2.239
2021-05-10,2.273
2021-05-11,2.319
2021-05-12,2.399
2021-05-13,2.348
2021-05-14,2.229
2021-05-15,2.229
2021-05-16,2.229
2021-05-17,2.209
2021-05-18,2.209
2021-05-19,2.238
2021-05-20,2.274
2021-05-21,2.284
2021-05-22,2.284
2021-05-23,2.284
2021-05-24,2.236
2021-05-25,2.212
2021-05-26,2.174
2021-05-27,2.149
2021-05-28,2.165
2021-05-29,2.165
2021-05-30,2.165
2021-05-31,2.165
2021-06-01,2.165
2021-06-02,2.161
2021-06-03,2.238
2021-06-04,2.245
2021-06-05,2.245
2021-06-06,2.245
2021-06-07,2.241
2021-06-08,2.195
2021-06-09,2.219
2021-06-10,2.231
2021-06-11,2.22
2021-06-12,2.22
2021-06-13,2.22
2021-06-14,2.249
2021-06-15,2.268
2021-06-16,2.268
2021-06-17,2.317
2021-06-18,2.296
2021-06-19,2.296
2021-06-20,2.296
2021-06-21,2.256
2021-06-22,2.276
2021-06-23,2.281
2021-06-24,2.299
2021-06-25,2.324
2021-06-26,2.324
2021-06-27,2.324
2021-06-28,2.394
2021-06-29,2.408
2021-06-30,2.387
2021-07-01,2.334
2021-07-02,2.339
2021-07-03,2.339
2021-07-04,2.339
2021-07-05,2.339
2021-07-06,2.388
2021-07-07,2.427
2021-07-08,2.454
2021-07-09,2.406
2021-07-10,2.406
2021-07-11,2.406
2021-07-12,2.41
2021-07-13,1.665
2021-07-14,1.691
2021-07-15,1.664
2021-07-16,1.717
2021-07-17,1.717
2021-07-18,1.717
2021-07-19,1.784
2021-07-20,1.692
2021-07-21,1.653
2021-07-22,1.676
2021-07-23,1.703
2021-07-24,1.703
2021-07-25,1.703
2021-07-26,1.651
2021-07-27,1.68
2021-07-28,1.666
2021-07-29,1.669
2021-07-30,1.724
2021-07-31,1.724
2021-08-01,1.724
2021-08-02,1.744
2021-08-03,1.73
2021-08-04,2.201
2021-08-05,2.111
2021-08-06,2.094
2021-08-07,2.094
2021-08-08,2.094
2021-08-09,2.148
2021-08-10,2.086
2021-08-11,2.044
2021-08-12,2.083
2021-08-13,2.116
2021-08-14,2.116
2021-08-15,2.116
2021-08-16,2.114
2021-08-17,2.177
2021-08-18,2.184
2021-08-19,2.225
2021-08-20,2.214
2021-08-21,2.214
2021-08-22,2.214
2021-08-23,2.153
2021-08-24,2.083
2021-08-25,2.044
2021-08-26,2.07
2021-08-27,2.033
2021-08-28,2.033
2021-08-29,2.033
2021-08-30,2.115
2021-08-31,2.087
2021-09-01,2.089
2021-09-02,2.068
2021-09-03,2.097
2021-09-04,2.097
2021-09-05,2.097
2021-09-06,2.097
2021-09-07,2.092
2021-09-08,2.129
2021-09-09,2.054
2021-09-10,2.145
2021-09-11,2.145
2021-09-12,2.145
2021-09-13,2.101
2021-09-14,2.14
2021-09-15,2.129
2021-09-16,2.099
2021-09-17,2.104
2021-09-18,2.104
2021-09-19,2.104
2021-09-20,2.07
2021-09-21,2.091
2021-09-22,2.03
2021-09-23,1.982
2021-09-24,1.939
2021-09-25,1.939
2021-09-26,1.939
2021-09-27,1.928
2021-09-28,1.943
2021-09-29,1.947
2021-09-30,1.981
2021-10-01,1.86
2021-10-02,1.86
2021-10-03,1.86
2021-10-04,1.877
2021-10-05,1.887
2021-10-06,1.918
2021-10-07,1.932
2021-10-08,1.946
2021-10-09,1.946
2021-10-10,1.946
2021-10-11,1.954
2021-10-12,1.939
2021-10-13,2.057
2021-10-14,2.049
2021-10-15,2.059
2021-10-16,2.059
2021-10-17,2.059
2021-10-18,2.058
2021-10-19,2.087
2021-10-20,2.095
2021-10-21,2.089
2021-10-22,2.124
2021-10-23,2.124
2021-10-24,2.124
2021-10-25,2.136
2021-10-26,2.126
2021-10-27,2.161
2021-10-28,2.156
2021-10-29,2.157
2021-10-30,2.157
2021-10-31,2.157
2021-11-01,2.088
2021-11-02,2.09
2021-11-03,2.047
2021-11-04,2.059
2021-11-05,1.906
2021-11-06,1.906
2021-11-07,1.906
2021-11-08,1.891
2021-11-09,1.896
2021-11-10,1.931
2021-11-11,1.943
2021-11-12,1.999
2021-11-13,1.999
2021-11-14,1.999
2021-11-15,1.992
2021-11-16,2.057
2021-11-17,2.073
2021-11-18,2.104
2021-11-19,2.127
2021-11-20,2.127
2021-11-21,2.127
2021-11-22,2.122
2021-11-23,2.135
2021-11-24,2.127
2021-11-25,2.127
2021-11-26,2.32
2021-11-27,2.32
2021-11-28,2.32
2021-11-29,2.329
2021-11-30,2.332
2021-12-01,2.517
2021-12-02,2.304
2021-12-03,2.346
2021-12-04,2.346
2021-12-05,2.346
2021-12-06,2.213
2021-12-07,2.219
2021-12-08,2.171
2021-12-09,2.193
2021-12-10,2.211
2021-12-11,2.211
2021-12-12,2.211
2021-12-13,2.289
2021-12-14,2.311
2021-12-15,2.306
2021-12-16,2.358
2021-12-17,2.309
2021-12-18,2.309
2021-12-19,2.309
2021-12-20,2.321
2021-12-21,2.191
2021-12-22,2.157
2021-12-23,2.148
2021-12-24,2.148
2021-12-25,2.148
2021-12-26,2.148
2021-12-27,2.164
2021-12-28,2.13
2021-12-29,2.156
2021-12-30,2.162
2021-12-31,2.16
2022-01-01,2.16
2022-01-02,2.16
2022-01-03,2.095
2022-01-04,2.08
2022-01-05,2.096
2022-01-06,2.104
2022-01-07,2.034
2022-01-08,2.034
2022-01-09,2.034
2022-01-10,2.078
2022-01-11,2.047
2022-01-12,2.079
2022-01-13,2.035
2022-01-14,1.624
2022-01-15,1.624
2022-01-16,1.624
2022-01-17,1.624
2022-01-18,1.656
2022-01-19,1.687
2022-01-20,1.686
2022-01-21,1.729
2022-01-22,1.729
2022-01-23,1.729
2022-01-24,1.512
2022-01-25,1.48
2022-01-26,1.479
2022-01-27,1.495
2022-01-28,1.497
2022-01-29,1.497
2022-01-30,1.497
2022-01-31,1.444
2022-02-01,1.416
2022-02-02,1.414
2022-02-03,1.443
2022-02-04,1.438
2022-02-05,1.438
2022-02-06,1.438
2022-02-07,1.4
2022-02-08,1.345
2022-02-09,1.306
2022-02-10,1.306
2022-02-11,1.354
2022-02-12,1.354
2022-02-13,1.354
2022-02-14,1.366
2022-02-15,1.288
2022-02-16,1.291
2022-02-17,1.323
2022-02-18,1.338
2022-02-19,1.338
2022-02-20,1.338
2022-02-21,1.338
2022-02-22,1.368
2022-02-23,1.426
2022-02-24,1.464
2022-02-25,1.421
2022-02-26,1.421
2022-02-27,1.421
2022-02-28,1.479
2022-03-01,1.568
2022-03-02,1.552
2022-03-03,1.615
2022-03-04,1.71
2022-03-05,1.71
2022-03-06,1.71
2022-03-07,1.96
2022-03-08,1.891
2022-03-09,1.802
2022-03-10,1.813
2022-03-11,1.841
2022-03-12,1.841
2022-03-13,1.841
2022-03-14,1.841
2022-03-15,1.693
2022-03-16,1.598
2022-03-17,1.589
2022-03-18,1.567
2022-03-19,1.567
2022-03-20,1.567
2022-03-21,1.636
2022-03-22,1.596
2022-03-23,1.63
2022-03-24,1.584
2022-03-25,1.557
2022-03-26,1.557
2022-03-27,1.557
2022-03-28,1.54
2022-03-29,1.494
2022-03-30,1.895
2022-03-31,1.884
2022-04-01,1.896
2022-04-02,1.896
2022-04-03,1.896
2022-04-04,1.892
2022-04-05,1.91
2022-04-06,1.983
2022-04-07,2.008
2022-04-08,2.029
2022-04-09,2.029
2022-04-10,2.029
2022-04-11,1.582
2022-04-12,1.565
2022-04-13,1.473
2022-04-14,1.427
2022-04-15,1.427
2022-04-16,1.427
2022-04-17,1.427
2022-04-18,1.913
2022-04-19,1.872
2022-04-20,1.851
2022-04-21,1.802
2022-04-22,1.844
2022-04-23,1.844
2022-04-24,1.844
2022-04-25,1.862
2022-04-26,1.923
2022-04-27,1.869
2022-04-28,1.818
2022-04-29,1.873
2022-04-30,1.873
2022-05-01,1.873
2022-05-02,1.889
2022-05-03,1.859
2022-05-04,1.953
2022-05-05,2.032
2022-05-06,2.088
2022-05-07,2.088
2022-05-08,2.088
2022-05-09,2.238
2022-05-10,2.214
2022-05-11,2.26
2022-05-12,2.335
2022-05-13,2.234
2022-05-14,2.234
2022-05-15,2.234
2022-05-16,2.243
2022-05-17,2.103
2022-05-18,2.178
2022-05-19,2.182
2022-05-20,2.216
2022-05-21,2.216
2022-05-22,2.216
2022-05-23,2.167
2022-05-24,2.3
2022-05-25,2.218
2022-05-26,2.097
2022-05-27,2.027
2022-05-28,2.027
2022-05-29,2.027
2022-05-30,2.027
2022-05-31,2.054
2022-06-01,2.165
2022-06-02,2.141
2022-06-03,2.222
2022-06-04,2.222
2022-06-05,2.222
2022-06-06,1.963
2022-06-07,1.926
2022-06-08,2.003
2022-06-09,2.083
2022-06-10,2.18
2022-06-11,2.18
2022-06-12,2.18
2022-06-13,2.377
2022-06-14,2.44
2022-06-15,2.395
2022-06-16,1.873
2022-06-17,1.831
2022-06-18,1.831
2022-06-19,1.831
2022-06-20,1.831
2022-06-21,1.844
2022-06-22,1.847
2022-06-23,1.874
2022-06-24,1.776
2022-06-25,1.776
2022-06-26,1.776
2022-06-27,2.426
2022-06-28,2.434
2022-06-29,2.491
2022-06-30,2.549
2022-07-01,2.501
2022-07-02,2.501
2022-07-03,2.501
2022-07-04,2.501
2022-07-05,2.476
2022-07-06,2.5
2022-07-07,2.469
2022-07-08,2.661
2022-07-09,2.661
2022-07-10,2.661
2022-07-11,2.7
2022-07-12,2.035
2022-07-13,2.13
2022-07-14,2.125
2022-07-15,2.102
2022-07-16,2.102
2022-07-17,2.102
2022-07-18,2.031
2022-07-19,1.94
2022-07-20,1.227
2022-07-21,1.261
2022-07-22,1.285
2022-07-23,1.285
2022-07-24,1.285
2022-07-25,1.283
2022-07-26,1.808
2022-07-27,1.759
2022-07-28,1.748
2022-07-29,1.742
2022-07-30,1.742
2022-07-31,1.742
2022-08-01,1.719
2022-08-02,1.741
2022-08-03,1.666
2022-08-04,1.662
2022-08-05,1.682
2022-08-06,1.682
2022-08-07,1.682
2022-08-08,1.642
2022-08-09,1.668
2022-08-10,1.633
2022-08-11,1.631
2022-08-12,1.606
2022-08-13,1.606
2022-08-14,1.606
2022-08-15,1.583
2022-08-16,1.568
2022-08-17,1.604
2022-08-18,1.606
2022-08-19,1.666
2022-08-20,1.666
2022-08-21,1.666
2022-08-22,1.711
2022-08-23,1.685
2022-08-24,1.663
2022-08-25,1.63
2022-08-26,1.695
2022-08-27,1.695
2022-08-28,1.695
2022-08-29,1.73
2022-08-30,1.747
2022-08-31,1.783
2022-09-01,1.782
2022-09-02,1.791
2022-09-03,1.791
2022-09-04,1.791
2022-09-05,1.791
2022-09-06,1.776
2022-09-07,1.719
2022-09-08,1.725
2022-09-09,1.696
2022-09-10,1.696
2022-09-11,1.696
2022-09-12,1.671
2022-09-13,1.745
2022-09-14,1.696
2022-09-15,1.665
2022-09-16,1.725
2022-09-17,1.725
2022-09-18,1.725
2022-09-19,1.682
2022-09-20,1.692
2022-09-21,1.778
2022-09-22,1.849
2022-09-23,1.909
2022-09-24,1.909
2022-09-25,1.909
2022-09-26,1.977
2022-09-27,1.944
2022-09-28,1.879
2022-09-29,1.948
2022-09-30,1.974
2022-10-01,1.974
2022-10-02,1.974
2022-10-03,1.96
2022-10-04,1.802
2022-10-05,1.815
2022-10-06,1.809
2022-10-07,1.885
2022-10-08,1.885
2022-10-09,1.885
2022-10-10,1.883
2022-10-11,1.921
2022-10-12,1.897
2022-10-13,1.658
2022-10-14,1.62
2022-10-15,1.62
2022-10-16,1.62
2022-10-17,1.618
2022-10-18,1.566
2022-10-19,1.549
2022-10-20,1.567
2022-10-21,1.546
2022-10-22,1.546
2022-10-23,1.546
2022-10-24,1.514
2022-10-25,1.486
2022-10-26,1.486
2022-10-27,1.477
2022-10-28,1.453
2022-10-29,1.453
2022-10-30,1.453
2022-10-31,1.484
2022-11-01,1.498
2022-11-02,1.571
2022-11-03,1.575
2022-11-04,1.537
2022-11-05,1.537
2022-11-06,1.537
2022-11-07,1.51
2022-11-08,1.499
2022-11-09,1.505
2022-11-10,1.419
2022-11-11,1.421
2022-11-12,1.421
2022-11-13,1.421
2022-11-14,1.452
2022-11-15,1.443
2022-11-16,1.476
2022-11-17,1.479
2022-11-18,1.461
2022-11-19,1.461
2022-11-20,1.461
2022-11-21,1.471
2022-11-22,1.471
2022-11-23,1.46
2022-11-24,1.46
2022-11-25,1.435
2022-11-26,1.435
2022-11-27,1.435
2022-11-28,1.487
2022-11-29,1.455
2022-11-30,1.424
2022-12-01,1.424
2022-12-02,1.41
2022-12-03,1.41
2022-12-04,1.41
2022-12-05,1.407
2022-12-06,1.403
2022-12-07,1.467
2022-12-08,1.502
2022-12-09,1.49
2022-12-10,1.49
2022-12-11,1.49
2022-12-12,1.449
2022-12-13,1.509
2022-12-14,1.468
2022-12-15,1.515
2022-12-16,1.269
2022-12-17,1.269
2022-12-18,1.269
2022-12-19,1.276
2022-12-20,1.277
2022-12-21,1.248
2022-12-22,1.276
2022-12-23,1.267
2022-12-24,1.267
2022-12-25,1.267
2022-12-26,1.267
2022-12-27,1.277
2022-12-28,1.313
2022-12-29,1.283
2022-12-30,1.278
2022-12-31,1.278
2023-01-01,1.278
2023-01-02,1.278
2023-01-03,1.288
2023-01-04,1.221
2023-01-05,1.192
2023-01-06,1.166
2023-01-07,1.166
2023-01-08,1.166
2023-01-09,1.142
2023-01-10,1.103
2023-01-11,1.1
2023-01-12,1.061
2023-01-13,1.1
2023-01-14,1.1
2023-01-15,1.1
2023-01-16,1.1
2023-01-17,1.158
2023-01-18,1.155
2023-01-19,1.156
2023-01-20,1.136
2023-01-21,1.136
2023-01-22,1.136
2023-01-23,1.134
2023-01-24,1.142
2023-01-25,1.125
2023-01-26,1.13
2023-01-27,0.78
2023-01-28,0.78
2023-01-29,0.78
2023-01-30,0.63
2023-01-31,0.618
2023-02-01,0.606
2023-02-02,0.606
2023-02-03,0.611
2023-02-04,0.611
2023-02-05,0.611
2023-02-06,0.61
2023-02-07,0.611
2023-02-08,0.613
2023-02-09,0.62
2023-02-10,0.633
2023-02-11,0.633
2023-02-12,0.633
2023-02-13,0.626
2023-02-14,0.618
2023-02-15,0.62
2023-02-16,0.632
2023-02-17,0.63
2023-02-18,0.63
2023-02-19,0.63
2023-02-20,0.63
2023-02-21,0.652
2023-02-22,0.218
2023-02-23,0.215
2023-02-24,0.216
2023-02-25,0.216
2023-02-26,0.216
2023-02-27,0.213
2023-02-28,0.21
2023-03-01,0.209
2023-03-02,0.21
2023-03-03,0.207
2023-03-04,0.207
2023-03-05,0.207
2023-03-06,0.21
2023-03-07,0.206
2023-03-08,0.203
2023-03-09,0.209
2023-03-10,0.216
2023-03-11,0.216
2023-03-12,0.216
2023-03-13,0.226
2023-03-14,0.227
2023-03-15,0.203
2023-03-16,0.2
2023-03-17,0.205
2023-03-18,0.205
2023-03-19,0.205
2023-03-20,0.204
2023-03-21,0.199
2023-03-22,0.206
2023-03-23,0.21
2023-03-24,0.214
2023-03-25,0.214
2023-03-26,0.214
2023-03-27,0.21
2023-03-28,0.208
2023-03-29,0.203
2023-03-30,0.198
2023-03-31,0.193
2023-04-01,0.193
2023-04-02,0.193
2023-04-03,0.196
2023-04-04,0.199
2023-04-05,0.202
2023-04-06,0.2
2023-04-07,0.2
2023-04-08,0.2
2023-04-09,0.2
2023-04-10,0.199
2023-04-11,0.195
2023-04-12,0.2
2023-04-13,0.202
2023-04-14,0.2
2023-04-15,0.2
2023-04-16,0.2
2023-04-17,0.195
2023-04-18,0.191
2023-04-19,0.188
2023-04-20,0.195
2023-04-21,0.197
2023-04-22,0.197
2023-04-23,0.197
2023-04-24,0.198
2023-04-25,0.204
2023-04-26,0.907
2023-04-27,0.892
2023-04-28,0.866
2023-04-29,0.866
2023-04-30,0.866
2023-05-01,0.856
2023-05-02,0.861
2023-05-03,0.871
2023-05-04,0.898
2023-05-05,0.876
2023-05-06,0.876
2023-05-07,0.876
2023-05-08,0.869
2023-05-09,0.869
2023-05-10,0.754
2023-05-11,0.767
2023-05-12,0.767
2023-05-13,0.767
2023-05-14,0.767
2023-05-15,0.756
2023-05-16,0.754
2023-05-17,0.709
2023-05-18,0.71
2023-05-19,0.716
2023-05-20,0.716
2023-05-21,0.716
2023-05-22,0.719
2023-05-23,0.71
2023-05-24,0.73
2023-05-25,0.713
2023-05-26,0.71
2023-05-27,0.71
2023-05-28,0.71
2023-05-29,0.71
2023-05-30,0.702
2023-05-31,0.701
2023-06-01,0.701
2023-06-02,0.689
2023-06-03,0.689
2023-06-04,0.689
2023-06-05,0.687
2023-06-06,0.677
2023-06-07,0.667
2023-06-08,0.652
2023-06-09,0.649
2023-06-10,0.649
2023-06-11,0.649
2023-06-12,0.634
2023-06-13,0.613
2023-06-14,0.604
2023-06-15,0.594
2023-06-16,0.596
2023-06-17,0.596
2023-06-18,0.596
2023-06-19,0.596
2023-06-20,0.6
2023-06-21,0.596
2023-06-22,0.157
