,ETN US Equity
2023-06-23,1.872
2023-06-24,1.872
2023-06-25,1.872
2023-06-26,1.857
2023-06-27,1.852
2023-06-28,1.881
2023-06-29,1.842
2023-06-30,1.822
2023-07-01,1.822
2023-07-02,1.822
2023-07-03,1.826
2023-07-04,1.826
2023-07-05,1.842
2023-07-06,1.847
2023-07-07,1.84
2023-07-08,1.84
2023-07-09,1.84
2023-07-10,1.798
2023-07-11,1.799
2023-07-12,1.808
2023-07-13,1.787
2023-07-14,1.795
2023-07-15,1.795
2023-07-16,1.795
2023-07-17,1.773
2023-07-18,1.736
2023-07-19,1.74
2023-07-20,1.731
2023-07-21,1.758
2023-07-22,1.758
2023-07-23,1.758
2023-07-24,1.761
2023-07-25,1.77
2023-07-26,1.798
2023-07-27,1.807
2023-07-28,1.796
2023-07-29,1.796
2023-07-30,1.796
2023-07-31,1.778
2023-08-01,1.664
2023-08-02,1.668
2023-08-03,1.683
2023-08-04,1.685
2023-08-05,1.685
2023-08-06,1.685
2023-08-07,1.646
2023-08-08,1.652
2023-08-09,1.67
2023-08-10,1.677
2023-08-11,1.666
2023-08-12,1.666
2023-08-13,1.666
2023-08-14,1.656
2023-08-15,1.665
2023-08-16,1.679
2023-08-17,1.692
2023-08-18,1.69
2023-08-19,1.69
2023-08-20,1.69
2023-08-21,1.682
2023-08-22,1.67
2023-08-23,1.639
2023-08-24,1.642
2023-08-25,1.618
2023-08-26,1.618
2023-08-27,1.618
2023-08-28,1.603
2023-08-29,1.591
2023-08-30,1.577
2023-08-31,1.575
2023-09-01,1.552
2023-09-02,1.552
2023-09-03,1.552
2023-09-04,1.552
2023-09-05,1.58
2023-09-06,1.566
2023-09-07,1.562
2023-09-08,1.553
2023-09-09,1.553
2023-09-10,1.553
2023-09-11,1.547
2023-09-12,1.616
2023-09-13,1.663
2023-09-14,1.657
2023-09-15,1.692
2023-09-16,1.692
2023-09-17,1.692
2023-09-18,1.68
2023-09-19,1.703
2023-09-20,1.715
2023-09-21,1.748
2023-09-22,1.731
2023-09-23,1.731
2023-09-24,1.731
2023-09-25,1.705
2023-09-26,1.745
2023-09-27,1.721
2023-09-28,1.712
2023-09-29,1.718
2023-09-30,1.718
2023-10-01,1.718
2023-10-02,1.743
2023-10-03,1.753
2023-10-04,1.744
2023-10-05,1.797
2023-10-06,1.737
2023-10-07,1.737
2023-10-08,1.737
2023-10-09,1.712
2023-10-10,1.714
2023-10-11,1.693
2023-10-12,1.68
2023-10-13,1.752
2023-10-14,1.752
2023-10-15,1.752
2023-10-16,1.728
2023-10-17,1.727
2023-10-18,1.807
2023-10-19,1.829
2023-10-20,1.885
2023-10-21,1.885
2023-10-22,1.885
2023-10-23,1.871
2023-10-24,1.832
2023-10-25,1.873
2023-10-26,1.861
2023-10-27,1.872
2023-10-28,1.872
2023-10-29,1.872
2023-10-30,1.849
2023-10-31,1.765
2023-11-01,1.708
2023-11-02,1.7
2023-11-03,1.704
2023-11-04,1.704
2023-11-05,1.704
2023-11-06,1.691
2023-11-07,1.696
2023-11-08,1.682
2023-11-09,1.676
2023-11-10,1.65
2023-11-11,1.65
2023-11-12,1.65
2023-11-13,1.653
2023-11-14,1.607
2023-11-15,1.624
2023-11-16,1.616
2023-11-17,1.609
2023-11-18,1.609
2023-11-19,1.609
2023-11-20,1.615
2023-11-21,1.614
2023-11-22,1.601
2023-11-23,1.601
2023-11-24,1.602
2023-11-25,1.602
2023-11-26,1.602
2023-11-27,1.602
2023-11-28,1.632
2023-11-29,1.623
2023-11-30,1.609
2023-12-01,1.59
2023-12-02,1.59
2023-12-03,1.59
2023-12-04,1.604
2023-12-05,1.623
2023-12-06,1.613
2023-12-07,1.606
2023-12-08,1.576
2023-12-09,1.576
2023-12-10,1.576
2023-12-11,1.56
2023-12-12,1.544
2023-12-13,1.555
2023-12-14,1.549
2023-12-15,1.551
2023-12-16,1.551
2023-12-17,1.551
2023-12-18,1.553
2023-12-19,1.546
2023-12-20,1.574
2023-12-21,1.552
2023-12-22,1.543
2023-12-23,1.543
2023-12-24,1.543
2023-12-25,1.543
2023-12-26,1.533
2023-12-27,1.529
2023-12-28,1.53
2023-12-29,1.529
2023-12-30,1.529
2023-12-31,1.529
2024-01-01,1.529
2024-01-02,1.541
2024-01-03,1.58
2024-01-04,1.57
2024-01-05,1.568
2024-01-06,1.568
2024-01-07,1.568
2024-01-08,1.542
2024-01-09,1.536
2024-01-10,1.527
2024-01-11,1.512
2024-01-12,1.52
2024-01-13,1.52
2024-01-14,1.52
2024-01-15,1.52
2024-01-16,1.522
2024-01-17,1.551
2024-01-18,1.529
2024-01-19,1.501
2024-01-20,1.501
2024-01-21,1.501
2024-01-22,1.505
2024-01-23,1.509
2024-01-24,1.519
2024-01-25,1.493
2024-01-26,1.493
2024-01-27,1.493
2024-01-28,1.493
2024-01-29,1.476
2024-01-30,1.467
2024-01-31,1.492
2024-02-01,1.391
2024-02-02,1.35
2024-02-03,1.35
2024-02-04,1.35
2024-02-05,1.35
2024-02-06,1.335
2024-02-07,1.326
2024-02-08,1.324
2024-02-09,1.301
2024-02-10,1.301
2024-02-11,1.301
2024-02-12,1.32
2024-02-13,1.328
2024-02-14,1.312
2024-02-15,1.307
2024-02-16,1.299
2024-02-17,1.299
2024-02-18,1.299
2024-02-19,1.299
2024-02-20,1.306
2024-02-21,1.301
2024-02-22,1.267
2024-02-23,1.266
2024-02-24,1.266
2024-02-25,1.266
2024-02-26,1.268
2024-02-27,1.271
2024-02-28,1.256
2024-02-29,1.252
2024-03-01,1.232
2024-03-02,1.232
2024-03-03,1.232
2024-03-04,1.222
2024-03-05,1.236
2024-03-06,1.216
2024-03-07,1.198
2024-03-08,1.212
2024-03-09,1.212
2024-03-10,1.212
2024-03-11,1.232
2024-03-12,1.211
2024-03-13,1.204
2024-03-14,1.204
2024-03-15,1.214
2024-03-16,1.214
2024-03-17,1.214
2024-03-18,1.21
2024-03-19,1.194
2024-03-20,1.173
2024-03-21,1.151
2024-03-22,1.148
2024-03-23,1.148
2024-03-24,1.148
2024-03-25,1.165
2024-03-26,1.164
2024-03-27,1.156
2024-03-28,1.162
2024-03-29,1.162
2024-03-30,1.162
2024-03-31,1.162
2024-04-01,1.164
2024-04-02,1.156
2024-04-03,1.146
2024-04-04,1.148
2024-04-05,1.113
2024-04-06,1.113
2024-04-07,1.113
2024-04-08,1.137
