,DHI US Equity
2023-07-01,0.859
2023-07-02,0.859
2023-07-03,0.87
2023-07-04,0.87
2023-07-05,0.877
2023-07-06,0.91
2023-07-07,0.906
2023-07-08,0.906
2023-07-09,0.906
2023-07-10,0.877
2023-07-11,0.876
2023-07-12,0.845
2023-07-13,0.827
2023-07-14,0.802
2023-07-15,0.802
2023-07-16,0.802
2023-07-17,0.817
2023-07-18,0.818
2023-07-19,0.818
2023-07-20,0.834
2023-07-21,0.82
2023-07-22,0.82
2023-07-23,0.82
2023-07-24,0.808
2023-07-25,0.802
2023-07-26,0.817
2023-07-27,0.827
2023-07-28,0.824
2023-07-29,0.824
2023-07-30,0.824
2023-07-31,0.827
2023-08-01,0.821
2023-08-02,0.836
2023-08-03,0.853
2023-08-04,0.834
2023-08-05,0.834
2023-08-06,0.834
2023-08-07,0.822
2023-08-08,0.822
2023-08-09,0.832
2023-08-10,0.849
2023-08-11,0.852
2023-08-12,0.852
2023-08-13,0.852
2023-08-14,0.854
2023-08-15,0.83
2023-08-16,0.858
2023-08-17,0.904
2023-08-18,0.897
2023-08-19,0.897
2023-08-20,0.897
2023-08-21,0.908
2023-08-22,0.899
2023-08-23,0.893
2023-08-24,0.902
2023-08-25,0.916
2023-08-26,0.916
2023-08-27,0.916
2023-08-28,0.91
2023-08-29,0.898
2023-08-30,0.885
2023-08-31,0.884
2023-09-01,0.879
2023-09-02,0.879
2023-09-03,0.879
2023-09-04,0.879
2023-09-05,0.925
2023-09-06,0.914
2023-09-07,0.902
2023-09-08,0.901
2023-09-09,0.901
2023-09-10,0.901
2023-09-11,0.896
2023-09-12,0.922
2023-09-13,0.928
2023-09-14,0.917
2023-09-15,0.94
2023-09-16,0.94
2023-09-17,0.94
2023-09-18,0.933
2023-09-19,0.93
2023-09-20,0.933
2023-09-21,0.969
2023-09-22,0.967
2023-09-23,0.967
2023-09-24,0.967
2023-09-25,0.977
2023-09-26,0.983
2023-09-27,0.987
2023-09-28,0.97
2023-09-29,0.983
2023-09-30,0.983
2023-10-01,0.983
2023-10-02,0.995
2023-10-03,1.027
2023-10-04,1.012
2023-10-05,1.018
2023-10-06,1.013
2023-10-07,1.013
2023-10-08,1.013
2023-10-09,0.996
2023-10-10,0.986
2023-10-11,0.972
2023-10-12,1.032
2023-10-13,1.019
2023-10-14,1.019
2023-10-15,1.019
2023-10-16,1.011
2023-10-17,1.009
2023-10-18,1.033
2023-10-19,1.046
2023-10-20,1.052
2023-10-21,1.052
2023-10-22,1.052
2023-10-23,1.037
2023-10-24,1.04
2023-10-25,1.052
2023-10-26,1.041
2023-10-27,1.041
2023-10-28,1.041
2023-10-29,1.041
2023-10-30,1.037
2023-10-31,1.014
2023-11-01,0.969
2023-11-02,0.928
2023-11-03,0.891
2023-11-04,0.891
2023-11-05,0.891
2023-11-06,0.899
2023-11-07,0.938
2023-11-08,0.972
2023-11-09,0.981
2023-11-10,0.965
2023-11-11,0.965
2023-11-12,0.965
2023-11-13,0.968
2023-11-14,0.919
2023-11-15,0.942
2023-11-16,0.944
2023-11-17,0.941
2023-11-18,0.941
2023-11-19,0.941
2023-11-20,0.936
2023-11-21,0.949
2023-11-22,0.947
2023-11-23,0.947
2023-11-24,0.943
2023-11-25,0.943
2023-11-26,0.943
2023-11-27,0.952
2023-11-28,0.955
2023-11-29,0.945
2023-11-30,0.942
2023-12-01,0.919
2023-12-02,0.919
2023-12-03,0.919
2023-12-04,0.921
2023-12-05,0.92
2023-12-06,0.9
2023-12-07,0.882
2023-12-08,0.868
2023-12-09,0.868
2023-12-10,0.868
2023-12-11,0.866
2023-12-12,0.86
2023-12-13,0.834
2023-12-14,0.785
2023-12-15,0.801
2023-12-16,0.801
2023-12-17,0.801
2023-12-18,0.809
2023-12-19,0.8
2023-12-20,0.805
2023-12-21,0.8
2023-12-22,0.802
2023-12-23,0.802
2023-12-24,0.802
2023-12-25,0.802
2023-12-26,0.798
2023-12-27,0.792
2023-12-28,0.791
2023-12-29,0.791
2023-12-30,0.791
2023-12-31,0.791
2024-01-01,0.791
2024-01-02,0.802
2024-01-03,0.813
2024-01-04,0.814
2024-01-05,0.809
2024-01-06,0.809
2024-01-07,0.809
2024-01-08,0.79
2024-01-09,0.792
2024-01-10,0.778
2024-01-11,0.776
2024-01-12,0.781
2024-01-13,0.781
2024-01-14,0.781
2024-01-15,0.781
2024-01-16,0.786
2024-01-17,0.791
2024-01-18,0.788
2024-01-19,0.774
2024-01-20,0.774
2024-01-21,0.774
2024-01-22,0.762
2024-01-23,0.837
2024-01-24,0.863
2024-01-25,0.849
2024-01-26,0.855
2024-01-27,0.855
2024-01-28,0.855
2024-01-29,0.857
2024-01-30,0.839
2024-01-31,0.841
2024-02-01,0.815
2024-02-02,0.818
2024-02-03,0.818
2024-02-04,0.818
2024-02-05,0.826
2024-02-06,0.838
2024-02-07,0.829
2024-02-08,0.829
2024-02-09,0.827
2024-02-10,0.827
2024-02-11,0.827
2024-02-12,0.809
2024-02-13,0.842
2024-02-14,0.824
2024-02-15,0.825
2024-02-16,0.849
2024-02-17,0.849
2024-02-18,0.849
2024-02-19,0.849
2024-02-20,0.836
2024-02-21,0.833
2024-02-22,0.826
2024-02-23,0.821
2024-02-24,0.821
2024-02-25,0.821
2024-02-26,0.822
2024-02-27,0.824
2024-02-28,0.821
2024-02-29,0.802
2024-03-01,0.784
2024-03-02,0.784
2024-03-03,0.784
2024-03-04,0.786
2024-03-05,0.793
2024-03-06,0.789
2024-03-07,0.772
2024-03-08,0.781
2024-03-09,0.781
2024-03-10,0.781
2024-03-11,0.785
2024-03-12,0.775
2024-03-13,0.773
2024-03-14,0.798
2024-03-15,0.79
2024-03-16,0.79
2024-03-17,0.79
2024-03-18,0.791
2024-03-19,0.768
2024-03-20,0.756
2024-03-21,0.743
2024-03-22,0.741
2024-03-23,0.741
2024-03-24,0.741
2024-03-25,0.75
2024-03-26,0.753
2024-03-27,0.74
2024-03-28,0.729
2024-03-29,0.729
2024-03-30,0.729
2024-03-31,0.729
2024-04-01,0.741
2024-04-02,0.77
2024-04-03,0.76
2024-04-04,0.768
2024-04-05,0.754
2024-04-06,0.754
2024-04-07,0.754
2024-04-08,0.763
