,DHI US Equity
2020-08-18,1.492
2020-08-19,1.482
2020-08-20,1.471
2020-08-21,1.426
2020-08-22,1.426
2020-08-23,1.426
2020-08-24,1.441
2020-08-25,1.454
2020-08-26,1.481
2020-08-27,1.514
2020-08-28,1.527
2020-08-29,1.527
2020-08-30,1.527
2020-08-31,1.538
2020-09-01,1.496
2020-09-02,1.505
2020-09-03,1.555
2020-09-04,1.608
2020-09-05,1.608
2020-09-06,1.608
2020-09-07,1.608
2020-09-08,1.614
2020-09-09,1.566
2020-09-10,1.574
2020-09-11,1.537
2020-09-12,1.537
2020-09-13,1.537
2020-09-14,1.509
2020-09-15,1.529
2020-09-16,1.476
2020-09-17,1.497
2020-09-18,1.51
2020-09-19,1.51
2020-09-20,1.51
2020-09-21,1.522
2020-09-22,1.453
2020-09-23,1.542
2020-09-24,1.524
2020-09-25,1.528
2020-09-26,1.528
2020-09-27,1.528
2020-09-28,1.473
2020-09-29,1.482
2020-09-30,1.451
2020-10-01,1.415
2020-10-02,1.409
2020-10-03,1.409
2020-10-04,1.409
2020-10-05,1.45
2020-10-06,1.461
2020-10-07,1.448
2020-10-08,1.412
2020-10-09,1.405
2020-10-10,1.405
2020-10-11,1.405
2020-10-12,1.401
2020-10-13,1.41
2020-10-14,1.402
2020-10-15,1.392
2020-10-16,1.423
2020-10-17,1.423
2020-10-18,1.423
2020-10-19,1.448
2020-10-20,1.434
2020-10-21,1.501
2020-10-22,1.555
2020-10-23,1.502
2020-10-24,1.502
2020-10-25,1.502
2020-10-26,1.549
2020-10-27,1.588
2020-10-28,1.593
2020-10-29,1.613
2020-10-30,1.642
2020-10-31,1.642
2020-11-01,1.642
2020-11-02,1.586
2020-11-03,1.58
2020-11-04,1.468
2020-11-05,1.505
2020-11-06,1.554
2020-11-07,1.554
2020-11-08,1.554
2020-11-09,1.69
2020-11-10,1.548
2020-11-11,1.506
2020-11-12,1.536
2020-11-13,1.498
2020-11-14,1.498
2020-11-15,1.498
2020-11-16,1.48
2020-11-17,1.494
2020-11-18,1.472
2020-11-19,1.461
2020-11-20,1.463
2020-11-21,1.463
2020-11-22,1.463
2020-11-23,1.42
2020-11-24,1.477
2020-11-25,1.443
2020-11-26,1.443
2020-11-27,1.444
2020-11-28,1.444
2020-11-29,1.444
2020-11-30,1.473
2020-12-01,1.522
2020-12-02,1.584
2020-12-03,1.513
2020-12-04,1.535
2020-12-05,1.535
2020-12-06,1.535
2020-12-07,1.483
2020-12-08,1.545
2020-12-09,1.565
2020-12-10,1.564
2020-12-11,1.565
2020-12-12,1.565
2020-12-13,1.565
2020-12-14,1.554
2020-12-15,1.542
2020-12-16,1.537
2020-12-17,1.489
2020-12-18,1.494
2020-12-19,1.494
2020-12-20,1.494
2020-12-21,1.509
2020-12-22,1.513
2020-12-23,1.547
2020-12-24,1.523
2020-12-25,1.523
2020-12-26,1.523
2020-12-27,1.523
2020-12-28,1.554
2020-12-29,1.563
2020-12-30,1.56
2020-12-31,1.588
2021-01-01,1.588
2021-01-02,1.588
2021-01-03,1.588
2021-01-04,1.625
2021-01-05,1.648
2021-01-06,1.662
2021-01-07,1.593
2021-01-08,1.634
2021-01-09,1.634
2021-01-10,1.634
2021-01-11,1.608
2021-01-12,1.599
2021-01-13,1.592
2021-01-14,1.585
2021-01-15,1.578
2021-01-16,1.578
2021-01-17,1.578
2021-01-18,1.578
2021-01-19,1.534
2021-01-20,1.457
2021-01-21,1.429
2021-01-22,1.408
2021-01-23,1.408
2021-01-24,1.408
2021-01-25,1.386
2021-01-26,1.407
2021-01-27,1.466
2021-01-28,1.425
2021-01-29,1.425
2021-01-30,1.425
2021-01-31,1.425
2021-02-01,1.419
2021-02-02,1.413
2021-02-03,1.429
2021-02-04,1.42
2021-02-05,1.367
2021-02-06,1.367
2021-02-07,1.367
2021-02-08,1.319
2021-02-09,1.338
2021-02-10,1.325
2021-02-11,1.311
2021-02-12,1.331
2021-02-13,1.331
2021-02-14,1.331
2021-02-15,1.331
2021-02-16,1.382
2021-02-17,1.392
2021-02-18,1.395
2021-02-19,1.378
2021-02-20,1.378
2021-02-21,1.378
2021-02-22,1.409
2021-02-23,1.401
2021-02-24,1.364
2021-02-25,1.465
2021-02-26,1.42
2021-02-27,1.42
2021-02-28,1.42
2021-03-01,1.406
2021-03-02,1.386
2021-03-03,1.435
2021-03-04,1.459
2021-03-05,1.381
2021-03-06,1.381
2021-03-07,1.381
2021-03-08,1.356
2021-03-09,1.369
2021-03-10,1.33
2021-03-11,1.31
2021-03-12,1.353
2021-03-13,1.353
2021-03-14,1.353
2021-03-15,1.304
2021-03-16,1.311
2021-03-17,1.255
2021-03-18,1.32
2021-03-19,1.305
2021-03-20,1.305
2021-03-21,1.305
2021-03-22,1.292
2021-03-23,1.308
2021-03-24,1.306
2021-03-25,1.268
2021-03-26,1.215
2021-03-27,1.215
2021-03-28,1.215
2021-03-29,1.242
2021-03-30,1.223
2021-03-31,1.225
2021-04-01,1.199
2021-04-02,1.199
2021-04-03,1.199
2021-04-04,1.199
2021-04-05,1.178
2021-04-06,1.169
2021-04-07,1.184
2021-04-08,1.193
2021-04-09,1.162
2021-04-10,1.162
2021-04-11,1.162
2021-04-12,1.164
2021-04-13,1.172
2021-04-14,1.176
2021-04-15,1.173
2021-04-16,1.133
2021-04-17,1.133
2021-04-18,1.133
2021-04-19,1.14
2021-04-20,1.187
2021-04-21,1.17
2021-04-22,1.15
2021-04-23,1.111
2021-04-24,1.111
2021-04-25,1.111
2021-04-26,1.087
2021-04-27,1.085
2021-04-28,1.094
2021-04-29,1.076
2021-04-30,1.111
2021-05-01,1.111
2021-05-02,1.111
2021-05-03,1.082
2021-05-04,1.074
2021-05-05,1.073
2021-05-06,1.075
2021-05-07,1.049
2021-05-08,1.049
2021-05-09,1.049
2021-05-10,1.043
2021-05-11,1.094
2021-05-12,1.18
2021-05-13,1.147
2021-05-14,1.131
2021-05-15,1.131
2021-05-16,1.131
2021-05-17,1.139
2021-05-18,1.181
2021-05-19,1.193
2021-05-20,1.19
2021-05-21,1.203
2021-05-22,1.203
2021-05-23,1.203
2021-05-24,1.196
2021-05-25,1.169
2021-05-26,1.155
2021-05-27,1.14
2021-05-28,1.143
2021-05-29,1.143
2021-05-30,1.143
2021-05-31,1.143
2021-06-01,1.146
2021-06-02,1.172
2021-06-03,1.193
2021-06-04,1.177
2021-06-05,1.177
2021-06-06,1.177
2021-06-07,1.18
2021-06-08,1.173
2021-06-09,1.201
2021-06-10,1.24
2021-06-11,1.228
2021-06-12,1.228
2021-06-13,1.228
2021-06-14,1.238
2021-06-15,1.229
2021-06-16,1.247
2021-06-17,1.226
2021-06-18,1.211
2021-06-19,1.211
2021-06-20,1.211
2021-06-21,1.203
2021-06-22,1.197
2021-06-23,1.215
2021-06-24,1.22
2021-06-25,1.226
2021-06-26,1.226
2021-06-27,1.226
2021-06-28,1.216
2021-06-29,1.204
2021-06-30,1.205
2021-07-01,1.174
2021-07-02,1.179
2021-07-03,1.179
2021-07-04,1.179
2021-07-05,1.179
2021-07-06,1.198
2021-07-07,1.171
2021-07-08,1.223
2021-07-09,1.216
2021-07-10,1.216
2021-07-11,1.216
2021-07-12,1.224
2021-07-13,1.259
2021-07-14,1.255
2021-07-15,1.252
2021-07-16,1.262
2021-07-17,1.262
2021-07-18,1.262
2021-07-19,1.255
2021-07-20,1.223
2021-07-21,1.191
2021-07-22,1.215
2021-07-23,1.164
2021-07-24,1.164
2021-07-25,1.164
2021-07-26,1.177
2021-07-27,1.17
2021-07-28,1.193
2021-07-29,1.141
2021-07-30,1.142
2021-07-31,1.142
2021-08-01,1.142
2021-08-02,1.129
2021-08-03,1.117
2021-08-04,1.137
2021-08-05,1.131
2021-08-06,1.15
2021-08-07,1.15
2021-08-08,1.15
2021-08-09,1.154
2021-08-10,1.136
2021-08-11,1.104
2021-08-12,1.116
2021-08-13,1.112
2021-08-14,1.112
2021-08-15,1.112
2021-08-16,1.105
2021-08-17,1.149
2021-08-18,1.163
2021-08-19,1.166
2021-08-20,1.145
2021-08-21,1.145
2021-08-22,1.145
2021-08-23,1.149
2021-08-24,1.133
2021-08-25,1.119
2021-08-26,1.138
2021-08-27,1.121
2021-08-28,1.121
2021-08-29,1.121
2021-08-30,1.131
2021-08-31,1.137
2021-09-01,1.121
2021-09-02,1.125
2021-09-03,1.145
2021-09-04,1.145
2021-09-05,1.145
2021-09-06,1.145
2021-09-07,1.159
2021-09-08,1.189
2021-09-09,1.205
2021-09-10,1.213
2021-09-11,1.213
2021-09-12,1.213
2021-09-13,1.221
2021-09-14,1.237
2021-09-15,1.226
2021-09-16,1.204
2021-09-17,1.197
2021-09-18,1.197
2021-09-19,1.197
2021-09-20,1.234
2021-09-21,1.236
2021-09-22,1.229
2021-09-23,1.245
2021-09-24,1.249
2021-09-25,1.249
2021-09-26,1.249
2021-09-27,1.245
2021-09-28,1.278
2021-09-29,1.257
2021-09-30,1.295
2021-10-01,1.298
2021-10-02,1.298
2021-10-03,1.298
2021-10-04,1.31
2021-10-05,1.31
2021-10-06,1.307
2021-10-07,1.29
2021-10-08,1.303
2021-10-09,1.303
2021-10-10,1.303
2021-10-11,1.305
2021-10-12,1.298
2021-10-13,1.281
2021-10-14,1.243
2021-10-15,1.249
2021-10-16,1.249
2021-10-17,1.249
2021-10-18,1.229
2021-10-19,1.231
2021-10-20,1.214
2021-10-21,1.218
2021-10-22,1.227
2021-10-23,1.227
2021-10-24,1.227
2021-10-25,1.227
2021-10-26,1.226
2021-10-27,1.239
2021-10-28,1.216
2021-10-29,1.218
2021-10-30,1.218
2021-10-31,1.218
2021-11-01,1.204
2021-11-02,1.228
2021-11-03,1.224
2021-11-04,1.206
2021-11-05,1.175
2021-11-06,1.175
2021-11-07,1.175
2021-11-08,1.172
2021-11-09,1.115
2021-11-10,1.144
2021-11-11,1.022
2021-11-12,1.007
2021-11-13,1.007
2021-11-14,1.007
2021-11-15,1.012
2021-11-16,0.993
2021-11-17,0.97
2021-11-18,0.967
2021-11-19,0.964
2021-11-20,0.964
2021-11-21,0.964
2021-11-22,0.983
2021-11-23,0.968
2021-11-24,0.974
2021-11-25,0.974
2021-11-26,0.997
2021-11-27,0.997
2021-11-28,0.997
2021-11-29,0.997
2021-11-30,1.008
2021-12-01,1.075
2021-12-02,1.023
2021-12-03,1.023
2021-12-04,1.023
2021-12-05,1.023
2021-12-06,0.992
2021-12-07,0.988
2021-12-08,0.98
2021-12-09,0.981
2021-12-10,0.957
2021-12-11,0.957
2021-12-12,0.957
2021-12-13,0.971
2021-12-14,1.001
2021-12-15,0.977
2021-12-16,1.004
2021-12-17,1.018
2021-12-18,1.018
2021-12-19,1.018
2021-12-20,1.035
2021-12-21,1.013
2021-12-22,0.993
2021-12-23,1.0
2021-12-24,1.0
2021-12-25,1.0
2021-12-26,1.0
2021-12-27,0.988
2021-12-28,0.981
2021-12-29,0.968
2021-12-30,0.976
2021-12-31,0.967
2022-01-01,0.967
2022-01-02,0.967
2022-01-03,0.996
2022-01-04,0.992
2022-01-05,1.018
2022-01-06,1.033
2022-01-07,1.101
2022-01-08,1.101
2022-01-09,1.101
2022-01-10,1.096
2022-01-11,1.062
2022-01-12,1.055
2022-01-13,1.008
2022-01-14,1.021
2022-01-15,1.021
2022-01-16,1.021
2022-01-17,1.021
2022-01-18,1.077
2022-01-19,1.114
2022-01-20,1.115
2022-01-21,1.121
2022-01-22,1.121
2022-01-23,1.121
2022-01-24,1.082
2022-01-25,1.102
2022-01-26,1.148
2022-01-27,1.173
2022-01-28,1.145
2022-01-29,1.145
2022-01-30,1.145
2022-01-31,1.104
2022-02-01,1.102
2022-02-02,1.085
2022-02-03,1.131
2022-02-04,1.187
2022-02-05,1.187
2022-02-06,1.187
2022-02-07,1.169
2022-02-08,1.149
2022-02-09,1.124
2022-02-10,1.173
2022-02-11,1.184
2022-02-12,1.184
2022-02-13,1.184
2022-02-14,1.203
2022-02-15,1.176
2022-02-16,1.167
2022-02-17,1.202
2022-02-18,1.193
2022-02-19,1.193
2022-02-20,1.193
2022-02-21,1.193
2022-02-22,1.238
2022-02-23,1.273
2022-02-24,1.209
2022-02-25,1.157
2022-02-26,1.157
2022-02-27,1.157
2022-02-28,1.165
2022-03-01,1.159
2022-03-02,1.136
2022-03-03,1.15
2022-03-04,1.165
2022-03-05,1.165
2022-03-06,1.165
2022-03-07,1.242
2022-03-08,1.238
2022-03-09,1.204
2022-03-10,1.208
2022-03-11,1.229
2022-03-12,1.229
2022-03-13,1.229
2022-03-14,1.286
2022-03-15,1.237
2022-03-16,1.217
2022-03-17,1.196
2022-03-18,1.161
2022-03-19,1.161
2022-03-20,1.161
2022-03-21,1.2
2022-03-22,1.202
2022-03-23,1.267
2022-03-24,1.262
2022-03-25,1.28
2022-03-26,1.28
2022-03-27,1.28
2022-03-28,1.271
2022-03-29,1.231
2022-03-30,1.261
2022-03-31,1.394
2022-04-01,1.364
2022-04-02,1.364
2022-04-03,1.364
2022-04-04,1.355
2022-04-05,1.169
2022-04-06,1.217
2022-04-07,1.23
2022-04-08,1.222
2022-04-09,1.222
2022-04-10,1.222
2022-04-11,1.199
2022-04-12,1.208
2022-04-13,1.168
2022-04-14,1.194
2022-04-15,1.194
2022-04-16,1.194
2022-04-17,1.194
2022-04-18,1.213
2022-04-19,1.168
2022-04-20,1.16
2022-04-21,1.181
2022-04-22,1.213
2022-04-23,1.213
2022-04-24,1.213
2022-04-25,1.167
2022-04-26,1.199
2022-04-27,1.287
2022-04-28,1.238
2022-04-29,1.296
2022-04-30,1.296
2022-05-01,1.296
2022-05-02,1.275
2022-05-03,1.258
2022-05-04,1.194
2022-05-05,1.268
2022-05-06,1.26
2022-05-07,1.26
2022-05-08,1.26
2022-05-09,1.261
2022-05-10,1.293
2022-05-11,1.371
2022-05-12,1.316
2022-05-13,1.297
2022-05-14,1.297
2022-05-15,1.297
2022-05-16,1.301
2022-05-17,1.262
2022-05-18,1.353
2022-05-19,1.337
2022-05-20,1.293
2022-05-21,1.293
2022-05-22,1.293
2022-05-23,1.318
2022-05-24,1.355
2022-05-25,1.289
2022-05-26,1.22
2022-05-27,1.189
2022-05-28,1.189
2022-05-29,1.189
2022-05-30,1.189
2022-05-31,1.183
2022-06-01,1.184
2022-06-02,1.166
2022-06-03,1.17
2022-06-04,1.17
2022-06-05,1.17
2022-06-06,1.176
2022-06-07,1.178
2022-06-08,1.218
2022-06-09,1.211
2022-06-10,1.263
2022-06-11,1.263
2022-06-12,1.263
2022-06-13,1.337
2022-06-14,1.353
2022-06-15,1.359
2022-06-16,1.451
2022-06-17,1.473
2022-06-18,1.473
2022-06-19,1.473
2022-06-20,1.473
2022-06-21,1.455
2022-06-22,1.392
2022-06-23,1.324
2022-06-24,1.318
2022-06-25,1.318
2022-06-26,1.318
2022-06-27,1.313
2022-06-28,1.354
2022-06-29,1.352
2022-06-30,1.348
2022-07-01,1.273
2022-07-02,1.273
2022-07-03,1.273
2022-07-04,1.273
2022-07-05,1.231
2022-07-06,1.238
2022-07-07,1.226
2022-07-08,1.216
2022-07-09,1.216
2022-07-10,1.216
2022-07-11,1.218
2022-07-12,1.199
2022-07-13,1.21
2022-07-14,1.228
2022-07-15,1.215
2022-07-16,1.215
2022-07-17,1.215
2022-07-18,1.229
2022-07-19,1.201
2022-07-20,1.221
2022-07-21,1.181
2022-07-22,1.157
2022-07-23,1.157
2022-07-24,1.157
2022-07-25,1.188
2022-07-26,1.19
2022-07-27,1.15
2022-07-28,1.143
2022-07-29,1.147
2022-07-30,1.147
2022-07-31,1.147
2022-08-01,1.144
2022-08-02,1.207
2022-08-03,1.203
2022-08-04,1.164
2022-08-05,1.169
2022-08-06,1.169
2022-08-07,1.169
2022-08-08,1.155
2022-08-09,1.191
2022-08-10,1.138
2022-08-11,1.134
2022-08-12,1.12
2022-08-13,1.12
2022-08-14,1.12
2022-08-15,1.132
2022-08-16,1.135
2022-08-17,1.167
2022-08-18,1.162
2022-08-19,1.202
2022-08-20,1.202
2022-08-21,1.202
2022-08-22,1.228
2022-08-23,1.225
2022-08-24,1.195
2022-08-25,1.165
2022-08-26,1.226
2022-08-27,1.226
2022-08-28,1.226
2022-08-29,1.237
2022-08-30,1.241
2022-08-31,1.254
2022-09-01,1.251
2022-09-02,1.25
2022-09-03,1.25
2022-09-04,1.25
2022-09-05,1.25
2022-09-06,1.275
2022-09-07,1.435
2022-09-08,1.416
2022-09-09,1.391
2022-09-10,1.391
2022-09-11,1.391
2022-09-12,1.378
2022-09-13,1.474
2022-09-14,1.479
2022-09-15,1.466
2022-09-16,1.435
2022-09-17,1.435
2022-09-18,1.435
2022-09-19,1.396
2022-09-20,1.419
2022-09-21,1.43
2022-09-22,1.438
2022-09-23,1.429
2022-09-24,1.429
2022-09-25,1.429
2022-09-26,1.495
2022-09-27,1.511
2022-09-28,1.43
2022-09-29,1.493
2022-09-30,1.515
2022-10-01,1.515
2022-10-02,1.515
2022-10-03,1.442
2022-10-04,1.383
2022-10-05,1.401
2022-10-06,1.383
2022-10-07,1.419
2022-10-08,1.419
2022-10-09,1.419
2022-10-10,1.413
2022-10-11,1.403
2022-10-12,1.432
2022-10-13,1.444
2022-10-14,1.486
2022-10-15,1.486
2022-10-16,1.486
2022-10-17,1.458
2022-10-18,1.41
2022-10-19,1.505
2022-10-20,1.52
2022-10-21,1.463
2022-10-22,1.463
2022-10-23,1.463
2022-10-24,1.434
2022-10-25,1.353
2022-10-26,1.355
2022-10-27,1.346
2022-10-28,1.308
2022-10-29,1.308
2022-10-30,1.308
2022-10-31,1.327
2022-11-01,1.319
2022-11-02,1.357
2022-11-03,1.386
2022-11-04,1.357
2022-11-05,1.357
2022-11-06,1.357
2022-11-07,1.358
2022-11-08,1.393
2022-11-09,1.355
2022-11-10,1.284
2022-11-11,1.268
2022-11-12,1.268
2022-11-13,1.268
2022-11-14,1.322
2022-11-15,1.28
2022-11-16,1.296
2022-11-17,1.32
2022-11-18,1.323
2022-11-19,1.323
2022-11-20,1.323
2022-11-21,1.336
2022-11-22,1.303
2022-11-23,1.25
2022-11-24,1.25
2022-11-25,1.259
2022-11-26,1.259
2022-11-27,1.259
2022-11-28,1.267
2022-11-29,1.254
2022-11-30,1.223
2022-12-01,1.21
2022-12-02,1.215
2022-12-03,1.215
2022-12-04,1.215
2022-12-05,1.238
2022-12-06,1.25
2022-12-07,1.216
2022-12-08,1.22
2022-12-09,1.229
2022-12-10,1.229
2022-12-11,1.229
2022-12-12,1.217
2022-12-13,1.201
2022-12-14,1.196
2022-12-15,1.156
2022-12-16,1.17
2022-12-17,1.17
2022-12-18,1.17
2022-12-19,1.187
2022-12-20,1.193
2022-12-21,1.165
2022-12-22,1.157
2022-12-23,1.173
2022-12-24,1.173
2022-12-25,1.173
2022-12-26,1.173
2022-12-27,1.171
2022-12-28,1.191
2022-12-29,1.17
2022-12-30,1.173
2022-12-31,1.173
2023-01-01,1.173
2023-01-02,1.173
2023-01-03,1.153
2023-01-04,1.141
2023-01-05,1.133
2023-01-06,1.117
2023-01-07,1.117
2023-01-08,1.117
2023-01-09,1.127
2023-01-10,1.117
2023-01-11,1.09
2023-01-12,1.091
2023-01-13,1.098
2023-01-14,1.098
2023-01-15,1.098
2023-01-16,1.098
2023-01-17,1.093
2023-01-18,1.101
2023-01-19,1.133
2023-01-20,1.104
2023-01-21,1.104
2023-01-22,1.104
2023-01-23,1.09
2023-01-24,1.075
2023-01-25,1.092
2023-01-26,1.077
2023-01-27,1.083
2023-01-28,1.083
2023-01-29,1.083
2023-01-30,1.103
2023-01-31,1.06
2023-02-01,1.047
2023-02-02,1.016
2023-02-03,1.051
2023-02-04,1.051
2023-02-05,1.051
2023-02-06,1.062
2023-02-07,1.046
2023-02-08,1.068
2023-02-09,1.064
2023-02-10,1.055
2023-02-11,1.055
2023-02-12,1.055
2023-02-13,1.035
2023-02-14,1.049
2023-02-15,1.048
2023-02-16,1.071
2023-02-17,1.108
2023-02-18,1.108
2023-02-19,1.108
2023-02-20,1.108
2023-02-21,1.159
2023-02-22,1.148
2023-02-23,1.134
2023-02-24,1.148
2023-02-25,1.148
2023-02-26,1.148
2023-02-27,1.143
2023-02-28,1.131
2023-03-01,1.151
2023-03-02,1.152
2023-03-03,1.127
2023-03-04,1.127
2023-03-05,1.127
2023-03-06,1.144
2023-03-07,1.147
2023-03-08,1.115
2023-03-09,1.102
2023-03-10,1.112
2023-03-11,1.112
2023-03-12,1.112
2023-03-13,1.094
2023-03-14,1.073
2023-03-15,1.087
2023-03-16,1.067
2023-03-17,1.074
2023-03-18,1.074
2023-03-19,1.074
2023-03-20,1.083
2023-03-21,1.08
2023-03-22,1.093
2023-03-23,1.087
2023-03-24,1.079
2023-03-25,1.079
2023-03-26,1.079
2023-03-27,1.098
2023-03-28,1.093
2023-03-29,1.092
2023-03-30,1.098
2023-03-31,1.071
2023-04-01,1.071
2023-04-02,1.071
2023-04-03,1.066
2023-04-04,1.074
2023-04-05,1.074
2023-04-06,1.094
2023-04-07,1.094
2023-04-08,1.094
2023-04-09,1.094
2023-04-10,1.087
2023-04-11,1.049
2023-04-12,1.058
2023-04-13,1.068
2023-04-14,1.065
2023-04-15,1.065
2023-04-16,1.065
2023-04-17,1.052
2023-04-18,1.024
2023-04-19,1.027
2023-04-20,0.972
2023-04-21,0.982
2023-04-22,0.982
2023-04-23,0.982
2023-04-24,0.964
2023-04-25,0.967
2023-04-26,0.986
2023-04-27,0.966
2023-04-28,0.953
2023-04-29,0.953
2023-04-30,0.953
2023-05-01,0.965
2023-05-02,0.961
2023-05-03,0.952
2023-05-04,0.968
2023-05-05,0.96
2023-05-06,0.96
2023-05-07,0.96
2023-05-08,0.956
2023-05-09,0.952
2023-05-10,0.954
2023-05-11,0.951
2023-05-12,0.956
2023-05-13,0.956
2023-05-14,0.956
2023-05-15,0.945
2023-05-16,0.928
2023-05-17,0.924
2023-05-18,0.923
2023-05-19,0.942
2023-05-20,0.942
2023-05-21,0.942
2023-05-22,0.96
2023-05-23,0.98
2023-05-24,0.975
2023-05-25,0.972
2023-05-26,0.972
2023-05-27,0.972
2023-05-28,0.972
2023-05-29,0.972
2023-05-30,0.966
2023-05-31,0.979
2023-06-01,0.964
2023-06-02,0.933
2023-06-03,0.933
2023-06-04,0.933
2023-06-05,0.939
2023-06-06,0.907
2023-06-07,0.918
2023-06-08,0.923
2023-06-09,0.917
2023-06-10,0.917
2023-06-11,0.917
2023-06-12,0.901
2023-06-13,0.903
2023-06-14,0.921
2023-06-15,0.906
2023-06-16,0.898
2023-06-17,0.898
2023-06-18,0.898
2023-06-19,0.898
2023-06-20,0.884
2023-06-21,0.879
2023-06-22,0.874
2023-06-23,0.869
2023-06-24,0.869
2023-06-25,0.869
2023-06-26,0.872
2023-06-27,0.85
2023-06-28,0.856
2023-06-29,0.869
2023-06-30,0.859
