,ATO US Equity
2020-09-16,3.651
2020-09-17,3.669
2020-09-18,3.726
2020-09-19,3.726
2020-09-20,3.726
2020-09-21,3.715
2020-09-22,3.657
2020-09-23,3.691
2020-09-24,3.662
2020-09-25,3.599
2020-09-26,3.599
2020-09-27,3.599
2020-09-28,3.607
2020-09-29,3.604
2020-09-30,3.586
2020-10-01,3.59
2020-10-02,3.57
2020-10-03,3.57
2020-10-04,3.57
2020-10-05,3.6
2020-10-06,3.534
2020-10-07,3.556
2020-10-08,3.541
2020-10-09,3.552
2020-10-10,3.552
2020-10-11,3.552
2020-10-12,3.548
2020-10-13,3.593
2020-10-14,3.607
2020-10-15,3.627
2020-10-16,3.628
2020-10-17,3.628
2020-10-18,3.628
2020-10-19,3.637
2020-10-20,3.636
2020-10-21,3.588
2020-10-22,3.547
2020-10-23,3.509
2020-10-24,3.509
2020-10-25,3.509
2020-10-26,3.516
2020-10-27,3.531
2020-10-28,3.698
2020-10-29,3.722
2020-10-30,3.739
2020-10-31,3.739
2020-11-01,3.739
2020-11-02,3.589
2020-11-03,3.511
2020-11-04,3.586
2020-11-05,3.607
2020-11-06,3.66
2020-11-07,3.66
2020-11-08,3.66
2020-11-09,3.505
2020-11-10,3.346
2020-11-11,3.402
2020-11-12,3.472
2020-11-13,3.355
2020-11-14,3.355
2020-11-15,3.355
2020-11-16,3.384
2020-11-17,3.426
2020-11-18,3.564
2020-11-19,3.604
2020-11-20,3.606
2020-11-21,3.606
2020-11-22,3.606
2020-11-23,3.561
2020-11-24,3.44
2020-11-25,3.47
2020-11-26,3.47
2020-11-27,3.54
2020-11-28,3.54
2020-11-29,3.54
2020-11-30,3.575
2020-12-01,3.547
2020-12-02,3.564
2020-12-03,3.551
2020-12-04,3.524
2020-12-05,3.524
2020-12-06,3.524
2020-12-07,3.525
2020-12-08,3.512
2020-12-09,3.507
2020-12-10,3.492
2020-12-11,3.46
2020-12-12,3.46
2020-12-13,3.46
2020-12-14,3.445
2020-12-15,3.371
2020-12-16,3.45
2020-12-17,3.459
2020-12-18,3.604
2020-12-19,3.604
2020-12-20,3.604
2020-12-21,3.725
2020-12-22,3.713
2020-12-23,3.725
2020-12-24,3.695
2020-12-25,3.695
2020-12-26,3.695
2020-12-27,3.695
2020-12-28,3.67
2020-12-29,3.68
2020-12-30,3.666
2020-12-31,3.592
2021-01-01,3.592
2021-01-02,3.592
2021-01-03,3.592
2021-01-04,3.645
2021-01-05,3.701
2021-01-06,3.658
2021-01-07,3.818
2021-01-08,3.84
2021-01-09,3.84
2021-01-10,3.84
2021-01-11,3.91
2021-01-12,3.912
2021-01-13,3.875
2021-01-14,3.911
2021-01-15,3.807
2021-01-16,3.807
2021-01-17,3.807
2021-01-18,3.807
2021-01-19,3.805
2021-01-20,3.757
2021-01-21,3.783
2021-01-22,3.799
2021-01-23,3.799
2021-01-24,3.799
2021-01-25,3.742
2021-01-26,3.721
2021-01-27,3.726
2021-01-28,3.821
2021-01-29,3.803
2021-01-30,3.803
2021-01-31,3.803
2021-02-01,3.818
2021-02-02,3.817
2021-02-03,3.882
2021-02-04,3.751
2021-02-05,3.739
2021-02-06,3.739
2021-02-07,3.739
2021-02-08,3.738
2021-02-09,3.716
2021-02-10,3.625
2021-02-11,3.658
2021-02-12,3.657
2021-02-13,3.657
2021-02-14,3.657
2021-02-15,3.657
2021-02-16,3.654
2021-02-17,3.603
2021-02-18,3.554
2021-02-19,3.535
2021-02-20,3.535
2021-02-21,3.535
2021-02-22,3.699
2021-02-23,3.69
2021-02-24,3.73
2021-02-25,3.749
2021-02-26,3.909
2021-02-27,3.909
2021-02-28,3.909
2021-03-01,3.857
2021-03-02,3.791
2021-03-03,3.74
2021-03-04,3.788
2021-03-05,3.672
2021-03-06,3.672
2021-03-07,3.672
2021-03-08,3.674
2021-03-09,3.769
2021-03-10,3.708
2021-03-11,3.746
2021-03-12,3.683
2021-03-13,3.683
2021-03-14,3.683
2021-03-15,3.613
2021-03-16,3.59
2021-03-17,3.643
2021-03-18,3.6
2021-03-19,3.579
2021-03-20,3.579
2021-03-21,3.579
2021-03-22,3.6
2021-03-23,3.575
2021-03-24,3.513
2021-03-25,3.468
2021-03-26,3.463
2021-03-27,3.463
2021-03-28,3.463
2021-03-29,3.406
2021-03-30,3.405
2021-03-31,3.406
2021-04-01,3.427
2021-04-02,3.427
2021-04-03,3.427
2021-04-04,3.427
2021-04-05,3.414
2021-04-06,3.427
2021-04-07,3.428
2021-04-08,3.425
2021-04-09,3.397
2021-04-10,3.397
2021-04-11,3.397
2021-04-12,3.389
2021-04-13,3.398
2021-04-14,3.363
2021-04-15,3.323
2021-04-16,3.307
2021-04-17,3.307
2021-04-18,3.307
2021-04-19,3.306
2021-04-20,3.219
2021-04-21,3.257
2021-04-22,3.314
2021-04-23,3.316
2021-04-24,3.316
2021-04-25,3.316
2021-04-26,3.346
2021-04-27,3.377
2021-04-28,3.416
2021-04-29,3.353
2021-04-30,3.308
2021-05-01,3.308
2021-05-02,3.308
2021-05-03,3.301
2021-05-04,3.309
2021-05-05,3.342
2021-05-06,3.316
2021-05-07,3.327
2021-05-08,3.327
2021-05-09,3.327
2021-05-10,3.31
2021-05-11,3.382
2021-05-12,3.452
2021-05-13,3.406
2021-05-14,3.411
2021-05-15,3.411
2021-05-16,3.411
2021-05-17,3.478
2021-05-18,3.456
2021-05-19,3.493
2021-05-20,3.485
2021-05-21,3.468
2021-05-22,3.468
2021-05-23,3.468
2021-05-24,3.459
2021-05-25,3.464
2021-05-26,3.452
2021-05-27,3.434
2021-05-28,3.433
2021-05-29,3.433
2021-05-30,3.433
2021-05-31,3.433
2021-06-01,3.424
2021-06-02,3.389
2021-06-03,3.365
2021-06-04,3.381
2021-06-05,3.381
2021-06-06,3.381
2021-06-07,3.372
2021-06-08,3.395
2021-06-09,3.366
2021-06-10,3.364
2021-06-11,3.345
2021-06-12,3.345
2021-06-13,3.345
2021-06-14,3.368
2021-06-15,3.372
2021-06-16,3.386
2021-06-17,3.395
2021-06-18,3.479
2021-06-19,3.479
2021-06-20,3.479
2021-06-21,3.438
2021-06-22,3.46
2021-06-23,3.497
2021-06-24,3.494
2021-06-25,3.442
2021-06-26,3.442
2021-06-27,3.442
2021-06-28,3.448
2021-06-29,3.532
2021-06-30,3.543
2021-07-01,3.511
2021-07-02,3.506
2021-07-03,3.506
2021-07-04,3.506
2021-07-05,3.506
2021-07-06,3.507
2021-07-07,3.476
2021-07-08,3.486
2021-07-09,3.456
2021-07-10,3.456
2021-07-11,3.456
2021-07-12,3.424
2021-07-13,3.446
2021-07-14,3.424
2021-07-15,3.377
2021-07-16,3.363
2021-07-17,3.363
2021-07-18,3.363
2021-07-19,3.441
2021-07-20,3.422
2021-07-21,3.465
2021-07-22,3.486
2021-07-23,3.424
2021-07-24,3.424
2021-07-25,3.424
2021-07-26,3.421
2021-07-27,3.368
2021-07-28,3.393
2021-07-29,3.398
2021-07-30,3.454
2021-07-31,3.454
2021-08-01,3.454
2021-08-02,3.421
2021-08-03,3.416
2021-08-04,3.426
2021-08-05,3.302
2021-08-06,3.316
2021-08-07,3.316
2021-08-08,3.316
2021-08-09,3.309
2021-08-10,3.316
2021-08-11,3.353
2021-08-12,3.372
2021-08-13,3.342
2021-08-14,3.342
2021-08-15,3.342
2021-08-16,3.355
2021-08-17,3.359
2021-08-18,3.425
2021-08-19,3.438
2021-08-20,3.411
2021-08-21,3.411
2021-08-22,3.411
2021-08-23,3.444
2021-08-24,3.434
2021-08-25,3.456
2021-08-26,3.484
2021-08-27,3.46
2021-08-28,3.46
2021-08-29,3.46
2021-08-30,3.457
2021-08-31,3.455
2021-09-01,3.429
2021-09-02,3.428
2021-09-03,3.456
2021-09-04,3.456
2021-09-05,3.456
2021-09-06,3.456
2021-09-07,3.505
2021-09-08,3.45
2021-09-09,3.503
2021-09-10,3.618
2021-09-11,3.618
2021-09-12,3.618
2021-09-13,3.655
2021-09-14,3.691
2021-09-15,3.76
2021-09-16,3.751
2021-09-17,3.78
2021-09-18,3.78
2021-09-19,3.78
2021-09-20,3.778
2021-09-21,3.793
2021-09-22,3.794
2021-09-23,3.821
2021-09-24,3.817
2021-09-25,3.817
2021-09-26,3.817
2021-09-27,3.845
2021-09-28,3.884
2021-09-29,3.787
2021-09-30,3.818
2021-10-01,3.793
2021-10-02,3.793
2021-10-03,3.793
2021-10-04,3.719
2021-10-05,3.741
2021-10-06,3.735
2021-10-07,3.751
2021-10-08,3.743
2021-10-09,3.743
2021-10-10,3.743
2021-10-11,3.779
2021-10-12,3.784
2021-10-13,3.652
2021-10-14,3.584
2021-10-15,3.621
2021-10-16,3.621
2021-10-17,3.621
2021-10-18,3.696
2021-10-19,3.625
2021-10-20,3.562
2021-10-21,3.603
2021-10-22,3.581
2021-10-23,3.581
2021-10-24,3.581
2021-10-25,3.575
2021-10-26,3.581
2021-10-27,3.669
2021-10-28,3.625
2021-10-29,3.655
2021-10-30,3.655
2021-10-31,3.655
2021-11-01,3.619
2021-11-02,3.59
2021-11-03,3.607
2021-11-04,3.596
2021-11-05,3.583
2021-11-06,3.583
2021-11-07,3.583
2021-11-08,3.622
2021-11-09,3.615
2021-11-10,3.579
2021-11-11,3.563
2021-11-12,3.539
2021-11-13,3.539
2021-11-14,3.539
2021-11-15,3.51
2021-11-16,3.571
2021-11-17,3.598
2021-11-18,3.646
2021-11-19,3.558
2021-11-20,3.558
2021-11-21,3.558
2021-11-22,3.532
2021-11-23,3.543
2021-11-24,3.555
2021-11-25,3.555
2021-11-26,3.59
2021-11-27,3.59
2021-11-28,3.59
2021-11-29,3.574
2021-11-30,3.712
2021-12-01,3.749
2021-12-02,3.695
2021-12-03,3.486
2021-12-04,3.486
2021-12-05,3.486
2021-12-06,3.42
2021-12-07,3.408
2021-12-08,3.431
2021-12-09,3.402
2021-12-10,3.383
2021-12-11,3.383
2021-12-12,3.383
2021-12-13,3.345
2021-12-14,3.352
2021-12-15,3.305
2021-12-16,3.245
2021-12-17,3.295
2021-12-18,3.295
2021-12-19,3.295
2021-12-20,3.278
2021-12-21,3.274
2021-12-22,3.189
2021-12-23,3.17
2021-12-24,3.17
2021-12-25,3.17
2021-12-26,3.17
2021-12-27,3.129
2021-12-28,3.148
2021-12-29,3.106
2021-12-30,3.116
2021-12-31,3.108
2022-01-01,3.108
2022-01-02,3.108
2022-01-03,3.101
2022-01-04,3.064
2022-01-05,3.055
2022-01-06,3.079
2022-01-07,3.093
2022-01-08,3.093
2022-01-09,3.093
2022-01-10,3.097
2022-01-11,3.112
2022-01-12,3.125
2022-01-13,3.085
2022-01-14,3.083
2022-01-15,3.083
2022-01-16,3.083
2022-01-17,3.083
2022-01-18,3.102
2022-01-19,3.104
2022-01-20,3.114
2022-01-21,3.127
2022-01-22,3.127
2022-01-23,3.127
2022-01-24,3.203
2022-01-25,3.154
2022-01-26,3.162
2022-01-27,3.126
2022-01-28,3.089
2022-01-29,3.089
2022-01-30,3.089
2022-01-31,3.057
2022-02-01,3.084
2022-02-02,3.069
2022-02-03,3.059
2022-02-04,3.089
2022-02-05,3.089
2022-02-06,3.089
2022-02-07,3.094
2022-02-08,3.075
2022-02-09,3.084
2022-02-10,3.17
2022-02-11,3.149
2022-02-12,3.149
2022-02-13,3.149
2022-02-14,3.169
2022-02-15,3.183
2022-02-16,3.166
2022-02-17,3.129
2022-02-18,3.147
2022-02-19,3.147
2022-02-20,3.147
2022-02-21,3.147
2022-02-22,3.141
2022-02-23,3.167
2022-02-24,3.186
2022-02-25,3.059
2022-02-26,3.059
2022-02-27,3.059
2022-02-28,3.039
2022-03-01,3.036
2022-03-02,3.003
2022-03-03,2.934
2022-03-04,2.873
2022-03-05,2.873
2022-03-06,2.873
2022-03-07,2.877
2022-03-08,2.943
2022-03-09,2.975
2022-03-10,2.946
2022-03-11,2.934
2022-03-12,2.934
2022-03-13,2.934
2022-03-14,2.957
2022-03-15,2.925
2022-03-16,2.919
2022-03-17,2.916
2022-03-18,2.961
2022-03-19,2.961
2022-03-20,2.961
2022-03-21,2.896
2022-03-22,2.924
2022-03-23,2.92
2022-03-24,2.887
2022-03-25,2.818
2022-03-26,2.818
2022-03-27,2.818
2022-03-28,2.835
2022-03-29,2.802
2022-03-30,2.774
2022-03-31,2.795
2022-04-01,2.751
2022-04-02,2.751
2022-04-03,2.751
2022-04-04,2.802
2022-04-05,2.778
2022-04-06,2.736
2022-04-07,2.763
2022-04-08,2.744
2022-04-09,2.744
2022-04-10,2.744
2022-04-11,2.771
2022-04-12,2.778
2022-04-13,2.785
2022-04-14,2.789
2022-04-15,2.789
2022-04-16,2.789
2022-04-17,2.789
2022-04-18,2.792
2022-04-19,2.769
2022-04-20,2.722
2022-04-21,2.756
2022-04-22,2.813
2022-04-23,2.813
2022-04-24,2.813
2022-04-25,2.859
2022-04-26,2.87
2022-04-27,2.895
2022-04-28,2.876
2022-04-29,2.963
2022-04-30,2.963
2022-05-01,2.963
2022-05-02,3.006
2022-05-03,2.983
2022-05-04,2.914
2022-05-05,2.92
2022-05-06,2.924
2022-05-07,2.924
2022-05-08,2.924
2022-05-09,2.957
2022-05-10,2.97
2022-05-11,2.983
2022-05-12,2.997
2022-05-13,2.974
2022-05-14,2.974
2022-05-15,2.974
2022-05-16,2.969
2022-05-17,2.89
2022-05-18,2.939
2022-05-19,2.951
2022-05-20,2.925
2022-05-21,2.925
2022-05-22,2.925
2022-05-23,2.874
2022-05-24,2.816
2022-05-25,2.818
2022-05-26,2.798
2022-05-27,2.777
2022-05-28,2.777
2022-05-29,2.777
2022-05-30,2.777
2022-05-31,2.809
2022-06-01,2.806
2022-06-02,2.802
2022-06-03,2.814
2022-06-04,2.814
2022-06-05,2.814
2022-06-06,2.798
2022-06-07,2.782
2022-06-08,2.835
2022-06-09,2.892
2022-06-10,2.918
2022-06-11,2.918
2022-06-12,2.918
2022-06-13,3.053
2022-06-14,3.095
2022-06-15,3.079
2022-06-16,3.124
2022-06-17,3.156
2022-06-18,3.156
2022-06-19,3.156
2022-06-20,3.156
2022-06-21,3.097
2022-06-22,3.092
2022-06-23,3.031
2022-06-24,2.969
2022-06-25,2.969
2022-06-26,2.969
2022-06-27,2.929
2022-06-28,2.932
2022-06-29,2.925
2022-06-30,2.894
2022-07-01,2.817
2022-07-02,2.817
2022-07-03,2.817
2022-07-04,2.817
2022-07-05,2.933
2022-07-06,2.871
2022-07-07,2.888
2022-07-08,2.908
2022-07-09,2.908
2022-07-10,2.908
2022-07-11,2.906
2022-07-12,2.913
2022-07-13,2.933
2022-07-14,2.938
2022-07-15,2.912
2022-07-16,2.912
2022-07-17,2.912
2022-07-18,2.918
2022-07-19,2.877
2022-07-20,2.923
2022-07-21,2.904
2022-07-22,2.885
2022-07-23,2.885
2022-07-24,2.885
2022-07-25,2.849
2022-07-26,2.813
2022-07-27,2.807
2022-07-28,2.727
2022-07-29,2.694
2022-07-30,2.694
2022-07-31,2.694
2022-08-01,2.699
2022-08-02,2.723
2022-08-03,2.741
2022-08-04,2.823
2022-08-05,2.871
2022-08-06,2.871
2022-08-07,2.871
2022-08-08,2.853
2022-08-09,2.837
2022-08-10,2.857
2022-08-11,2.837
2022-08-12,2.796
2022-08-13,2.796
2022-08-14,2.796
2022-08-15,2.786
2022-08-16,2.781
2022-08-17,2.779
2022-08-18,2.769
2022-08-19,2.755
2022-08-20,2.755
2022-08-21,2.755
2022-08-22,2.799
2022-08-23,2.797
2022-08-24,2.785
2022-08-25,2.765
2022-08-26,2.803
2022-08-27,2.803
2022-08-28,2.803
2022-08-29,2.794
2022-08-30,2.841
2022-08-31,2.868
2022-09-01,2.833
2022-09-02,2.794
2022-09-03,2.794
2022-09-04,2.794
2022-09-05,2.794
2022-09-06,2.802
2022-09-07,2.72
2022-09-08,2.713
2022-09-09,2.71
2022-09-10,2.71
2022-09-11,2.71
2022-09-12,2.679
2022-09-13,2.748
2022-09-14,2.735
2022-09-15,2.804
2022-09-16,2.807
2022-09-17,2.807
2022-09-18,2.807
2022-09-19,2.777
2022-09-20,2.819
2022-09-21,2.841
2022-09-22,2.824
2022-09-23,2.869
2022-09-24,2.869
2022-09-25,2.869
2022-09-26,2.931
2022-09-27,2.975
2022-09-28,2.934
2022-09-29,3.058
2022-09-30,3.142
2022-10-01,3.142
2022-10-02,3.142
2022-10-03,3.048
2022-10-04,3.007
2022-10-05,3.074
2022-10-06,3.174
2022-10-07,3.22
2022-10-08,3.22
2022-10-09,3.22
2022-10-10,3.204
2022-10-11,3.131
2022-10-12,3.224
2022-10-13,3.154
2022-10-14,3.297
2022-10-15,3.297
2022-10-16,3.297
2022-10-17,3.258
2022-10-18,3.19
2022-10-19,3.181
2022-10-20,3.242
2022-10-21,3.19
2022-10-22,3.19
2022-10-23,3.19
2022-10-24,3.203
2022-10-25,3.128
2022-10-26,3.125
2022-10-27,3.087
2022-10-28,3.017
2022-10-29,3.017
2022-10-30,3.017
2022-10-31,3.033
2022-11-01,3.041
2022-11-02,3.062
2022-11-03,3.085
2022-11-04,3.048
2022-11-05,3.048
2022-11-06,3.048
2022-11-07,3.108
2022-11-08,3.088
2022-11-09,3.133
2022-11-10,2.882
2022-11-11,2.915
2022-11-12,2.915
2022-11-13,2.915
2022-11-14,2.919
2022-11-15,2.891
2022-11-16,2.873
2022-11-17,2.902
2022-11-18,2.804
2022-11-19,2.804
2022-11-20,2.804
2022-11-21,2.786
2022-11-22,2.745
2022-11-23,2.721
2022-11-24,2.721
2022-11-25,2.691
2022-11-26,2.691
2022-11-27,2.691
2022-11-28,2.715
2022-11-29,2.71
2022-11-30,2.675
2022-12-01,2.737
2022-12-02,2.759
2022-12-03,2.759
2022-12-04,2.759
2022-12-05,2.775
2022-12-06,2.738
2022-12-07,2.739
2022-12-08,2.707
2022-12-09,2.78
2022-12-10,2.78
2022-12-11,2.78
2022-12-12,2.749
2022-12-13,2.76
2022-12-14,2.764
2022-12-15,2.799
2022-12-16,2.85
2022-12-17,2.85
2022-12-18,2.85
2022-12-19,2.883
2022-12-20,2.893
2022-12-21,2.855
2022-12-22,2.869
2022-12-23,2.842
2022-12-24,2.842
2022-12-25,2.842
2022-12-26,2.842
2022-12-27,2.83
2022-12-28,2.843
2022-12-29,2.857
2022-12-30,2.919
2022-12-31,2.919
2023-01-01,2.919
2023-01-02,2.919
2023-01-03,2.942
2023-01-04,2.922
2023-01-05,3.005
2023-01-06,2.907
2023-01-07,2.907
2023-01-08,2.907
2023-01-09,2.885
2023-01-10,2.872
2023-01-11,2.812
2023-01-12,2.821
2023-01-13,2.861
2023-01-14,2.861
2023-01-15,2.861
2023-01-16,2.861
2023-01-17,2.881
2023-01-18,2.941
2023-01-19,2.93
2023-01-20,2.905
2023-01-21,2.905
2023-01-22,2.905
2023-01-23,2.892
2023-01-24,2.858
2023-01-25,2.851
2023-01-26,2.843
2023-01-27,2.831
2023-01-28,2.831
2023-01-29,2.831
2023-01-30,2.841
2023-01-31,2.796
2023-02-01,2.763
2023-02-02,2.749
2023-02-03,2.805
2023-02-04,2.805
2023-02-05,2.805
2023-02-06,2.794
2023-02-07,2.812
2023-02-08,2.822
2023-02-09,2.868
2023-02-10,2.827
2023-02-11,2.827
2023-02-12,2.827
2023-02-13,2.739
2023-02-14,2.763
2023-02-15,2.736
2023-02-16,2.748
2023-02-17,2.714
2023-02-18,2.714
2023-02-19,2.714
2023-02-20,2.714
2023-02-21,2.739
2023-02-22,2.749
2023-02-23,2.737
2023-02-24,2.746
2023-02-25,2.746
2023-02-26,2.746
2023-02-27,2.766
2023-02-28,2.818
2023-03-01,2.876
2023-03-02,2.851
2023-03-03,2.82
2023-03-04,2.82
2023-03-05,2.82
2023-03-06,2.803
2023-03-07,2.858
2023-03-08,2.828
2023-03-09,2.876
2023-03-10,2.912
2023-03-11,2.912
2023-03-12,2.912
2023-03-13,2.862
2023-03-14,2.823
2023-03-15,2.78
2023-03-16,2.766
2023-03-17,2.758
2023-03-18,2.758
2023-03-19,2.758
2023-03-20,2.753
2023-03-21,2.87
2023-03-22,2.948
2023-03-23,2.97
2023-03-24,2.851
2023-03-25,2.851
2023-03-26,2.851
2023-03-27,2.828
2023-03-28,2.833
2023-03-29,2.796
2023-03-30,2.785
2023-03-31,2.775
2023-04-01,2.775
2023-04-02,2.775
2023-04-03,2.806
2023-04-04,2.805
2023-04-05,2.715
2023-04-06,2.701
2023-04-07,2.701
2023-04-08,2.701
2023-04-09,2.701
2023-04-10,2.686
2023-04-11,2.679
2023-04-12,2.69
2023-04-13,2.727
2023-04-14,2.758
2023-04-15,2.758
2023-04-16,2.758
2023-04-17,2.733
2023-04-18,2.745
2023-04-19,2.717
2023-04-20,2.698
2023-04-21,2.707
2023-04-22,2.707
2023-04-23,2.707
2023-04-24,2.687
2023-04-25,2.686
2023-04-26,2.743
2023-04-27,2.717
2023-04-28,2.736
2023-04-29,2.736
2023-04-30,2.736
2023-05-01,2.726
2023-05-02,2.781
2023-05-03,2.766
2023-05-04,2.648
2023-05-05,2.657
2023-05-06,2.657
2023-05-07,2.657
2023-05-08,2.65
2023-05-09,2.636
2023-05-10,2.618
2023-05-11,2.644
2023-05-12,2.621
2023-05-13,2.621
2023-05-14,2.621
2023-05-15,2.656
2023-05-16,2.693
2023-05-17,2.674
2023-05-18,2.69
2023-05-19,2.662
2023-05-20,2.662
2023-05-21,2.662
2023-05-22,2.667
2023-05-23,2.666
2023-05-24,2.666
2023-05-25,2.702
2023-05-26,2.729
2023-05-27,2.729
2023-05-28,2.729
2023-05-29,2.729
2023-05-30,2.712
2023-05-31,2.692
2023-06-01,2.769
2023-06-02,2.71
2023-06-03,2.71
2023-06-04,2.71
2023-06-05,2.708
2023-06-06,2.694
2023-06-07,2.649
2023-06-08,2.641
2023-06-09,2.645
2023-06-10,2.645
2023-06-11,2.645
2023-06-12,2.641
2023-06-13,2.639
2023-06-14,2.745
2023-06-15,2.735
2023-06-16,2.747
2023-06-17,2.747
2023-06-18,2.747
2023-06-19,2.747
2023-06-20,2.772
2023-06-21,2.733
2023-06-22,2.771
2023-06-23,2.808
2023-06-24,2.808
2023-06-25,2.808
2023-06-26,2.762
2023-06-27,2.742
2023-06-28,2.788
2023-06-29,2.777
2023-06-30,2.762
2023-07-01,2.762
2023-07-02,2.762
2023-07-03,2.74
2023-07-04,2.74
2023-07-05,2.71
2023-07-06,2.734
2023-07-07,2.739
2023-07-08,2.739
2023-07-09,2.739
2023-07-10,2.733
2023-07-11,2.712
2023-07-12,2.67
2023-07-13,2.669
2023-07-14,2.69
2023-07-15,2.69
2023-07-16,2.69
2023-07-17,2.685
2023-07-18,2.692
2023-07-19,2.561
2023-07-20,2.559
2023-07-21,2.536
2023-07-22,2.536
2023-07-23,2.536
2023-07-24,2.539
2023-07-25,2.525
2023-07-26,2.513
2023-07-27,2.557
2023-07-28,2.561
