,RHI US Equity
2020-08-11,3.355
2020-08-12,3.326
2020-08-13,3.333
2020-08-14,3.319
2020-08-15,3.319
2020-08-16,3.319
2020-08-17,3.305
2020-08-18,3.307
2020-08-19,3.314
2020-08-20,3.35
2020-08-21,3.396
2020-08-22,3.396
2020-08-23,3.396
2020-08-24,3.325
2020-08-25,3.412
2020-08-26,3.461
2020-08-27,3.46
2020-08-28,3.46
2020-08-29,3.46
2020-08-30,3.46
2020-08-31,3.511
2020-09-01,3.496
2020-09-02,3.401
2020-09-03,3.51
2020-09-04,3.511
2020-09-05,3.511
2020-09-06,3.511
2020-09-07,3.511
2020-09-08,3.603
2020-09-09,3.564
2020-09-10,3.664
2020-09-11,3.61
2020-09-12,3.61
2020-09-13,3.61
2020-09-14,3.492
2020-09-15,3.461
2020-09-16,3.455
2020-09-17,3.466
2020-09-18,3.481
2020-09-19,3.481
2020-09-20,3.481
2020-09-21,3.594
2020-09-22,3.551
2020-09-23,3.622
2020-09-24,3.609
2020-09-25,3.559
2020-09-26,3.559
2020-09-27,3.559
2020-09-28,3.509
2020-09-29,3.553
2020-09-30,3.529
2020-10-01,3.555
2020-10-02,3.423
2020-10-03,3.423
2020-10-04,3.423
2020-10-05,3.36
2020-10-06,3.392
2020-10-07,3.273
2020-10-08,3.235
2020-10-09,3.213
2020-10-10,3.213
2020-10-11,3.213
2020-10-12,3.179
2020-10-13,3.224
2020-10-14,3.273
2020-10-15,3.289
2020-10-16,3.297
2020-10-17,3.297
2020-10-18,3.297
2020-10-19,3.37
2020-10-20,3.318
2020-10-21,3.377
2020-10-22,3.317
2020-10-23,3.638
2020-10-24,3.638
2020-10-25,3.638
2020-10-26,3.69
2020-10-27,3.734
2020-10-28,3.851
2020-10-29,3.802
2020-10-30,3.709
2020-10-31,3.709
2020-11-01,3.709
2020-11-02,3.642
2020-11-03,3.575
2020-11-04,3.675
2020-11-05,3.6
2020-11-06,3.633
2020-11-07,3.633
2020-11-08,3.633
2020-11-09,3.027
2020-11-10,2.936
2020-11-11,2.985
2020-11-12,3.057
2020-11-13,2.975
2020-11-14,2.975
2020-11-15,2.975
2020-11-16,2.841
2020-11-17,2.869
2020-11-18,2.876
2020-11-19,3.016
2020-11-20,3.082
2020-11-21,3.082
2020-11-22,3.082
2020-11-23,2.874
2020-11-24,2.811
2020-11-25,2.841
2020-11-26,2.841
2020-11-27,2.855
2020-11-28,2.855
2020-11-29,2.855
2020-11-30,2.914
2020-12-01,2.887
2020-12-02,2.886
2020-12-03,2.891
2020-12-04,2.835
2020-12-05,2.835
2020-12-06,2.835
2020-12-07,2.898
2020-12-08,2.878
2020-12-09,2.894
2020-12-10,2.916
2020-12-11,2.913
2020-12-12,2.913
2020-12-13,2.913
2020-12-14,2.965
2020-12-15,2.952
2020-12-16,2.987
2020-12-17,2.999
2020-12-18,2.966
2020-12-19,2.966
2020-12-20,2.966
2020-12-21,3.015
2020-12-22,3.014
2020-12-23,3.003
2020-12-24,3.006
2020-12-25,3.006
2020-12-26,3.006
2020-12-27,3.006
2020-12-28,2.983
2020-12-29,3.004
2020-12-30,3.011
2020-12-31,2.993
2021-01-01,2.993
2021-01-02,2.993
2021-01-03,2.993
2021-01-04,3.058
2021-01-05,3.012
2021-01-06,2.917
2021-01-07,2.874
2021-01-08,2.905
2021-01-09,2.905
2021-01-10,2.905
2021-01-11,2.965
2021-01-12,2.904
2021-01-13,2.939
2021-01-14,2.862
2021-01-15,2.932
2021-01-16,2.932
2021-01-17,2.932
2021-01-18,2.932
2021-01-19,2.913
2021-01-20,2.804
2021-01-21,2.747
2021-01-22,2.738
2021-01-23,2.738
2021-01-24,2.738
2021-01-25,2.728
2021-01-26,2.766
2021-01-27,2.856
2021-01-28,2.886
2021-01-29,2.758
2021-01-30,2.758
2021-01-31,2.758
2021-02-01,2.71
2021-02-02,2.758
2021-02-03,2.648
2021-02-04,2.645
2021-02-05,2.629
2021-02-06,2.629
2021-02-07,2.629
2021-02-08,2.582
2021-02-09,2.579
2021-02-10,2.55
2021-02-11,2.548
2021-02-12,2.523
2021-02-13,2.523
2021-02-14,2.523
2021-02-15,2.523
2021-02-16,2.49
2021-02-17,2.433
2021-02-18,2.421
2021-02-19,2.374
2021-02-20,2.374
2021-02-21,2.374
2021-02-22,2.297
2021-02-23,2.249
2021-02-24,2.256
2021-02-25,2.334
2021-02-26,2.382
2021-02-27,2.382
2021-02-28,2.382
2021-03-01,2.344
2021-03-02,2.388
2021-03-03,2.409
2021-03-04,2.445
2021-03-05,2.409
2021-03-06,2.409
2021-03-07,2.409
2021-03-08,2.4
2021-03-09,2.413
2021-03-10,2.422
2021-03-11,2.396
2021-03-12,2.363
2021-03-13,2.363
2021-03-14,2.363
2021-03-15,2.389
2021-03-16,2.448
2021-03-17,2.449
2021-03-18,2.391
2021-03-19,2.416
2021-03-20,2.416
2021-03-21,2.416
2021-03-22,2.454
2021-03-23,2.523
2021-03-24,2.515
2021-03-25,2.465
2021-03-26,2.402
2021-03-27,2.402
2021-03-28,2.402
2021-03-29,2.426
2021-03-30,2.389
2021-03-31,2.374
2021-04-01,2.386
2021-04-02,2.386
2021-04-03,2.386
2021-04-04,2.386
2021-04-05,2.37
2021-04-06,2.335
2021-04-07,2.328
2021-04-08,2.309
2021-04-09,2.278
2021-04-10,2.278
2021-04-11,2.278
2021-04-12,2.264
2021-04-13,2.244
2021-04-14,2.235
2021-04-15,2.253
2021-04-16,2.259
2021-04-17,2.259
2021-04-18,2.259
2021-04-19,2.309
2021-04-20,2.316
2021-04-21,2.281
2021-04-22,2.209
2021-04-23,2.163
2021-04-24,2.163
2021-04-25,2.163
2021-04-26,2.146
2021-04-27,2.116
2021-04-28,2.146
2021-04-29,2.119
2021-04-30,2.148
2021-05-01,2.148
2021-05-02,2.148
2021-05-03,2.149
2021-05-04,2.111
2021-05-05,2.111
2021-05-06,2.098
2021-05-07,2.211
2021-05-08,2.211
2021-05-09,2.211
2021-05-10,2.199
2021-05-11,2.227
2021-05-12,2.283
2021-05-13,2.253
2021-05-14,2.216
2021-05-15,2.216
2021-05-16,2.216
2021-05-17,2.225
2021-05-18,2.26
2021-05-19,2.268
2021-05-20,2.276
2021-05-21,2.269
2021-05-22,2.269
2021-05-23,2.269
2021-05-24,2.259
2021-05-25,2.279
2021-05-26,2.268
2021-05-27,2.235
2021-05-28,2.239
2021-05-29,2.239
2021-05-30,2.239
2021-05-31,2.239
2021-06-01,2.202
2021-06-02,2.204
2021-06-03,2.207
2021-06-04,2.2
2021-06-05,2.2
2021-06-06,2.2
2021-06-07,2.213
2021-06-08,2.177
2021-06-09,2.177
2021-06-10,2.179
2021-06-11,2.193
2021-06-12,2.193
2021-06-13,2.193
2021-06-14,2.192
2021-06-15,2.175
2021-06-16,2.18
2021-06-17,2.263
2021-06-18,2.311
2021-06-19,2.311
2021-06-20,2.311
2021-06-21,2.261
2021-06-22,2.262
2021-06-23,2.266
2021-06-24,2.225
2021-06-25,2.217
2021-06-26,2.217
2021-06-27,2.217
2021-06-28,2.235
2021-06-29,2.249
2021-06-30,2.235
2021-07-01,2.225
2021-07-02,2.242
2021-07-03,2.242
2021-07-04,2.242
2021-07-05,2.242
2021-07-06,2.306
2021-07-07,2.273
2021-07-08,2.298
2021-07-09,2.248
2021-07-10,2.248
2021-07-11,2.248
2021-07-12,2.258
2021-07-13,2.288
2021-07-14,2.275
2021-07-15,2.299
2021-07-16,2.312
2021-07-17,2.312
2021-07-18,2.312
2021-07-19,2.356
2021-07-20,2.299
2021-07-21,2.272
2021-07-22,2.298
2021-07-23,2.141
2021-07-24,2.141
2021-07-25,2.141
2021-07-26,2.124
2021-07-27,2.093
2021-07-28,2.078
2021-07-29,2.042
2021-07-30,2.024
2021-07-31,2.024
2021-08-01,2.024
2021-08-02,2.035
2021-08-03,2.009
2021-08-04,2.038
2021-08-05,2.008
2021-08-06,1.992
2021-08-07,1.992
2021-08-08,1.992
2021-08-09,1.998
2021-08-10,1.98
2021-08-11,1.959
2021-08-12,1.938
2021-08-13,1.919
2021-08-14,1.919
2021-08-15,1.919
2021-08-16,1.916
2021-08-17,1.926
2021-08-18,1.953
2021-08-19,1.956
2021-08-20,1.948
2021-08-21,1.948
2021-08-22,1.948
2021-08-23,1.945
2021-08-24,1.927
2021-08-25,1.916
2021-08-26,1.927
2021-08-27,1.903
2021-08-28,1.903
2021-08-29,1.903
2021-08-30,1.906
2021-08-31,1.916
2021-09-01,1.922
2021-09-02,1.9
2021-09-03,1.911
2021-09-04,1.911
2021-09-05,1.911
2021-09-06,1.911
2021-09-07,1.942
2021-09-08,1.933
2021-09-09,1.917
2021-09-10,1.93
2021-09-11,1.93
2021-09-12,1.93
2021-09-13,1.928
2021-09-14,1.946
2021-09-15,1.908
2021-09-16,1.924
2021-09-17,1.96
2021-09-18,1.96
2021-09-19,1.96
2021-09-20,1.967
2021-09-21,1.975
2021-09-22,1.962
2021-09-23,1.931
2021-09-24,1.92
2021-09-25,1.92
2021-09-26,1.92
2021-09-27,1.918
2021-09-28,1.936
2021-09-29,1.932
2021-09-30,1.974
2021-10-01,1.916
2021-10-02,1.916
2021-10-03,1.916
2021-10-04,1.931
2021-10-05,1.904
2021-10-06,1.91
2021-10-07,1.849
2021-10-08,1.816
2021-10-09,1.816
2021-10-10,1.816
2021-10-11,1.834
2021-10-12,1.869
2021-10-13,1.872
2021-10-14,1.827
2021-10-15,1.818
2021-10-16,1.818
2021-10-17,1.818
2021-10-18,1.795
2021-10-19,1.814
2021-10-20,1.813
2021-10-21,1.79
2021-10-22,1.771
2021-10-23,1.771
2021-10-24,1.771
2021-10-25,1.772
2021-10-26,1.784
2021-10-27,1.814
2021-10-28,1.775
2021-10-29,1.764
2021-10-30,1.764
2021-10-31,1.764
2021-11-01,1.746
2021-11-02,1.738
2021-11-03,1.711
2021-11-04,1.668
2021-11-05,1.679
2021-11-06,1.679
2021-11-07,1.679
2021-11-08,1.686
2021-11-09,1.698
2021-11-10,1.716
2021-11-11,1.696
2021-11-12,1.707
2021-11-13,1.707
2021-11-14,1.707
2021-11-15,1.711
2021-11-16,1.694
2021-11-17,1.714
2021-11-18,1.704
2021-11-19,1.694
2021-11-20,1.694
2021-11-21,1.694
2021-11-22,1.69
2021-11-23,1.691
2021-11-24,1.686
2021-11-25,1.686
2021-11-26,1.735
2021-11-27,1.735
2021-11-28,1.735
2021-11-29,1.732
2021-11-30,1.788
2021-12-01,1.84
2021-12-02,1.785
2021-12-03,1.847
2021-12-04,1.847
2021-12-05,1.847
2021-12-06,1.848
2021-12-07,1.82
2021-12-08,1.809
2021-12-09,1.84
2021-12-10,1.815
2021-12-11,1.815
2021-12-12,1.815
2021-12-13,1.849
2021-12-14,1.867
2021-12-15,1.831
2021-12-16,1.847
2021-12-17,1.867
2021-12-18,1.867
2021-12-19,1.867
2021-12-20,1.875
2021-12-21,1.846
2021-12-22,1.838
2021-12-23,1.82
2021-12-24,1.82
2021-12-25,1.82
2021-12-26,1.82
2021-12-27,1.783
2021-12-28,1.782
2021-12-29,1.772
2021-12-30,1.785
2021-12-31,1.783
2022-01-01,1.783
2022-01-02,1.783
2022-01-03,1.816
2022-01-04,1.773
2022-01-05,1.775
2022-01-06,1.759
2022-01-07,1.807
2022-01-08,1.807
2022-01-09,1.807
2022-01-10,1.802
2022-01-11,1.805
2022-01-12,1.79
2022-01-13,1.77
2022-01-14,1.789
2022-01-15,1.789
2022-01-16,1.789
2022-01-17,1.789
2022-01-18,1.826
2022-01-19,1.848
2022-01-20,1.879
2022-01-21,1.877
2022-01-22,1.877
2022-01-23,1.877
2022-01-24,1.862
2022-01-25,1.86
2022-01-26,1.841
2022-01-27,1.843
2022-01-28,1.752
2022-01-29,1.752
2022-01-30,1.752
2022-01-31,1.706
2022-02-01,1.686
2022-02-02,1.652
2022-02-03,1.665
2022-02-04,1.633
2022-02-05,1.633
2022-02-06,1.633
2022-02-07,1.62
2022-02-08,1.575
2022-02-09,1.552
2022-02-10,1.576
2022-02-11,1.598
2022-02-12,1.598
2022-02-13,1.598
2022-02-14,1.616
2022-02-15,1.57
2022-02-16,1.552
2022-02-17,1.595
2022-02-18,1.605
2022-02-19,1.605
2022-02-20,1.605
2022-02-21,1.605
2022-02-22,1.631
2022-02-23,1.675
2022-02-24,1.647
2022-02-25,1.592
2022-02-26,1.592
2022-02-27,1.592
2022-02-28,1.6
2022-03-01,1.695
2022-03-02,1.639
2022-03-03,1.63
2022-03-04,1.627
2022-03-05,1.627
2022-03-06,1.627
2022-03-07,1.722
2022-03-08,1.774
2022-03-09,1.697
2022-03-10,1.695
2022-03-11,1.75
2022-03-12,1.75
2022-03-13,1.75
2022-03-14,1.721
2022-03-15,1.686
2022-03-16,1.641
2022-03-17,1.611
2022-03-18,1.582
2022-03-19,1.582
2022-03-20,1.582
2022-03-21,1.611
2022-03-22,1.611
2022-03-23,1.635
2022-03-24,1.626
2022-03-25,1.627
2022-03-26,1.627
2022-03-27,1.627
2022-03-28,1.625
2022-03-29,1.563
2022-03-30,1.608
2022-03-31,1.668
2022-04-01,1.676
2022-04-02,1.676
2022-04-03,1.676
2022-04-04,1.64
2022-04-05,1.691
2022-04-06,1.713
2022-04-07,1.776
2022-04-08,1.783
2022-04-09,1.783
2022-04-10,1.783
2022-04-11,1.768
2022-04-12,1.773
2022-04-13,1.768
2022-04-14,1.813
2022-04-15,1.813
2022-04-16,1.813
2022-04-17,1.813
2022-04-18,1.803
2022-04-19,1.74
2022-04-20,1.711
2022-04-21,1.709
2022-04-22,1.75
2022-04-23,1.75
2022-04-24,1.75
2022-04-25,1.754
2022-04-26,1.8
2022-04-27,1.988
2022-04-28,1.953
2022-04-29,2.022
2022-04-30,2.022
2022-05-01,2.022
2022-05-02,2.029
2022-05-03,2.002
2022-05-04,1.952
2022-05-05,2.013
2022-05-06,2.048
2022-05-07,2.048
2022-05-08,2.048
2022-05-09,2.089
2022-05-10,2.063
2022-05-11,2.124
2022-05-12,2.139
2022-05-13,2.126
2022-05-14,2.126
2022-05-15,2.126
2022-05-16,2.16
2022-05-17,2.109
2022-05-18,2.219
2022-05-19,2.236
2022-05-20,2.244
2022-05-21,2.244
2022-05-22,2.244
2022-05-23,2.248
2022-05-24,2.299
2022-05-25,2.264
2022-05-26,2.276
2022-05-27,2.214
2022-05-28,2.214
2022-05-29,2.214
2022-05-30,2.214
2022-05-31,2.194
2022-06-01,2.161
2022-06-02,2.09
2022-06-03,2.088
2022-06-04,2.088
2022-06-05,2.088
2022-06-06,2.071
2022-06-07,2.041
2022-06-08,2.063
2022-06-09,2.145
2022-06-10,2.221
2022-06-11,2.221
2022-06-12,2.221
2022-06-13,2.332
2022-06-14,2.308
2022-06-15,2.282
2022-06-16,2.399
2022-06-17,2.446
2022-06-18,2.446
2022-06-19,2.446
2022-06-20,2.446
2022-06-21,2.37
2022-06-22,2.346
2022-06-23,2.503
2022-06-24,2.412
2022-06-25,2.412
2022-06-26,2.412
2022-06-27,2.423
2022-06-28,2.48
2022-06-29,2.488
2022-06-30,2.509
2022-07-01,2.492
2022-07-02,2.492
2022-07-03,2.492
2022-07-04,2.492
2022-07-05,2.433
2022-07-06,2.413
2022-07-07,2.355
2022-07-08,2.393
2022-07-09,2.393
2022-07-10,2.393
2022-07-11,2.42
2022-07-12,2.439
2022-07-13,2.482
2022-07-14,2.475
2022-07-15,2.451
2022-07-16,2.451
2022-07-17,2.451
2022-07-18,2.405
2022-07-19,2.306
2022-07-20,2.248
2022-07-21,2.272
2022-07-22,2.568
2022-07-23,2.568
2022-07-24,2.568
2022-07-25,2.535
2022-07-26,2.623
2022-07-27,2.548
2022-07-28,2.532
2022-07-29,2.5
2022-07-30,2.5
2022-07-31,2.5
2022-08-01,2.497
2022-08-02,2.536
2022-08-03,2.467
2022-08-04,2.504
2022-08-05,2.509
2022-08-06,2.509
2022-08-07,2.509
2022-08-08,2.518
2022-08-09,2.544
2022-08-10,2.471
2022-08-11,2.438
2022-08-12,2.403
2022-08-13,2.403
2022-08-14,2.403
2022-08-15,2.432
2022-08-16,2.414
2022-08-17,2.439
2022-08-18,2.443
2022-08-19,2.431
2022-08-20,2.431
2022-08-21,2.431
2022-08-22,2.509
2022-08-23,2.517
2022-08-24,2.504
2022-08-25,2.434
2022-08-26,2.53
2022-08-27,2.53
2022-08-28,2.53
2022-08-29,2.54
2022-08-30,2.574
2022-08-31,2.556
2022-09-01,2.556
2022-09-02,2.587
2022-09-03,2.587
2022-09-04,2.587
2022-09-05,2.587
2022-09-06,2.552
2022-09-07,2.544
2022-09-08,2.52
2022-09-09,2.445
2022-09-10,2.445
2022-09-11,2.445
2022-09-12,2.422
2022-09-13,2.506
2022-09-14,2.501
2022-09-15,2.513
2022-09-16,2.565
2022-09-17,2.565
2022-09-18,2.565
2022-09-19,2.513
2022-09-20,2.568
2022-09-21,2.627
2022-09-22,2.69
2022-09-23,2.672
2022-09-24,2.672
2022-09-25,2.672
2022-09-26,2.674
2022-09-27,2.665
2022-09-28,2.57
2022-09-29,2.589
2022-09-30,2.572
2022-10-01,2.572
2022-10-02,2.572
2022-10-03,2.556
2022-10-04,2.459
2022-10-05,2.47
2022-10-06,2.472
2022-10-07,2.539
2022-10-08,2.539
2022-10-09,2.539
2022-10-10,2.508
2022-10-11,2.475
2022-10-12,2.45
2022-10-13,2.397
2022-10-14,2.429
2022-10-15,2.429
2022-10-16,2.429
2022-10-17,2.399
2022-10-18,2.381
2022-10-19,2.434
2022-10-20,2.464
2022-10-21,2.712
2022-10-22,2.712
2022-10-23,2.712
2022-10-24,2.741
2022-10-25,2.649
2022-10-26,2.726
2022-10-27,2.722
2022-10-28,2.617
2022-10-29,2.617
2022-10-30,2.617
2022-10-31,2.662
2022-11-01,2.632
2022-11-02,2.677
2022-11-03,2.835
2022-11-04,2.727
2022-11-05,2.727
2022-11-06,2.727
2022-11-07,2.7
2022-11-08,2.706
2022-11-09,2.746
2022-11-10,2.557
2022-11-11,2.517
2022-11-12,2.517
2022-11-13,2.517
2022-11-14,2.594
2022-11-15,2.609
2022-11-16,2.647
2022-11-17,2.692
2022-11-18,2.695
2022-11-19,2.695
2022-11-20,2.695
2022-11-21,2.706
2022-11-22,2.64
2022-11-23,2.623
2022-11-24,2.623
2022-11-25,2.601
2022-11-26,2.601
2022-11-27,2.601
2022-11-28,2.662
2022-11-29,2.655
2022-11-30,2.569
2022-12-01,2.579
2022-12-02,2.612
2022-12-03,2.612
2022-12-04,2.612
2022-12-05,2.678
2022-12-06,2.74
2022-12-07,2.739
2022-12-08,2.772
2022-12-09,2.772
2022-12-10,2.772
2022-12-11,2.772
2022-12-12,2.701
2022-12-13,2.661
2022-12-14,2.677
2022-12-15,2.759
2022-12-16,2.769
2022-12-17,2.769
2022-12-18,2.769
2022-12-19,2.808
2022-12-20,2.821
2022-12-21,2.766
2022-12-22,2.813
2022-12-23,2.758
2022-12-24,2.758
2022-12-25,2.758
2022-12-26,2.758
2022-12-27,2.754
2022-12-28,2.799
2022-12-29,2.739
2022-12-30,2.741
2022-12-31,2.741
2023-01-01,2.741
2023-01-02,2.741
2023-01-03,2.75
2023-01-04,2.68
2023-01-05,2.727
2023-01-06,2.654
2023-01-07,2.654
2023-01-08,2.654
2023-01-09,2.684
2023-01-10,2.696
2023-01-11,2.655
2023-01-12,2.66
2023-01-13,2.611
2023-01-14,2.611
2023-01-15,2.611
2023-01-16,2.611
2023-01-17,2.634
2023-01-18,2.635
2023-01-19,2.673
2023-01-20,2.585
2023-01-21,2.585
2023-01-22,2.585
2023-01-23,2.537
2023-01-24,2.558
2023-01-25,2.565
2023-01-26,2.433
2023-01-27,2.342
2023-01-28,2.342
2023-01-29,2.342
2023-01-30,2.42
2023-01-31,2.377
2023-02-01,2.332
2023-02-02,2.25
2023-02-03,2.292
2023-02-04,2.292
2023-02-05,2.292
2023-02-06,2.354
2023-02-07,2.35
2023-02-08,2.365
2023-02-09,2.413
2023-02-10,2.357
2023-02-11,2.357
2023-02-12,2.357
2023-02-13,2.365
2023-02-14,2.385
2023-02-15,2.105
2023-02-16,2.143
2023-02-17,2.162
2023-02-18,2.162
2023-02-19,2.162
2023-02-20,2.162
2023-02-21,2.228
2023-02-22,2.215
2023-02-23,2.227
2023-02-24,2.255
2023-02-25,2.255
2023-02-26,2.255
2023-02-27,2.208
2023-02-28,2.182
2023-03-01,2.176
2023-03-02,2.182
2023-03-03,2.163
2023-03-04,2.163
2023-03-05,2.163
2023-03-06,2.165
2023-03-07,2.18
2023-03-08,2.184
2023-03-09,2.231
2023-03-10,2.272
2023-03-11,2.272
2023-03-12,2.272
2023-03-13,2.275
2023-03-14,2.28
2023-03-15,2.335
2023-03-16,2.344
2023-03-17,2.397
2023-03-18,2.397
2023-03-19,2.397
2023-03-20,2.332
2023-03-21,2.277
2023-03-22,2.357
2023-03-23,2.375
2023-03-24,2.425
2023-03-25,2.425
2023-03-26,2.425
2023-03-27,2.377
2023-03-28,2.374
2023-03-29,2.348
2023-03-30,2.324
2023-03-31,2.248
2023-04-01,2.248
2023-04-02,2.248
2023-04-03,2.275
2023-04-04,2.338
2023-04-05,2.414
2023-04-06,2.448
2023-04-07,2.448
2023-04-08,2.448
2023-04-09,2.448
2023-04-10,2.417
2023-04-11,2.399
2023-04-12,2.45
2023-04-13,2.422
2023-04-14,2.43
2023-04-15,2.43
2023-04-16,2.43
2023-04-17,2.402
2023-04-18,2.419
2023-04-19,2.422
2023-04-20,2.451
2023-04-21,2.496
2023-04-22,2.496
2023-04-23,2.496
2023-04-24,2.512
2023-04-25,2.552
2023-04-26,2.556
2023-04-27,2.469
2023-04-28,2.449
2023-04-29,2.449
2023-04-30,2.449
2023-05-01,2.628
2023-05-02,2.709
2023-05-03,2.79
2023-05-04,2.851
2023-05-05,2.786
2023-05-06,2.786
2023-05-07,2.786
2023-05-08,2.862
2023-05-09,2.922
2023-05-10,2.893
2023-05-11,2.91
2023-05-12,2.913
2023-05-13,2.913
2023-05-14,2.913
2023-05-15,2.889
2023-05-16,2.952
2023-05-17,2.904
2023-05-18,2.849
2023-05-19,2.859
2023-05-20,2.859
2023-05-21,2.859
2023-05-22,2.852
2023-05-23,2.852
2023-05-24,2.869
2023-05-25,2.889
2023-05-26,2.875
2023-05-27,2.875
2023-05-28,2.875
2023-05-29,2.875
2023-05-30,2.906
2023-05-31,2.984
2023-06-01,2.927
2023-06-02,2.78
2023-06-03,2.78
2023-06-04,2.78
2023-06-05,2.79
2023-06-06,2.717
2023-06-07,2.672
2023-06-08,2.665
2023-06-09,2.671
2023-06-10,2.671
2023-06-11,2.671
2023-06-12,2.645
2023-06-13,2.593
2023-06-14,2.722
2023-06-15,2.651
2023-06-16,2.646
2023-06-17,2.646
2023-06-18,2.646
2023-06-19,2.646
2023-06-20,2.699
2023-06-21,2.692
2023-06-22,2.724
