,ALK US Equity
2020-06-27,4.373
2020-06-28,4.373
2020-06-29,4.064
2020-06-30,4.137
2020-07-01,4.202
2020-07-02,4.111
2020-07-03,4.111
2020-07-04,4.111
2020-07-05,4.111
2020-07-06,4.045
2020-07-07,4.155
2020-07-08,4.137
2020-07-09,4.355
2020-07-10,4.198
2020-07-11,4.198
2020-07-12,4.198
2020-07-13,4.3
2020-07-14,4.227
2020-07-15,3.87
2020-07-16,4.024
2020-07-17,4.054
2020-07-18,4.054
2020-07-19,4.054
2020-07-20,4.179
2020-07-21,4.144
2020-07-22,4.132
2020-07-23,4.091
2020-07-24,4.278
2020-07-25,4.278
2020-07-26,4.278
2020-07-27,4.392
2020-07-28,4.286
2020-07-29,4.315
2020-07-30,4.328
2020-07-31,4.355
2020-08-01,4.355
2020-08-02,4.355
2020-08-03,4.412
2020-08-04,4.373
2020-08-05,4.195
2020-08-06,4.119
2020-08-07,4.097
2020-08-08,4.097
2020-08-09,4.097
2020-08-10,3.822
2020-08-11,3.848
2020-08-12,3.9
2020-08-13,3.969
2020-08-14,3.981
2020-08-15,3.981
2020-08-16,3.981
2020-08-17,4.137
2020-08-18,4.145
2020-08-19,4.184
2020-08-20,4.193
2020-08-21,4.234
2020-08-22,4.234
2020-08-23,4.234
2020-08-24,3.998
2020-08-25,3.978
2020-08-26,4.088
2020-08-27,3.896
2020-08-28,3.683
2020-08-29,3.683
2020-08-30,3.683
2020-08-31,3.851
2020-09-01,3.831
2020-09-02,3.706
2020-09-03,3.714
2020-09-04,3.675
2020-09-05,3.675
2020-09-06,3.675
2020-09-07,3.675
2020-09-08,3.606
2020-09-09,3.688
2020-09-10,3.668
2020-09-11,3.719
2020-09-12,3.719
2020-09-13,3.719
2020-09-14,3.614
2020-09-15,3.556
2020-09-16,3.479
2020-09-17,3.559
2020-09-18,3.655
2020-09-19,3.655
2020-09-20,3.655
2020-09-21,3.985
2020-09-22,3.96
2020-09-23,4.069
2020-09-24,4.202
2020-09-25,4.087
2020-09-26,4.087
2020-09-27,4.087
2020-09-28,3.996
2020-09-29,4.091
2020-09-30,4.095
2020-10-01,4.064
2020-10-02,3.998
2020-10-03,3.998
2020-10-04,3.998
2020-10-05,3.993
2020-10-06,4.156
2020-10-07,4.052
2020-10-08,3.883
2020-10-09,3.877
2020-10-10,3.877
2020-10-11,3.877
2020-10-12,3.905
2020-10-13,3.947
2020-10-14,3.891
2020-10-15,3.944
2020-10-16,3.812
2020-10-17,3.812
2020-10-18,3.812
2020-10-19,3.79
2020-10-20,3.757
2020-10-21,3.779
2020-10-22,3.695
2020-10-23,3.608
2020-10-24,3.608
2020-10-25,3.608
2020-10-26,3.888
2020-10-27,4.003
2020-10-28,4.201
2020-10-29,4.078
2020-10-30,3.959
2020-10-31,3.959
2020-11-01,3.959
2020-11-02,3.92
2020-11-03,3.89
2020-11-04,3.968
2020-11-05,3.828
2020-11-06,3.921
2020-11-07,3.921
2020-11-08,3.921
2020-11-09,3.267
2020-11-10,3.295
2020-11-11,3.383
2020-11-12,3.537
2020-11-13,3.359
2020-11-14,3.359
2020-11-15,3.359
2020-11-16,3.181
2020-11-17,3.161
2020-11-18,3.143
2020-11-19,3.093
2020-11-20,3.143
2020-11-21,3.143
2020-11-22,3.143
2020-11-23,3.017
2020-11-24,2.864
2020-11-25,2.859
2020-11-26,2.859
2020-11-27,2.91
2020-11-28,2.91
2020-11-29,2.91
2020-11-30,2.943
2020-12-01,2.945
2020-12-02,2.925
2020-12-03,2.83
2020-12-04,2.833
2020-12-05,2.833
2020-12-06,2.833
2020-12-07,2.941
2020-12-08,2.943
2020-12-09,2.979
2020-12-10,2.925
2020-12-11,3.007
2020-12-12,3.007
2020-12-13,3.007
2020-12-14,3.066
2020-12-15,2.98
2020-12-16,3.015
2020-12-17,2.99
2020-12-18,2.979
2020-12-19,2.979
2020-12-20,2.979
2020-12-21,2.987
2020-12-22,2.979
2020-12-23,2.894
2020-12-24,2.871
2020-12-25,2.871
2020-12-26,2.871
2020-12-27,2.871
2020-12-28,2.853
2020-12-29,2.883
2020-12-30,2.836
2020-12-31,2.885
2021-01-01,2.885
2021-01-02,2.885
2021-01-03,2.885
2021-01-04,3.046
2021-01-05,3.008
2021-01-06,2.911
2021-01-07,2.923
2021-01-08,2.942
2021-01-09,2.942
2021-01-10,2.942
2021-01-11,2.991
2021-01-12,2.902
2021-01-13,2.893
2021-01-14,2.707
2021-01-15,2.796
2021-01-16,2.796
2021-01-17,2.796
2021-01-18,2.796
2021-01-19,2.742
2021-01-20,2.688
2021-01-21,2.729
2021-01-22,2.754
2021-01-23,2.754
2021-01-24,2.754
2021-01-25,2.836
2021-01-26,2.894
2021-01-27,3.071
2021-01-28,2.96
2021-01-29,3.072
2021-01-30,3.072
2021-01-31,3.072
2021-02-01,3.007
2021-02-02,2.961
2021-02-03,2.855
2021-02-04,2.753
2021-02-05,2.769
2021-02-06,2.769
2021-02-07,2.769
2021-02-08,2.628
2021-02-09,2.691
2021-02-10,2.615
2021-02-11,2.6
2021-02-12,2.606
2021-02-13,2.606
2021-02-14,2.606
2021-02-15,2.606
2021-02-16,2.503
2021-02-17,2.5
2021-02-18,2.504
2021-02-19,2.408
2021-02-20,2.408
2021-02-21,2.408
2021-02-22,2.358
2021-02-23,2.255
2021-02-24,2.224
2021-02-25,2.288
2021-02-26,2.307
2021-02-27,2.307
2021-02-28,2.307
2021-03-01,2.314
2021-03-02,2.293
2021-03-03,2.274
2021-03-04,2.321
2021-03-05,2.312
2021-03-06,2.312
2021-03-07,2.312
2021-03-08,2.206
2021-03-09,2.242
2021-03-10,2.259
2021-03-11,2.283
2021-03-12,2.205
2021-03-13,2.205
2021-03-14,2.205
2021-03-15,2.084
2021-03-16,2.125
2021-03-17,2.049
2021-03-18,2.125
2021-03-19,2.119
2021-03-20,2.119
2021-03-21,2.119
2021-03-22,2.188
2021-03-23,2.284
2021-03-24,2.293
2021-03-25,2.214
2021-03-26,2.196
2021-03-27,2.196
2021-03-28,2.196
2021-03-29,2.222
2021-03-30,2.145
2021-03-31,2.167
2021-04-01,2.159
2021-04-02,2.159
2021-04-03,2.159
2021-04-04,2.159
2021-04-05,2.11
2021-04-06,2.034
2021-04-07,2.073
2021-04-08,2.064
2021-04-09,2.065
2021-04-10,2.065
2021-04-11,2.065
2021-04-12,2.104
2021-04-13,2.136
2021-04-14,2.126
2021-04-15,2.16
2021-04-16,2.164
2021-04-17,2.164
2021-04-18,2.164
2021-04-19,2.181
2021-04-20,2.242
2021-04-21,2.179
2021-04-22,2.24
2021-04-23,2.167
2021-04-24,2.167
2021-04-25,2.167
2021-04-26,2.159
2021-04-27,2.171
2021-04-28,2.185
2021-04-29,2.188
2021-04-30,2.17
2021-05-01,2.17
2021-05-02,2.17
2021-05-03,2.184
2021-05-04,2.254
2021-05-05,2.242
2021-05-06,2.237
2021-05-07,2.209
2021-05-08,2.209
2021-05-09,2.209
2021-05-10,2.236
2021-05-11,2.289
2021-05-12,2.316
2021-05-13,2.233
2021-05-14,2.148
2021-05-15,2.148
2021-05-16,2.148
2021-05-17,2.093
2021-05-18,2.134
2021-05-19,2.164
2021-05-20,2.192
2021-05-21,2.204
2021-05-22,2.204
2021-05-23,2.204
2021-05-24,2.166
2021-05-25,2.198
2021-05-26,2.154
2021-05-27,2.13
2021-05-28,2.168
2021-05-29,2.168
2021-05-30,2.168
2021-05-31,2.168
2021-06-01,2.157
2021-06-02,2.211
2021-06-03,2.291
2021-06-04,2.292
2021-06-05,2.292
2021-06-06,2.292
2021-06-07,2.288
2021-06-08,2.262
2021-06-09,2.286
2021-06-10,2.311
2021-06-11,2.291
2021-06-12,2.291
2021-06-13,2.291
2021-06-14,2.327
2021-06-15,2.332
2021-06-16,2.346
2021-06-17,2.395
2021-06-18,2.369
2021-06-19,2.369
2021-06-20,2.369
2021-06-21,2.307
2021-06-22,2.336
2021-06-23,2.352
2021-06-24,2.36
2021-06-25,2.371
2021-06-26,2.371
2021-06-27,2.371
2021-06-28,2.441
2021-06-29,2.495
2021-06-30,2.487
2021-07-01,2.442
2021-07-02,2.471
2021-07-03,2.471
2021-07-04,2.471
2021-07-05,2.471
2021-07-06,2.534
2021-07-07,2.603
2021-07-08,2.596
2021-07-09,2.526
2021-07-10,2.526
2021-07-11,2.526
2021-07-12,2.514
2021-07-13,2.603
2021-07-14,2.606
2021-07-15,2.636
2021-07-16,2.746
2021-07-17,2.746
2021-07-18,2.746
2021-07-19,2.839
2021-07-20,2.704
2021-07-21,2.605
2021-07-22,2.587
2021-07-23,2.575
2021-07-24,2.575
2021-07-25,2.575
2021-07-26,2.477
2021-07-27,2.529
2021-07-28,2.514
2021-07-29,2.549
2021-07-30,2.585
2021-07-31,2.585
2021-08-01,2.585
2021-08-02,2.645
2021-08-03,2.623
2021-08-04,2.715
2021-08-05,2.606
2021-08-06,2.592
2021-08-07,2.592
2021-08-08,2.592
2021-08-09,2.638
2021-08-10,2.565
2021-08-11,2.523
2021-08-12,2.561
2021-08-13,2.603
2021-08-14,2.603
2021-08-15,2.603
2021-08-16,2.615
2021-08-17,2.715
2021-08-18,2.733
2021-08-19,2.779
2021-08-20,2.76
2021-08-21,2.76
2021-08-22,2.76
2021-08-23,2.72
2021-08-24,2.626
2021-08-25,2.601
2021-08-26,2.623
2021-08-27,2.576
2021-08-28,2.576
2021-08-29,2.576
2021-08-30,2.645
2021-08-31,2.616
2021-09-01,2.621
2021-09-02,2.593
2021-09-03,2.627
2021-09-04,2.627
2021-09-05,2.627
2021-09-06,2.627
2021-09-07,2.625
2021-09-08,2.66
2021-09-09,2.577
2021-09-10,2.674
2021-09-11,2.674
2021-09-12,2.674
2021-09-13,2.624
2021-09-14,2.664
2021-09-15,2.662
2021-09-16,2.631
2021-09-17,2.635
2021-09-18,2.635
2021-09-19,2.635
2021-09-20,2.633
2021-09-21,2.673
2021-09-22,2.611
2021-09-23,2.508
2021-09-24,2.468
2021-09-25,2.468
2021-09-26,2.468
2021-09-27,2.449
2021-09-28,2.45
2021-09-29,2.481
2021-09-30,2.56
2021-10-01,2.412
2021-10-02,2.412
2021-10-03,2.412
2021-10-04,2.416
2021-10-05,2.435
2021-10-06,2.457
2021-10-07,2.49
2021-10-08,2.508
2021-10-09,2.508
2021-10-10,2.508
2021-10-11,2.566
2021-10-12,2.567
2021-10-13,2.63
2021-10-14,2.608
2021-10-15,2.597
2021-10-16,2.597
2021-10-17,2.597
2021-10-18,2.612
2021-10-19,2.634
2021-10-20,2.62
2021-10-21,2.669
2021-10-22,2.788
2021-10-23,2.788
2021-10-24,2.788
2021-10-25,2.781
2021-10-26,2.764
2021-10-27,2.846
2021-10-28,2.838
2021-10-29,2.841
2021-10-30,2.841
2021-10-31,2.841
2021-11-01,2.742
2021-11-02,2.755
2021-11-03,2.682
2021-11-04,2.692
2021-11-05,2.527
2021-11-06,2.527
2021-11-07,2.527
2021-11-08,2.548
2021-11-09,2.55
2021-11-10,2.607
2021-11-11,2.64
2021-11-12,2.695
2021-11-13,2.695
2021-11-14,2.695
2021-11-15,2.694
2021-11-16,2.783
2021-11-17,2.802
2021-11-18,2.855
2021-11-19,2.844
2021-11-20,2.844
2021-11-21,2.844
2021-11-22,2.826
2021-11-23,2.845
2021-11-24,2.835
2021-11-25,2.835
2021-11-26,3.033
2021-11-27,3.033
2021-11-28,3.033
2021-11-29,3.033
2021-11-30,3.088
2021-12-01,3.24
2021-12-02,3.029
2021-12-03,3.088
2021-12-04,3.088
2021-12-05,3.088
2021-12-06,2.963
2021-12-07,2.979
2021-12-08,2.917
2021-12-09,2.917
2021-12-10,2.903
2021-12-11,2.903
2021-12-12,2.903
2021-12-13,2.982
2021-12-14,2.992
2021-12-15,2.984
2021-12-16,3.048
2021-12-17,2.998
2021-12-18,2.998
2021-12-19,2.998
2021-12-20,3.04
2021-12-21,2.881
2021-12-22,2.874
2021-12-23,2.829
2021-12-24,2.829
2021-12-25,2.829
2021-12-26,2.829
2021-12-27,2.851
2021-12-28,2.836
2021-12-29,2.877
2021-12-30,2.888
2021-12-31,2.879
2022-01-01,2.879
2022-01-02,2.879
2022-01-03,2.774
2022-01-04,2.705
2022-01-05,2.739
2022-01-06,2.754
2022-01-07,2.685
2022-01-08,2.685
2022-01-09,2.685
2022-01-10,2.722
2022-01-11,2.679
2022-01-12,2.72
2022-01-13,2.653
2022-01-14,2.689
2022-01-15,2.689
2022-01-16,2.689
2022-01-17,2.689
2022-01-18,2.728
2022-01-19,2.759
2022-01-20,2.788
2022-01-21,2.884
2022-01-22,2.884
2022-01-23,2.884
2022-01-24,2.918
2022-01-25,2.874
2022-01-26,2.868
2022-01-27,2.852
2022-01-28,2.871
2022-01-29,2.871
2022-01-30,2.871
2022-01-31,2.74
2022-02-01,2.737
2022-02-02,2.76
2022-02-03,2.817
2022-02-04,2.804
2022-02-05,2.804
2022-02-06,2.804
2022-02-07,2.71
2022-02-08,2.602
2022-02-09,2.56
2022-02-10,2.559
2022-02-11,2.639
2022-02-12,2.639
2022-02-13,2.639
2022-02-14,2.631
2022-02-15,2.504
2022-02-16,2.487
2022-02-17,2.547
2022-02-18,2.551
2022-02-19,2.551
2022-02-20,2.551
2022-02-21,2.551
2022-02-22,2.594
2022-02-23,2.687
2022-02-24,2.669
2022-02-25,2.606
2022-02-26,2.606
2022-02-27,2.606
2022-02-28,2.672
2022-03-01,2.866
2022-03-02,2.851
2022-03-03,2.917
2022-03-04,3.053
2022-03-05,3.053
2022-03-06,3.053
2022-03-07,3.433
2022-03-08,3.214
2022-03-09,3.085
2022-03-10,3.052
2022-03-11,3.073
2022-03-12,3.073
2022-03-13,3.073
2022-03-14,3.024
2022-03-15,2.899
2022-03-16,2.743
2022-03-17,2.761
2022-03-18,2.718
2022-03-19,2.718
2022-03-20,2.718
2022-03-21,2.791
2022-03-22,2.751
2022-03-23,2.772
2022-03-24,2.681
2022-03-25,2.611
2022-03-26,2.611
2022-03-27,2.611
2022-03-28,2.623
2022-03-29,2.569
2022-03-30,2.586
2022-03-31,2.586
2022-04-01,2.588
2022-04-02,2.588
2022-04-03,2.588
2022-04-04,2.624
2022-04-05,2.638
2022-04-06,2.638
2022-04-07,2.638
2022-04-08,2.638
2022-04-09,2.638
2022-04-10,2.638
2022-04-11,2.638
2022-04-12,2.638
2022-04-13,2.638
2022-04-14,2.638
2022-04-15,2.638
2022-04-16,2.638
2022-04-17,2.638
2022-04-18,2.638
2022-04-19,2.638
2022-04-20,2.638
2022-04-21,3.062
2022-04-22,1.592
2022-04-23,1.592
2022-04-24,1.592
2022-04-25,1.595
2022-04-26,1.671
2022-04-27,1.658
2022-04-28,1.62
2022-04-29,1.655
2022-04-30,1.655
2022-05-01,1.655
2022-05-02,1.696
2022-05-03,1.696
2022-05-04,1.682
2022-05-05,1.76
2022-05-06,1.792
2022-05-07,1.792
2022-05-08,1.792
2022-05-09,1.904
2022-05-10,1.896
2022-05-11,1.965
2022-05-12,2.017
2022-05-13,1.95
2022-05-14,1.95
2022-05-15,1.95
2022-05-16,1.974
2022-05-17,1.874
2022-05-18,1.932
2022-05-19,1.925
2022-05-20,1.952
2022-05-21,1.952
2022-05-22,1.952
2022-05-23,1.937
2022-05-24,2.036
2022-05-25,1.993
2022-05-26,1.91
2022-05-27,1.858
2022-05-28,1.858
2022-05-29,1.858
2022-05-30,1.858
2022-05-31,1.865
2022-06-01,1.933
2022-06-02,2.321
2022-06-03,2.25
2022-06-04,2.25
2022-06-05,2.25
2022-06-06,2.252
2022-06-07,2.23
2022-06-08,2.286
2022-06-09,2.388
2022-06-10,2.5
2022-06-11,2.5
2022-06-12,2.5
2022-06-13,2.688
2022-06-14,2.709
2022-06-15,2.671
2022-06-16,2.327
2022-06-17,2.227
2022-06-18,2.227
2022-06-19,2.227
2022-06-20,2.227
2022-06-21,2.222
2022-06-22,2.229
2022-06-23,2.256
2022-06-24,2.147
2022-06-25,2.147
2022-06-26,2.147
2022-06-27,2.202
2022-06-28,2.207
2022-06-29,2.223
2022-06-30,2.247
2022-07-01,2.186
2022-07-02,2.186
2022-07-03,2.186
2022-07-04,2.186
2022-07-05,2.167
2022-07-06,2.191
2022-07-07,2.197
2022-07-08,2.201
2022-07-09,2.201
2022-07-10,2.201
2022-07-11,2.231
2022-07-12,2.153
2022-07-13,2.181
2022-07-14,2.206
2022-07-15,2.179
2022-07-16,2.179
2022-07-17,2.179
2022-07-18,2.167
2022-07-19,2.103
2022-07-20,2.074
2022-07-21,2.084
2022-07-22,2.105
2022-07-23,2.105
2022-07-24,2.105
2022-07-25,2.058
2022-07-26,2.123
2022-07-27,2.055
2022-07-28,2.045
2022-07-29,2.03
2022-07-30,2.03
2022-07-31,2.03
2022-08-01,1.989
2022-08-02,2.022
2022-08-03,1.944
2022-08-04,1.918
2022-08-05,1.933
2022-08-06,1.933
2022-08-07,1.933
2022-08-08,1.923
2022-08-09,1.968
2022-08-10,1.931
2022-08-11,1.947
2022-08-12,1.901
2022-08-13,1.901
2022-08-14,1.901
2022-08-15,1.858
2022-08-16,1.866
2022-08-17,1.93
2022-08-18,1.928
2022-08-19,1.98
2022-08-20,1.98
2022-08-21,1.98
2022-08-22,2.037
2022-08-23,2.022
2022-08-24,1.982
2022-08-25,1.948
2022-08-26,2.005
2022-08-27,2.005
2022-08-28,2.005
2022-08-29,2.016
2022-08-30,2.006
2022-08-31,2.066
2022-09-01,2.06
2022-09-02,2.063
2022-09-03,2.063
2022-09-04,2.063
2022-09-05,2.063
2022-09-06,2.05
2022-09-07,1.953
2022-09-08,1.97
2022-09-09,1.933
2022-09-10,1.933
2022-09-11,1.933
2022-09-12,1.922
2022-09-13,2.003
2022-09-14,1.958
2022-09-15,1.946
2022-09-16,2.028
2022-09-17,2.028
2022-09-18,2.028
2022-09-19,1.966
2022-09-20,1.985
2022-09-21,2.069
2022-09-22,2.149
2022-09-23,2.207
2022-09-24,2.207
2022-09-25,2.207
2022-09-26,2.319
2022-09-27,2.305
2022-09-28,2.23
2022-09-29,2.299
2022-09-30,2.299
2022-10-01,2.299
2022-10-02,2.299
2022-10-03,2.255
2022-10-04,2.11
2022-10-05,2.11
2022-10-06,2.12
2022-10-07,2.169
2022-10-08,2.169
2022-10-09,2.169
2022-10-10,2.186
2022-10-11,2.209
2022-10-12,2.184
2022-10-13,2.148
2022-10-14,2.152
2022-10-15,2.152
2022-10-16,2.152
2022-10-17,2.167
2022-10-18,2.126
2022-10-19,2.151
2022-10-20,2.257
2022-10-21,1.951
2022-10-22,1.951
2022-10-23,1.951
2022-10-24,1.879
2022-10-25,1.843
2022-10-26,1.867
2022-10-27,1.849
2022-10-28,1.801
2022-10-29,1.801
2022-10-30,1.801
2022-10-31,1.799
2022-11-01,1.797
2022-11-02,1.837
2022-11-03,1.825
2022-11-04,1.783
2022-11-05,1.783
2022-11-06,1.783
2022-11-07,1.776
2022-11-08,1.773
2022-11-09,1.808
2022-11-10,1.704
2022-11-11,1.693
2022-11-12,1.693
2022-11-13,1.693
2022-11-14,1.729
2022-11-15,1.708
2022-11-16,1.751
2022-11-17,1.744
2022-11-18,1.714
2022-11-19,1.714
2022-11-20,1.714
2022-11-21,1.728
2022-11-22,1.741
2022-11-23,1.726
2022-11-24,1.726
2022-11-25,1.706
2022-11-26,1.706
2022-11-27,1.706
2022-11-28,1.747
2022-11-29,1.716
2022-11-30,1.686
2022-12-01,1.687
2022-12-02,0.857
2022-12-03,0.857
2022-12-04,0.857
2022-12-05,0.856
2022-12-06,0.864
2022-12-07,0.903
2022-12-08,0.908
2022-12-09,0.898
2022-12-10,0.898
2022-12-11,0.898
2022-12-12,0.874
2022-12-13,0.883
2022-12-14,0.875
2022-12-15,0.915
2022-12-16,1.735
2022-12-17,1.735
2022-12-18,1.735
2022-12-19,1.788
2022-12-20,1.781
2022-12-21,1.749
2022-12-22,1.789
2022-12-23,1.771
2022-12-24,1.771
2022-12-25,1.771
2022-12-26,1.771
2022-12-27,1.815
2022-12-28,1.857
2022-12-29,1.792
2022-12-30,1.786
2022-12-31,1.786
2023-01-01,1.786
2023-01-02,1.786
2023-01-03,1.819
2023-01-04,1.731
2023-01-05,1.739
2023-01-06,1.694
2023-01-07,1.694
2023-01-08,1.694
2023-01-09,1.678
2023-01-10,1.622
2023-01-11,1.205
2023-01-12,1.164
2023-01-13,1.143
2023-01-14,1.143
2023-01-15,1.143
2023-01-16,1.143
2023-01-17,1.143
2023-01-18,1.166
2023-01-19,1.164
2023-01-20,1.154
2023-01-21,1.154
2023-01-22,1.154
2023-01-23,1.148
2023-01-24,1.156
2023-01-25,1.126
2023-01-26,1.12
2023-01-27,0.902
2023-01-28,0.902
2023-01-29,0.902
2023-01-30,1.146
2023-01-31,1.12
2023-02-01,1.109
2023-02-02,1.073
2023-02-03,1.075
2023-02-04,1.075
2023-02-05,1.075
2023-02-06,1.097
2023-02-07,1.11
2023-02-08,1.117
2023-02-09,1.133
2023-02-10,1.16
2023-02-11,1.16
2023-02-12,1.16
2023-02-13,1.146
2023-02-14,1.137
2023-02-15,1.144
2023-02-16,1.171
2023-02-17,1.171
2023-02-18,1.171
2023-02-19,1.171
2023-02-20,1.171
2023-02-21,1.203
2023-02-22,1.21
2023-02-23,1.205
2023-02-24,1.216
2023-02-25,1.216
2023-02-26,1.216
2023-02-27,1.2
2023-02-28,1.202
2023-03-01,1.192
2023-03-02,1.198
2023-03-03,1.187
2023-03-04,1.187
2023-03-05,1.187
2023-03-06,1.2
2023-03-07,1.185
2023-03-08,1.168
2023-03-09,1.21
2023-03-10,1.247
2023-03-11,1.247
2023-03-12,1.247
2023-03-13,1.304
2023-03-14,1.361
2023-03-15,1.424
2023-03-16,1.42
2023-03-17,1.463
2023-03-18,1.463
2023-03-19,1.463
2023-03-20,1.464
2023-03-21,1.418
2023-03-22,1.459
2023-03-23,1.494
2023-03-24,1.508
2023-03-25,1.508
2023-03-26,1.508
2023-03-27,1.475
2023-03-28,1.444
2023-03-29,1.415
2023-03-30,1.403
2023-03-31,1.37
2023-04-01,1.37
2023-04-02,1.37
2023-04-03,1.366
2023-04-04,1.37
2023-04-05,1.371
2023-04-06,0.476
2023-04-07,0.476
2023-04-08,0.476
2023-04-09,0.476
2023-04-10,0.471
2023-04-11,0.463
2023-04-12,0.476
2023-04-13,0.472
2023-04-14,0.477
2023-04-15,0.477
2023-04-16,0.477
2023-04-17,0.469
2023-04-18,0.47
2023-04-19,0.458
2023-04-20,0.459
2023-04-21,0.45
2023-04-22,0.45
2023-04-23,0.45
2023-04-24,0.363
2023-04-25,0.376
2023-04-26,0.379
2023-04-27,0.372
2023-04-28,0.368
2023-04-29,0.368
2023-04-30,0.368
2023-05-01,0.368
2023-05-02,0.369
2023-05-03,0.368
2023-05-04,0.38
2023-05-05,0.371
2023-05-06,0.371
2023-05-07,0.371
2023-05-08,0.368
2023-05-09,0.364
2023-05-10,0.371
2023-05-11,0.372
2023-05-12,0.375
2023-05-13,0.375
2023-05-14,0.375
2023-05-15,0.369
2023-05-16,0.312
2023-05-17,0.294
2023-05-18,0.295
2023-05-19,0.299
2023-05-20,0.299
2023-05-21,0.299
2023-05-22,0.296
2023-05-23,0.297
2023-05-24,0.302
2023-05-25,0.295
2023-05-26,0.295
2023-05-27,0.295
2023-05-28,0.295
2023-05-29,0.295
2023-05-30,0.294
2023-05-31,0.296
2023-06-01,0.297
2023-06-02,0.289
2023-06-03,0.289
2023-06-04,0.289
2023-06-05,0.287
2023-06-06,0.28
2023-06-07,0.275
2023-06-08,0.273
2023-06-09,0.273
2023-06-10,0.273
2023-06-11,0.273
2023-06-12,0.268
2023-06-13,0.262
2023-06-14,0.264
2023-06-15,0.264
2023-06-16,0.264
2023-06-17,0.264
2023-06-18,0.264
2023-06-19,0.264
2023-06-20,0.269
2023-06-21,0.268
2023-06-22,0.268
