,ECOL US Equity
2020-08-27,2.359
2020-08-28,2.336
2020-08-29,2.336
2020-08-30,2.336
2020-08-31,2.37
2020-09-01,2.332
2020-09-02,2.368
2020-09-03,2.437
2020-09-04,2.445
2020-09-05,2.445
2020-09-06,2.445
2020-09-07,2.445
2020-09-08,2.442
2020-09-09,2.363
2020-09-10,2.359
2020-09-11,2.451
2020-09-12,2.451
2020-09-13,2.451
2020-09-14,2.475
2020-09-15,2.554
2020-09-16,2.511
2020-09-17,2.514
2020-09-18,2.608
2020-09-19,2.608
2020-09-20,2.608
2020-09-21,2.794
2020-09-22,2.787
2020-09-23,2.822
2020-09-24,2.841
2020-09-25,2.791
2020-09-26,2.791
2020-09-27,2.791
2020-09-28,2.729
2020-09-29,2.728
2020-09-30,2.694
2020-10-01,2.702
2020-10-02,2.632
2020-10-03,2.632
2020-10-04,2.632
2020-10-05,2.603
2020-10-06,2.623
2020-10-07,2.587
2020-10-08,2.552
2020-10-09,2.589
2020-10-10,2.589
2020-10-11,2.589
2020-10-12,2.509
2020-10-13,2.551
2020-10-14,2.555
2020-10-15,2.55
2020-10-16,2.613
2020-10-17,2.613
2020-10-18,2.613
2020-10-19,2.64
2020-10-20,2.605
2020-10-21,2.587
2020-10-22,2.58
2020-10-23,2.543
2020-10-24,2.543
2020-10-25,2.543
2020-10-26,2.703
2020-10-27,2.847
2020-10-28,2.899
2020-10-29,2.915
2020-10-30,2.883
2020-10-31,2.883
2020-11-01,2.883
2020-11-02,2.74
2020-11-03,2.634
2020-11-04,2.667
2020-11-05,2.564
2020-11-06,2.655
2020-11-07,2.655
2020-11-08,2.655
2020-11-09,2.463
2020-11-10,2.411
2020-11-11,2.397
2020-11-12,2.537
2020-11-13,2.453
2020-11-14,2.453
2020-11-15,2.453
2020-11-16,2.444
2020-11-17,2.496
2020-11-18,2.527
2020-11-19,2.514
2020-11-20,2.544
2020-11-21,2.544
2020-11-22,2.544
2020-11-23,2.487
2020-11-24,2.421
2020-11-25,2.408
2020-11-26,2.408
2020-11-27,2.438
2020-11-28,2.438
2020-11-29,2.438
2020-11-30,2.597
2020-12-01,2.569
2020-12-02,2.595
2020-12-03,2.554
2020-12-04,2.502
2020-12-05,2.502
2020-12-06,2.502
2020-12-07,2.53
2020-12-08,2.521
2020-12-09,2.475
2020-12-10,2.432
2020-12-11,2.431
2020-12-12,2.431
2020-12-13,2.431
2020-12-14,2.402
2020-12-15,2.411
2020-12-16,2.469
2020-12-17,2.483
2020-12-18,2.416
2020-12-19,2.416
2020-12-20,2.416
2020-12-21,2.449
2020-12-22,2.451
2020-12-23,2.434
2020-12-24,2.436
2020-12-25,2.436
2020-12-26,2.436
2020-12-27,2.436
2020-12-28,2.392
2020-12-29,2.424
2020-12-30,2.422
2020-12-31,2.422
2021-01-01,2.422
2021-01-02,2.422
2021-01-03,2.422
2021-01-04,2.493
2021-01-05,2.519
2021-01-06,2.352
2021-01-07,2.335
2021-01-08,2.283
2021-01-09,2.283
2021-01-10,2.283
2021-01-11,2.293
2021-01-12,2.267
2021-01-13,2.344
2021-01-14,2.317
2021-01-15,2.414
2021-01-16,2.414
2021-01-17,2.414
2021-01-18,2.414
2021-01-19,2.429
2021-01-20,2.449
2021-01-21,2.434
2021-01-22,2.401
2021-01-23,2.401
2021-01-24,2.401
2021-01-25,2.402
2021-01-26,2.472
2021-01-27,2.457
2021-01-28,2.543
2021-01-29,2.667
2021-01-30,2.667
2021-01-31,2.667
2021-02-01,2.592
2021-02-02,2.537
2021-02-03,2.487
2021-02-04,2.478
2021-02-05,2.429
2021-02-06,2.429
2021-02-07,2.429
2021-02-08,2.333
2021-02-09,2.318
2021-02-10,2.337
2021-02-11,2.342
2021-02-12,2.347
2021-02-13,2.347
2021-02-14,2.347
2021-02-15,2.347
2021-02-16,2.343
2021-02-17,2.296
2021-02-18,2.331
2021-02-19,2.344
2021-02-20,2.344
2021-02-21,2.344
2021-02-22,2.248
2021-02-23,2.223
2021-02-24,2.148
2021-02-25,2.239
2021-02-26,2.303
2021-02-27,2.303
2021-02-28,2.303
2021-03-01,1.361
2021-03-02,1.371
2021-03-03,1.347
2021-03-04,1.361
2021-03-05,1.295
2021-03-06,1.295
2021-03-07,1.295
2021-03-08,1.249
2021-03-09,1.261
2021-03-10,1.232
2021-03-11,1.216
2021-03-12,1.179
2021-03-13,1.179
2021-03-14,1.179
2021-03-15,1.174
2021-03-16,1.193
2021-03-17,1.198
2021-03-18,1.211
2021-03-19,1.209
2021-03-20,1.209
2021-03-21,1.209
2021-03-22,1.231
2021-03-23,1.322
2021-03-24,1.311
2021-03-25,1.284
2021-03-26,1.248
2021-03-27,1.248
2021-03-28,1.248
2021-03-29,1.269
2021-03-30,1.258
2021-03-31,1.273
2021-04-01,1.244
2021-04-02,1.244
2021-04-03,1.244
2021-04-04,1.244
2021-04-05,1.235
2021-04-06,1.253
2021-04-07,1.288
2021-04-08,1.272
2021-04-09,1.246
2021-04-10,1.246
2021-04-11,1.246
2021-04-12,1.257
2021-04-13,1.266
2021-04-14,1.248
2021-04-15,1.255
2021-04-16,1.251
2021-04-17,1.251
2021-04-18,1.251
2021-04-19,1.243
2021-04-20,1.277
2021-04-21,1.261
2021-04-22,1.266
2021-04-23,1.242
2021-04-24,1.242
2021-04-25,1.242
2021-04-26,1.243
2021-04-27,1.247
2021-04-28,1.232
2021-04-29,1.219
2021-04-30,1.248
2021-05-01,1.248
2021-05-02,1.248
2021-05-03,1.26
2021-05-04,0.738
2021-05-05,0.725
2021-05-06,0.721
2021-05-07,0.717
2021-05-08,0.717
2021-05-09,0.717
2021-05-10,0.737
2021-05-11,0.761
2021-05-12,0.767
2021-05-13,0.738
2021-05-14,0.735
2021-05-15,0.735
2021-05-16,0.735
2021-05-17,0.735
2021-05-18,0.751
2021-05-19,0.772
2021-05-20,0.772
2021-05-21,0.763
2021-05-22,0.763
2021-05-23,0.763
2021-05-24,0.77
2021-05-25,0.795
2021-05-26,0.793
2021-05-27,0.786
2021-05-28,0.782
2021-05-29,0.782
2021-05-30,0.782
2021-05-31,0.782
2021-06-01,0.771
2021-06-02,0.801
2021-06-03,0.803
2021-06-04,0.806
2021-06-05,0.806
2021-06-06,0.806
2021-06-07,0.819
2021-06-08,0.825
2021-06-09,0.82
2021-06-10,0.836
2021-06-11,0.833
2021-06-12,0.833
2021-06-13,0.833
2021-06-14,0.825
2021-06-15,0.823
2021-06-16,0.823
2021-06-17,0.828
2021-06-18,0.846
2021-06-19,0.846
2021-06-20,0.846
2021-06-21,0.828
2021-06-22,0.827
2021-06-23,0.824
2021-06-24,0.82
2021-06-25,0.819
2021-06-26,0.819
2021-06-27,0.819
2021-06-28,0.833
2021-06-29,0.836
2021-06-30,0.826
2021-07-01,0.818
2021-07-02,0.822
2021-07-03,0.822
2021-07-04,0.822
2021-07-05,0.822
2021-07-06,0.827
2021-07-07,0.826
2021-07-08,0.851
2021-07-09,0.832
2021-07-10,0.832
2021-07-11,0.832
2021-07-12,0.836
2021-07-13,0.868
2021-07-14,0.873
2021-07-15,0.871
2021-07-16,0.858
2021-07-17,0.858
2021-07-18,0.858
2021-07-19,0.855
2021-07-20,0.839
2021-07-21,0.833
2021-07-22,0.844
2021-07-23,0.84
2021-07-24,0.84
2021-07-25,0.84
2021-07-26,0.836
2021-07-27,0.845
2021-07-28,0.844
2021-07-29,0.812
2021-07-30,0.886
2021-07-31,0.886
2021-08-01,0.886
2021-08-02,0.844
2021-08-03,0.834
2021-08-04,0.844
2021-08-05,0.832
2021-08-06,0.837
2021-08-07,0.837
2021-08-08,0.837
2021-08-09,0.855
2021-08-10,0.827
2021-08-11,0.821
2021-08-12,0.837
2021-08-13,0.84
2021-08-14,0.84
2021-08-15,0.84
2021-08-16,0.835
2021-08-17,0.854
2021-08-18,0.879
2021-08-19,0.878
2021-08-20,0.861
2021-08-21,0.861
2021-08-22,0.861
2021-08-23,0.861
2021-08-24,0.848
2021-08-25,0.854
2021-08-26,0.872
2021-08-27,0.866
2021-08-28,0.866
2021-08-29,0.866
2021-08-30,0.868
2021-08-31,0.865
2021-09-01,0.866
2021-09-02,0.863
2021-09-03,0.881
2021-09-04,0.881
2021-09-05,0.881
2021-09-06,0.881
2021-09-07,0.874
2021-09-08,0.868
2021-09-09,0.867
2021-09-10,0.873
2021-09-11,0.873
2021-09-12,0.873
2021-09-13,0.865
2021-09-14,0.88
2021-09-15,0.886
2021-09-16,0.902
2021-09-17,0.902
2021-09-18,0.902
2021-09-19,0.902
2021-09-20,0.923
2021-09-21,0.928
2021-09-22,0.913
2021-09-23,0.913
2021-09-24,0.92
2021-09-25,0.92
2021-09-26,0.92
2021-09-27,0.906
2021-09-28,0.928
2021-09-29,0.925
2021-09-30,0.958
2021-10-01,0.939
2021-10-02,0.939
2021-10-03,0.939
2021-10-04,0.935
2021-10-05,0.956
2021-10-06,1.012
2021-10-07,1.002
2021-10-08,0.998
2021-10-09,0.998
2021-10-10,0.998
2021-10-11,1.01
2021-10-12,1.008
2021-10-13,1.02
2021-10-14,0.995
2021-10-15,0.987
2021-10-16,0.987
2021-10-17,0.987
2021-10-18,0.984
2021-10-19,1.012
2021-10-20,0.982
2021-10-21,0.973
2021-10-22,0.969
2021-10-23,0.969
2021-10-24,0.969
2021-10-25,0.973
2021-10-26,0.968
2021-10-27,0.991
2021-10-28,0.962
2021-10-29,0.963
2021-10-30,0.963
2021-10-31,0.963
2021-11-01,0.932
2021-11-02,0.946
2021-11-03,0.945
2021-11-04,0.952
2021-11-05,0.886
2021-11-06,0.886
2021-11-07,0.886
2021-11-08,0.868
2021-11-09,0.886
2021-11-10,0.879
2021-11-11,0.867
2021-11-12,0.867
2021-11-13,0.867
2021-11-14,0.867
2021-11-15,0.873
2021-11-16,0.866
2021-11-17,0.877
2021-11-18,0.885
2021-11-19,0.884
2021-11-20,0.884
2021-11-21,0.884
2021-11-22,0.867
2021-11-23,0.861
2021-11-24,0.861
2021-11-25,0.861
2021-11-26,0.895
2021-11-27,0.895
2021-11-28,0.895
2021-11-29,0.894
2021-11-30,0.91
2021-12-01,0.916
2021-12-02,0.887
2021-12-03,0.913
2021-12-04,0.913
2021-12-05,0.913
2021-12-06,0.868
2021-12-07,0.858
2021-12-08,0.857
2021-12-09,0.882
2021-12-10,0.904
2021-12-11,0.904
2021-12-12,0.904
2021-12-13,0.913
2021-12-14,0.936
2021-12-15,0.953
2021-12-16,0.964
2021-12-17,1.01
2021-12-18,1.01
2021-12-19,1.01
2021-12-20,1.039
2021-12-21,1.029
2021-12-22,1.032
2021-12-23,1.014
2021-12-24,1.014
2021-12-25,1.014
2021-12-26,1.014
2021-12-27,0.989
2021-12-28,0.994
2021-12-29,0.983
2021-12-30,0.979
2021-12-31,0.971
2022-01-01,0.971
2022-01-02,0.971
2022-01-03,0.973
2022-01-04,0.966
2022-01-05,0.988
2022-01-06,0.98
2022-01-07,0.967
2022-01-08,0.967
2022-01-09,0.967
2022-01-10,0.97
2022-01-11,0.979
2022-01-12,0.974
2022-01-13,0.984
2022-01-14,0.984
2022-01-15,0.984
2022-01-16,0.984
2022-01-17,0.984
2022-01-18,1.017
2022-01-19,1.034
2022-01-20,1.066
2022-01-21,1.067
2022-01-22,1.067
2022-01-23,1.067
2022-01-24,1.041
2022-01-25,1.065
2022-01-26,1.116
2022-01-27,1.156
2022-01-28,1.133
2022-01-29,1.133
2022-01-30,1.133
2022-01-31,1.085
2022-02-01,1.082
2022-02-02,1.088
2022-02-03,1.127
2022-02-04,1.142
2022-02-05,1.142
2022-02-06,1.142
2022-02-07,1.158
2022-02-08,1.1
2022-02-09,0.656
2022-02-10,0.659
2022-02-11,0.66
2022-02-12,0.66
2022-02-13,0.66
2022-02-14,0.661
2022-02-15,0.661
2022-02-16,0.66
2022-02-17,0.66
2022-02-18,0.659
2022-02-19,0.659
2022-02-20,0.659
2022-02-21,0.659
2022-02-22,0.658
2022-02-23,0.655
2022-02-24,0.65
2022-02-25,0.379
2022-02-26,0.379
2022-02-27,0.379
2022-02-28,0.379
2022-03-01,0.379
2022-03-02,0.38
2022-03-03,0.378
2022-03-04,0.378
2022-03-05,0.378
2022-03-06,0.378
2022-03-07,0.38
2022-03-08,0.379
2022-03-09,0.379
2022-03-10,0.379
2022-03-11,0.38
2022-03-12,0.38
2022-03-13,0.38
2022-03-14,0.378
2022-03-15,0.379
2022-03-16,0.379
2022-03-17,0.379
2022-03-18,0.379
2022-03-19,0.379
2022-03-20,0.379
2022-03-21,0.379
2022-03-22,0.379
2022-03-23,0.379
2022-03-24,0.378
2022-03-25,0.378
2022-03-26,0.378
2022-03-27,0.378
2022-03-28,0.38
2022-03-29,0.381
2022-03-30,0.38
2022-03-31,0.376
2022-04-01,0.376
2022-04-02,0.376
2022-04-03,0.376
2022-04-04,0.376
2022-04-05,0.376
2022-04-06,0.376
2022-04-07,0.375
2022-04-08,0.375
2022-04-09,0.375
2022-04-10,0.375
2022-04-11,0.376
2022-04-12,0.376
2022-04-13,0.375
2022-04-14,0.375
2022-04-15,0.375
2022-04-16,0.375
2022-04-17,0.375
2022-04-18,0.375
2022-04-19,0.375
2022-04-20,0.375
2022-04-21,0.375
2022-04-22,0.375
2022-04-23,0.375
2022-04-24,0.375
2022-04-25,0.375
2022-04-26,0.375
2022-04-27,0.375
2022-04-28,0.375
2022-04-29,0.375
2022-04-30,0.375
2022-05-01,0.375
2022-05-02,0.375
2022-05-03,0.375
2022-05-04,0.375
2022-05-05,0.375
2022-05-06,0.375
2022-05-07,0.375
2022-05-08,0.375
2022-05-09,0.375
2022-05-10,0.375
2022-05-11,0.375
2022-05-12,0.375
2022-05-13,0.375
2022-05-14,0.375
2022-05-15,0.375
2022-05-16,0.375
2022-05-17,0.375
2022-05-18,0.375
2022-05-19,0.375
2022-05-20,0.375
2022-05-21,0.375
2022-05-22,0.375
2022-05-23,0.375
2022-05-24,0.375
2022-05-25,0.375
2022-05-26,0.375
2022-05-27,0.375
2022-05-28,0.375
2022-05-29,0.375
2022-05-30,0.375
2022-05-31,0.375
2022-06-01,0.375
2022-06-02,0.375
2022-06-03,0.375
2022-06-04,0.375
2022-06-05,0.375
2022-06-06,0.375
2022-06-07,0.375
2022-06-08,0.375
2022-06-09,0.375
2022-06-10,0.375
2022-06-11,0.375
2022-06-12,0.375
2022-06-13,0.375
2022-06-14,0.375
2022-06-15,0.375
2022-06-16,0.375
2022-06-17,0.375
2022-06-18,0.375
2022-06-19,0.375
2022-06-20,0.375
2022-06-21,0.375
2022-06-22,0.375
2022-06-23,0.375
2022-06-24,0.375
2022-06-25,0.375
2022-06-26,0.375
2022-06-27,0.375
2022-06-28,0.375
2022-06-29,0.375
2022-06-30,0.375
2022-07-01,0.375
2022-07-02,0.375
2022-07-03,0.375
2022-07-04,0.375
2022-07-05,0.375
2022-07-06,0.375
2022-07-07,0.375
2022-07-08,0.375
2022-07-09,0.375
2022-07-10,0.375
2022-07-11,0.375
2022-07-12,0.375
2022-07-13,0.375
2022-07-14,0.375
2022-07-15,0.375
2022-07-16,0.375
2022-07-17,0.375
2022-07-18,0.375
2022-07-19,0.375
2022-07-20,0.375
2022-07-21,0.375
2022-07-22,0.375
2022-07-23,0.375
2022-07-24,0.375
2022-07-25,0.375
2022-07-26,0.375
2022-07-27,0.375
2022-07-28,0.375
2022-07-29,0.375
2022-07-30,0.375
2022-07-31,0.375
2022-08-01,0.375
2022-08-02,0.375
2022-08-03,0.375
2022-08-04,0.375
2022-08-05,0.375
2022-08-06,0.375
2022-08-07,0.375
2022-08-08,0.375
2022-08-09,0.375
2022-08-10,0.375
2022-08-11,0.375
2022-08-12,0.375
2022-08-13,0.375
2022-08-14,0.375
2022-08-15,0.375
2022-08-16,0.375
2022-08-17,0.375
2022-08-18,0.375
2022-08-19,0.375
2022-08-20,0.375
2022-08-21,0.375
2022-08-22,0.375
2022-08-23,0.375
2022-08-24,0.375
2022-08-25,0.375
2022-08-26,0.375
2022-08-27,0.375
2022-08-28,0.375
2022-08-29,0.375
2022-08-30,0.375
2022-08-31,0.375
2022-09-01,0.375
2022-09-02,0.375
2022-09-03,0.375
2022-09-04,0.375
2022-09-05,0.375
2022-09-06,0.375
2022-09-07,0.375
2022-09-08,0.375
2022-09-09,0.375
2022-09-10,0.375
2022-09-11,0.375
2022-09-12,0.375
2022-09-13,0.375
2022-09-14,0.375
2022-09-15,0.375
2022-09-16,0.375
2022-09-17,0.375
2022-09-18,0.375
2022-09-19,0.375
2022-09-20,0.375
2022-09-21,0.375
2022-09-22,0.375
2022-09-23,0.375
2022-09-24,0.375
2022-09-25,0.375
2022-09-26,0.375
2022-09-27,0.375
2022-09-28,0.375
2022-09-29,0.375
2022-09-30,0.375
2022-10-01,0.375
2022-10-02,0.375
2022-10-03,0.375
2022-10-04,0.375
2022-10-05,0.375
2022-10-06,0.375
2022-10-07,0.375
2022-10-08,0.375
2022-10-09,0.375
2022-10-10,0.375
2022-10-11,0.375
2022-10-12,0.375
2022-10-13,0.375
2022-10-14,0.375
2022-10-15,0.375
2022-10-16,0.375
2022-10-17,0.375
2022-10-18,0.375
2022-10-19,0.375
2022-10-20,0.375
2022-10-21,0.375
2022-10-22,0.375
2022-10-23,0.375
2022-10-24,0.375
2022-10-25,0.375
2022-10-26,0.375
2022-10-27,0.375
2022-10-28,0.375
2022-10-29,0.375
2022-10-30,0.375
2022-10-31,0.375
2022-11-01,0.375
2022-11-02,0.375
2022-11-03,0.375
2022-11-04,0.375
2022-11-05,0.375
2022-11-06,0.375
2022-11-07,0.375
2022-11-08,0.375
2022-11-09,0.375
2022-11-10,0.375
2022-11-11,0.375
2022-11-12,0.375
2022-11-13,0.375
2022-11-14,0.375
2022-11-15,0.375
2022-11-16,0.375
2022-11-17,0.375
2022-11-18,0.375
2022-11-19,0.375
2022-11-20,0.375
2022-11-21,0.375
2022-11-22,0.375
2022-11-23,0.375
2022-11-24,0.375
2022-11-25,0.375
2022-11-26,0.375
2022-11-27,0.375
2022-11-28,0.375
2022-11-29,0.375
2022-11-30,0.375
2022-12-01,0.375
2022-12-02,0.375
2022-12-03,0.375
2022-12-04,0.375
2022-12-05,0.375
2022-12-06,0.375
2022-12-07,0.375
2022-12-08,0.375
2022-12-09,0.375
2022-12-10,0.375
2022-12-11,0.375
2022-12-12,0.375
2022-12-13,0.375
2022-12-14,0.375
2022-12-15,0.375
2022-12-16,0.375
2022-12-17,0.375
2022-12-18,0.375
2022-12-19,0.375
2022-12-20,0.375
2022-12-21,0.375
2022-12-22,0.375
2022-12-23,0.375
2022-12-24,0.375
2022-12-25,0.375
2022-12-26,0.375
2022-12-27,0.375
2022-12-28,0.375
2022-12-29,0.375
2022-12-30,0.375
2022-12-31,0.375
2023-01-01,0.375
2023-01-02,0.375
2023-01-03,0.375
2023-01-04,0.375
2023-01-05,0.375
2023-01-06,0.375
2023-01-07,0.375
2023-01-08,0.375
2023-01-09,0.375
2023-01-10,0.375
2023-01-11,0.375
2023-01-12,0.375
2023-01-13,0.375
2023-01-14,0.375
2023-01-15,0.375
2023-01-16,0.375
2023-01-17,0.375
2023-01-18,0.375
2023-01-19,0.375
2023-01-20,0.375
2023-01-21,0.375
2023-01-22,0.375
2023-01-23,0.375
2023-01-24,0.375
2023-01-25,0.375
2023-01-26,0.375
2023-01-27,0.375
2023-01-28,0.375
2023-01-29,0.375
2023-01-30,0.375
2023-01-31,0.375
2023-02-01,0.375
2023-02-02,0.375
2023-02-03,0.375
2023-02-04,0.375
2023-02-05,0.375
2023-02-06,0.375
2023-02-07,0.375
2023-02-08,0.375
2023-02-09,0.375
2023-02-10,0.375
2023-02-11,0.375
2023-02-12,0.375
2023-02-13,0.375
2023-02-14,0.375
2023-02-15,0.375
2023-02-16,0.375
2023-02-17,0.375
2023-02-18,0.375
2023-02-19,0.375
2023-02-20,0.375
2023-02-21,0.375
2023-02-22,0.375
2023-02-23,0.375
2023-02-24,0.375
2023-02-25,0.375
2023-02-26,0.375
2023-02-27,0.375
2023-02-28,0.375
2023-03-01,0.375
2023-03-02,0.375
2023-03-03,0.375
2023-03-04,0.375
2023-03-05,0.375
2023-03-06,0.375
2023-03-07,0.375
2023-03-08,0.375
2023-03-09,0.375
2023-03-10,0.375
2023-03-11,0.375
2023-03-12,0.375
2023-03-13,0.375
2023-03-14,0.375
2023-03-15,0.375
2023-03-16,0.375
2023-03-17,0.375
2023-03-18,0.375
2023-03-19,0.375
2023-03-20,0.375
2023-03-21,0.375
2023-03-22,0.375
2023-03-23,0.375
2023-03-24,0.375
2023-03-25,0.375
2023-03-26,0.375
2023-03-27,0.375
2023-03-28,0.375
2023-03-29,0.375
2023-03-30,0.375
2023-03-31,0.375
2023-04-01,0.375
2023-04-02,0.375
2023-04-03,0.375
2023-04-04,0.375
2023-04-05,0.375
2023-04-06,0.375
2023-04-07,0.375
2023-04-08,0.375
2023-04-09,0.375
2023-04-10,0.375
2023-04-11,0.375
2023-04-12,0.375
2023-04-13,0.375
2023-04-14,0.375
2023-04-15,0.375
2023-04-16,0.375
2023-04-17,0.375
2023-04-18,0.375
2023-04-19,0.375
2023-04-20,0.375
2023-04-21,0.375
2023-04-22,0.375
2023-04-23,0.375
2023-04-24,0.375
2023-04-25,0.375
2023-04-26,0.375
2023-04-27,0.375
2023-04-28,0.375
2023-04-29,0.375
2023-04-30,0.375
2023-05-01,0.375
2023-05-02,0.375
2023-05-03,0.375
2023-05-04,0.375
2023-05-05,0.375
2023-05-06,0.375
2023-05-07,0.375
2023-05-08,0.375
2023-05-09,0.375
2023-05-10,0.375
2023-05-11,0.375
2023-05-12,0.375
2023-05-13,0.375
2023-05-14,0.375
2023-05-15,0.375
2023-05-16,0.375
2023-05-17,0.375
2023-05-18,0.375
2023-05-19,0.375
2023-05-20,0.375
2023-05-21,0.375
2023-05-22,0.375
2023-05-23,0.375
2023-05-24,0.375
2023-05-25,0.375
2023-05-26,0.375
2023-05-27,0.375
2023-05-28,0.375
2023-05-29,0.375
2023-05-30,0.375
2023-05-31,0.375
2023-06-01,0.375
2023-06-02,0.375
2023-06-03,0.375
2023-06-04,0.375
2023-06-05,0.375
2023-06-06,0.375
2023-06-07,0.375
2023-06-08,0.375
2023-06-09,0.375
2023-06-10,0.375
2023-06-11,0.375
2023-06-12,0.375
2023-06-13,0.375
2023-06-14,0.375
2023-06-15,0.375
2023-06-16,0.375
2023-06-17,0.375
2023-06-18,0.375
2023-06-19,0.375
2023-06-20,0.375
2023-06-21,0.375
2023-06-22,0.375
2023-06-23,0.375
2023-06-24,0.375
2023-06-25,0.375
2023-06-26,0.375
2023-06-27,0.375
2023-06-28,0.375
2023-06-29,0.375
2023-06-30,0.375
2023-07-01,0.375
2023-07-02,0.375
2023-07-03,0.375
2023-07-04,0.375
2023-07-05,0.375
2023-07-06,0.375
2023-07-07,0.375
2023-07-08,0.375
