,DFS US Equity
2020-03-31,3.707
2020-04-01,4.194
2020-04-02,4.267
2020-04-03,4.635
2020-04-04,4.635
2020-04-05,4.635
2020-04-06,3.952
2020-04-07,3.778
2020-04-08,3.553
2020-04-09,3.373
2020-04-10,3.373
2020-04-11,3.373
2020-04-12,3.373
2020-04-13,3.655
2020-04-14,3.722
2020-04-15,4.01
2020-04-16,4.173
2020-04-17,3.774
2020-04-18,3.774
2020-04-19,3.774
2020-04-20,3.755
2020-04-21,3.855
2020-04-22,3.762
2020-04-23,3.798
2020-04-24,3.65
2020-04-25,3.65
2020-04-26,3.65
2020-04-27,3.532
2020-04-28,3.301
2020-04-29,2.88
2020-04-30,3.077
2020-05-01,3.196
2020-05-02,3.196
2020-05-03,3.196
2020-05-04,3.196
2020-05-05,3.217
2020-05-06,3.379
2020-05-07,3.267
2020-05-08,3.095
2020-05-09,3.095
2020-05-10,3.095
2020-05-11,3.268
2020-05-12,3.373
2020-05-13,3.634
2020-05-14,3.371
2020-05-15,3.48
2020-05-16,3.48
2020-05-17,3.48
2020-05-18,3.221
2020-05-19,3.327
2020-05-20,3.189
2020-05-21,3.209
2020-05-22,3.231
2020-05-23,3.231
2020-05-24,3.231
2020-05-25,3.231
2020-05-26,2.967
2020-05-27,2.637
2020-05-28,2.644
2020-05-29,2.753
2020-05-30,2.753
2020-05-31,2.753
2020-06-01,2.624
2020-06-02,2.496
2020-06-03,2.289
2020-06-04,2.245
2020-06-05,2.157
2020-06-06,2.157
2020-06-07,2.157
2020-06-08,2.134
2020-06-09,2.222
2020-06-10,2.379
2020-06-11,2.647
2020-06-12,2.468
2020-06-13,2.468
2020-06-14,2.468
2020-06-15,2.397
2020-06-16,2.339
2020-06-17,2.374
2020-06-18,2.429
2020-06-19,2.434
2020-06-20,2.434
2020-06-21,2.434
2020-06-22,2.421
2020-06-23,2.384
2020-06-24,2.574
2020-06-25,2.512
2020-06-26,2.687
2020-06-27,2.687
2020-06-28,2.687
2020-06-29,2.652
2020-06-30,2.611
2020-07-01,2.712
2020-07-02,2.677
2020-07-03,2.677
2020-07-04,2.677
2020-07-05,2.677
2020-07-06,2.584
2020-07-07,2.716
2020-07-08,2.686
2020-07-09,2.815
2020-07-10,2.703
2020-07-11,2.703
2020-07-12,2.703
2020-07-13,2.714
2020-07-14,2.752
2020-07-15,2.597
2020-07-16,2.6
2020-07-17,2.669
2020-07-18,2.669
2020-07-19,2.669
2020-07-20,2.754
2020-07-21,2.668
2020-07-22,2.579
2020-07-23,2.533
2020-07-24,2.573
2020-07-25,2.573
2020-07-26,2.573
2020-07-27,2.527
2020-07-28,2.61
2020-07-29,2.523
2020-07-30,2.594
2020-07-31,2.646
2020-08-01,2.646
2020-08-02,2.646
2020-08-03,2.642
2020-08-04,2.684
2020-08-05,2.592
2020-08-06,2.61
2020-08-07,2.545
2020-08-08,2.545
2020-08-09,2.545
2020-08-10,2.432
2020-08-11,2.345
2020-08-12,2.4
2020-08-13,2.448
2020-08-14,2.408
2020-08-15,2.408
2020-08-16,2.408
2020-08-17,2.487
2020-08-18,2.567
2020-08-19,2.552
2020-08-20,2.596
2020-08-21,2.615
2020-08-22,2.615
2020-08-23,2.615
2020-08-24,2.475
2020-08-25,2.483
2020-08-26,2.516
2020-08-27,2.414
2020-08-28,2.39
2020-08-29,2.39
2020-08-30,2.39
2020-08-31,2.442
2020-09-01,2.448
2020-09-02,2.415
2020-09-03,2.339
2020-09-04,2.27
2020-09-05,2.27
2020-09-06,2.27
2020-09-07,2.27
2020-09-08,2.352
2020-09-09,2.355
2020-09-10,2.398
2020-09-11,2.368
2020-09-12,2.368
2020-09-13,2.368
2020-09-14,2.236
2020-09-15,2.272
2020-09-16,2.189
2020-09-17,2.177
2020-09-18,2.196
2020-09-19,2.196
2020-09-20,2.196
2020-09-21,2.356
2020-09-22,2.378
2020-09-23,2.436
2020-09-24,2.44
2020-09-25,2.395
2020-09-26,2.395
2020-09-27,2.395
2020-09-28,2.296
2020-09-29,2.33
2020-09-30,2.244
2020-10-01,2.201
2020-10-02,2.128
2020-10-03,2.128
2020-10-04,2.128
2020-10-05,2.052
2020-10-06,2.122
2020-10-07,2.035
2020-10-08,1.982
2020-10-09,1.998
2020-10-10,1.998
2020-10-11,1.998
2020-10-12,2.006
2020-10-13,2.022
2020-10-14,2.015
2020-10-15,2.007
2020-10-16,1.98
2020-10-17,1.98
2020-10-18,1.98
2020-10-19,2.04
2020-10-20,2.058
2020-10-21,2.139
2020-10-22,1.96
2020-10-23,1.907
2020-10-24,1.907
2020-10-25,1.907
2020-10-26,1.968
2020-10-27,1.987
2020-10-28,2.073
2020-10-29,2.025
2020-10-30,1.994
2020-10-31,1.994
2020-11-01,1.994
2020-11-02,1.929
2020-11-03,1.869
2020-11-04,1.91
2020-11-05,1.893
2020-11-06,1.909
2020-11-07,1.909
2020-11-08,1.909
2020-11-09,1.702
2020-11-10,1.698
2020-11-11,1.746
2020-11-12,1.767
2020-11-13,1.692
2020-11-14,1.692
2020-11-15,1.692
2020-11-16,1.667
2020-11-17,1.682
2020-11-18,1.694
2020-11-19,1.679
2020-11-20,1.723
2020-11-21,1.723
2020-11-22,1.723
2020-11-23,1.65
2020-11-24,1.58
2020-11-25,1.626
2020-11-26,1.626
2020-11-27,1.634
2020-11-28,1.634
2020-11-29,1.634
2020-11-30,1.692
2020-12-01,1.608
2020-12-02,1.578
2020-12-03,1.595
2020-12-04,1.559
2020-12-05,1.559
2020-12-06,1.559
2020-12-07,1.563
2020-12-08,1.573
2020-12-09,1.55
2020-12-10,1.532
2020-12-11,1.545
2020-12-12,1.545
2020-12-13,1.545
2020-12-14,1.56
2020-12-15,1.51
2020-12-16,1.493
2020-12-17,1.474
2020-12-18,1.499
2020-12-19,1.499
2020-12-20,1.499
2020-12-21,1.481
2020-12-22,1.484
2020-12-23,1.459
2020-12-24,1.46
2020-12-25,1.46
2020-12-26,1.46
2020-12-27,1.46
2020-12-28,1.46
2020-12-29,1.464
2020-12-30,1.444
2020-12-31,1.424
2021-01-01,1.424
2021-01-02,1.424
2021-01-03,1.424
2021-01-04,1.439
2021-01-05,1.421
2021-01-06,1.35
2021-01-07,1.321
2021-01-08,1.327
2021-01-09,1.327
2021-01-10,1.327
2021-01-11,1.354
2021-01-12,1.352
2021-01-13,1.329
2021-01-14,1.31
2021-01-15,1.319
2021-01-16,1.319
2021-01-17,1.319
2021-01-18,1.319
2021-01-19,1.301
2021-01-20,1.29
2021-01-21,1.368
2021-01-22,1.397
2021-01-23,1.397
2021-01-24,1.397
2021-01-25,1.447
2021-01-26,1.485
2021-01-27,1.569
2021-01-28,1.502
2021-01-29,1.543
2021-01-30,1.543
2021-01-31,1.543
2021-02-01,1.568
2021-02-02,1.511
2021-02-03,1.477
2021-02-04,1.409
2021-02-05,1.388
2021-02-06,1.388
2021-02-07,1.388
2021-02-08,1.366
2021-02-09,1.391
2021-02-10,1.381
2021-02-11,1.39
2021-02-12,1.375
2021-02-13,1.375
2021-02-14,1.375
2021-02-15,1.375
2021-02-16,1.344
2021-02-17,1.399
2021-02-18,1.422
2021-02-19,1.366
2021-02-20,1.366
2021-02-21,1.366
2021-02-22,1.345
2021-02-23,1.346
2021-02-24,1.31
2021-02-25,1.351
2021-02-26,1.364
2021-02-27,1.364
2021-02-28,1.364
2021-03-01,1.311
2021-03-02,1.329
2021-03-03,1.326
2021-03-04,1.345
2021-03-05,1.309
2021-03-06,1.309
2021-03-07,1.309
2021-03-08,1.31
2021-03-09,1.316
2021-03-10,1.288
2021-03-11,1.255
2021-03-12,1.255
2021-03-13,1.255
2021-03-14,1.255
2021-03-15,1.274
2021-03-16,1.301
2021-03-17,1.295
2021-03-18,1.341
2021-03-19,1.354
2021-03-20,1.354
2021-03-21,1.354
2021-03-22,1.355
2021-03-23,1.395
2021-03-24,1.381
2021-03-25,1.337
2021-03-26,1.323
2021-03-27,1.323
2021-03-28,1.323
2021-03-29,1.364
2021-03-30,1.347
2021-03-31,1.351
2021-04-01,1.32
2021-04-02,1.32
2021-04-03,1.32
2021-04-04,1.32
2021-04-05,1.297
2021-04-06,1.297
2021-04-07,1.299
2021-04-08,1.289
2021-04-09,1.281
2021-04-10,1.281
2021-04-11,1.281
2021-04-12,1.277
2021-04-13,1.286
2021-04-14,1.266
2021-04-15,1.258
2021-04-16,1.255
2021-04-17,1.255
2021-04-18,1.255
2021-04-19,1.275
2021-04-20,1.326
2021-04-21,1.304
2021-04-22,1.29
2021-04-23,1.248
2021-04-24,1.248
2021-04-25,1.248
2021-04-26,1.208
2021-04-27,1.191
2021-04-28,1.151
2021-04-29,1.122
2021-04-30,1.126
2021-05-01,1.126
2021-05-02,1.126
2021-05-03,1.119
2021-05-04,1.112
2021-05-05,1.104
2021-05-06,1.09
2021-05-07,1.074
2021-05-08,1.074
2021-05-09,1.074
2021-05-10,1.081
2021-05-11,1.122
2021-05-12,1.142
2021-05-13,1.118
2021-05-14,1.098
2021-05-15,1.098
2021-05-16,1.098
2021-05-17,1.086
2021-05-18,1.114
2021-05-19,1.115
2021-05-20,1.117
2021-05-21,1.122
2021-05-22,1.122
2021-05-23,1.122
2021-05-24,1.114
2021-05-25,1.118
2021-05-26,1.107
2021-05-27,1.083
2021-05-28,1.09
2021-05-29,1.09
2021-05-30,1.09
2021-05-31,1.09
2021-06-01,1.057
2021-06-02,1.056
2021-06-03,1.043
2021-06-04,1.036
2021-06-05,1.036
2021-06-06,1.036
2021-06-07,1.034
2021-06-08,1.029
2021-06-09,1.039
2021-06-10,1.046
2021-06-11,1.038
2021-06-12,1.038
2021-06-13,1.038
2021-06-14,1.059
2021-06-15,1.039
2021-06-16,1.047
2021-06-17,1.09
2021-06-18,1.12
2021-06-19,1.12
2021-06-20,1.12
2021-06-21,1.083
2021-06-22,1.082
2021-06-23,1.072
2021-06-24,1.06
2021-06-25,1.034
2021-06-26,1.034
2021-06-27,1.034
2021-06-28,1.074
2021-06-29,1.094
2021-06-30,1.081
2021-07-01,1.068
2021-07-02,1.063
2021-07-03,1.063
2021-07-04,1.063
2021-07-05,1.063
2021-07-06,1.085
2021-07-07,1.08
2021-07-08,1.109
2021-07-09,1.044
2021-07-10,1.044
2021-07-11,1.044
2021-07-12,1.01
2021-07-13,1.02
2021-07-14,1.04
2021-07-15,1.035
2021-07-16,1.061
2021-07-17,1.061
2021-07-18,1.061
2021-07-19,1.095
2021-07-20,1.054
2021-07-21,1.018
2021-07-22,1.031
2021-07-23,1.039
2021-07-24,1.039
2021-07-25,1.039
2021-07-26,1.025
2021-07-27,1.027
2021-07-28,1.037
2021-07-29,1.019
2021-07-30,1.028
2021-07-31,1.028
2021-08-01,1.028
2021-08-02,1.032
2021-08-03,1.014
2021-08-04,1.014
2021-08-05,1.006
2021-08-06,0.983
2021-08-07,0.983
2021-08-08,0.983
2021-08-09,0.988
2021-08-10,0.968
2021-08-11,0.957
2021-08-12,0.952
2021-08-13,0.944
2021-08-14,0.944
2021-08-15,0.944
2021-08-16,0.948
2021-08-17,0.973
2021-08-18,0.986
2021-08-19,1.012
2021-08-20,1.001
2021-08-21,1.001
2021-08-22,1.001
2021-08-23,0.991
2021-08-24,0.985
2021-08-25,0.966
2021-08-26,0.977
2021-08-27,0.954
2021-08-28,0.954
2021-08-29,0.954
2021-08-30,1.001
2021-08-31,0.993
2021-09-01,1.021
2021-09-02,1.026
2021-09-03,1.035
2021-09-04,1.035
2021-09-05,1.035
2021-09-06,1.035
2021-09-07,1.05
2021-09-08,1.073
2021-09-09,1.058
2021-09-10,1.057
2021-09-11,1.057
2021-09-12,1.057
2021-09-13,1.039
2021-09-14,1.058
2021-09-15,1.032
2021-09-16,1.024
2021-09-17,1.03
2021-09-18,1.03
2021-09-19,1.03
2021-09-20,1.057
2021-09-21,1.037
2021-09-22,1.022
2021-09-23,0.993
2021-09-24,0.979
2021-09-25,0.979
2021-09-26,0.979
2021-09-27,0.97
2021-09-28,0.987
2021-09-29,1.003
2021-09-30,1.037
2021-10-01,1.001
2021-10-02,1.001
2021-10-03,1.001
2021-10-04,1.011
2021-10-05,0.999
2021-10-06,1.007
2021-10-07,1.0
2021-10-08,0.992
2021-10-09,0.992
2021-10-10,0.992
2021-10-11,1.013
2021-10-12,1.0
2021-10-13,1.035
2021-10-14,1.004
2021-10-15,0.985
2021-10-16,0.985
2021-10-17,0.985
2021-10-18,0.979
2021-10-19,0.971
2021-10-20,0.957
2021-10-21,1.02
2021-10-22,1.017
2021-10-23,1.017
2021-10-24,1.017
2021-10-25,1.028
2021-10-26,1.035
2021-10-27,1.103
2021-10-28,1.109
2021-10-29,1.124
2021-10-30,1.124
2021-10-31,1.124
2021-11-01,1.111
2021-11-02,1.11
2021-11-03,1.099
2021-11-04,1.854
2021-11-05,1.822
2021-11-06,1.822
2021-11-07,1.822
2021-11-08,1.818
2021-11-09,1.817
2021-11-10,1.807
2021-11-11,1.791
2021-11-12,1.777
2021-11-13,1.777
2021-11-14,1.777
2021-11-15,1.796
2021-11-16,1.81
2021-11-17,1.839
2021-11-18,1.837
2021-11-19,1.855
2021-11-20,1.855
2021-11-21,1.855
2021-11-22,1.827
2021-11-23,1.77
2021-11-24,1.768
2021-11-25,1.768
2021-11-26,1.844
2021-11-27,1.844
2021-11-28,1.844
2021-11-29,1.865
2021-11-30,1.959
2021-12-01,1.991
2021-12-02,1.919
2021-12-03,1.945
2021-12-04,1.945
2021-12-05,1.945
2021-12-06,1.888
2021-12-07,1.847
2021-12-08,1.86
2021-12-09,1.833
2021-12-10,1.81
2021-12-11,1.81
2021-12-12,1.81
2021-12-13,1.873
2021-12-14,1.829
2021-12-15,1.838
2021-12-16,1.826
2021-12-17,1.852
2021-12-18,1.852
2021-12-19,1.852
2021-12-20,1.928
2021-12-21,1.835
2021-12-22,1.84
2021-12-23,1.832
2021-12-24,1.832
2021-12-25,1.832
2021-12-26,1.832
2021-12-27,1.82
2021-12-28,1.821
2021-12-29,1.825
2021-12-30,1.824
2021-12-31,1.829
2022-01-01,1.829
2022-01-02,1.829
2022-01-03,1.781
2022-01-04,1.728
2022-01-05,1.752
2022-01-06,1.721
2022-01-07,1.681
2022-01-08,1.681
2022-01-09,1.681
2022-01-10,1.657
2022-01-11,1.643
2022-01-12,1.653
2022-01-13,1.633
2022-01-14,1.657
2022-01-15,1.657
2022-01-16,1.657
2022-01-17,1.657
2022-01-18,1.708
2022-01-19,1.783
2022-01-20,1.809
2022-01-21,2.185
2022-01-22,2.185
2022-01-23,2.185
2022-01-24,2.168
2022-01-25,2.112
2022-01-26,2.134
2022-01-27,2.209
2022-01-28,2.199
2022-01-29,2.199
2022-01-30,2.199
2022-01-31,2.161
2022-02-01,2.119
2022-02-02,2.129
2022-02-03,2.157
2022-02-04,2.133
2022-02-05,2.133
2022-02-06,2.133
2022-02-07,2.112
2022-02-08,2.034
2022-02-09,2.003
2022-02-10,2.004
2022-02-11,2.015
2022-02-12,2.015
2022-02-13,2.015
2022-02-14,2.014
2022-02-15,1.961
2022-02-16,1.964
2022-02-17,2.024
2022-02-18,2.012
2022-02-19,2.012
2022-02-20,2.012
2022-02-21,2.012
2022-02-22,2.042
2022-02-23,2.076
2022-02-24,2.106
2022-02-25,2.009
2022-02-26,2.009
2022-02-27,2.009
2022-02-28,2.018
2022-03-01,2.187
2022-03-02,2.145
2022-03-03,2.174
2022-03-04,2.26
2022-03-05,2.26
2022-03-06,2.26
2022-03-07,2.458
2022-03-08,2.412
2022-03-09,2.328
2022-03-10,2.377
2022-03-11,2.385
2022-03-12,2.385
2022-03-13,2.385
2022-03-14,2.29
2022-03-15,2.259
2022-03-16,2.182
2022-03-17,2.192
2022-03-18,2.15
2022-03-19,2.15
2022-03-20,2.15
2022-03-21,2.222
2022-03-22,2.171
2022-03-23,2.251
2022-03-24,2.226
2022-03-25,2.2
2022-03-26,2.2
2022-03-27,2.2
2022-03-28,2.239
2022-03-29,2.179
2022-03-30,2.199
2022-03-31,2.261
2022-04-01,1.983
2022-04-02,1.983
2022-04-03,1.983
2022-04-04,1.971
2022-04-05,1.972
2022-04-06,1.976
2022-04-07,2.063
2022-04-08,2.097
2022-04-09,2.097
2022-04-10,2.097
2022-04-11,2.104
2022-04-12,2.092
2022-04-13,2.076
2022-04-14,2.086
2022-04-15,2.086
2022-04-16,2.086
2022-04-17,2.086
2022-04-18,2.009
2022-04-19,1.97
2022-04-20,1.969
2022-04-21,2.008
2022-04-22,2.082
2022-04-23,2.082
2022-04-24,2.082
2022-04-25,2.077
2022-04-26,2.139
2022-04-27,2.186
2022-04-28,2.112
2022-04-29,2.221
2022-04-30,2.221
2022-05-01,2.221
2022-05-02,2.205
2022-05-03,2.161
2022-05-04,2.071
2022-05-05,2.163
2022-05-06,2.25
2022-05-07,2.25
2022-05-08,2.25
2022-05-09,2.328
2022-05-10,2.374
2022-05-11,2.444
2022-05-12,2.523
2022-05-13,2.438
2022-05-14,2.438
2022-05-15,2.438
2022-05-16,2.483
2022-05-17,2.369
2022-05-18,2.433
2022-05-19,2.457
2022-05-20,2.463
2022-05-21,2.463
2022-05-22,2.463
2022-05-23,2.366
2022-05-24,2.449
2022-05-25,2.362
2022-05-26,2.295
2022-05-27,2.266
2022-05-28,2.266
2022-05-29,2.266
2022-05-30,2.266
2022-05-31,2.24
2022-06-01,2.287
2022-06-02,2.255
2022-06-03,2.306
2022-06-04,2.306
2022-06-05,2.306
2022-06-06,2.291
2022-06-07,2.348
2022-06-08,2.408
2022-06-09,2.504
2022-06-10,2.708
2022-06-11,2.708
2022-06-12,2.708
2022-06-13,2.893
2022-06-14,2.894
2022-06-15,2.807
2022-06-16,2.969
2022-06-17,2.815
2022-06-18,2.815
2022-06-19,2.815
2022-06-20,2.815
2022-06-21,2.813
2022-06-22,2.827
2022-06-23,2.824
2022-06-24,2.68
2022-06-25,2.68
2022-06-26,2.68
2022-06-27,2.695
2022-06-28,2.731
2022-06-29,2.78
2022-06-30,2.81
2022-07-01,2.721
2022-07-02,2.721
2022-07-03,2.721
2022-07-04,2.721
2022-07-05,2.917
2022-07-06,2.926
2022-07-07,2.867
2022-07-08,2.852
2022-07-09,2.852
2022-07-10,2.852
2022-07-11,2.872
2022-07-12,2.846
2022-07-13,2.851
2022-07-14,2.861
2022-07-15,2.731
2022-07-16,2.731
2022-07-17,2.731
2022-07-18,2.699
2022-07-19,2.611
2022-07-20,2.575
2022-07-21,2.827
2022-07-22,2.827
2022-07-23,2.827
2022-07-24,2.827
2022-07-25,2.827
2022-07-26,2.874
2022-07-27,2.819
2022-07-28,2.842
2022-07-29,2.799
2022-07-30,2.799
2022-07-31,2.799
2022-08-01,2.766
2022-08-02,2.859
2022-08-03,2.787
2022-08-04,2.798
2022-08-05,2.798
2022-08-06,2.798
2022-08-07,2.798
2022-08-08,2.784
2022-08-09,2.811
2022-08-10,2.652
2022-08-11,2.639
2022-08-12,2.613
2022-08-13,2.613
2022-08-14,2.613
2022-08-15,2.632
2022-08-16,2.593
2022-08-17,2.639
2022-08-18,2.64
2022-08-19,2.679
2022-08-20,2.679
2022-08-21,2.679
2022-08-22,2.772
2022-08-23,2.737
2022-08-24,2.728
2022-08-25,2.677
2022-08-26,2.773
2022-08-27,2.773
2022-08-28,2.773
2022-08-29,2.819
2022-08-30,2.823
2022-08-31,2.834
2022-09-01,2.846
2022-09-02,2.861
2022-09-03,2.861
2022-09-04,2.861
2022-09-05,2.861
2022-09-06,2.921
2022-09-07,2.849
2022-09-08,2.818
2022-09-09,2.778
2022-09-10,2.778
2022-09-11,2.778
2022-09-12,2.757
2022-09-13,2.891
2022-09-14,2.875
2022-09-15,2.822
2022-09-16,2.822
2022-09-17,2.822
2022-09-18,2.822
2022-09-19,2.787
2022-09-20,2.839
2022-09-21,2.91
2022-09-22,2.998
2022-09-23,3.038
2022-09-24,3.038
2022-09-25,3.038
2022-09-26,3.127
2022-09-27,3.129
2022-09-28,3.043
2022-09-29,3.115
2022-09-30,3.132
2022-10-01,3.132
2022-10-02,3.132
2022-10-03,3.033
2022-10-04,2.924
2022-10-05,2.945
2022-10-06,2.987
2022-10-07,3.049
2022-10-08,3.049
2022-10-09,3.049
2022-10-10,3.1
2022-10-11,3.134
2022-10-12,3.111
2022-10-13,3.027
2022-10-14,3.123
2022-10-15,3.123
2022-10-16,3.123
2022-10-17,3.07
2022-10-18,2.958
2022-10-19,3.049
2022-10-20,3.071
2022-10-21,3.009
2022-10-22,3.009
2022-10-23,3.009
2022-10-24,2.972
2022-10-25,2.82
2022-10-26,2.758
2022-10-27,2.742
2022-10-28,2.669
2022-10-29,2.669
2022-10-30,2.669
2022-10-31,2.699
2022-11-01,2.691
2022-11-02,2.767
2022-11-03,2.853
2022-11-04,2.8
2022-11-05,2.8
2022-11-06,2.8
2022-11-07,2.768
2022-11-08,2.728
2022-11-09,2.746
2022-11-10,2.536
2022-11-11,2.525
2022-11-12,2.525
2022-11-13,2.525
2022-11-14,2.593
2022-11-15,2.65
2022-11-16,2.588
2022-11-17,2.566
2022-11-18,2.561
2022-11-19,2.561
2022-11-20,2.561
2022-11-21,2.54
2022-11-22,2.535
2022-11-23,2.524
2022-11-24,2.524
2022-11-25,2.523
2022-11-26,2.523
2022-11-27,2.523
2022-11-28,2.567
2022-11-29,2.527
2022-11-30,2.531
2022-12-01,2.556
2022-12-02,2.584
2022-12-03,2.584
2022-12-04,2.584
2022-12-05,2.631
2022-12-06,2.622
2022-12-07,2.625
2022-12-08,2.646
2022-12-09,2.644
2022-12-10,2.644
2022-12-11,2.644
2022-12-12,2.587
2022-12-13,2.555
2022-12-14,2.632
2022-12-15,2.754
2022-12-16,2.811
2022-12-17,2.811
2022-12-18,2.811
2022-12-19,2.861
2022-12-20,2.816
2022-12-21,2.784
2022-12-22,2.811
2022-12-23,2.79
2022-12-24,2.79
2022-12-25,2.79
2022-12-26,2.79
2022-12-27,2.815
2022-12-28,2.858
2022-12-29,2.794
2022-12-30,2.784
2022-12-31,2.784
2023-01-01,2.784
2023-01-02,2.784
2023-01-03,2.808
2023-01-04,2.688
2023-01-05,2.734
2023-01-06,2.635
2023-01-07,2.635
2023-01-08,2.635
2023-01-09,2.613
2023-01-10,2.575
2023-01-11,2.54
2023-01-12,2.564
2023-01-13,2.536
2023-01-14,2.536
2023-01-15,2.536
2023-01-16,2.536
2023-01-17,2.579
2023-01-18,2.657
2023-01-19,2.664
2023-01-20,2.558
2023-01-21,2.558
2023-01-22,2.558
2023-01-23,2.462
2023-01-24,2.435
2023-01-25,2.363
2023-01-26,2.367
2023-01-27,2.276
2023-01-28,2.276
2023-01-29,2.276
2023-01-30,2.338
2023-01-31,2.292
2023-02-01,2.344
2023-02-02,2.302
2023-02-03,2.281
2023-02-04,2.281
2023-02-05,2.281
2023-02-06,2.317
2023-02-07,2.304
2023-02-08,2.348
2023-02-09,2.37
2023-02-10,2.361
2023-02-11,2.361
2023-02-12,2.361
2023-02-13,2.337
2023-02-14,2.354
2023-02-15,2.356
2023-02-16,2.432
2023-02-17,2.442
2023-02-18,2.442
2023-02-19,2.442
2023-02-20,2.442
2023-02-21,2.488
2023-02-22,2.464
2023-02-23,2.439
2023-02-24,2.406
2023-02-25,2.406
2023-02-26,2.406
2023-02-27,2.423
2023-02-28,2.411
2023-03-01,2.391
2023-03-02,2.403
2023-03-03,2.352
2023-03-04,2.352
2023-03-05,2.352
2023-03-06,2.369
2023-03-07,2.424
2023-03-08,2.441
2023-03-09,2.556
2023-03-10,2.643
2023-03-11,2.643
2023-03-12,2.643
2023-03-13,2.769
2023-03-14,2.67
2023-03-15,2.814
2023-03-16,2.836
2023-03-17,2.936
2023-03-18,2.936
2023-03-19,2.936
2023-03-20,2.887
2023-03-21,2.754
2023-03-22,2.845
2023-03-23,2.882
2023-03-24,2.904
2023-03-25,2.904
2023-03-26,2.904
2023-03-27,2.857
2023-03-28,2.864
2023-03-29,2.761
2023-03-30,2.748
2023-03-31,2.681
2023-04-01,2.681
2023-04-02,2.681
2023-04-03,2.681
2023-04-04,2.688
2023-04-05,2.72
2023-04-06,2.731
2023-04-07,2.731
2023-04-08,2.731
2023-04-09,2.731
2023-04-10,2.699
2023-04-11,2.639
2023-04-12,2.672
2023-04-13,2.637
2023-04-14,2.619
2023-04-15,2.619
2023-04-16,2.619
2023-04-17,2.578
2023-04-18,2.554
2023-04-19,2.512
2023-04-20,2.578
2023-04-21,2.62
2023-04-22,2.62
2023-04-23,2.62
2023-04-24,2.646
2023-04-25,2.716
2023-04-26,2.732
2023-04-27,2.711
2023-04-28,2.672
2023-04-29,2.672
2023-04-30,2.672
2023-05-01,2.776
2023-05-02,2.925
2023-05-03,2.933
2023-05-04,3.039
2023-05-05,2.927
2023-05-06,2.927
2023-05-07,2.927
2023-05-08,2.901
2023-05-09,2.954
2023-05-10,2.996
2023-05-11,2.981
2023-05-12,2.999
2023-05-13,2.999
2023-05-14,2.999
2023-05-15,2.943
2023-05-16,2.966
2023-05-17,2.897
2023-05-18,2.839
2023-05-19,2.835
2023-05-20,2.835
2023-05-21,2.835
2023-05-22,2.826
2023-05-23,2.803
2023-05-24,2.853
2023-05-25,2.84
2023-05-26,2.766
2023-05-27,2.766
2023-05-28,2.766
2023-05-29,2.766
2023-05-30,2.741
2023-05-31,2.756
2023-06-01,2.688
2023-06-02,2.596
2023-06-03,2.596
2023-06-04,2.596
2023-06-05,2.597
2023-06-06,2.521
2023-06-07,2.504
2023-06-08,2.502
2023-06-09,2.49
2023-06-10,2.49
2023-06-11,2.49
2023-06-12,2.475
2023-06-13,2.414
2023-06-14,2.426
2023-06-15,2.423
2023-06-16,2.464
2023-06-17,2.464
2023-06-18,2.464
2023-06-19,2.464
2023-06-20,2.46
2023-06-21,2.443
2023-06-22,2.461
