,WHR US Equity
2020-07-20,6.703
2020-07-21,6.67
2020-07-22,6.528
2020-07-23,6.045
2020-07-24,6.071
2020-07-25,6.071
2020-07-26,6.071
2020-07-27,5.786
2020-07-28,5.896
2020-07-29,5.898
2020-07-30,5.882
2020-07-31,5.879
2020-08-01,5.879
2020-08-02,5.879
2020-08-03,5.825
2020-08-04,5.725
2020-08-05,5.519
2020-08-06,5.579
2020-08-07,5.536
2020-08-08,5.536
2020-08-09,5.536
2020-08-10,5.418
2020-08-11,5.438
2020-08-12,5.37
2020-08-13,5.373
2020-08-14,5.3
2020-08-15,5.3
2020-08-16,5.3
2020-08-17,5.27
2020-08-18,5.269
2020-08-19,5.201
2020-08-20,5.242
2020-08-21,5.304
2020-08-22,5.304
2020-08-23,5.304
2020-08-24,5.287
2020-08-25,5.312
2020-08-26,5.329
2020-08-27,5.356
2020-08-28,5.325
2020-08-29,5.325
2020-08-30,5.325
2020-08-31,5.36
2020-09-01,5.343
2020-09-02,5.308
2020-09-03,5.552
2020-09-04,5.67
2020-09-05,5.67
2020-09-06,5.67
2020-09-07,5.67
2020-09-08,5.659
2020-09-09,5.544
2020-09-10,5.621
2020-09-11,5.512
2020-09-12,5.512
2020-09-13,5.512
2020-09-14,5.357
2020-09-15,5.34
2020-09-16,5.304
2020-09-17,5.389
2020-09-18,5.466
2020-09-19,5.466
2020-09-20,5.466
2020-09-21,5.359
2020-09-22,5.301
2020-09-23,5.42
2020-09-24,5.429
2020-09-25,5.348
2020-09-26,5.348
2020-09-27,5.348
2020-09-28,5.149
2020-09-29,5.27
2020-09-30,5.18
2020-10-01,5.2
2020-10-02,5.171
2020-10-03,5.171
2020-10-04,5.171
2020-10-05,4.936
2020-10-06,4.997
2020-10-07,4.856
2020-10-08,4.758
2020-10-09,4.729
2020-10-10,4.729
2020-10-11,4.729
2020-10-12,4.741
2020-10-13,4.73
2020-10-14,4.682
2020-10-15,4.715
2020-10-16,4.725
2020-10-17,4.725
2020-10-18,4.725
2020-10-19,4.789
2020-10-20,4.764
2020-10-21,4.839
2020-10-22,4.915
2020-10-23,4.808
2020-10-24,4.808
2020-10-25,4.808
2020-10-26,4.908
2020-10-27,4.864
2020-10-28,5.055
2020-10-29,5.111
2020-10-30,5.15
2020-10-31,5.15
2020-11-01,5.15
2020-11-02,4.942
2020-11-03,4.816
2020-11-04,4.9
2020-11-05,4.792
2020-11-06,4.724
2020-11-07,4.724
2020-11-08,4.724
2020-11-09,5.272
2020-11-10,5.204
2020-11-11,5.145
2020-11-12,5.178
2020-11-13,5.047
2020-11-14,5.047
2020-11-15,5.047
2020-11-16,5.05
2020-11-17,4.985
2020-11-18,4.906
2020-11-19,4.915
2020-11-20,4.906
2020-11-21,4.906
2020-11-22,4.906
2020-11-23,4.763
2020-11-24,4.727
2020-11-25,4.729
2020-11-26,4.729
2020-11-27,4.709
2020-11-28,4.709
2020-11-29,4.709
2020-11-30,4.863
2020-12-01,4.883
2020-12-02,5.15
2020-12-03,5.064
2020-12-04,5.141
2020-12-05,5.141
2020-12-06,5.141
2020-12-07,5.011
2020-12-08,5.111
2020-12-09,5.114
2020-12-10,5.188
2020-12-11,5.145
2020-12-12,5.145
2020-12-13,5.145
2020-12-14,5.143
2020-12-15,5.017
2020-12-16,5.058
2020-12-17,4.961
2020-12-18,5.024
2020-12-19,5.024
2020-12-20,5.024
2020-12-21,5.071
2020-12-22,5.04
2020-12-23,4.993
2020-12-24,4.898
2020-12-25,4.898
2020-12-26,4.898
2020-12-27,4.898
2020-12-28,5.11
2020-12-29,5.166
2020-12-30,5.132
2020-12-31,5.243
2021-01-01,5.243
2021-01-02,5.243
2021-01-03,5.243
2021-01-04,5.35
2021-01-05,5.295
2021-01-06,5.298
2021-01-07,5.186
2021-01-08,5.271
2021-01-09,5.271
2021-01-10,5.271
2021-01-11,5.252
2021-01-12,5.136
2021-01-13,4.93
2021-01-14,4.907
2021-01-15,4.865
2021-01-16,4.865
2021-01-17,4.865
2021-01-18,4.865
2021-01-19,4.763
2021-01-20,4.836
2021-01-21,4.852
2021-01-22,4.775
2021-01-23,4.775
2021-01-24,4.775
2021-01-25,4.661
2021-01-26,4.585
2021-01-27,4.456
2021-01-28,4.863
2021-01-29,5.113
2021-01-30,5.113
2021-01-31,5.113
2021-02-01,5.073
2021-02-02,4.978
2021-02-03,4.952
2021-02-04,5.037
2021-02-05,4.889
2021-02-06,4.889
2021-02-07,4.889
2021-02-08,4.722
2021-02-09,4.749
2021-02-10,4.789
2021-02-11,4.814
2021-02-12,4.734
2021-02-13,4.734
2021-02-14,4.734
2021-02-15,4.734
2021-02-16,4.823
2021-02-17,4.879
2021-02-18,4.957
2021-02-19,4.845
2021-02-20,4.845
2021-02-21,4.845
2021-02-22,4.911
2021-02-23,4.908
2021-02-24,4.89
2021-02-25,4.998
2021-02-26,4.947
2021-02-27,4.947
2021-02-28,4.947
2021-03-01,4.756
2021-03-02,4.846
2021-03-03,4.923
2021-03-04,5.036
2021-03-05,4.816
2021-03-06,4.816
2021-03-07,4.816
2021-03-08,4.655
2021-03-09,4.729
2021-03-10,4.594
2021-03-11,4.573
2021-03-12,4.524
2021-03-13,4.524
2021-03-14,4.524
2021-03-15,4.416
2021-03-16,4.432
2021-03-17,4.347
2021-03-18,4.369
2021-03-19,4.304
2021-03-20,4.304
2021-03-21,4.304
2021-03-22,4.244
2021-03-23,4.398
2021-03-24,4.455
2021-03-25,4.351
2021-03-26,4.215
2021-03-27,4.215
2021-03-28,4.215
2021-03-29,4.336
2021-03-30,4.269
2021-03-31,4.267
2021-04-01,4.173
2021-04-02,4.173
2021-04-03,4.173
2021-04-04,4.173
2021-04-05,4.027
2021-04-06,4.012
2021-04-07,4.082
2021-04-08,4.019
2021-04-09,3.968
2021-04-10,3.968
2021-04-11,3.968
2021-04-12,3.959
2021-04-13,4.023
2021-04-14,4.053
2021-04-15,4.072
2021-04-16,4.004
2021-04-17,4.004
2021-04-18,4.004
2021-04-19,3.997
2021-04-20,3.977
2021-04-21,4.006
2021-04-22,4.032
2021-04-23,3.935
2021-04-24,3.935
2021-04-25,3.935
2021-04-26,3.982
2021-04-27,3.928
2021-04-28,3.993
2021-04-29,3.945
2021-04-30,3.977
2021-05-01,3.977
2021-05-02,3.977
2021-05-03,3.902
2021-05-04,3.859
2021-05-05,3.809
2021-05-06,3.758
2021-05-07,3.717
2021-05-08,3.717
2021-05-09,3.717
2021-05-10,3.734
2021-05-11,3.819
2021-05-12,3.918
2021-05-13,3.819
2021-05-14,3.811
2021-05-15,3.811
2021-05-16,3.811
2021-05-17,3.83
2021-05-18,3.909
2021-05-19,3.935
2021-05-20,3.944
2021-05-21,3.946
2021-05-22,3.946
2021-05-23,3.946
2021-05-24,3.978
2021-05-25,3.952
2021-05-26,3.937
2021-05-27,3.873
2021-05-28,3.943
2021-05-29,3.943
2021-05-30,3.943
2021-05-31,3.943
2021-06-01,3.93
2021-06-02,3.948
2021-06-03,3.995
2021-06-04,4.003
2021-06-05,4.003
2021-06-06,4.003
2021-06-07,3.964
2021-06-08,4.012
2021-06-09,4.066
2021-06-10,4.198
2021-06-11,4.137
2021-06-12,4.137
2021-06-13,4.137
2021-06-14,4.228
2021-06-15,4.228
2021-06-16,4.348
2021-06-17,4.425
2021-06-18,4.439
2021-06-19,4.439
2021-06-20,4.439
2021-06-21,4.357
2021-06-22,4.336
2021-06-23,4.358
2021-06-24,4.353
2021-06-25,4.326
2021-06-26,4.326
2021-06-27,4.326
2021-06-28,4.335
2021-06-29,4.293
2021-06-30,4.287
2021-07-01,4.258
2021-07-02,4.201
2021-07-03,4.201
2021-07-04,4.201
2021-07-05,4.201
2021-07-06,4.303
2021-07-07,4.205
2021-07-08,4.252
2021-07-09,4.154
2021-07-10,4.154
2021-07-11,4.154
2021-07-12,4.155
2021-07-13,4.273
2021-07-14,4.223
2021-07-15,4.193
2021-07-16,4.252
2021-07-17,4.252
2021-07-18,4.252
2021-07-19,4.401
2021-07-20,4.385
2021-07-21,4.303
2021-07-22,4.354
2021-07-23,4.258
2021-07-24,4.258
2021-07-25,4.258
2021-07-26,4.246
2021-07-27,4.26
2021-07-28,4.251
2021-07-29,4.164
2021-07-30,4.219
2021-07-31,4.219
2021-08-01,4.219
2021-08-02,4.219
2021-08-03,4.155
2021-08-04,4.235
2021-08-05,4.214
2021-08-06,4.238
2021-08-07,4.238
2021-08-08,4.238
2021-08-09,4.235
2021-08-10,4.191
2021-08-11,4.072
2021-08-12,4.05
2021-08-13,4.02
2021-08-14,4.02
2021-08-15,4.02
2021-08-16,4.014
2021-08-17,4.175
2021-08-18,4.243
2021-08-19,4.261
2021-08-20,4.226
2021-08-21,4.226
2021-08-22,4.226
2021-08-23,4.244
2021-08-24,4.227
2021-08-25,4.175
2021-08-26,4.201
2021-08-27,4.111
2021-08-28,4.111
2021-08-29,4.111
2021-08-30,4.148
2021-08-31,4.193
2021-09-01,4.152
2021-09-02,4.102
2021-09-03,4.113
2021-09-04,4.113
2021-09-05,4.113
2021-09-06,4.113
2021-09-07,4.272
2021-09-08,4.298
2021-09-09,4.276
2021-09-10,4.306
2021-09-11,4.306
2021-09-12,4.306
2021-09-13,4.248
2021-09-14,4.296
2021-09-15,4.275
2021-09-16,4.367
2021-09-17,4.41
2021-09-18,4.41
2021-09-19,4.41
2021-09-20,4.443
2021-09-21,4.517
2021-09-22,4.479
2021-09-23,4.444
2021-09-24,4.42
2021-09-25,4.42
2021-09-26,4.42
2021-09-27,4.379
2021-09-28,4.413
2021-09-29,4.389
2021-09-30,4.557
2021-10-01,4.527
2021-10-02,4.527
2021-10-03,4.527
2021-10-04,4.524
2021-10-05,4.555
2021-10-06,4.621
2021-10-07,4.533
2021-10-08,4.673
2021-10-09,4.673
2021-10-10,4.673
2021-10-11,4.681
2021-10-12,4.652
2021-10-13,4.686
2021-10-14,4.538
2021-10-15,4.494
2021-10-16,4.494
2021-10-17,4.494
2021-10-18,4.496
2021-10-19,4.517
2021-10-20,4.439
2021-10-21,4.468
2021-10-22,4.352
2021-10-23,4.352
2021-10-24,4.352
2021-10-25,4.458
2021-10-26,4.509
2021-10-27,4.596
2021-10-28,4.42
2021-10-29,4.406
2021-10-30,4.406
2021-10-31,4.406
2021-11-01,4.331
2021-11-02,4.311
2021-11-03,4.26
2021-11-04,4.258
2021-11-05,4.258
2021-11-06,4.258
2021-11-07,4.258
2021-11-08,4.249
2021-11-09,4.202
2021-11-10,4.201
2021-11-11,4.128
2021-11-12,4.001
2021-11-13,4.001
2021-11-14,4.001
2021-11-15,3.962
2021-11-16,3.949
2021-11-17,3.988
2021-11-18,4.021
2021-11-19,4.027
2021-11-20,4.027
2021-11-21,4.027
2021-11-22,4.004
2021-11-23,3.992
2021-11-24,3.993
2021-11-25,3.993
2021-11-26,4.086
2021-11-27,4.086
2021-11-28,4.086
2021-11-29,4.145
2021-11-30,4.24
2021-12-01,4.267
2021-12-02,4.159
2021-12-03,4.14
2021-12-04,4.14
2021-12-05,4.14
2021-12-06,4.048
2021-12-07,4.021
2021-12-08,4.051
2021-12-09,4.085
2021-12-10,4.014
2021-12-11,4.014
2021-12-12,4.014
2021-12-13,4.046
2021-12-14,3.98
2021-12-15,3.882
2021-12-16,3.875
2021-12-17,4.008
2021-12-18,4.008
2021-12-19,4.008
2021-12-20,4.194
2021-12-21,4.171
2021-12-22,4.116
2021-12-23,4.063
2021-12-24,4.063
2021-12-25,4.063
2021-12-26,4.063
2021-12-27,4.004
2021-12-28,4.002
2021-12-29,3.961
2021-12-30,3.97
2021-12-31,3.935
2022-01-01,3.935
2022-01-02,3.935
2022-01-03,3.968
2022-01-04,3.856
2022-01-05,3.918
2022-01-06,3.95
2022-01-07,4.067
2022-01-08,4.067
2022-01-09,4.067
2022-01-10,4.151
2022-01-11,4.062
2022-01-12,4.099
2022-01-13,4.072
2022-01-14,4.255
2022-01-15,4.255
2022-01-16,4.255
2022-01-17,4.255
2022-01-18,4.402
2022-01-19,4.463
2022-01-20,4.585
2022-01-21,4.582
2022-01-22,4.582
2022-01-23,4.582
2022-01-24,4.456
2022-01-25,4.437
2022-01-26,4.447
2022-01-27,4.621
2022-01-28,4.5
2022-01-29,4.5
2022-01-30,4.5
2022-01-31,4.393
2022-02-01,4.429
2022-02-02,4.37
2022-02-03,4.49
2022-02-04,4.571
2022-02-05,4.571
2022-02-06,4.571
2022-02-07,4.613
2022-02-08,4.604
2022-02-09,4.478
2022-02-10,4.626
2022-02-11,4.719
2022-02-12,4.719
2022-02-13,4.719
2022-02-14,4.696
2022-02-15,4.518
2022-02-16,4.474
2022-02-17,4.506
2022-02-18,4.514
2022-02-19,4.514
2022-02-20,4.514
2022-02-21,4.514
2022-02-22,4.668
2022-02-23,4.755
2022-02-24,4.617
2022-02-25,4.475
2022-02-26,4.475
2022-02-27,4.475
2022-02-28,4.546
2022-03-01,4.547
2022-03-02,4.43
2022-03-03,4.369
2022-03-04,4.488
2022-03-05,4.488
2022-03-06,4.488
2022-03-07,4.82
2022-03-08,4.754
2022-03-09,4.659
2022-03-10,4.864
2022-03-11,4.935
2022-03-12,4.935
2022-03-13,4.935
2022-03-14,4.915
2022-03-15,4.814
2022-03-16,4.727
2022-03-17,4.681
2022-03-18,4.699
2022-03-19,4.699
2022-03-20,4.699
2022-03-21,4.898
2022-03-22,4.845
2022-03-23,5.005
2022-03-24,5.006
2022-03-25,5.045
2022-03-26,5.045
2022-03-27,5.045
2022-03-28,5.014
2022-03-29,4.89
2022-03-30,5.074
2022-03-31,5.296
2022-04-01,5.306
2022-04-02,5.306
2022-04-03,5.306
2022-04-04,5.226
2022-04-05,4.253
2022-04-06,4.375
2022-04-07,4.357
2022-04-08,4.27
2022-04-09,4.27
2022-04-10,4.27
2022-04-11,4.165
2022-04-12,4.208
2022-04-13,4.148
2022-04-14,4.308
2022-04-15,4.308
2022-04-16,4.308
2022-04-17,4.308
2022-04-18,4.302
2022-04-19,4.162
2022-04-20,4.126
2022-04-21,4.126
2022-04-22,4.227
2022-04-23,4.227
2022-04-24,4.227
2022-04-25,4.108
2022-04-26,3.926
2022-04-27,4.015
2022-04-28,3.966
2022-04-29,4.048
2022-04-30,4.048
2022-05-01,4.048
2022-05-02,3.966
2022-05-03,3.859
2022-05-04,3.707
2022-05-05,3.867
2022-05-06,3.845
2022-05-07,3.845
2022-05-08,3.845
2022-05-09,3.8
2022-05-10,3.896
2022-05-11,4.162
2022-05-12,4.027
2022-05-13,4.016
2022-05-14,4.016
2022-05-15,4.016
2022-05-16,4.061
2022-05-17,3.937
2022-05-18,4.215
2022-05-19,4.233
2022-05-20,4.185
2022-05-21,4.185
2022-05-22,4.185
2022-05-23,4.183
2022-05-24,4.332
2022-05-25,4.184
2022-05-26,4.065
2022-05-27,3.979
2022-05-28,3.979
2022-05-29,3.979
2022-05-30,3.979
2022-05-31,3.948
2022-06-01,4.029
2022-06-02,4.029
2022-06-03,4.132
2022-06-04,4.132
2022-06-05,4.132
2022-06-06,4.138
2022-06-07,4.201
2022-06-08,4.271
2022-06-09,4.264
2022-06-10,4.426
2022-06-11,4.426
2022-06-12,4.426
2022-06-13,4.604
2022-06-14,4.682
2022-06-15,4.677
2022-06-16,4.933
2022-06-17,4.809
2022-06-18,4.809
2022-06-19,4.809
2022-06-20,4.809
2022-06-21,4.754
2022-06-22,4.76
2022-06-23,4.447
2022-06-24,4.373
2022-06-25,4.373
2022-06-26,4.373
2022-06-27,4.439
2022-06-28,4.517
2022-06-29,4.611
2022-06-30,4.697
2022-07-01,4.616
2022-07-02,4.616
2022-07-03,4.616
2022-07-04,4.616
2022-07-05,4.525
2022-07-06,4.567
2022-07-07,4.483
2022-07-08,4.523
2022-07-09,4.523
2022-07-10,4.523
2022-07-11,4.542
2022-07-12,4.427
2022-07-13,4.451
2022-07-14,4.567
2022-07-15,4.564
2022-07-16,4.564
2022-07-17,4.564
2022-07-18,4.509
2022-07-19,4.403
2022-07-20,4.348
2022-07-21,4.316
2022-07-22,4.336
2022-07-23,4.336
2022-07-24,4.336
2022-07-25,4.418
2022-07-26,4.679
2022-07-27,4.659
2022-07-28,4.483
2022-07-29,4.557
2022-07-30,4.557
2022-07-31,4.557
2022-08-01,4.487
2022-08-02,4.698
2022-08-03,4.742
2022-08-04,4.689
2022-08-05,4.676
2022-08-06,4.676
2022-08-07,4.676
2022-08-08,4.779
2022-08-09,4.964
2022-08-10,4.727
2022-08-11,4.724
2022-08-12,4.709
2022-08-13,4.709
2022-08-14,4.709
2022-08-15,4.624
2022-08-16,4.487
2022-08-17,4.555
2022-08-18,4.561
2022-08-19,4.683
2022-08-20,4.683
2022-08-21,4.683
2022-08-22,4.781
2022-08-23,4.772
2022-08-24,4.768
2022-08-25,4.633
2022-08-26,4.892
2022-08-27,4.892
2022-08-28,4.892
2022-08-29,4.945
2022-08-30,4.939
2022-08-31,4.977
2022-09-01,5.023
2022-09-02,5.072
2022-09-03,5.072
2022-09-04,5.072
2022-09-05,5.072
2022-09-06,5.162
2022-09-07,5.047
2022-09-08,5.003
2022-09-09,4.865
2022-09-10,4.865
2022-09-11,4.865
2022-09-12,4.872
2022-09-13,5.316
2022-09-14,5.351
2022-09-15,5.343
2022-09-16,5.373
2022-09-17,5.373
2022-09-18,5.373
2022-09-19,5.293
2022-09-20,5.455
2022-09-21,5.47
2022-09-22,5.561
2022-09-23,5.536
2022-09-24,5.536
2022-09-25,5.536
2022-09-26,5.672
2022-09-27,5.679
2022-09-28,5.489
2022-09-29,5.664
2022-09-30,5.782
2022-10-01,5.782
2022-10-02,5.782
2022-10-03,5.55
2022-10-04,5.33
2022-10-05,5.396
2022-10-06,5.454
2022-10-07,5.618
2022-10-08,5.618
2022-10-09,5.618
2022-10-10,5.522
2022-10-11,5.453
2022-10-12,5.453
2022-10-13,5.438
2022-10-14,5.599
2022-10-15,5.599
2022-10-16,5.599
2022-10-17,5.531
2022-10-18,5.409
2022-10-19,5.657
2022-10-20,5.935
2022-10-21,5.795
2022-10-22,5.795
2022-10-23,5.795
2022-10-24,5.722
2022-10-25,5.551
2022-10-26,5.644
2022-10-27,5.632
2022-10-28,5.435
2022-10-29,5.435
2022-10-30,5.435
2022-10-31,5.501
2022-11-01,5.536
2022-11-02,5.777
2022-11-03,5.885
2022-11-04,5.703
2022-11-05,5.703
2022-11-06,5.703
2022-11-07,5.56
2022-11-08,5.374
2022-11-09,5.508
2022-11-10,5.081
2022-11-11,4.857
2022-11-12,4.857
2022-11-13,4.857
2022-11-14,4.972
2022-11-15,4.922
2022-11-16,5.093
2022-11-17,5.084
2022-11-18,5.098
2022-11-19,5.098
2022-11-20,5.098
2022-11-21,5.174
2022-11-22,5.111
2022-11-23,5.066
2022-11-24,5.066
2022-11-25,5.052
2022-11-26,5.052
2022-11-27,5.052
2022-11-28,5.225
2022-11-29,5.148
2022-11-30,5.129
2022-12-01,5.043
2022-12-02,5.143
2022-12-03,5.143
2022-12-04,5.143
2022-12-05,5.313
2022-12-06,5.298
2022-12-07,5.264
2022-12-08,5.17
2022-12-09,5.226
2022-12-10,5.226
2022-12-11,5.226
2022-12-12,5.097
2022-12-13,5.096
2022-12-14,5.147
2022-12-15,5.217
2022-12-16,5.311
2022-12-17,5.311
2022-12-18,5.311
2022-12-19,5.385
2022-12-20,5.484
2022-12-21,5.322
2022-12-22,5.384
2022-12-23,5.307
2022-12-24,5.307
2022-12-25,5.307
2022-12-26,5.307
2022-12-27,5.304
2022-12-28,5.432
2022-12-29,5.252
2022-12-30,5.313
2022-12-31,5.313
2023-01-01,5.313
2023-01-02,5.313
2023-01-03,5.229
2023-01-04,5.07
2023-01-05,5.018
2023-01-06,4.961
2023-01-07,4.961
2023-01-08,4.961
2023-01-09,4.933
2023-01-10,4.858
2023-01-11,4.872
2023-01-12,4.876
2023-01-13,4.871
2023-01-14,4.871
2023-01-15,4.871
2023-01-16,4.871
2023-01-17,4.852
2023-01-18,4.998
2023-01-19,5.165
2023-01-20,5.245
2023-01-21,5.245
2023-01-22,5.245
2023-01-23,5.2
2023-01-24,5.179
2023-01-25,5.203
2023-01-26,5.271
2023-01-27,5.133
2023-01-28,5.133
2023-01-29,5.133
2023-01-30,5.152
2023-01-31,5.084
2023-02-01,5.054
2023-02-02,4.977
2023-02-03,5.104
2023-02-04,5.104
2023-02-05,5.104
2023-02-06,5.221
2023-02-07,5.234
2023-02-08,5.44
2023-02-09,5.325
2023-02-10,5.31
2023-02-11,5.31
2023-02-12,5.31
2023-02-13,5.27
2023-02-14,5.166
2023-02-15,5.261
2023-02-16,5.36
2023-02-17,5.401
2023-02-18,5.401
2023-02-19,5.401
2023-02-20,5.401
2023-02-21,5.558
2023-02-22,5.578
2023-02-23,5.549
2023-02-24,5.63
2023-02-25,5.63
2023-02-26,5.63
2023-02-27,5.636
2023-02-28,5.675
2023-03-01,5.734
2023-03-02,5.623
2023-03-03,5.572
2023-03-04,5.572
2023-03-05,5.572
2023-03-06,5.633
2023-03-07,5.739
2023-03-08,5.655
2023-03-09,5.758
2023-03-10,5.884
2023-03-11,5.884
2023-03-12,5.884
2023-03-13,5.865
2023-03-14,5.858
2023-03-15,6.003
2023-03-16,5.971
2023-03-17,6.018
2023-03-18,6.018
2023-03-19,6.018
2023-03-20,5.901
2023-03-21,5.902
2023-03-22,6.079
2023-03-23,6.131
2023-03-24,6.079
2023-03-25,6.079
2023-03-26,6.079
2023-03-27,6.047
2023-03-28,6.086
2023-03-29,6.004
2023-03-30,6.007
2023-03-31,5.856
2023-04-01,5.856
2023-04-02,5.856
2023-04-03,5.869
2023-04-04,5.926
2023-04-05,5.972
2023-04-06,6.066
2023-04-07,6.066
2023-04-08,6.066
2023-04-09,6.066
2023-04-10,5.989
2023-04-11,5.768
2023-04-12,5.771
2023-04-13,5.752
2023-04-14,5.728
2023-04-15,5.728
2023-04-16,5.728
2023-04-17,5.644
2023-04-18,5.538
2023-04-19,5.54
2023-04-20,5.495
2023-04-21,5.483
2023-04-22,5.483
2023-04-23,5.483
2023-04-24,5.494
2023-04-25,5.832
2023-04-26,5.992
2023-04-27,5.71
2023-04-28,5.538
2023-04-29,5.538
2023-04-30,5.538
2023-05-01,5.53
2023-05-02,5.562
2023-05-03,5.477
2023-05-04,5.695
2023-05-05,5.642
2023-05-06,5.642
2023-05-07,5.642
2023-05-08,5.42
2023-05-09,5.457
2023-05-10,5.556
2023-05-11,5.603
2023-05-12,5.681
2023-05-13,5.681
2023-05-14,5.681
2023-05-15,5.65
2023-05-16,5.791
2023-05-17,5.649
2023-05-18,5.477
2023-05-19,5.57
2023-05-20,5.57
2023-05-21,5.57
2023-05-22,5.569
2023-05-23,5.514
2023-05-24,5.516
2023-05-25,5.533
2023-05-26,5.454
2023-05-27,5.454
2023-05-28,5.454
2023-05-29,5.454
2023-05-30,5.514
2023-05-31,5.662
2023-06-01,5.571
2023-06-02,5.395
2023-06-03,5.395
2023-06-04,5.395
2023-06-05,5.484
2023-06-06,5.334
2023-06-07,5.014
2023-06-08,5.086
2023-06-09,5.153
2023-06-10,5.153
2023-06-11,5.153
2023-06-12,5.071
2023-06-13,4.99
2023-06-14,5.015
2023-06-15,4.937
2023-06-16,4.996
2023-06-17,4.996
2023-06-18,4.996
2023-06-19,4.996
2023-06-20,4.998
2023-06-21,5.06
2023-06-22,5.134
