,GWW US Equity
2020-08-19,2.333
2020-08-20,2.31
2020-08-21,2.421
2020-08-22,2.421
2020-08-23,2.421
2020-08-24,2.445
2020-08-25,2.407
2020-08-26,2.362
2020-08-27,2.355
2020-08-28,2.333
2020-08-29,2.333
2020-08-30,2.333
2020-08-31,2.336
2020-09-01,2.324
2020-09-02,2.304
2020-09-03,2.371
2020-09-04,2.384
2020-09-05,2.384
2020-09-06,2.384
2020-09-07,2.384
2020-09-08,2.438
2020-09-09,2.363
2020-09-10,2.43
2020-09-11,2.404
2020-09-12,2.404
2020-09-13,2.404
2020-09-14,2.409
2020-09-15,2.407
2020-09-16,2.393
2020-09-17,2.402
2020-09-18,2.432
2020-09-19,2.432
2020-09-20,2.432
2020-09-21,2.499
2020-09-22,2.484
2020-09-23,2.518
2020-09-24,2.493
2020-09-25,2.457
2020-09-26,2.457
2020-09-27,2.457
2020-09-28,2.414
2020-09-29,2.425
2020-09-30,2.393
2020-10-01,2.384
2020-10-02,2.375
2020-10-03,2.375
2020-10-04,2.375
2020-10-05,2.3
2020-10-06,2.322
2020-10-07,2.268
2020-10-08,2.212
2020-10-09,2.215
2020-10-10,2.215
2020-10-11,2.215
2020-10-12,2.197
2020-10-13,2.222
2020-10-14,2.21
2020-10-15,2.214
2020-10-16,2.226
2020-10-17,2.226
2020-10-18,2.226
2020-10-19,2.278
2020-10-20,2.272
2020-10-21,2.286
2020-10-22,2.355
2020-10-23,2.397
2020-10-24,2.397
2020-10-25,2.397
2020-10-26,2.395
2020-10-27,2.419
2020-10-28,2.454
2020-10-29,2.471
2020-10-30,2.472
2020-10-31,2.472
2020-11-01,2.472
2020-11-02,2.382
2020-11-03,2.331
2020-11-04,2.309
2020-11-05,2.284
2020-11-06,2.206
2020-11-07,2.206
2020-11-08,2.206
2020-11-09,2.22
2020-11-10,2.13
2020-11-11,2.136
2020-11-12,2.164
2020-11-13,2.128
2020-11-14,2.128
2020-11-15,2.128
2020-11-16,2.071
2020-11-17,2.091
2020-11-18,2.068
2020-11-19,2.03
2020-11-20,2.097
2020-11-21,2.097
2020-11-22,2.097
2020-11-23,2.069
2020-11-24,2.041
2020-11-25,2.07
2020-11-26,2.07
2020-11-27,2.07
2020-11-28,2.07
2020-11-29,2.07
2020-11-30,2.052
2020-12-01,2.077
2020-12-02,2.107
2020-12-03,2.131
2020-12-04,2.12
2020-12-05,2.12
2020-12-06,2.12
2020-12-07,2.119
2020-12-08,2.111
2020-12-09,2.087
2020-12-10,2.133
2020-12-11,2.127
2020-12-12,2.127
2020-12-13,2.127
2020-12-14,2.143
2020-12-15,2.116
2020-12-16,2.112
2020-12-17,2.093
2020-12-18,2.091
2020-12-19,2.091
2020-12-20,2.091
2020-12-21,2.084
2020-12-22,2.092
2020-12-23,2.09
2020-12-24,2.065
2020-12-25,2.065
2020-12-26,2.065
2020-12-27,2.065
2020-12-28,2.072
2020-12-29,2.107
2020-12-30,2.11
2020-12-31,2.102
2021-01-01,2.102
2021-01-02,2.102
2021-01-03,2.102
2021-01-04,2.18
2021-01-05,2.174
2021-01-06,2.161
2021-01-07,2.146
2021-01-08,2.164
2021-01-09,2.164
2021-01-10,2.164
2021-01-11,2.191
2021-01-12,2.137
2021-01-13,2.209
2021-01-14,2.239
2021-01-15,2.208
2021-01-16,2.208
2021-01-17,2.208
2021-01-18,2.208
2021-01-19,2.176
2021-01-20,2.184
2021-01-21,2.194
2021-01-22,2.181
2021-01-23,2.181
2021-01-24,2.181
2021-01-25,2.212
2021-01-26,2.279
2021-01-27,2.317
2021-01-28,2.308
2021-01-29,2.355
2021-01-30,2.355
2021-01-31,2.355
2021-02-01,2.318
2021-02-02,2.3
2021-02-03,2.411
2021-02-04,2.373
2021-02-05,2.341
2021-02-06,2.341
2021-02-07,2.341
2021-02-08,2.274
2021-02-09,2.299
2021-02-10,2.289
2021-02-11,2.302
2021-02-12,2.315
2021-02-13,2.315
2021-02-14,2.315
2021-02-15,2.315
2021-02-16,2.33
2021-02-17,2.314
2021-02-18,2.292
2021-02-19,2.27
2021-02-20,2.27
2021-02-21,2.27
2021-02-22,2.283
2021-02-23,2.269
2021-02-24,2.234
2021-02-25,2.267
2021-02-26,2.311
2021-02-27,2.311
2021-02-28,2.311
2021-03-01,2.221
2021-03-02,2.157
2021-03-03,2.145
2021-03-04,2.195
2021-03-05,2.085
2021-03-06,2.085
2021-03-07,2.085
2021-03-08,2.088
2021-03-09,2.142
2021-03-10,2.101
2021-03-11,2.152
2021-03-12,2.106
2021-03-13,2.106
2021-03-14,2.106
2021-03-15,2.081
2021-03-16,2.136
2021-03-17,2.08
2021-03-18,2.056
2021-03-19,2.077
2021-03-20,2.077
2021-03-21,2.077
2021-03-22,2.081
2021-03-23,2.11
2021-03-24,2.104
2021-03-25,2.092
2021-03-26,2.083
2021-03-27,2.083
2021-03-28,2.083
2021-03-29,2.079
2021-03-30,2.087
2021-03-31,2.075
2021-04-01,2.047
2021-04-02,2.047
2021-04-03,2.047
2021-04-04,2.047
2021-04-05,2.041
2021-04-06,2.037
2021-04-07,2.086
2021-04-08,2.091
2021-04-09,2.071
2021-04-10,2.071
2021-04-11,2.071
2021-04-12,2.049
2021-04-13,2.065
2021-04-14,2.063
2021-04-15,2.043
2021-04-16,2.031
2021-04-17,2.031
2021-04-18,2.031
2021-04-19,2.02
2021-04-20,1.997
2021-04-21,1.949
2021-04-22,1.971
2021-04-23,1.951
2021-04-24,1.951
2021-04-25,1.951
2021-04-26,1.968
2021-04-27,1.952
2021-04-28,1.957
2021-04-29,1.922
2021-04-30,1.906
2021-05-01,1.906
2021-05-02,1.906
2021-05-03,1.927
2021-05-04,1.875
2021-05-05,1.857
2021-05-06,1.864
2021-05-07,1.831
2021-05-08,1.831
2021-05-09,1.831
2021-05-10,1.798
2021-05-11,1.842
2021-05-12,1.877
2021-05-13,1.833
2021-05-14,1.802
2021-05-15,1.802
2021-05-16,1.802
2021-05-17,1.802
2021-05-18,1.85
2021-05-19,1.845
2021-05-20,1.851
2021-05-21,1.844
2021-05-22,1.844
2021-05-23,1.844
2021-05-24,1.829
2021-05-25,1.826
2021-05-26,1.827
2021-05-27,1.833
2021-05-28,1.821
2021-05-29,1.821
2021-05-30,1.821
2021-05-31,1.821
2021-06-01,1.819
2021-06-02,1.823
2021-06-03,1.816
2021-06-04,1.811
2021-06-05,1.811
2021-06-06,1.811
2021-06-07,1.83
2021-06-08,1.82
2021-06-09,1.835
2021-06-10,1.831
2021-06-11,1.833
2021-06-12,1.833
2021-06-13,1.833
2021-06-14,1.85
2021-06-15,1.834
2021-06-16,1.874
2021-06-17,1.908
2021-06-18,1.928
2021-06-19,1.928
2021-06-20,1.928
2021-06-21,1.891
2021-06-22,1.901
2021-06-23,1.893
2021-06-24,1.906
2021-06-25,1.9
2021-06-26,1.9
2021-06-27,1.9
2021-06-28,1.896
2021-06-29,1.877
2021-06-30,1.921
2021-07-01,1.892
2021-07-02,1.884
2021-07-03,1.884
2021-07-04,1.884
2021-07-05,1.884
2021-07-06,1.881
2021-07-07,1.833
2021-07-08,1.871
2021-07-09,1.842
2021-07-10,1.842
2021-07-11,1.842
2021-07-12,1.839
2021-07-13,1.849
2021-07-14,1.841
2021-07-15,1.839
2021-07-16,1.857
2021-07-17,1.857
2021-07-18,1.857
2021-07-19,1.872
2021-07-20,1.831
2021-07-21,1.838
2021-07-22,1.852
2021-07-23,1.835
2021-07-24,1.835
2021-07-25,1.835
2021-07-26,1.843
2021-07-27,1.845
2021-07-28,1.853
2021-07-29,1.825
2021-07-30,1.915
2021-07-31,1.915
2021-08-01,1.915
2021-08-02,1.908
2021-08-03,1.883
2021-08-04,1.911
2021-08-05,1.912
2021-08-06,1.907
2021-08-07,1.907
2021-08-08,1.907
2021-08-09,1.911
2021-08-10,1.89
2021-08-11,1.878
2021-08-12,1.91
2021-08-13,1.907
2021-08-14,1.907
2021-08-15,1.907
2021-08-16,1.901
2021-08-17,1.919
2021-08-18,1.953
2021-08-19,1.947
2021-08-20,1.941
2021-08-21,1.941
2021-08-22,1.941
2021-08-23,1.935
2021-08-24,1.941
2021-08-25,1.92
2021-08-26,1.951
2021-08-27,1.936
2021-08-28,1.936
2021-08-29,1.936
2021-08-30,1.925
2021-08-31,1.929
2021-09-01,1.949
2021-09-02,1.921
2021-09-03,1.947
2021-09-04,1.947
2021-09-05,1.947
2021-09-06,1.947
2021-09-07,1.985
2021-09-08,2.001
2021-09-09,2.008
2021-09-10,2.015
2021-09-11,2.015
2021-09-12,2.015
2021-09-13,2.024
2021-09-14,2.041
2021-09-15,2.03
2021-09-16,2.045
2021-09-17,2.079
2021-09-18,2.079
2021-09-19,2.079
2021-09-20,2.07
2021-09-21,2.085
2021-09-22,2.08
2021-09-23,2.074
2021-09-24,2.064
2021-09-25,2.064
2021-09-26,2.064
2021-09-27,2.049
2021-09-28,2.077
2021-09-29,2.082
2021-09-30,2.128
2021-10-01,2.101
2021-10-02,2.101
2021-10-03,2.101
2021-10-04,2.106
2021-10-05,2.08
2021-10-06,2.044
2021-10-07,2.01
2021-10-08,2.005
2021-10-09,2.005
2021-10-10,2.005
2021-10-11,2.021
2021-10-12,1.986
2021-10-13,1.984
2021-10-14,1.957
2021-10-15,1.95
2021-10-16,1.95
2021-10-17,1.95
2021-10-18,1.942
2021-10-19,1.917
2021-10-20,1.914
2021-10-21,1.911
2021-10-22,1.914
2021-10-23,1.914
2021-10-24,1.914
2021-10-25,1.919
2021-10-26,1.943
2021-10-27,1.971
2021-10-28,1.942
2021-10-29,1.771
2021-10-30,1.771
2021-10-31,1.771
2021-11-01,1.765
2021-11-02,1.754
2021-11-03,1.741
2021-11-04,1.722
2021-11-05,1.741
2021-11-06,1.741
2021-11-07,1.741
2021-11-08,1.733
2021-11-09,1.708
2021-11-10,1.712
2021-11-11,1.699
2021-11-12,1.681
2021-11-13,1.681
2021-11-14,1.681
2021-11-15,1.699
2021-11-16,1.68
2021-11-17,1.692
2021-11-18,1.707
2021-11-19,1.706
2021-11-20,1.706
2021-11-21,1.706
2021-11-22,1.671
2021-11-23,1.653
2021-11-24,1.652
2021-11-25,1.652
2021-11-26,1.682
2021-11-27,1.682
2021-11-28,1.682
2021-11-29,1.661
2021-11-30,1.71
2021-12-01,1.725
2021-12-02,1.687
2021-12-03,1.675
2021-12-04,1.675
2021-12-05,1.675
2021-12-06,1.647
2021-12-07,1.622
2021-12-08,1.628
2021-12-09,1.635
2021-12-10,1.603
2021-12-11,1.603
2021-12-12,1.603
2021-12-13,1.624
2021-12-14,1.621
2021-12-15,1.602
2021-12-16,1.62
2021-12-17,1.67
2021-12-18,1.67
2021-12-19,1.67
2021-12-20,1.682
2021-12-21,1.657
2021-12-22,1.649
2021-12-23,1.637
2021-12-24,1.637
2021-12-25,1.637
2021-12-26,1.637
2021-12-27,1.595
2021-12-28,1.581
2021-12-29,1.567
2021-12-30,1.593
2021-12-31,1.589
2022-01-01,1.589
2022-01-02,1.589
2022-01-03,1.614
2022-01-04,1.582
2022-01-05,1.619
2022-01-06,1.614
2022-01-07,1.628
2022-01-08,1.628
2022-01-09,1.628
2022-01-10,1.646
2022-01-11,1.627
2022-01-12,1.616
2022-01-13,1.62
2022-01-14,1.632
2022-01-15,1.632
2022-01-16,1.632
2022-01-17,1.632
2022-01-18,1.624
2022-01-19,1.655
2022-01-20,1.677
2022-01-21,1.67
2022-01-22,1.67
2022-01-23,1.67
2022-01-24,1.666
2022-01-25,1.693
2022-01-26,1.712
2022-01-27,1.71
2022-01-28,1.663
2022-01-29,1.663
2022-01-30,1.663
2022-01-31,1.663
2022-02-01,1.663
2022-02-02,1.643
2022-02-03,1.637
2022-02-04,1.631
2022-02-05,1.631
2022-02-06,1.631
2022-02-07,1.663
2022-02-08,1.649
2022-02-09,1.626
2022-02-10,1.679
2022-02-11,1.695
2022-02-12,1.695
2022-02-13,1.695
2022-02-14,1.699
2022-02-15,1.688
2022-02-16,1.669
2022-02-17,1.681
2022-02-18,1.672
2022-02-19,1.672
2022-02-20,1.672
2022-02-21,1.672
2022-02-22,1.678
2022-02-23,1.714
2022-02-24,1.7
2022-02-25,1.663
2022-02-26,1.663
2022-02-27,1.663
2022-02-28,1.661
2022-03-01,1.699
2022-03-02,1.648
2022-03-03,1.647
2022-03-04,1.624
2022-03-05,1.624
2022-03-06,1.624
2022-03-07,1.614
2022-03-08,1.617
2022-03-09,1.637
2022-03-10,1.646
2022-03-11,1.689
2022-03-12,1.689
2022-03-13,1.689
2022-03-14,1.65
2022-03-15,1.603
2022-03-16,1.624
2022-03-17,1.602
2022-03-18,1.589
2022-03-19,1.589
2022-03-20,1.589
2022-03-21,1.576
2022-03-22,1.587
2022-03-23,1.58
2022-03-24,1.592
2022-03-25,1.576
2022-03-26,1.576
2022-03-27,1.576
2022-03-28,1.555
2022-03-29,1.537
2022-03-30,1.532
2022-03-31,1.547
2022-04-01,1.541
2022-04-02,1.541
2022-04-03,1.541
2022-04-04,1.536
2022-04-05,1.538
2022-04-06,1.516
2022-04-07,1.53
2022-04-08,1.538
2022-04-09,1.538
2022-04-10,1.538
2022-04-11,1.538
2022-04-12,1.524
2022-04-13,1.513
2022-04-14,1.623
2022-04-15,1.623
2022-04-16,1.623
2022-04-17,1.623
2022-04-18,1.626
2022-04-19,1.571
2022-04-20,1.56
2022-04-21,1.558
2022-04-22,1.598
2022-04-23,1.598
2022-04-24,1.598
2022-04-25,1.621
2022-04-26,1.621
2022-04-27,1.609
2022-04-28,1.533
2022-04-29,1.579
2022-04-30,1.579
2022-05-01,1.579
2022-05-02,1.609
2022-05-03,1.635
2022-05-04,1.566
2022-05-05,1.637
2022-05-06,1.649
2022-05-07,1.649
2022-05-08,1.649
2022-05-09,1.653
2022-05-10,1.68
2022-05-11,1.717
2022-05-12,1.68
2022-05-13,1.651
2022-05-14,1.651
2022-05-15,1.651
2022-05-16,1.663
2022-05-17,1.635
2022-05-18,1.692
2022-05-19,1.688
2022-05-20,1.697
2022-05-21,1.697
2022-05-22,1.697
2022-05-23,1.688
2022-05-24,1.67
2022-05-25,1.68
2022-05-26,1.651
2022-05-27,1.607
2022-05-28,1.607
2022-05-29,1.607
2022-05-30,1.607
2022-05-31,1.618
2022-06-01,1.594
2022-06-02,1.581
2022-06-03,1.588
2022-06-04,1.588
2022-06-05,1.588
2022-06-06,1.581
2022-06-07,1.554
2022-06-08,1.581
2022-06-09,1.594
2022-06-10,1.613
2022-06-11,1.613
2022-06-12,1.613
2022-06-13,1.649
2022-06-14,1.678
2022-06-15,1.666
2022-06-16,1.73
2022-06-17,1.783
2022-06-18,1.783
2022-06-19,1.783
2022-06-20,1.783
2022-06-21,1.752
2022-06-22,1.753
2022-06-23,1.767
2022-06-24,1.71
2022-06-25,1.71
2022-06-26,1.71
2022-06-27,1.698
2022-06-28,1.749
2022-06-29,1.737
2022-06-30,1.735
2022-07-01,1.709
2022-07-02,1.709
2022-07-03,1.709
2022-07-04,1.709
2022-07-05,1.732
2022-07-06,1.677
2022-07-07,1.664
2022-07-08,1.659
2022-07-09,1.659
2022-07-10,1.659
2022-07-11,1.65
2022-07-12,1.662
2022-07-13,1.735
2022-07-14,1.727
2022-07-15,1.723
2022-07-16,1.723
2022-07-17,1.723
2022-07-18,1.739
2022-07-19,1.692
2022-07-20,1.672
2022-07-21,1.665
2022-07-22,1.664
2022-07-23,1.664
2022-07-24,1.664
2022-07-25,1.635
2022-07-26,1.644
2022-07-27,1.617
2022-07-28,1.571
2022-07-29,1.477
2022-07-30,1.477
2022-07-31,1.477
2022-08-01,1.472
2022-08-02,1.497
2022-08-03,1.489
2022-08-04,1.489
2022-08-05,1.45
2022-08-06,1.45
2022-08-07,1.45
2022-08-08,1.434
2022-08-09,1.445
2022-08-10,1.427
2022-08-11,1.424
2022-08-12,1.39
2022-08-13,1.39
2022-08-14,1.39
2022-08-15,1.383
2022-08-16,1.38
2022-08-17,1.381
2022-08-18,1.377
2022-08-19,1.381
2022-08-20,1.381
2022-08-21,1.381
2022-08-22,1.408
2022-08-23,1.398
2022-08-24,1.392
2022-08-25,1.382
2022-08-26,1.424
2022-08-27,1.424
2022-08-28,1.424
2022-08-29,1.426
2022-08-30,1.454
2022-08-31,1.458
2022-09-01,1.452
2022-09-02,1.457
2022-09-03,1.457
2022-09-04,1.457
2022-09-05,1.457
2022-09-06,1.441
2022-09-07,1.41
2022-09-08,1.417
2022-09-09,1.412
2022-09-10,1.412
2022-09-11,1.412
2022-09-12,1.424
2022-09-13,1.452
2022-09-14,1.45
2022-09-15,1.492
2022-09-16,1.511
2022-09-17,1.511
2022-09-18,1.511
2022-09-19,1.486
2022-09-20,1.497
2022-09-21,1.539
2022-09-22,1.577
2022-09-23,1.607
2022-09-24,1.607
2022-09-25,1.607
2022-09-26,1.625
2022-09-27,1.632
2022-09-28,1.61
2022-09-29,1.633
2022-09-30,1.625
2022-10-01,1.625
2022-10-02,1.625
2022-10-03,1.569
2022-10-04,1.526
2022-10-05,1.533
2022-10-06,1.56
2022-10-07,1.587
2022-10-08,1.587
2022-10-09,1.587
2022-10-10,1.577
2022-10-11,1.547
2022-10-12,1.571
2022-10-13,1.535
2022-10-14,1.588
2022-10-15,1.588
2022-10-16,1.588
2022-10-17,1.528
2022-10-18,1.487
2022-10-19,1.516
2022-10-20,1.552
2022-10-21,1.521
2022-10-22,1.521
2022-10-23,1.521
2022-10-24,1.505
2022-10-25,1.489
2022-10-26,1.488
2022-10-27,1.47
2022-10-28,1.371
2022-10-29,1.371
2022-10-30,1.371
2022-10-31,1.357
2022-11-01,1.341
2022-11-02,1.358
2022-11-03,1.334
2022-11-04,1.341
2022-11-05,1.341
2022-11-06,1.341
2022-11-07,1.337
2022-11-08,1.325
2022-11-09,1.347
2022-11-10,1.305
2022-11-11,1.353
2022-11-12,1.353
2022-11-13,1.353
2022-11-14,1.361
2022-11-15,1.369
2022-11-16,1.352
2022-11-17,1.341
2022-11-18,1.334
2022-11-19,1.334
2022-11-20,1.334
2022-11-21,1.326
2022-11-22,1.315
2022-11-23,1.318
2022-11-24,1.318
2022-11-25,1.318
2022-11-26,1.318
2022-11-27,1.318
2022-11-28,1.339
2022-11-29,1.348
2022-11-30,1.321
2022-12-01,1.32
2022-12-02,1.323
2022-12-03,1.323
2022-12-04,1.323
2022-12-05,1.358
2022-12-06,1.372
2022-12-07,1.358
2022-12-08,1.342
2022-12-09,1.354
2022-12-10,1.354
2022-12-11,1.354
2022-12-12,1.342
2022-12-13,1.361
2022-12-14,1.383
2022-12-15,1.418
2022-12-16,1.426
2022-12-17,1.426
2022-12-18,1.426
2022-12-19,1.419
2022-12-20,1.415
2022-12-21,1.404
2022-12-22,1.419
2022-12-23,1.409
2022-12-24,1.409
2022-12-25,1.409
2022-12-26,1.409
2022-12-27,1.409
2022-12-28,1.43
2022-12-29,1.416
2022-12-30,1.432
2022-12-31,1.432
2023-01-01,1.432
2023-01-02,1.432
2023-01-03,1.427
2023-01-04,1.432
2023-01-05,1.476
2023-01-06,1.435
2023-01-07,1.435
2023-01-08,1.435
2023-01-09,1.423
2023-01-10,1.407
2023-01-11,1.362
2023-01-12,1.382
2023-01-13,1.379
2023-01-14,1.379
2023-01-15,1.379
2023-01-16,1.379
2023-01-17,1.38
2023-01-18,1.383
2023-01-19,1.44
2023-01-20,1.408
2023-01-21,1.408
2023-01-22,1.408
2023-01-23,1.405
2023-01-24,1.382
2023-01-25,1.409
2023-01-26,1.397
2023-01-27,1.38
2023-01-28,1.38
2023-01-29,1.38
2023-01-30,1.371
2023-01-31,1.338
2023-02-01,1.319
2023-02-02,1.163
2023-02-03,1.156
2023-02-04,1.156
2023-02-05,1.156
2023-02-06,1.158
2023-02-07,1.151
2023-02-08,1.177
2023-02-09,1.178
2023-02-10,1.184
2023-02-11,1.184
2023-02-12,1.184
2023-02-13,1.162
2023-02-14,1.166
2023-02-15,1.155
2023-02-16,1.167
2023-02-17,1.156
2023-02-18,1.156
2023-02-19,1.156
2023-02-20,1.156
2023-02-21,1.193
2023-02-22,1.19
2023-02-23,1.19
2023-02-24,1.179
2023-02-25,1.179
2023-02-26,1.179
2023-02-27,1.16
2023-02-28,1.171
2023-03-01,1.167
2023-03-02,1.144
2023-03-03,1.122
2023-03-04,1.122
2023-03-05,1.122
2023-03-06,1.119
2023-03-07,1.127
2023-03-08,1.118
2023-03-09,1.13
2023-03-10,1.155
2023-03-11,1.155
2023-03-12,1.155
2023-03-13,1.16
2023-03-14,1.141
2023-03-15,1.172
2023-03-16,1.149
2023-03-17,1.18
2023-03-18,1.18
2023-03-19,1.18
2023-03-20,1.162
2023-03-21,1.15
2023-03-22,1.171
2023-03-23,1.177
2023-03-24,1.18
2023-03-25,1.18
2023-03-26,1.18
2023-03-27,1.166
2023-03-28,1.158
2023-03-29,1.16
2023-03-30,1.17
2023-03-31,1.137
2023-04-01,1.137
2023-04-02,1.137
2023-04-03,1.146
2023-04-04,1.192
2023-04-05,1.211
2023-04-06,1.22
2023-04-07,1.22
2023-04-08,1.22
2023-04-09,1.22
2023-04-10,1.202
2023-04-11,1.207
2023-04-12,1.195
2023-04-13,1.211
2023-04-14,1.202
2023-04-15,1.202
2023-04-16,1.202
2023-04-17,1.185
2023-04-18,1.175
2023-04-19,1.175
2023-04-20,1.172
2023-04-21,1.167
2023-04-22,1.167
2023-04-23,1.167
2023-04-24,1.158
2023-04-25,1.164
2023-04-26,1.185
2023-04-27,1.098
2023-04-28,1.109
2023-04-29,1.109
2023-04-30,1.109
2023-05-01,1.109
2023-05-02,1.12
2023-05-03,1.129
2023-05-04,1.156
2023-05-05,1.139
2023-05-06,1.139
2023-05-07,1.139
2023-05-08,1.134
2023-05-09,1.124
2023-05-10,1.129
2023-05-11,1.124
2023-05-12,1.116
2023-05-13,1.116
2023-05-14,1.116
2023-05-15,1.14
2023-05-16,1.15
2023-05-17,1.138
2023-05-18,1.125
2023-05-19,1.121
2023-05-20,1.121
2023-05-21,1.121
2023-05-22,1.138
2023-05-23,1.158
2023-05-24,1.164
2023-05-25,1.158
2023-05-26,1.15
2023-05-27,1.15
2023-05-28,1.15
2023-05-29,1.15
2023-05-30,1.168
2023-05-31,1.177
2023-06-01,1.166
2023-06-02,1.127
2023-06-03,1.127
2023-06-04,1.127
2023-06-05,1.131
2023-06-06,1.114
2023-06-07,1.095
2023-06-08,1.084
2023-06-09,1.082
2023-06-10,1.082
2023-06-11,1.082
2023-06-12,1.058
2023-06-13,1.037
2023-06-14,1.051
2023-06-15,1.027
2023-06-16,1.043
2023-06-17,1.043
2023-06-18,1.043
2023-06-19,1.043
2023-06-20,1.046
2023-06-21,1.03
2023-06-22,1.038
2023-06-23,1.036
2023-06-24,1.036
2023-06-25,1.036
2023-06-26,1.021
2023-06-27,0.991
2023-06-28,0.988
2023-06-29,0.977
2023-06-30,0.969
