,RS US Equity
2023-06-24,1.601
2023-06-25,1.601
2023-06-26,1.598
2023-06-27,1.557
2023-06-28,1.559
2023-06-29,1.527
2023-06-30,1.522
2023-07-01,1.522
2023-07-02,1.522
2023-07-03,1.519
2023-07-04,1.519
2023-07-05,1.529
2023-07-06,1.513
2023-07-07,1.5
2023-07-08,1.5
2023-07-09,1.5
2023-07-10,1.48
2023-07-11,1.465
2023-07-12,1.459
2023-07-13,1.46
2023-07-14,1.478
2023-07-15,1.478
2023-07-16,1.478
2023-07-17,1.449
2023-07-18,1.431
2023-07-19,1.45
2023-07-20,1.447
2023-07-21,1.445
2023-07-22,1.445
2023-07-23,1.445
2023-07-24,1.439
2023-07-25,1.412
2023-07-26,1.424
2023-07-27,1.484
2023-07-28,1.438
2023-07-29,1.438
2023-07-30,1.438
2023-07-31,1.422
2023-08-01,1.421
2023-08-02,1.461
2023-08-03,1.445
2023-08-04,1.47
2023-08-05,1.47
2023-08-06,1.47
2023-08-07,1.464
2023-08-08,1.464
2023-08-09,1.478
2023-08-10,1.526
2023-08-11,1.513
2023-08-12,1.513
2023-08-13,1.513
2023-08-14,1.499
2023-08-15,1.525
2023-08-16,1.518
2023-08-17,1.528
2023-08-18,1.527
2023-08-19,1.527
2023-08-20,1.527
2023-08-21,1.536
2023-08-22,1.534
2023-08-23,1.55
2023-08-24,1.549
2023-08-25,1.542
2023-08-26,1.542
2023-08-27,1.542
2023-08-28,1.532
2023-08-29,1.488
2023-08-30,1.495
2023-08-31,1.493
2023-09-01,1.49
2023-09-02,1.49
2023-09-03,1.49
2023-09-04,1.49
2023-09-05,1.57
2023-09-06,1.581
2023-09-07,1.559
2023-09-08,1.574
2023-09-09,1.574
2023-09-10,1.574
2023-09-11,1.624
2023-09-12,1.596
2023-09-13,1.618
2023-09-14,1.599
2023-09-15,1.629
2023-09-16,1.629
2023-09-17,1.629
2023-09-18,1.613
2023-09-19,1.584
2023-09-20,1.603
2023-09-21,1.62
2023-09-22,1.623
2023-09-23,1.623
2023-09-24,1.623
2023-09-25,1.571
2023-09-26,1.595
2023-09-27,1.576
2023-09-28,1.582
2023-09-29,1.582
2023-09-30,1.582
2023-10-01,1.582
2023-10-02,1.596
2023-10-03,1.626
2023-10-04,1.611
2023-10-05,1.606
2023-10-06,1.591
2023-10-07,1.591
2023-10-08,1.591
2023-10-09,1.581
2023-10-10,1.569
2023-10-11,1.576
2023-10-12,1.608
2023-10-13,1.621
2023-10-14,1.621
2023-10-15,1.621
2023-10-16,1.602
2023-10-17,1.585
2023-10-18,1.635
2023-10-19,1.658
2023-10-20,1.689
2023-10-21,1.689
2023-10-22,1.689
2023-10-23,1.697
2023-10-24,1.68
2023-10-25,1.679
2023-10-26,1.678
2023-10-27,1.671
2023-10-28,1.671
2023-10-29,1.671
2023-10-30,1.642
2023-10-31,1.631
2023-11-01,1.583
2023-11-02,1.566
2023-11-03,1.565
2023-11-04,1.565
2023-11-05,1.565
2023-11-06,1.561
2023-11-07,1.563
2023-11-08,1.566
2023-11-09,1.569
2023-11-10,1.553
2023-11-11,1.553
2023-11-12,1.553
2023-11-13,1.551
2023-11-14,1.521
2023-11-15,1.521
2023-11-16,1.521
2023-11-17,1.518
2023-11-18,1.518
2023-11-19,1.518
2023-11-20,1.532
2023-11-21,1.546
2023-11-22,1.544
2023-11-23,1.544
2023-11-24,1.543
2023-11-25,1.543
2023-11-26,1.543
2023-11-27,1.522
2023-11-28,1.536
2023-11-29,1.53
2023-11-30,1.502
2023-12-01,1.482
2023-12-02,1.482
2023-12-03,1.482
2023-12-04,1.49
2023-12-05,1.533
2023-12-06,1.548
2023-12-07,1.545
2023-12-08,1.562
2023-12-09,1.562
2023-12-10,1.562
2023-12-11,1.531
2023-12-12,1.554
2023-12-13,1.537
2023-12-14,1.532
2023-12-15,1.528
2023-12-16,1.528
2023-12-17,1.528
2023-12-18,1.514
2023-12-19,1.492
2023-12-20,1.51
2023-12-21,1.482
2023-12-22,1.462
2023-12-23,1.462
2023-12-24,1.462
2023-12-25,1.462
2023-12-26,1.462
2023-12-27,1.461
2023-12-28,1.47
2023-12-29,1.478
2023-12-30,1.478
2023-12-31,1.478
2024-01-01,1.478
2024-01-02,1.469
2024-01-03,1.481
2024-01-04,1.5
2024-01-05,1.489
2024-01-06,1.489
2024-01-07,1.489
2024-01-08,1.454
2024-01-09,1.49
2024-01-10,1.492
2024-01-11,1.472
2024-01-12,1.466
2024-01-13,1.466
2024-01-14,1.466
2024-01-15,1.466
2024-01-16,1.484
2024-01-17,1.483
2024-01-18,1.475
2024-01-19,1.483
2024-01-20,1.483
2024-01-21,1.483
2024-01-22,1.459
2024-01-23,1.468
2024-01-24,1.471
2024-01-25,1.474
2024-01-26,1.47
2024-01-27,1.47
2024-01-28,1.47
2024-01-29,1.451
2024-01-30,1.422
2024-01-31,1.448
2024-02-01,1.428
2024-02-02,1.425
2024-02-03,1.425
2024-02-04,1.425
2024-02-05,1.432
2024-02-06,1.419
2024-02-07,1.386
2024-02-08,1.39
2024-02-09,1.38
2024-02-10,1.38
2024-02-11,1.38
2024-02-12,1.385
2024-02-13,1.43
2024-02-14,1.403
2024-02-15,1.244
2024-02-16,1.295
2024-02-17,1.295
2024-02-18,1.295
2024-02-19,1.295
2024-02-20,1.331
2024-02-21,1.337
2024-02-22,1.324
2024-02-23,1.305
2024-02-24,1.305
2024-02-25,1.305
2024-02-26,1.299
2024-02-27,1.31
2024-02-28,1.315
2024-02-29,1.374
2024-03-01,1.379
2024-03-02,1.379
2024-03-03,1.379
2024-03-04,1.372
2024-03-05,1.379
2024-03-06,1.37
2024-03-07,1.367
2024-03-08,1.376
2024-03-09,1.376
2024-03-10,1.376
2024-03-11,1.384
2024-03-12,1.37
2024-03-13,1.358
2024-03-14,1.378
2024-03-15,1.372
2024-03-16,1.372
2024-03-17,1.372
2024-03-18,1.372
2024-03-19,1.354
2024-03-20,1.346
2024-03-21,1.326
2024-03-22,1.332
2024-03-23,1.332
2024-03-24,1.332
2024-03-25,1.327
2024-03-26,1.328
2024-03-27,1.306
2024-03-28,1.317
2024-03-29,1.317
2024-03-30,1.317
2024-03-31,1.317
2024-04-01,1.321
2024-04-02,1.321
2024-04-03,1.3
2024-04-04,1.308
2024-04-05,1.294
2024-04-06,1.294
2024-04-07,1.294
2024-04-08,1.305
