,DUK US Equity
2020-08-15,5.793
2020-08-16,5.793
2020-08-17,5.761
2020-08-18,5.827
2020-08-19,5.827
2020-08-20,5.872
2020-08-21,5.875
2020-08-22,5.875
2020-08-23,5.875
2020-08-24,5.841
2020-08-25,5.886
2020-08-26,5.982
2020-08-27,5.982
2020-08-28,5.97
2020-08-29,5.97
2020-08-30,5.97
2020-08-31,5.923
2020-09-01,6.008
2020-09-02,5.841
2020-09-03,5.865
2020-09-04,5.877
2020-09-05,5.877
2020-09-06,5.877
2020-09-07,5.877
2020-09-08,5.894
2020-09-09,5.762
2020-09-10,5.803
2020-09-11,5.731
2020-09-12,5.731
2020-09-13,5.731
2020-09-14,5.639
2020-09-15,5.635
2020-09-16,5.609
2020-09-17,5.931
2020-09-18,6.049
2020-09-19,6.049
2020-09-20,6.049
2020-09-21,6.077
2020-09-22,6.068
2020-09-23,6.174
2020-09-24,6.144
2020-09-25,6.084
2020-09-26,6.084
2020-09-27,6.084
2020-09-28,6.055
2020-09-29,6.089
2020-09-30,5.666
2020-10-01,5.572
2020-10-02,5.479
2020-10-03,5.479
2020-10-04,5.479
2020-10-05,5.47
2020-10-06,5.528
2020-10-07,5.496
2020-10-08,5.387
2020-10-09,5.378
2020-10-10,5.378
2020-10-11,5.378
2020-10-12,5.389
2020-10-13,5.4
2020-10-14,5.415
2020-10-15,5.457
2020-10-16,5.152
2020-10-17,5.152
2020-10-18,5.152
2020-10-19,5.168
2020-10-20,5.169
2020-10-21,5.144
2020-10-22,5.068
2020-10-23,5.129
2020-10-24,5.129
2020-10-25,5.129
2020-10-26,5.107
2020-10-27,5.113
2020-10-28,5.23
2020-10-29,5.159
2020-10-30,5.166
2020-10-31,5.166
2020-11-01,5.166
2020-11-02,5.072
2020-11-03,4.982
2020-11-04,5.087
2020-11-05,5.051
2020-11-06,5.093
2020-11-07,5.093
2020-11-08,5.093
2020-11-09,4.988
2020-11-10,4.899
2020-11-11,4.89
2020-11-12,4.999
2020-11-13,4.96
2020-11-14,4.96
2020-11-15,4.96
2020-11-16,4.959
2020-11-17,5.07
2020-11-18,5.147
2020-11-19,5.138
2020-11-20,5.089
2020-11-21,5.089
2020-11-22,5.089
2020-11-23,5.048
2020-11-24,4.942
2020-11-25,4.948
2020-11-26,4.948
2020-11-27,5.029
2020-11-28,5.029
2020-11-29,5.029
2020-11-30,5.134
2020-12-01,5.101
2020-12-02,5.068
2020-12-03,5.151
2020-12-04,5.219
2020-12-05,5.219
2020-12-06,5.219
2020-12-07,5.178
2020-12-08,5.198
2020-12-09,5.205
2020-12-10,5.184
2020-12-11,5.197
2020-12-12,5.197
2020-12-13,5.197
2020-12-14,5.22
2020-12-15,5.165
2020-12-16,5.25
2020-12-17,5.198
2020-12-18,5.267
2020-12-19,5.267
2020-12-20,5.267
2020-12-21,5.339
2020-12-22,5.313
2020-12-23,5.343
2020-12-24,5.305
2020-12-25,5.305
2020-12-26,5.305
2020-12-27,5.305
2020-12-28,5.271
2020-12-29,5.294
2020-12-30,5.253
2020-12-31,5.366
2021-01-01,5.366
2021-01-02,5.366
2021-01-03,5.366
2021-01-04,5.477
2021-01-05,5.474
2021-01-06,5.405
2021-01-07,5.466
2021-01-08,5.456
2021-01-09,5.456
2021-01-10,5.456
2021-01-11,5.503
2021-01-12,5.525
2021-01-13,5.366
2021-01-14,5.339
2021-01-15,5.313
2021-01-16,5.313
2021-01-17,5.313
2021-01-18,5.313
2021-01-19,5.415
2021-01-20,5.464
2021-01-21,5.5
2021-01-22,5.494
2021-01-23,5.494
2021-01-24,5.494
2021-01-25,5.339
2021-01-26,5.381
2021-01-27,5.452
2021-01-28,5.466
2021-01-29,5.331
2021-01-30,5.331
2021-01-31,5.331
2021-02-01,5.379
2021-02-02,5.383
2021-02-03,5.366
2021-02-04,5.312
2021-02-05,5.29
2021-02-06,5.29
2021-02-07,5.29
2021-02-08,5.354
2021-02-09,5.37
2021-02-10,5.348
2021-02-11,5.422
2021-02-12,5.414
2021-02-13,5.414
2021-02-14,5.414
2021-02-15,5.414
2021-02-16,5.474
2021-02-17,5.424
2021-02-18,5.404
2021-02-19,5.471
2021-02-20,5.471
2021-02-21,5.471
2021-02-22,5.476
2021-02-23,5.433
2021-02-24,5.539
2021-02-25,5.553
2021-02-26,5.655
2021-02-27,5.655
2021-02-28,5.655
2021-03-01,5.561
2021-03-02,5.548
2021-03-03,5.546
2021-03-04,5.598
2021-03-05,5.467
2021-03-06,5.467
2021-03-07,5.467
2021-03-08,5.365
2021-03-09,5.322
2021-03-10,5.331
2021-03-11,5.337
2021-03-12,5.296
2021-03-13,5.296
2021-03-14,5.296
2021-03-15,5.242
2021-03-16,5.203
2021-03-17,5.27
2021-03-18,5.242
2021-03-19,5.22
2021-03-20,5.22
2021-03-21,5.22
2021-03-22,5.198
2021-03-23,5.148
2021-03-24,5.128
2021-03-25,5.067
2021-03-26,5.051
2021-03-27,5.051
2021-03-28,5.051
2021-03-29,4.96
2021-03-30,5.029
2021-03-31,5.014
2021-04-01,5.017
2021-04-02,5.017
2021-04-03,5.017
2021-04-04,5.017
2021-04-05,4.978
2021-04-06,4.946
2021-04-07,4.933
2021-04-08,4.943
2021-04-09,4.947
2021-04-10,4.947
2021-04-11,4.947
2021-04-12,4.942
2021-04-13,4.899
2021-04-14,4.885
2021-04-15,4.838
2021-04-16,4.837
2021-04-17,4.837
2021-04-18,4.837
2021-04-19,4.86
2021-04-20,4.831
2021-04-21,4.846
2021-04-22,4.895
2021-04-23,4.906
2021-04-24,4.906
2021-04-25,4.906
2021-04-26,4.938
2021-04-27,4.968
2021-04-28,4.97
2021-04-29,4.921
2021-04-30,4.865
2021-05-01,4.865
2021-05-02,4.865
2021-05-03,4.864
2021-05-04,4.861
2021-05-05,4.93
2021-05-06,4.873
2021-05-07,4.857
2021-05-08,4.857
2021-05-09,4.857
2021-05-10,4.728
2021-05-11,4.727
2021-05-12,4.84
2021-05-13,4.711
2021-05-14,4.708
2021-05-15,4.708
2021-05-16,4.708
2021-05-17,4.742
2021-05-18,4.74
2021-05-19,4.802
2021-05-20,4.75
2021-05-21,4.723
2021-05-22,4.723
2021-05-23,4.723
2021-05-24,4.748
2021-05-25,4.795
2021-05-26,4.804
2021-05-27,4.857
2021-05-28,4.847
2021-05-29,4.847
2021-05-30,4.847
2021-05-31,4.847
2021-06-01,4.854
2021-06-02,4.825
2021-06-03,4.778
2021-06-04,4.787
2021-06-05,4.787
2021-06-06,4.787
2021-06-07,4.769
2021-06-08,4.829
2021-06-09,4.791
2021-06-10,4.776
2021-06-11,4.766
2021-06-12,4.766
2021-06-13,4.766
2021-06-14,4.738
2021-06-15,4.706
2021-06-16,4.771
2021-06-17,4.743
2021-06-18,4.877
2021-06-19,4.877
2021-06-20,4.877
2021-06-21,4.795
2021-06-22,4.838
2021-06-23,4.895
2021-06-24,4.876
2021-06-25,4.844
2021-06-26,4.844
2021-06-27,4.844
2021-06-28,4.83
2021-06-29,4.923
2021-06-30,4.894
2021-07-01,4.853
2021-07-02,4.855
2021-07-03,4.855
2021-07-04,4.855
2021-07-05,4.855
2021-07-06,4.839
2021-07-07,4.813
2021-07-08,4.804
2021-07-09,4.799
2021-07-10,4.799
2021-07-11,4.799
2021-07-12,4.758
2021-07-13,4.758
2021-07-14,4.704
2021-07-15,4.648
2021-07-16,4.611
2021-07-17,4.611
2021-07-18,4.611
2021-07-19,4.621
2021-07-20,4.628
2021-07-21,4.654
2021-07-22,4.665
2021-07-23,4.595
2021-07-24,4.595
2021-07-25,4.595
2021-07-26,4.59
2021-07-27,4.514
2021-07-28,4.544
2021-07-29,4.543
2021-07-30,4.567
2021-07-31,4.567
2021-08-01,4.567
2021-08-02,4.521
2021-08-03,4.503
2021-08-04,4.498
2021-08-05,4.449
2021-08-06,4.489
2021-08-07,4.489
2021-08-08,4.489
2021-08-09,4.524
2021-08-10,4.499
2021-08-11,4.489
2021-08-12,4.509
2021-08-13,4.496
2021-08-14,4.496
2021-08-15,4.496
2021-08-16,4.42
2021-08-17,4.424
2021-08-18,4.452
2021-08-19,4.444
2021-08-20,4.43
2021-08-21,4.43
2021-08-22,4.43
2021-08-23,4.488
2021-08-24,4.517
2021-08-25,4.507
2021-08-26,4.53
2021-08-27,4.538
2021-08-28,4.538
2021-08-29,4.538
2021-08-30,4.533
2021-08-31,4.538
2021-09-01,4.485
2021-09-02,4.463
2021-09-03,4.504
2021-09-04,4.504
2021-09-05,4.504
2021-09-06,4.504
2021-09-07,4.612
2021-09-08,4.519
2021-09-09,4.55
2021-09-10,4.612
2021-09-11,4.612
2021-09-12,4.612
2021-09-13,4.633
2021-09-14,4.684
2021-09-15,4.665
2021-09-16,4.694
2021-09-17,4.776
2021-09-18,4.776
2021-09-19,4.776
2021-09-20,4.777
2021-09-21,4.812
2021-09-22,4.83
2021-09-23,4.837
2021-09-24,4.834
2021-09-25,4.834
2021-09-26,4.834
2021-09-27,4.875
2021-09-28,4.905
2021-09-29,4.84
2021-09-30,4.877
2021-10-01,4.834
2021-10-02,4.834
2021-10-03,4.834
2021-10-04,4.724
2021-10-05,4.752
2021-10-06,4.673
2021-10-07,4.715
2021-10-08,4.735
2021-10-09,4.735
2021-10-10,4.735
2021-10-11,4.774
2021-10-12,4.768
2021-10-13,4.727
2021-10-14,4.683
2021-10-15,4.739
2021-10-16,4.739
2021-10-17,4.739
2021-10-18,4.782
2021-10-19,4.712
2021-10-20,4.684
2021-10-21,4.649
2021-10-22,4.592
2021-10-23,4.592
2021-10-24,4.592
2021-10-25,4.634
2021-10-26,4.614
2021-10-27,4.637
2021-10-28,4.65
2021-10-29,4.672
2021-10-30,4.672
2021-10-31,4.672
2021-11-01,4.658
2021-11-02,4.651
2021-11-03,4.647
2021-11-04,4.717
2021-11-05,4.689
2021-11-06,4.689
2021-11-07,4.689
2021-11-08,4.701
2021-11-09,4.676
2021-11-10,4.646
2021-11-11,4.71
2021-11-12,4.727
2021-11-13,4.727
2021-11-14,4.727
2021-11-15,4.693
2021-11-16,4.765
2021-11-17,4.77
2021-11-18,4.8
2021-11-19,4.797
2021-11-20,4.797
2021-11-21,4.797
2021-11-22,4.71
2021-11-23,4.687
2021-11-24,4.713
2021-11-25,4.713
2021-11-26,4.756
2021-11-27,4.756
2021-11-28,4.756
2021-11-29,4.711
2021-11-30,4.867
2021-12-01,4.887
2021-12-02,4.835
2021-12-03,4.727
2021-12-04,4.727
2021-12-05,4.727
2021-12-06,4.674
2021-12-07,4.676
2021-12-08,4.69
2021-12-09,4.717
2021-12-10,4.66
2021-12-11,4.66
2021-12-12,4.66
2021-12-13,4.591
2021-12-14,4.607
2021-12-15,4.561
2021-12-16,4.529
2021-12-17,4.595
2021-12-18,4.595
2021-12-19,4.595
2021-12-20,4.567
2021-12-21,4.596
2021-12-22,4.59
2021-12-23,4.598
2021-12-24,4.598
2021-12-25,4.598
2021-12-26,4.598
2021-12-27,4.584
2021-12-28,4.528
2021-12-29,4.52
2021-12-30,4.518
2021-12-31,4.514
2022-01-01,4.514
2022-01-02,4.514
2022-01-03,4.575
2022-01-04,4.579
2022-01-05,4.568
2022-01-06,4.576
2022-01-07,4.521
2022-01-08,4.521
2022-01-09,4.521
2022-01-10,4.519
2022-01-11,4.577
2022-01-12,4.56
2022-01-13,4.537
2022-01-14,4.541
2022-01-15,4.541
2022-01-16,4.541
2022-01-17,4.541
2022-01-18,4.638
2022-01-19,4.625
2022-01-20,4.618
2022-01-21,4.569
2022-01-22,4.569
2022-01-23,4.569
2022-01-24,4.586
2022-01-25,4.597
2022-01-26,4.612
2022-01-27,4.554
2022-01-28,4.489
2022-01-29,4.489
2022-01-30,4.489
2022-01-31,4.475
2022-02-01,4.545
2022-02-02,4.478
2022-02-03,4.46
2022-02-04,4.51
2022-02-05,4.51
2022-02-06,4.51
2022-02-07,4.506
2022-02-08,4.503
2022-02-09,4.49
2022-02-10,4.712
2022-02-11,4.766
2022-02-12,4.766
2022-02-13,4.766
2022-02-14,4.75
2022-02-15,4.781
2022-02-16,4.771
2022-02-17,4.761
2022-02-18,4.71
2022-02-19,4.71
2022-02-20,4.71
2022-02-21,4.71
2022-02-22,4.727
2022-02-23,4.813
2022-02-24,4.844
2022-02-25,4.691
2022-02-26,4.691
2022-02-27,4.691
2022-02-28,4.682
2022-03-01,4.709
2022-03-02,4.664
2022-03-03,4.58
2022-03-04,4.459
2022-03-05,4.459
2022-03-06,4.459
2022-03-07,4.399
2022-03-08,4.45
2022-03-09,4.456
2022-03-10,4.42
2022-03-11,4.422
2022-03-12,4.422
2022-03-13,4.422
2022-03-14,4.411
2022-03-15,4.395
2022-03-16,4.411
2022-03-17,4.39
2022-03-18,4.45
2022-03-19,4.45
2022-03-20,4.45
2022-03-21,4.404
2022-03-22,4.402
2022-03-23,4.373
2022-03-24,4.347
2022-03-25,4.281
2022-03-26,4.281
2022-03-27,4.281
2022-03-28,4.245
2022-03-29,4.21
2022-03-30,4.191
2022-03-31,4.184
2022-04-01,4.141
2022-04-02,4.141
2022-04-03,4.141
2022-04-04,4.179
2022-04-05,4.152
2022-04-06,4.064
2022-04-07,4.074
2022-04-08,4.057
2022-04-09,4.057
2022-04-10,4.057
2022-04-11,4.096
2022-04-12,4.054
2022-04-13,4.065
2022-04-14,4.074
2022-04-15,4.074
2022-04-16,4.074
2022-04-17,4.074
2022-04-18,4.096
2022-04-19,4.088
2022-04-20,4.054
2022-04-21,4.059
2022-04-22,4.095
2022-04-23,4.095
2022-04-24,4.095
2022-04-25,4.1
2022-04-26,4.11
2022-04-27,4.125
2022-04-28,4.099
2022-04-29,4.235
2022-04-30,4.235
2022-05-01,4.235
2022-05-02,4.292
2022-05-03,4.305
2022-05-04,4.221
2022-05-05,4.239
2022-05-06,4.2
2022-05-07,4.2
2022-05-08,4.2
2022-05-09,4.22
2022-05-10,4.293
2022-05-11,4.254
2022-05-12,4.257
2022-05-13,4.228
2022-05-14,4.228
2022-05-15,4.228
2022-05-16,4.2
2022-05-17,4.226
2022-05-18,4.243
2022-05-19,4.241
2022-05-20,4.208
2022-05-21,4.208
2022-05-22,4.208
2022-05-23,4.17
2022-05-24,4.09
2022-05-25,4.112
2022-05-26,4.081
2022-05-27,4.039
2022-05-28,4.039
2022-05-29,4.039
2022-05-30,4.039
2022-05-31,4.107
2022-06-01,4.138
2022-06-02,4.134
2022-06-03,4.161
2022-06-04,4.161
2022-06-05,4.161
2022-06-06,4.163
2022-06-07,4.117
2022-06-08,4.166
2022-06-09,4.273
2022-06-10,4.271
2022-06-11,4.271
2022-06-12,4.271
2022-06-13,4.45
2022-06-14,4.56
2022-06-15,4.595
2022-06-16,4.624
2022-06-17,4.705
2022-06-18,4.705
2022-06-19,4.705
2022-06-20,4.705
2022-06-21,4.639
2022-06-22,4.588
2022-06-23,4.444
2022-06-24,4.396
2022-06-25,4.396
2022-06-26,4.396
2022-06-27,4.368
2022-06-28,4.347
2022-06-29,4.335
2022-06-30,4.286
2022-07-01,4.192
2022-07-02,4.192
2022-07-03,4.192
2022-07-04,4.192
2022-07-05,4.321
2022-07-06,4.271
2022-07-07,4.301
2022-07-08,4.339
2022-07-09,4.339
2022-07-10,4.339
2022-07-11,4.256
2022-07-12,4.268
2022-07-13,4.285
2022-07-14,4.295
2022-07-15,4.275
2022-07-16,4.275
2022-07-17,4.275
2022-07-18,4.348
2022-07-19,4.344
2022-07-20,4.451
2022-07-21,4.428
2022-07-22,4.367
2022-07-23,4.367
2022-07-24,4.367
2022-07-25,4.326
2022-07-26,4.284
2022-07-27,4.304
2022-07-28,4.208
2022-07-29,4.17
2022-07-30,4.17
2022-07-31,4.17
2022-08-01,4.173
2022-08-02,4.182
2022-08-03,4.137
2022-08-04,4.185
2022-08-05,4.206
2022-08-06,4.206
2022-08-07,4.206
2022-08-08,4.185
2022-08-09,4.155
2022-08-10,4.146
2022-08-11,4.167
2022-08-12,4.101
2022-08-13,4.101
2022-08-14,4.101
2022-08-15,4.074
2022-08-16,4.047
2022-08-17,4.05
2022-08-18,4.03
2022-08-19,4.007
2022-08-20,4.007
2022-08-21,4.007
2022-08-22,4.049
2022-08-23,4.087
2022-08-24,4.09
2022-08-25,4.099
2022-08-26,4.173
2022-08-27,4.173
2022-08-28,4.173
2022-08-29,4.155
2022-08-30,4.214
2022-08-31,4.244
2022-09-01,4.194
2022-09-02,4.24
2022-09-03,4.24
2022-09-04,4.24
2022-09-05,4.24
2022-09-06,4.266
2022-09-07,4.131
2022-09-08,4.171
2022-09-09,4.145
2022-09-10,4.145
2022-09-11,4.145
2022-09-12,4.107
2022-09-13,4.21
2022-09-14,4.168
2022-09-15,4.285
2022-09-16,4.292
2022-09-17,4.292
2022-09-18,4.292
2022-09-19,4.264
2022-09-20,4.311
2022-09-21,4.367
2022-09-22,4.351
2022-09-23,4.391
2022-09-24,4.391
2022-09-25,4.391
2022-09-26,4.516
2022-09-27,4.628
2022-09-28,4.568
2022-09-29,4.785
2022-09-30,4.892
2022-10-01,4.892
2022-10-02,4.892
2022-10-03,4.781
2022-10-04,4.687
2022-10-05,4.842
2022-10-06,5.015
2022-10-07,5.111
2022-10-08,5.111
2022-10-09,5.111
2022-10-10,5.106
2022-10-11,5.085
2022-10-12,5.295
2022-10-13,5.174
2022-10-14,5.243
2022-10-15,5.243
2022-10-16,5.243
2022-10-17,5.109
2022-10-18,5.013
2022-10-19,5.098
2022-10-20,5.253
2022-10-21,5.175
2022-10-22,5.175
2022-10-23,5.175
2022-10-24,5.162
2022-10-25,5.073
2022-10-26,5.041
2022-10-27,5.028
2022-10-28,4.87
2022-10-29,4.87
2022-10-30,4.87
2022-10-31,4.913
2022-11-01,4.884
2022-11-02,4.929
2022-11-03,4.911
2022-11-04,4.853
2022-11-05,4.853
2022-11-06,4.853
2022-11-07,4.925
2022-11-08,4.871
2022-11-09,4.855
2022-11-10,4.673
2022-11-11,4.77
2022-11-12,4.77
2022-11-13,4.77
2022-11-14,4.756
2022-11-15,4.674
2022-11-16,4.635
2022-11-17,4.704
2022-11-18,4.642
2022-11-19,4.642
2022-11-20,4.642
2022-11-21,4.624
2022-11-22,4.594
2022-11-23,4.554
2022-11-24,4.554
2022-11-25,4.505
2022-11-26,4.505
2022-11-27,4.505
2022-11-28,4.551
2022-11-29,4.582
2022-11-30,4.491
2022-12-01,4.474
2022-12-02,4.509
2022-12-03,4.509
2022-12-04,4.509
2022-12-05,4.473
2022-12-06,4.411
2022-12-07,4.46
2022-12-08,4.421
2022-12-09,4.426
2022-12-10,4.426
2022-12-11,4.426
2022-12-12,4.34
2022-12-13,4.305
2022-12-14,4.292
2022-12-15,4.347
2022-12-16,4.441
2022-12-17,4.441
2022-12-18,4.441
2022-12-19,4.446
2022-12-20,4.447
2022-12-21,4.372
2022-12-22,4.371
2022-12-23,4.327
2022-12-24,4.327
2022-12-25,4.327
2022-12-26,4.327
2022-12-27,4.298
2022-12-28,4.33
2022-12-29,4.291
2022-12-30,4.327
2022-12-31,4.327
2023-01-01,4.327
2023-01-02,4.327
2023-01-03,4.297
2023-01-04,4.251
2023-01-05,4.315
2023-01-06,4.236
2023-01-07,4.236
2023-01-08,4.236
2023-01-09,4.236
2023-01-10,4.226
2023-01-11,4.217
2023-01-12,4.24
2023-01-13,4.245
2023-01-14,4.245
2023-01-15,4.245
2023-01-16,4.245
2023-01-17,4.275
2023-01-18,4.358
2023-01-19,4.374
2023-01-20,4.38
2023-01-21,4.38
2023-01-22,4.38
2023-01-23,4.401
2023-01-24,4.384
2023-01-25,4.382
2023-01-26,4.386
2023-01-27,4.375
2023-01-28,4.375
2023-01-29,4.375
2023-01-30,4.373
2023-01-31,4.338
2023-02-01,4.334
2023-02-02,4.355
2023-02-03,4.414
2023-02-04,4.414
2023-02-05,4.414
2023-02-06,4.361
2023-02-07,4.404
2023-02-08,4.477
2023-02-09,4.555
2023-02-10,4.492
2023-02-11,4.492
2023-02-12,4.492
2023-02-13,4.45
2023-02-14,4.475
2023-02-15,4.485
2023-02-16,4.483
2023-02-17,4.429
2023-02-18,4.429
2023-02-19,4.429
2023-02-20,4.429
2023-02-21,4.511
2023-02-22,4.521
2023-02-23,4.549
2023-02-24,4.546
2023-02-25,4.546
2023-02-26,4.546
2023-02-27,4.598
2023-02-28,4.674
2023-03-01,4.793
2023-03-02,4.699
2023-03-03,4.62
2023-03-04,4.62
2023-03-05,4.62
2023-03-06,4.591
2023-03-07,4.712
2023-03-08,4.655
2023-03-09,4.677
2023-03-10,4.747
2023-03-11,4.747
2023-03-12,4.747
2023-03-13,4.679
2023-03-14,4.634
2023-03-15,4.538
2023-03-16,4.52
2023-03-17,4.558
2023-03-18,4.558
2023-03-19,4.558
2023-03-20,4.514
2023-03-21,4.635
2023-03-22,4.726
2023-03-23,4.81
2023-03-24,4.668
2023-03-25,4.668
2023-03-26,4.668
2023-03-27,4.653
2023-03-28,4.65
2023-03-29,4.584
2023-03-30,4.589
2023-03-31,4.574
2023-04-01,4.574
2023-04-02,4.574
2023-04-03,4.631
2023-04-04,4.586
2023-04-05,4.465
2023-04-06,4.424
2023-04-07,4.424
2023-04-08,4.424
2023-04-09,4.424
2023-04-10,4.452
2023-04-11,4.442
2023-04-12,4.439
2023-04-13,4.451
2023-04-14,4.52
2023-04-15,4.52
2023-04-16,4.52
2023-04-17,4.484
2023-04-18,4.53
2023-04-19,4.485
2023-04-20,4.493
2023-04-21,4.486
2023-04-22,4.486
2023-04-23,4.486
2023-04-24,4.462
2023-04-25,4.424
2023-04-26,4.487
2023-04-27,4.436
2023-04-28,4.463
2023-04-29,4.463
2023-04-30,4.463
2023-05-01,4.453
2023-05-02,4.521
2023-05-03,4.534
2023-05-04,4.498
2023-05-05,4.441
2023-05-06,4.441
2023-05-07,4.441
2023-05-08,4.462
2023-05-09,4.497
2023-05-10,4.448
2023-05-11,4.485
2023-05-12,4.479
2023-05-13,4.479
2023-05-14,4.479
2023-05-15,4.531
2023-05-16,4.643
2023-05-17,4.693
2023-05-18,4.703
2023-05-19,4.718
2023-05-20,4.718
2023-05-21,4.718
2023-05-22,4.746
2023-05-23,4.81
2023-05-24,4.841
2023-05-25,4.911
2023-05-26,4.921
2023-05-27,4.921
2023-05-28,4.921
2023-05-29,4.921
2023-05-30,4.96
2023-05-31,4.889
2023-06-01,4.954
2023-06-02,4.867
2023-06-03,4.867
2023-06-04,4.867
2023-06-05,4.841
2023-06-06,4.864
2023-06-07,4.767
2023-06-08,4.738
2023-06-09,4.763
2023-06-10,4.763
2023-06-11,4.763
2023-06-12,4.769
2023-06-13,4.804
2023-06-14,4.801
2023-06-15,4.757
2023-06-16,4.732
2023-06-17,4.732
2023-06-18,4.732
2023-06-19,4.732
2023-06-20,4.796
2023-06-21,4.759
2023-06-22,4.799
2023-06-23,4.862
2023-06-24,4.862
2023-06-25,4.862
2023-06-26,4.802
2023-06-27,4.819
