,ALB US Equity
2021-08-26,0.78
2021-08-27,0.76
2021-08-28,0.76
2021-08-29,0.76
2021-08-30,0.759
2021-08-31,0.76
2021-09-01,0.752
2021-09-02,0.737
2021-09-03,0.744
2021-09-04,0.744
2021-09-05,0.744
2021-09-06,0.744
2021-09-07,0.753
2021-09-08,0.752
2021-09-09,0.739
2021-09-10,0.749
2021-09-11,0.749
2021-09-12,0.749
2021-09-13,0.789
2021-09-14,0.784
2021-09-15,0.772
2021-09-16,0.78
2021-09-17,0.795
2021-09-18,0.795
2021-09-19,0.795
2021-09-20,0.837
2021-09-21,0.833
2021-09-22,0.808
2021-09-23,0.787
2021-09-24,0.797
2021-09-25,0.797
2021-09-26,0.797
2021-09-27,0.812
2021-09-28,0.833
2021-09-29,0.824
2021-09-30,0.824
2021-10-01,0.824
2021-10-02,0.824
2021-10-03,0.824
2021-10-04,0.838
2021-10-05,0.811
2021-10-06,0.811
2021-10-07,0.811
2021-10-08,0.839
2021-10-09,0.839
2021-10-10,0.839
2021-10-11,0.842
2021-10-12,0.832
2021-10-13,0.796
2021-10-14,0.77
2021-10-15,0.779
2021-10-16,0.779
2021-10-17,0.779
2021-10-18,0.752
2021-10-19,0.755
2021-10-20,0.757
2021-10-21,0.761
2021-10-22,0.769
2021-10-23,0.769
2021-10-24,0.769
2021-10-25,0.744
2021-10-26,0.754
2021-10-27,0.769
2021-10-28,0.723
2021-10-29,0.711
2021-10-30,0.711
2021-10-31,0.711
2021-11-01,0.696
2021-11-02,0.685
2021-11-03,0.68
2021-11-04,0.653
2021-11-05,0.654
2021-11-06,0.654
2021-11-07,0.654
2021-11-08,0.64
2021-11-09,0.649
2021-11-10,0.67
2021-11-11,0.654
2021-11-12,0.644
2021-11-13,0.644
2021-11-14,0.644
2021-11-15,0.657
2021-11-16,0.654
2021-11-17,0.652
2021-11-18,0.634
2021-11-19,0.618
2021-11-20,0.618
2021-11-21,0.618
2021-11-22,0.613
2021-11-23,0.633
2021-11-24,0.634
2021-11-25,0.634
2021-11-26,0.652
2021-11-27,0.652
2021-11-28,0.652
2021-11-29,0.631
2021-11-30,0.653
2021-12-01,0.67
2021-12-02,0.666
2021-12-03,0.692
2021-12-04,0.692
2021-12-05,0.692
2021-12-06,0.7
2021-12-07,0.671
2021-12-08,0.658
2021-12-09,0.676
2021-12-10,0.662
2021-12-11,0.662
2021-12-12,0.662
2021-12-13,0.7
2021-12-14,0.714
2021-12-15,0.726
2021-12-16,0.752
2021-12-17,0.756
2021-12-18,0.756
2021-12-19,0.756
2021-12-20,0.797
2021-12-21,0.775
2021-12-22,0.771
2021-12-23,0.762
2021-12-24,0.762
2021-12-25,0.762
2021-12-26,0.762
2021-12-27,0.745
2021-12-28,0.746
2021-12-29,0.747
2021-12-30,0.741
2021-12-31,0.743
2022-01-01,0.743
2022-01-02,0.743
2022-01-03,0.734
2022-01-04,0.716
2022-01-05,0.737
2022-01-06,0.745
2022-01-07,0.736
2022-01-08,0.736
2022-01-09,0.736
2022-01-10,0.766
2022-01-11,0.723
2022-01-12,0.721
2022-01-13,0.739
2022-01-14,0.744
2022-01-15,0.744
2022-01-16,0.744
2022-01-17,0.744
2022-01-18,0.768
2022-01-19,0.791
2022-01-20,0.8
2022-01-21,0.817
2022-01-22,0.817
2022-01-23,0.817
2022-01-24,0.82
2022-01-25,0.843
2022-01-26,0.845
2022-01-27,0.846
2022-01-28,0.843
2022-01-29,0.843
2022-01-30,0.843
2022-01-31,0.787
2022-02-01,0.772
2022-02-02,0.785
2022-02-03,0.808
2022-02-04,0.804
2022-02-05,0.804
2022-02-06,0.804
2022-02-07,0.791
2022-02-08,0.767
2022-02-09,0.735
2022-02-10,0.736
2022-02-11,0.753
2022-02-12,0.753
2022-02-13,0.753
2022-02-14,0.763
2022-02-15,0.72
2022-02-16,0.706
2022-02-17,0.875
2022-02-18,0.892
2022-02-19,0.892
2022-02-20,0.892
2022-02-21,0.892
2022-02-22,0.89
2022-02-23,0.938
2022-02-24,0.927
2022-02-25,0.889
2022-02-26,0.889
2022-02-27,0.889
2022-02-28,0.871
2022-03-01,0.91
2022-03-02,0.888
2022-03-03,0.913
2022-03-04,0.95
2022-03-05,0.95
2022-03-06,0.95
2022-03-07,0.988
2022-03-08,0.941
2022-03-09,0.909
2022-03-10,0.903
2022-03-11,0.921
2022-03-12,0.921
2022-03-13,0.921
2022-03-14,0.965
2022-03-15,0.935
2022-03-16,0.889
2022-03-17,0.864
2022-03-18,0.856
2022-03-19,0.856
2022-03-20,0.856
2022-03-21,0.854
2022-03-22,0.826
2022-03-23,0.815
2022-03-24,0.793
2022-03-25,0.78
2022-03-26,0.78
2022-03-27,0.78
2022-03-28,0.792
2022-03-29,0.763
2022-03-30,0.761
2022-03-31,0.768
2022-04-01,0.751
2022-04-02,0.751
2022-04-03,0.751
2022-04-04,0.747
2022-04-05,0.777
2022-04-06,0.799
2022-04-07,0.797
2022-04-08,0.801
2022-04-09,0.801
2022-04-10,0.801
2022-04-11,0.82
2022-04-12,0.824
2022-04-13,0.795
2022-04-14,0.801
2022-04-15,0.801
2022-04-16,0.801
2022-04-17,0.801
2022-04-18,0.806
2022-04-19,0.774
2022-04-20,0.778
2022-04-21,0.815
2022-04-22,0.842
2022-04-23,0.842
2022-04-24,0.842
2022-04-25,0.851
2022-04-26,0.9
2022-04-27,0.879
2022-04-28,0.865
2022-04-29,0.876
2022-04-30,0.876
2022-05-01,0.876
2022-05-02,0.883
2022-05-03,0.857
2022-05-04,0.784
2022-05-05,0.704
2022-05-06,0.686
2022-05-07,0.686
2022-05-08,0.686
2022-05-09,0.75
2022-05-10,0.751
2022-05-11,0.781
2022-05-12,0.779
2022-05-13,0.727
2022-05-14,0.727
2022-05-15,0.727
2022-05-16,0.735
2022-05-17,0.695
2022-05-18,0.705
2022-05-19,0.696
2022-05-20,0.703
2022-05-21,0.703
2022-05-22,0.703
2022-05-23,0.684
2022-05-24,0.684
2022-05-25,0.702
2022-05-26,0.654
2022-05-27,0.615
2022-05-28,0.615
2022-05-29,0.615
2022-05-30,0.615
2022-05-31,0.64
2022-06-01,0.694
2022-06-02,0.663
2022-06-03,0.665
2022-06-04,0.665
2022-06-05,0.665
2022-06-06,0.646
2022-06-07,0.646
2022-06-08,0.657
2022-06-09,0.688
2022-06-10,0.702
2022-06-11,0.702
2022-06-12,0.702
2022-06-13,0.749
2022-06-14,0.745
2022-06-15,0.773
2022-06-16,0.823
2022-06-17,0.784
2022-06-18,0.784
2022-06-19,0.784
2022-06-20,0.784
2022-06-21,0.769
2022-06-22,0.771
2022-06-23,0.78
2022-06-24,0.741
2022-06-25,0.741
2022-06-26,0.741
2022-06-27,0.739
2022-06-28,0.75
2022-06-29,0.79
2022-06-30,0.801
2022-07-01,0.816
2022-07-02,0.816
2022-07-03,0.816
2022-07-04,0.816
2022-07-05,0.835
2022-07-06,0.844
2022-07-07,0.825
2022-07-08,0.813
2022-07-09,0.813
2022-07-10,0.813
2022-07-11,0.838
2022-07-12,0.855
2022-07-13,0.854
2022-07-14,0.851
2022-07-15,0.834
2022-07-16,0.834
2022-07-17,0.834
2022-07-18,0.821
2022-07-19,0.792
2022-07-20,0.763
2022-07-21,0.742
2022-07-22,0.756
2022-07-23,0.756
2022-07-24,0.756
2022-07-25,0.736
2022-07-26,0.744
2022-07-27,0.715
2022-07-28,0.709
2022-07-29,0.685
2022-07-30,0.685
2022-07-31,0.685
2022-08-01,0.698
2022-08-02,0.684
2022-08-03,0.697
2022-08-04,0.715
2022-08-05,0.705
2022-08-06,0.705
2022-08-07,0.705
2022-08-08,0.686
2022-08-09,0.687
2022-08-10,0.648
2022-08-11,0.633
2022-08-12,0.597
2022-08-13,0.597
2022-08-14,0.597
2022-08-15,0.592
2022-08-16,0.596
2022-08-17,0.603
2022-08-18,0.599
2022-08-19,0.62
2022-08-20,0.62
2022-08-21,0.62
2022-08-22,0.607
2022-08-23,0.596
2022-08-24,0.582
2022-08-25,0.566
2022-08-26,0.581
2022-08-27,0.581
2022-08-28,0.581
2022-08-29,0.588
2022-08-30,0.614
2022-08-31,0.625
2022-09-01,0.652
2022-09-02,0.644
2022-09-03,0.644
2022-09-04,0.644
2022-09-05,0.644
2022-09-06,0.628
2022-09-07,0.603
2022-09-08,0.575
2022-09-09,0.558
2022-09-10,0.558
2022-09-11,0.558
2022-09-12,0.564
2022-09-13,0.562
2022-09-14,0.546
2022-09-15,0.584
2022-09-16,0.582
2022-09-17,0.582
2022-09-18,0.582
2022-09-19,0.564
2022-09-20,0.582
2022-09-21,0.587
2022-09-22,0.615
2022-09-23,0.621
2022-09-24,0.621
2022-09-25,0.621
2022-09-26,0.63
2022-09-27,0.619
2022-09-28,0.601
2022-09-29,0.629
2022-09-30,0.631
2022-10-01,0.631
2022-10-02,0.631
2022-10-03,0.61
2022-10-04,0.588
2022-10-05,0.603
2022-10-06,0.594
2022-10-07,0.613
2022-10-08,0.613
2022-10-09,0.613
2022-10-10,0.6
2022-10-11,0.611
2022-10-12,0.663
2022-10-13,0.651
2022-10-14,0.702
2022-10-15,0.702
2022-10-16,0.702
2022-10-17,0.672
2022-10-18,0.662
2022-10-19,0.65
2022-10-20,0.653
2022-10-21,0.617
2022-10-22,0.617
2022-10-23,0.617
2022-10-24,0.616
2022-10-25,0.592
2022-10-26,0.591
2022-10-27,0.591
2022-10-28,0.595
2022-10-29,0.595
2022-10-30,0.595
2022-10-31,0.596
2022-11-01,0.598
2022-11-02,0.626
2022-11-03,0.607
2022-11-04,0.588
2022-11-05,0.588
2022-11-06,0.588
2022-11-07,0.587
2022-11-08,0.549
2022-11-09,0.56
2022-11-10,0.524
2022-11-11,0.516
2022-11-12,0.516
2022-11-13,0.516
2022-11-14,0.531
2022-11-15,0.568
2022-11-16,0.586
2022-11-17,0.606
2022-11-18,0.607
2022-11-19,0.607
2022-11-20,0.607
2022-11-21,0.594
2022-11-22,0.594
2022-11-23,0.593
2022-11-24,0.593
2022-11-25,0.617
2022-11-26,0.617
2022-11-27,0.617
2022-11-28,0.633
2022-11-29,0.623
2022-11-30,0.606
2022-12-01,0.612
2022-12-02,0.593
2022-12-03,0.593
2022-12-04,0.593
2022-12-05,0.636
2022-12-06,0.654
2022-12-07,0.655
2022-12-08,0.659
2022-12-09,0.666
2022-12-10,0.666
2022-12-11,0.666
2022-12-12,0.65
2022-12-13,0.644
2022-12-14,0.68
2022-12-15,0.7
2022-12-16,0.693
2022-12-17,0.693
2022-12-18,0.693
2022-12-19,0.722
2022-12-20,0.721
2022-12-21,0.724
2022-12-22,0.745
2022-12-23,0.742
2022-12-24,0.742
2022-12-25,0.742
2022-12-26,0.742
2022-12-27,0.786
2022-12-28,0.787
2022-12-29,0.774
2022-12-30,0.776
2022-12-31,0.776
2023-01-01,0.776
2023-01-02,0.776
2023-01-03,0.785
2023-01-04,0.76
2023-01-05,0.777
2023-01-06,0.767
2023-01-07,0.767
2023-01-08,0.767
2023-01-09,0.755
2023-01-10,0.756
2023-01-11,0.715
2023-01-12,0.696
2023-01-13,0.698
2023-01-14,0.698
2023-01-15,0.698
2023-01-16,0.698
2023-01-17,0.696
2023-01-18,0.694
2023-01-19,0.708
2023-01-20,0.681
2023-01-21,0.681
2023-01-22,0.681
2023-01-23,0.649
2023-01-24,0.639
2023-01-25,0.579
2023-01-26,0.562
2023-01-27,0.557
2023-01-28,0.557
2023-01-29,0.557
2023-01-30,0.577
2023-01-31,0.558
2023-02-01,0.549
2023-02-02,0.541
2023-02-03,0.546
2023-02-04,0.546
2023-02-05,0.546
2023-02-06,0.567
2023-02-07,0.562
2023-02-08,0.585
2023-02-09,0.587
2023-02-10,0.585
2023-02-11,0.585
2023-02-12,0.585
2023-02-13,0.581
2023-02-14,0.58
2023-02-15,0.575
2023-02-16,0.553
2023-02-17,0.629
2023-02-18,0.629
2023-02-19,0.629
2023-02-20,0.629
2023-02-21,0.71
2023-02-22,0.697
2023-02-23,0.677
2023-02-24,0.689
2023-02-25,0.689
2023-02-26,0.689
2023-02-27,0.669
2023-02-28,0.677
2023-03-01,0.681
2023-03-02,0.685
2023-03-03,0.662
2023-03-04,0.662
2023-03-05,0.662
2023-03-06,0.668
2023-03-07,0.69
2023-03-08,0.678
2023-03-09,0.725
2023-03-10,0.762
2023-03-11,0.762
2023-03-12,0.762
2023-03-13,0.77
2023-03-14,0.762
2023-03-15,0.8
2023-03-16,0.798
2023-03-17,0.822
2023-03-18,0.822
2023-03-19,0.822
2023-03-20,0.803
2023-03-21,0.768
2023-03-22,0.795
2023-03-23,0.797
2023-03-24,0.789
2023-03-25,0.789
2023-03-26,0.789
2023-03-27,0.785
2023-03-28,0.788
2023-03-29,0.765
2023-03-30,0.772
2023-03-31,0.777
2023-04-01,0.777
2023-04-02,0.777
2023-04-03,0.787
2023-04-04,0.82
2023-04-05,0.873
2023-04-06,0.883
2023-04-07,0.883
2023-04-08,0.883
2023-04-09,0.883
2023-04-10,0.86
2023-04-11,0.852
2023-04-12,0.852
2023-04-13,0.846
2023-04-14,0.84
2023-04-15,0.84
2023-04-16,0.84
2023-04-17,0.832
2023-04-18,0.835
2023-04-19,0.841
2023-04-20,0.887
2023-04-21,0.986
2023-04-22,0.986
2023-04-23,0.986
2023-04-24,0.924
2023-04-25,0.962
2023-04-26,0.938
2023-04-27,0.914
2023-04-28,0.917
2023-04-29,0.917
2023-04-30,0.917
2023-05-01,0.959
2023-05-02,0.98
2023-05-03,0.983
2023-05-04,0.964
2023-05-05,0.941
2023-05-06,0.941
2023-05-07,0.941
2023-05-08,0.907
2023-05-09,0.864
2023-05-10,0.867
2023-05-11,0.849
2023-05-12,0.861
2023-05-13,0.861
2023-05-14,0.861
2023-05-15,0.827
2023-05-16,0.82
2023-05-17,0.811
2023-05-18,0.803
2023-05-19,0.827
2023-05-20,0.827
2023-05-21,0.827
2023-05-22,0.817
2023-05-23,0.781
2023-05-24,0.795
2023-05-25,0.823
2023-05-26,0.827
2023-05-27,0.827
2023-05-28,0.827
2023-05-29,0.827
2023-05-30,0.836
2023-05-31,0.872
2023-06-01,0.863
2023-06-02,0.81
2023-06-03,0.81
2023-06-04,0.81
2023-06-05,0.819
2023-06-06,0.797
2023-06-07,0.776
2023-06-08,0.773
2023-06-09,0.77
2023-06-10,0.77
2023-06-11,0.77
2023-06-12,0.777
2023-06-13,0.743
2023-06-14,0.75
2023-06-15,0.735
2023-06-16,0.744
2023-06-17,0.744
2023-06-18,0.744
2023-06-19,0.744
2023-06-20,0.731
2023-06-21,0.737
2023-06-22,0.749
