,TGT US Equity
2020-04-26,4.578
2020-04-27,4.493
2020-04-28,4.408
2020-04-29,4.404
2020-04-30,4.498
2020-05-01,4.561
2020-05-02,4.561
2020-05-03,4.561
2020-05-04,4.419
2020-05-05,4.417
2020-05-06,4.346
2020-05-07,4.355
2020-05-08,4.262
2020-05-09,4.262
2020-05-10,4.262
2020-05-11,4.108
2020-05-12,4.135
2020-05-13,4.143
2020-05-14,4.116
2020-05-15,4.082
2020-05-16,4.082
2020-05-17,4.082
2020-05-18,3.943
2020-05-19,3.987
2020-05-20,4.105
2020-05-21,4.138
2020-05-22,4.179
2020-05-23,4.179
2020-05-24,4.179
2020-05-25,4.179
2020-05-26,4.265
2020-05-27,4.182
2020-05-28,4.146
2020-05-29,4.014
2020-05-30,4.014
2020-05-31,4.014
2020-06-01,4.11
2020-06-02,4.132
2020-06-03,4.034
2020-06-04,4.093
2020-06-05,4.041
2020-06-06,4.041
2020-06-07,4.041
2020-06-08,4.013
2020-06-09,4.068
2020-06-10,4.092
2020-06-11,4.161
2020-06-12,4.201
2020-06-13,4.201
2020-06-14,4.201
2020-06-15,4.156
2020-06-16,4.119
2020-06-17,4.152
2020-06-18,4.186
2020-06-19,4.073
2020-06-20,4.073
2020-06-21,4.073
2020-06-22,4.011
2020-06-23,4.042
2020-06-24,4.102
2020-06-25,4.099
2020-06-26,4.196
2020-06-27,4.196
2020-06-28,4.196
2020-06-29,4.141
2020-06-30,4.094
2020-07-01,4.128
2020-07-02,4.122
2020-07-03,4.122
2020-07-04,4.122
2020-07-05,4.122
2020-07-06,4.118
2020-07-07,4.159
2020-07-08,4.172
2020-07-09,4.165
2020-07-10,4.131
2020-07-11,4.131
2020-07-12,4.131
2020-07-13,4.136
2020-07-14,4.089
2020-07-15,4.036
2020-07-16,4.027
2020-07-17,4.036
2020-07-18,4.036
2020-07-19,4.036
2020-07-20,4.098
2020-07-21,4.085
2020-07-22,3.988
2020-07-23,4.013
2020-07-24,3.969
2020-07-25,3.969
2020-07-26,3.969
2020-07-27,4.002
2020-07-28,3.983
2020-07-29,3.97
2020-07-30,3.942
2020-07-31,3.901
2020-08-01,3.901
2020-08-02,3.901
2020-08-03,3.841
2020-08-04,3.764
2020-08-05,3.796
2020-08-06,3.806
2020-08-07,3.727
2020-08-08,3.727
2020-08-09,3.727
2020-08-10,3.694
2020-08-11,3.728
2020-08-12,3.648
2020-08-13,3.642
2020-08-14,3.597
2020-08-15,3.597
2020-08-16,3.597
2020-08-17,3.552
2020-08-18,3.569
2020-08-19,3.168
2020-08-20,3.21
2020-08-21,3.181
2020-08-22,3.181
2020-08-23,3.181
2020-08-24,3.189
2020-08-25,3.197
2020-08-26,3.2
2020-08-27,3.251
2020-08-28,3.239
2020-08-29,3.239
2020-08-30,3.239
2020-08-31,3.231
2020-09-01,3.246
2020-09-02,3.261
2020-09-03,3.346
2020-09-04,3.319
2020-09-05,3.319
2020-09-06,3.319
2020-09-07,3.319
2020-09-08,3.393
2020-09-09,3.312
2020-09-10,3.346
2020-09-11,3.309
2020-09-12,3.309
2020-09-13,3.309
2020-09-14,3.292
2020-09-15,3.278
2020-09-16,3.302
2020-09-17,3.31
2020-09-18,3.283
2020-09-19,3.283
2020-09-20,3.283
2020-09-21,3.261
2020-09-22,3.171
2020-09-23,3.236
2020-09-24,3.215
2020-09-25,3.166
2020-09-26,3.166
2020-09-27,3.166
2020-09-28,3.123
2020-09-29,3.113
2020-09-30,3.104
2020-10-01,3.081
2020-10-02,3.071
2020-10-03,3.071
2020-10-04,3.071
2020-10-05,3.026
2020-10-06,3.085
2020-10-07,3.041
2020-10-08,3.019
2020-10-09,2.985
2020-10-10,2.985
2020-10-11,2.985
2020-10-12,2.969
2020-10-13,2.95
2020-10-14,2.98
2020-10-15,2.953
2020-10-16,2.963
2020-10-17,2.963
2020-10-18,2.963
2020-10-19,2.979
2020-10-20,2.964
2020-10-21,2.992
2020-10-22,3.062
2020-10-23,3.05
2020-10-24,3.05
2020-10-25,3.05
2020-10-26,3.093
2020-10-27,3.112
2020-10-28,3.148
2020-10-29,3.168
2020-10-30,3.21
2020-10-31,3.21
2020-11-01,3.21
2020-11-02,3.165
2020-11-03,3.118
2020-11-04,3.12
2020-11-05,3.08
2020-11-06,3.026
2020-11-07,3.026
2020-11-08,3.026
2020-11-09,3.154
2020-11-10,3.091
2020-11-11,3.06
2020-11-12,3.063
2020-11-13,3.0
2020-11-14,3.0
2020-11-15,3.0
2020-11-16,2.958
2020-11-17,2.985
2020-11-18,2.916
2020-11-19,2.84
2020-11-20,2.824
2020-11-21,2.824
2020-11-22,2.824
2020-11-23,2.741
2020-11-24,2.736
2020-11-25,2.706
2020-11-26,2.706
2020-11-27,2.707
2020-11-28,2.707
2020-11-29,2.707
2020-11-30,2.711
2020-12-01,2.718
2020-12-02,2.758
2020-12-03,2.782
2020-12-04,2.78
2020-12-05,2.78
2020-12-06,2.78
2020-12-07,2.814
2020-12-08,2.817
2020-12-09,2.796
2020-12-10,2.823
2020-12-11,2.834
2020-12-12,2.834
2020-12-13,2.834
2020-12-14,2.846
2020-12-15,2.839
2020-12-16,2.834
2020-12-17,2.842
2020-12-18,2.855
2020-12-19,2.855
2020-12-20,2.855
2020-12-21,2.833
2020-12-22,2.823
2020-12-23,2.782
2020-12-24,2.778
2020-12-25,2.778
2020-12-26,2.778
2020-12-27,2.778
2020-12-28,2.759
2020-12-29,2.78
2020-12-30,2.799
2020-12-31,2.757
2021-01-01,2.757
2021-01-02,2.757
2021-01-03,2.757
2021-01-04,2.739
2021-01-05,2.698
2021-01-06,2.576
2021-01-07,2.546
2021-01-08,2.514
2021-01-09,2.514
2021-01-10,2.514
2021-01-11,2.492
2021-01-12,2.444
2021-01-13,2.472
2021-01-14,2.458
2021-01-15,2.498
2021-01-16,2.498
2021-01-17,2.498
2021-01-18,2.498
2021-01-19,2.586
2021-01-20,2.584
2021-01-21,2.544
2021-01-22,2.536
2021-01-23,2.536
2021-01-24,2.536
2021-01-25,2.559
2021-01-26,2.593
2021-01-27,2.73
2021-01-28,2.651
2021-01-29,2.686
2021-01-30,2.686
2021-01-31,2.686
2021-02-01,2.651
2021-02-02,2.622
2021-02-03,2.629
2021-02-04,2.58
2021-02-05,2.577
2021-02-06,2.577
2021-02-07,2.577
2021-02-08,2.509
2021-02-09,2.505
2021-02-10,2.529
2021-02-11,2.556
2021-02-12,2.542
2021-02-13,2.542
2021-02-14,2.542
2021-02-15,2.542
2021-02-16,2.544
2021-02-17,2.505
2021-02-18,2.533
2021-02-19,2.568
2021-02-20,2.568
2021-02-21,2.568
2021-02-22,2.566
2021-02-23,2.602
2021-02-24,2.592
2021-02-25,2.62
2021-02-26,2.643
2021-02-27,2.643
2021-02-28,2.643
2021-03-01,2.606
2021-03-02,2.711
2021-03-03,2.71
2021-03-04,2.77
2021-03-05,2.725
2021-03-06,2.725
2021-03-07,2.725
2021-03-08,2.66
2021-03-09,2.625
2021-03-10,2.634
2021-03-11,2.623
2021-03-12,2.613
2021-03-13,2.613
2021-03-14,2.613
2021-03-15,2.597
2021-03-16,2.61
2021-03-17,2.637
2021-03-18,2.619
2021-03-19,2.508
2021-03-20,2.508
2021-03-21,2.508
2021-03-22,2.502
2021-03-23,2.49
2021-03-24,2.498
2021-03-25,2.441
2021-03-26,2.246
2021-03-27,2.246
2021-03-28,2.246
2021-03-29,2.277
2021-03-30,2.261
2021-03-31,2.279
2021-04-01,2.248
2021-04-02,2.248
2021-04-03,2.248
2021-04-04,2.248
2021-04-05,2.198
2021-04-06,2.197
2021-04-07,2.207
2021-04-08,2.218
2021-04-09,2.198
2021-04-10,2.198
2021-04-11,2.198
2021-04-12,2.2
2021-04-13,2.202
2021-04-14,2.194
2021-04-15,2.193
2021-04-16,2.164
2021-04-17,2.164
2021-04-18,2.164
2021-04-19,2.163
2021-04-20,2.177
2021-04-21,2.183
2021-04-22,2.195
2021-04-23,2.191
2021-04-24,2.191
2021-04-25,2.191
2021-04-26,2.216
2021-04-27,2.208
2021-04-28,2.207
2021-04-29,2.176
2021-04-30,2.178
2021-05-01,2.178
2021-05-02,2.178
2021-05-03,2.136
2021-05-04,2.133
2021-05-05,2.125
2021-05-06,2.119
2021-05-07,2.102
2021-05-08,2.102
2021-05-09,2.102
2021-05-10,2.109
2021-05-11,2.157
2021-05-12,2.224
2021-05-13,2.163
2021-05-14,2.137
2021-05-15,2.137
2021-05-16,2.137
2021-05-17,2.149
2021-05-18,2.179
2021-05-19,2.054
2021-05-20,2.028
2021-05-21,1.999
2021-05-22,1.999
2021-05-23,1.999
2021-05-24,1.996
2021-05-25,1.997
2021-05-26,1.981
2021-05-27,1.978
2021-05-28,1.982
2021-05-29,1.982
2021-05-30,1.982
2021-05-31,1.982
2021-06-01,1.979
2021-06-02,1.97
2021-06-03,1.963
2021-06-04,1.945
2021-06-05,1.945
2021-06-06,1.945
2021-06-07,1.948
2021-06-08,1.913
2021-06-09,1.94
2021-06-10,1.942
2021-06-11,1.931
2021-06-12,1.931
2021-06-13,1.931
2021-06-14,1.954
2021-06-15,1.959
2021-06-16,1.97
2021-06-17,1.97
2021-06-18,1.976
2021-06-19,1.976
2021-06-20,1.976
2021-06-21,1.949
2021-06-22,1.92
2021-06-23,1.92
2021-06-24,1.899
2021-06-25,1.894
2021-06-26,1.894
2021-06-27,1.894
2021-06-28,1.888
2021-06-29,1.883
2021-06-30,1.884
2021-07-01,1.871
2021-07-02,1.847
2021-07-03,1.847
2021-07-04,1.847
2021-07-05,1.847
2021-07-06,1.856
2021-07-07,1.84
2021-07-08,1.832
2021-07-09,1.832
2021-07-10,1.832
2021-07-11,1.832
2021-07-12,1.806
2021-07-13,1.809
2021-07-14,1.796
2021-07-15,1.801
2021-07-16,1.814
2021-07-17,1.814
2021-07-18,1.814
2021-07-19,1.814
2021-07-20,1.788
2021-07-21,1.779
2021-07-22,1.772
2021-07-23,1.745
2021-07-24,1.745
2021-07-25,1.745
2021-07-26,1.746
2021-07-27,1.763
2021-07-28,1.77
2021-07-29,1.741
2021-07-30,1.745
2021-07-31,1.745
2021-08-01,1.745
2021-08-02,1.771
2021-08-03,1.737
2021-08-04,1.748
2021-08-05,1.743
2021-08-06,1.751
2021-08-07,1.751
2021-08-08,1.751
2021-08-09,1.736
2021-08-10,1.725
2021-08-11,1.732
2021-08-12,1.739
2021-08-13,1.742
2021-08-14,1.742
2021-08-15,1.742
2021-08-16,1.731
2021-08-17,1.783
2021-08-18,1.834
2021-08-19,1.85
2021-08-20,1.791
2021-08-21,1.791
2021-08-22,1.791
2021-08-23,1.798
2021-08-24,1.811
2021-08-25,1.808
2021-08-26,1.823
2021-08-27,1.822
2021-08-28,1.822
2021-08-29,1.822
2021-08-30,1.82
2021-08-31,1.838
2021-09-01,1.843
2021-09-02,1.847
2021-09-03,1.858
2021-09-04,1.858
2021-09-05,1.858
2021-09-06,1.858
2021-09-07,1.87
2021-09-08,1.899
2021-09-09,1.904
2021-09-10,1.911
2021-09-11,1.911
2021-09-12,1.911
2021-09-13,1.922
2021-09-14,1.929
2021-09-15,1.914
2021-09-16,1.892
2021-09-17,1.894
2021-09-18,1.894
2021-09-19,1.894
2021-09-20,1.93
2021-09-21,1.936
2021-09-22,1.933
2021-09-23,1.926
2021-09-24,1.935
2021-09-25,1.935
2021-09-26,1.935
2021-09-27,1.959
2021-09-28,2.002
2021-09-29,1.981
2021-09-30,2.043
2021-10-01,2.046
2021-10-02,2.046
2021-10-03,2.046
2021-10-04,2.069
2021-10-05,2.053
2021-10-06,2.06
2021-10-07,2.033
2021-10-08,2.041
2021-10-09,2.041
2021-10-10,2.041
2021-10-11,2.043
2021-10-12,2.03
2021-10-13,1.974
2021-10-14,1.93
2021-10-15,1.902
2021-10-16,1.902
2021-10-17,1.902
2021-10-18,1.842
2021-10-19,1.853
2021-10-20,1.856
2021-10-21,1.838
2021-10-22,1.826
2021-10-23,1.826
2021-10-24,1.826
2021-10-25,1.795
2021-10-26,1.806
2021-10-27,1.821
2021-10-28,1.81
2021-10-29,1.8
2021-10-30,1.8
2021-10-31,1.8
2021-11-01,1.812
2021-11-02,1.795
2021-11-03,1.794
2021-11-04,1.794
2021-11-05,1.838
2021-11-06,1.838
2021-11-07,1.838
2021-11-08,1.845
2021-11-09,1.831
2021-11-10,1.839
2021-11-11,1.825
2021-11-12,1.797
2021-11-13,1.797
2021-11-14,1.797
2021-11-15,1.768
2021-11-16,1.748
2021-11-17,1.744
2021-11-18,1.756
2021-11-19,1.765
2021-11-20,1.765
2021-11-21,1.765
2021-11-22,1.809
2021-11-23,1.776
2021-11-24,1.779
2021-11-25,1.779
2021-11-26,1.795
2021-11-27,1.795
2021-11-28,1.795
2021-11-29,1.776
2021-11-30,1.815
2021-12-01,1.841
2021-12-02,1.803
2021-12-03,1.788
2021-12-04,1.788
2021-12-05,1.788
2021-12-06,1.821
2021-12-07,1.802
2021-12-08,1.847
2021-12-09,1.863
2021-12-10,1.858
2021-12-11,1.858
2021-12-12,1.858
2021-12-13,1.89
2021-12-14,1.881
2021-12-15,1.87
2021-12-16,1.969
2021-12-17,1.982
2021-12-18,1.982
2021-12-19,1.982
2021-12-20,2.019
2021-12-21,2.011
2021-12-22,2.032
2021-12-23,1.97
2021-12-24,1.97
2021-12-25,1.97
2021-12-26,1.97
2021-12-27,1.943
2021-12-28,1.936
2021-12-29,1.91
2021-12-30,1.878
2021-12-31,1.881
2022-01-01,1.881
2022-01-02,1.881
2022-01-03,1.877
2022-01-04,1.859
2022-01-05,1.903
2022-01-06,1.882
2022-01-07,1.887
2022-01-08,1.887
2022-01-09,1.887
2022-01-10,1.915
2022-01-11,1.914
2022-01-12,1.94
2022-01-13,1.928
2022-01-14,1.967
2022-01-15,1.967
2022-01-16,1.967
2022-01-17,1.967
2022-01-18,1.979
2022-01-19,1.945
2022-01-20,1.964
2022-01-21,2.004
2022-01-22,2.004
2022-01-23,2.004
2022-01-24,1.974
2022-01-25,2.028
2022-01-26,2.057
2022-01-27,2.052
2022-01-28,2.0
2022-01-29,2.0
2022-01-30,2.0
2022-01-31,1.975
2022-02-01,1.986
2022-02-02,2.001
2022-02-03,2.042
2022-02-04,2.034
2022-02-05,2.034
2022-02-06,2.034
2022-02-07,2.061
2022-02-08,2.045
2022-02-09,2.01
2022-02-10,2.036
2022-02-11,2.058
2022-02-12,2.058
2022-02-13,2.058
2022-02-14,2.088
2022-02-15,2.093
2022-02-16,2.086
2022-02-17,2.125
2022-02-18,2.121
2022-02-19,2.121
2022-02-20,2.121
2022-02-21,2.121
2022-02-22,2.208
2022-02-23,2.283
2022-02-24,2.263
2022-02-25,2.176
2022-02-26,2.176
2022-02-27,2.176
2022-02-28,2.17
2022-03-01,2.234
2022-03-02,2.19
2022-03-03,2.2
2022-03-04,2.198
2022-03-05,2.198
2022-03-06,2.198
2022-03-07,2.334
2022-03-08,2.359
2022-03-09,2.28
2022-03-10,2.293
2022-03-11,2.691
2022-03-12,2.691
2022-03-13,2.691
2022-03-14,2.668
2022-03-15,2.587
2022-03-16,2.584
2022-03-17,2.525
2022-03-18,2.464
2022-03-19,2.464
2022-03-20,2.464
2022-03-21,2.498
2022-03-22,2.501
2022-03-23,2.57
2022-03-24,2.567
2022-03-25,2.548
2022-03-26,2.548
2022-03-27,2.548
2022-03-28,2.538
2022-03-29,2.499
2022-03-30,2.51
2022-03-31,2.625
2022-04-01,2.646
2022-04-02,2.646
2022-04-03,2.646
2022-04-04,2.598
2022-04-05,2.593
2022-04-06,2.58
2022-04-07,2.441
2022-04-08,2.387
2022-04-09,2.387
2022-04-10,2.387
2022-04-11,2.429
2022-04-12,2.408
2022-04-13,2.382
2022-04-14,2.348
2022-04-15,2.348
2022-04-16,2.348
2022-04-17,2.348
2022-04-18,2.327
2022-04-19,2.264
2022-04-20,2.234
2022-04-21,2.245
2022-04-22,2.305
2022-04-23,2.305
2022-04-24,2.305
2022-04-25,2.231
2022-04-26,2.279
2022-04-27,2.334
2022-04-28,2.28
2022-04-29,2.358
2022-04-30,2.358
2022-05-01,2.358
2022-05-02,2.346
2022-05-03,2.318
2022-05-04,2.27
2022-05-05,2.336
2022-05-06,2.394
2022-05-07,2.394
2022-05-08,2.394
2022-05-09,2.404
2022-05-10,2.46
2022-05-11,2.525
2022-05-12,2.488
2022-05-13,2.461
2022-05-14,2.461
2022-05-15,2.461
2022-05-16,2.466
2022-05-17,2.501
2022-05-18,3.203
2022-05-19,3.349
2022-05-20,3.26
2022-05-21,3.26
2022-05-22,3.26
2022-05-23,3.291
2022-05-24,3.377
2022-05-25,3.238
2022-05-26,3.103
2022-05-27,3.03
2022-05-28,3.03
2022-05-29,3.03
2022-05-30,3.03
2022-05-31,3.128
2022-06-01,3.236
2022-06-02,3.147
2022-06-03,3.145
2022-06-04,3.145
2022-06-05,3.145
2022-06-06,3.172
2022-06-07,3.328
2022-06-08,3.148
2022-06-09,3.192
2022-06-10,3.296
2022-06-11,3.296
2022-06-12,3.296
2022-06-13,3.407
2022-06-14,3.457
2022-06-15,3.346
2022-06-16,3.453
2022-06-17,3.542
2022-06-18,3.542
2022-06-19,3.542
2022-06-20,3.542
2022-06-21,3.41
2022-06-22,3.504
2022-06-23,3.361
2022-06-24,3.28
2022-06-25,3.28
2022-06-26,3.28
2022-06-27,3.298
2022-06-28,3.414
2022-06-29,3.477
2022-06-30,3.578
2022-07-01,3.549
2022-07-02,3.549
2022-07-03,3.549
2022-07-04,3.549
2022-07-05,3.468
2022-07-06,3.489
2022-07-07,3.329
2022-07-08,3.373
2022-07-09,3.373
2022-07-10,3.373
2022-07-11,3.41
2022-07-12,3.453
2022-07-13,3.432
2022-07-14,3.412
2022-07-15,3.403
2022-07-16,3.403
2022-07-17,3.403
2022-07-18,3.342
2022-07-19,3.255
2022-07-20,3.19
2022-07-21,3.146
2022-07-22,3.164
2022-07-23,3.164
2022-07-24,3.164
2022-07-25,3.169
2022-07-26,3.288
2022-07-27,3.229
2022-07-28,3.131
2022-07-29,3.055
2022-07-30,3.055
2022-07-31,3.055
2022-08-01,3.015
2022-08-02,3.053
2022-08-03,2.973
2022-08-04,2.997
2022-08-05,3.005
2022-08-06,3.005
2022-08-07,3.005
2022-08-08,2.99
2022-08-09,3.023
2022-08-10,2.942
2022-08-11,2.943
2022-08-12,2.894
2022-08-13,2.894
2022-08-14,2.894
2022-08-15,2.879
2022-08-16,2.753
2022-08-17,2.782
2022-08-18,2.828
2022-08-19,2.93
2022-08-20,2.93
2022-08-21,2.93
2022-08-22,3.021
2022-08-23,3.021
2022-08-24,3.0
2022-08-25,2.922
2022-08-26,3.047
2022-08-27,3.047
2022-08-28,3.047
2022-08-29,3.084
2022-08-30,3.044
2022-08-31,3.052
2022-09-01,2.943
2022-09-02,2.948
2022-09-03,2.948
2022-09-04,2.948
2022-09-05,2.948
2022-09-06,2.966
2022-09-07,2.841
2022-09-08,2.822
2022-09-09,2.794
2022-09-10,2.794
2022-09-11,2.794
2022-09-12,2.791
2022-09-13,2.918
2022-09-14,2.934
2022-09-15,2.94
2022-09-16,2.957
2022-09-17,2.957
2022-09-18,2.957
2022-09-19,2.945
2022-09-20,3.032
2022-09-21,3.051
2022-09-22,3.172
2022-09-23,3.179
2022-09-24,3.179
2022-09-25,3.179
2022-09-26,3.263
2022-09-27,3.268
2022-09-28,3.113
2022-09-29,3.196
2022-09-30,3.27
2022-10-01,3.27
2022-10-02,3.27
2022-10-03,3.196
2022-10-04,3.091
2022-10-05,3.102
2022-10-06,3.115
2022-10-07,3.185
2022-10-08,3.185
2022-10-09,3.185
2022-10-10,3.169
2022-10-11,3.28
2022-10-12,3.288
2022-10-13,3.289
2022-10-14,3.479
2022-10-15,3.479
2022-10-16,3.479
2022-10-17,3.396
2022-10-18,3.223
2022-10-19,3.262
2022-10-20,3.283
2022-10-21,3.184
2022-10-22,3.184
2022-10-23,3.184
2022-10-24,3.132
2022-10-25,3.057
2022-10-26,3.039
2022-10-27,3.037
2022-10-28,3.025
2022-10-29,3.025
2022-10-30,3.025
2022-10-31,3.086
2022-11-01,3.079
2022-11-02,3.164
2022-11-03,3.172
2022-11-04,3.175
2022-11-05,3.175
2022-11-06,3.175
2022-11-07,3.17
2022-11-08,3.136
2022-11-09,3.313
2022-11-10,3.083
2022-11-11,2.798
2022-11-12,2.798
2022-11-13,2.798
2022-11-14,2.799
2022-11-15,2.693
2022-11-16,3.159
2022-11-17,3.032
2022-11-18,3.016
2022-11-19,3.016
2022-11-20,3.016
2022-11-21,3.099
2022-11-22,3.135
2022-11-23,2.937
2022-11-24,2.937
2022-11-25,2.937
2022-11-26,2.937
2022-11-27,2.937
2022-11-28,2.902
2022-11-29,2.884
2022-11-30,2.872
2022-12-01,2.908
2022-12-02,2.923
2022-12-03,2.923
2022-12-04,2.923
2022-12-05,3.097
2022-12-06,3.083
2022-12-07,3.109
2022-12-08,3.1
2022-12-09,3.139
2022-12-10,3.139
2022-12-11,3.139
2022-12-12,3.186
2022-12-13,3.168
2022-12-14,3.134
2022-12-15,3.238
2022-12-16,3.264
2022-12-17,3.264
2022-12-18,3.264
2022-12-19,3.304
2022-12-20,3.337
2022-12-21,3.359
2022-12-22,3.382
2022-12-23,3.339
2022-12-24,3.339
2022-12-25,3.339
2022-12-26,3.339
2022-12-27,3.284
2022-12-28,3.278
2022-12-29,3.222
2022-12-30,3.207
2022-12-31,3.207
2023-01-01,3.207
2023-01-02,3.207
2023-01-03,3.15
2023-01-04,3.096
2023-01-05,3.065
2023-01-06,2.952
2023-01-07,2.952
2023-01-08,2.952
2023-01-09,3.024
2023-01-10,3.031
2023-01-11,2.974
2023-01-12,2.975
2023-01-13,2.887
2023-01-14,2.887
2023-01-15,2.887
2023-01-16,2.887
2023-01-17,2.932
2023-01-18,2.955
2023-01-19,2.987
2023-01-20,2.93
2023-01-21,2.93
2023-01-22,2.93
2023-01-23,2.886
2023-01-24,2.905
2023-01-25,2.893
2023-01-26,2.875
2023-01-27,2.85
2023-01-28,2.85
2023-01-29,2.85
2023-01-30,2.847
2023-01-31,2.76
2023-02-01,2.683
2023-02-02,2.624
2023-02-03,2.688
2023-02-04,2.688
2023-02-05,2.688
2023-02-06,2.733
2023-02-07,2.718
2023-02-08,2.765
2023-02-09,2.772
2023-02-10,2.794
2023-02-11,2.794
2023-02-12,2.794
2023-02-13,2.741
2023-02-14,2.758
2023-02-15,2.682
2023-02-16,2.705
2023-02-17,2.725
2023-02-18,2.725
2023-02-19,2.725
2023-02-20,2.725
2023-02-21,2.84
2023-02-22,2.849
2023-02-23,2.853
2023-02-24,2.746
2023-02-25,2.746
2023-02-26,2.746
2023-02-27,2.748
2023-02-28,2.709
2023-03-01,2.83
2023-03-02,2.796
2023-03-03,2.805
2023-03-04,2.805
2023-03-05,2.805
2023-03-06,2.832
2023-03-07,2.873
2023-03-08,2.861
2023-03-09,2.912
2023-03-10,3.004
2023-03-11,3.004
2023-03-12,3.004
2023-03-13,3.009
2023-03-14,3.001
2023-03-15,2.986
2023-03-16,2.915
2023-03-17,2.982
2023-03-18,2.982
2023-03-19,2.982
2023-03-20,2.911
2023-03-21,2.921
2023-03-22,3.018
2023-03-23,3.044
2023-03-24,3.025
2023-03-25,3.025
2023-03-26,3.025
2023-03-27,2.965
2023-03-28,2.958
2023-03-29,2.989
2023-03-30,2.949
2023-03-31,2.854
2023-04-01,2.854
2023-04-02,2.854
2023-04-03,2.846
2023-04-04,2.846
2023-04-05,2.86
2023-04-06,2.854
2023-04-07,2.854
2023-04-08,2.854
2023-04-09,2.854
2023-04-10,2.797
2023-04-11,2.787
2023-04-12,2.891
2023-04-13,2.895
2023-04-14,2.884
2023-04-15,2.884
2023-04-16,2.884
2023-04-17,2.854
2023-04-18,2.859
2023-04-19,2.857
2023-04-20,2.897
2023-04-21,2.863
2023-04-22,2.863
2023-04-23,2.863
2023-04-24,2.832
2023-04-25,2.98
2023-04-26,3.022
2023-04-27,2.97
2023-04-28,2.978
2023-04-29,2.978
2023-04-30,2.978
2023-05-01,2.99
2023-05-02,3.029
2023-05-03,3.052
2023-05-04,3.092
2023-05-05,3.018
2023-05-06,3.018
2023-05-07,3.018
2023-05-08,3.014
2023-05-09,2.996
2023-05-10,2.99
2023-05-11,2.966
2023-05-12,2.982
2023-05-13,2.982
2023-05-14,2.982
2023-05-15,2.934
2023-05-16,2.983
2023-05-17,2.892
2023-05-18,3.02
2023-05-19,3.057
2023-05-20,3.057
2023-05-21,3.057
2023-05-22,3.045
2023-05-23,3.143
2023-05-24,3.232
2023-05-25,3.286
2023-05-26,3.332
2023-05-27,3.332
2023-05-28,3.332
2023-05-29,3.332
2023-05-30,3.458
2023-05-31,3.535
2023-06-01,3.529
2023-06-02,3.475
2023-06-03,3.475
2023-06-04,3.475
2023-06-05,3.544
2023-06-06,3.45
2023-06-07,3.511
2023-06-08,3.524
2023-06-09,3.643
2023-06-10,3.643
2023-06-11,3.643
2023-06-12,3.694
2023-06-13,3.63
2023-06-14,3.507
2023-06-15,3.389
2023-06-16,3.491
2023-06-17,3.491
2023-06-18,3.491
2023-06-19,3.491
2023-06-20,3.52
2023-06-21,3.507
2023-06-22,3.529
