,SYF US Equity
2020-05-03,5.728
2020-05-04,5.753
2020-05-05,5.89
2020-05-06,6.129
2020-05-07,5.894
2020-05-08,5.694
2020-05-09,5.694
2020-05-10,5.694
2020-05-11,5.98
2020-05-12,6.244
2020-05-13,6.681
2020-05-14,6.211
2020-05-15,6.41
2020-05-16,6.41
2020-05-17,6.41
2020-05-18,5.903
2020-05-19,6.014
2020-05-20,5.855
2020-05-21,5.848
2020-05-22,5.94
2020-05-23,5.94
2020-05-24,5.94
2020-05-25,5.94
2020-05-26,5.443
2020-05-27,4.966
2020-05-28,4.992
2020-05-29,5.205
2020-05-30,5.205
2020-05-31,5.205
2020-06-01,5.025
2020-06-02,4.804
2020-06-03,4.476
2020-06-04,4.358
2020-06-05,4.155
2020-06-06,4.155
2020-06-07,4.155
2020-06-08,3.946
2020-06-09,4.1
2020-06-10,4.351
2020-06-11,4.787
2020-06-12,3.508
2020-06-13,3.508
2020-06-14,3.508
2020-06-15,3.419
2020-06-16,3.314
2020-06-17,3.369
2020-06-18,3.439
2020-06-19,3.508
2020-06-20,3.508
2020-06-21,3.508
2020-06-22,3.505
2020-06-23,3.486
2020-06-24,3.775
2020-06-25,3.665
2020-06-26,3.898
2020-06-27,3.898
2020-06-28,3.898
2020-06-29,3.799
2020-06-30,3.763
2020-07-01,3.859
2020-07-02,3.815
2020-07-03,3.815
2020-07-04,3.815
2020-07-05,3.815
2020-07-06,3.657
2020-07-07,3.827
2020-07-08,3.736
2020-07-09,3.907
2020-07-10,3.696
2020-07-11,3.696
2020-07-12,3.696
2020-07-13,3.675
2020-07-14,3.714
2020-07-15,3.527
2020-07-16,3.511
2020-07-17,3.593
2020-07-18,3.593
2020-07-19,3.593
2020-07-20,3.726
2020-07-21,3.683
2020-07-22,4.12
2020-07-23,4.037
2020-07-24,4.008
2020-07-25,4.008
2020-07-26,4.008
2020-07-27,3.978
2020-07-28,4.091
2020-07-29,3.971
2020-07-30,4.076
2020-07-31,4.227
2020-08-01,4.227
2020-08-02,4.227
2020-08-03,4.117
2020-08-04,4.129
2020-08-05,4.009
2020-08-06,4.051
2020-08-07,3.948
2020-08-08,3.948
2020-08-09,3.948
2020-08-10,3.804
2020-08-11,3.726
2020-08-12,3.781
2020-08-13,3.787
2020-08-14,3.752
2020-08-15,3.752
2020-08-16,3.752
2020-08-17,3.841
2020-08-18,3.9
2020-08-19,3.879
2020-08-20,3.907
2020-08-21,3.912
2020-08-22,3.912
2020-08-23,3.912
2020-08-24,3.704
2020-08-25,3.756
2020-08-26,3.825
2020-08-27,3.656
2020-08-28,3.628
2020-08-29,3.628
2020-08-30,3.628
2020-08-31,3.77
2020-09-01,3.762
2020-09-02,3.768
2020-09-03,3.723
2020-09-04,3.574
2020-09-05,3.574
2020-09-06,3.574
2020-09-07,3.574
2020-09-08,3.664
2020-09-09,3.654
2020-09-10,3.682
2020-09-11,3.627
2020-09-12,3.627
2020-09-13,3.627
2020-09-14,3.469
2020-09-15,3.531
2020-09-16,3.39
2020-09-17,3.384
2020-09-18,3.435
2020-09-19,3.435
2020-09-20,3.435
2020-09-21,3.611
2020-09-22,3.652
2020-09-23,3.726
2020-09-24,3.776
2020-09-25,3.72
2020-09-26,3.72
2020-09-27,3.72
2020-09-28,3.627
2020-09-29,3.661
2020-09-30,3.574
2020-10-01,3.51
2020-10-02,3.406
2020-10-03,3.406
2020-10-04,3.406
2020-10-05,3.296
2020-10-06,3.401
2020-10-07,3.305
2020-10-08,3.209
2020-10-09,3.243
2020-10-10,3.243
2020-10-11,3.243
2020-10-12,3.24
2020-10-13,3.277
2020-10-14,3.262
2020-10-15,3.214
2020-10-16,3.184
2020-10-17,3.184
2020-10-18,3.184
2020-10-19,3.216
2020-10-20,3.388
2020-10-21,3.421
2020-10-22,3.287
2020-10-23,3.311
2020-10-24,3.311
2020-10-25,3.311
2020-10-26,3.417
2020-10-27,3.503
2020-10-28,3.651
2020-10-29,3.609
2020-10-30,3.641
2020-10-31,3.641
2020-11-01,3.641
2020-11-02,3.509
2020-11-03,3.417
2020-11-04,3.435
2020-11-05,3.315
2020-11-06,3.399
2020-11-07,3.399
2020-11-08,3.399
2020-11-09,3.052
2020-11-10,3.077
2020-11-11,3.099
2020-11-12,3.129
2020-11-13,3.035
2020-11-14,3.035
2020-11-15,3.035
2020-11-16,2.928
2020-11-17,2.98
2020-11-18,3.029
2020-11-19,3.032
2020-11-20,3.093
2020-11-21,3.093
2020-11-22,3.093
2020-11-23,2.974
2020-11-24,2.849
2020-11-25,2.903
2020-11-26,2.903
2020-11-27,2.93
2020-11-28,2.93
2020-11-29,2.93
2020-11-30,2.99
2020-12-01,2.895
2020-12-02,2.818
2020-12-03,2.816
2020-12-04,2.763
2020-12-05,2.763
2020-12-06,2.763
2020-12-07,2.797
2020-12-08,2.813
2020-12-09,2.816
2020-12-10,2.762
2020-12-11,2.823
2020-12-12,2.823
2020-12-13,2.823
2020-12-14,2.855
2020-12-15,2.783
2020-12-16,2.764
2020-12-17,2.736
2020-12-18,2.816
2020-12-19,2.816
2020-12-20,2.816
2020-12-21,2.729
2020-12-22,3.179
2020-12-23,3.098
2020-12-24,3.114
2020-12-25,3.114
2020-12-26,3.114
2020-12-27,3.114
2020-12-28,3.115
2020-12-29,3.116
2020-12-30,3.084
2020-12-31,3.046
2021-01-01,3.046
2021-01-02,3.046
2021-01-03,3.046
2021-01-04,3.097
2021-01-05,3.041
2021-01-06,2.867
2021-01-07,2.88
2021-01-08,2.891
2021-01-09,2.891
2021-01-10,2.891
2021-01-11,2.914
2021-01-12,2.892
2021-01-13,2.826
2021-01-14,2.718
2021-01-15,2.727
2021-01-16,2.727
2021-01-17,2.727
2021-01-18,2.727
2021-01-19,2.663
2021-01-20,2.649
2021-01-21,2.77
2021-01-22,2.83
2021-01-23,2.83
2021-01-24,2.83
2021-01-25,2.887
2021-01-26,2.989
2021-01-27,3.076
2021-01-28,2.946
2021-01-29,3.078
2021-01-30,3.078
2021-01-31,3.078
2021-02-01,2.986
2021-02-02,2.874
2021-02-03,2.868
2021-02-04,2.772
2021-02-05,2.76
2021-02-06,2.76
2021-02-07,2.76
2021-02-08,2.733
2021-02-09,2.773
2021-02-10,2.717
2021-02-11,2.761
2021-02-12,2.771
2021-02-13,2.771
2021-02-14,2.771
2021-02-15,2.771
2021-02-16,2.716
2021-02-17,2.747
2021-02-18,2.809
2021-02-19,2.703
2021-02-20,2.703
2021-02-21,2.703
2021-02-22,2.652
2021-02-23,2.675
2021-02-24,2.559
2021-02-25,2.638
2021-02-26,2.661
2021-02-27,2.661
2021-02-28,2.661
2021-03-01,2.573
2021-03-02,2.602
2021-03-03,2.566
2021-03-04,2.646
2021-03-05,2.567
2021-03-06,2.567
2021-03-07,2.567
2021-03-08,2.533
2021-03-09,2.563
2021-03-10,2.474
2021-03-11,2.413
2021-03-12,2.411
2021-03-13,2.411
2021-03-14,2.411
2021-03-15,2.404
2021-03-16,2.439
2021-03-17,2.386
2021-03-18,2.495
2021-03-19,2.513
2021-03-20,2.513
2021-03-21,2.513
2021-03-22,2.539
2021-03-23,2.653
2021-03-24,2.607
2021-03-25,2.527
2021-03-26,2.491
2021-03-27,2.491
2021-03-28,2.491
2021-03-29,2.554
2021-03-30,2.507
2021-03-31,2.532
2021-04-01,2.471
2021-04-02,2.471
2021-04-03,2.471
2021-04-04,2.471
2021-04-05,2.438
2021-04-06,2.44
2021-04-07,2.423
2021-04-08,2.436
2021-04-09,2.405
2021-04-10,2.405
2021-04-11,2.405
2021-04-12,2.386
2021-04-13,2.483
2021-04-14,2.48
2021-04-15,2.494
2021-04-16,2.487
2021-04-17,2.487
2021-04-18,2.487
2021-04-19,2.527
2021-04-20,2.601
2021-04-21,2.562
2021-04-22,2.581
2021-04-23,2.53
2021-04-24,2.53
2021-04-25,2.53
2021-04-26,2.482
2021-04-27,2.527
2021-04-28,2.48
2021-04-29,2.401
2021-04-30,2.428
2021-05-01,2.428
2021-05-02,2.428
2021-05-03,2.431
2021-05-04,2.381
2021-05-05,2.371
2021-05-06,2.365
2021-05-07,2.313
2021-05-08,2.313
2021-05-09,2.313
2021-05-10,2.307
2021-05-11,2.349
2021-05-12,2.406
2021-05-13,2.346
2021-05-14,2.269
2021-05-15,2.269
2021-05-16,2.269
2021-05-17,2.264
2021-05-18,2.316
2021-05-19,2.315
2021-05-20,2.32
2021-05-21,2.297
2021-05-22,2.297
2021-05-23,2.297
2021-05-24,2.288
2021-05-25,2.295
2021-05-26,2.271
2021-05-27,2.226
2021-05-28,2.24
2021-05-29,2.24
2021-05-30,2.24
2021-05-31,2.24
2021-06-01,2.168
2021-06-02,2.145
2021-06-03,2.13
2021-06-04,2.133
2021-06-05,2.133
2021-06-06,2.133
2021-06-07,2.105
2021-06-08,2.09
2021-06-09,2.121
2021-06-10,2.167
2021-06-11,2.151
2021-06-12,2.151
2021-06-13,2.151
2021-06-14,2.183
2021-06-15,2.122
2021-06-16,2.145
2021-06-17,2.235
2021-06-18,2.301
2021-06-19,2.301
2021-06-20,2.301
2021-06-21,2.212
2021-06-22,2.217
2021-06-23,2.197
2021-06-24,2.167
2021-06-25,2.132
2021-06-26,2.132
2021-06-27,2.132
2021-06-28,2.19
2021-06-29,2.212
2021-06-30,2.188
2021-07-01,2.173
2021-07-02,2.165
2021-07-03,2.165
2021-07-04,2.165
2021-07-05,2.165
2021-07-06,2.218
2021-07-07,2.214
2021-07-08,2.273
2021-07-09,2.179
2021-07-10,2.179
2021-07-11,2.179
2021-07-12,2.145
2021-07-13,2.183
2021-07-14,2.235
2021-07-15,2.225
2021-07-16,2.272
2021-07-17,2.272
2021-07-18,2.272
2021-07-19,2.37
2021-07-20,2.308
2021-07-21,2.253
2021-07-22,2.313
2021-07-23,2.283
2021-07-24,2.283
2021-07-25,2.283
2021-07-26,2.253
2021-07-27,2.248
2021-07-28,2.249
2021-07-29,2.197
2021-07-30,2.248
2021-07-31,2.248
2021-08-01,2.248
2021-08-02,2.256
2021-08-03,2.243
2021-08-04,2.241
2021-08-05,2.189
2021-08-06,2.14
2021-08-07,2.14
2021-08-08,2.14
2021-08-09,2.158
2021-08-10,2.109
2021-08-11,2.064
2021-08-12,2.048
2021-08-13,2.04
2021-08-14,2.04
2021-08-15,2.04
2021-08-16,2.054
2021-08-17,2.085
2021-08-18,2.116
2021-08-19,2.157
2021-08-20,2.148
2021-08-21,2.148
2021-08-22,2.148
2021-08-23,2.126
2021-08-24,2.105
2021-08-25,2.056
2021-08-26,2.082
2021-08-27,2.035
2021-08-28,2.035
2021-08-29,2.035
2021-08-30,2.142
2021-08-31,2.125
2021-09-01,2.175
2021-09-02,2.188
2021-09-03,2.231
2021-09-04,2.231
2021-09-05,2.231
2021-09-06,2.231
2021-09-07,2.264
2021-09-08,2.314
2021-09-09,2.269
2021-09-10,2.234
2021-09-11,2.234
2021-09-12,2.234
2021-09-13,2.171
2021-09-14,2.217
2021-09-15,2.191
2021-09-16,2.171
2021-09-17,2.182
2021-09-18,2.182
2021-09-19,2.182
2021-09-20,2.236
2021-09-21,2.224
2021-09-22,2.186
2021-09-23,2.121
2021-09-24,2.104
2021-09-25,2.104
2021-09-26,2.104
2021-09-27,2.044
2021-09-28,2.086
2021-09-29,2.091
2021-09-30,2.162
2021-10-01,2.118
2021-10-02,2.118
2021-10-03,2.118
2021-10-04,2.13
2021-10-05,2.107
2021-10-06,2.12
2021-10-07,2.13
2021-10-08,2.116
2021-10-09,2.116
2021-10-10,2.116
2021-10-11,2.154
2021-10-12,2.127
2021-10-13,2.184
2021-10-14,2.132
2021-10-15,2.106
2021-10-16,2.106
2021-10-17,2.106
2021-10-18,2.072
2021-10-19,2.019
2021-10-20,2.035
2021-10-21,2.153
2021-10-22,2.149
2021-10-23,2.149
2021-10-24,2.149
2021-10-25,2.162
2021-10-26,2.159
2021-10-27,2.264
2021-10-28,2.255
2021-10-29,2.265
2021-10-30,2.265
2021-10-31,2.265
2021-11-01,2.221
2021-11-02,2.22
2021-11-03,2.183
2021-11-04,2.11
2021-11-05,2.059
2021-11-06,2.059
2021-11-07,2.059
2021-11-08,2.056
2021-11-09,2.054
2021-11-10,2.046
2021-11-11,2.037
2021-11-12,2.018
2021-11-13,2.018
2021-11-14,2.018
2021-11-15,2.02
2021-11-16,2.041
2021-11-17,2.084
2021-11-18,2.095
2021-11-19,2.115
2021-11-20,2.115
2021-11-21,2.115
2021-11-22,2.095
2021-11-23,2.037
2021-11-24,2.035
2021-11-25,2.035
2021-11-26,2.124
2021-11-27,2.124
2021-11-28,2.124
2021-11-29,2.149
2021-11-30,2.261
2021-12-01,2.307
2021-12-02,2.212
2021-12-03,2.23
2021-12-04,2.23
2021-12-05,2.23
2021-12-06,2.179
2021-12-07,2.121
2021-12-08,2.134
2021-12-09,2.108
2021-12-10,2.109
2021-12-11,2.109
2021-12-12,2.109
2021-12-13,2.179
2021-12-14,2.156
2021-12-15,2.161
2021-12-16,2.12
2021-12-17,2.164
2021-12-18,2.164
2021-12-19,2.164
2021-12-20,2.283
2021-12-21,2.188
2021-12-22,2.197
2021-12-23,2.187
2021-12-24,2.187
2021-12-25,2.187
2021-12-26,2.187
2021-12-27,2.186
2021-12-28,2.173
2021-12-29,2.181
2021-12-30,2.182
2021-12-31,2.176
2022-01-01,2.176
2022-01-02,2.176
2022-01-03,2.148
2022-01-04,2.096
2022-01-05,2.152
2022-01-06,2.123
2022-01-07,2.094
2022-01-08,2.094
2022-01-09,2.094
2022-01-10,2.09
2022-01-11,2.07
2022-01-12,2.059
2022-01-13,2.041
2022-01-14,2.074
2022-01-15,2.074
2022-01-16,2.074
2022-01-17,2.074
2022-01-18,2.137
2022-01-19,2.212
2022-01-20,2.235
2022-01-21,2.273
2022-01-22,2.273
2022-01-23,2.273
2022-01-24,2.247
2022-01-25,2.19
2022-01-26,2.225
2022-01-27,2.273
2022-01-28,2.437
2022-01-29,2.437
2022-01-30,2.437
2022-01-31,2.712
2022-02-01,2.565
2022-02-02,2.576
2022-02-03,2.603
2022-02-04,2.588
2022-02-05,2.588
2022-02-06,2.588
2022-02-07,2.564
2022-02-08,2.501
2022-02-09,2.45
2022-02-10,2.48
2022-02-11,2.499
2022-02-12,2.499
2022-02-13,2.499
2022-02-14,2.485
2022-02-15,2.443
2022-02-16,2.44
2022-02-17,2.507
2022-02-18,2.52
2022-02-19,2.52
2022-02-20,2.52
2022-02-21,2.52
2022-02-22,2.562
2022-02-23,2.631
2022-02-24,2.654
2022-02-25,2.534
2022-02-26,2.534
2022-02-27,2.534
2022-02-28,2.558
2022-03-01,2.773
2022-03-02,2.752
2022-03-03,2.814
2022-03-04,2.935
2022-03-05,2.935
2022-03-06,2.935
2022-03-07,3.148
2022-03-08,3.121
2022-03-09,3.023
2022-03-10,3.089
2022-03-11,3.123
2022-03-12,3.123
2022-03-13,3.123
2022-03-14,3.084
2022-03-15,3.028
2022-03-16,2.905
2022-03-17,2.922
2022-03-18,2.911
2022-03-19,2.911
2022-03-20,2.911
2022-03-21,3.008
2022-03-22,2.911
2022-03-23,3.011
2022-03-24,3.006
2022-03-25,2.984
2022-03-26,2.984
2022-03-27,2.984
2022-03-28,3.053
2022-03-29,2.977
2022-03-30,3.063
2022-03-31,3.144
2022-04-01,3.067
2022-04-02,3.067
2022-04-03,3.067
2022-04-04,3.032
2022-04-05,3.058
2022-04-06,3.015
2022-04-07,3.165
2022-04-08,3.166
2022-04-09,3.166
2022-04-10,3.166
2022-04-11,3.176
2022-04-12,3.146
2022-04-13,3.096
2022-04-14,3.077
2022-04-15,3.077
2022-04-16,3.077
2022-04-17,3.077
2022-04-18,2.808
2022-04-19,2.554
2022-04-20,2.568
2022-04-21,2.611
2022-04-22,2.737
2022-04-23,2.737
2022-04-24,2.737
2022-04-25,2.714
2022-04-26,2.771
2022-04-27,2.823
2022-04-28,2.73
2022-04-29,2.807
2022-04-30,2.807
2022-05-01,2.807
2022-05-02,2.768
2022-05-03,2.699
2022-05-04,2.574
2022-05-05,2.627
2022-05-06,2.716
2022-05-07,2.716
2022-05-08,2.716
2022-05-09,2.791
2022-05-10,2.858
2022-05-11,2.925
2022-05-12,3.129
2022-05-13,3.08
2022-05-14,3.08
2022-05-15,3.08
2022-05-16,3.116
2022-05-17,2.919
2022-05-18,3.124
2022-05-19,3.174
2022-05-20,3.184
2022-05-21,3.184
2022-05-22,3.184
2022-05-23,3.03
2022-05-24,3.14
2022-05-25,3.045
2022-05-26,2.94
2022-05-27,2.862
2022-05-28,2.862
2022-05-29,2.862
2022-05-30,2.862
2022-05-31,2.793
2022-06-01,2.884
2022-06-02,2.856
2022-06-03,2.919
2022-06-04,2.919
2022-06-05,2.919
2022-06-06,2.89
2022-06-07,2.844
2022-06-08,2.959
2022-06-09,3.056
2022-06-10,3.283
2022-06-11,3.283
2022-06-12,3.283
2022-06-13,3.483
2022-06-14,3.505
2022-06-15,3.395
2022-06-16,3.577
2022-06-17,3.461
2022-06-18,3.461
2022-06-19,3.461
2022-06-20,3.461
2022-06-21,3.54
2022-06-22,3.562
2022-06-23,3.666
2022-06-24,3.502
2022-06-25,3.502
2022-06-26,3.502
2022-06-27,3.512
2022-06-28,3.572
2022-06-29,3.626
2022-06-30,3.745
2022-07-01,3.618
2022-07-02,3.618
2022-07-03,3.618
2022-07-04,3.618
2022-07-05,3.574
2022-07-06,3.622
2022-07-07,3.508
2022-07-08,3.485
2022-07-09,3.485
2022-07-10,3.485
2022-07-11,3.477
2022-07-12,3.455
2022-07-13,3.505
2022-07-14,3.51
2022-07-15,3.352
2022-07-16,3.352
2022-07-17,3.352
2022-07-18,3.363
2022-07-19,3.219
2022-07-20,3.179
2022-07-21,3.241
2022-07-22,3.239
2022-07-23,3.239
2022-07-24,3.239
2022-07-25,3.225
2022-07-26,3.334
2022-07-27,3.249
2022-07-28,3.241
2022-07-29,3.13
2022-07-30,3.13
2022-07-31,3.13
2022-08-01,3.106
2022-08-02,3.193
2022-08-03,3.082
2022-08-04,3.104
2022-08-05,3.091
2022-08-06,3.091
2022-08-07,3.091
2022-08-08,3.044
2022-08-09,3.091
2022-08-10,2.939
2022-08-11,2.902
2022-08-12,2.9
2022-08-13,2.9
2022-08-14,2.9
2022-08-15,2.931
2022-08-16,2.909
2022-08-17,2.977
2022-08-18,2.963
2022-08-19,3.055
2022-08-20,3.055
2022-08-21,3.055
2022-08-22,3.14
2022-08-23,3.082
2022-08-24,3.053
2022-08-25,2.983
2022-08-26,3.114
2022-08-27,3.114
2022-08-28,3.114
2022-08-29,3.202
2022-08-30,3.18
2022-08-31,3.2
2022-09-01,3.27
2022-09-02,3.278
2022-09-03,3.278
2022-09-04,3.278
2022-09-05,3.278
2022-09-06,3.421
2022-09-07,3.319
2022-09-08,3.253
2022-09-09,3.173
2022-09-10,3.173
2022-09-11,3.173
2022-09-12,3.092
2022-09-13,3.356
2022-09-14,3.341
2022-09-15,3.253
2022-09-16,3.262
2022-09-17,3.262
2022-09-18,3.262
2022-09-19,3.242
2022-09-20,3.352
2022-09-21,3.462
2022-09-22,3.567
2022-09-23,3.623
2022-09-24,3.623
2022-09-25,3.623
2022-09-26,3.759
2022-09-27,3.773
2022-09-28,3.658
2022-09-29,3.677
2022-09-30,3.762
2022-10-01,3.762
2022-10-02,3.762
2022-10-03,3.552
2022-10-04,3.348
2022-10-05,3.34
2022-10-06,3.368
2022-10-07,3.439
2022-10-08,3.439
2022-10-09,3.439
2022-10-10,3.39
2022-10-11,3.4
2022-10-12,3.359
2022-10-13,3.246
2022-10-14,3.345
2022-10-15,3.345
2022-10-16,3.345
2022-10-17,3.267
2022-10-18,3.225
2022-10-19,3.327
2022-10-20,3.331
2022-10-21,3.243
2022-10-22,3.243
2022-10-23,3.243
2022-10-24,3.179
2022-10-25,2.978
2022-10-26,2.969
2022-10-27,2.967
2022-10-28,2.88
2022-10-29,2.88
2022-10-30,2.88
2022-10-31,2.908
2022-11-01,2.898
2022-11-02,2.977
2022-11-03,3.058
2022-11-04,2.971
2022-11-05,2.971
2022-11-06,2.971
2022-11-07,2.874
2022-11-08,2.877
2022-11-09,2.966
2022-11-10,2.681
2022-11-11,2.581
2022-11-12,2.581
2022-11-13,2.581
2022-11-14,2.75
2022-11-15,2.89
2022-11-16,2.95
2022-11-17,2.929
2022-11-18,2.893
2022-11-19,2.893
2022-11-20,2.893
2022-11-21,2.86
2022-11-22,2.891
2022-11-23,2.866
2022-11-24,2.866
2022-11-25,2.85
2022-11-26,2.85
2022-11-27,2.85
2022-11-28,2.899
2022-11-29,2.832
2022-11-30,2.81
2022-12-01,2.932
2022-12-02,2.985
2022-12-03,2.985
2022-12-04,2.985
2022-12-05,3.064
2022-12-06,3.042
2022-12-07,3.043
2022-12-08,3.018
2022-12-09,3.001
2022-12-10,3.001
2022-12-11,3.001
2022-12-12,2.963
2022-12-13,2.978
2022-12-14,3.068
2022-12-15,3.137
2022-12-16,3.173
2022-12-17,3.173
2022-12-18,3.173
2022-12-19,3.254
2022-12-20,3.228
2022-12-21,3.166
2022-12-22,3.258
2022-12-23,3.218
2022-12-24,3.218
2022-12-25,3.218
2022-12-26,3.218
2022-12-27,3.236
2022-12-28,3.283
2022-12-29,3.209
2022-12-30,3.207
2022-12-31,3.207
2023-01-01,3.207
2023-01-02,3.207
2023-01-03,3.253
2023-01-04,3.177
2023-01-05,3.289
2023-01-06,3.197
2023-01-07,3.197
2023-01-08,3.197
2023-01-09,3.247
2023-01-10,3.19
2023-01-11,3.103
2023-01-12,3.12
2023-01-13,3.13
2023-01-14,3.13
2023-01-15,3.13
2023-01-16,3.13
2023-01-17,3.111
2023-01-18,3.154
2023-01-19,3.215
2023-01-20,2.958
2023-01-21,2.958
2023-01-22,2.958
2023-01-23,2.986
2023-01-24,2.918
2023-01-25,2.798
2023-01-26,2.824
2023-01-27,2.785
2023-01-28,2.785
2023-01-29,2.785
2023-01-30,2.855
2023-01-31,2.81
2023-02-01,2.923
2023-02-02,2.731
2023-02-03,2.768
2023-02-04,2.768
2023-02-05,2.768
2023-02-06,2.819
2023-02-07,2.779
2023-02-08,2.818
2023-02-09,2.833
2023-02-10,2.819
2023-02-11,2.819
2023-02-12,2.819
2023-02-13,2.773
2023-02-14,2.827
2023-02-15,2.812
2023-02-16,2.88
2023-02-17,2.87
2023-02-18,2.87
2023-02-19,2.87
2023-02-20,2.87
2023-02-21,2.934
2023-02-22,2.896
2023-02-23,2.858
2023-02-24,2.868
2023-02-25,2.868
2023-02-26,2.868
2023-02-27,2.892
2023-02-28,2.875
2023-03-01,2.854
2023-03-02,2.873
2023-03-03,2.822
2023-03-04,2.822
2023-03-05,2.822
2023-03-06,2.883
2023-03-07,2.963
2023-03-08,2.978
2023-03-09,3.09
2023-03-10,3.196
2023-03-11,3.196
2023-03-12,3.196
2023-03-13,3.51
2023-03-14,3.371
2023-03-15,3.553
2023-03-16,3.521
2023-03-17,3.593
2023-03-18,3.593
2023-03-19,3.593
2023-03-20,3.598
2023-03-21,3.424
2023-03-22,3.537
2023-03-23,3.655
2023-03-24,3.651
2023-03-25,3.651
2023-03-26,3.651
2023-03-27,3.615
2023-03-28,3.635
2023-03-29,3.573
2023-03-30,3.585
2023-03-31,3.52
2023-04-01,3.52
2023-04-02,3.52
2023-04-03,3.484
2023-04-04,3.538
2023-04-05,3.592
2023-04-06,3.577
2023-04-07,3.577
2023-04-08,3.577
2023-04-09,3.577
2023-04-10,3.551
2023-04-11,3.426
2023-04-12,3.463
2023-04-13,3.435
2023-04-14,3.39
2023-04-15,3.39
2023-04-16,3.39
2023-04-17,3.372
2023-04-18,3.34
2023-04-19,3.274
2023-04-20,3.376
2023-04-21,3.392
2023-04-22,3.392
2023-04-23,3.392
2023-04-24,3.408
2023-04-25,3.467
2023-04-26,3.467
2023-04-27,3.442
2023-04-28,3.437
2023-04-29,3.437
2023-04-30,3.437
2023-05-01,3.486
2023-05-02,3.655
2023-05-03,3.647
2023-05-04,3.776
2023-05-05,3.696
2023-05-06,3.696
2023-05-07,3.696
2023-05-08,3.688
2023-05-09,3.68
2023-05-10,3.726
2023-05-11,3.687
2023-05-12,3.732
2023-05-13,3.732
2023-05-14,3.732
2023-05-15,3.613
2023-05-16,3.625
2023-05-17,3.514
2023-05-18,3.369
2023-05-19,3.366
2023-05-20,3.366
2023-05-21,3.366
2023-05-22,3.33
2023-05-23,3.295
2023-05-24,3.362
2023-05-25,3.369
2023-05-26,3.274
2023-05-27,3.274
2023-05-28,3.274
2023-05-29,3.274
2023-05-30,3.239
2023-05-31,3.267
2023-06-01,3.206
2023-06-02,3.062
2023-06-03,3.062
2023-06-04,3.062
2023-06-05,3.093
2023-06-06,2.994
2023-06-07,2.958
2023-06-08,2.986
2023-06-09,2.994
2023-06-10,2.994
2023-06-11,2.994
2023-06-12,2.989
2023-06-13,2.954
2023-06-14,3.007
2023-06-15,3.016
2023-06-16,3.065
2023-06-17,3.065
2023-06-18,3.065
2023-06-19,3.065
2023-06-20,3.083
2023-06-21,3.074
2023-06-22,3.086
