,MCO US Equity
2020-05-17,1.467
2020-05-18,1.419
2020-05-19,1.448
2020-05-20,1.435
2020-05-21,1.449
2020-05-22,1.432
2020-05-23,1.432
2020-05-24,1.432
2020-05-25,1.432
2020-05-26,1.416
2020-05-27,1.421
2020-05-28,1.389
2020-05-29,1.375
2020-05-30,1.375
2020-05-31,1.375
2020-06-01,1.327
2020-06-02,1.33
2020-06-03,1.301
2020-06-04,1.332
2020-06-05,1.315
2020-06-06,1.315
2020-06-07,1.315
2020-06-08,1.305
2020-06-09,1.337
2020-06-10,1.329
2020-06-11,1.424
2020-06-12,1.408
2020-06-13,1.408
2020-06-14,1.408
2020-06-15,1.392
2020-06-16,1.37
2020-06-17,1.367
2020-06-18,1.368
2020-06-19,1.224
2020-06-20,1.224
2020-06-21,1.224
2020-06-22,1.218
2020-06-23,1.216
2020-06-24,1.268
2020-06-25,1.219
2020-06-26,1.252
2020-06-27,1.252
2020-06-28,1.252
2020-06-29,1.251
2020-06-30,1.226
2020-07-01,1.21
2020-07-02,1.211
2020-07-03,1.211
2020-07-04,1.211
2020-07-05,1.211
2020-07-06,1.187
2020-07-07,1.041
2020-07-08,1.01
2020-07-09,1.01
2020-07-10,1.014
2020-07-11,1.014
2020-07-12,1.014
2020-07-13,1.04
2020-07-14,1.02
2020-07-15,1.012
2020-07-16,1.027
2020-07-17,1.016
2020-07-18,1.016
2020-07-19,1.016
2020-07-20,1.011
2020-07-21,1.021
2020-07-22,1.012
2020-07-23,1.031
2020-07-24,1.026
2020-07-25,1.026
2020-07-26,1.026
2020-07-27,1.026
2020-07-28,1.051
2020-07-29,1.02
2020-07-30,1.047
2020-07-31,1.057
2020-08-01,1.057
2020-08-02,1.057
2020-08-03,1.059
2020-08-04,1.077
2020-08-05,1.127
2020-08-06,1.12
2020-08-07,1.135
2020-08-08,1.135
2020-08-09,1.135
2020-08-10,1.154
2020-08-11,1.139
2020-08-12,1.122
2020-08-13,1.109
2020-08-14,1.113
2020-08-15,1.113
2020-08-16,1.113
2020-08-17,1.103
2020-08-18,1.096
2020-08-19,1.108
2020-08-20,1.101
2020-08-21,1.097
2020-08-22,1.097
2020-08-23,1.097
2020-08-24,1.098
2020-08-25,1.094
2020-08-26,1.069
2020-08-27,1.069
2020-08-28,1.06
2020-08-29,1.06
2020-08-30,1.06
2020-08-31,1.06
2020-09-01,1.054
2020-09-02,1.025
2020-09-03,1.072
2020-09-04,1.105
2020-09-05,1.105
2020-09-06,1.105
2020-09-07,1.105
2020-09-08,1.12
2020-09-09,1.082
2020-09-10,1.1
2020-09-11,1.096
2020-09-12,1.096
2020-09-13,1.096
2020-09-14,1.081
2020-09-15,1.088
2020-09-16,1.088
2020-09-17,1.104
2020-09-18,1.112
2020-09-19,1.112
2020-09-20,1.112
2020-09-21,1.115
2020-09-22,1.118
2020-09-23,1.141
2020-09-24,1.133
2020-09-25,1.113
2020-09-26,1.113
2020-09-27,1.113
2020-09-28,1.095
2020-09-29,1.093
2020-09-30,1.077
2020-10-01,1.064
2020-10-02,1.062
2020-10-03,1.062
2020-10-04,1.062
2020-10-05,1.058
2020-10-06,1.084
2020-10-07,1.083
2020-10-08,1.069
2020-10-09,1.059
2020-10-10,1.059
2020-10-11,1.059
2020-10-12,1.064
2020-10-13,1.064
2020-10-14,1.076
2020-10-15,1.075
2020-10-16,1.08
2020-10-17,1.08
2020-10-18,1.08
2020-10-19,1.097
2020-10-20,1.094
2020-10-21,1.126
2020-10-22,1.145
2020-10-23,1.148
2020-10-24,1.148
2020-10-25,1.148
2020-10-26,1.161
2020-10-27,1.173
2020-10-28,1.192
2020-10-29,1.187
2020-10-30,1.184
2020-10-31,1.184
2020-11-01,1.184
2020-11-02,1.17
2020-11-03,1.156
2020-11-04,1.089
2020-11-05,1.069
2020-11-06,1.071
2020-11-07,1.071
2020-11-08,1.071
2020-11-09,1.13
2020-11-10,1.151
2020-11-11,1.11
2020-11-12,1.126
2020-11-13,1.13
2020-11-14,1.13
2020-11-15,1.13
2020-11-16,1.129
2020-11-17,1.133
2020-11-18,1.141
2020-11-19,1.135
2020-11-20,1.138
2020-11-21,1.138
2020-11-22,1.138
2020-11-23,1.147
2020-11-24,1.143
2020-11-25,1.123
2020-11-26,1.123
2020-11-27,1.12
2020-11-28,1.12
2020-11-29,1.12
2020-11-30,1.1
2020-12-01,1.112
2020-12-02,1.117
2020-12-03,1.11
2020-12-04,1.087
2020-12-05,1.087
2020-12-06,1.087
2020-12-07,1.097
2020-12-08,1.114
2020-12-09,1.128
2020-12-10,1.133
2020-12-11,1.131
2020-12-12,1.131
2020-12-13,1.131
2020-12-14,1.131
2020-12-15,1.119
2020-12-16,1.107
2020-12-17,1.109
2020-12-18,1.096
2020-12-19,1.096
2020-12-20,1.096
2020-12-21,1.114
2020-12-22,1.104
2020-12-23,1.126
2020-12-24,1.113
2020-12-25,1.113
2020-12-26,1.113
2020-12-27,1.113
2020-12-28,1.117
2020-12-29,1.106
2020-12-30,1.088
2020-12-31,1.07
2021-01-01,1.07
2021-01-02,1.07
2021-01-03,1.07
2021-01-04,1.065
2021-01-05,1.093
2021-01-06,1.105
2021-01-07,1.105
2021-01-08,1.11
2021-01-09,1.11
2021-01-10,1.11
2021-01-11,1.125
2021-01-12,1.135
2021-01-13,1.134
2021-01-14,1.142
2021-01-15,1.166
2021-01-16,1.166
2021-01-17,1.166
2021-01-18,1.166
2021-01-19,1.155
2021-01-20,1.129
2021-01-21,1.148
2021-01-22,1.166
2021-01-23,1.166
2021-01-24,1.166
2021-01-25,1.167
2021-01-26,1.157
2021-01-27,1.182
2021-01-28,1.151
2021-01-29,1.168
2021-01-30,1.168
2021-01-31,1.168
2021-02-01,1.148
2021-02-02,1.117
2021-02-03,1.135
2021-02-04,1.123
2021-02-05,1.123
2021-02-06,1.123
2021-02-07,1.123
2021-02-08,1.117
2021-02-09,1.101
2021-02-10,1.123
2021-02-11,1.116
2021-02-12,1.151
2021-02-13,1.151
2021-02-14,1.151
2021-02-15,1.151
2021-02-16,1.144
2021-02-17,1.144
2021-02-18,1.166
2021-02-19,1.159
2021-02-20,1.159
2021-02-21,1.159
2021-02-22,1.173
2021-02-23,1.177
2021-02-24,1.164
2021-02-25,1.169
2021-02-26,1.179
2021-02-27,1.179
2021-02-28,1.179
2021-03-01,1.148
2021-03-02,1.153
2021-03-03,1.166
2021-03-04,1.166
2021-03-05,1.128
2021-03-06,1.128
2021-03-07,1.128
2021-03-08,1.12
2021-03-09,1.118
2021-03-10,1.114
2021-03-11,1.112
2021-03-12,1.112
2021-03-13,1.112
2021-03-14,1.112
2021-03-15,1.09
2021-03-16,1.095
2021-03-17,1.106
2021-03-18,1.127
2021-03-19,1.127
2021-03-20,1.127
2021-03-21,1.127
2021-03-22,1.117
2021-03-23,1.115
2021-03-24,1.094
2021-03-25,1.096
2021-03-26,1.066
2021-03-27,1.066
2021-03-28,1.066
2021-03-29,1.056
2021-03-30,1.09
2021-03-31,1.086
2021-04-01,1.058
2021-04-02,1.058
2021-04-03,1.058
2021-04-04,1.058
2021-04-05,1.043
2021-04-06,1.048
2021-04-07,1.053
2021-04-08,1.035
2021-04-09,1.032
2021-04-10,1.032
2021-04-11,1.032
2021-04-12,1.031
2021-04-13,1.029
2021-04-14,1.029
2021-04-15,1.018
2021-04-16,1.003
2021-04-17,1.003
2021-04-18,1.003
2021-04-19,1.007
2021-04-20,0.997
2021-04-21,0.993
2021-04-22,0.993
2021-04-23,0.997
2021-04-24,0.997
2021-04-25,0.997
2021-04-26,1.004
2021-04-27,1.001
2021-04-28,1.021
2021-04-29,0.975
2021-04-30,0.985
2021-05-01,0.985
2021-05-02,0.985
2021-05-03,0.977
2021-05-04,0.975
2021-05-05,0.979
2021-05-06,0.976
2021-05-07,0.962
2021-05-08,0.962
2021-05-09,0.962
2021-05-10,0.965
2021-05-11,0.979
2021-05-12,1.007
2021-05-13,0.979
2021-05-14,0.963
2021-05-15,0.963
2021-05-16,0.963
2021-05-17,0.976
2021-05-18,0.994
2021-05-19,0.992
2021-05-20,0.982
2021-05-21,0.977
2021-05-22,0.977
2021-05-23,0.977
2021-05-24,0.968
2021-05-25,0.965
2021-05-26,0.97
2021-05-27,0.963
2021-05-28,0.958
2021-05-29,0.958
2021-05-30,0.958
2021-05-31,0.958
2021-06-01,0.971
2021-06-02,0.959
2021-06-03,0.961
2021-06-04,0.957
2021-06-05,0.957
2021-06-06,0.957
2021-06-07,0.959
2021-06-08,0.953
2021-06-09,0.948
2021-06-10,0.945
2021-06-11,0.932
2021-06-12,0.932
2021-06-13,0.932
2021-06-14,0.924
2021-06-15,0.915
2021-06-16,0.926
2021-06-17,0.904
2021-06-18,0.921
2021-06-19,0.921
2021-06-20,0.921
2021-06-21,0.903
2021-06-22,0.894
2021-06-23,0.898
2021-06-24,0.887
2021-06-25,0.88
2021-06-26,0.88
2021-06-27,0.88
2021-06-28,0.878
2021-06-29,0.877
2021-06-30,0.886
2021-07-01,0.879
2021-07-02,0.873
2021-07-03,0.873
2021-07-04,0.873
2021-07-05,0.873
2021-07-06,0.868
2021-07-07,0.858
2021-07-08,0.864
2021-07-09,0.861
2021-07-10,0.861
2021-07-11,0.861
2021-07-12,0.862
2021-07-13,0.862
2021-07-14,0.861
2021-07-15,0.863
2021-07-16,0.856
2021-07-17,0.856
2021-07-18,0.856
2021-07-19,0.87
2021-07-20,0.856
2021-07-21,0.852
2021-07-22,0.847
2021-07-23,0.846
2021-07-24,0.846
2021-07-25,0.846
2021-07-26,0.851
2021-07-27,0.848
2021-07-28,0.852
2021-07-29,0.855
2021-07-30,0.858
2021-07-31,0.858
2021-08-01,0.858
2021-08-02,0.85
2021-08-03,0.85
2021-08-04,0.842
2021-08-05,0.842
2021-08-06,0.846
2021-08-07,0.846
2021-08-08,0.846
2021-08-09,0.852
2021-08-10,0.856
2021-08-11,0.857
2021-08-12,0.86
2021-08-13,0.856
2021-08-14,0.856
2021-08-15,0.856
2021-08-16,0.847
2021-08-17,0.853
2021-08-18,0.871
2021-08-19,0.868
2021-08-20,0.864
2021-08-21,0.864
2021-08-22,0.864
2021-08-23,0.858
2021-08-24,0.864
2021-08-25,0.864
2021-08-26,0.866
2021-08-27,0.861
2021-08-28,0.861
2021-08-29,0.861
2021-08-30,0.853
2021-08-31,0.854
2021-09-01,0.851
2021-09-02,0.843
2021-09-03,0.844
2021-09-04,0.844
2021-09-05,0.844
2021-09-06,0.844
2021-09-07,0.852
2021-09-08,0.851
2021-09-09,0.85
2021-09-10,0.85
2021-09-11,0.85
2021-09-12,0.85
2021-09-13,0.858
2021-09-14,0.855
2021-09-15,0.856
2021-09-16,0.855
2021-09-17,0.879
2021-09-18,0.879
2021-09-19,0.879
2021-09-20,0.881
2021-09-21,0.88
2021-09-22,0.878
2021-09-23,0.863
2021-09-24,0.864
2021-09-25,0.864
2021-09-26,0.864
2021-09-27,0.883
2021-09-28,0.915
2021-09-29,0.905
2021-09-30,0.916
2021-10-01,0.905
2021-10-02,0.905
2021-10-03,0.905
2021-10-04,0.93
2021-10-05,0.915
2021-10-06,0.908
2021-10-07,0.896
2021-10-08,0.898
2021-10-09,0.898
2021-10-10,0.898
2021-10-11,0.903
2021-10-12,0.901
2021-10-13,0.9
2021-10-14,0.878
2021-10-15,0.876
2021-10-16,0.876
2021-10-17,0.876
2021-10-18,0.87
2021-10-19,0.858
2021-10-20,0.874
2021-10-21,0.864
2021-10-22,0.852
2021-10-23,0.852
2021-10-24,0.852
2021-10-25,0.844
2021-10-26,0.833
2021-10-27,0.828
2021-10-28,0.8
2021-10-29,0.808
2021-10-30,0.808
2021-10-31,0.808
2021-11-01,0.828
2021-11-02,0.836
2021-11-03,0.845
2021-11-04,0.84
2021-11-05,0.844
2021-11-06,0.844
2021-11-07,0.844
2021-11-08,0.844
2021-11-09,0.833
2021-11-10,0.843
2021-11-11,0.848
2021-11-12,0.842
2021-11-13,0.842
2021-11-14,0.842
2021-11-15,0.836
2021-11-16,0.813
2021-11-17,0.829
2021-11-18,0.834
2021-11-19,0.85
2021-11-20,0.85
2021-11-21,0.85
2021-11-22,0.855
2021-11-23,0.851
2021-11-24,0.838
2021-11-25,0.838
2021-11-26,0.856
2021-11-27,0.856
2021-11-28,0.856
2021-11-29,0.828
2021-11-30,0.842
2021-12-01,0.865
2021-12-02,0.845
2021-12-03,0.855
2021-12-04,0.855
2021-12-05,0.855
2021-12-06,0.854
2021-12-07,0.826
2021-12-08,0.826
2021-12-09,0.836
2021-12-10,0.827
2021-12-11,0.827
2021-12-12,0.827
2021-12-13,0.825
2021-12-14,0.839
2021-12-15,0.827
2021-12-16,0.831
2021-12-17,0.836
2021-12-18,0.836
2021-12-19,0.836
2021-12-20,0.85
2021-12-21,0.841
2021-12-22,0.833
2021-12-23,0.828
2021-12-24,0.828
2021-12-25,0.828
2021-12-26,0.828
2021-12-27,0.824
2021-12-28,0.824
2021-12-29,0.826
2021-12-30,0.829
2021-12-31,0.83
2022-01-01,0.83
2022-01-02,0.83
2022-01-03,0.844
2022-01-04,0.838
2022-01-05,0.859
2022-01-06,0.865
2022-01-07,0.87
2022-01-08,0.87
2022-01-09,0.87
2022-01-10,0.895
2022-01-11,0.88
2022-01-12,0.868
2022-01-13,0.893
2022-01-14,0.916
2022-01-15,0.916
2022-01-16,0.916
2022-01-17,0.916
2022-01-18,0.94
2022-01-19,0.934
2022-01-20,0.938
2022-01-21,0.947
2022-01-22,0.947
2022-01-23,0.947
2022-01-24,0.941
2022-01-25,0.996
2022-01-26,0.998
2022-01-27,0.994
2022-01-28,0.962
2022-01-29,0.962
2022-01-30,0.962
2022-01-31,0.944
2022-02-01,0.942
2022-02-02,0.933
2022-02-03,0.952
2022-02-04,0.934
2022-02-05,0.934
2022-02-06,0.934
2022-02-07,0.962
2022-02-08,0.958
2022-02-09,0.943
2022-02-10,0.93
2022-02-11,1.0
2022-02-12,1.0
2022-02-13,1.0
2022-02-14,1.027
2022-02-15,1.007
2022-02-16,1.005
2022-02-17,1.028
2022-02-18,1.027
2022-02-19,1.027
2022-02-20,1.027
2022-02-21,1.027
2022-02-22,1.028
2022-02-23,1.033
2022-02-24,1.025
2022-02-25,1.019
2022-02-26,1.019
2022-02-27,1.019
2022-02-28,1.025
2022-03-01,1.024
2022-03-02,1.012
2022-03-03,1.014
2022-03-04,1.011
2022-03-05,1.011
2022-03-06,1.011
2022-03-07,1.047
2022-03-08,1.05
2022-03-09,1.019
2022-03-10,1.05
2022-03-11,1.084
2022-03-12,1.084
2022-03-13,1.084
2022-03-14,1.096
2022-03-15,1.077
2022-03-16,1.049
2022-03-17,1.026
2022-03-18,0.997
2022-03-19,0.997
2022-03-20,0.997
2022-03-21,1.01
2022-03-22,0.998
2022-03-23,1.012
2022-03-24,1.002
2022-03-25,0.999
2022-03-26,0.999
2022-03-27,0.999
2022-03-28,0.983
2022-03-29,0.972
2022-03-30,0.976
2022-03-31,0.979
2022-04-01,0.97
2022-04-02,0.97
2022-04-03,0.97
2022-04-04,0.964
2022-04-05,0.964
2022-04-06,0.968
2022-04-07,0.962
2022-04-08,0.963
2022-04-09,0.963
2022-04-10,0.963
2022-04-11,0.987
2022-04-12,0.994
2022-04-13,0.99
2022-04-14,1.006
2022-04-15,1.006
2022-04-16,1.006
2022-04-17,1.006
2022-04-18,1.006
2022-04-19,0.99
2022-04-20,0.986
2022-04-21,1.001
2022-04-22,1.024
2022-04-23,1.024
2022-04-24,1.024
2022-04-25,1.015
2022-04-26,1.035
2022-04-27,1.034
2022-04-28,1.011
2022-04-29,1.044
2022-04-30,1.044
2022-05-01,1.044
2022-05-02,1.111
2022-05-03,1.081
2022-05-04,1.054
2022-05-05,1.1
2022-05-06,1.113
2022-05-07,1.113
2022-05-08,1.113
2022-05-09,1.171
2022-05-10,1.173
2022-05-11,1.185
2022-05-12,1.17
2022-05-13,1.156
2022-05-14,1.156
2022-05-15,1.156
2022-05-16,1.161
2022-05-17,1.155
2022-05-18,1.206
2022-05-19,1.194
2022-05-20,1.167
2022-05-21,1.167
2022-05-22,1.167
2022-05-23,1.143
2022-05-24,1.152
2022-05-25,1.156
2022-05-26,1.127
2022-05-27,1.098
2022-05-28,1.098
2022-05-29,1.098
2022-05-30,1.098
2022-05-31,1.119
2022-06-01,1.195
2022-06-02,1.133
2022-06-03,1.166
2022-06-04,1.166
2022-06-05,1.166
2022-06-06,1.169
2022-06-07,1.149
2022-06-08,1.169
2022-06-09,1.188
2022-06-10,1.215
2022-06-11,1.215
2022-06-12,1.215
2022-06-13,1.251
2022-06-14,1.288
2022-06-15,1.265
2022-06-16,1.309
2022-06-17,1.297
2022-06-18,1.297
2022-06-19,1.297
2022-06-20,1.297
2022-06-21,1.276
2022-06-22,1.261
2022-06-23,1.229
2022-06-24,1.196
2022-06-25,1.196
2022-06-26,1.196
2022-06-27,1.195
2022-06-28,1.227
2022-06-29,1.22
2022-06-30,1.22
2022-07-01,1.207
2022-07-02,1.207
2022-07-03,1.207
2022-07-04,1.207
2022-07-05,1.179
2022-07-06,1.167
2022-07-07,1.159
2022-07-08,1.162
2022-07-09,1.162
2022-07-10,1.162
2022-07-11,1.164
2022-07-12,1.199
2022-07-13,1.198
2022-07-14,1.2
2022-07-15,1.173
2022-07-16,1.173
2022-07-17,1.173
2022-07-18,1.176
2022-07-19,1.142
2022-07-20,1.135
2022-07-21,1.116
2022-07-22,1.118
2022-07-23,1.118
2022-07-24,1.118
2022-07-25,1.137
2022-07-26,1.168
2022-07-27,1.143
2022-07-28,1.099
2022-07-29,1.085
2022-07-30,1.085
2022-07-31,1.085
2022-08-01,1.095
2022-08-02,1.095
2022-08-03,1.076
2022-08-04,1.082
2022-08-05,1.09
2022-08-06,1.09
2022-08-07,1.09
2022-08-08,1.083
2022-08-09,1.091
2022-08-10,1.05
2022-08-11,1.066
2022-08-12,1.049
2022-08-13,1.049
2022-08-14,1.049
2022-08-15,1.051
2022-08-16,1.051
2022-08-17,1.053
2022-08-18,1.057
2022-08-19,1.087
2022-08-20,1.087
2022-08-21,1.087
2022-08-22,1.11
2022-08-23,1.132
2022-08-24,1.131
2022-08-25,1.104
2022-08-26,1.154
2022-08-27,1.154
2022-08-28,1.154
2022-08-29,1.165
2022-08-30,1.178
2022-08-31,1.188
2022-09-01,1.183
2022-09-02,1.19
2022-09-03,1.19
2022-09-04,1.19
2022-09-05,1.19
2022-09-06,1.176
2022-09-07,1.15
2022-09-08,1.143
2022-09-09,1.13
2022-09-10,1.13
2022-09-11,1.13
2022-09-12,1.116
2022-09-13,1.164
2022-09-14,1.183
2022-09-15,1.199
2022-09-16,1.208
2022-09-17,1.208
2022-09-18,1.208
2022-09-19,1.215
2022-09-20,1.25
2022-09-21,1.269
2022-09-22,1.326
2022-09-23,1.329
2022-09-24,1.329
2022-09-25,1.329
2022-09-26,1.352
2022-09-27,1.355
2022-09-28,1.343
2022-09-29,1.369
2022-09-30,1.389
2022-10-01,1.389
2022-10-02,1.389
2022-10-03,1.346
2022-10-04,1.289
2022-10-05,1.289
2022-10-06,1.329
2022-10-07,1.375
2022-10-08,1.375
2022-10-09,1.375
2022-10-10,1.366
2022-10-11,1.381
2022-10-12,1.374
2022-10-13,1.361
2022-10-14,1.4
2022-10-15,1.4
2022-10-16,1.4
2022-10-17,1.355
2022-10-18,1.339
2022-10-19,1.367
2022-10-20,1.393
2022-10-21,1.366
2022-10-22,1.366
2022-10-23,1.366
2022-10-24,1.35
2022-10-25,1.281
2022-10-26,1.286
2022-10-27,1.247
2022-10-28,1.21
2022-10-29,1.21
2022-10-30,1.21
2022-10-31,1.229
2022-11-01,1.231
2022-11-02,1.271
2022-11-03,1.278
2022-11-04,1.257
2022-11-05,1.257
2022-11-06,1.257
2022-11-07,1.231
2022-11-08,1.218
2022-11-09,1.24
2022-11-10,1.106
2022-11-11,1.049
2022-11-12,1.049
2022-11-13,1.049
2022-11-14,1.109
2022-11-15,1.09
2022-11-16,1.097
2022-11-17,1.123
2022-11-18,1.113
2022-11-19,1.113
2022-11-20,1.113
2022-11-21,1.115
2022-11-22,1.103
2022-11-23,1.09
2022-11-24,1.09
2022-11-25,1.079
2022-11-26,1.079
2022-11-27,1.079
2022-11-28,1.112
2022-11-29,1.122
2022-11-30,1.089
2022-12-01,1.061
2022-12-02,1.076
2022-12-03,1.076
2022-12-04,1.076
2022-12-05,1.115
2022-12-06,1.11
2022-12-07,1.117
2022-12-08,1.12
2022-12-09,1.128
2022-12-10,1.128
2022-12-11,1.128
2022-12-12,1.116
2022-12-13,1.077
2022-12-14,1.091
2022-12-15,1.132
2022-12-16,1.152
2022-12-17,1.152
2022-12-18,1.152
2022-12-19,1.167
2022-12-20,1.181
2022-12-21,1.15
2022-12-22,1.163
2022-12-23,1.165
2022-12-24,1.165
2022-12-25,1.165
2022-12-26,1.165
2022-12-27,1.175
2022-12-28,1.189
2022-12-29,1.148
2022-12-30,1.165
2022-12-31,1.165
2023-01-01,1.165
2023-01-02,1.165
2023-01-03,1.175
2023-01-04,1.143
2023-01-05,1.174
2023-01-06,1.121
2023-01-07,1.121
2023-01-08,1.121
2023-01-09,1.126
2023-01-10,1.097
2023-01-11,1.062
2023-01-12,1.046
2023-01-13,1.038
2023-01-14,1.038
2023-01-15,1.038
2023-01-16,1.038
2023-01-17,1.042
2023-01-18,1.032
2023-01-19,1.044
2023-01-20,1.019
2023-01-21,1.019
2023-01-22,1.019
2023-01-23,1.02
2023-01-24,1.036
2023-01-25,1.035
2023-01-26,1.026
2023-01-27,1.022
2023-01-28,1.022
2023-01-29,1.022
2023-01-30,1.04
2023-01-31,1.016
2023-02-01,1.041
2023-02-02,1.022
2023-02-03,1.038
2023-02-04,1.038
2023-02-05,1.038
2023-02-06,1.07
2023-02-07,1.059
2023-02-08,1.079
2023-02-09,1.097
2023-02-10,1.097
2023-02-11,1.097
2023-02-12,1.097
2023-02-13,1.074
2023-02-14,1.089
2023-02-15,1.084
2023-02-16,1.113
2023-02-17,1.114
2023-02-18,1.114
2023-02-19,1.114
2023-02-20,1.114
2023-02-21,1.139
2023-02-22,1.137
2023-02-23,1.134
2023-02-24,1.154
2023-02-25,1.154
2023-02-26,1.154
2023-02-27,1.152
2023-02-28,1.151
2023-03-01,1.154
2023-03-02,1.15
2023-03-03,1.118
2023-03-04,1.118
2023-03-05,1.118
2023-03-06,1.1
2023-03-07,1.138
2023-03-08,1.139
2023-03-09,1.135
2023-03-10,1.175
2023-03-11,1.175
2023-03-12,1.175
2023-03-13,1.174
2023-03-14,1.143
2023-03-15,1.144
2023-03-16,1.124
2023-03-17,1.138
2023-03-18,1.138
2023-03-19,1.138
2023-03-20,1.149
2023-03-21,1.127
2023-03-22,1.151
2023-03-23,1.153
2023-03-24,1.144
2023-03-25,1.144
2023-03-26,1.144
2023-03-27,1.142
2023-03-28,1.139
2023-03-29,1.118
2023-03-30,1.113
2023-03-31,1.094
2023-04-01,1.094
2023-04-02,1.094
2023-04-03,1.1
2023-04-04,1.102
2023-04-05,1.106
2023-04-06,1.121
2023-04-07,1.121
2023-04-08,1.121
2023-04-09,1.121
2023-04-10,1.133
2023-04-11,1.121
2023-04-12,1.125
2023-04-13,1.104
2023-04-14,1.11
2023-04-15,1.11
2023-04-16,1.11
2023-04-17,1.106
2023-04-18,1.098
2023-04-19,1.106
2023-04-20,1.108
2023-04-21,1.105
2023-04-22,1.105
2023-04-23,1.105
2023-04-24,1.108
2023-04-25,1.092
2023-04-26,1.102
2023-04-27,1.079
2023-04-28,1.074
2023-04-29,1.074
2023-04-30,1.074
2023-05-01,1.073
2023-05-02,1.1
2023-05-03,1.12
2023-05-04,1.122
2023-05-05,1.104
2023-05-06,1.104
2023-05-07,1.104
2023-05-08,1.099
2023-05-09,1.1
2023-05-10,1.083
2023-05-11,1.089
2023-05-12,1.086
2023-05-13,1.086
2023-05-14,1.086
2023-05-15,1.078
2023-05-16,1.091
2023-05-17,1.084
2023-05-18,1.065
2023-05-19,1.062
2023-05-20,1.062
2023-05-21,1.062
2023-05-22,1.041
2023-05-23,1.07
2023-05-24,1.083
2023-05-25,1.081
2023-05-26,1.069
2023-05-27,1.069
2023-05-28,1.069
2023-05-29,1.069
2023-05-30,1.068
2023-05-31,1.056
2023-06-01,1.034
2023-06-02,1.024
2023-06-03,1.024
2023-06-04,1.024
2023-06-05,1.018
2023-06-06,1.012
2023-06-07,1.022
2023-06-08,1.005
2023-06-09,0.998
2023-06-10,0.998
2023-06-11,0.998
2023-06-12,0.998
2023-06-13,0.988
2023-06-14,0.983
2023-06-15,0.963
2023-06-16,0.982
2023-06-17,0.982
2023-06-18,0.982
2023-06-19,0.982
2023-06-20,0.987
2023-06-21,0.992
2023-06-22,1.0
