,OMC US Equity
2020-10-28,7.301
2020-10-29,7.347
2020-10-30,7.129
2020-10-31,7.129
2020-11-01,7.129
2020-11-02,6.907
2020-11-03,6.724
2020-11-04,7.034
2020-11-05,6.823
2020-11-06,6.958
2020-11-07,6.958
2020-11-08,6.958
2020-11-09,6.064
2020-11-10,5.904
2020-11-11,5.88
2020-11-12,5.985
2020-11-13,5.766
2020-11-14,5.766
2020-11-15,5.766
2020-11-16,5.438
2020-11-17,5.442
2020-11-18,5.637
2020-11-19,5.666
2020-11-20,5.641
2020-11-21,5.641
2020-11-22,5.641
2020-11-23,5.508
2020-11-24,5.222
2020-11-25,5.244
2020-11-26,5.244
2020-11-27,5.341
2020-11-28,5.341
2020-11-29,5.341
2020-11-30,5.341
2020-12-01,5.31
2020-12-02,5.285
2020-12-03,5.172
2020-12-04,5.178
2020-12-05,5.178
2020-12-06,5.178
2020-12-07,5.233
2020-12-08,5.205
2020-12-09,5.229
2020-12-10,5.261
2020-12-11,5.21
2020-12-12,5.21
2020-12-13,5.21
2020-12-14,5.293
2020-12-15,5.23
2020-12-16,5.198
2020-12-17,5.315
2020-12-18,5.405
2020-12-19,5.405
2020-12-20,5.405
2020-12-21,5.501
2020-12-22,5.57
2020-12-23,5.435
2020-12-24,5.433
2020-12-25,5.433
2020-12-26,5.433
2020-12-27,5.433
2020-12-28,5.339
2020-12-29,5.368
2020-12-30,5.381
2020-12-31,5.34
2021-01-01,5.34
2021-01-02,5.34
2021-01-03,5.34
2021-01-04,5.471
2021-01-05,5.382
2021-01-06,4.973
2021-01-07,5.206
2021-01-08,5.238
2021-01-09,5.238
2021-01-10,5.238
2021-01-11,5.229
2021-01-12,5.21
2021-01-13,5.292
2021-01-14,5.254
2021-01-15,5.277
2021-01-16,5.277
2021-01-17,5.277
2021-01-18,5.277
2021-01-19,5.278
2021-01-20,5.298
2021-01-21,5.277
2021-01-22,5.323
2021-01-23,5.323
2021-01-24,5.323
2021-01-25,5.211
2021-01-26,5.079
2021-01-27,5.003
2021-01-28,5.164
2021-01-29,5.534
2021-01-30,5.534
2021-01-31,5.534
2021-02-01,5.491
2021-02-02,5.507
2021-02-03,5.379
2021-02-04,5.322
2021-02-05,5.24
2021-02-06,5.24
2021-02-07,5.24
2021-02-08,5.171
2021-02-09,5.172
2021-02-10,5.305
2021-02-11,5.228
2021-02-12,5.21
2021-02-13,5.21
2021-02-14,5.21
2021-02-15,5.21
2021-02-16,5.238
2021-02-17,5.144
2021-02-18,5.263
2021-02-19,4.845
2021-02-20,4.845
2021-02-21,4.845
2021-02-22,4.644
2021-02-23,4.97
2021-02-24,4.957
2021-02-25,5.087
2021-02-26,5.112
2021-02-27,5.112
2021-02-28,5.112
2021-03-01,4.945
2021-03-02,4.904
2021-03-03,4.803
2021-03-04,4.877
2021-03-05,4.716
2021-03-06,4.716
2021-03-07,4.716
2021-03-08,4.547
2021-03-09,4.614
2021-03-10,4.547
2021-03-11,4.561
2021-03-12,4.476
2021-03-13,4.476
2021-03-14,4.476
2021-03-15,4.542
2021-03-16,4.534
2021-03-17,4.525
2021-03-18,4.507
2021-03-19,4.555
2021-03-20,4.555
2021-03-21,4.555
2021-03-22,4.513
2021-03-23,4.613
2021-03-24,4.649
2021-03-25,4.564
2021-03-26,4.61
2021-03-27,4.61
2021-03-28,4.61
2021-03-29,4.644
2021-03-30,4.615
2021-03-31,4.695
2021-04-01,4.587
2021-04-02,4.587
2021-04-03,4.587
2021-04-04,4.587
2021-04-05,4.573
2021-04-06,4.488
2021-04-07,4.484
2021-04-08,4.507
2021-04-09,4.397
2021-04-10,4.397
2021-04-11,4.397
2021-04-12,4.307
2021-04-13,4.345
2021-04-14,4.344
2021-04-15,4.299
2021-04-16,4.287
2021-04-17,4.287
2021-04-18,4.287
2021-04-19,4.306
2021-04-20,4.33
2021-04-21,4.237
2021-04-22,4.235
2021-04-23,4.204
2021-04-24,4.204
2021-04-25,4.204
2021-04-26,4.23
2021-04-27,4.203
2021-04-28,4.198
2021-04-29,4.12
2021-04-30,4.151
2021-05-01,4.151
2021-05-02,4.151
2021-05-03,4.088
2021-05-04,4.087
2021-05-05,4.106
2021-05-06,4.051
2021-05-07,4.019
2021-05-08,4.019
2021-05-09,4.019
2021-05-10,4.027
2021-05-11,4.078
2021-05-12,4.157
2021-05-13,4.093
2021-05-14,4.083
2021-05-15,4.083
2021-05-16,4.083
2021-05-17,4.109
2021-05-18,4.123
2021-05-19,4.156
2021-05-20,4.133
2021-05-21,4.12
2021-05-22,4.12
2021-05-23,4.12
2021-05-24,4.105
2021-05-25,4.165
2021-05-26,4.171
2021-05-27,4.133
2021-05-28,4.152
2021-05-29,4.152
2021-05-30,4.152
2021-05-31,4.152
2021-06-01,4.113
2021-06-02,4.132
2021-06-03,4.158
2021-06-04,4.124
2021-06-05,4.124
2021-06-06,4.124
2021-06-07,4.125
2021-06-08,4.081
2021-06-09,4.088
2021-06-10,4.082
2021-06-11,4.041
2021-06-12,4.041
2021-06-13,4.041
2021-06-14,4.101
2021-06-15,4.071
2021-06-16,4.097
2021-06-17,4.19
2021-06-18,4.362
2021-06-19,4.362
2021-06-20,4.362
2021-06-21,4.243
2021-06-22,4.28
2021-06-23,4.284
2021-06-24,4.254
2021-06-25,4.22
2021-06-26,4.22
2021-06-27,4.22
2021-06-28,4.312
2021-06-29,4.291
2021-06-30,4.233
2021-07-01,4.181
2021-07-02,4.186
2021-07-03,4.186
2021-07-04,4.186
2021-07-05,4.186
2021-07-06,4.293
2021-07-07,4.268
2021-07-08,4.324
2021-07-09,4.23
2021-07-10,4.23
2021-07-11,4.23
2021-07-12,4.253
2021-07-13,4.348
2021-07-14,4.296
2021-07-15,4.312
2021-07-16,4.372
2021-07-17,4.372
2021-07-18,4.372
2021-07-19,4.435
2021-07-20,4.634
2021-07-21,4.595
2021-07-22,4.703
2021-07-23,4.684
2021-07-24,4.684
2021-07-25,4.684
2021-07-26,4.622
2021-07-27,4.609
2021-07-28,4.65
2021-07-29,4.624
2021-07-30,4.65
2021-07-31,4.65
2021-08-01,4.65
2021-08-02,4.638
2021-08-03,4.647
2021-08-04,4.735
2021-08-05,4.602
2021-08-06,4.571
2021-08-07,4.571
2021-08-08,4.571
2021-08-09,4.618
2021-08-10,4.524
2021-08-11,4.441
2021-08-12,4.448
2021-08-13,4.488
2021-08-14,4.488
2021-08-15,4.488
2021-08-16,4.469
2021-08-17,4.534
2021-08-18,4.641
2021-08-19,4.761
2021-08-20,4.727
2021-08-21,4.727
2021-08-22,4.727
2021-08-23,4.664
2021-08-24,4.665
2021-08-25,4.667
2021-08-26,4.719
2021-08-27,4.627
2021-08-28,4.627
2021-08-29,4.627
2021-08-30,4.695
2021-08-31,4.625
2021-09-01,4.614
2021-09-02,4.555
2021-09-03,4.592
2021-09-04,4.592
2021-09-05,4.592
2021-09-06,4.592
2021-09-07,4.634
2021-09-08,4.655
2021-09-09,4.695
2021-09-10,4.725
2021-09-11,4.725
2021-09-12,4.725
2021-09-13,4.67
2021-09-14,4.673
2021-09-15,4.581
2021-09-16,4.62
2021-09-17,4.633
2021-09-18,4.633
2021-09-19,4.633
2021-09-20,4.692
2021-09-21,4.734
2021-09-22,4.63
2021-09-23,4.523
2021-09-24,4.488
2021-09-25,4.488
2021-09-26,4.488
2021-09-27,4.425
2021-09-28,4.538
2021-09-29,4.56
2021-09-30,4.629
2021-10-01,4.524
2021-10-02,4.524
2021-10-03,4.524
2021-10-04,4.538
2021-10-05,4.439
2021-10-06,4.458
2021-10-07,4.445
2021-10-08,4.459
2021-10-09,4.459
2021-10-10,4.459
2021-10-11,4.456
2021-10-12,4.546
2021-10-13,4.515
2021-10-14,4.385
2021-10-15,4.38
2021-10-16,4.38
2021-10-17,4.38
2021-10-18,4.389
2021-10-19,4.386
2021-10-20,4.488
2021-10-21,4.633
2021-10-22,4.726
2021-10-23,4.726
2021-10-24,4.726
2021-10-25,4.779
2021-10-26,4.721
2021-10-27,4.859
2021-10-28,4.859
2021-10-29,4.926
2021-10-30,4.926
2021-10-31,4.926
2021-11-01,4.864
2021-11-02,4.942
2021-11-03,4.932
2021-11-04,4.959
2021-11-05,4.875
2021-11-06,4.875
2021-11-07,4.875
2021-11-08,4.859
2021-11-09,4.861
2021-11-10,4.847
2021-11-11,4.819
2021-11-12,4.866
2021-11-13,4.866
2021-11-14,4.866
2021-11-15,4.859
2021-11-16,4.928
2021-11-17,4.851
2021-11-18,4.953
2021-11-19,4.997
2021-11-20,4.997
2021-11-21,4.997
2021-11-22,4.925
2021-11-23,4.853
2021-11-24,4.865
2021-11-25,4.865
2021-11-26,4.95
2021-11-27,4.95
2021-11-28,4.95
2021-11-29,4.971
2021-11-30,4.983
2021-12-01,5.038
2021-12-02,4.854
2021-12-03,4.858
2021-12-04,4.858
2021-12-05,4.858
2021-12-06,4.816
2021-12-07,4.8
2021-12-08,4.793
2021-12-09,4.806
2021-12-10,4.73
2021-12-11,4.73
2021-12-12,4.73
2021-12-13,4.707
2021-12-14,4.651
2021-12-15,4.622
2021-12-16,4.551
2021-12-17,4.593
2021-12-18,4.593
2021-12-19,4.593
2021-12-20,4.714
2021-12-21,4.598
2021-12-22,4.641
2021-12-23,4.601
2021-12-24,4.601
2021-12-25,4.601
2021-12-26,4.601
2021-12-27,4.553
2021-12-28,4.518
2021-12-29,4.517
2021-12-30,4.503
2021-12-31,4.534
2022-01-01,4.534
2022-01-02,4.534
2022-01-03,4.496
2022-01-04,4.399
2022-01-05,4.384
2022-01-06,4.271
2022-01-07,4.237
2022-01-08,4.237
2022-01-09,4.237
2022-01-10,4.272
2022-01-11,4.285
2022-01-12,4.314
2022-01-13,4.211
2022-01-14,4.173
2022-01-15,4.173
2022-01-16,4.173
2022-01-17,4.173
2022-01-18,4.211
2022-01-19,4.316
2022-01-20,4.397
2022-01-21,4.394
2022-01-22,4.394
2022-01-23,4.394
2022-01-24,4.393
2022-01-25,4.401
2022-01-26,4.393
2022-01-27,4.532
2022-01-28,4.451
2022-01-29,4.451
2022-01-30,4.451
2022-01-31,4.48
2022-02-01,4.419
2022-02-02,4.375
2022-02-03,4.346
2022-02-04,4.399
2022-02-05,4.399
2022-02-06,4.399
2022-02-07,4.361
2022-02-08,4.278
2022-02-09,3.976
2022-02-10,4.13
2022-02-11,4.206
2022-02-12,4.206
2022-02-13,4.206
2022-02-14,4.209
2022-02-15,4.127
2022-02-16,4.131
2022-02-17,4.222
2022-02-18,4.24
2022-02-19,4.24
2022-02-20,4.24
2022-02-21,4.24
2022-02-22,4.241
2022-02-23,4.307
2022-02-24,4.342
2022-02-25,4.233
2022-02-26,4.233
2022-02-27,4.233
2022-02-28,4.251
2022-03-01,4.369
2022-03-02,4.259
2022-03-03,4.286
2022-03-04,4.492
2022-03-05,4.492
2022-03-06,4.492
2022-03-07,4.769
2022-03-08,4.782
2022-03-09,4.614
2022-03-10,4.611
2022-03-11,4.653
2022-03-12,4.653
2022-03-13,4.653
2022-03-14,4.46
2022-03-15,4.395
2022-03-16,4.221
2022-03-17,4.187
2022-03-18,4.213
2022-03-19,4.213
2022-03-20,4.213
2022-03-21,4.234
2022-03-22,4.217
2022-03-23,4.298
2022-03-24,4.224
2022-03-25,4.141
2022-03-26,4.141
2022-03-27,4.141
2022-03-28,4.183
2022-03-29,4.088
2022-03-30,4.109
2022-03-31,4.18
2022-04-01,4.314
2022-04-02,4.314
2022-04-03,4.314
2022-04-04,4.348
2022-04-05,4.387
2022-04-06,4.462
2022-04-07,4.522
2022-04-08,4.463
2022-04-09,4.463
2022-04-10,4.463
2022-04-11,4.448
2022-04-12,4.463
2022-04-13,4.452
2022-04-14,4.419
2022-04-15,4.419
2022-04-16,4.419
2022-04-17,4.419
2022-04-18,4.424
2022-04-19,4.302
2022-04-20,4.21
2022-04-21,4.339
2022-04-22,4.472
2022-04-23,4.472
2022-04-24,4.472
2022-04-25,4.466
2022-04-26,4.501
2022-04-27,4.499
2022-04-28,4.491
2022-04-29,4.641
2022-04-30,4.641
2022-05-01,4.641
2022-05-02,4.601
2022-05-03,4.517
2022-05-04,4.437
2022-05-05,4.536
2022-05-06,4.566
2022-05-07,4.566
2022-05-08,4.566
2022-05-09,4.566
2022-05-10,4.671
2022-05-11,4.725
2022-05-12,4.678
2022-05-13,4.588
2022-05-14,4.588
2022-05-15,4.588
2022-05-16,4.588
2022-05-17,4.436
2022-05-18,4.588
2022-05-19,4.717
2022-05-20,4.72
2022-05-21,4.72
2022-05-22,4.72
2022-05-23,4.657
2022-05-24,5.086
2022-05-25,4.901
2022-05-26,4.814
2022-05-27,4.688
2022-05-28,4.688
2022-05-29,4.688
2022-05-30,4.688
2022-05-31,4.712
2022-06-01,4.821
2022-06-02,4.799
2022-06-03,4.908
2022-06-04,4.908
2022-06-05,4.908
2022-06-06,4.834
2022-06-07,4.847
2022-06-08,4.917
2022-06-09,4.984
2022-06-10,5.089
2022-06-11,5.089
2022-06-12,5.089
2022-06-13,5.242
2022-06-14,5.327
2022-06-15,5.288
2022-06-16,5.578
2022-06-17,5.484
2022-06-18,5.484
2022-06-19,5.484
2022-06-20,5.484
2022-06-21,5.447
2022-06-22,5.479
2022-06-23,5.529
2022-06-24,5.356
2022-06-25,5.356
2022-06-26,5.356
2022-06-27,5.344
2022-06-28,5.435
2022-06-29,5.465
2022-06-30,5.44
2022-07-01,5.38
2022-07-02,5.38
2022-07-03,5.38
2022-07-04,5.38
2022-07-05,5.408
2022-07-06,5.455
2022-07-07,5.42
2022-07-08,5.368
2022-07-09,5.368
2022-07-10,5.368
2022-07-11,5.394
2022-07-12,5.402
2022-07-13,5.405
2022-07-14,5.488
2022-07-15,5.337
2022-07-16,5.337
2022-07-17,5.337
2022-07-18,5.296
2022-07-19,5.146
2022-07-20,4.957
2022-07-21,4.99
2022-07-22,5.01
2022-07-23,5.01
2022-07-24,5.01
2022-07-25,4.978
2022-07-26,5.098
2022-07-27,5.005
2022-07-28,4.96
2022-07-29,4.947
2022-07-30,4.947
2022-07-31,4.947
2022-08-01,4.927
2022-08-02,4.995
2022-08-03,4.914
2022-08-04,4.914
2022-08-05,5.001
2022-08-06,5.001
2022-08-07,5.001
2022-08-08,4.919
2022-08-09,4.907
2022-08-10,4.809
2022-08-11,4.786
2022-08-12,4.762
2022-08-13,4.762
2022-08-14,4.762
2022-08-15,4.782
2022-08-16,4.689
2022-08-17,4.732
2022-08-18,4.718
2022-08-19,4.766
2022-08-20,4.766
2022-08-21,4.766
2022-08-22,4.953
2022-08-23,4.956
2022-08-24,4.965
2022-08-25,4.932
2022-08-26,5.047
2022-08-27,5.047
2022-08-28,5.047
2022-08-29,5.067
2022-08-30,5.081
2022-08-31,5.164
2022-09-01,5.184
2022-09-02,5.214
2022-09-03,5.214
2022-09-04,5.214
2022-09-05,5.214
2022-09-06,5.239
2022-09-07,5.131
2022-09-08,5.009
2022-09-09,4.83
2022-09-10,4.83
2022-09-11,4.83
2022-09-12,4.754
2022-09-13,4.936
2022-09-14,4.992
2022-09-15,4.932
2022-09-16,5.076
2022-09-17,5.076
2022-09-18,5.076
2022-09-19,5.001
2022-09-20,5.146
2022-09-21,5.179
2022-09-22,5.248
2022-09-23,5.322
2022-09-24,5.322
2022-09-25,5.322
2022-09-26,5.436
2022-09-27,5.357
2022-09-28,5.217
2022-09-29,5.304
2022-09-30,5.383
2022-10-01,5.383
2022-10-02,5.383
2022-10-03,5.342
2022-10-04,5.078
2022-10-05,5.122
2022-10-06,5.161
2022-10-07,5.226
2022-10-08,5.226
2022-10-09,5.226
2022-10-10,5.24
2022-10-11,5.205
2022-10-12,5.132
2022-10-13,4.967
2022-10-14,5.056
2022-10-15,5.056
2022-10-16,5.056
2022-10-17,4.93
2022-10-18,4.805
2022-10-19,4.851
2022-10-20,4.844
2022-10-21,4.691
2022-10-22,4.691
2022-10-23,4.691
2022-10-24,4.578
2022-10-25,4.554
2022-10-26,4.575
2022-10-27,4.59
2022-10-28,4.499
2022-10-29,4.499
2022-10-30,4.499
2022-10-31,4.489
2022-11-01,4.468
2022-11-02,4.559
2022-11-03,4.591
2022-11-04,4.522
2022-11-05,4.522
2022-11-06,4.522
2022-11-07,4.482
2022-11-08,4.407
2022-11-09,4.452
2022-11-10,4.348
2022-11-11,4.214
2022-11-12,4.214
2022-11-13,4.214
2022-11-14,4.275
2022-11-15,4.241
2022-11-16,4.287
2022-11-17,4.284
2022-11-18,4.23
2022-11-19,4.23
2022-11-20,4.23
2022-11-21,4.265
2022-11-22,4.182
2022-11-23,4.177
2022-11-24,4.177
2022-11-25,4.126
2022-11-26,4.126
2022-11-27,4.126
2022-11-28,4.179
2022-11-29,4.147
2022-11-30,4.095
2022-12-01,4.09
2022-12-02,4.152
2022-12-03,4.152
2022-12-04,4.152
2022-12-05,4.23
2022-12-06,4.29
2022-12-07,4.316
2022-12-08,4.319
2022-12-09,4.317
2022-12-10,4.317
2022-12-11,4.317
2022-12-12,4.172
2022-12-13,4.035
2022-12-14,4.038
2022-12-15,4.166
2022-12-16,4.234
2022-12-17,4.234
2022-12-18,4.234
2022-12-19,4.257
2022-12-20,4.191
2022-12-21,4.14
2022-12-22,4.14
2022-12-23,4.051
2022-12-24,4.051
2022-12-25,4.051
2022-12-26,4.051
2022-12-27,4.008
2022-12-28,4.045
2022-12-29,3.997
2022-12-30,3.998
2022-12-31,3.998
2023-01-01,3.998
2023-01-02,3.998
2023-01-03,3.952
2023-01-04,3.862
2023-01-05,3.831
2023-01-06,3.789
2023-01-07,3.789
2023-01-08,3.789
2023-01-09,3.806
2023-01-10,3.801
2023-01-11,3.838
2023-01-12,3.866
2023-01-13,3.88
2023-01-14,3.88
2023-01-15,3.88
2023-01-16,3.88
2023-01-17,3.897
2023-01-18,3.949
2023-01-19,3.972
2023-01-20,3.893
2023-01-21,3.893
2023-01-22,3.893
2023-01-23,3.858
2023-01-24,3.786
2023-01-25,3.759
2023-01-26,3.791
2023-01-27,3.824
2023-01-28,3.824
2023-01-29,3.824
2023-01-30,3.844
2023-01-31,3.793
2023-02-01,3.722
2023-02-02,3.552
2023-02-03,3.556
2023-02-04,3.556
2023-02-05,3.556
2023-02-06,3.591
2023-02-07,3.579
2023-02-08,3.497
2023-02-09,3.452
2023-02-10,3.532
2023-02-11,3.532
2023-02-12,3.532
2023-02-13,3.462
2023-02-14,3.454
2023-02-15,3.452
2023-02-16,3.454
2023-02-17,3.434
2023-02-18,3.434
2023-02-19,3.434
2023-02-20,3.434
2023-02-21,3.52
2023-02-22,3.504
2023-02-23,3.501
2023-02-24,3.514
2023-02-25,3.514
2023-02-26,3.514
2023-02-27,3.536
2023-02-28,3.554
2023-03-01,3.519
2023-03-02,3.505
2023-03-03,3.51
2023-03-04,3.51
2023-03-05,3.51
2023-03-06,3.506
2023-03-07,3.545
2023-03-08,3.574
2023-03-09,3.63
2023-03-10,3.652
2023-03-11,3.652
2023-03-12,3.652
2023-03-13,3.729
2023-03-14,3.655
2023-03-15,3.728
2023-03-16,3.658
2023-03-17,3.706
2023-03-18,3.706
2023-03-19,3.706
2023-03-20,3.606
2023-03-21,3.557
2023-03-22,3.649
2023-03-23,3.608
2023-03-24,3.649
2023-03-25,3.649
2023-03-26,3.649
2023-03-27,3.612
2023-03-28,3.604
2023-03-29,3.534
2023-03-30,3.448
2023-03-31,3.39
2023-04-01,3.39
2023-04-02,3.39
2023-04-03,3.359
2023-04-04,3.374
2023-04-05,3.415
2023-04-06,3.437
2023-04-07,3.437
2023-04-08,3.437
2023-04-09,3.437
2023-04-10,3.431
2023-04-11,3.419
2023-04-12,3.418
2023-04-13,3.388
2023-04-14,3.367
2023-04-15,3.367
2023-04-16,3.367
2023-04-17,3.342
2023-04-18,3.327
2023-04-19,3.465
2023-04-20,3.456
2023-04-21,3.397
2023-04-22,3.397
2023-04-23,3.397
2023-04-24,3.4
2023-04-25,3.425
2023-04-26,3.558
2023-04-27,3.569
2023-04-28,3.557
2023-04-29,3.557
2023-04-30,3.557
2023-05-01,3.495
2023-05-02,3.493
2023-05-03,3.654
2023-05-04,3.625
2023-05-05,3.543
2023-05-06,3.543
2023-05-07,3.543
2023-05-08,3.458
2023-05-09,3.458
2023-05-10,3.478
2023-05-11,3.478
2023-05-12,3.414
2023-05-13,3.414
2023-05-14,3.414
2023-05-15,3.456
2023-05-16,3.45
2023-05-17,3.411
2023-05-18,3.364
2023-05-19,3.398
2023-05-20,3.398
2023-05-21,3.398
2023-05-22,3.416
2023-05-23,3.444
2023-05-24,3.488
2023-05-25,3.557
2023-05-26,3.524
2023-05-27,3.524
2023-05-28,3.524
2023-05-29,3.524
2023-05-30,3.508
2023-05-31,3.594
2023-06-01,3.55
2023-06-02,3.471
2023-06-03,3.471
2023-06-04,3.471
2023-06-05,3.481
2023-06-06,3.415
2023-06-07,3.344
2023-06-08,3.331
2023-06-09,3.33
2023-06-10,3.33
2023-06-11,3.33
2023-06-12,3.302
2023-06-13,3.299
2023-06-14,3.325
2023-06-15,3.291
2023-06-16,3.307
2023-06-17,3.307
2023-06-18,3.307
2023-06-19,3.307
2023-06-20,3.36
2023-06-21,3.33
2023-06-22,3.307
