,OGS US Equity
2023-06-23,3.649
2023-06-24,3.649
2023-06-25,3.649
2023-06-26,3.622
2023-06-27,3.607
2023-06-28,3.646
2023-06-29,3.605
2023-06-30,3.629
2023-07-01,3.629
2023-07-02,3.629
2023-07-03,3.617
2023-07-04,3.617
2023-07-05,3.626
2023-07-06,3.667
2023-07-07,3.756
2023-07-08,3.756
2023-07-09,3.756
2023-07-10,3.701
2023-07-11,3.642
2023-07-12,3.582
2023-07-13,3.575
2023-07-14,3.657
2023-07-15,3.657
2023-07-16,3.657
2023-07-17,3.598
2023-07-18,3.575
2023-07-19,3.538
2023-07-20,3.48
2023-07-21,3.463
2023-07-22,3.463
2023-07-23,3.463
2023-07-24,3.462
2023-07-25,3.454
2023-07-26,3.43
2023-07-27,3.512
2023-07-28,3.52
2023-07-29,3.52
2023-07-30,3.52
2023-07-31,3.528
2023-08-01,3.573
2023-08-02,3.514
2023-08-03,3.573
2023-08-04,3.6
2023-08-05,3.6
2023-08-06,3.6
2023-08-07,3.582
2023-08-08,3.646
2023-08-09,3.664
2023-08-10,3.662
2023-08-11,3.688
2023-08-12,3.688
2023-08-13,3.688
2023-08-14,3.734
2023-08-15,3.762
2023-08-16,3.698
2023-08-17,3.709
2023-08-18,3.698
2023-08-19,3.698
2023-08-20,3.698
2023-08-21,3.709
2023-08-22,3.685
2023-08-23,3.695
2023-08-24,3.73
2023-08-25,3.693
2023-08-26,3.693
2023-08-27,3.693
2023-08-28,3.713
2023-08-29,3.706
2023-08-30,3.738
2023-08-31,3.814
2023-09-01,3.813
2023-09-02,3.813
2023-09-03,3.813
2023-09-04,3.813
2023-09-05,3.854
2023-09-06,3.804
2023-09-07,3.775
2023-09-08,3.763
2023-09-09,3.763
2023-09-10,3.763
2023-09-11,3.734
2023-09-12,3.763
2023-09-13,3.756
2023-09-14,3.73
2023-09-15,3.678
2023-09-16,3.678
2023-09-17,3.678
2023-09-18,3.715
2023-09-19,3.752
2023-09-20,3.731
2023-09-21,3.801
2023-09-22,3.792
2023-09-23,3.792
2023-09-24,3.792
2023-09-25,3.808
2023-09-26,3.929
2023-09-27,3.979
2023-09-28,4.026
2023-09-29,4.075
2023-09-30,4.075
2023-10-01,4.075
2023-10-02,4.238
2023-10-03,4.187
2023-10-04,4.17
2023-10-05,4.155
2023-10-06,4.128
2023-10-07,4.128
2023-10-08,4.128
2023-10-09,4.07
2023-10-10,4.051
2023-10-11,4.018
2023-10-12,4.071
2023-10-13,4.026
2023-10-14,4.026
2023-10-15,4.026
2023-10-16,3.986
2023-10-17,3.999
2023-10-18,4.076
2023-10-19,4.178
2023-10-20,4.218
2023-10-21,4.218
2023-10-22,4.218
2023-10-23,4.249
2023-10-24,4.314
2023-10-25,4.43
2023-10-26,4.414
2023-10-27,4.523
2023-10-28,4.523
2023-10-29,4.523
2023-10-30,4.537
2023-10-31,4.607
2023-11-01,4.529
2023-11-02,4.463
2023-11-03,4.473
2023-11-04,4.473
2023-11-05,4.473
2023-11-06,4.473
2023-11-07,4.544
2023-11-08,4.66
2023-11-09,4.622
2023-11-10,4.612
2023-11-11,4.612
2023-11-12,4.612
2023-11-13,4.663
2023-11-14,4.478
2023-11-15,4.454
2023-11-16,4.457
2023-11-17,4.462
2023-11-18,4.462
2023-11-19,4.462
2023-11-20,4.556
2023-11-21,4.659
2023-11-22,4.64
2023-11-23,4.64
2023-11-24,4.665
2023-11-25,4.665
2023-11-26,4.665
2023-11-27,4.682
2023-11-28,4.663
2023-11-29,4.675
2023-11-30,4.688
2023-12-01,4.495
2023-12-02,4.495
2023-12-03,4.495
2023-12-04,4.34
2023-12-05,4.453
2023-12-06,4.379
2023-12-07,4.396
2023-12-08,4.363
2023-12-09,4.363
2023-12-10,4.363
2023-12-11,4.394
2023-12-12,4.399
2023-12-13,4.185
2023-12-14,4.166
2023-12-15,4.247
2023-12-16,4.247
2023-12-17,4.247
2023-12-18,4.261
2023-12-19,4.214
2023-12-20,4.262
2023-12-21,4.18
2023-12-22,4.127
2023-12-23,4.127
2023-12-24,4.127
2023-12-25,4.127
2023-12-26,4.143
2023-12-27,4.173
2023-12-28,4.178
2023-12-29,4.214
2023-12-30,4.214
2023-12-31,4.214
2024-01-01,4.214
2024-01-02,4.151
2024-01-03,4.131
2024-01-04,4.17
2024-01-05,4.2
2024-01-06,4.2
2024-01-07,4.2
2024-01-08,4.161
2024-01-09,4.261
2024-01-10,4.297
2024-01-11,4.4
2024-01-12,4.417
2024-01-13,4.417
2024-01-14,4.417
2024-01-15,4.417
2024-01-16,4.531
2024-01-17,4.562
2024-01-18,4.585
2024-01-19,4.538
2024-01-20,4.538
2024-01-21,4.538
2024-01-22,4.453
2024-01-23,4.362
2024-01-24,4.402
2024-01-25,4.356
2024-01-26,4.348
2024-01-27,4.348
2024-01-28,4.348
2024-01-29,4.275
2024-01-30,4.339
2024-01-31,4.346
2024-02-01,4.309
2024-02-02,4.353
2024-02-03,4.353
2024-02-04,4.353
2024-02-05,4.531
2024-02-06,4.546
2024-02-07,4.539
2024-02-08,4.426
2024-02-09,4.383
2024-02-10,4.383
2024-02-11,4.383
2024-02-12,4.271
2024-02-13,4.508
2024-02-14,4.459
2024-02-15,4.345
2024-02-16,4.391
2024-02-17,4.391
2024-02-18,4.391
2024-02-19,4.391
2024-02-20,4.405
2024-02-21,4.417
2024-02-22,4.352
2024-02-23,4.449
2024-02-24,4.449
2024-02-25,4.449
2024-02-26,4.526
2024-02-27,4.475
2024-02-28,4.441
2024-02-29,4.43
2024-03-01,4.438
2024-03-02,4.438
2024-03-03,4.438
2024-03-04,4.354
2024-03-05,4.295
2024-03-06,4.264
2024-03-07,4.212
2024-03-08,4.182
2024-03-09,4.182
2024-03-10,4.182
2024-03-11,4.181
2024-03-12,4.185
2024-03-13,4.242
2024-03-14,4.3
2024-03-15,4.298
2024-03-16,4.298
2024-03-17,4.298
2024-03-18,4.259
2024-03-19,4.242
2024-03-20,4.196
2024-03-21,4.192
2024-03-22,4.23
2024-03-23,4.23
2024-03-24,4.23
2024-03-25,4.224
2024-03-26,4.27
2024-03-27,4.16
2024-03-28,4.091
2024-03-29,4.091
2024-03-30,4.091
2024-03-31,4.091
2024-04-01,4.15
2024-04-02,4.131
2024-04-03,4.162
2024-04-04,4.12
2024-04-05,4.143
2024-04-06,4.143
2024-04-07,4.143
2024-04-08,4.136
