,MAR US Equity
2023-06-23,1.123
2023-06-24,1.123
2023-06-25,1.123
2023-06-26,1.123
2023-06-27,1.086
2023-06-28,1.084
2023-06-29,1.062
2023-06-30,1.048
2023-07-01,1.048
2023-07-02,1.048
2023-07-03,1.045
2023-07-04,1.045
2023-07-05,1.057
2023-07-06,1.058
2023-07-07,1.037
2023-07-08,1.037
2023-07-09,1.037
2023-07-10,1.009
2023-07-11,1.007
2023-07-12,1.014
2023-07-13,1.032
2023-07-14,1.043
2023-07-15,1.043
2023-07-16,1.043
2023-07-17,1.033
2023-07-18,1.02
2023-07-19,1.038
2023-07-20,1.081
2023-07-21,1.063
2023-07-22,1.063
2023-07-23,1.063
2023-07-24,1.066
2023-07-25,1.063
2023-07-26,1.069
2023-07-27,1.058
2023-07-28,1.037
2023-07-29,1.037
2023-07-30,1.037
2023-07-31,1.033
2023-08-01,1.076
2023-08-02,1.096
2023-08-03,1.11
2023-08-04,1.095
2023-08-05,1.095
2023-08-06,1.095
2023-08-07,1.085
2023-08-08,1.076
2023-08-09,1.078
2023-08-10,1.066
2023-08-11,1.066
2023-08-12,1.066
2023-08-13,1.066
2023-08-14,1.074
2023-08-15,1.079
2023-08-16,1.073
2023-08-17,1.095
2023-08-18,1.097
2023-08-19,1.097
2023-08-20,1.097
2023-08-21,1.109
2023-08-22,1.087
2023-08-23,1.09
2023-08-24,1.115
2023-08-25,1.109
2023-08-26,1.109
2023-08-27,1.109
2023-08-28,1.094
2023-08-29,1.075
2023-08-30,1.089
2023-08-31,1.099
2023-09-01,1.087
2023-09-02,1.087
2023-09-03,1.087
2023-09-04,1.087
2023-09-05,1.127
2023-09-06,1.12
2023-09-07,1.134
2023-09-08,1.086
2023-09-09,1.086
2023-09-10,1.086
2023-09-11,1.093
2023-09-12,1.095
2023-09-13,1.116
2023-09-14,1.094
2023-09-15,1.089
2023-09-16,1.089
2023-09-17,1.089
2023-09-18,1.106
2023-09-19,1.118
2023-09-20,1.11
2023-09-21,1.142
2023-09-22,1.147
2023-09-23,1.147
2023-09-24,1.147
2023-09-25,1.155
2023-09-26,1.162
2023-09-27,1.145
2023-09-28,1.11
2023-09-29,1.127
2023-09-30,1.127
2023-10-01,1.127
2023-10-02,1.143
2023-10-03,1.164
2023-10-04,1.137
2023-10-05,1.137
2023-10-06,1.135
2023-10-07,1.135
2023-10-08,1.135
2023-10-09,1.144
2023-10-10,1.121
2023-10-11,1.122
2023-10-12,1.125
2023-10-13,1.153
2023-10-14,1.153
2023-10-15,1.153
2023-10-16,1.129
2023-10-17,1.126
2023-10-18,1.144
2023-10-19,1.157
2023-10-20,1.183
2023-10-21,1.183
2023-10-22,1.183
2023-10-23,1.172
2023-10-24,1.163
2023-10-25,1.174
2023-10-26,1.186
2023-10-27,1.194
2023-10-28,1.194
2023-10-29,1.194
2023-10-30,1.176
2023-10-31,1.173
2023-11-01,1.171
2023-11-02,1.196
2023-11-03,1.161
2023-11-04,1.161
2023-11-05,1.161
2023-11-06,1.162
2023-11-07,1.142
2023-11-08,1.153
2023-11-09,1.143
2023-11-10,1.124
2023-11-11,1.124
2023-11-12,1.124
2023-11-13,1.124
2023-11-14,1.098
2023-11-15,1.105
2023-11-16,1.091
2023-11-17,1.08
2023-11-18,1.08
2023-11-19,1.08
2023-11-20,1.074
2023-11-21,1.07
2023-11-22,1.056
2023-11-23,1.056
2023-11-24,1.061
2023-11-25,1.061
2023-11-26,1.061
2023-11-27,1.069
2023-11-28,1.084
2023-11-29,1.096
2023-11-30,1.095
2023-12-01,1.06
2023-12-02,1.06
2023-12-03,1.06
2023-12-04,1.065
2023-12-05,1.097
2023-12-06,1.086
2023-12-07,1.069
2023-12-08,1.062
2023-12-09,1.062
2023-12-10,1.062
2023-12-11,1.03
2023-12-12,1.028
2023-12-13,1.022
2023-12-14,1.013
2023-12-15,1.008
2023-12-16,1.008
2023-12-17,1.008
2023-12-18,1.003
2023-12-19,1.007
2023-12-20,1.028
2023-12-21,1.005
2023-12-22,1.001
2023-12-23,1.001
2023-12-24,1.001
2023-12-25,1.001
2023-12-26,0.997
2023-12-27,0.993
2023-12-28,0.995
2023-12-29,0.988
2023-12-30,0.988
2023-12-31,0.988
2024-01-01,0.988
2024-01-02,1.005
2024-01-03,1.018
2024-01-04,1.013
2024-01-05,1.002
2024-01-06,1.002
2024-01-07,1.002
2024-01-08,0.976
2024-01-09,0.983
2024-01-10,0.982
2024-01-11,0.981
2024-01-12,0.987
2024-01-13,0.987
2024-01-14,0.987
2024-01-15,0.987
2024-01-16,0.984
2024-01-17,0.978
2024-01-18,0.957
2024-01-19,0.946
2024-01-20,0.946
2024-01-21,0.946
2024-01-22,0.931
2024-01-23,0.932
2024-01-24,0.929
2024-01-25,0.911
2024-01-26,0.915
2024-01-27,0.915
2024-01-28,0.915
2024-01-29,0.913
2024-01-30,0.913
2024-01-31,0.926
2024-02-01,0.911
2024-02-02,0.906
2024-02-03,0.906
2024-02-04,0.906
2024-02-05,0.909
2024-02-06,0.912
2024-02-07,0.9
2024-02-08,0.894
2024-02-09,0.903
2024-02-10,0.903
2024-02-11,0.903
2024-02-12,0.897
2024-02-13,0.961
2024-02-14,0.947
2024-02-15,0.927
2024-02-16,0.923
2024-02-17,0.923
2024-02-18,0.923
2024-02-19,0.923
2024-02-20,0.919
2024-02-21,0.915
2024-02-22,0.893
2024-02-23,0.886
2024-02-24,0.886
2024-02-25,0.886
2024-02-26,0.896
2024-02-27,0.896
2024-02-28,0.896
2024-02-29,0.893
2024-03-01,0.893
2024-03-02,0.893
2024-03-03,0.893
2024-03-04,0.902
2024-03-05,0.9
2024-03-06,0.903
2024-03-07,0.904
2024-03-08,0.892
2024-03-09,0.892
2024-03-10,0.892
2024-03-11,0.898
2024-03-12,0.89
2024-03-13,0.888
2024-03-14,0.9
2024-03-15,0.914
2024-03-16,0.914
2024-03-17,0.914
2024-03-18,0.898
2024-03-19,0.893
2024-03-20,0.879
2024-03-21,0.874
2024-03-22,0.875
2024-03-23,0.875
2024-03-24,0.875
2024-03-25,0.885
2024-03-26,0.885
2024-03-27,0.88
2024-03-28,0.885
2024-03-29,0.885
2024-03-30,0.885
2024-03-31,0.885
2024-04-01,0.888
2024-04-02,0.901
2024-04-03,0.891
2024-04-04,0.897
2024-04-05,0.879
2024-04-06,0.879
2024-04-07,0.879
2024-04-08,0.876
