,HBI US Equity
2020-08-21,5.043
2020-08-22,5.043
2020-08-23,5.043
2020-08-24,4.93
2020-08-25,4.939
2020-08-26,5.079
2020-08-27,5.027
2020-08-28,5.031
2020-08-29,5.031
2020-08-30,5.031
2020-08-31,5.172
2020-09-01,5.089
2020-09-02,4.967
2020-09-03,5.099
2020-09-04,5.132
2020-09-05,5.132
2020-09-06,5.132
2020-09-07,5.132
2020-09-08,5.095
2020-09-09,5.142
2020-09-10,5.175
2020-09-11,5.138
2020-09-12,5.138
2020-09-13,5.138
2020-09-14,5.011
2020-09-15,5.034
2020-09-16,4.879
2020-09-17,5.005
2020-09-18,5.047
2020-09-19,5.047
2020-09-20,5.047
2020-09-21,5.172
2020-09-22,5.056
2020-09-23,4.943
2020-09-24,5.076
2020-09-25,5.099
2020-09-26,5.099
2020-09-27,5.099
2020-09-28,5.008
2020-09-29,5.122
2020-09-30,5.021
2020-10-01,4.958
2020-10-02,4.897
2020-10-03,4.897
2020-10-04,4.897
2020-10-05,4.724
2020-10-06,4.761
2020-10-07,4.707
2020-10-08,4.66
2020-10-09,4.595
2020-10-10,4.595
2020-10-11,4.595
2020-10-12,4.579
2020-10-13,4.646
2020-10-14,4.646
2020-10-15,4.561
2020-10-16,4.598
2020-10-17,4.598
2020-10-18,4.598
2020-10-19,4.727
2020-10-20,4.622
2020-10-21,4.582
2020-10-22,4.488
2020-10-23,4.498
2020-10-24,4.498
2020-10-25,4.498
2020-10-26,4.527
2020-10-27,4.519
2020-10-28,4.599
2020-10-29,4.602
2020-10-30,4.728
2020-10-31,4.728
2020-11-01,4.728
2020-11-02,4.58
2020-11-03,4.517
2020-11-04,4.641
2020-11-05,5.7
2020-11-06,5.912
2020-11-07,5.912
2020-11-08,5.912
2020-11-09,5.862
2020-11-10,5.489
2020-11-11,5.515
2020-11-12,5.723
2020-11-13,5.502
2020-11-14,5.502
2020-11-15,5.502
2020-11-16,5.349
2020-11-17,5.266
2020-11-18,5.313
2020-11-19,5.255
2020-11-20,5.228
2020-11-21,5.228
2020-11-22,5.228
2020-11-23,5.086
2020-11-24,4.808
2020-11-25,4.914
2020-11-26,4.914
2020-11-27,4.938
2020-11-28,4.938
2020-11-29,4.938
2020-11-30,5.018
2020-12-01,5.039
2020-12-02,5.068
2020-12-03,4.951
2020-12-04,5.057
2020-12-05,5.057
2020-12-06,5.057
2020-12-07,5.108
2020-12-08,5.086
2020-12-09,5.028
2020-12-10,5.086
2020-12-11,5.104
2020-12-12,5.104
2020-12-13,5.104
2020-12-14,5.178
2020-12-15,5.039
2020-12-16,5.1
2020-12-17,5.028
2020-12-18,4.938
2020-12-19,4.938
2020-12-20,4.938
2020-12-21,4.941
2020-12-22,5.064
2020-12-23,4.837
2020-12-24,4.884
2020-12-25,4.884
2020-12-26,4.884
2020-12-27,4.884
2020-12-28,4.877
2020-12-29,4.934
2020-12-30,4.857
2020-12-31,4.887
2021-01-01,4.887
2021-01-02,4.887
2021-01-03,4.887
2021-01-04,4.931
2021-01-05,4.948
2021-01-06,4.663
2021-01-07,4.606
2021-01-08,4.639
2021-01-09,4.639
2021-01-10,4.639
2021-01-11,4.651
2021-01-12,4.453
2021-01-13,4.556
2021-01-14,4.51
2021-01-15,4.533
2021-01-16,4.533
2021-01-17,4.533
2021-01-18,4.533
2021-01-19,4.621
2021-01-20,4.588
2021-01-21,4.567
2021-01-22,4.573
2021-01-23,4.573
2021-01-24,4.573
2021-01-25,4.597
2021-01-26,4.562
2021-01-27,4.442
2021-01-28,4.627
2021-01-29,4.66
2021-01-30,4.66
2021-01-31,4.66
2021-02-01,4.672
2021-02-02,4.678
2021-02-03,4.663
2021-02-04,4.518
2021-02-05,4.49
2021-02-06,4.49
2021-02-07,4.49
2021-02-08,4.459
2021-02-09,3.57
2021-02-10,3.804
2021-02-11,3.858
2021-02-12,3.849
2021-02-13,3.849
2021-02-14,3.849
2021-02-15,3.849
2021-02-16,3.954
2021-02-17,3.987
2021-02-18,3.943
2021-02-19,3.956
2021-02-20,3.956
2021-02-21,3.956
2021-02-22,3.888
2021-02-23,3.925
2021-02-24,3.871
2021-02-25,3.978
2021-02-26,3.994
2021-02-27,3.994
2021-02-28,3.994
2021-03-01,3.897
2021-03-02,3.863
2021-03-03,3.762
2021-03-04,3.829
2021-03-05,3.678
2021-03-06,3.678
2021-03-07,3.678
2021-03-08,3.384
2021-03-09,3.57
2021-03-10,3.558
2021-03-11,3.508
2021-03-12,3.45
2021-03-13,3.45
2021-03-14,3.45
2021-03-15,3.428
2021-03-16,3.643
2021-03-17,3.682
2021-03-18,3.653
2021-03-19,3.58
2021-03-20,3.58
2021-03-21,3.58
2021-03-22,3.639
2021-03-23,3.87
2021-03-24,3.87
2021-03-25,3.714
2021-03-26,3.623
2021-03-27,3.623
2021-03-28,3.623
2021-03-29,3.78
2021-03-30,3.723
2021-03-31,3.785
2021-04-01,3.844
2021-04-02,3.844
2021-04-03,3.844
2021-04-04,3.844
2021-04-05,3.745
2021-04-06,3.734
2021-04-07,3.738
2021-04-08,3.736
2021-04-09,3.657
2021-04-10,3.657
2021-04-11,3.657
2021-04-12,3.623
2021-04-13,3.714
2021-04-14,3.708
2021-04-15,3.715
2021-04-16,3.675
2021-04-17,3.675
2021-04-18,3.675
2021-04-19,3.706
2021-04-20,3.768
2021-04-21,3.616
2021-04-22,3.607
2021-04-23,3.557
2021-04-24,3.557
2021-04-25,3.557
2021-04-26,3.569
2021-04-27,3.519
2021-04-28,3.529
2021-04-29,3.525
2021-04-30,3.536
2021-05-01,3.536
2021-05-02,3.536
2021-05-03,3.497
2021-05-04,3.463
2021-05-05,3.4
2021-05-06,3.4
2021-05-07,3.328
2021-05-08,3.328
2021-05-09,3.328
2021-05-10,3.4
2021-05-11,3.738
2021-05-12,3.842
2021-05-13,3.844
2021-05-14,3.757
2021-05-15,3.757
2021-05-16,3.757
2021-05-17,3.625
2021-05-18,3.678
2021-05-19,3.739
2021-05-20,3.716
2021-05-21,3.729
2021-05-22,3.729
2021-05-23,3.729
2021-05-24,3.759
2021-05-25,3.769
2021-05-26,3.699
2021-05-27,3.641
2021-05-28,3.682
2021-05-29,3.682
2021-05-30,3.682
2021-05-31,3.682
2021-06-01,3.619
2021-06-02,3.684
2021-06-03,3.689
2021-06-04,3.716
2021-06-05,3.716
2021-06-06,3.716
2021-06-07,3.697
2021-06-08,3.641
2021-06-09,3.728
2021-06-10,3.774
2021-06-11,3.684
2021-06-12,3.684
2021-06-13,3.684
2021-06-14,3.769
2021-06-15,3.737
2021-06-16,3.767
2021-06-17,3.87
2021-06-18,3.94
2021-06-19,3.94
2021-06-20,3.94
2021-06-21,3.876
2021-06-22,3.866
2021-06-23,3.887
2021-06-24,3.851
2021-06-25,3.804
2021-06-26,3.804
2021-06-27,3.804
2021-06-28,3.872
2021-06-29,3.897
2021-06-30,3.853
2021-07-01,3.831
2021-07-02,3.878
2021-07-03,3.878
2021-07-04,3.878
2021-07-05,3.878
2021-07-06,4.035
2021-07-07,4.09
2021-07-08,4.12
2021-07-09,3.975
2021-07-10,3.975
2021-07-11,3.975
2021-07-12,3.97
2021-07-13,3.964
2021-07-14,3.966
2021-07-15,4.001
2021-07-16,4.13
2021-07-17,4.13
2021-07-18,4.13
2021-07-19,4.156
2021-07-20,4.044
2021-07-21,3.975
2021-07-22,4.026
2021-07-23,3.988
2021-07-24,3.988
2021-07-25,3.988
2021-07-26,3.92
2021-07-27,3.94
2021-07-28,3.979
2021-07-29,3.918
2021-07-30,3.94
2021-07-31,3.94
2021-08-01,3.94
2021-08-02,3.887
2021-08-03,3.851
2021-08-04,3.92
2021-08-05,3.687
2021-08-06,3.626
2021-08-07,3.626
2021-08-08,3.626
2021-08-09,3.682
2021-08-10,3.533
2021-08-11,3.471
2021-08-12,3.452
2021-08-13,3.498
2021-08-14,3.498
2021-08-15,3.498
2021-08-16,3.545
2021-08-17,3.68
2021-08-18,3.766
2021-08-19,3.873
2021-08-20,3.802
2021-08-21,3.802
2021-08-22,3.802
2021-08-23,3.746
2021-08-24,3.719
2021-08-25,3.649
2021-08-26,3.774
2021-08-27,3.711
2021-08-28,3.711
2021-08-29,3.711
2021-08-30,3.828
2021-08-31,3.856
2021-09-01,3.746
2021-09-02,3.721
2021-09-03,3.78
2021-09-04,3.78
2021-09-05,3.78
2021-09-06,3.78
2021-09-07,3.82
2021-09-08,3.859
2021-09-09,3.828
2021-09-10,3.848
2021-09-11,3.848
2021-09-12,3.848
2021-09-13,3.774
2021-09-14,3.83
2021-09-15,3.76
2021-09-16,3.733
2021-09-17,3.792
2021-09-18,3.792
2021-09-19,3.792
2021-09-20,3.852
2021-09-21,3.911
2021-09-22,3.894
2021-09-23,3.867
2021-09-24,3.859
2021-09-25,3.859
2021-09-26,3.859
2021-09-27,3.84
2021-09-28,3.794
2021-09-29,3.89
2021-09-30,4.198
2021-10-01,4.124
2021-10-02,4.124
2021-10-03,4.124
2021-10-04,4.133
2021-10-05,4.141
2021-10-06,4.273
2021-10-07,4.105
2021-10-08,4.32
2021-10-09,4.32
2021-10-10,4.32
2021-10-11,4.304
2021-10-12,4.28
2021-10-13,4.236
2021-10-14,4.076
2021-10-15,4.161
2021-10-16,4.161
2021-10-17,4.161
2021-10-18,4.166
2021-10-19,4.203
2021-10-20,4.178
2021-10-21,4.151
2021-10-22,4.163
2021-10-23,4.163
2021-10-24,4.163
2021-10-25,4.139
2021-10-26,4.127
2021-10-27,4.117
2021-10-28,4.069
2021-10-29,4.115
2021-10-30,4.115
2021-10-31,4.115
2021-11-01,3.986
2021-11-02,3.988
2021-11-03,3.835
2021-11-04,3.993
2021-11-05,3.951
2021-11-06,3.951
2021-11-07,3.951
2021-11-08,3.958
2021-11-09,3.901
2021-11-10,3.918
2021-11-11,3.949
2021-11-12,4.0
2021-11-13,4.0
2021-11-14,4.0
2021-11-15,3.971
2021-11-16,3.969
2021-11-17,4.032
2021-11-18,4.067
2021-11-19,4.129
2021-11-20,4.129
2021-11-21,4.129
2021-11-22,4.107
2021-11-23,4.146
2021-11-24,4.112
2021-11-25,4.112
2021-11-26,4.19
2021-11-27,4.19
2021-11-28,4.19
2021-11-29,4.295
2021-11-30,4.364
2021-12-01,4.378
2021-12-02,4.287
2021-12-03,4.277
2021-12-04,4.277
2021-12-05,4.277
2021-12-06,4.072
2021-12-07,4.051
2021-12-08,3.998
2021-12-09,4.058
2021-12-10,4.016
2021-12-11,4.016
2021-12-12,4.016
2021-12-13,4.243
2021-12-14,4.221
2021-12-15,4.19
2021-12-16,4.193
2021-12-17,4.321
2021-12-18,4.321
2021-12-19,4.321
2021-12-20,4.501
2021-12-21,4.383
2021-12-22,4.364
2021-12-23,4.348
2021-12-24,4.348
2021-12-25,4.348
2021-12-26,4.348
2021-12-27,4.256
2021-12-28,4.259
2021-12-29,4.19
2021-12-30,4.195
2021-12-31,4.216
2022-01-01,4.216
2022-01-02,4.216
2022-01-03,4.166
2022-01-04,4.06
2022-01-05,4.161
2022-01-06,4.139
2022-01-07,4.18
2022-01-08,4.18
2022-01-09,4.18
2022-01-10,4.298
2022-01-11,4.226
2022-01-12,4.233
2022-01-13,4.11
2022-01-14,4.198
2022-01-15,4.198
2022-01-16,4.198
2022-01-17,4.198
2022-01-18,4.267
2022-01-19,4.308
2022-01-20,4.489
2022-01-21,4.481
2022-01-22,4.481
2022-01-23,4.481
2022-01-24,4.327
2022-01-25,4.375
2022-01-26,4.524
2022-01-27,4.598
2022-01-28,4.498
2022-01-29,4.498
2022-01-30,4.498
2022-01-31,4.378
2022-02-01,4.356
2022-02-02,4.461
2022-02-03,4.518
2022-02-04,3.896
2022-02-05,3.896
2022-02-06,3.896
2022-02-07,3.904
2022-02-08,3.791
2022-02-09,3.712
2022-02-10,3.825
2022-02-11,3.919
2022-02-12,3.919
2022-02-13,3.919
2022-02-14,3.921
2022-02-15,3.871
2022-02-16,3.819
2022-02-17,3.947
2022-02-18,3.775
2022-02-19,3.775
2022-02-20,3.775
2022-02-21,3.775
2022-02-22,3.854
2022-02-23,3.856
2022-02-24,3.79
2022-02-25,3.736
2022-02-26,3.736
2022-02-27,3.736
2022-02-28,3.722
2022-03-01,3.831
2022-03-02,3.6
2022-03-03,3.616
2022-03-04,3.717
2022-03-05,3.717
2022-03-06,3.717
2022-03-07,3.8
2022-03-08,3.679
2022-03-09,3.778
2022-03-10,3.743
2022-03-11,3.71
2022-03-12,3.71
2022-03-13,3.71
2022-03-14,3.793
2022-03-15,3.862
2022-03-16,3.751
2022-03-17,3.758
2022-03-18,3.736
2022-03-19,3.736
2022-03-20,3.736
2022-03-21,3.746
2022-03-22,3.734
2022-03-23,3.862
2022-03-24,3.808
2022-03-25,3.775
2022-03-26,3.775
2022-03-27,3.775
2022-03-28,3.818
2022-03-29,3.667
2022-03-30,3.753
2022-03-31,3.862
2022-04-01,3.875
2022-04-02,3.875
2022-04-03,3.875
2022-04-04,3.859
2022-04-05,4.052
2022-04-06,4.066
2022-04-07,4.046
2022-04-08,4.021
2022-04-09,4.021
2022-04-10,4.021
2022-04-11,4.013
2022-04-12,4.087
2022-04-13,4.072
2022-04-14,4.084
2022-04-15,4.084
2022-04-16,4.084
2022-04-17,4.084
2022-04-18,4.052
2022-04-19,3.946
2022-04-20,3.92
2022-04-21,4.013
2022-04-22,4.116
2022-04-23,4.116
2022-04-24,4.116
2022-04-25,4.104
2022-04-26,4.256
2022-04-27,4.234
2022-04-28,4.206
2022-04-29,4.336
2022-04-30,4.336
2022-05-01,4.336
2022-05-02,4.288
2022-05-03,4.191
2022-05-04,4.055
2022-05-05,4.524
2022-05-06,4.563
2022-05-07,4.563
2022-05-08,4.563
2022-05-09,4.079
2022-05-10,4.209
2022-05-11,4.195
2022-05-12,4.005
2022-05-13,3.929
2022-05-14,3.929
2022-05-15,3.929
2022-05-16,4.043
2022-05-17,4.115
2022-05-18,4.492
2022-05-19,4.638
2022-05-20,4.662
2022-05-21,4.662
2022-05-22,4.662
2022-05-23,4.662
2022-05-24,4.863
2022-05-25,4.739
2022-05-26,4.61
2022-05-27,4.485
2022-05-28,4.485
2022-05-29,4.485
2022-05-30,4.485
2022-05-31,4.568
2022-06-01,4.575
2022-06-02,4.545
2022-06-03,4.599
2022-06-04,4.599
2022-06-05,4.599
2022-06-06,4.583
2022-06-07,4.575
2022-06-08,4.839
2022-06-09,4.943
2022-06-10,5.093
2022-06-11,5.093
2022-06-12,5.093
2022-06-13,5.318
2022-06-14,5.412
2022-06-15,5.412
2022-06-16,5.684
2022-06-17,5.498
2022-06-18,5.498
2022-06-19,5.498
2022-06-20,5.498
2022-06-21,5.385
2022-06-22,5.449
2022-06-23,5.38
2022-06-24,5.164
2022-06-25,5.164
2022-06-26,5.164
2022-06-27,5.169
2022-06-28,5.272
2022-06-29,5.277
2022-06-30,5.38
2022-07-01,5.401
2022-07-02,5.401
2022-07-03,5.401
2022-07-04,5.401
2022-07-05,5.303
2022-07-06,5.433
2022-07-07,5.14
2022-07-08,5.084
2022-07-09,5.084
2022-07-10,5.084
2022-07-11,5.174
2022-07-12,5.088
2022-07-13,5.155
2022-07-14,5.308
2022-07-15,5.208
2022-07-16,5.208
2022-07-17,5.208
2022-07-18,5.098
2022-07-19,4.891
2022-07-20,4.86
2022-07-21,4.86
2022-07-22,4.878
2022-07-23,4.878
2022-07-24,4.878
2022-07-25,5.156
2022-07-26,5.57
2022-07-27,5.398
2022-07-28,5.11
2022-07-29,5.147
2022-07-30,5.147
2022-07-31,5.147
2022-08-01,5.17
2022-08-02,5.274
2022-08-03,5.119
2022-08-04,5.151
2022-08-05,5.87
2022-08-06,5.87
2022-08-07,5.87
2022-08-08,5.732
2022-08-09,5.834
2022-08-10,5.688
2022-08-11,6.084
2022-08-12,6.102
2022-08-13,6.102
2022-08-14,6.102
2022-08-15,6.149
2022-08-16,5.817
2022-08-17,6.011
2022-08-18,6.101
2022-08-19,6.284
2022-08-20,6.284
2022-08-21,6.284
2022-08-22,6.727
2022-08-23,6.734
2022-08-24,6.741
2022-08-25,6.656
2022-08-26,7.002
2022-08-27,7.002
2022-08-28,7.002
2022-08-29,7.152
2022-08-30,7.16
2022-08-31,7.267
2022-09-01,7.309
2022-09-02,7.351
2022-09-03,7.351
2022-09-04,7.351
2022-09-05,7.351
2022-09-06,7.517
2022-09-07,7.201
2022-09-08,7.225
2022-09-09,6.902
2022-09-10,6.902
2022-09-11,6.902
2022-09-12,6.684
2022-09-13,7.176
2022-09-14,7.284
2022-09-15,7.326
2022-09-16,7.499
2022-09-17,7.499
2022-09-18,7.499
2022-09-19,7.411
2022-09-20,7.776
2022-09-21,7.853
2022-09-22,7.912
2022-09-23,8.285
2022-09-24,8.285
2022-09-25,8.285
2022-09-26,8.328
2022-09-27,8.588
2022-09-28,8.383
2022-09-29,8.754
2022-09-30,9.094
2022-10-01,9.094
2022-10-02,9.094
2022-10-03,8.791
2022-10-04,8.328
2022-10-05,8.094
2022-10-06,8.231
2022-10-07,8.519
2022-10-08,8.519
2022-10-09,8.519
2022-10-10,8.416
2022-10-11,8.164
2022-10-12,8.186
2022-10-13,8.08
2022-10-14,8.143
2022-10-15,8.143
2022-10-16,8.143
2022-10-17,8.059
2022-10-18,7.967
2022-10-19,8.405
2022-10-20,8.66
2022-10-21,8.53
2022-10-22,8.53
2022-10-23,8.53
2022-10-24,8.708
2022-10-25,8.416
2022-10-26,8.519
2022-10-27,8.53
2022-10-28,8.72
2022-10-29,8.72
2022-10-30,8.72
2022-10-31,9.206
2022-11-01,9.099
2022-11-02,9.513
2022-11-03,9.385
2022-11-04,9.008
2022-11-05,9.008
2022-11-06,9.008
2022-11-07,8.88
2022-11-08,8.868
2022-11-09,9.626
2022-11-10,9.173
2022-11-11,8.028
2022-11-12,8.028
2022-11-13,8.028
2022-11-14,8.475
2022-11-15,8.256
2022-11-16,8.631
2022-11-17,9.013
2022-11-18,9.264
2022-11-19,9.264
2022-11-20,9.264
2022-11-21,9.334
2022-11-22,9.195
2022-11-23,9.195
2022-11-24,9.195
2022-11-25,9.114
2022-11-26,9.114
2022-11-27,9.114
2022-11-28,9.492
2022-11-29,9.449
2022-11-30,9.182
2022-12-01,9.141
2022-12-02,9.182
2022-12-03,9.182
2022-12-04,9.182
2022-12-05,9.686
2022-12-06,9.747
2022-12-07,9.763
2022-12-08,9.611
2022-12-09,9.717
2022-12-10,9.717
2022-12-11,9.717
2022-12-12,9.671
2022-12-13,9.686
2022-12-14,9.809
2022-12-15,10.352
2022-12-16,10.475
2022-12-17,10.475
2022-12-18,10.475
2022-12-19,10.493
2022-12-20,10.475
2022-12-21,10.565
2022-12-22,10.422
2022-12-23,10.115
2022-12-24,10.115
2022-12-25,10.115
2022-12-26,10.115
2022-12-27,9.904
2022-12-28,10.182
2022-12-29,9.856
2022-12-30,9.701
2022-12-31,9.701
2023-01-01,9.701
2023-01-02,9.701
2023-01-03,9.168
2023-01-04,8.581
2023-01-05,8.546
2023-01-06,8.304
2023-01-07,8.304
2023-01-08,8.304
2023-01-09,8.076
2023-01-10,8.003
2023-01-11,7.684
2023-01-12,7.761
2023-01-13,6.515
2023-01-14,6.515
2023-01-15,6.515
2023-01-16,6.515
2023-01-17,6.451
2023-01-18,6.515
2023-01-19,6.654
2023-01-20,6.613
2023-01-21,6.613
2023-01-22,6.613
2023-01-23,6.404
2023-01-24,6.596
2023-01-25,6.773
2023-01-26,6.713
2023-01-27,6.515
2023-01-28,6.515
2023-01-29,6.515
2023-01-30,6.547
2023-01-31,6.268
2023-02-01,6.073
2023-02-02,6.99
2023-02-03,3.985
2023-02-04,3.985
2023-02-05,3.985
2023-02-06,4.293
2023-02-07,4.365
2023-02-08,4.365
2023-02-09,4.365
2023-02-10,4.365
2023-02-11,4.365
2023-02-12,4.365
2023-02-13,4.365
2023-02-14,4.365
2023-02-15,4.365
2023-02-16,4.365
2023-02-17,4.365
2023-02-18,4.365
2023-02-19,4.365
2023-02-20,4.365
2023-02-21,4.365
2023-02-22,4.365
2023-02-23,4.365
2023-02-24,4.365
2023-02-25,4.365
2023-02-26,4.365
2023-02-27,4.365
2023-02-28,4.365
2023-03-01,4.365
2023-03-02,4.365
2023-03-03,4.365
2023-03-04,4.365
2023-03-05,4.365
2023-03-06,4.365
2023-03-07,4.365
2023-03-08,4.365
2023-03-09,4.365
2023-03-10,4.365
2023-03-11,4.365
2023-03-12,4.365
2023-03-13,4.365
2023-03-14,4.365
2023-03-15,4.365
2023-03-16,4.365
2023-03-17,4.365
2023-03-18,4.365
2023-03-19,4.365
2023-03-20,4.365
2023-03-21,4.365
2023-03-22,4.365
2023-03-23,4.365
2023-03-24,4.365
2023-03-25,4.365
2023-03-26,4.365
2023-03-27,4.365
2023-03-28,4.365
2023-03-29,4.365
2023-03-30,4.365
2023-03-31,4.365
2023-04-01,4.365
2023-04-02,4.365
2023-04-03,4.365
2023-04-04,4.365
2023-04-05,4.365
2023-04-06,4.365
2023-04-07,4.365
2023-04-08,4.365
2023-04-09,4.365
2023-04-10,4.365
2023-04-11,4.365
2023-04-12,4.365
2023-04-13,4.365
2023-04-14,4.365
2023-04-15,4.365
2023-04-16,4.365
2023-04-17,4.365
2023-04-18,4.365
2023-04-19,4.365
2023-04-20,4.365
2023-04-21,4.365
2023-04-22,4.365
2023-04-23,4.365
2023-04-24,4.365
2023-04-25,4.365
2023-04-26,4.365
2023-04-27,4.365
2023-04-28,4.365
2023-04-29,4.365
2023-04-30,4.365
2023-05-01,4.365
2023-05-02,4.365
2023-05-03,4.365
2023-05-04,4.365
2023-05-05,4.365
2023-05-06,4.365
2023-05-07,4.365
2023-05-08,4.365
2023-05-09,4.365
2023-05-10,4.365
2023-05-11,4.365
2023-05-12,4.365
2023-05-13,4.365
2023-05-14,4.365
2023-05-15,4.365
2023-05-16,4.365
2023-05-17,4.365
2023-05-18,4.365
2023-05-19,4.365
2023-05-20,4.365
2023-05-21,4.365
2023-05-22,4.365
2023-05-23,4.365
2023-05-24,4.365
2023-05-25,4.365
2023-05-26,4.365
2023-05-27,4.365
2023-05-28,4.365
2023-05-29,4.365
2023-05-30,4.365
2023-05-31,4.365
2023-06-01,4.365
2023-06-02,4.365
2023-06-03,4.365
2023-06-04,4.365
2023-06-05,4.365
2023-06-06,4.365
2023-06-07,4.365
2023-06-08,4.365
2023-06-09,4.365
2023-06-10,4.365
2023-06-11,4.365
2023-06-12,4.365
2023-06-13,4.365
2023-06-14,4.365
2023-06-15,4.365
2023-06-16,4.365
2023-06-17,4.365
2023-06-18,4.365
2023-06-19,4.365
2023-06-20,4.365
2023-06-21,4.365
2023-06-22,4.365
2023-06-23,4.365
2023-06-24,4.365
2023-06-25,4.365
2023-06-26,4.365
2023-06-27,4.365
2023-06-28,4.365
2023-06-29,4.365
2023-06-30,4.365
2023-07-01,4.365
2023-07-02,4.365
2023-07-03,4.365
