,SPR US Equity
2023-06-23,0.256
2023-06-24,0.256
2023-06-25,0.256
2023-06-26,0.251
2023-06-27,0.246
2023-06-28,0.248
2023-06-29,0.245
2023-06-30,0.247
2023-07-01,0.247
2023-07-02,0.247
2023-07-03,0.272
2023-07-04,0.272
2023-07-05,0.272
2023-07-06,0.275
2023-07-07,0.279
2023-07-08,0.279
2023-07-09,0.279
2023-07-10,0.273
2023-07-11,0.273
2023-07-12,0.125
2023-07-13,0.124
2023-07-14,0.127
2023-07-15,0.127
2023-07-16,0.127
2023-07-17,0.127
2023-07-18,0.126
2023-07-19,0.127
2023-07-20,0.124
2023-07-21,0.125
2023-07-22,0.125
2023-07-23,0.125
2023-07-24,0.123
2023-07-25,0.122
2023-07-26,0.117
2023-07-27,0.118
2023-07-28,0.115
2023-07-29,0.115
2023-07-30,0.115
2023-07-31,0.113
2023-08-01,0.115
2023-08-02,0.157
2023-08-03,0.152
2023-08-04,0.152
2023-08-05,0.152
2023-08-06,0.152
2023-08-07,0.147
2023-08-08,0.151
2023-08-09,0.15
2023-08-10,0.146
2023-08-11,0.147
2023-08-12,0.147
2023-08-13,0.147
2023-08-14,0.144
2023-08-15,0.156
2023-08-16,0.157
2023-08-17,0.16
2023-08-18,0.158
2023-08-19,0.158
2023-08-20,0.158
2023-08-21,0.157
2023-08-22,0.148
2023-08-23,0.148
2023-08-24,0.169
2023-08-25,0.165
2023-08-26,0.165
2023-08-27,0.165
2023-08-28,0.155
2023-08-29,0.155
2023-08-30,0.156
2023-08-31,0.159
2023-09-01,0.164
2023-09-02,0.164
2023-09-03,0.164
2023-09-04,0.164
2023-09-05,0.167
2023-09-06,0.169
2023-09-07,0.182
2023-09-08,0.185
2023-09-09,0.185
2023-09-10,0.185
2023-09-11,0.196
2023-09-12,0.2
2023-09-13,0.21
2023-09-14,0.214
2023-09-15,0.208
2023-09-16,0.208
2023-09-17,0.208
2023-09-18,0.221
2023-09-19,0.226
2023-09-20,0.234
2023-09-21,0.236
2023-09-22,0.231
2023-09-23,0.231
2023-09-24,0.231
2023-09-25,0.233
2023-09-26,0.231
2023-09-27,0.19
2023-09-28,0.184
2023-09-29,0.186
2023-09-30,0.186
2023-10-01,0.186
2023-10-02,0.178
2023-10-03,0.179
2023-10-04,0.185
2023-10-05,0.187
2023-10-06,0.18
2023-10-07,0.18
2023-10-08,0.18
2023-10-09,0.179
2023-10-10,0.17
2023-10-11,0.137
2023-10-12,0.14
2023-10-13,0.142
2023-10-14,0.142
2023-10-15,0.142
2023-10-16,0.141
2023-10-17,0.14
2023-10-18,0.099
2023-10-19,0.095
2023-10-20,0.098
2023-10-21,0.098
2023-10-22,0.098
2023-10-23,0.096
2023-10-24,0.095
2023-10-25,0.099
2023-10-26,0.096
2023-10-27,0.099
2023-10-28,0.099
2023-10-29,0.099
2023-10-30,0.097
2023-10-31,0.093
2023-11-01,0.09
2023-11-02,0.079
2023-11-03,0.08
2023-11-04,0.08
2023-11-05,0.08
2023-11-06,0.081
2023-11-07,0.089
2023-11-08,0.095
2023-11-09,0.038
2023-11-10,0.066
2023-11-11,0.066
2023-11-12,0.066
2023-11-13,0.065
2023-11-14,0.064
2023-11-15,0.064
2023-11-16,0.066
2023-11-17,0.065
2023-11-18,0.065
2023-11-19,0.065
2023-11-20,0.062
2023-11-21,0.062
2023-11-22,0.062
2023-11-23,0.062
2023-11-24,0.057
2023-11-25,0.057
2023-11-26,0.057
2023-11-27,0.057
2023-11-28,0.056
2023-11-29,0.057
2023-11-30,0.055
2023-12-01,0.053
2023-12-02,0.053
2023-12-03,0.053
2023-12-04,0.053
2023-12-05,0.054
2023-12-06,0.054
2023-12-07,0.054
2023-12-08,0.052
2023-12-09,0.052
2023-12-10,0.052
2023-12-11,0.053
2023-12-12,0.053
2023-12-13,0.053
2023-12-14,0.053
2023-12-15,0.051
2023-12-16,0.051
2023-12-17,0.051
2023-12-18,0.05
2023-12-19,0.049
2023-12-20,0.049
2023-12-21,0.047
2023-12-22,0.047
2023-12-23,0.047
2023-12-24,0.047
2023-12-25,0.047
2023-12-26,0.047
2023-12-27,0.047
2023-12-28,0.047
2023-12-29,0.047
2023-12-30,0.047
2023-12-31,0.047
2024-01-01,0.047
2024-01-02,0.049
2024-01-03,0.05
2024-01-04,0.048
2024-01-05,0.047
2024-01-06,0.047
2024-01-07,0.047
2024-01-08,0.053
2024-01-09,0.053
2024-01-10,0.051
2024-01-11,0.054
2024-01-12,0.055
2024-01-13,0.055
2024-01-14,0.055
2024-01-15,0.055
2024-01-16,0.058
2024-01-17,0.056
2024-01-18,0.053
2024-01-19,0.055
2024-01-20,0.055
2024-01-21,0.055
2024-01-22,0.055
2024-01-23,0.056
2024-01-24,0.053
2024-01-25,0.057
2024-01-26,0.056
2024-01-27,0.056
2024-01-28,0.056
2024-01-29,0.056
2024-01-30,0.059
2024-01-31,0.055
2024-02-01,0.054
2024-02-02,0.053
2024-02-03,0.053
2024-02-04,0.053
2024-02-05,0.056
2024-02-06,0.046
2024-02-07,0.046
2024-02-08,0.046
2024-02-09,0.045
2024-02-10,0.045
2024-02-11,0.045
2024-02-12,0.044
2024-02-13,0.043
2024-02-14,0.044
2024-02-15,0.043
2024-02-16,0.043
2024-02-17,0.043
2024-02-18,0.043
2024-02-19,0.043
2024-02-20,0.044
2024-02-21,0.044
2024-02-22,0.045
2024-02-23,0.044
2024-02-24,0.044
2024-02-25,0.044
2024-02-26,0.046
2024-02-27,0.045
2024-02-28,0.044
2024-02-29,0.045
2024-03-01,0.021
2024-03-02,0.021
2024-03-03,0.021
2024-03-04,0.023
2024-03-05,0.023
2024-03-06,0.023
2024-03-07,0.022
2024-03-08,0.022
2024-03-09,0.022
2024-03-10,0.022
2024-03-11,0.023
2024-03-12,0.025
2024-03-13,0.025
2024-03-14,0.026
2024-03-15,0.025
2024-03-16,0.025
2024-03-17,0.025
2024-03-18,0.025
2024-03-19,0.024
2024-03-20,0.023
2024-03-21,0.023
2024-03-22,0.023
2024-03-23,0.023
2024-03-24,0.023
2024-03-25,0.023
2024-03-26,0.023
2024-03-27,0.022
2024-03-28,0.022
2024-03-29,0.022
2024-03-30,0.022
2024-03-31,0.022
2024-04-01,0.023
2024-04-02,0.023
2024-04-03,0.024
2024-04-04,0.024
2024-04-05,0.023
2024-04-06,0.023
2024-04-07,0.023
2024-04-08,0.024
