,CLB US Equity
2020-09-13,0.245
2020-09-14,0.246
2020-09-15,0.239
2020-09-16,0.228
2020-09-17,0.234
2020-09-18,0.241
2020-09-19,0.241
2020-09-20,0.241
2020-09-21,0.253
2020-09-22,0.251
2020-09-23,0.262
2020-09-24,0.268
2020-09-25,0.278
2020-09-26,0.278
2020-09-27,0.278
2020-09-28,0.27
2020-09-29,0.271
2020-09-30,0.284
2020-10-01,0.303
2020-10-02,0.291
2020-10-03,0.291
2020-10-04,0.291
2020-10-05,0.28
2020-10-06,0.273
2020-10-07,0.267
2020-10-08,0.258
2020-10-09,0.265
2020-10-10,0.265
2020-10-11,0.265
2020-10-12,0.274
2020-10-13,0.277
2020-10-14,0.266
2020-10-15,0.268
2020-10-16,0.285
2020-10-17,0.285
2020-10-18,0.285
2020-10-19,0.285
2020-10-20,0.281
2020-10-21,0.292
2020-10-22,0.282
2020-10-23,0.275
2020-10-24,0.275
2020-10-25,0.275
2020-10-26,0.28
2020-10-27,0.279
2020-10-28,0.301
2020-10-29,0.297
2020-10-30,0.278
2020-10-31,0.278
2020-11-01,0.278
2020-11-02,0.278
2020-11-03,0.278
2020-11-04,0.278
2020-11-05,0.278
2020-11-06,0.278
2020-11-07,0.278
2020-11-08,0.278
2020-11-09,0.278
2020-11-10,0.278
2020-11-11,0.278
2020-11-12,0.278
2020-11-13,0.278
2020-11-14,0.278
2020-11-15,0.278
2020-11-16,0.278
2020-11-17,0.278
2020-11-18,0.278
2020-11-19,0.278
2020-11-20,0.278
2020-11-21,0.278
2020-11-22,0.278
2020-11-23,0.278
2020-11-24,0.278
2020-11-25,0.278
2020-11-26,0.278
2020-11-27,0.278
2020-11-28,0.278
2020-11-29,0.278
2020-11-30,0.278
2020-12-01,0.278
2020-12-02,0.278
2020-12-03,0.278
2020-12-04,0.278
2020-12-05,0.278
2020-12-06,0.278
2020-12-07,0.278
2020-12-08,0.278
2020-12-09,0.278
2020-12-10,0.278
2020-12-11,0.278
2020-12-12,0.278
2020-12-13,0.278
2020-12-14,0.278
2020-12-15,0.278
2020-12-16,0.278
2020-12-17,0.278
2020-12-18,0.278
2020-12-19,0.278
2020-12-20,0.278
2020-12-21,0.278
2020-12-22,0.278
2020-12-23,0.278
2020-12-24,0.278
2020-12-25,0.278
2020-12-26,0.278
2020-12-27,0.278
2020-12-28,0.278
2020-12-29,0.278
2020-12-30,0.278
2020-12-31,0.278
2021-01-01,0.278
2021-01-02,0.278
2021-01-03,0.278
2021-01-04,0.278
2021-01-05,0.278
2021-01-06,0.278
2021-01-07,0.278
2021-01-08,0.278
2021-01-09,0.278
2021-01-10,0.278
2021-01-11,0.278
2021-01-12,0.278
2021-01-13,0.278
2021-01-14,0.278
2021-01-15,0.278
2021-01-16,0.278
2021-01-17,0.278
2021-01-18,0.278
2021-01-19,0.278
2021-01-20,0.278
2021-01-21,0.278
2021-01-22,0.278
2021-01-23,0.278
2021-01-24,0.278
2021-01-25,0.278
2021-01-26,0.278
2021-01-27,0.278
2021-01-28,0.278
2021-01-29,0.278
2021-01-30,0.278
2021-01-31,0.278
2021-02-01,0.278
2021-02-02,0.278
2021-02-03,0.278
2021-02-04,0.278
2021-02-05,0.278
2021-02-06,0.278
2021-02-07,0.278
2021-02-08,0.278
2021-02-09,0.278
2021-02-10,0.278
2021-02-11,0.278
2021-02-12,0.278
2021-02-13,0.278
2021-02-14,0.278
2021-02-15,0.278
2021-02-16,0.278
2021-02-17,0.278
2021-02-18,0.278
2021-02-19,0.278
2021-02-20,0.278
2021-02-21,0.278
2021-02-22,0.278
2021-02-23,0.278
2021-02-24,0.278
2021-02-25,0.278
2021-02-26,0.278
2021-02-27,0.278
2021-02-28,0.278
2021-03-01,0.278
2021-03-02,0.278
2021-03-03,0.278
2021-03-04,0.278
2021-03-05,0.278
2021-03-06,0.278
2021-03-07,0.278
2021-03-08,0.278
2021-03-09,0.278
2021-03-10,0.278
2021-03-11,0.278
2021-03-12,0.278
2021-03-13,0.278
2021-03-14,0.278
2021-03-15,0.278
2021-03-16,0.278
2021-03-17,0.278
2021-03-18,0.278
2021-03-19,0.278
2021-03-20,0.278
2021-03-21,0.278
2021-03-22,0.278
2021-03-23,0.278
2021-03-24,0.278
2021-03-25,0.278
2021-03-26,0.278
2021-03-27,0.278
2021-03-28,0.278
2021-03-29,0.278
2021-03-30,0.278
2021-03-31,0.278
2021-04-01,0.278
2021-04-02,0.278
2021-04-03,0.278
2021-04-04,0.278
2021-04-05,0.278
2021-04-06,0.278
2021-04-07,0.278
2021-04-08,0.278
2021-04-09,0.278
2021-04-10,0.278
2021-04-11,0.278
2021-04-12,0.278
2021-04-13,0.278
2021-04-14,0.278
2021-04-15,0.278
2021-04-16,0.278
2021-04-17,0.278
2021-04-18,0.278
2021-04-19,0.278
2021-04-20,0.278
2021-04-21,0.278
2021-04-22,0.278
2021-04-23,0.278
2021-04-24,0.278
2021-04-25,0.278
2021-04-26,0.278
2021-04-27,0.278
2021-04-28,0.278
2021-04-29,0.278
2021-04-30,0.278
2021-05-01,0.278
2021-05-02,0.278
2021-05-03,0.278
2021-05-04,0.278
2021-05-05,0.278
2021-05-06,0.278
2021-05-07,0.278
2021-05-08,0.278
2021-05-09,0.278
2021-05-10,0.278
2021-05-11,0.278
2021-05-12,0.278
2021-05-13,0.278
2021-05-14,0.278
2021-05-15,0.278
2021-05-16,0.278
2021-05-17,0.278
2021-05-18,0.278
2021-05-19,0.278
2021-05-20,0.278
2021-05-21,0.278
2021-05-22,0.278
2021-05-23,0.278
2021-05-24,0.278
2021-05-25,0.278
2021-05-26,0.278
2021-05-27,0.278
2021-05-28,0.278
2021-05-29,0.278
2021-05-30,0.278
2021-05-31,0.278
2021-06-01,0.278
2021-06-02,0.278
2021-06-03,0.278
2021-06-04,0.278
2021-06-05,0.278
2021-06-06,0.278
2021-06-07,0.278
2021-06-08,0.278
2021-06-09,0.278
2021-06-10,0.278
2021-06-11,0.278
2021-06-12,0.278
2021-06-13,0.278
2021-06-14,0.278
2021-06-15,0.278
2021-06-16,0.278
2021-06-17,0.278
2021-06-18,0.278
2021-06-19,0.278
2021-06-20,0.278
2021-06-21,0.278
2021-06-22,0.278
2021-06-23,0.278
2021-06-24,0.278
2021-06-25,0.278
2021-06-26,0.278
2021-06-27,0.278
2021-06-28,0.278
2021-06-29,0.278
2021-06-30,0.278
2021-07-01,0.278
2021-07-02,0.278
2021-07-03,0.278
2021-07-04,0.278
2021-07-05,0.278
2021-07-06,0.278
2021-07-07,0.278
2021-07-08,0.278
2021-07-09,0.278
2021-07-10,0.278
2021-07-11,0.278
2021-07-12,0.278
2021-07-13,0.278
2021-07-14,0.278
2021-07-15,0.278
2021-07-16,0.278
2021-07-17,0.278
2021-07-18,0.278
2021-07-19,0.278
2021-07-20,0.278
2021-07-21,0.278
2021-07-22,0.278
2021-07-23,0.278
2021-07-24,0.278
2021-07-25,0.278
2021-07-26,0.278
2021-07-27,0.278
2021-07-28,0.278
2021-07-29,0.278
2021-07-30,0.278
2021-07-31,0.278
2021-08-01,0.278
2021-08-02,0.278
2021-08-03,0.278
2021-08-04,0.278
2021-08-05,0.278
2021-08-06,0.278
2021-08-07,0.278
2021-08-08,0.278
2021-08-09,0.278
2021-08-10,0.278
2021-08-11,0.278
2021-08-12,0.278
2021-08-13,0.278
2021-08-14,0.278
2021-08-15,0.278
2021-08-16,0.278
2021-08-17,0.278
2021-08-18,0.278
2021-08-19,0.278
2021-08-20,0.278
2021-08-21,0.278
2021-08-22,0.278
2021-08-23,0.278
2021-08-24,0.278
2021-08-25,0.278
2021-08-26,0.278
2021-08-27,0.278
2021-08-28,0.278
2021-08-29,0.278
2021-08-30,0.278
2021-08-31,0.278
2021-09-01,0.278
2021-09-02,0.278
2021-09-03,0.278
2021-09-04,0.278
2021-09-05,0.278
2021-09-06,0.278
2021-09-07,0.278
2021-09-08,0.278
2021-09-09,0.278
2021-09-10,0.278
2021-09-11,0.278
2021-09-12,0.278
2021-09-13,0.278
2021-09-14,0.278
2021-09-15,0.278
2021-09-16,0.278
2021-09-17,0.278
2021-09-18,0.278
2021-09-19,0.278
2021-09-20,0.278
2021-09-21,0.278
2021-09-22,0.278
2021-09-23,0.278
2021-09-24,0.278
2021-09-25,0.278
2021-09-26,0.278
2021-09-27,0.278
2021-09-28,0.278
2021-09-29,0.278
2021-09-30,0.278
2021-10-01,0.278
2021-10-02,0.278
2021-10-03,0.278
2021-10-04,0.278
2021-10-05,0.278
2021-10-06,0.278
2021-10-07,0.278
2021-10-08,0.278
2021-10-09,0.278
2021-10-10,0.278
2021-10-11,0.278
2021-10-12,0.278
2021-10-13,0.278
2021-10-14,0.278
2021-10-15,0.278
2021-10-16,0.278
2021-10-17,0.278
2021-10-18,0.278
2021-10-19,0.278
2021-10-20,0.278
2021-10-21,0.278
2021-10-22,0.278
2021-10-23,0.278
2021-10-24,0.278
2021-10-25,0.278
2021-10-26,0.278
2021-10-27,0.278
2021-10-28,0.278
2021-10-29,0.278
2021-10-30,0.278
2021-10-31,0.278
2021-11-01,0.278
2021-11-02,0.278
2021-11-03,0.278
2021-11-04,0.278
2021-11-05,0.278
2021-11-06,0.278
2021-11-07,0.278
2021-11-08,0.278
2021-11-09,0.278
2021-11-10,0.278
2021-11-11,0.278
2021-11-12,0.278
2021-11-13,0.278
2021-11-14,0.278
2021-11-15,0.278
2021-11-16,0.278
2021-11-17,0.278
2021-11-18,0.278
2021-11-19,9.063
2021-11-20,9.063
2021-11-21,9.063
2021-11-22,8.813
2021-11-23,8.561
2021-11-24,8.561
2021-11-25,8.561
2021-11-26,9.153
2021-11-27,9.153
2021-11-28,9.153
2021-11-29,8.924
2021-11-30,9.653
2021-12-01,9.859
2021-12-02,9.607
2021-12-03,9.406
2021-12-04,9.406
2021-12-05,9.406
2021-12-06,9.011
2021-12-07,8.838
2021-12-08,8.909
2021-12-09,9.011
2021-12-10,8.963
2021-12-11,8.963
2021-12-12,8.963
2021-12-13,9.346
2021-12-14,9.725
2021-12-15,9.781
2021-12-16,9.904
2021-12-17,9.851
2021-12-18,9.851
2021-12-19,9.851
2021-12-20,10.039
2021-12-21,9.536
2021-12-22,9.528
2021-12-23,9.503
2021-12-24,9.503
2021-12-25,9.503
2021-12-26,9.503
2021-12-27,9.422
2021-12-28,9.644
2021-12-29,9.648
2021-12-30,9.746
2021-12-31,9.904
2022-01-01,9.904
2022-01-02,9.904
2022-01-03,9.044
2022-01-04,8.594
2022-01-05,8.935
2022-01-06,8.702
2022-01-07,8.44
2022-01-08,8.44
2022-01-09,8.44
2022-01-10,8.341
2022-01-11,8.171
2022-01-12,8.347
2022-01-13,8.436
2022-01-14,8.079
2022-01-15,8.079
2022-01-16,8.079
2022-01-17,8.079
2022-01-18,8.275
2022-01-19,8.319
2022-01-20,8.551
2022-01-21,8.528
2022-01-22,8.528
2022-01-23,8.528
2022-01-24,8.238
2022-01-25,7.988
2022-01-26,8.005
2022-01-27,8.325
2022-01-28,8.354
2022-01-29,8.354
2022-01-30,8.354
2022-01-31,8.285
2022-02-01,7.982
2022-02-02,8.205
2022-02-03,8.716
2022-02-04,4.163
2022-02-05,4.163
2022-02-06,4.163
2022-02-07,2.889
2022-02-08,2.977
2022-02-09,2.941
2022-02-10,2.938
2022-02-11,2.711
2022-02-12,2.711
2022-02-13,2.711
2022-02-14,2.724
2022-02-15,2.786
2022-02-16,2.799
2022-02-17,2.842
2022-02-18,2.903
2022-02-19,2.903
2022-02-20,2.903
2022-02-21,2.903
2022-02-22,2.916
2022-02-23,2.964
2022-02-24,2.914
2022-02-25,2.864
2022-02-26,2.864
2022-02-27,2.864
2022-02-28,2.768
2022-03-01,2.773
2022-03-02,2.738
2022-03-03,2.811
2022-03-04,2.811
2022-03-05,2.811
2022-03-06,2.811
2022-03-07,2.462
2022-03-08,2.177
2022-03-09,2.292
2022-03-10,2.272
2022-03-11,2.401
2022-03-12,2.401
2022-03-13,2.401
2022-03-14,2.405
2022-03-15,2.501
2022-03-16,2.498
2022-03-17,2.445
2022-03-18,2.631
2022-03-19,2.631
2022-03-20,2.631
2022-03-21,2.604
2022-03-22,2.609
2022-03-23,2.616
2022-03-24,2.528
2022-03-25,2.386
2022-03-26,2.386
2022-03-27,2.386
2022-03-28,2.436
2022-03-29,2.39
2022-03-30,2.377
2022-03-31,2.412
2022-04-01,2.353
2022-04-02,2.353
2022-04-03,2.353
2022-04-04,2.338
2022-04-05,2.418
2022-04-06,2.393
2022-04-07,2.339
2022-04-08,2.269
2022-04-09,2.269
2022-04-10,2.269
2022-04-11,2.397
2022-04-12,2.325
2022-04-13,2.311
2022-04-14,2.27
2022-04-15,2.27
2022-04-16,2.27
2022-04-17,2.27
2022-04-18,2.283
2022-04-19,2.367
2022-04-20,2.476
2022-04-21,2.564
2022-04-22,2.616
2022-04-23,2.616
2022-04-24,2.616
2022-04-25,2.784
2022-04-26,2.823
2022-04-27,2.842
2022-04-28,2.911
2022-04-29,2.935
2022-04-30,2.935
2022-05-01,2.935
2022-05-02,1.418
2022-05-03,1.439
2022-05-04,1.385
2022-05-05,1.388
2022-05-06,1.315
2022-05-07,1.315
2022-05-08,1.315
2022-05-09,1.496
2022-05-10,1.535
2022-05-11,1.549
2022-05-12,1.571
2022-05-13,1.547
2022-05-14,1.547
2022-05-15,1.547
2022-05-16,1.505
2022-05-17,1.476
2022-05-18,1.487
2022-05-19,1.463
2022-05-20,1.473
2022-05-21,1.473
2022-05-22,1.473
2022-05-23,1.396
2022-05-24,1.388
2022-05-25,1.382
2022-05-26,1.344
2022-05-27,1.31
2022-05-28,1.31
2022-05-29,1.31
2022-05-30,1.31
2022-05-31,1.282
2022-06-01,1.257
2022-06-02,0.968
2022-06-03,0.944
2022-06-04,0.944
2022-06-05,0.944
2022-06-06,0.926
2022-06-07,0.906
2022-06-08,0.928
2022-06-09,1.035
2022-06-10,1.077
2022-06-11,1.077
2022-06-12,1.077
2022-06-13,1.19
2022-06-14,1.253
2022-06-15,1.249
2022-06-16,1.3
2022-06-17,1.399
2022-06-18,1.399
2022-06-19,1.399
2022-06-20,1.399
2022-06-21,1.343
2022-06-22,1.416
2022-06-23,1.506
2022-06-24,1.469
2022-06-25,1.469
2022-06-26,1.469
2022-06-27,1.405
2022-06-28,1.382
2022-06-29,1.367
2022-06-30,1.418
2022-07-01,0.202
2022-07-02,0.202
2022-07-03,0.202
2022-07-04,0.202
2022-07-05,0.216
2022-07-06,0.221
2022-07-07,0.214
2022-07-08,0.214
2022-07-09,0.214
2022-07-10,0.214
2022-07-11,0.225
2022-07-12,0.24
2022-07-13,0.241
2022-07-14,0.261
2022-07-15,0.253
2022-07-16,0.253
2022-07-17,0.253
2022-07-18,0.241
2022-07-19,0.227
2022-07-20,0.227
2022-07-21,0.237
2022-07-22,0.232
2022-07-23,0.232
2022-07-24,0.232
2022-07-25,0.225
2022-07-26,0.232
2022-07-27,0.214
2022-07-28,0.217
2022-07-29,0.212
2022-07-30,0.212
2022-07-31,0.212
2022-08-01,0.223
2022-08-02,0.218
2022-08-03,0.233
2022-08-04,0.246
2022-08-05,0.245
2022-08-06,0.245
2022-08-07,0.245
2022-08-08,0.242
2022-08-09,0.244
2022-08-10,0.243
2022-08-11,0.233
2022-08-12,0.234
2022-08-13,0.234
2022-08-14,0.234
2022-08-15,0.242
2022-08-16,0.248
2022-08-17,0.246
2022-08-18,0.236
2022-08-19,0.245
2022-08-20,0.245
2022-08-21,0.245
2022-08-22,0.244
2022-08-23,0.231
2022-08-24,0.227
2022-08-25,0.227
2022-08-26,0.238
2022-08-27,0.238
2022-08-28,0.238
2022-08-29,0.239
2022-08-30,0.246
2022-08-31,0.248
2022-09-01,0.248
2022-09-02,0.237
2022-09-03,0.237
2022-09-04,0.237
2022-09-05,0.237
2022-09-06,0.235
2022-09-07,0.243
2022-09-08,0.242
2022-09-09,0.222
2022-09-10,0.222
2022-09-11,0.222
2022-09-12,0.222
2022-09-13,0.232
2022-09-14,0.219
2022-09-15,0.226
2022-09-16,0.242
2022-09-17,0.242
2022-09-18,0.242
2022-09-19,0.242
2022-09-20,0.249
2022-09-21,0.254
2022-09-22,0.255
2022-09-23,0.288
2022-09-24,0.288
2022-09-25,0.288
2022-09-26,0.301
2022-09-27,0.295
2022-09-28,0.28
2022-09-29,0.283
2022-09-30,0.298
2022-10-01,0.298
2022-10-02,0.298
2022-10-03,0.27
2022-10-04,0.256
2022-10-05,0.244
2022-10-06,0.244
2022-10-07,0.242
2022-10-08,0.242
2022-10-09,0.242
2022-10-10,0.249
2022-10-11,0.254
2022-10-12,0.259
2022-10-13,0.239
2022-10-14,0.246
2022-10-15,0.246
2022-10-16,0.246
2022-10-17,0.238
2022-10-18,0.236
2022-10-19,0.223
2022-10-20,0.223
2022-10-21,0.21
2022-10-22,0.21
2022-10-23,0.21
2022-10-24,0.206
2022-10-25,0.201
2022-10-26,0.196
2022-10-27,0.209
2022-10-28,0.208
2022-10-29,0.208
2022-10-30,0.208
2022-10-31,0.206
2022-11-01,0.204
2022-11-02,0.211
2022-11-03,0.198
2022-11-04,0.194
2022-11-05,0.194
2022-11-06,0.194
2022-11-07,0.191
2022-11-08,0.189
2022-11-09,0.198
2022-11-10,0.196
2022-11-11,0.175
2022-11-12,0.175
2022-11-13,0.175
2022-11-14,0.178
2022-11-15,0.174
2022-11-16,0.18
2022-11-17,0.178
2022-11-18,0.184
2022-11-19,0.184
2022-11-20,0.184
2022-11-21,0.195
2022-11-22,0.19
2022-11-23,0.191
2022-11-24,0.191
2022-11-25,0.192
2022-11-26,0.192
2022-11-27,0.192
2022-11-28,0.199
2022-11-29,0.193
2022-11-30,0.185
2022-12-01,0.186
2022-12-02,0.183
2022-12-03,0.183
2022-12-04,0.183
2022-12-05,0.191
2022-12-06,0.203
2022-12-07,0.214
2022-12-08,0.212
2022-12-09,0.222
2022-12-10,0.222
2022-12-11,0.222
2022-12-12,0.214
2022-12-13,0.21
2022-12-14,0.206
2022-12-15,0.212
2022-12-16,0.215
2022-12-17,0.215
2022-12-18,0.215
2022-12-19,0.219
2022-12-20,0.206
2022-12-21,0.198
2022-12-22,0.209
2022-12-23,0.204
2022-12-24,0.204
2022-12-25,0.204
2022-12-26,0.204
2022-12-27,0.204
2022-12-28,0.214
2022-12-29,0.201
2022-12-30,0.198
2022-12-31,0.198
2023-01-01,0.198
2023-01-02,0.198
2023-01-03,0.21
2023-01-04,0.206
2023-01-05,0.207
2023-01-06,0.191
2023-01-07,0.191
2023-01-08,0.191
2023-01-09,0.182
2023-01-10,0.177
2023-01-11,0.177
2023-01-12,0.172
2023-01-13,0.172
2023-01-14,0.172
2023-01-15,0.172
2023-01-16,0.172
2023-01-17,0.166
2023-01-18,0.169
2023-01-19,0.172
2023-01-20,0.165
2023-01-21,0.165
2023-01-22,0.165
2023-01-23,0.164
2023-01-24,0.167
2023-01-25,0.16
2023-01-26,0.164
2023-01-27,0.16
2023-01-28,0.16
2023-01-29,0.16
2023-01-30,0.161
2023-01-31,0.157
2023-02-01,0.155
2023-02-02,0.158
2023-02-03,0.153
2023-02-04,0.153
2023-02-05,0.153
2023-02-06,0.156
2023-02-07,0.152
2023-02-08,0.152
2023-02-09,0.157
2023-02-10,0.155
2023-02-11,0.155
2023-02-12,0.155
2023-02-13,0.155
2023-02-14,0.158
2023-02-15,0.16
2023-02-16,0.157
2023-02-17,0.168
2023-02-18,0.168
2023-02-19,0.168
2023-02-20,0.168
2023-02-21,0.175
2023-02-22,0.179
2023-02-23,0.172
2023-02-24,0.168
2023-02-25,0.168
2023-02-26,0.168
2023-02-27,0.167
2023-02-28,0.168
2023-03-01,0.154
2023-03-02,0.157
2023-03-03,0.151
2023-03-04,0.151
2023-03-05,0.151
2023-03-06,0.157
2023-03-07,0.16
2023-03-08,0.163
2023-03-09,0.168
2023-03-10,0.174
2023-03-11,0.174
2023-03-12,0.174
2023-03-13,0.188
2023-03-14,0.186
2023-03-15,0.198
2023-03-16,0.198
2023-03-17,0.2
2023-03-18,0.2
2023-03-19,0.2
2023-03-20,0.193
2023-03-21,0.19
2023-03-22,0.193
2023-03-23,0.198
2023-03-24,0.198
2023-03-25,0.198
2023-03-26,0.198
2023-03-27,0.191
2023-03-28,0.186
2023-03-29,0.183
2023-03-30,0.183
2023-03-31,0.182
2023-04-01,0.182
2023-04-02,0.182
2023-04-03,0.17
2023-04-04,0.174
2023-04-05,0.176
2023-04-06,0.18
2023-04-07,0.18
2023-04-08,0.18
2023-04-09,0.18
2023-04-10,0.178
2023-04-11,0.174
2023-04-12,0.173
2023-04-13,0.174
2023-04-14,0.178
2023-04-15,0.178
2023-04-16,0.178
2023-04-17,0.18
2023-04-18,0.182
2023-04-19,0.183
2023-04-20,0.186
2023-04-21,0.188
2023-04-22,0.188
2023-04-23,0.188
2023-04-24,0.182
2023-04-25,0.19
2023-04-26,0.192
2023-04-27,0.178
2023-04-28,0.178
2023-04-29,0.178
2023-04-30,0.178
2023-05-01,0.182
2023-05-02,0.188
2023-05-03,0.18
2023-05-04,0.187
2023-05-05,0.183
2023-05-06,0.183
2023-05-07,0.183
2023-05-08,0.192
2023-05-09,0.238
2023-05-10,0.237
2023-05-11,0.243
2023-05-12,0.244
2023-05-13,0.244
2023-05-14,0.244
2023-05-15,0.238
2023-05-16,0.243
2023-05-17,0.238
2023-05-18,0.236
2023-05-19,0.23
2023-05-20,0.23
2023-05-21,0.23
2023-05-22,0.21
2023-05-23,0.208
2023-05-24,0.211
2023-05-25,0.219
2023-05-26,0.217
2023-05-27,0.217
2023-05-28,0.217
2023-05-29,0.217
2023-05-30,0.226
2023-05-31,0.229
2023-06-01,0.214
2023-06-02,0.193
2023-06-03,0.193
2023-06-04,0.193
2023-06-05,0.211
2023-06-06,0.213
2023-06-07,0.195
2023-06-08,0.191
2023-06-09,0.201
2023-06-10,0.201
2023-06-11,0.201
2023-06-12,0.22
2023-06-13,0.215
2023-06-14,0.218
2023-06-15,0.223
2023-06-16,0.221
2023-06-17,0.221
2023-06-18,0.221
2023-06-19,0.221
2023-06-20,0.224
2023-06-21,0.21
2023-06-22,0.215
2023-06-23,0.218
2023-06-24,0.218
2023-06-25,0.218
2023-06-26,0.22
2023-06-27,0.211
2023-06-28,0.209
2023-06-29,0.206
2023-06-30,0.211
2023-07-01,0.211
2023-07-02,0.211
2023-07-03,0.22
2023-07-04,0.22
2023-07-05,0.223
2023-07-06,0.226
2023-07-07,0.202
2023-07-08,0.202
2023-07-09,0.202
2023-07-10,0.202
2023-07-11,0.201
2023-07-12,0.203
2023-07-13,0.203
2023-07-14,0.211
2023-07-15,0.211
2023-07-16,0.211
2023-07-17,0.207
2023-07-18,0.2
2023-07-19,0.199
2023-07-20,0.2
2023-07-21,0.201
2023-07-22,0.201
2023-07-23,0.201
2023-07-24,0.199
2023-07-25,0.2
