,IBP US Equity
2020-05-05,2.7
2020-05-06,2.64
2020-05-07,2.581
2020-05-08,2.416
2020-05-09,2.416
2020-05-10,2.416
2020-05-11,2.532
2020-05-12,2.691
2020-05-13,2.794
2020-05-14,2.78
2020-05-15,2.656
2020-05-16,2.656
2020-05-17,2.656
2020-05-18,2.342
2020-05-19,2.364
2020-05-20,2.328
2020-05-21,2.251
2020-05-22,2.171
2020-05-23,2.171
2020-05-24,2.171
2020-05-25,2.171
2020-05-26,2.087
2020-05-27,1.892
2020-05-28,2.024
2020-05-29,2.08
2020-05-30,2.08
2020-05-31,2.08
2020-06-01,1.972
2020-06-02,1.943
2020-06-03,1.887
2020-06-04,1.885
2020-06-05,1.8
2020-06-06,1.8
2020-06-07,1.8
2020-06-08,1.864
2020-06-09,1.819
2020-06-10,1.84
2020-06-11,2.049
2020-06-12,1.981
2020-06-13,1.981
2020-06-14,1.981
2020-06-15,1.84
2020-06-16,1.832
2020-06-17,1.865
2020-06-18,1.906
2020-06-19,1.92
2020-06-20,1.92
2020-06-21,1.92
2020-06-22,1.925
2020-06-23,1.859
2020-06-24,1.983
2020-06-25,2.012
2020-06-26,2.089
2020-06-27,2.089
2020-06-28,2.089
2020-06-29,1.986
2020-06-30,1.944
2020-07-01,1.991
2020-07-02,1.956
2020-07-03,1.956
2020-07-04,1.956
2020-07-05,1.956
2020-07-06,1.887
2020-07-07,1.961
2020-07-08,1.835
2020-07-09,1.897
2020-07-10,1.863
2020-07-11,1.863
2020-07-12,1.863
2020-07-13,1.923
2020-07-14,1.858
2020-07-15,1.763
2020-07-16,1.729
2020-07-17,1.737
2020-07-18,1.737
2020-07-19,1.737
2020-07-20,1.721
2020-07-21,1.741
2020-07-22,1.64
2020-07-23,1.683
2020-07-24,1.701
2020-07-25,1.701
2020-07-26,1.701
2020-07-27,1.659
2020-07-28,1.722
2020-07-29,1.655
2020-07-30,1.644
2020-07-31,1.69
2020-08-01,1.69
2020-08-02,1.69
2020-08-03,1.594
2020-08-04,1.639
2020-08-05,1.58
2020-08-06,1.573
2020-08-07,1.559
2020-08-08,1.559
2020-08-09,1.559
2020-08-10,1.532
2020-08-11,1.546
2020-08-12,1.513
2020-08-13,1.504
2020-08-14,1.535
2020-08-15,1.535
2020-08-16,1.535
2020-08-17,1.523
2020-08-18,1.528
2020-08-19,1.525
2020-08-20,1.533
2020-08-21,1.512
2020-08-22,1.512
2020-08-23,1.512
2020-08-24,1.516
2020-08-25,1.511
2020-08-26,1.524
2020-08-27,1.518
2020-08-28,1.514
2020-08-29,1.514
2020-08-30,1.514
2020-08-31,1.54
2020-09-01,1.424
2020-09-02,1.444
2020-09-03,1.493
2020-09-04,1.506
2020-09-05,1.506
2020-09-06,1.506
2020-09-07,1.506
2020-09-08,1.477
2020-09-09,1.41
2020-09-10,1.423
2020-09-11,1.415
2020-09-12,1.415
2020-09-13,1.415
2020-09-14,1.389
2020-09-15,1.398
2020-09-16,1.353
2020-09-17,1.382
2020-09-18,1.372
2020-09-19,1.372
2020-09-20,1.372
2020-09-21,1.413
2020-09-22,1.368
2020-09-23,1.401
2020-09-24,1.389
2020-09-25,1.4
2020-09-26,1.4
2020-09-27,1.4
2020-09-28,1.328
2020-09-29,1.333
2020-09-30,1.314
2020-10-01,1.251
2020-10-02,1.226
2020-10-03,1.226
2020-10-04,1.226
2020-10-05,1.23
2020-10-06,1.225
2020-10-07,1.205
2020-10-08,1.174
2020-10-09,1.126
2020-10-10,1.126
2020-10-11,1.126
2020-10-12,1.119
2020-10-13,1.155
2020-10-14,1.164
2020-10-15,1.16
2020-10-16,1.179
2020-10-17,1.179
2020-10-18,1.179
2020-10-19,1.226
2020-10-20,1.242
2020-10-21,1.28
2020-10-22,1.292
2020-10-23,1.256
2020-10-24,1.256
2020-10-25,1.256
2020-10-26,1.322
2020-10-27,1.359
2020-10-28,1.397
2020-10-29,1.435
2020-10-30,1.477
2020-10-31,1.477
2020-11-01,1.477
2020-11-02,1.404
2020-11-03,1.417
2020-11-04,1.299
2020-11-05,1.321
2020-11-06,1.415
2020-11-07,1.415
2020-11-08,1.415
2020-11-09,1.565
2020-11-10,1.423
2020-11-11,1.377
2020-11-12,1.405
2020-11-13,1.375
2020-11-14,1.375
2020-11-15,1.375
2020-11-16,1.371
2020-11-17,1.35
2020-11-18,1.35
2020-11-19,1.317
2020-11-20,1.33
2020-11-21,1.33
2020-11-22,1.33
2020-11-23,1.261
2020-11-24,1.333
2020-11-25,1.323
2020-11-26,1.323
2020-11-27,1.325
2020-11-28,1.325
2020-11-29,1.325
2020-11-30,1.353
2020-12-01,1.387
2020-12-02,1.403
2020-12-03,1.387
2020-12-04,1.442
2020-12-05,1.442
2020-12-06,1.442
2020-12-07,1.403
2020-12-08,1.443
2020-12-09,1.433
2020-12-10,1.422
2020-12-11,1.426
2020-12-12,1.426
2020-12-13,1.426
2020-12-14,1.412
2020-12-15,1.325
2020-12-16,1.336
2020-12-17,1.251
2020-12-18,1.248
2020-12-19,1.248
2020-12-20,1.248
2020-12-21,1.238
2020-12-22,1.221
2020-12-23,1.251
2020-12-24,1.23
2020-12-25,1.23
2020-12-26,1.23
2020-12-27,1.23
2020-12-28,1.272
2020-12-29,1.288
2020-12-30,1.288
2020-12-31,1.312
2021-01-01,1.312
2021-01-02,1.312
2021-01-03,1.312
2021-01-04,1.301
2021-01-05,1.273
2021-01-06,1.238
2021-01-07,1.185
2021-01-08,1.255
2021-01-09,1.255
2021-01-10,1.255
2021-01-11,1.228
2021-01-12,1.213
2021-01-13,1.218
2021-01-14,1.196
2021-01-15,1.202
2021-01-16,1.202
2021-01-17,1.202
2021-01-18,1.202
2021-01-19,1.162
2021-01-20,1.11
2021-01-21,1.12
2021-01-22,1.142
2021-01-23,1.142
2021-01-24,1.142
2021-01-25,1.165
2021-01-26,1.267
2021-01-27,1.318
2021-01-28,1.276
2021-01-29,1.274
2021-01-30,1.274
2021-01-31,1.274
2021-02-01,1.195
2021-02-02,1.147
2021-02-03,1.169
2021-02-04,1.165
2021-02-05,1.128
2021-02-06,1.128
2021-02-07,1.128
2021-02-08,1.095
2021-02-09,1.086
2021-02-10,1.058
2021-02-11,1.037
2021-02-12,1.042
2021-02-13,1.042
2021-02-14,1.042
2021-02-15,1.042
2021-02-16,1.084
2021-02-17,1.094
2021-02-18,1.118
2021-02-19,1.056
2021-02-20,1.056
2021-02-21,1.056
2021-02-22,1.084
2021-02-23,1.088
2021-02-24,1.191
2021-02-25,1.247
2021-02-26,1.223
2021-02-27,1.223
2021-02-28,1.223
2021-03-01,1.162
2021-03-02,1.183
2021-03-03,1.227
2021-03-04,1.264
2021-03-05,1.208
2021-03-06,1.208
2021-03-07,1.208
2021-03-08,1.207
2021-03-09,1.22
2021-03-10,1.193
2021-03-11,1.163
2021-03-12,1.152
2021-03-13,1.152
2021-03-14,1.152
2021-03-15,1.124
2021-03-16,1.168
2021-03-17,1.14
2021-03-18,1.221
2021-03-19,1.194
2021-03-20,1.194
2021-03-21,1.194
2021-03-22,1.193
2021-03-23,1.27
2021-03-24,1.26
2021-03-25,1.229
2021-03-26,1.178
2021-03-27,1.178
2021-03-28,1.178
2021-03-29,1.229
2021-03-30,1.207
2021-03-31,1.203
2021-04-01,1.147
2021-04-02,1.147
2021-04-03,1.147
2021-04-04,1.147
2021-04-05,1.14
2021-04-06,1.13
2021-04-07,1.154
2021-04-08,1.142
2021-04-09,1.1
2021-04-10,1.1
2021-04-11,1.1
2021-04-12,1.086
2021-04-13,1.082
2021-04-14,1.073
2021-04-15,1.051
2021-04-16,1.013
2021-04-17,1.013
2021-04-18,1.013
2021-04-19,1.01
2021-04-20,1.041
2021-04-21,1.026
2021-04-22,1.038
2021-04-23,1.017
2021-04-24,1.017
2021-04-25,1.017
2021-04-26,1.007
2021-04-27,1.003
2021-04-28,1.01
2021-04-29,0.981
2021-04-30,0.991
2021-05-01,0.991
2021-05-02,0.991
2021-05-03,0.969
2021-05-04,0.955
2021-05-05,0.961
2021-05-06,0.967
2021-05-07,1.046
2021-05-08,1.046
2021-05-09,1.046
2021-05-10,1.037
2021-05-11,1.091
2021-05-12,1.151
2021-05-13,1.102
2021-05-14,1.082
2021-05-15,1.082
2021-05-16,1.082
2021-05-17,1.103
2021-05-18,1.144
2021-05-19,1.161
2021-05-20,1.145
2021-05-21,1.16
2021-05-22,1.16
2021-05-23,1.16
2021-05-24,1.157
2021-05-25,1.146
2021-05-26,1.119
2021-05-27,1.129
2021-05-28,1.125
2021-05-29,1.125
2021-05-30,1.125
2021-05-31,1.125
2021-06-01,1.107
2021-06-02,1.134
2021-06-03,1.138
2021-06-04,1.114
2021-06-05,1.114
2021-06-06,1.114
2021-06-07,1.118
2021-06-08,1.101
2021-06-09,1.119
2021-06-10,1.16
2021-06-11,1.135
2021-06-12,1.135
2021-06-13,1.135
2021-06-14,1.174
2021-06-15,1.167
2021-06-16,1.183
2021-06-17,1.194
2021-06-18,1.197
2021-06-19,1.197
2021-06-20,1.197
2021-06-21,1.154
2021-06-22,1.157
2021-06-23,1.157
2021-06-24,1.141
2021-06-25,1.145
2021-06-26,1.145
2021-06-27,1.145
2021-06-28,1.119
2021-06-29,1.102
2021-06-30,1.087
2021-07-01,1.069
2021-07-02,1.104
2021-07-03,1.104
2021-07-04,1.104
2021-07-05,1.104
2021-07-06,1.131
2021-07-07,1.123
2021-07-08,1.16
2021-07-09,1.144
2021-07-10,1.144
2021-07-11,1.144
2021-07-12,1.138
2021-07-13,1.181
2021-07-14,1.173
2021-07-15,1.17
2021-07-16,1.193
2021-07-17,1.193
2021-07-18,1.193
2021-07-19,1.202
2021-07-20,1.161
2021-07-21,1.123
2021-07-22,1.146
2021-07-23,1.126
2021-07-24,1.126
2021-07-25,1.126
2021-07-26,1.145
2021-07-27,1.132
2021-07-28,1.136
2021-07-29,1.094
2021-07-30,1.109
2021-07-31,1.109
2021-08-01,1.109
2021-08-02,1.119
2021-08-03,1.099
2021-08-04,1.118
2021-08-05,1.083
2021-08-06,1.079
2021-08-07,1.079
2021-08-08,1.079
2021-08-09,1.051
2021-08-10,1.041
2021-08-11,1.019
2021-08-12,1.04
2021-08-13,1.051
2021-08-14,1.051
2021-08-15,1.051
2021-08-16,1.053
2021-08-17,1.09
2021-08-18,1.096
2021-08-19,1.1
2021-08-20,1.066
2021-08-21,1.066
2021-08-22,1.066
2021-08-23,1.061
2021-08-24,1.028
2021-08-25,1.03
2021-08-26,1.056
2021-08-27,1.032
2021-08-28,1.032
2021-08-29,1.032
2021-08-30,1.026
2021-08-31,1.046
2021-09-01,1.033
2021-09-02,1.037
2021-09-03,1.052
2021-09-04,1.052
2021-09-05,1.052
2021-09-06,1.052
2021-09-07,1.074
2021-09-08,1.088
2021-09-09,1.068
2021-09-10,1.066
2021-09-11,1.066
2021-09-12,1.066
2021-09-13,1.077
2021-09-14,1.098
2021-09-15,1.086
2021-09-16,1.078
2021-09-17,1.075
2021-09-18,1.075
2021-09-19,1.075
2021-09-20,1.121
2021-09-21,1.125
2021-09-22,1.128
2021-09-23,1.139
2021-09-24,1.157
2021-09-25,1.157
2021-09-26,1.157
2021-09-27,1.135
2021-09-28,1.169
2021-09-29,1.155
2021-09-30,1.209
2021-10-01,1.213
2021-10-02,1.213
2021-10-03,1.213
2021-10-04,1.21
2021-10-05,1.232
2021-10-06,1.217
2021-10-07,1.201
2021-10-08,1.222
2021-10-09,1.222
2021-10-10,1.222
2021-10-11,1.201
2021-10-12,1.193
2021-10-13,1.183
2021-10-14,1.153
2021-10-15,1.163
2021-10-16,1.163
2021-10-17,1.163
2021-10-18,1.151
2021-10-19,1.151
2021-10-20,1.124
2021-10-21,1.113
2021-10-22,1.098
2021-10-23,1.098
2021-10-24,1.098
2021-10-25,1.058
2021-10-26,1.062
2021-10-27,1.043
2021-10-28,1.044
2021-10-29,1.02
2021-10-30,1.02
2021-10-31,1.02
2021-11-01,0.98
2021-11-02,1.01
2021-11-03,0.98
2021-11-04,0.996
2021-11-05,0.977
2021-11-06,0.977
2021-11-07,0.977
2021-11-08,0.983
2021-11-09,0.982
2021-11-10,0.987
2021-11-11,0.985
2021-11-12,0.969
2021-11-13,0.969
2021-11-14,0.969
2021-11-15,0.98
2021-11-16,0.953
2021-11-17,0.942
2021-11-18,0.939
2021-11-19,0.943
2021-11-20,0.943
2021-11-21,0.943
2021-11-22,0.933
2021-11-23,0.929
2021-11-24,0.94
2021-11-25,0.94
2021-11-26,0.973
2021-11-27,0.973
2021-11-28,0.973
2021-11-29,0.985
2021-11-30,1.004
2021-12-01,1.042
2021-12-02,0.979
2021-12-03,0.985
2021-12-04,0.985
2021-12-05,0.985
2021-12-06,0.95
2021-12-07,0.945
2021-12-08,0.939
2021-12-09,0.944
2021-12-10,0.924
2021-12-11,0.924
2021-12-12,0.924
2021-12-13,0.942
2021-12-14,0.947
2021-12-15,0.928
2021-12-16,0.945
2021-12-17,0.982
2021-12-18,0.982
2021-12-19,0.982
2021-12-20,1.0
2021-12-21,0.96
2021-12-22,0.944
2021-12-23,0.93
2021-12-24,0.93
2021-12-25,0.93
2021-12-26,0.93
2021-12-27,0.926
2021-12-28,0.928
2021-12-29,0.921
2021-12-30,0.931
2021-12-31,0.925
2022-01-01,0.925
2022-01-02,0.925
2022-01-03,0.96
2022-01-04,0.956
2022-01-05,0.998
2022-01-06,1.017
2022-01-07,1.07
2022-01-08,1.07
2022-01-09,1.07
2022-01-10,1.067
2022-01-11,1.051
2022-01-12,1.057
2022-01-13,1.054
2022-01-14,1.088
2022-01-15,1.088
2022-01-16,1.088
2022-01-17,1.088
2022-01-18,1.135
2022-01-19,1.141
2022-01-20,1.176
2022-01-21,1.196
2022-01-22,1.196
2022-01-23,1.196
2022-01-24,1.151
2022-01-25,1.188
2022-01-26,1.251
2022-01-27,1.277
2022-01-28,1.212
2022-01-29,1.212
2022-01-30,1.212
2022-01-31,1.167
2022-02-01,1.161
2022-02-02,1.167
2022-02-03,1.197
2022-02-04,1.24
2022-02-05,1.24
2022-02-06,1.24
2022-02-07,1.229
2022-02-08,1.201
2022-02-09,1.16
2022-02-10,1.212
2022-02-11,1.224
2022-02-12,1.224
2022-02-13,1.224
2022-02-14,1.207
2022-02-15,1.184
2022-02-16,1.177
2022-02-17,1.221
2022-02-18,1.213
2022-02-19,1.213
2022-02-20,1.213
2022-02-21,1.213
2022-02-22,1.255
2022-02-23,1.349
2022-02-24,1.36
2022-02-25,1.391
2022-02-26,1.391
2022-02-27,1.391
2022-02-28,1.337
2022-03-01,1.389
2022-03-02,1.365
2022-03-03,1.383
2022-03-04,1.417
2022-03-05,1.417
2022-03-06,1.417
2022-03-07,1.466
2022-03-08,1.436
2022-03-09,1.402
2022-03-10,1.394
2022-03-11,1.4
2022-03-12,1.4
2022-03-13,1.4
2022-03-14,1.427
2022-03-15,1.355
2022-03-16,1.352
2022-03-17,1.326
2022-03-18,1.307
2022-03-19,1.307
2022-03-20,1.307
2022-03-21,1.4
2022-03-22,1.404
2022-03-23,1.485
2022-03-24,1.555
2022-03-25,1.589
2022-03-26,1.589
2022-03-27,1.589
2022-03-28,1.553
2022-03-29,1.491
2022-03-30,1.565
2022-03-31,1.628
2022-04-01,1.602
2022-04-02,1.602
2022-04-03,1.602
2022-04-04,1.618
2022-04-05,1.641
2022-04-06,1.693
2022-04-07,1.726
2022-04-08,1.714
2022-04-09,1.714
2022-04-10,1.714
2022-04-11,1.681
2022-04-12,1.678
2022-04-13,1.653
2022-04-14,1.656
2022-04-15,1.656
2022-04-16,1.656
2022-04-17,1.656
2022-04-18,1.698
2022-04-19,1.629
2022-04-20,1.57
2022-04-21,1.586
2022-04-22,1.639
2022-04-23,1.639
2022-04-24,1.639
2022-04-25,1.567
2022-04-26,1.657
2022-04-27,1.658
2022-04-28,1.605
2022-04-29,1.655
2022-04-30,1.655
2022-05-01,1.655
2022-05-02,1.62
2022-05-03,1.616
2022-05-04,1.569
2022-05-05,1.559
2022-05-06,1.542
2022-05-07,1.542
2022-05-08,1.542
2022-05-09,1.526
2022-05-10,1.586
2022-05-11,1.65
2022-05-12,1.545
2022-05-13,1.518
2022-05-14,1.518
2022-05-15,1.518
2022-05-16,1.526
2022-05-17,1.472
2022-05-18,1.555
2022-05-19,1.553
2022-05-20,1.543
2022-05-21,1.543
2022-05-22,1.543
2022-05-23,1.912
2022-05-24,1.959
2022-05-25,1.871
2022-05-26,1.813
2022-05-27,1.766
2022-05-28,1.766
2022-05-29,1.766
2022-05-30,1.766
2022-05-31,1.779
2022-06-01,1.806
2022-06-02,1.751
2022-06-03,1.76
2022-06-04,1.76
2022-06-05,1.76
2022-06-06,1.733
2022-06-07,1.719
2022-06-08,1.736
2022-06-09,1.719
2022-06-10,1.847
2022-06-11,1.847
2022-06-12,1.847
2022-06-13,2.016
2022-06-14,2.001
2022-06-15,1.999
2022-06-16,2.2
2022-06-17,2.141
2022-06-18,2.141
2022-06-19,2.141
2022-06-20,2.141
2022-06-21,2.199
2022-06-22,2.374
2022-06-23,2.105
2022-06-24,2.043
2022-06-25,2.043
2022-06-26,2.043
2022-06-27,2.011
2022-06-28,2.067
2022-06-29,2.087
2022-06-30,2.036
2022-07-01,1.936
2022-07-02,1.936
2022-07-03,1.936
2022-07-04,1.936
2022-07-05,1.91
2022-07-06,1.903
2022-07-07,1.887
2022-07-08,1.879
2022-07-09,1.879
2022-07-10,1.879
2022-07-11,1.877
2022-07-12,1.842
2022-07-13,1.859
2022-07-14,1.88
2022-07-15,1.874
2022-07-16,1.874
2022-07-17,1.874
2022-07-18,1.923
2022-07-19,1.86
2022-07-20,1.424
2022-07-21,1.389
2022-07-22,1.372
2022-07-23,1.372
2022-07-24,1.372
2022-07-25,1.385
2022-07-26,1.406
2022-07-27,1.366
2022-07-28,1.31
2022-07-29,1.285
2022-07-30,1.285
2022-07-31,1.285
2022-08-01,1.28
2022-08-02,1.338
2022-08-03,1.332
2022-08-04,1.247
2022-08-05,1.317
2022-08-06,1.317
2022-08-07,1.317
2022-08-08,1.285
2022-08-09,1.329
2022-08-10,1.299
2022-08-11,1.27
2022-08-12,1.243
2022-08-13,1.243
2022-08-14,1.243
2022-08-15,1.255
2022-08-16,1.238
2022-08-17,1.253
2022-08-18,1.247
2022-08-19,1.3
2022-08-20,1.3
2022-08-21,1.3
2022-08-22,1.327
2022-08-23,1.323
2022-08-24,1.32
2022-08-25,1.3
2022-08-26,1.405
2022-08-27,1.405
2022-08-28,1.405
2022-08-29,1.398
2022-08-30,1.412
2022-08-31,1.439
2022-09-01,1.466
2022-09-02,1.457
2022-09-03,1.457
2022-09-04,1.457
2022-09-05,1.457
2022-09-06,1.483
2022-09-07,1.428
2022-09-08,1.429
2022-09-09,1.43
2022-09-10,1.43
2022-09-11,1.43
2022-09-12,1.41
2022-09-13,1.487
2022-09-14,1.518
2022-09-15,1.549
2022-09-16,1.52
2022-09-17,1.52
2022-09-18,1.52
2022-09-19,1.506
2022-09-20,1.545
2022-09-21,1.548
2022-09-22,1.629
2022-09-23,1.64
2022-09-24,1.64
2022-09-25,1.64
2022-09-26,1.697
2022-09-27,1.645
2022-09-28,1.55
2022-09-29,1.592
2022-09-30,1.603
2022-10-01,1.603
2022-10-02,1.603
2022-10-03,1.529
2022-10-04,1.442
2022-10-05,1.464
2022-10-06,1.449
2022-10-07,1.503
2022-10-08,1.503
2022-10-09,1.503
2022-10-10,1.508
2022-10-11,1.497
2022-10-12,1.545
2022-10-13,1.553
2022-10-14,1.637
2022-10-15,1.637
2022-10-16,1.637
2022-10-17,1.58
2022-10-18,1.522
2022-10-19,1.629
2022-10-20,1.663
2022-10-21,1.588
2022-10-22,1.588
2022-10-23,1.588
2022-10-24,1.611
2022-10-25,1.509
2022-10-26,1.541
2022-10-27,1.538
2022-10-28,1.492
2022-10-29,1.492
2022-10-30,1.492
2022-10-31,1.51
2022-11-01,1.569
2022-11-02,1.642
2022-11-03,1.681
2022-11-04,1.616
2022-11-05,1.616
2022-11-06,1.616
2022-11-07,1.64
2022-11-08,1.66
2022-11-09,1.666
2022-11-10,1.537
2022-11-11,1.534
2022-11-12,1.534
2022-11-13,1.534
2022-11-14,1.634
2022-11-15,1.579
2022-11-16,1.635
2022-11-17,1.644
2022-11-18,1.663
2022-11-19,1.663
2022-11-20,1.663
2022-11-21,1.679
2022-11-22,1.643
2022-11-23,1.604
2022-11-24,1.604
2022-11-25,1.591
2022-11-26,1.591
2022-11-27,1.591
2022-11-28,1.612
2022-11-29,1.571
2022-11-30,1.529
2022-12-01,1.477
2022-12-02,1.485
2022-12-03,1.485
2022-12-04,1.485
2022-12-05,1.509
2022-12-06,1.544
2022-12-07,1.499
2022-12-08,1.483
2022-12-09,1.483
2022-12-10,1.483
2022-12-11,1.483
2022-12-12,1.462
2022-12-13,1.41
2022-12-14,1.425
2022-12-15,1.4
2022-12-16,1.409
2022-12-17,1.409
2022-12-18,1.409
2022-12-19,1.449
2022-12-20,1.483
2022-12-21,1.465
2022-12-22,1.484
2022-12-23,1.478
2022-12-24,1.478
2022-12-25,1.478
2022-12-26,1.478
2022-12-27,1.484
2022-12-28,1.539
2022-12-29,1.484
2022-12-30,1.512
2022-12-31,1.512
2023-01-01,1.512
2023-01-02,1.512
2023-01-03,1.474
2023-01-04,1.427
2023-01-05,1.436
2023-01-06,1.396
2023-01-07,1.396
2023-01-08,1.396
2023-01-09,1.385
2023-01-10,1.428
2023-01-11,1.338
2023-01-12,1.332
2023-01-13,1.279
2023-01-14,1.279
2023-01-15,1.279
2023-01-16,1.279
2023-01-17,1.307
2023-01-18,1.281
2023-01-19,1.347
2023-01-20,1.291
2023-01-21,1.291
2023-01-22,1.291
2023-01-23,1.286
2023-01-24,1.267
2023-01-25,1.269
2023-01-26,1.224
2023-01-27,1.225
2023-01-28,1.225
2023-01-29,1.225
2023-01-30,1.276
2023-01-31,1.203
2023-02-01,1.18
2023-02-02,1.13
2023-02-03,1.149
2023-02-04,1.149
2023-02-05,1.149
2023-02-06,1.168
2023-02-07,1.17
2023-02-08,1.202
2023-02-09,1.216
2023-02-10,1.232
2023-02-11,1.232
2023-02-12,1.232
2023-02-13,1.185
2023-02-14,1.171
2023-02-15,1.165
2023-02-16,1.184
2023-02-17,1.207
2023-02-18,1.207
2023-02-19,1.207
2023-02-20,1.207
2023-02-21,1.272
2023-02-22,1.212
2023-02-23,1.176
2023-02-24,1.209
2023-02-25,1.209
2023-02-26,1.209
2023-02-27,1.179
2023-02-28,1.193
2023-03-01,1.168
2023-03-02,1.171
2023-03-03,1.139
2023-03-04,1.139
2023-03-05,1.139
2023-03-06,1.168
2023-03-07,1.198
2023-03-08,1.202
2023-03-09,1.202
2023-03-10,1.259
2023-03-11,1.259
2023-03-12,1.259
2023-03-13,1.257
2023-03-14,1.262
2023-03-15,1.293
2023-03-16,1.28
2023-03-17,1.312
2023-03-18,1.312
2023-03-19,1.312
2023-03-20,1.294
2023-03-21,1.252
2023-03-22,1.284
2023-03-23,1.284
2023-03-24,1.249
2023-03-25,1.249
2023-03-26,1.249
2023-03-27,1.258
2023-03-28,1.244
2023-03-29,1.228
2023-03-30,1.235
2023-03-31,1.193
2023-04-01,1.193
2023-04-02,1.193
2023-04-03,1.194
2023-04-04,1.242
2023-04-05,1.263
2023-04-06,1.273
2023-04-07,1.273
2023-04-08,1.273
2023-04-09,1.273
2023-04-10,1.261
2023-04-11,1.22
2023-04-12,1.222
2023-04-13,1.219
2023-04-14,1.216
2023-04-15,1.216
2023-04-16,1.216
2023-04-17,1.206
2023-04-18,1.145
2023-04-19,1.137
2023-04-20,1.117
2023-04-21,1.113
2023-04-22,1.113
2023-04-23,1.113
2023-04-24,1.105
2023-04-25,1.128
2023-04-26,1.149
2023-04-27,1.116
2023-04-28,1.095
2023-04-29,1.095
2023-04-30,1.095
2023-05-01,1.109
2023-05-02,1.12
2023-05-03,1.109
2023-05-04,1.214
2023-05-05,1.157
2023-05-06,1.157
2023-05-07,1.157
2023-05-08,1.188
2023-05-09,1.186
2023-05-10,1.192
2023-05-11,1.184
2023-05-12,1.199
2023-05-13,1.199
2023-05-14,1.199
2023-05-15,1.182
2023-05-16,1.2
2023-05-17,1.188
2023-05-18,1.183
2023-05-19,1.217
2023-05-20,1.217
2023-05-21,1.217
2023-05-22,1.233
2023-05-23,1.254
2023-05-24,1.263
2023-05-25,1.266
2023-05-26,1.267
2023-05-27,1.267
2023-05-28,1.267
2023-05-29,1.267
2023-05-30,1.269
2023-05-31,1.297
2023-06-01,1.274
2023-06-02,1.191
2023-06-03,1.191
2023-06-04,1.191
2023-06-05,1.21
2023-06-06,1.157
2023-06-07,1.129
2023-06-08,1.141
2023-06-09,1.163
2023-06-10,1.163
2023-06-11,1.163
2023-06-12,1.122
2023-06-13,1.122
2023-06-14,1.129
2023-06-15,1.063
2023-06-16,1.066
2023-06-17,1.066
2023-06-18,1.066
2023-06-19,1.066
2023-06-20,1.058
2023-06-21,1.045
2023-06-22,1.046
