,EFX US Equity
,BEST_DIV_YLD
2023-06-20,0.728
2023-06-21,0.725
2023-06-22,0.732
2023-06-23,0.74
2023-06-24,0.74
2023-06-25,0.74
2023-06-26,0.74
2023-06-27,0.725
2023-06-28,0.713
2023-06-29,0.708
2023-06-30,0.705
2023-07-01,0.705
2023-07-02,0.705
2023-07-03,0.724
2023-07-04,0.724
2023-07-05,0.717
2023-07-06,0.737
2023-07-07,0.735
2023-07-08,0.735
2023-07-09,0.735
2023-07-10,0.721
2023-07-11,0.715
2023-07-12,0.713
2023-07-13,0.708
2023-07-14,0.698
2023-07-15,0.698
2023-07-16,0.698
2023-07-17,0.696
2023-07-18,0.695
2023-07-19,0.695
2023-07-20,0.762
2023-07-21,0.776
2023-07-22,0.776
2023-07-23,0.776
2023-07-24,0.799
2023-07-25,0.791
2023-07-26,0.808
2023-07-27,0.811
2023-07-28,0.811
2023-07-29,0.811
2023-07-30,0.811
2023-07-31,0.806
2023-08-01,0.811
2023-08-02,0.813
2023-08-03,0.832
2023-08-04,0.829
2023-08-05,0.829
2023-08-06,0.829
2023-08-07,0.828
2023-08-08,0.823
2023-08-09,0.827
2023-08-10,0.827
2023-08-11,0.831
2023-08-12,0.831
2023-08-13,0.831
2023-08-14,0.836
2023-08-15,0.85
2023-08-16,0.848
2023-08-17,0.859
2023-08-18,0.853
2023-08-19,0.853
2023-08-20,0.853
2023-08-21,0.858
2023-08-22,0.858
2023-08-23,0.839
2023-08-24,0.838
2023-08-25,0.831
2023-08-26,0.831
2023-08-27,0.831
2023-08-28,0.823
2023-08-29,0.801
2023-08-30,0.793
2023-08-31,0.796
2023-09-01,0.793
2023-09-02,0.793
2023-09-03,0.793
2023-09-04,0.793
2023-09-05,0.802
2023-09-06,0.801
2023-09-07,0.812
2023-09-08,0.833
2023-09-09,0.833
2023-09-10,0.833
2023-09-11,0.826
2023-09-12,0.829
2023-09-13,0.83
2023-09-14,0.819
2023-09-15,0.831
2023-09-16,0.831
2023-09-17,0.831
2023-09-18,0.835
2023-09-19,0.831
2023-09-20,0.839
2023-09-21,0.876
2023-09-22,0.879
2023-09-23,0.879
2023-09-24,0.879
2023-09-25,0.886
2023-09-26,0.904
2023-09-27,0.902
2023-09-28,0.891
2023-09-29,0.89
2023-09-30,0.89
2023-10-01,0.89
2023-10-02,0.911
2023-10-03,0.913
2023-10-04,0.906
2023-10-05,0.902
2023-10-06,0.895
2023-10-07,0.895
2023-10-08,0.895
2023-10-09,0.879
2023-10-10,0.871
2023-10-11,0.874
2023-10-12,0.9
2023-10-13,0.914
2023-10-14,0.914
2023-10-15,0.914
2023-10-16,0.906
2023-10-17,0.902
2023-10-18,0.931
2023-10-19,0.911
2023-10-20,0.924
2023-10-21,0.924
2023-10-22,0.924
2023-10-23,0.911
2023-10-24,0.961
2023-10-25,0.993
2023-10-26,0.981
2023-10-27,1.002
2023-10-28,1.002
2023-10-29,1.002
2023-10-30,0.994
2023-10-31,0.96
2023-11-01,0.971
2023-11-02,0.915
2023-11-03,0.896
2023-11-04,0.896
2023-11-05,0.896
2023-11-06,0.909
2023-11-07,0.887
2023-11-08,0.884
2023-11-09,0.884
2023-11-10,0.882
2023-11-11,0.882
2023-11-12,0.882
2023-11-13,0.886
2023-11-14,0.83
2023-11-15,0.821
2023-11-16,0.814
2023-11-17,0.795
2023-11-18,0.795
2023-11-19,0.795
2023-11-20,0.777
2023-11-21,0.777
2023-11-22,0.772
2023-11-23,0.772
2023-11-24,0.771
2023-11-25,0.771
2023-11-26,0.771
2023-11-27,0.768
2023-11-28,0.763
2023-11-29,0.748
2023-11-30,0.744
2023-12-01,0.729
2023-12-02,0.729
2023-12-03,0.729
2023-12-04,0.719
2023-12-05,0.724
2023-12-06,0.721
2023-12-07,0.722
2023-12-08,0.709
2023-12-09,0.709
2023-12-10,0.709
2023-12-11,0.698
2023-12-12,0.691
2023-12-13,0.669
2023-12-14,0.656
2023-12-15,0.662
2023-12-16,0.662
2023-12-17,0.662
2023-12-18,0.648
2023-12-19,0.656
2023-12-20,0.679
2023-12-21,0.667
2023-12-22,0.661
2023-12-23,0.661
2023-12-24,0.661
2023-12-25,0.661
2023-12-26,0.651
2023-12-27,0.644
2023-12-28,0.646
2023-12-29,0.652
2023-12-30,0.652
2023-12-31,0.652
2024-01-01,0.652
2024-01-02,0.672
2024-01-03,0.692
2024-01-04,0.688
2024-01-05,0.681
2024-01-06,0.681
2024-01-07,0.681
2024-01-08,0.655
2024-01-09,0.663
2024-01-10,0.659
2024-01-11,0.664
2024-01-12,0.662
2024-01-13,0.662
2024-01-14,0.662
2024-01-15,0.662
2024-01-16,0.655
2024-01-17,0.661
2024-01-18,0.658
2024-01-19,0.658
2024-01-20,0.658
2024-01-21,0.658
2024-01-22,0.649
2024-01-23,0.648
2024-01-24,0.652
2024-01-25,0.649
2024-01-26,0.656
2024-01-27,0.656
2024-01-28,0.656
2024-01-29,0.645
2024-01-30,0.65
2024-01-31,0.66
2024-02-01,0.645
2024-02-02,0.646
2024-02-03,0.646
2024-02-04,0.646
2024-02-05,0.659
2024-02-06,0.663
2024-02-07,0.667
2024-02-08,0.635
2024-02-09,0.642
2024-02-10,0.642
2024-02-11,0.642
2024-02-12,0.626
2024-02-13,0.643
2024-02-14,0.637
2024-02-15,0.612
2024-02-16,0.619
2024-02-17,0.619
2024-02-18,0.619
2024-02-19,0.619
2024-02-20,0.618
2024-02-21,0.62
2024-02-22,0.6
2024-02-23,0.599
2024-02-24,0.599
2024-02-25,0.599
2024-02-26,0.599
2024-02-27,0.593
2024-02-28,0.595
2024-02-29,0.581
2024-03-01,0.587
2024-03-02,0.587
2024-03-03,0.587
2024-03-04,0.591
2024-03-05,0.611
2024-03-06,0.602
2024-03-07,0.588
2024-03-08,0.59
2024-03-09,0.59
2024-03-10,0.59
2024-03-11,0.605
2024-03-12,0.594
2024-03-13,0.608
2024-03-14,0.62
2024-03-15,0.629
2024-03-16,0.629
2024-03-17,0.629
2024-03-18,0.625
2024-03-19,0.613
2024-03-20,0.602
2024-03-21,0.599
2024-03-22,0.603
2024-03-23,0.603
2024-03-24,0.603
2024-03-25,0.61
2024-03-26,0.612
2024-03-27,0.607
2024-03-28,0.595
2024-03-29,0.595
2024-03-30,0.595
2024-03-31,0.595
2024-04-01,0.611
2024-04-02,0.623
2024-04-03,0.623
2024-04-04,0.632
2024-04-05,0.622
2024-04-06,0.622
2024-04-07,0.622
2024-04-08,0.615
