,DRI US Equity
2023-06-26,3.334
2023-06-27,3.297
2023-06-28,3.325
2023-06-29,3.259
2023-06-30,3.224
2023-07-01,3.224
2023-07-02,3.224
2023-07-03,3.217
2023-07-04,3.217
2023-07-05,3.266
2023-07-06,3.325
2023-07-07,3.312
2023-07-08,3.312
2023-07-09,3.312
2023-07-10,3.262
2023-07-11,3.25
2023-07-12,3.244
2023-07-13,3.213
2023-07-14,3.231
2023-07-15,3.231
2023-07-16,3.231
2023-07-17,3.197
2023-07-18,3.181
2023-07-19,3.156
2023-07-20,3.142
2023-07-21,3.176
2023-07-22,3.176
2023-07-23,3.176
2023-07-24,3.162
2023-07-25,3.205
2023-07-26,3.182
2023-07-27,3.159
2023-07-28,3.211
2023-07-29,3.211
2023-07-30,3.211
2023-07-31,3.184
2023-08-01,3.233
2023-08-02,3.277
2023-08-03,3.301
2023-08-04,3.311
2023-08-05,3.311
2023-08-06,3.311
2023-08-07,3.264
2023-08-08,3.264
2023-08-09,3.281
2023-08-10,3.288
2023-08-11,3.351
2023-08-12,3.351
2023-08-13,3.351
2023-08-14,3.335
2023-08-15,3.326
2023-08-16,3.355
2023-08-17,3.385
2023-08-18,3.394
2023-08-19,3.394
2023-08-20,3.394
2023-08-21,3.463
2023-08-22,3.447
2023-08-23,3.441
2023-08-24,3.457
2023-08-25,3.448
2023-08-26,3.448
2023-08-27,3.448
2023-08-28,3.466
2023-08-29,3.472
2023-08-30,3.443
2023-08-31,3.479
2023-09-01,3.478
2023-09-02,3.478
2023-09-03,3.478
2023-09-04,3.478
2023-09-05,3.59
2023-09-06,3.632
2023-09-07,3.61
2023-09-08,3.62
2023-09-09,3.62
2023-09-10,3.62
2023-09-11,3.653
2023-09-12,3.613
2023-09-13,3.627
2023-09-14,3.553
2023-09-15,3.595
2023-09-16,3.595
2023-09-17,3.595
2023-09-18,3.62
2023-09-19,3.605
2023-09-20,3.611
2023-09-21,3.721
2023-09-22,3.777
2023-09-23,3.777
2023-09-24,3.777
2023-09-25,3.836
2023-09-26,3.834
2023-09-27,3.834
2023-09-28,3.789
2023-09-29,3.786
2023-09-30,3.786
2023-10-01,3.786
2023-10-02,3.808
2023-10-03,3.873
2023-10-04,3.836
2023-10-05,3.841
2023-10-06,3.921
2023-10-07,3.921
2023-10-08,3.921
2023-10-09,3.917
2023-10-10,3.885
2023-10-11,3.905
2023-10-12,4.0
2023-10-13,4.008
2023-10-14,4.008
2023-10-15,4.008
2023-10-16,3.869
2023-10-17,3.814
2023-10-18,3.815
2023-10-19,3.773
2023-10-20,3.816
2023-10-21,3.816
2023-10-22,3.816
2023-10-23,3.786
2023-10-24,3.778
2023-10-25,3.775
2023-10-26,3.775
2023-10-27,3.767
2023-10-28,3.767
2023-10-29,3.767
2023-10-30,3.745
2023-10-31,3.689
2023-11-01,3.685
2023-11-02,3.655
2023-11-03,3.562
2023-11-04,3.562
2023-11-05,3.562
2023-11-06,3.596
2023-11-07,3.614
2023-11-08,3.635
2023-11-09,3.623
2023-11-10,3.576
2023-11-11,3.576
2023-11-12,3.576
2023-11-13,3.549
2023-11-14,3.468
2023-11-15,3.445
2023-11-16,3.448
2023-11-17,3.444
2023-11-18,3.444
2023-11-19,3.444
2023-11-20,3.485
2023-11-21,3.467
2023-11-22,3.431
2023-11-23,3.431
2023-11-24,3.441
2023-11-25,3.441
2023-11-26,3.441
2023-11-27,3.425
2023-11-28,3.454
2023-11-29,3.447
2023-11-30,3.431
2023-12-01,3.357
2023-12-02,3.357
2023-12-03,3.357
2023-12-04,3.334
2023-12-05,3.352
2023-12-06,3.327
2023-12-07,3.33
2023-12-08,3.375
2023-12-09,3.375
2023-12-10,3.375
2023-12-11,3.328
2023-12-12,3.331
2023-12-13,3.299
2023-12-14,3.286
2023-12-15,3.296
2023-12-16,3.296
2023-12-17,3.296
2023-12-18,3.204
2023-12-19,3.237
2023-12-20,3.303
2023-12-21,3.303
2023-12-22,3.308
2023-12-23,3.308
2023-12-24,3.308
2023-12-25,3.308
2023-12-26,3.265
2023-12-27,3.274
2023-12-28,3.259
2023-12-29,3.261
2023-12-30,3.261
2023-12-31,3.261
2024-01-01,3.261
2024-01-02,3.302
2024-01-03,3.34
2024-01-04,3.328
2024-01-05,3.306
2024-01-06,3.306
2024-01-07,3.306
2024-01-08,3.268
2024-01-09,3.289
2024-01-10,3.3
2024-01-11,3.322
2024-01-12,3.383
2024-01-13,3.383
2024-01-14,3.383
2024-01-15,3.383
2024-01-16,3.382
2024-01-17,3.37
2024-01-18,3.324
2024-01-19,3.338
2024-01-20,3.338
2024-01-21,3.338
2024-01-22,3.289
2024-01-23,3.288
2024-01-24,3.288
2024-01-25,3.278
2024-01-26,3.301
2024-01-27,3.301
2024-01-28,3.301
2024-01-29,3.248
2024-01-30,3.245
2024-01-31,3.269
2024-02-01,3.178
2024-02-02,3.192
2024-02-03,3.192
2024-02-04,3.192
2024-02-05,3.231
2024-02-06,3.203
2024-02-07,3.201
2024-02-08,3.16
2024-02-09,3.17
2024-02-10,3.17
2024-02-11,3.17
2024-02-12,3.214
2024-02-13,3.275
2024-02-14,3.298
2024-02-15,3.273
2024-02-16,3.272
2024-02-17,3.272
2024-02-18,3.272
2024-02-19,3.272
2024-02-20,3.215
2024-02-21,3.193
2024-02-22,3.155
2024-02-23,3.136
2024-02-24,3.136
2024-02-25,3.136
2024-02-26,3.135
2024-02-27,3.135
2024-02-28,3.118
2024-02-29,3.114
2024-03-01,3.103
2024-03-02,3.103
2024-03-03,3.103
2024-03-04,3.054
2024-03-05,3.047
2024-03-06,3.022
2024-03-07,3.069
2024-03-08,3.095
2024-03-09,3.095
2024-03-10,3.095
2024-03-11,3.091
2024-03-12,3.082
2024-03-13,3.042
2024-03-14,3.091
2024-03-15,3.088
2024-03-16,3.088
2024-03-17,3.088
2024-03-18,3.071
2024-03-19,3.049
2024-03-20,3.04
2024-03-21,3.252
2024-03-22,3.215
2024-03-23,3.215
2024-03-24,3.215
2024-03-25,3.263
2024-03-26,3.247
2024-03-27,3.18
2024-03-28,3.176
2024-03-29,3.176
2024-03-30,3.176
2024-03-31,3.176
2024-04-01,3.174
2024-04-02,3.235
2024-04-03,3.255
2024-04-04,3.35
2024-04-05,3.396
2024-04-06,3.396
2024-04-07,3.396
2024-04-08,3.362
