,SCHW US Equity
2023-06-23,2.005
2023-06-24,2.005
2023-06-25,2.005
2023-06-26,1.996
2023-06-27,1.931
2023-06-28,1.911
2023-06-29,1.859
2023-06-30,1.874
2023-07-01,1.874
2023-07-02,1.874
2023-07-03,1.84
2023-07-04,1.84
2023-07-05,1.874
2023-07-06,1.898
2023-07-07,1.87
2023-07-08,1.87
2023-07-09,1.87
2023-07-10,1.837
2023-07-11,1.845
2023-07-12,1.81
2023-07-13,1.764
2023-07-14,1.806
2023-07-15,1.806
2023-07-16,1.806
2023-07-17,1.822
2023-07-18,1.621
2023-07-19,1.621
2023-07-20,1.575
2023-07-21,1.608
2023-07-22,1.608
2023-07-23,1.608
2023-07-24,1.606
2023-07-25,1.634
2023-07-26,1.605
2023-07-27,1.624
2023-07-28,1.621
2023-07-29,1.621
2023-07-30,1.621
2023-07-31,1.618
2023-08-01,1.627
2023-08-02,1.636
2023-08-03,1.623
2023-08-04,1.647
2023-08-05,1.647
2023-08-06,1.647
2023-08-07,1.621
2023-08-08,1.632
2023-08-09,1.638
2023-08-10,1.65
2023-08-11,1.662
2023-08-12,1.662
2023-08-13,1.662
2023-08-14,1.744
2023-08-15,1.767
2023-08-16,1.782
2023-08-17,1.802
2023-08-18,1.81
2023-08-19,1.81
2023-08-20,1.81
2023-08-21,1.813
2023-08-22,1.908
2023-08-23,1.857
2023-08-24,1.862
2023-08-25,1.852
2023-08-26,1.852
2023-08-27,1.852
2023-08-28,1.824
2023-08-29,1.812
2023-08-30,1.802
2023-08-31,1.821
2023-09-01,1.789
2023-09-02,1.789
2023-09-03,1.789
2023-09-04,1.789
2023-09-05,1.813
2023-09-06,1.857
2023-09-07,1.872
2023-09-08,1.824
2023-09-09,1.824
2023-09-10,1.824
2023-09-11,1.809
2023-09-12,1.788
2023-09-13,1.843
2023-09-14,1.811
2023-09-15,1.859
2023-09-16,1.859
2023-09-17,1.859
2023-09-18,1.87
2023-09-19,1.875
2023-09-20,1.91
2023-09-21,1.932
2023-09-22,1.962
2023-09-23,1.962
2023-09-24,1.962
2023-09-25,1.955
2023-09-26,1.997
2023-09-27,1.99
2023-09-28,1.984
2023-09-29,1.971
2023-09-30,1.971
2023-10-01,1.971
2023-10-02,2.021
2023-10-03,2.11
2023-10-04,2.105
2023-10-05,2.12
2023-10-06,2.075
2023-10-07,2.075
2023-10-08,2.075
2023-10-09,2.066
2023-10-10,2.065
2023-10-11,2.06
2023-10-12,2.076
2023-10-13,2.083
2023-10-14,2.083
2023-10-15,2.083
2023-10-16,1.992
2023-10-17,1.993
2023-10-18,2.031
2023-10-19,2.029
2023-10-20,2.07
2023-10-21,2.07
2023-10-22,2.07
2023-10-23,2.135
2023-10-24,2.113
2023-10-25,2.133
2023-10-26,2.047
2023-10-27,2.101
2023-10-28,2.101
2023-10-29,2.101
2023-10-30,2.075
2023-10-31,2.023
2023-11-01,1.994
2023-11-02,1.917
2023-11-03,1.886
2023-11-04,1.886
2023-11-05,1.886
2023-11-06,1.893
2023-11-07,1.907
2023-11-08,1.918
2023-11-09,1.935
2023-11-10,1.926
2023-11-11,1.926
2023-11-12,1.926
2023-11-13,1.943
2023-11-14,1.913
2023-11-15,1.869
2023-11-16,1.883
2023-11-17,1.846
2023-11-18,1.846
2023-11-19,1.846
2023-11-20,1.853
2023-11-21,1.872
2023-11-22,1.874
2023-11-23,1.874
2023-11-24,1.858
2023-11-25,1.858
2023-11-26,1.858
2023-11-27,1.872
2023-11-28,1.878
2023-11-29,1.758
2023-11-30,1.709
2023-12-01,1.66
2023-12-02,1.66
2023-12-03,1.66
2023-12-04,1.673
2023-12-05,1.684
2023-12-06,1.686
2023-12-07,1.665
2023-12-08,1.636
2023-12-09,1.636
2023-12-10,1.636
2023-12-11,1.637
2023-12-12,1.623
2023-12-13,1.581
2023-12-14,1.478
2023-12-15,1.477
2023-12-16,1.477
2023-12-17,1.477
2023-12-18,1.512
2023-12-19,1.503
2023-12-20,1.562
2023-12-21,1.537
2023-12-22,1.528
2023-12-23,1.528
2023-12-24,1.528
2023-12-25,1.528
2023-12-26,1.52
2023-12-27,1.513
2023-12-28,1.507
2023-12-29,1.524
2023-12-30,1.524
2023-12-31,1.524
2024-01-01,1.524
2024-01-02,1.517
2024-01-03,1.577
2024-01-04,1.581
2024-01-05,1.573
2024-01-06,1.573
2024-01-07,1.573
2024-01-08,1.559
2024-01-09,1.584
2024-01-10,1.606
2024-01-11,1.62
2024-01-12,1.621
2024-01-13,1.621
2024-01-14,1.621
2024-01-15,1.621
2024-01-16,1.644
2024-01-17,1.666
2024-01-18,1.686
2024-01-19,1.651
2024-01-20,1.651
2024-01-21,1.651
2024-01-22,1.665
2024-01-23,1.657
2024-01-24,1.669
2024-01-25,1.663
2024-01-26,1.654
2024-01-27,1.654
2024-01-28,1.654
2024-01-29,1.657
2024-01-30,1.645
2024-01-31,1.683
2024-02-01,1.703
2024-02-02,1.685
2024-02-03,1.685
2024-02-04,1.685
2024-02-05,1.7
2024-02-06,1.713
2024-02-07,1.698
2024-02-08,1.69
2024-02-09,1.666
2024-02-10,1.666
2024-02-11,1.666
2024-02-12,1.637
2024-02-13,1.684
2024-02-14,1.675
2024-02-15,1.634
2024-02-16,1.64
2024-02-17,1.64
2024-02-18,1.64
2024-02-19,1.64
2024-02-20,1.661
2024-02-21,1.647
2024-02-22,1.634
2024-02-23,1.639
2024-02-24,1.639
2024-02-25,1.639
2024-02-26,1.64
2024-02-27,1.616
2024-02-28,1.609
2024-02-29,1.581
2024-03-01,1.589
2024-03-02,1.589
2024-03-03,1.589
2024-03-04,1.561
2024-03-05,1.551
2024-03-06,1.551
2024-03-07,1.549
2024-03-08,1.572
2024-03-09,1.572
2024-03-10,1.572
2024-03-11,1.577
2024-03-12,1.588
2024-03-13,1.573
2024-03-14,1.586
2024-03-15,1.575
2024-03-16,1.575
2024-03-17,1.575
2024-03-18,1.567
2024-03-19,1.545
2024-03-20,1.516
2024-03-21,1.459
2024-03-22,1.464
2024-03-23,1.464
2024-03-24,1.464
2024-03-25,1.469
2024-03-26,1.476
2024-03-27,1.448
2024-03-28,1.449
2024-03-29,1.449
2024-03-30,1.449
2024-03-31,1.449
2024-04-01,1.448
2024-04-02,1.467
2024-04-03,1.467
2024-04-04,1.469
2024-04-05,1.458
2024-04-06,1.458
2024-04-07,1.458
2024-04-08,1.448
