,FE US Equity
2023-06-24,4.372
2023-06-25,4.372
2023-06-26,4.341
2023-06-27,4.331
2023-06-28,4.389
2023-06-29,4.359
2023-06-30,4.328
2023-07-01,4.328
2023-07-02,4.328
2023-07-03,4.313
2023-07-04,4.313
2023-07-05,4.256
2023-07-06,4.304
2023-07-07,4.341
2023-07-08,4.341
2023-07-09,4.341
2023-07-10,4.363
2023-07-11,4.324
2023-07-12,4.266
2023-07-13,4.223
2023-07-14,4.234
2023-07-15,4.234
2023-07-16,4.234
2023-07-17,4.289
2023-07-18,4.332
2023-07-19,4.296
2023-07-20,4.242
2023-07-21,4.198
2023-07-22,4.198
2023-07-23,4.198
2023-07-24,4.207
2023-07-25,4.202
2023-07-26,4.205
2023-07-27,4.289
2023-07-28,4.278
2023-07-29,4.278
2023-07-30,4.278
2023-07-31,4.272
2023-08-01,4.316
2023-08-02,4.357
2023-08-03,4.53
2023-08-04,4.59
2023-08-05,4.59
2023-08-06,4.59
2023-08-07,4.613
2023-08-08,4.567
2023-08-09,4.604
2023-08-10,4.604
2023-08-11,4.533
2023-08-12,4.533
2023-08-13,4.533
2023-08-14,4.534
2023-08-15,4.644
2023-08-16,4.617
2023-08-17,4.665
2023-08-18,4.626
2023-08-19,4.626
2023-08-20,4.626
2023-08-21,4.662
2023-08-22,4.641
2023-08-23,4.608
2023-08-24,4.66
2023-08-25,4.631
2023-08-26,4.631
2023-08-27,4.631
2023-08-28,4.617
2023-08-29,4.606
2023-08-30,4.628
2023-08-31,4.656
2023-09-01,4.709
2023-09-02,4.709
2023-09-03,4.709
2023-09-04,4.709
2023-09-05,4.807
2023-09-06,4.789
2023-09-07,4.739
2023-09-08,4.718
2023-09-09,4.718
2023-09-10,4.718
2023-09-11,4.729
2023-09-12,4.691
2023-09-13,4.653
2023-09-14,4.561
2023-09-15,4.559
2023-09-16,4.559
2023-09-17,4.559
2023-09-18,4.576
2023-09-19,4.572
2023-09-20,4.602
2023-09-21,4.648
2023-09-22,4.667
2023-09-23,4.667
2023-09-24,4.667
2023-09-25,4.684
2023-09-26,4.765
2023-09-27,4.775
2023-09-28,4.867
2023-09-29,4.923
2023-09-30,4.923
2023-10-01,4.923
2023-10-02,5.168
2023-10-03,5.012
2023-10-04,5.015
2023-10-05,4.987
2023-10-06,4.919
2023-10-07,4.919
2023-10-08,4.919
2023-10-09,4.845
2023-10-10,4.81
2023-10-11,4.754
2023-10-12,4.775
2023-10-13,4.735
2023-10-14,4.735
2023-10-15,4.735
2023-10-16,4.662
2023-10-17,4.672
2023-10-18,4.706
2023-10-19,4.727
2023-10-20,4.778
2023-10-21,4.778
2023-10-22,4.778
2023-10-23,4.817
2023-10-24,4.722
2023-10-25,4.714
2023-10-26,4.675
2023-10-27,4.836
2023-10-28,4.836
2023-10-29,4.836
2023-10-30,4.799
2023-10-31,4.772
2023-11-01,4.704
2023-11-02,4.643
2023-11-03,4.611
2023-11-04,4.611
2023-11-05,4.611
2023-11-06,4.668
2023-11-07,4.651
2023-11-08,4.704
2023-11-09,4.744
2023-11-10,4.756
2023-11-11,4.756
2023-11-12,4.756
2023-11-13,4.781
2023-11-14,4.584
2023-11-15,4.56
2023-11-16,4.533
2023-11-17,4.516
2023-11-18,4.516
2023-11-19,4.516
2023-11-20,4.486
2023-11-21,4.458
2023-11-22,4.473
2023-11-23,4.473
2023-11-24,4.461
2023-11-25,4.461
2023-11-26,4.461
2023-11-27,4.477
2023-11-28,4.5
2023-11-29,4.529
2023-11-30,4.534
2023-12-01,4.483
2023-12-02,4.483
2023-12-03,4.483
2023-12-04,4.506
2023-12-05,4.521
2023-12-06,4.473
2023-12-07,4.491
2023-12-08,4.517
2023-12-09,4.517
2023-12-10,4.517
2023-12-11,4.495
2023-12-12,4.529
2023-12-13,4.349
2023-12-14,4.42
2023-12-15,4.527
2023-12-16,4.527
2023-12-17,4.527
2023-12-18,4.546
2023-12-19,4.523
2023-12-20,4.614
2023-12-21,4.596
2023-12-22,4.609
2023-12-23,4.609
2023-12-24,4.609
2023-12-25,4.609
2023-12-26,4.595
2023-12-27,4.598
2023-12-28,4.564
2023-12-29,4.555
2023-12-30,4.555
2023-12-31,4.555
2024-01-01,4.555
2024-01-02,4.465
2024-01-03,4.422
2024-01-04,4.419
2024-01-05,4.382
2024-01-06,4.382
2024-01-07,4.382
2024-01-08,4.354
2024-01-09,4.338
2024-01-10,4.313
2024-01-11,4.397
2024-01-12,4.357
2024-01-13,4.357
2024-01-14,4.357
2024-01-15,4.357
2024-01-16,4.42
2024-01-17,4.481
2024-01-18,4.508
2024-01-19,4.52
2024-01-20,4.52
2024-01-21,4.52
2024-01-22,4.56
2024-01-23,4.556
2024-01-24,4.652
2024-01-25,4.583
2024-01-26,4.599
2024-01-27,4.599
2024-01-28,4.599
2024-01-29,4.548
2024-01-30,4.551
2024-01-31,4.561
2024-02-01,4.483
2024-02-02,4.547
2024-02-03,4.547
2024-02-04,4.547
2024-02-05,4.619
2024-02-06,4.619
2024-02-07,4.616
2024-02-08,4.621
2024-02-09,4.438
2024-02-10,4.438
2024-02-11,4.438
2024-02-12,4.384
2024-02-13,4.482
2024-02-14,4.484
2024-02-15,4.44
2024-02-16,4.429
2024-02-17,4.429
2024-02-18,4.429
2024-02-19,4.429
2024-02-20,4.458
2024-02-21,4.387
2024-02-22,4.448
2024-02-23,4.436
2024-02-24,4.436
2024-02-25,4.436
2024-02-26,4.548
2024-02-27,4.5
2024-02-28,4.503
2024-02-29,4.532
2024-03-01,4.545
2024-03-02,4.545
2024-03-03,4.545
2024-03-04,4.451
2024-03-05,4.483
2024-03-06,4.429
2024-03-07,4.379
2024-03-08,4.35
2024-03-09,4.35
2024-03-10,4.35
2024-03-11,4.35
2024-03-12,4.418
2024-03-13,4.395
2024-03-14,4.403
2024-03-15,4.411
2024-03-16,4.411
2024-03-17,4.411
2024-03-18,4.381
2024-03-19,4.371
2024-03-20,4.375
2024-03-21,4.374
2024-03-22,4.381
2024-03-23,4.381
2024-03-24,4.381
2024-03-25,4.364
2024-03-26,4.43
2024-03-27,4.353
2024-03-28,4.335
2024-03-29,4.335
2024-03-30,4.335
2024-03-31,4.335
2024-04-01,4.363
2024-04-02,4.359
2024-04-03,4.389
2024-04-04,4.374
2024-04-05,4.401
2024-04-06,4.401
2024-04-07,4.401
2024-04-08,4.36
