,ETR US Equity
2023-06-23,4.815
2023-06-24,4.815
2023-06-25,4.815
2023-06-26,4.727
2023-06-27,4.734
2023-06-28,4.898
2023-06-29,4.9
2023-06-30,4.817
2023-07-01,4.817
2023-07-02,4.817
2023-07-03,4.779
2023-07-04,4.779
2023-07-05,4.73
2023-07-06,4.748
2023-07-07,4.813
2023-07-08,4.813
2023-07-09,4.813
2023-07-10,4.868
2023-07-11,4.806
2023-07-12,4.77
2023-07-13,4.737
2023-07-14,4.696
2023-07-15,4.696
2023-07-16,4.696
2023-07-17,4.75
2023-07-18,4.738
2023-07-19,4.632
2023-07-20,4.529
2023-07-21,4.517
2023-07-22,4.517
2023-07-23,4.517
2023-07-24,4.497
2023-07-25,4.498
2023-07-26,4.5
2023-07-27,4.533
2023-07-28,4.549
2023-07-29,4.549
2023-07-30,4.549
2023-07-31,4.574
2023-08-01,4.643
2023-08-02,4.633
2023-08-03,4.78
2023-08-04,4.811
2023-08-05,4.811
2023-08-06,4.811
2023-08-07,4.832
2023-08-08,4.824
2023-08-09,4.848
2023-08-10,4.831
2023-08-11,4.824
2023-08-12,4.824
2023-08-13,4.824
2023-08-14,4.823
2023-08-15,4.91
2023-08-16,4.861
2023-08-17,4.888
2023-08-18,4.861
2023-08-19,4.861
2023-08-20,4.861
2023-08-21,4.886
2023-08-22,4.904
2023-08-23,4.87
2023-08-24,4.906
2023-08-25,4.906
2023-08-26,4.906
2023-08-27,4.906
2023-08-28,4.881
2023-08-29,4.747
2023-08-30,4.809
2023-08-31,4.883
2023-09-01,4.94
2023-09-02,4.94
2023-09-03,4.94
2023-09-04,4.94
2023-09-05,5.029
2023-09-06,4.966
2023-09-07,4.939
2023-09-08,4.892
2023-09-09,4.892
2023-09-10,4.892
2023-09-11,4.896
2023-09-12,4.875
2023-09-13,4.807
2023-09-14,4.726
2023-09-15,4.743
2023-09-16,4.743
2023-09-17,4.743
2023-09-18,4.725
2023-09-19,4.74
2023-09-20,4.752
2023-09-21,4.814
2023-09-22,4.834
2023-09-23,4.834
2023-09-24,4.834
2023-09-25,4.854
2023-09-26,5.008
2023-09-27,5.005
2023-09-28,5.057
2023-09-29,5.046
2023-09-30,5.046
2023-10-01,5.046
2023-10-02,5.252
2023-10-03,5.181
2023-10-04,5.128
2023-10-05,5.086
2023-10-06,5.074
2023-10-07,5.074
2023-10-08,5.074
2023-10-09,5.018
2023-10-10,4.99
2023-10-11,4.919
2023-10-12,4.991
2023-10-13,4.994
2023-10-14,4.994
2023-10-15,4.994
2023-10-16,4.907
2023-10-17,4.908
2023-10-18,4.91
2023-10-19,4.981
2023-10-20,4.997
2023-10-21,4.997
2023-10-22,4.997
2023-10-23,5.115
2023-10-24,5.034
2023-10-25,5.025
2023-10-26,4.99
2023-10-27,5.109
2023-10-28,5.109
2023-10-29,5.109
2023-10-30,4.926
2023-10-31,4.884
2023-11-01,4.773
2023-11-02,4.729
2023-11-03,4.752
2023-11-04,4.752
2023-11-05,4.752
2023-11-06,4.757
2023-11-07,4.778
2023-11-08,4.81
2023-11-09,4.818
2023-11-10,4.83
2023-11-11,4.83
2023-11-12,4.83
2023-11-13,4.85
2023-11-14,4.689
2023-11-15,4.691
2023-11-16,4.665
2023-11-17,4.653
2023-11-18,4.653
2023-11-19,4.653
2023-11-20,4.66
2023-11-21,4.583
2023-11-22,4.557
2023-11-23,4.557
2023-11-24,4.561
2023-11-25,4.561
2023-11-26,4.561
2023-11-27,4.537
2023-11-28,4.536
2023-11-29,4.584
2023-11-30,4.547
2023-12-01,4.52
2023-12-02,4.52
2023-12-03,4.52
2023-12-04,4.549
2023-12-05,4.592
2023-12-06,4.541
2023-12-07,4.526
2023-12-08,4.521
2023-12-09,4.521
2023-12-10,4.521
2023-12-11,4.516
2023-12-12,4.54
2023-12-13,4.375
2023-12-14,4.462
2023-12-15,4.568
2023-12-16,4.568
2023-12-17,4.568
2023-12-18,4.538
2023-12-19,4.537
2023-12-20,4.625
2023-12-21,4.62
2023-12-22,4.598
2023-12-23,4.598
2023-12-24,4.598
2023-12-25,4.598
2023-12-26,4.592
2023-12-27,4.593
2023-12-28,4.566
2023-12-29,4.554
2023-12-30,4.554
2023-12-31,4.554
2024-01-01,4.554
2024-01-02,4.495
2024-01-03,4.476
2024-01-04,4.478
2024-01-05,4.442
2024-01-06,4.442
2024-01-07,4.442
2024-01-08,4.41
2024-01-09,4.424
2024-01-10,4.416
2024-01-11,4.506
2024-01-12,4.477
2024-01-13,4.477
2024-01-14,4.477
2024-01-15,4.477
2024-01-16,4.461
2024-01-17,4.561
2024-01-18,4.647
2024-01-19,4.636
2024-01-20,4.636
2024-01-21,4.636
2024-01-22,4.671
2024-01-23,4.671
2024-01-24,4.725
2024-01-25,4.635
2024-01-26,4.624
2024-01-27,4.624
2024-01-28,4.624
2024-01-29,4.605
2024-01-30,4.581
2024-01-31,4.604
2024-02-01,4.503
2024-02-02,4.566
2024-02-03,4.566
2024-02-04,4.566
2024-02-05,4.611
2024-02-06,4.618
2024-02-07,4.65
2024-02-08,4.661
2024-02-09,4.635
2024-02-10,4.635
2024-02-11,4.635
2024-02-12,4.584
2024-02-13,4.621
2024-02-14,4.629
2024-02-15,4.54
2024-02-16,4.533
2024-02-17,4.533
2024-02-18,4.533
2024-02-19,4.533
2024-02-20,4.54
2024-02-21,4.484
2024-02-22,4.472
2024-02-23,4.432
2024-02-24,4.432
2024-02-25,4.432
2024-02-26,4.545
2024-02-27,4.508
2024-02-28,4.517
2024-02-29,4.473
2024-03-01,4.522
2024-03-02,4.522
2024-03-03,4.522
2024-03-04,4.453
2024-03-05,4.452
2024-03-06,4.424
2024-03-07,4.418
2024-03-08,4.396
2024-03-09,4.396
2024-03-10,4.396
2024-03-11,4.394
2024-03-12,4.42
2024-03-13,4.41
2024-03-14,4.429
2024-03-15,4.452
2024-03-16,4.452
2024-03-17,4.452
2024-03-18,4.424
2024-03-19,4.397
2024-03-20,4.406
2024-03-21,4.391
2024-03-22,4.4
2024-03-23,4.4
2024-03-24,4.4
2024-03-25,4.399
2024-03-26,4.431
2024-03-27,4.324
2024-03-28,4.291
2024-03-29,4.291
2024-03-30,4.291
2024-03-31,4.291
2024-04-01,4.33
2024-04-02,4.308
2024-04-03,4.344
2024-04-04,4.347
2024-04-05,4.356
2024-04-06,4.356
2024-04-07,4.356
2024-04-08,4.293
