,GIS US Equity
2023-06-23,2.854
2023-06-24,2.854
2023-06-25,2.854
2023-06-26,2.835
2023-06-27,2.868
2023-06-28,3.095
2023-06-29,3.187
2023-06-30,3.17
2023-07-01,3.17
2023-07-02,3.17
2023-07-03,3.153
2023-07-04,3.153
2023-07-05,3.145
2023-07-06,3.185
2023-07-07,3.215
2023-07-08,3.215
2023-07-09,3.215
2023-07-10,3.231
2023-07-11,3.219
2023-07-12,3.224
2023-07-13,3.231
2023-07-14,3.222
2023-07-15,3.222
2023-07-16,3.222
2023-07-17,3.252
2023-07-18,3.252
2023-07-19,3.213
2023-07-20,3.165
2023-07-21,3.139
2023-07-22,3.139
2023-07-23,3.139
2023-07-24,3.128
2023-07-25,3.142
2023-07-26,3.192
2023-07-27,3.224
2023-07-28,3.204
2023-07-29,3.204
2023-07-30,3.204
2023-07-31,3.235
2023-08-01,3.252
2023-08-02,3.204
2023-08-03,3.244
2023-08-04,3.285
2023-08-05,3.285
2023-08-06,3.285
2023-08-07,3.291
2023-08-08,3.388
2023-08-09,3.351
2023-08-10,3.34
2023-08-11,3.327
2023-08-12,3.327
2023-08-13,3.327
2023-08-14,3.345
2023-08-15,3.372
2023-08-16,3.389
2023-08-17,3.44
2023-08-18,3.444
2023-08-19,3.444
2023-08-20,3.444
2023-08-21,3.517
2023-08-22,3.533
2023-08-23,3.548
2023-08-24,3.555
2023-08-25,3.536
2023-08-26,3.536
2023-08-27,3.536
2023-08-28,3.527
2023-08-29,3.53
2023-08-30,3.541
2023-08-31,3.573
2023-09-01,3.649
2023-09-02,3.649
2023-09-03,3.649
2023-09-04,3.649
2023-09-05,3.658
2023-09-06,3.663
2023-09-07,3.712
2023-09-08,3.647
2023-09-09,3.647
2023-09-10,3.647
2023-09-11,3.662
2023-09-12,3.684
2023-09-13,3.697
2023-09-14,3.636
2023-09-15,3.673
2023-09-16,3.673
2023-09-17,3.673
2023-09-18,3.659
2023-09-19,3.671
2023-09-20,3.666
2023-09-21,3.689
2023-09-22,3.727
2023-09-23,3.727
2023-09-24,3.727
2023-09-25,3.729
2023-09-26,3.704
2023-09-27,3.772
2023-09-28,3.768
2023-09-29,3.775
2023-09-30,3.775
2023-10-01,3.775
2023-10-02,3.86
2023-10-03,3.838
2023-10-04,3.828
2023-10-05,3.874
2023-10-06,3.829
2023-10-07,3.829
2023-10-08,3.829
2023-10-09,3.741
2023-10-10,3.783
2023-10-11,3.819
2023-10-12,3.894
2023-10-13,3.801
2023-10-14,3.801
2023-10-15,3.801
2023-10-16,3.788
2023-10-17,3.804
2023-10-18,3.791
2023-10-19,3.811
2023-10-20,3.789
2023-10-21,3.789
2023-10-22,3.789
2023-10-23,3.789
2023-10-24,3.764
2023-10-25,3.649
2023-10-26,3.644
2023-10-27,3.677
2023-10-28,3.677
2023-10-29,3.677
2023-10-30,3.703
2023-10-31,3.68
2023-11-01,3.688
2023-11-02,3.625
2023-11-03,3.652
2023-11-04,3.652
2023-11-05,3.652
2023-11-06,3.681
2023-11-07,3.688
2023-11-08,3.677
2023-11-09,3.664
2023-11-10,3.678
2023-11-11,3.678
2023-11-12,3.678
2023-11-13,3.685
2023-11-14,3.685
2023-11-15,3.711
2023-11-16,3.693
2023-11-17,3.707
2023-11-18,3.707
2023-11-19,3.707
2023-11-20,3.744
2023-11-21,3.713
2023-11-22,3.701
2023-11-23,3.701
2023-11-24,3.684
2023-11-25,3.684
2023-11-26,3.684
2023-11-27,3.776
2023-11-28,3.786
2023-11-29,3.836
2023-11-30,3.772
2023-12-01,3.744
2023-12-02,3.744
2023-12-03,3.744
2023-12-04,3.697
2023-12-05,3.721
2023-12-06,3.644
2023-12-07,3.616
2023-12-08,3.667
2023-12-09,3.667
2023-12-10,3.667
2023-12-11,3.633
2023-12-12,3.597
2023-12-13,3.539
2023-12-14,3.62
2023-12-15,3.681
2023-12-16,3.681
2023-12-17,3.681
2023-12-18,3.619
2023-12-19,3.599
2023-12-20,3.731
2023-12-21,3.708
2023-12-22,3.69
2023-12-23,3.69
2023-12-24,3.69
2023-12-25,3.69
2023-12-26,3.679
2023-12-27,3.677
2023-12-28,3.666
2023-12-29,3.656
2023-12-30,3.656
2023-12-31,3.656
2024-01-01,3.656
2024-01-02,3.568
2024-01-03,3.569
2024-01-04,3.623
2024-01-05,3.665
2024-01-06,3.665
2024-01-07,3.665
2024-01-08,3.684
2024-01-09,3.666
2024-01-10,3.737
2024-01-11,3.742
2024-01-12,3.723
2024-01-13,3.723
2024-01-14,3.723
2024-01-15,3.723
2024-01-16,3.756
2024-01-17,3.741
2024-01-18,3.728
2024-01-19,3.737
2024-01-20,3.737
2024-01-21,3.737
2024-01-22,3.735
2024-01-23,3.645
2024-01-24,3.708
2024-01-25,3.66
2024-01-26,3.658
2024-01-27,3.658
2024-01-28,3.658
2024-01-29,3.672
2024-01-30,3.611
2024-01-31,3.637
2024-02-01,3.642
2024-02-02,3.643
2024-02-03,3.643
2024-02-04,3.643
2024-02-05,3.716
2024-02-06,3.642
2024-02-07,3.706
2024-02-08,3.685
2024-02-09,3.787
2024-02-10,3.787
2024-02-11,3.787
2024-02-12,3.743
2024-02-13,3.752
2024-02-14,3.785
2024-02-15,3.73
2024-02-16,3.683
2024-02-17,3.683
2024-02-18,3.683
2024-02-19,3.683
2024-02-20,3.589
2024-02-21,3.598
2024-02-22,3.628
2024-02-23,3.614
2024-02-24,3.614
2024-02-25,3.614
2024-02-26,3.632
2024-02-27,3.677
2024-02-28,3.672
2024-02-29,3.679
2024-03-01,3.692
2024-03-02,3.692
2024-03-03,3.692
2024-03-04,3.668
2024-03-05,3.662
2024-03-06,3.619
2024-03-07,3.673
2024-03-08,3.618
2024-03-09,3.618
2024-03-10,3.618
2024-03-11,3.596
2024-03-12,3.592
2024-03-13,3.575
2024-03-14,3.602
2024-03-15,3.536
2024-03-16,3.536
2024-03-17,3.536
2024-03-18,3.485
2024-03-19,3.44
2024-03-20,3.403
2024-03-21,3.464
2024-03-22,3.447
2024-03-23,3.447
2024-03-24,3.447
2024-03-25,3.445
2024-03-26,3.486
2024-03-27,3.42
2024-03-28,3.404
2024-03-29,3.404
2024-03-30,3.404
2024-03-31,3.404
2024-04-01,3.397
2024-04-02,3.376
2024-04-03,3.453
2024-04-04,3.385
2024-04-05,3.413
2024-04-06,3.413
2024-04-07,3.413
2024-04-08,3.403
