,CMI US Equity
2021-03-29,2.715
2021-03-30,2.688
2021-03-31,2.733
2021-04-01,2.78
2021-04-02,2.78
2021-04-03,2.78
2021-04-04,2.78
2021-04-05,2.739
2021-04-06,2.754
2021-04-07,2.775
2021-04-08,2.788
2021-04-09,2.762
2021-04-10,2.762
2021-04-11,2.762
2021-04-12,2.691
2021-04-13,2.699
2021-04-14,2.689
2021-04-15,2.683
2021-04-16,2.659
2021-04-17,2.659
2021-04-18,2.659
2021-04-19,2.674
2021-04-20,2.703
2021-04-21,2.672
2021-04-22,2.692
2021-04-23,2.678
2021-04-24,2.678
2021-04-25,2.678
2021-04-26,2.713
2021-04-27,2.726
2021-04-28,2.752
2021-04-29,2.737
2021-04-30,2.789
2021-05-01,2.789
2021-05-02,2.789
2021-05-03,2.771
2021-05-04,2.844
2021-05-05,2.785
2021-05-06,2.733
2021-05-07,2.729
2021-05-08,2.729
2021-05-09,2.729
2021-05-10,2.731
2021-05-11,2.792
2021-05-12,2.869
2021-05-13,2.812
2021-05-14,2.783
2021-05-15,2.783
2021-05-16,2.783
2021-05-17,2.776
2021-05-18,2.854
2021-05-19,2.852
2021-05-20,2.882
2021-05-21,2.864
2021-05-22,2.864
2021-05-23,2.864
2021-05-24,2.878
2021-05-25,2.892
2021-05-26,2.883
2021-05-27,2.837
2021-05-28,2.859
2021-05-29,2.859
2021-05-30,2.859
2021-05-31,2.859
2021-06-01,2.81
2021-06-02,2.83
2021-06-03,2.818
2021-06-04,2.784
2021-06-05,2.784
2021-06-06,2.784
2021-06-07,2.837
2021-06-08,2.83
2021-06-09,2.923
2021-06-10,2.976
2021-06-11,3.002
2021-06-12,3.002
2021-06-13,3.002
2021-06-14,3.021
2021-06-15,3.001
2021-06-16,3.051
2021-06-17,3.162
2021-06-18,3.221
2021-06-19,3.221
2021-06-20,3.221
2021-06-21,3.182
2021-06-22,3.167
2021-06-23,3.154
2021-06-24,3.139
2021-06-25,3.116
2021-06-26,3.116
2021-06-27,3.116
2021-06-28,3.111
2021-06-29,3.132
2021-06-30,3.078
2021-07-01,3.1
2021-07-02,3.104
2021-07-03,3.104
2021-07-04,3.104
2021-07-05,3.104
2021-07-06,3.176
2021-07-07,3.141
2021-07-08,3.16
2021-07-09,3.093
2021-07-10,3.093
2021-07-11,3.093
2021-07-12,3.085
2021-07-13,3.087
2021-07-14,3.119
2021-07-15,3.105
2021-07-16,3.124
2021-07-17,3.124
2021-07-18,3.124
2021-07-19,3.198
2021-07-20,3.133
2021-07-21,3.114
2021-07-22,3.14
2021-07-23,3.14
2021-07-24,3.14
2021-07-25,3.14
2021-07-26,3.152
2021-07-27,3.189
2021-07-28,3.213
2021-07-29,3.197
2021-07-30,3.212
2021-07-31,3.212
2021-08-01,3.212
2021-08-02,3.255
2021-08-03,3.259
2021-08-04,3.287
2021-08-05,3.327
2021-08-06,3.315
2021-08-07,3.315
2021-08-08,3.315
2021-08-09,3.293
2021-08-10,3.249
2021-08-11,3.141
2021-08-12,3.176
2021-08-13,3.195
2021-08-14,3.195
2021-08-15,3.195
2021-08-16,3.174
2021-08-17,3.22
2021-08-18,3.252
2021-08-19,3.26
2021-08-20,3.258
2021-08-21,3.258
2021-08-22,3.258
2021-08-23,3.208
2021-08-24,3.242
2021-08-25,3.21
2021-08-26,3.23
2021-08-27,3.185
2021-08-28,3.185
2021-08-29,3.185
2021-08-30,3.207
2021-08-31,3.244
2021-09-01,3.259
2021-09-02,3.23
2021-09-03,3.209
2021-09-04,3.209
2021-09-05,3.209
2021-09-06,3.209
2021-09-07,3.273
2021-09-08,3.276
2021-09-09,3.286
2021-09-10,3.281
2021-09-11,3.281
2021-09-12,3.281
2021-09-13,3.249
2021-09-14,3.302
2021-09-15,3.265
2021-09-16,3.332
2021-09-17,3.362
2021-09-18,3.362
2021-09-19,3.362
2021-09-20,3.456
2021-09-21,3.487
2021-09-22,3.454
2021-09-23,3.352
2021-09-24,3.362
2021-09-25,3.362
2021-09-26,3.362
2021-09-27,3.325
2021-09-28,3.336
2021-09-29,3.318
2021-09-30,3.409
2021-10-01,3.358
2021-10-02,3.358
2021-10-03,3.358
2021-10-04,3.364
2021-10-05,3.262
2021-10-06,3.263
2021-10-07,3.259
2021-10-08,3.244
2021-10-09,3.244
2021-10-10,3.244
2021-10-11,3.293
2021-10-12,3.326
2021-10-13,3.306
2021-10-14,3.205
2021-10-15,3.146
2021-10-16,3.146
2021-10-17,3.146
2021-10-18,3.163
2021-10-19,3.122
2021-10-20,3.088
2021-10-21,3.115
2021-10-22,3.115
2021-10-23,3.115
2021-10-24,3.115
2021-10-25,3.106
2021-10-26,3.138
2021-10-27,3.192
2021-10-28,3.089
2021-10-29,3.126
2021-10-30,3.126
2021-10-31,3.126
2021-11-01,3.056
2021-11-02,3.054
2021-11-03,3.142
2021-11-04,3.146
2021-11-05,3.121
2021-11-06,3.121
2021-11-07,3.121
2021-11-08,3.108
2021-11-09,3.133
2021-11-10,3.113
2021-11-11,3.131
2021-11-12,3.131
2021-11-13,3.131
2021-11-14,3.131
2021-11-15,3.135
2021-11-16,3.143
2021-11-17,3.191
2021-11-18,3.223
2021-11-19,3.284
2021-11-20,3.284
2021-11-21,3.284
2021-11-22,3.225
2021-11-23,3.227
2021-11-24,3.255
2021-11-25,3.255
2021-11-26,3.347
2021-11-27,3.347
2021-11-28,3.347
2021-11-29,3.384
2021-11-30,3.505
2021-12-01,3.516
2021-12-02,3.406
2021-12-03,3.388
2021-12-04,3.388
2021-12-05,3.388
2021-12-06,3.353
2021-12-07,3.346
2021-12-08,3.33
2021-12-09,3.284
2021-12-10,3.306
2021-12-11,3.306
2021-12-12,3.306
2021-12-13,3.336
2021-12-14,3.329
2021-12-15,3.298
2021-12-16,3.303
2021-12-17,3.417
2021-12-18,3.417
2021-12-19,3.417
2021-12-20,3.483
2021-12-21,3.405
2021-12-22,3.418
2021-12-23,3.37
2021-12-24,3.37
2021-12-25,3.37
2021-12-26,3.37
2021-12-27,3.335
2021-12-28,3.315
2021-12-29,3.297
2021-12-30,3.31
2021-12-31,3.305
2022-01-01,3.305
2022-01-02,3.305
2022-01-03,3.284
2022-01-04,3.164
2022-01-05,3.177
2022-01-06,3.132
2022-01-07,3.077
2022-01-08,3.077
2022-01-09,3.077
2022-01-10,3.116
2022-01-11,3.103
2022-01-12,3.112
2022-01-13,2.967
2022-01-14,2.948
2022-01-15,2.948
2022-01-16,2.948
2022-01-17,2.948
2022-01-18,2.967
2022-01-19,3.03
2022-01-20,3.088
2022-01-21,3.135
2022-01-22,3.135
2022-01-23,3.135
2022-01-24,3.126
2022-01-25,3.089
2022-01-26,3.1
2022-01-27,3.125
2022-01-28,3.168
2022-01-29,3.168
2022-01-30,3.168
2022-01-31,3.17
2022-02-01,3.105
2022-02-02,3.092
2022-02-03,3.04
2022-02-04,3.126
2022-02-05,3.126
2022-02-06,3.126
2022-02-07,3.126
2022-02-08,3.168
2022-02-09,3.14
2022-02-10,3.172
2022-02-11,3.187
2022-02-12,3.187
2022-02-13,3.187
2022-02-14,3.227
2022-02-15,3.184
2022-02-16,3.171
2022-02-17,3.217
2022-02-18,3.227
2022-02-19,3.227
2022-02-20,3.227
2022-02-21,3.227
2022-02-22,3.286
2022-02-23,3.412
2022-02-24,3.455
2022-02-25,3.445
2022-02-26,3.445
2022-02-27,3.445
2022-02-28,3.441
2022-03-01,3.582
2022-03-02,3.391
2022-03-03,3.36
2022-03-04,3.476
2022-03-05,3.476
2022-03-06,3.476
2022-03-07,3.704
2022-03-08,3.639
2022-03-09,3.539
2022-03-10,3.561
2022-03-11,3.596
2022-03-12,3.596
2022-03-13,3.596
2022-03-14,3.551
2022-03-15,3.539
2022-03-16,3.421
2022-03-17,3.346
2022-03-18,3.325
2022-03-19,3.325
2022-03-20,3.325
2022-03-21,3.334
2022-03-22,3.278
2022-03-23,3.304
2022-03-24,3.285
2022-03-25,3.279
2022-03-26,3.279
2022-03-27,3.279
2022-03-28,3.309
2022-03-29,3.237
2022-03-30,3.28
2022-03-31,3.351
2022-04-01,3.419
2022-04-02,3.419
2022-04-03,3.419
2022-04-04,3.398
2022-04-05,3.435
2022-04-06,3.463
2022-04-07,3.505
2022-04-08,3.525
2022-04-09,3.525
2022-04-10,3.525
2022-04-11,3.557
2022-04-12,3.563
2022-04-13,3.527
2022-04-14,3.503
2022-04-15,3.503
2022-04-16,3.503
2022-04-17,3.503
2022-04-18,3.489
2022-04-19,3.41
2022-04-20,3.351
2022-04-21,3.318
2022-04-22,3.451
2022-04-23,3.451
2022-04-24,3.451
2022-04-25,3.504
2022-04-26,3.607
2022-04-27,3.527
2022-04-28,3.535
2022-04-29,3.633
2022-04-30,3.633
2022-05-01,3.633
2022-05-02,3.526
2022-05-03,3.402
2022-05-04,3.301
2022-05-05,3.378
2022-05-06,3.417
2022-05-07,3.417
2022-05-08,3.417
2022-05-09,3.4
2022-05-10,3.491
2022-05-11,3.519
2022-05-12,3.462
2022-05-13,3.433
2022-05-14,3.433
2022-05-15,3.433
2022-05-16,3.406
2022-05-17,3.316
2022-05-18,3.382
2022-05-19,3.396
2022-05-20,3.474
2022-05-21,3.474
2022-05-22,3.474
2022-05-23,3.449
2022-05-24,3.489
2022-05-25,3.383
2022-05-26,3.368
2022-05-27,3.296
2022-05-28,3.296
2022-05-29,3.296
2022-05-30,3.296
2022-05-31,3.278
2022-06-01,3.298
2022-06-02,3.239
2022-06-03,3.249
2022-06-04,3.249
2022-06-05,3.249
2022-06-06,3.224
2022-06-07,3.16
2022-06-08,3.182
2022-06-09,3.216
2022-06-10,3.31
2022-06-11,3.31
2022-06-12,3.31
2022-06-13,3.467
2022-06-14,3.46
2022-06-15,3.415
2022-06-16,3.596
2022-06-17,3.551
2022-06-18,3.551
2022-06-19,3.551
2022-06-20,3.551
2022-06-21,3.467
2022-06-22,3.509
2022-06-23,3.663
2022-06-24,3.491
2022-06-25,3.491
2022-06-26,3.491
2022-06-27,3.485
2022-06-28,3.473
2022-06-29,3.514
2022-06-30,3.518
2022-07-01,3.507
2022-07-02,3.507
2022-07-03,3.507
2022-07-04,3.507
2022-07-05,3.508
2022-07-06,3.5
2022-07-07,3.383
2022-07-08,3.395
2022-07-09,3.395
2022-07-10,3.395
2022-07-11,3.46
2022-07-12,3.382
2022-07-13,3.409
2022-07-14,3.492
2022-07-15,3.465
2022-07-16,3.465
2022-07-17,3.465
2022-07-18,3.443
2022-07-19,3.318
2022-07-20,3.327
2022-07-21,3.32
2022-07-22,3.342
2022-07-23,3.342
2022-07-24,3.342
2022-07-25,3.325
2022-07-26,3.355
2022-07-27,3.279
2022-07-28,3.187
2022-07-29,3.099
2022-07-30,3.099
2022-07-31,3.099
2022-08-01,3.148
2022-08-02,3.136
2022-08-03,3.154
2022-08-04,3.129
2022-08-05,3.122
2022-08-06,3.122
2022-08-07,3.122
2022-08-08,3.129
2022-08-09,3.149
2022-08-10,3.096
2022-08-11,3.068
2022-08-12,3.016
2022-08-13,3.016
2022-08-14,3.016
2022-08-15,2.989
2022-08-16,2.968
2022-08-17,2.995
2022-08-18,2.976
2022-08-19,2.997
2022-08-20,2.997
2022-08-21,2.997
2022-08-22,3.053
2022-08-23,3.044
2022-08-24,3.041
2022-08-25,2.992
2022-08-26,3.079
2022-08-27,3.079
2022-08-28,3.079
2022-08-29,3.096
2022-08-30,3.14
2022-08-31,3.181
2022-09-01,3.187
2022-09-02,3.218
2022-09-03,3.218
2022-09-04,3.218
2022-09-05,3.218
2022-09-06,3.225
2022-09-07,3.172
2022-09-08,3.189
2022-09-09,3.136
2022-09-10,3.136
2022-09-11,3.136
2022-09-12,3.119
2022-09-13,3.189
2022-09-14,3.18
2022-09-15,3.214
2022-09-16,3.219
2022-09-17,3.219
2022-09-18,3.219
2022-09-19,3.16
2022-09-20,3.196
2022-09-21,3.226
2022-09-22,3.284
2022-09-23,3.333
2022-09-24,3.333
2022-09-25,3.333
2022-09-26,3.354
2022-09-27,3.346
2022-09-28,3.275
2022-09-29,3.323
2022-09-30,3.341
2022-10-01,3.341
2022-10-02,3.341
2022-10-03,3.244
2022-10-04,3.069
2022-10-05,3.03
2022-10-06,3.079
2022-10-07,3.118
2022-10-08,3.118
2022-10-09,3.118
2022-10-10,3.101
2022-10-11,3.089
2022-10-12,3.117
2022-10-13,3.03
2022-10-14,3.101
2022-10-15,3.101
2022-10-16,3.101
2022-10-17,3.089
2022-10-18,3.036
2022-10-19,3.025
2022-10-20,3.1
2022-10-21,2.933
2022-10-22,2.933
2022-10-23,2.933
2022-10-24,2.924
2022-10-25,2.91
2022-10-26,2.882
2022-10-27,2.858
2022-10-28,2.79
2022-10-29,2.79
2022-10-30,2.79
2022-10-31,2.793
2022-11-01,2.768
2022-11-02,2.83
2022-11-03,2.947
2022-11-04,2.877
2022-11-05,2.877
2022-11-06,2.877
2022-11-07,2.897
2022-11-08,2.866
2022-11-09,2.883
2022-11-10,2.831
2022-11-11,2.762
2022-11-12,2.762
2022-11-13,2.762
2022-11-14,2.752
2022-11-15,2.734
2022-11-16,2.742
2022-11-17,2.738
2022-11-18,2.717
2022-11-19,2.717
2022-11-20,2.717
2022-11-21,2.755
2022-11-22,2.718
2022-11-23,2.711
2022-11-24,2.711
2022-11-25,2.716
2022-11-26,2.716
2022-11-27,2.716
2022-11-28,2.769
2022-11-29,2.76
2022-11-30,2.708
2022-12-01,2.729
2022-12-02,2.723
2022-12-03,2.723
2022-12-04,2.723
2022-12-05,2.772
2022-12-06,2.767
2022-12-07,2.788
2022-12-08,2.792
2022-12-09,2.856
2022-12-10,2.856
2022-12-11,2.856
2022-12-12,2.809
2022-12-13,2.802
2022-12-14,2.812
2022-12-15,2.883
2022-12-16,2.887
2022-12-17,2.887
2022-12-18,2.887
2022-12-19,2.871
2022-12-20,2.868
2022-12-21,2.812
2022-12-22,2.83
2022-12-23,2.823
2022-12-24,2.823
2022-12-25,2.823
2022-12-26,2.823
2022-12-27,2.79
2022-12-28,2.822
2022-12-29,2.817
2022-12-30,2.811
2022-12-31,2.811
2023-01-01,2.811
2023-01-02,2.811
2023-01-03,2.825
2023-01-04,2.832
2023-01-05,2.877
2023-01-06,2.792
2023-01-07,2.792
2023-01-08,2.792
2023-01-09,2.788
2023-01-10,2.749
2023-01-11,2.722
2023-01-12,2.723
2023-01-13,2.696
2023-01-14,2.696
2023-01-15,2.696
2023-01-16,2.696
2023-01-17,2.734
2023-01-18,2.822
2023-01-19,2.892
2023-01-20,2.891
2023-01-21,2.891
2023-01-22,2.891
2023-01-23,2.804
2023-01-24,2.752
2023-01-25,2.77
2023-01-26,2.753
2023-01-27,2.743
2023-01-28,2.743
2023-01-29,2.743
2023-01-30,2.764
2023-01-31,2.734
2023-02-01,2.719
2023-02-02,2.66
2023-02-03,2.664
2023-02-04,2.664
2023-02-05,2.664
2023-02-06,2.736
2023-02-07,2.735
2023-02-08,2.785
2023-02-09,2.796
2023-02-10,2.787
2023-02-11,2.787
2023-02-12,2.787
2023-02-13,2.766
2023-02-14,2.77
2023-02-15,2.711
2023-02-16,2.724
2023-02-17,2.687
2023-02-18,2.687
2023-02-19,2.687
2023-02-20,2.687
2023-02-21,2.753
2023-02-22,2.767
2023-02-23,2.776
2023-02-24,2.816
2023-02-25,2.816
2023-02-26,2.816
2023-02-27,2.834
2023-02-28,2.835
2023-03-01,2.765
2023-03-02,2.725
2023-03-03,2.67
2023-03-04,2.67
2023-03-05,2.67
2023-03-06,2.672
2023-03-07,2.689
2023-03-08,2.687
2023-03-09,2.75
2023-03-10,2.85
2023-03-11,2.85
2023-03-12,2.85
2023-03-13,2.917
2023-03-14,2.898
2023-03-15,2.99
2023-03-16,2.973
2023-03-17,3.06
2023-03-18,3.06
2023-03-19,3.06
2023-03-20,2.997
2023-03-21,2.941
2023-03-22,3.004
2023-03-23,3.047
2023-03-24,3.078
2023-03-25,3.078
2023-03-26,3.078
2023-03-27,3.037
2023-03-28,3.004
2023-03-29,2.962
2023-03-30,2.944
2023-03-31,2.885
2023-04-01,2.885
2023-04-02,2.885
2023-04-03,2.888
2023-04-04,2.972
2023-04-05,3.128
2023-04-06,3.128
2023-04-07,3.128
2023-04-08,3.128
2023-04-09,3.128
2023-04-10,3.054
2023-04-11,2.999
2023-04-12,2.96
2023-04-13,2.983
2023-04-14,2.95
2023-04-15,2.95
2023-04-16,2.95
2023-04-17,2.939
2023-04-18,2.92
2023-04-19,2.938
2023-04-20,2.948
2023-04-21,2.968
2023-04-22,2.968
2023-04-23,2.968
2023-04-24,2.943
2023-04-25,2.961
2023-04-26,3.034
2023-04-27,2.994
2023-04-28,2.941
2023-04-29,2.941
2023-04-30,2.941
2023-05-01,2.947
2023-05-02,3.032
2023-05-03,3.085
2023-05-04,3.127
2023-05-05,3.059
2023-05-06,3.059
2023-05-07,3.059
2023-05-08,3.095
2023-05-09,3.133
2023-05-10,3.213
2023-05-11,3.192
2023-05-12,3.188
2023-05-13,3.188
2023-05-14,3.188
2023-05-15,3.166
2023-05-16,3.257
2023-05-17,3.21
2023-05-18,3.203
2023-05-19,3.173
2023-05-20,3.173
2023-05-21,3.173
2023-05-22,3.153
2023-05-23,3.183
2023-05-24,3.265
2023-05-25,3.259
2023-05-26,3.233
2023-05-27,3.233
2023-05-28,3.233
2023-05-29,3.233
2023-05-30,3.288
2023-05-31,3.363
2023-06-01,3.328
2023-06-02,3.161
2023-06-03,3.161
2023-06-04,3.161
2023-06-05,3.154
2023-06-06,3.09
2023-06-07,3.037
2023-06-08,3.034
2023-06-09,3.038
2023-06-10,3.038
2023-06-11,3.038
2023-06-12,2.997
2023-06-13,2.885
2023-06-14,2.938
2023-06-15,2.903
2023-06-16,2.92
2023-06-17,2.92
2023-06-18,2.92
2023-06-19,2.92
2023-06-20,2.953
2023-06-21,2.952
2023-06-22,2.981
