,SO US Equity
2020-08-17,6.128
2020-08-18,6.191
2020-08-19,6.174
2020-08-20,6.285
2020-08-21,6.271
2020-08-22,6.271
2020-08-23,6.271
2020-08-24,6.213
2020-08-25,6.266
2020-08-26,6.35
2020-08-27,6.291
2020-08-28,6.265
2020-08-29,6.265
2020-08-30,6.265
2020-08-31,6.294
2020-09-01,6.339
2020-09-02,6.172
2020-09-03,6.244
2020-09-04,6.281
2020-09-05,6.281
2020-09-06,6.281
2020-09-07,6.281
2020-09-08,6.214
2020-09-09,6.214
2020-09-10,6.37
2020-09-11,6.345
2020-09-12,6.345
2020-09-13,6.345
2020-09-14,6.213
2020-09-15,6.195
2020-09-16,6.163
2020-09-17,6.136
2020-09-18,6.219
2020-09-19,6.219
2020-09-20,6.219
2020-09-21,6.193
2020-09-22,6.183
2020-09-23,6.252
2020-09-24,6.191
2020-09-25,6.103
2020-09-26,6.103
2020-09-27,6.103
2020-09-28,6.115
2020-09-29,6.116
2020-09-30,6.057
2020-10-01,6.013
2020-10-02,5.837
2020-10-03,5.837
2020-10-04,5.837
2020-10-05,5.745
2020-10-06,5.679
2020-10-07,5.682
2020-10-08,5.594
2020-10-09,5.591
2020-10-10,5.591
2020-10-11,5.591
2020-10-12,5.58
2020-10-13,5.629
2020-10-14,5.662
2020-10-15,5.66
2020-10-16,5.628
2020-10-17,5.628
2020-10-18,5.628
2020-10-19,5.658
2020-10-20,5.604
2020-10-21,5.579
2020-10-22,5.423
2020-10-23,5.401
2020-10-24,5.401
2020-10-25,5.401
2020-10-26,5.422
2020-10-27,5.458
2020-10-28,5.631
2020-10-29,5.646
2020-10-30,5.717
2020-10-31,5.717
2020-11-01,5.717
2020-11-02,5.565
2020-11-03,5.486
2020-11-04,5.496
2020-11-05,5.458
2020-11-06,5.477
2020-11-07,5.477
2020-11-08,5.477
2020-11-09,5.27
2020-11-10,5.118
2020-11-11,5.138
2020-11-12,5.17
2020-11-13,5.088
2020-11-14,5.088
2020-11-15,5.088
2020-11-16,5.07
2020-11-17,5.213
2020-11-18,5.262
2020-11-19,5.324
2020-11-20,5.34
2020-11-21,5.34
2020-11-22,5.34
2020-11-23,5.378
2020-11-24,5.317
2020-11-25,5.343
2020-11-26,5.343
2020-11-27,5.364
2020-11-28,5.364
2020-11-29,5.364
2020-11-30,5.436
2020-12-01,5.371
2020-12-02,5.258
2020-12-03,5.258
2020-12-04,5.288
2020-12-05,5.288
2020-12-06,5.288
2020-12-07,5.272
2020-12-08,5.335
2020-12-09,5.355
2020-12-10,5.379
2020-12-11,5.386
2020-12-12,5.386
2020-12-13,5.386
2020-12-14,5.455
2020-12-15,5.347
2020-12-16,5.386
2020-12-17,5.329
2020-12-18,5.412
2020-12-19,5.412
2020-12-20,5.412
2020-12-21,5.424
2020-12-22,5.45
2020-12-23,5.481
2020-12-24,5.442
2020-12-25,5.442
2020-12-26,5.442
2020-12-27,5.442
2020-12-28,5.425
2020-12-29,5.418
2020-12-30,5.37
2020-12-31,5.298
2021-01-01,5.298
2021-01-02,5.298
2021-01-03,5.298
2021-01-04,5.483
2021-01-05,5.447
2021-01-06,5.319
2021-01-07,5.325
2021-01-08,5.288
2021-01-09,5.288
2021-01-10,5.288
2021-01-11,5.319
2021-01-12,5.533
2021-01-13,5.45
2021-01-14,5.512
2021-01-15,5.455
2021-01-16,5.455
2021-01-17,5.455
2021-01-18,5.455
2021-01-19,5.33
2021-01-20,5.368
2021-01-21,5.437
2021-01-22,5.413
2021-01-23,5.413
2021-01-24,5.413
2021-01-25,5.335
2021-01-26,5.454
2021-01-27,5.561
2021-01-28,5.514
2021-01-29,5.526
2021-01-30,5.526
2021-01-31,5.526
2021-02-01,5.508
2021-02-02,5.459
2021-02-03,5.476
2021-02-04,5.395
2021-02-05,5.348
2021-02-06,5.348
2021-02-07,5.348
2021-02-08,5.361
2021-02-09,5.369
2021-02-10,5.343
2021-02-11,5.312
2021-02-12,5.36
2021-02-13,5.36
2021-02-14,5.36
2021-02-15,5.36
2021-02-16,5.433
2021-02-17,5.436
2021-02-18,5.388
2021-02-19,5.438
2021-02-20,5.438
2021-02-21,5.438
2021-02-22,5.439
2021-02-23,5.474
2021-02-24,5.524
2021-02-25,5.583
2021-02-26,5.686
2021-02-27,5.686
2021-02-28,5.686
2021-03-01,5.582
2021-03-02,5.577
2021-03-03,5.6
2021-03-04,5.618
2021-03-05,5.527
2021-03-06,5.527
2021-03-07,5.527
2021-03-08,5.41
2021-03-09,5.428
2021-03-10,5.395
2021-03-11,5.44
2021-03-12,5.389
2021-03-13,5.389
2021-03-14,5.389
2021-03-15,5.289
2021-03-16,5.265
2021-03-17,5.313
2021-03-18,5.339
2021-03-19,5.402
2021-03-20,5.402
2021-03-21,5.402
2021-03-22,5.403
2021-03-23,5.319
2021-03-24,5.314
2021-03-25,5.254
2021-03-26,5.23
2021-03-27,5.23
2021-03-28,5.23
2021-03-29,5.175
2021-03-30,5.241
2021-03-31,5.188
2021-04-01,5.174
2021-04-02,5.174
2021-04-03,5.174
2021-04-04,5.174
2021-04-05,5.147
2021-04-06,5.11
2021-04-07,5.135
2021-04-08,5.13
2021-04-09,5.141
2021-04-10,5.141
2021-04-11,5.141
2021-04-12,5.128
2021-04-13,5.074
2021-04-14,5.048
2021-04-15,5.001
2021-04-16,4.961
2021-04-17,4.961
2021-04-18,4.961
2021-04-19,4.968
2021-04-20,4.88
2021-04-21,4.906
2021-04-22,4.954
2021-04-23,4.936
2021-04-24,4.936
2021-04-25,4.936
2021-04-26,4.988
2021-04-27,5.013
2021-04-28,5.012
2021-04-29,4.937
2021-04-30,4.881
2021-05-01,4.881
2021-05-02,4.881
2021-05-03,4.89
2021-05-04,4.862
2021-05-05,4.934
2021-05-06,4.89
2021-05-07,4.874
2021-05-08,4.874
2021-05-09,4.874
2021-05-10,4.87
2021-05-11,4.908
2021-05-12,5.018
2021-05-13,4.913
2021-05-14,4.91
2021-05-15,4.91
2021-05-16,4.91
2021-05-17,4.961
2021-05-18,4.983
2021-05-19,4.997
2021-05-20,4.991
2021-05-21,4.966
2021-05-22,4.966
2021-05-23,4.966
2021-05-24,4.963
2021-05-25,4.989
2021-05-26,5.017
2021-05-27,5.022
2021-05-28,5.002
2021-05-29,5.002
2021-05-30,5.002
2021-05-31,5.002
2021-06-01,5.04
2021-06-02,5.003
2021-06-03,4.96
2021-06-04,4.968
2021-06-05,4.968
2021-06-06,4.968
2021-06-07,4.944
2021-06-08,5.04
2021-06-09,5.026
2021-06-10,5.007
2021-06-11,5.009
2021-06-12,5.009
2021-06-13,5.009
2021-06-14,5.014
2021-06-15,4.972
2021-06-16,5.078
2021-06-17,5.048
2021-06-18,5.205
2021-06-19,5.205
2021-06-20,5.205
2021-06-21,5.117
2021-06-22,5.152
2021-06-23,5.203
2021-06-24,5.221
2021-06-25,5.174
2021-06-26,5.174
2021-06-27,5.174
2021-06-28,5.178
2021-06-29,5.266
2021-06-30,5.261
2021-07-01,5.178
2021-07-02,5.174
2021-07-03,5.174
2021-07-04,5.174
2021-07-05,5.174
2021-07-06,5.165
2021-07-07,5.161
2021-07-08,5.173
2021-07-09,5.179
2021-07-10,5.179
2021-07-11,5.179
2021-07-12,5.152
2021-07-13,5.214
2021-07-14,5.168
2021-07-15,5.103
2021-07-16,5.068
2021-07-17,5.068
2021-07-18,5.068
2021-07-19,5.094
2021-07-20,5.079
2021-07-21,5.089
2021-07-22,5.076
2021-07-23,5.006
2021-07-24,5.006
2021-07-25,5.006
2021-07-26,5.017
2021-07-27,4.954
2021-07-28,4.996
2021-07-29,5.005
2021-07-30,5.051
2021-07-31,5.051
2021-08-01,5.051
2021-08-02,5.035
2021-08-03,5.031
2021-08-04,5.038
2021-08-05,4.98
2021-08-06,4.986
2021-08-07,4.986
2021-08-08,4.986
2021-08-09,4.975
2021-08-10,4.947
2021-08-11,4.916
2021-08-12,4.909
2021-08-13,4.874
2021-08-14,4.874
2021-08-15,4.874
2021-08-16,4.811
2021-08-17,4.806
2021-08-18,4.838
2021-08-19,4.811
2021-08-20,4.744
2021-08-21,4.744
2021-08-22,4.744
2021-08-23,4.79
2021-08-24,4.859
2021-08-25,4.849
2021-08-26,4.829
2021-08-27,4.833
2021-08-28,4.833
2021-08-29,4.833
2021-08-30,4.851
2021-08-31,4.852
2021-09-01,4.797
2021-09-02,4.771
2021-09-03,4.813
2021-09-04,4.813
2021-09-05,4.813
2021-09-06,4.813
2021-09-07,4.818
2021-09-08,4.738
2021-09-09,4.747
2021-09-10,4.817
2021-09-11,4.817
2021-09-12,4.817
2021-09-13,4.808
2021-09-14,4.834
2021-09-15,4.832
2021-09-16,4.878
2021-09-17,4.972
2021-09-18,4.972
2021-09-19,4.972
2021-09-20,4.986
2021-09-21,4.998
2021-09-22,5.014
2021-09-23,5.03
2021-09-24,5.05
2021-09-25,5.05
2021-09-26,5.05
2021-09-27,5.108
2021-09-28,5.149
2021-09-29,5.091
2021-09-30,5.147
2021-10-01,5.172
2021-10-02,5.172
2021-10-03,5.172
2021-10-04,5.116
2021-10-05,5.146
2021-10-06,5.091
2021-10-07,5.096
2021-10-08,5.105
2021-10-09,5.105
2021-10-10,5.105
2021-10-11,5.158
2021-10-12,5.143
2021-10-13,5.109
2021-10-14,5.049
2021-10-15,5.059
2021-10-16,5.059
2021-10-17,5.059
2021-10-18,5.114
2021-10-19,5.072
2021-10-20,5.034
2021-10-21,4.998
2021-10-22,5.084
2021-10-23,5.084
2021-10-24,5.084
2021-10-25,5.095
2021-10-26,5.057
2021-10-27,5.109
2021-10-28,5.101
2021-10-29,5.135
2021-10-30,5.135
2021-10-31,5.135
2021-11-01,5.122
2021-11-02,5.121
2021-11-03,5.116
2021-11-04,5.121
2021-11-05,5.072
2021-11-06,5.072
2021-11-07,5.072
2021-11-08,5.111
2021-11-09,5.052
2021-11-10,5.012
2021-11-11,5.076
2021-11-12,5.117
2021-11-13,5.117
2021-11-14,5.117
2021-11-15,5.091
2021-11-16,5.108
2021-11-17,5.094
2021-11-18,5.138
2021-11-19,5.053
2021-11-20,5.053
2021-11-21,5.053
2021-11-22,5.017
2021-11-23,5.026
2021-11-24,5.019
2021-11-25,5.019
2021-11-26,5.105
2021-11-27,5.105
2021-11-28,5.105
2021-11-29,5.041
2021-11-30,5.131
2021-12-01,5.128
2021-12-02,5.056
2021-12-03,4.988
2021-12-04,4.988
2021-12-05,4.988
2021-12-06,4.847
2021-12-07,4.861
2021-12-08,4.84
2021-12-09,4.854
2021-12-10,4.816
2021-12-11,4.816
2021-12-12,4.816
2021-12-13,4.736
2021-12-14,4.749
2021-12-15,4.694
2021-12-16,4.649
2021-12-17,4.699
2021-12-18,4.699
2021-12-19,4.699
2021-12-20,4.679
2021-12-21,4.731
2021-12-22,4.72
2021-12-23,4.728
2021-12-24,4.728
2021-12-25,4.728
2021-12-26,4.728
2021-12-27,4.698
2021-12-28,4.645
2021-12-29,4.622
2021-12-30,4.602
2021-12-31,4.587
2022-01-01,4.587
2022-01-02,4.587
2022-01-03,4.615
2022-01-04,4.615
2022-01-05,4.61
2022-01-06,4.615
2022-01-07,4.583
2022-01-08,4.583
2022-01-09,4.583
2022-01-10,4.591
2022-01-11,4.651
2022-01-12,4.638
2022-01-13,4.6
2022-01-14,4.579
2022-01-15,4.579
2022-01-16,4.579
2022-01-17,4.579
2022-01-18,4.623
2022-01-19,4.601
2022-01-20,4.632
2022-01-21,4.636
2022-01-22,4.636
2022-01-23,4.636
2022-01-24,4.686
2022-01-25,4.694
2022-01-26,4.711
2022-01-27,4.641
2022-01-28,4.575
2022-01-29,4.575
2022-01-30,4.575
2022-01-31,4.543
2022-02-01,4.643
2022-02-02,4.588
2022-02-03,4.559
2022-02-04,4.596
2022-02-05,4.596
2022-02-06,4.596
2022-02-07,4.667
2022-02-08,4.65
2022-02-09,4.637
2022-02-10,4.787
2022-02-11,4.727
2022-02-12,4.727
2022-02-13,4.727
2022-02-14,4.794
2022-02-15,4.855
2022-02-16,4.867
2022-02-17,4.873
2022-02-18,4.897
2022-02-19,4.897
2022-02-20,4.897
2022-02-21,4.897
2022-02-22,4.857
2022-02-23,4.969
2022-02-24,4.966
2022-02-25,4.801
2022-02-26,4.801
2022-02-27,4.801
2022-02-28,4.821
2022-03-01,4.872
2022-03-02,4.836
2022-03-03,4.703
2022-03-04,4.622
2022-03-05,4.622
2022-03-06,4.622
2022-03-07,4.512
2022-03-08,4.606
2022-03-09,4.654
2022-03-10,4.553
2022-03-11,4.548
2022-03-12,4.548
2022-03-13,4.548
2022-03-14,4.55
2022-03-15,4.55
2022-03-16,4.559
2022-03-17,4.566
2022-03-18,4.592
2022-03-19,4.592
2022-03-20,4.592
2022-03-21,4.536
2022-03-22,4.541
2022-03-23,4.543
2022-03-24,4.529
2022-03-25,4.425
2022-03-26,4.425
2022-03-27,4.425
2022-03-28,4.421
2022-03-29,4.356
2022-03-30,4.33
2022-03-31,4.329
2022-04-01,4.235
2022-04-02,4.235
2022-04-03,4.235
2022-04-04,4.293
2022-04-05,4.222
2022-04-06,4.098
2022-04-07,4.139
2022-04-08,4.099
2022-04-09,4.099
2022-04-10,4.099
2022-04-11,4.21
2022-04-12,4.151
2022-04-13,4.161
2022-04-14,4.126
2022-04-15,4.126
2022-04-16,4.126
2022-04-17,4.126
2022-04-18,4.135
2022-04-19,4.111
2022-04-20,4.099
2022-04-21,4.101
2022-04-22,4.131
2022-04-23,4.131
2022-04-24,4.131
2022-04-25,4.178
2022-04-26,4.244
2022-04-27,4.259
2022-04-28,4.14
2022-04-29,4.264
2022-04-30,4.264
2022-05-01,4.264
2022-05-02,4.274
2022-05-03,4.28
2022-05-04,4.196
2022-05-05,4.225
2022-05-06,4.191
2022-05-07,4.191
2022-05-08,4.191
2022-05-09,4.216
2022-05-10,4.275
2022-05-11,4.23
2022-05-12,4.224
2022-05-13,4.207
2022-05-14,4.207
2022-05-15,4.207
2022-05-16,4.173
2022-05-17,4.178
2022-05-18,4.197
2022-05-19,4.225
2022-05-20,4.221
2022-05-21,4.221
2022-05-22,4.221
2022-05-23,4.178
2022-05-24,4.093
2022-05-25,4.093
2022-05-26,4.115
2022-05-27,4.073
2022-05-28,4.073
2022-05-29,4.073
2022-05-30,4.073
2022-05-31,4.095
2022-06-01,4.101
2022-06-02,4.079
2022-06-03,4.117
2022-06-04,4.117
2022-06-05,4.117
2022-06-06,4.112
2022-06-07,4.093
2022-06-08,4.154
2022-06-09,4.254
2022-06-10,4.298
2022-06-11,4.298
2022-06-12,4.298
2022-06-13,4.51
2022-06-14,4.643
2022-06-15,4.657
2022-06-16,4.678
2022-06-17,4.741
2022-06-18,4.741
2022-06-19,4.741
2022-06-20,4.741
2022-06-21,4.617
2022-06-22,4.58
2022-06-23,4.475
2022-06-24,4.437
2022-06-25,4.437
2022-06-26,4.437
2022-06-27,4.403
2022-06-28,4.387
2022-06-29,4.384
2022-06-30,4.348
2022-07-01,4.239
2022-07-02,4.239
2022-07-03,4.239
2022-07-04,4.239
2022-07-05,4.378
2022-07-06,4.338
2022-07-07,4.349
2022-07-08,4.355
2022-07-09,4.355
2022-07-10,4.355
2022-07-11,4.32
2022-07-12,4.307
2022-07-13,4.355
2022-07-14,4.315
2022-07-15,4.287
2022-07-16,4.287
2022-07-17,4.287
2022-07-18,4.322
2022-07-19,4.318
2022-07-20,4.368
2022-07-21,4.373
2022-07-22,4.307
2022-07-23,4.307
2022-07-24,4.307
2022-07-25,4.262
2022-07-26,4.215
2022-07-27,4.229
2022-07-28,4.085
2022-07-29,4.03
2022-07-30,4.03
2022-07-31,4.03
2022-08-01,4.041
2022-08-02,4.08
2022-08-03,4.01
2022-08-04,3.974
2022-08-05,4.01
2022-08-06,4.01
2022-08-07,4.01
2022-08-08,4.014
2022-08-09,3.96
2022-08-10,3.957
2022-08-11,3.977
2022-08-12,3.931
2022-08-13,3.931
2022-08-14,3.931
2022-08-15,3.919
2022-08-16,3.884
2022-08-17,3.875
2022-08-18,3.853
2022-08-19,3.831
2022-08-20,3.831
2022-08-21,3.831
2022-08-22,3.882
2022-08-23,3.898
2022-08-24,3.894
2022-08-25,3.882
2022-08-26,3.927
2022-08-27,3.927
2022-08-28,3.927
2022-08-29,3.903
2022-08-30,3.959
2022-08-31,3.985
2022-09-01,3.899
2022-09-02,3.944
2022-09-03,3.944
2022-09-04,3.944
2022-09-05,3.944
2022-09-06,3.935
2022-09-07,3.838
2022-09-08,3.854
2022-09-09,3.849
2022-09-10,3.849
2022-09-11,3.849
2022-09-12,3.819
2022-09-13,3.912
2022-09-14,3.853
2022-09-15,3.96
2022-09-16,3.962
2022-09-17,3.962
2022-09-18,3.962
2022-09-19,3.91
2022-09-20,3.964
2022-09-21,4.02
2022-09-22,4.03
2022-09-23,4.081
2022-09-24,4.081
2022-09-25,4.081
2022-09-26,4.184
2022-09-27,4.267
2022-09-28,4.22
2022-09-29,4.411
2022-09-30,4.501
2022-10-01,4.501
2022-10-02,4.501
2022-10-03,4.389
2022-10-04,4.33
2022-10-05,4.453
2022-10-06,4.656
2022-10-07,4.773
2022-10-08,4.773
2022-10-09,4.773
2022-10-10,4.783
2022-10-11,4.809
2022-10-12,4.977
2022-10-13,4.779
2022-10-14,4.819
2022-10-15,4.819
2022-10-16,4.819
2022-10-17,4.761
2022-10-18,4.681
2022-10-19,4.731
2022-10-20,4.827
2022-10-21,4.753
2022-10-22,4.753
2022-10-23,4.753
2022-10-24,4.747
2022-10-25,4.665
2022-10-26,4.671
2022-10-27,4.706
2022-10-28,4.623
2022-10-29,4.623
2022-10-30,4.623
2022-10-31,4.684
2022-11-01,4.68
2022-11-02,4.733
2022-11-03,4.729
2022-11-04,4.725
2022-11-05,4.725
2022-11-06,4.725
2022-11-07,4.841
2022-11-08,4.796
2022-11-09,4.835
2022-11-10,4.667
2022-11-11,4.712
2022-11-12,4.712
2022-11-13,4.712
2022-11-14,4.752
2022-11-15,4.655
2022-11-16,4.659
2022-11-17,4.724
2022-11-18,4.628
2022-11-19,4.628
2022-11-20,4.628
2022-11-21,4.617
2022-11-22,4.602
2022-11-23,4.573
2022-11-24,4.573
2022-11-25,4.536
2022-11-26,4.536
2022-11-27,4.536
2022-11-28,4.619
2022-11-29,4.627
2022-11-30,4.496
2022-12-01,4.491
2022-12-02,4.516
2022-12-03,4.516
2022-12-04,4.516
2022-12-05,4.507
2022-12-06,4.441
2022-12-07,4.44
2022-12-08,4.428
2022-12-09,4.449
2022-12-10,4.449
2022-12-11,4.449
2022-12-12,4.282
2022-12-13,4.269
2022-12-14,4.275
2022-12-15,4.316
2022-12-16,4.374
2022-12-17,4.374
2022-12-18,4.374
2022-12-19,4.407
2022-12-20,4.372
2022-12-21,4.294
2022-12-22,4.292
2022-12-23,4.233
2022-12-24,4.233
2022-12-25,4.233
2022-12-26,4.233
2022-12-27,4.199
2022-12-28,4.236
2022-12-29,4.204
2022-12-30,4.25
2022-12-31,4.25
2023-01-01,4.25
2023-01-02,4.25
2023-01-03,4.221
2023-01-04,4.185
2023-01-05,4.312
2023-01-06,4.234
2023-01-07,4.234
2023-01-08,4.234
2023-01-09,4.242
2023-01-10,4.263
2023-01-11,4.237
2023-01-12,4.31
2023-01-13,4.311
2023-01-14,4.311
2023-01-15,4.311
2023-01-16,4.311
2023-01-17,4.326
2023-01-18,4.475
2023-01-19,4.561
2023-01-20,4.515
2023-01-21,4.515
2023-01-22,4.515
2023-01-23,4.531
2023-01-24,4.542
2023-01-25,4.504
2023-01-26,4.487
2023-01-27,4.455
2023-01-28,4.455
2023-01-29,4.455
2023-01-30,4.493
2023-01-31,4.476
2023-02-01,4.4
2023-02-02,4.415
2023-02-03,4.504
2023-02-04,4.504
2023-02-05,4.504
2023-02-06,4.462
2023-02-07,4.472
2023-02-08,4.559
2023-02-09,4.606
2023-02-10,4.53
2023-02-11,4.53
2023-02-12,4.53
2023-02-13,4.513
2023-02-14,4.546
2023-02-15,4.537
2023-02-16,4.6
2023-02-17,4.5
2023-02-18,4.5
2023-02-19,4.5
2023-02-20,4.5
2023-02-21,4.574
2023-02-22,4.594
2023-02-23,4.631
2023-02-24,4.643
2023-02-25,4.643
2023-02-26,4.643
2023-02-27,4.656
2023-02-28,4.753
2023-03-01,4.81
2023-03-02,4.708
2023-03-03,4.625
2023-03-04,4.625
2023-03-05,4.625
2023-03-06,4.595
2023-03-07,4.659
2023-03-08,4.63
2023-03-09,4.643
2023-03-10,4.688
2023-03-11,4.688
2023-03-12,4.688
2023-03-13,4.601
2023-03-14,4.529
2023-03-15,4.431
2023-03-16,4.392
2023-03-17,4.407
2023-03-18,4.407
2023-03-19,4.407
2023-03-20,4.365
2023-03-21,4.457
2023-03-22,4.485
2023-03-23,4.513
2023-03-24,4.368
2023-03-25,4.368
2023-03-26,4.368
2023-03-27,4.391
2023-03-28,4.381
2023-03-29,4.321
2023-03-30,4.339
2023-03-31,4.306
2023-04-01,4.306
2023-04-02,4.306
2023-04-03,4.344
2023-04-04,4.303
2023-04-05,4.191
2023-04-06,4.144
2023-04-07,4.144
2023-04-08,4.144
2023-04-09,4.144
2023-04-10,4.142
2023-04-11,4.154
2023-04-12,4.137
2023-04-13,4.118
2023-04-14,4.146
2023-04-15,4.146
2023-04-16,4.146
2023-04-17,4.123
2023-04-18,4.11
2023-04-19,4.095
2023-04-20,4.083
2023-04-21,4.051
2023-04-22,4.051
2023-04-23,4.051
2023-04-24,4.024
2023-04-25,4.03
2023-04-26,4.108
2023-04-27,4.041
2023-04-28,4.038
2023-04-29,4.038
2023-04-30,4.038
2023-05-01,4.009
2023-05-02,4.06
2023-05-03,4.051
2023-05-04,4.0
2023-05-05,3.963
2023-05-06,3.963
2023-05-07,3.963
2023-05-08,3.983
2023-05-09,3.977
2023-05-10,3.926
2023-05-11,3.979
2023-05-12,4.011
2023-05-13,4.011
2023-05-14,4.011
2023-05-15,4.063
2023-05-16,4.15
2023-05-17,4.148
2023-05-18,4.141
2023-05-19,4.12
2023-05-20,4.12
2023-05-21,4.12
2023-05-22,4.147
2023-05-23,4.135
2023-05-24,4.153
2023-05-25,4.214
2023-05-26,4.235
2023-05-27,4.235
2023-05-28,4.235
2023-05-29,4.235
2023-05-30,4.214
2023-05-31,4.218
2023-06-01,4.253
2023-06-02,4.237
2023-06-03,4.237
2023-06-04,4.237
2023-06-05,4.222
2023-06-06,4.236
2023-06-07,4.197
2023-06-08,4.141
2023-06-09,4.131
2023-06-10,4.131
2023-06-11,4.131
2023-06-12,4.155
2023-06-13,4.178
2023-06-14,4.176
2023-06-15,4.16
2023-06-16,4.102
2023-06-17,4.102
2023-06-18,4.102
2023-06-19,4.102
2023-06-20,4.185
2023-06-21,4.109
2023-06-22,4.128
2023-06-23,4.179
