,ARCH US Equity
2023-06-23,17.994
2023-06-24,17.994
2023-06-25,17.994
2023-06-26,17.918
2023-06-27,17.839
2023-06-28,17.983
2023-06-29,17.616
2023-06-30,17.79
2023-07-01,17.79
2023-07-02,17.79
2023-07-03,17.816
2023-07-04,17.816
2023-07-05,18.011
2023-07-06,18.336
2023-07-07,17.906
2023-07-08,17.906
2023-07-09,17.906
2023-07-10,17.718
2023-07-11,17.552
2023-07-12,17.741
2023-07-13,17.66
2023-07-14,18.398
2023-07-15,18.398
2023-07-16,18.398
2023-07-17,18.098
2023-07-18,17.722
2023-07-19,17.611
2023-07-20,16.803
2023-07-21,16.662
2023-07-22,16.662
2023-07-23,16.662
2023-07-24,16.411
2023-07-25,16.361
2023-07-26,16.44
2023-07-27,13.158
2023-07-28,13.158
2023-07-29,13.158
2023-07-30,13.158
2023-07-31,12.683
2023-08-01,12.528
2023-08-02,12.8
2023-08-03,12.589
2023-08-04,12.302
2023-08-05,12.302
2023-08-06,12.302
2023-08-07,12.257
2023-08-08,12.164
2023-08-09,11.812
2023-08-10,12.025
2023-08-11,12.11
2023-08-12,12.11
2023-08-13,12.11
2023-08-14,12.006
2023-08-15,12.265
2023-08-16,12.215
2023-08-17,12.208
2023-08-18,12.247
2023-08-19,12.247
2023-08-20,12.247
2023-08-21,12.211
2023-08-22,12.088
2023-08-23,12.2
2023-08-24,12.597
2023-08-25,12.636
2023-08-26,12.636
2023-08-27,12.636
2023-08-28,12.336
2023-08-29,12.182
2023-08-30,12.331
2023-08-31,12.123
2023-09-01,11.488
2023-09-02,11.488
2023-09-03,11.488
2023-09-04,11.488
2023-09-05,11.485
2023-09-06,11.53
2023-09-07,11.444
2023-09-08,11.232
2023-09-09,11.232
2023-09-10,11.232
2023-09-11,11.244
2023-09-12,11.046
2023-09-13,10.485
2023-09-14,9.965
2023-09-15,9.894
2023-09-16,9.894
2023-09-17,9.894
2023-09-18,9.925
2023-09-19,9.927
2023-09-20,9.952
2023-09-21,10.12
2023-09-22,10.588
2023-09-23,10.588
2023-09-24,10.588
2023-09-25,10.346
2023-09-26,10.544
2023-09-27,10.125
2023-09-28,9.773
2023-09-29,9.971
2023-09-30,9.971
2023-10-01,9.971
2023-10-02,9.341
2023-10-03,9.442
2023-10-04,9.786
2023-10-05,9.623
2023-10-06,9.407
2023-10-07,9.407
2023-10-08,9.407
2023-10-09,9.118
2023-10-10,9.116
2023-10-11,9.22
2023-10-12,9.361
2023-10-13,9.359
2023-10-14,9.359
2023-10-15,9.359
2023-10-16,9.335
2023-10-17,9.118
2023-10-18,9.226
2023-10-19,9.496
2023-10-20,9.655
2023-10-21,9.655
2023-10-22,9.655
2023-10-23,9.8
2023-10-24,9.681
2023-10-25,9.535
2023-10-26,7.347
2023-10-27,5.974
2023-10-28,5.974
2023-10-29,5.974
2023-10-30,6.035
2023-10-31,6.057
2023-11-01,5.97
2023-11-02,6.038
2023-11-03,6.067
2023-11-04,6.067
2023-11-05,6.067
2023-11-06,4.745
2023-11-07,5.027
2023-11-08,4.953
2023-11-09,4.912
2023-11-10,4.801
2023-11-11,4.801
2023-11-12,4.801
2023-11-13,4.883
2023-11-14,4.594
2023-11-15,4.621
2023-11-16,4.542
2023-11-17,4.362
2023-11-18,4.362
2023-11-19,4.362
2023-11-20,4.443
2023-11-21,4.416
2023-11-22,4.329
2023-11-23,4.329
2023-11-24,4.242
2023-11-25,4.242
2023-11-26,4.242
2023-11-27,4.2
2023-11-28,4.241
2023-11-29,4.254
2023-11-30,4.478
2023-12-01,4.302
2023-12-02,4.302
2023-12-03,4.302
2023-12-04,4.449
2023-12-05,4.46
2023-12-06,4.487
2023-12-07,4.454
2023-12-08,4.529
2023-12-09,4.529
2023-12-10,4.529
2023-12-11,4.598
2023-12-12,4.743
2023-12-13,4.969
2023-12-14,5.012
2023-12-15,4.958
2023-12-16,4.958
2023-12-17,4.958
2023-12-18,4.9
2023-12-19,4.738
2023-12-20,4.831
2023-12-21,4.72
2023-12-22,4.687
2023-12-23,4.687
2023-12-24,4.687
2023-12-25,4.687
2023-12-26,4.663
2023-12-27,4.624
2023-12-28,4.697
2023-12-29,4.718
2023-12-30,4.718
2023-12-31,4.718
2024-01-01,4.718
2024-01-02,4.663
2024-01-03,4.63
2024-01-04,4.582
2024-01-05,4.549
2024-01-06,4.549
2024-01-07,4.549
2024-01-08,4.594
2024-01-09,4.544
2024-01-10,4.712
2024-01-11,4.724
2024-01-12,5.729
2024-01-13,5.729
2024-01-14,5.729
2024-01-15,5.729
2024-01-16,5.867
2024-01-17,5.793
2024-01-18,5.49
2024-01-19,5.26
2024-01-20,5.26
2024-01-21,5.26
2024-01-22,5.328
2024-01-23,5.326
2024-01-24,5.381
2024-01-25,5.536
2024-01-26,5.477
2024-01-27,5.477
2024-01-28,5.477
2024-01-29,5.469
2024-01-30,5.448
2024-01-31,5.521
2024-02-01,5.494
2024-02-02,5.582
2024-02-03,5.582
2024-02-04,5.582
2024-02-05,5.718
2024-02-06,5.847
2024-02-07,5.89
2024-02-08,5.713
2024-02-09,5.792
2024-02-10,5.792
2024-02-11,5.792
2024-02-12,5.704
2024-02-13,5.745
2024-02-14,5.629
2024-02-15,5.18
2024-02-16,5.397
2024-02-17,5.397
2024-02-18,5.397
2024-02-19,5.397
2024-02-20,4.047
2024-02-21,3.931
2024-02-22,3.782
2024-02-23,3.817
2024-02-24,3.817
2024-02-25,3.817
2024-02-26,3.775
2024-02-27,3.771
2024-02-28,3.912
2024-02-29,3.834
2024-03-01,3.75
2024-03-02,3.75
2024-03-03,3.75
2024-03-04,3.848
2024-03-05,3.832
2024-03-06,3.718
2024-03-07,3.715
2024-03-08,3.717
2024-03-09,3.717
2024-03-10,3.717
2024-03-11,3.887
2024-03-12,4.068
2024-03-13,4.088
2024-03-14,4.232
2024-03-15,4.259
2024-03-16,4.259
2024-03-17,4.259
2024-03-18,4.234
2024-03-19,4.15
2024-03-20,4.161
2024-03-21,4.132
2024-03-22,4.188
2024-03-23,4.188
2024-03-24,4.188
2024-03-25,4.177
2024-03-26,4.204
2024-03-27,3.955
2024-03-28,3.993
2024-03-29,3.993
2024-03-30,3.993
2024-03-31,3.993
2024-04-01,4.064
2024-04-02,4.119
2024-04-03,4.108
2024-04-04,4.23
2024-04-05,4.246
2024-04-06,4.246
2024-04-07,4.246
2024-04-08,4.215
