,ES US Equity
2020-08-15,3.732
2020-08-16,3.732
2020-08-17,3.718
2020-08-18,3.741
2020-08-19,3.772
2020-08-20,3.796
2020-08-21,3.758
2020-08-22,3.758
2020-08-23,3.758
2020-08-24,3.787
2020-08-25,3.829
2020-08-26,3.871
2020-08-27,3.859
2020-08-28,3.836
2020-08-29,3.836
2020-08-30,3.836
2020-08-31,3.794
2020-09-01,3.887
2020-09-02,3.761
2020-09-03,3.778
2020-09-04,3.778
2020-09-05,3.778
2020-09-06,3.778
2020-09-07,3.778
2020-09-08,3.814
2020-09-09,3.791
2020-09-10,3.902
2020-09-11,3.958
2020-09-12,3.958
2020-09-13,3.958
2020-09-14,3.922
2020-09-15,3.873
2020-09-16,3.875
2020-09-17,3.943
2020-09-18,4.096
2020-09-19,4.096
2020-09-20,4.096
2020-09-21,4.14
2020-09-22,4.09
2020-09-23,4.126
2020-09-24,4.04
2020-09-25,3.916
2020-09-26,3.916
2020-09-27,3.916
2020-09-28,3.908
2020-09-29,3.891
2020-09-30,3.866
2020-10-01,3.78
2020-10-02,3.711
2020-10-03,3.711
2020-10-04,3.711
2020-10-05,3.61
2020-10-06,3.558
2020-10-07,3.534
2020-10-08,3.495
2020-10-09,3.504
2020-10-10,3.504
2020-10-11,3.504
2020-10-12,3.471
2020-10-13,3.486
2020-10-14,3.518
2020-10-15,3.549
2020-10-16,3.533
2020-10-17,3.533
2020-10-18,3.533
2020-10-19,3.546
2020-10-20,3.502
2020-10-21,3.508
2020-10-22,3.476
2020-10-23,3.512
2020-10-24,3.512
2020-10-25,3.512
2020-10-26,3.521
2020-10-27,3.516
2020-10-28,3.633
2020-10-29,3.652
2020-10-30,3.701
2020-10-31,3.701
2020-11-01,3.701
2020-11-02,3.566
2020-11-03,3.512
2020-11-04,3.538
2020-11-05,3.503
2020-11-06,3.482
2020-11-07,3.482
2020-11-08,3.482
2020-11-09,3.454
2020-11-10,3.449
2020-11-11,3.421
2020-11-12,3.499
2020-11-13,3.462
2020-11-14,3.462
2020-11-15,3.462
2020-11-16,3.421
2020-11-17,3.521
2020-11-18,3.599
2020-11-19,3.663
2020-11-20,3.645
2020-11-21,3.645
2020-11-22,3.645
2020-11-23,3.679
2020-11-24,3.693
2020-11-25,3.653
2020-11-26,3.653
2020-11-27,3.674
2020-11-28,3.674
2020-11-29,3.674
2020-11-30,3.691
2020-12-01,3.661
2020-12-02,3.664
2020-12-03,3.721
2020-12-04,3.776
2020-12-05,3.776
2020-12-06,3.776
2020-12-07,3.723
2020-12-08,3.738
2020-12-09,3.754
2020-12-10,3.768
2020-12-11,3.764
2020-12-12,3.764
2020-12-13,3.764
2020-12-14,3.778
2020-12-15,3.727
2020-12-16,3.779
2020-12-17,3.764
2020-12-18,3.812
2020-12-19,3.812
2020-12-20,3.812
2020-12-21,3.832
2020-12-22,3.838
2020-12-23,3.868
2020-12-24,3.812
2020-12-25,3.812
2020-12-26,3.812
2020-12-27,3.812
2020-12-28,3.772
2020-12-29,3.765
2020-12-30,3.759
2020-12-31,3.709
2021-01-01,3.709
2021-01-02,3.709
2021-01-03,3.709
2021-01-04,3.797
2021-01-05,3.769
2021-01-06,3.6
2021-01-07,3.623
2021-01-08,3.552
2021-01-09,3.552
2021-01-10,3.552
2021-01-11,3.597
2021-01-12,3.585
2021-01-13,3.559
2021-01-14,3.582
2021-01-15,3.62
2021-01-16,3.62
2021-01-17,3.62
2021-01-18,3.62
2021-01-19,3.679
2021-01-20,3.658
2021-01-21,3.679
2021-01-22,3.667
2021-01-23,3.667
2021-01-24,3.667
2021-01-25,3.55
2021-01-26,3.566
2021-01-27,3.62
2021-01-28,3.596
2021-01-29,3.663
2021-01-30,3.663
2021-01-31,3.663
2021-02-01,3.651
2021-02-02,3.633
2021-02-03,3.642
2021-02-04,3.631
2021-02-05,3.651
2021-02-06,3.651
2021-02-07,3.651
2021-02-08,3.748
2021-02-09,3.738
2021-02-10,3.673
2021-02-11,3.717
2021-02-12,3.763
2021-02-13,3.763
2021-02-14,3.763
2021-02-15,3.763
2021-02-16,3.821
2021-02-17,3.89
2021-02-18,3.88
2021-02-19,3.932
2021-02-20,3.932
2021-02-21,3.932
2021-02-22,4.072
2021-02-23,3.994
2021-02-24,3.998
2021-02-25,3.976
2021-02-26,4.044
2021-02-27,4.044
2021-02-28,4.044
2021-03-01,3.981
2021-03-02,3.982
2021-03-03,4.101
2021-03-04,4.129
2021-03-05,3.955
2021-03-06,3.955
2021-03-07,3.955
2021-03-08,3.957
2021-03-09,3.907
2021-03-10,3.905
2021-03-11,3.947
2021-03-12,3.886
2021-03-13,3.886
2021-03-14,3.886
2021-03-15,3.855
2021-03-16,3.857
2021-03-17,3.893
2021-03-18,3.92
2021-03-19,3.884
2021-03-20,3.884
2021-03-21,3.884
2021-03-22,3.879
2021-03-23,3.777
2021-03-24,3.725
2021-03-25,3.708
2021-03-26,3.718
2021-03-27,3.718
2021-03-28,3.718
2021-03-29,3.669
2021-03-30,3.697
2021-03-31,3.684
2021-04-01,3.689
2021-04-02,3.689
2021-04-03,3.689
2021-04-04,3.689
2021-04-05,3.642
2021-04-06,3.638
2021-04-07,3.642
2021-04-08,3.657
2021-04-09,3.702
2021-04-10,3.702
2021-04-11,3.702
2021-04-12,3.692
2021-04-13,3.648
2021-04-14,3.619
2021-04-15,3.593
2021-04-16,3.557
2021-04-17,3.557
2021-04-18,3.557
2021-04-19,3.571
2021-04-20,3.522
2021-04-21,3.558
2021-04-22,3.611
2021-04-23,3.613
2021-04-24,3.613
2021-04-25,3.613
2021-04-26,3.63
2021-04-27,3.661
2021-04-28,3.728
2021-04-29,3.744
2021-04-30,3.694
2021-05-01,3.694
2021-05-02,3.694
2021-05-03,3.685
2021-05-04,3.698
2021-05-05,3.81
2021-05-06,3.776
2021-05-07,3.788
2021-05-08,3.788
2021-05-09,3.788
2021-05-10,3.727
2021-05-11,3.784
2021-05-12,3.845
2021-05-13,3.753
2021-05-14,3.735
2021-05-15,3.735
2021-05-16,3.735
2021-05-17,3.782
2021-05-18,3.772
2021-05-19,3.791
2021-05-20,3.768
2021-05-21,3.753
2021-05-22,3.753
2021-05-23,3.753
2021-05-24,3.789
2021-05-25,3.834
2021-05-26,3.873
2021-05-27,3.889
2021-05-28,3.888
2021-05-29,3.888
2021-05-30,3.888
2021-05-31,3.888
2021-06-01,3.95
2021-06-02,3.909
2021-06-03,3.84
2021-06-04,3.847
2021-06-05,3.847
2021-06-06,3.847
2021-06-07,3.844
2021-06-08,3.889
2021-06-09,3.823
2021-06-10,3.797
2021-06-11,3.811
2021-06-12,3.811
2021-06-13,3.811
2021-06-14,3.823
2021-06-15,3.768
2021-06-16,3.851
2021-06-17,3.817
2021-06-18,3.949
2021-06-19,3.949
2021-06-20,3.949
2021-06-21,3.912
2021-06-22,3.937
2021-06-23,4.011
2021-06-24,3.981
2021-06-25,3.931
2021-06-26,3.931
2021-06-27,3.931
2021-06-28,3.875
2021-06-29,3.939
2021-06-30,3.934
2021-07-01,3.952
2021-07-02,3.911
2021-07-03,3.911
2021-07-04,3.911
2021-07-05,3.911
2021-07-06,3.895
2021-07-07,3.817
2021-07-08,3.823
2021-07-09,3.822
2021-07-10,3.822
2021-07-11,3.822
2021-07-12,3.828
2021-07-13,3.809
2021-07-14,3.758
2021-07-15,3.668
2021-07-16,3.615
2021-07-17,3.615
2021-07-18,3.615
2021-07-19,3.665
2021-07-20,3.678
2021-07-21,3.773
2021-07-22,3.727
2021-07-23,3.666
2021-07-24,3.666
2021-07-25,3.666
2021-07-26,3.683
2021-07-27,3.608
2021-07-28,3.659
2021-07-29,3.659
2021-07-30,3.665
2021-07-31,3.665
2021-08-01,3.665
2021-08-02,3.622
2021-08-03,3.601
2021-08-04,3.586
2021-08-05,3.551
2021-08-06,3.554
2021-08-07,3.554
2021-08-08,3.554
2021-08-09,3.555
2021-08-10,3.556
2021-08-11,3.516
2021-08-12,3.529
2021-08-13,3.496
2021-08-14,3.496
2021-08-15,3.496
2021-08-16,3.482
2021-08-17,3.481
2021-08-18,3.505
2021-08-19,3.468
2021-08-20,3.433
2021-08-21,3.433
2021-08-22,3.433
2021-08-23,3.47
2021-08-24,3.479
2021-08-25,3.499
2021-08-26,3.502
2021-08-27,3.506
2021-08-28,3.506
2021-08-29,3.506
2021-08-30,3.473
2021-08-31,3.485
2021-09-01,3.449
2021-09-02,3.414
2021-09-03,3.437
2021-09-04,3.437
2021-09-05,3.437
2021-09-06,3.437
2021-09-07,3.524
2021-09-08,3.441
2021-09-09,3.521
2021-09-10,3.58
2021-09-11,3.58
2021-09-12,3.58
2021-09-13,3.577
2021-09-14,3.634
2021-09-15,3.679
2021-09-16,3.699
2021-09-17,3.768
2021-09-18,3.768
2021-09-19,3.768
2021-09-20,3.765
2021-09-21,3.757
2021-09-22,3.784
2021-09-23,3.805
2021-09-24,3.797
2021-09-25,3.797
2021-09-26,3.797
2021-09-27,3.851
2021-09-28,3.872
2021-09-29,3.821
2021-09-30,3.839
2021-10-01,3.835
2021-10-02,3.835
2021-10-03,3.835
2021-10-04,3.696
2021-10-05,3.706
2021-10-06,3.644
2021-10-07,3.651
2021-10-08,3.68
2021-10-09,3.68
2021-10-10,3.68
2021-10-11,3.727
2021-10-12,3.676
2021-10-13,3.645
2021-10-14,3.584
2021-10-15,3.637
2021-10-16,3.637
2021-10-17,3.637
2021-10-18,3.678
2021-10-19,3.651
2021-10-20,3.645
2021-10-21,3.654
2021-10-22,3.636
2021-10-23,3.636
2021-10-24,3.636
2021-10-25,3.657
2021-10-26,3.656
2021-10-27,3.675
2021-10-28,3.672
2021-10-29,3.705
2021-10-30,3.705
2021-10-31,3.705
2021-11-01,3.711
2021-11-02,3.72
2021-11-03,3.721
2021-11-04,3.753
2021-11-05,3.726
2021-11-06,3.726
2021-11-07,3.726
2021-11-08,3.807
2021-11-09,3.775
2021-11-10,3.756
2021-11-11,3.812
2021-11-12,3.838
2021-11-13,3.838
2021-11-14,3.838
2021-11-15,3.767
2021-11-16,3.773
2021-11-17,3.755
2021-11-18,3.78
2021-11-19,3.751
2021-11-20,3.751
2021-11-21,3.751
2021-11-22,3.714
2021-11-23,3.692
2021-11-24,3.703
2021-11-25,3.703
2021-11-26,3.713
2021-11-27,3.713
2021-11-28,3.713
2021-11-29,3.689
2021-11-30,3.831
2021-12-01,3.825
2021-12-02,3.794
2021-12-03,3.695
2021-12-04,3.695
2021-12-05,3.695
2021-12-06,3.659
2021-12-07,3.61
2021-12-08,3.608
2021-12-09,3.601
2021-12-10,3.579
2021-12-11,3.579
2021-12-12,3.579
2021-12-13,3.524
2021-12-14,3.524
2021-12-15,3.461
2021-12-16,3.437
2021-12-17,3.495
2021-12-18,3.495
2021-12-19,3.495
2021-12-20,3.484
2021-12-21,3.512
2021-12-22,3.497
2021-12-23,3.493
2021-12-24,3.493
2021-12-25,3.493
2021-12-26,3.493
2021-12-27,3.502
2021-12-28,3.469
2021-12-29,3.448
2021-12-30,3.428
2021-12-31,3.434
2022-01-01,3.434
2022-01-02,3.434
2022-01-03,3.506
2022-01-04,3.535
2022-01-05,3.502
2022-01-06,3.515
2022-01-07,3.485
2022-01-08,3.485
2022-01-09,3.485
2022-01-10,3.512
2022-01-11,3.608
2022-01-12,3.572
2022-01-13,3.549
2022-01-14,3.577
2022-01-15,3.577
2022-01-16,3.577
2022-01-17,3.577
2022-01-18,3.601
2022-01-19,3.598
2022-01-20,3.606
2022-01-21,3.588
2022-01-22,3.588
2022-01-23,3.588
2022-01-24,3.628
2022-01-25,3.653
2022-01-26,3.692
2022-01-27,3.645
2022-01-28,3.584
2022-01-29,3.584
2022-01-30,3.584
2022-01-31,3.494
2022-02-01,3.554
2022-02-02,3.526
2022-02-03,3.55
2022-02-04,3.564
2022-02-05,3.564
2022-02-06,3.564
2022-02-07,3.533
2022-02-08,3.563
2022-02-09,3.579
2022-02-10,3.692
2022-02-11,3.717
2022-02-12,3.717
2022-02-13,3.717
2022-02-14,3.803
2022-02-15,3.805
2022-02-16,3.829
2022-02-17,3.797
2022-02-18,3.771
2022-02-19,3.771
2022-02-20,3.771
2022-02-21,3.771
2022-02-22,3.79
2022-02-23,3.92
2022-02-24,3.919
2022-02-25,3.819
2022-02-26,3.819
2022-02-27,3.819
2022-02-28,3.82
2022-03-01,3.884
2022-03-02,3.839
2022-03-03,3.714
2022-03-04,3.607
2022-03-05,3.607
2022-03-06,3.607
2022-03-07,3.571
2022-03-08,3.632
2022-03-09,3.67
2022-03-10,3.663
2022-03-11,3.687
2022-03-12,3.687
2022-03-13,3.687
2022-03-14,3.713
2022-03-15,3.671
2022-03-16,3.677
2022-03-17,3.667
2022-03-18,3.704
2022-03-19,3.704
2022-03-20,3.704
2022-03-21,3.656
2022-03-22,3.67
2022-03-23,3.645
2022-03-24,3.614
2022-03-25,3.562
2022-03-26,3.562
2022-03-27,3.562
2022-03-28,3.547
2022-03-29,3.517
2022-03-30,3.482
2022-03-31,3.5
2022-04-01,3.436
2022-04-02,3.436
2022-04-03,3.436
2022-04-04,3.464
2022-04-05,3.426
2022-04-06,3.346
2022-04-07,3.35
2022-04-08,3.336
2022-04-09,3.336
2022-04-10,3.336
2022-04-11,3.363
2022-04-12,3.325
2022-04-13,3.337
2022-04-14,3.333
2022-04-15,3.333
2022-04-16,3.333
2022-04-17,3.333
2022-04-18,3.367
2022-04-19,3.337
2022-04-20,3.311
2022-04-21,3.317
2022-04-22,3.356
2022-04-23,3.356
2022-04-24,3.356
2022-04-25,3.403
2022-04-26,3.439
2022-04-27,3.447
2022-04-28,3.421
2022-04-29,3.531
2022-04-30,3.531
2022-05-01,3.531
2022-05-02,3.581
2022-05-03,3.558
2022-05-04,3.484
2022-05-05,3.439
2022-05-06,3.417
2022-05-07,3.417
2022-05-08,3.417
2022-05-09,3.412
2022-05-10,3.466
2022-05-11,3.459
2022-05-12,3.474
2022-05-13,3.458
2022-05-14,3.458
2022-05-15,3.458
2022-05-16,3.46
2022-05-17,3.43
2022-05-18,3.439
2022-05-19,3.429
2022-05-20,3.394
2022-05-21,3.394
2022-05-22,3.394
2022-05-23,3.36
2022-05-24,3.311
2022-05-25,3.328
2022-05-26,3.329
2022-05-27,3.29
2022-05-28,3.29
2022-05-29,3.29
2022-05-30,3.29
2022-05-31,3.325
2022-06-01,3.332
2022-06-02,3.321
2022-06-03,3.325
2022-06-04,3.325
2022-06-05,3.325
2022-06-06,3.326
2022-06-07,3.306
2022-06-08,3.387
2022-06-09,3.495
2022-06-10,3.487
2022-06-11,3.487
2022-06-12,3.487
2022-06-13,3.658
2022-06-14,3.801
2022-06-15,3.809
2022-06-16,3.894
2022-06-17,3.936
2022-06-18,3.936
2022-06-19,3.936
2022-06-20,3.936
2022-06-21,3.858
2022-06-22,3.809
2022-06-23,3.738
2022-06-24,3.682
2022-06-25,3.682
2022-06-26,3.682
2022-06-27,3.65
2022-06-28,3.679
2022-06-29,3.677
2022-06-30,3.634
2022-07-01,3.518
2022-07-02,3.518
2022-07-03,3.518
2022-07-04,3.518
2022-07-05,3.678
2022-07-06,3.644
2022-07-07,3.668
2022-07-08,3.68
2022-07-09,3.68
2022-07-10,3.68
2022-07-11,3.662
2022-07-12,3.677
2022-07-13,3.703
2022-07-14,3.673
2022-07-15,3.665
2022-07-16,3.665
2022-07-17,3.665
2022-07-18,3.719
2022-07-19,3.683
2022-07-20,3.717
2022-07-21,3.693
2022-07-22,3.647
2022-07-23,3.647
2022-07-24,3.647
2022-07-25,3.612
2022-07-26,3.59
2022-07-27,3.599
2022-07-28,3.475
2022-07-29,3.477
2022-07-30,3.477
2022-07-31,3.477
2022-08-01,3.438
2022-08-02,3.399
2022-08-03,3.377
2022-08-04,3.37
2022-08-05,3.394
2022-08-06,3.394
2022-08-07,3.394
2022-08-08,3.373
2022-08-09,3.347
2022-08-10,3.347
2022-08-11,3.348
2022-08-12,3.293
2022-08-13,3.293
2022-08-14,3.293
2022-08-15,3.286
2022-08-16,3.276
2022-08-17,3.268
2022-08-18,3.263
2022-08-19,3.275
2022-08-20,3.275
2022-08-21,3.275
2022-08-22,3.323
2022-08-23,3.341
2022-08-24,3.332
2022-08-25,3.302
2022-08-26,3.347
2022-08-27,3.347
2022-08-28,3.347
2022-08-29,3.337
2022-08-30,3.378
2022-08-31,3.418
2022-09-01,3.374
2022-09-02,3.424
2022-09-03,3.424
2022-09-04,3.424
2022-09-05,3.424
2022-09-06,3.439
2022-09-07,3.339
2022-09-08,3.354
2022-09-09,3.346
2022-09-10,3.346
2022-09-11,3.346
2022-09-12,3.313
2022-09-13,3.42
2022-09-14,3.381
2022-09-15,3.477
2022-09-16,3.453
2022-09-17,3.453
2022-09-18,3.453
2022-09-19,3.425
2022-09-20,3.46
2022-09-21,3.491
2022-09-22,3.485
2022-09-23,3.505
2022-09-24,3.505
2022-09-25,3.505
2022-09-26,3.597
2022-09-27,3.69
2022-09-28,3.66
2022-09-29,3.825
2022-09-30,3.904
2022-10-01,3.904
2022-10-02,3.904
2022-10-03,3.791
2022-10-04,3.757
2022-10-05,3.858
2022-10-06,4.032
2022-10-07,4.099
2022-10-08,4.099
2022-10-09,4.099
2022-10-10,4.06
2022-10-11,4.09
2022-10-12,4.241
2022-10-13,4.127
2022-10-14,4.195
2022-10-15,4.195
2022-10-16,4.195
2022-10-17,4.121
2022-10-18,4.012
2022-10-19,4.086
2022-10-20,4.243
2022-10-21,4.189
2022-10-22,4.189
2022-10-23,4.189
2022-10-24,4.178
2022-10-25,4.101
2022-10-26,4.107
2022-10-27,4.072
2022-10-28,3.961
2022-10-29,3.961
2022-10-30,3.961
2022-10-31,3.988
2022-11-01,3.951
2022-11-02,3.99
2022-11-03,3.992
2022-11-04,3.941
2022-11-05,3.941
2022-11-06,3.941
2022-11-07,4.054
2022-11-08,4.005
2022-11-09,4.06
2022-11-10,3.844
2022-11-11,3.895
2022-11-12,3.895
2022-11-13,3.895
2022-11-14,3.916
2022-11-15,3.867
2022-11-16,3.826
2022-11-17,3.895
2022-11-18,3.821
2022-11-19,3.821
2022-11-20,3.821
2022-11-21,3.786
2022-11-22,3.757
2022-11-23,3.704
2022-11-24,3.704
2022-11-25,3.692
2022-11-26,3.692
2022-11-27,3.692
2022-11-28,3.727
2022-11-29,3.774
2022-11-30,3.673
2022-12-01,3.627
2022-12-02,3.635
2022-12-03,3.635
2022-12-04,3.635
2022-12-05,3.637
2022-12-06,3.607
2022-12-07,3.633
2022-12-08,3.597
2022-12-09,3.62
2022-12-10,3.62
2022-12-11,3.62
2022-12-12,3.55
2022-12-13,3.538
2022-12-14,3.542
2022-12-15,3.587
2022-12-16,3.646
2022-12-17,3.646
2022-12-18,3.646
2022-12-19,3.644
2022-12-20,3.651
2022-12-21,3.594
2022-12-22,3.63
2022-12-23,3.583
2022-12-24,3.583
2022-12-25,3.583
2022-12-26,3.583
2022-12-27,3.552
2022-12-28,3.581
2022-12-29,3.547
2022-12-30,3.6
2022-12-31,3.6
2023-01-01,3.6
2023-01-02,3.6
2023-01-03,3.584
2023-01-04,3.539
2023-01-05,3.606
2023-01-06,3.52
2023-01-07,3.52
2023-01-08,3.52
2023-01-09,3.524
2023-01-10,3.525
2023-01-11,3.52
2023-01-12,3.548
2023-01-13,3.595
2023-01-14,3.595
2023-01-15,3.595
2023-01-16,3.595
2023-01-17,3.607
2023-01-18,3.719
2023-01-19,3.786
2023-01-20,3.785
2023-01-21,3.785
2023-01-22,3.785
2023-01-23,3.776
2023-01-24,3.76
2023-01-25,3.785
2023-01-26,3.756
2023-01-27,3.727
2023-01-28,3.727
2023-01-29,3.727
2023-01-30,3.708
2023-01-31,3.665
2023-02-01,3.648
2023-02-02,3.618
2023-02-03,3.755
2023-02-04,3.755
2023-02-05,3.755
2023-02-06,3.71
2023-02-07,3.739
2023-02-08,3.813
2023-02-09,3.859
2023-02-10,3.768
2023-02-11,3.768
2023-02-12,3.768
2023-02-13,3.758
2023-02-14,3.823
2023-02-15,3.774
2023-02-16,3.83
2023-02-17,3.756
2023-02-18,3.756
2023-02-19,3.756
2023-02-20,3.756
2023-02-21,3.845
2023-02-22,3.841
2023-02-23,3.861
2023-02-24,3.894
2023-02-25,3.894
2023-02-26,3.894
2023-02-27,3.908
2023-02-28,3.998
2023-03-01,4.081
2023-03-02,4.027
2023-03-03,3.958
2023-03-04,3.958
2023-03-05,3.958
2023-03-06,3.945
2023-03-07,4.032
2023-03-08,3.985
2023-03-09,4.02
2023-03-10,4.097
2023-03-11,4.097
2023-03-12,4.097
2023-03-13,3.992
2023-03-14,3.932
2023-03-15,3.887
2023-03-16,3.888
2023-03-17,3.931
2023-03-18,3.931
2023-03-19,3.931
2023-03-20,3.917
2023-03-21,3.983
2023-03-22,4.058
2023-03-23,4.073
2023-03-24,3.943
2023-03-25,3.943
2023-03-26,3.943
2023-03-27,3.936
2023-03-28,3.919
2023-03-29,3.85
2023-03-30,3.823
2023-03-31,3.815
2023-04-01,3.815
2023-04-02,3.815
2023-04-03,3.857
2023-04-04,3.826
2023-04-05,3.708
2023-04-06,3.694
2023-04-07,3.694
2023-04-08,3.694
2023-04-09,3.694
2023-04-10,3.711
2023-04-11,3.721
2023-04-12,3.743
2023-04-13,3.75
2023-04-14,3.806
2023-04-15,3.806
2023-04-16,3.806
2023-04-17,3.773
2023-04-18,3.809
2023-04-19,3.779
2023-04-20,3.796
2023-04-21,3.785
2023-04-22,3.785
2023-04-23,3.785
2023-04-24,3.761
2023-04-25,3.75
2023-04-26,3.849
2023-04-27,3.826
2023-04-28,3.845
2023-04-29,3.845
2023-04-30,3.845
2023-05-01,3.839
2023-05-02,3.903
2023-05-03,3.893
2023-05-04,3.888
2023-05-05,3.852
2023-05-06,3.852
2023-05-07,3.852
2023-05-08,3.886
2023-05-09,3.901
2023-05-10,3.875
2023-05-11,3.912
2023-05-12,3.87
2023-05-13,3.87
2023-05-14,3.87
2023-05-15,3.882
2023-05-16,4.003
2023-05-17,3.989
2023-05-18,4.015
2023-05-19,4.041
2023-05-20,4.041
2023-05-21,4.041
2023-05-22,4.064
2023-05-23,4.064
2023-05-24,4.118
2023-05-25,4.173
2023-05-26,4.304
2023-05-27,4.304
2023-05-28,4.304
2023-05-29,4.304
2023-05-30,4.353
2023-05-31,4.271
2023-06-01,4.297
2023-06-02,4.225
2023-06-03,4.225
2023-06-04,4.225
2023-06-05,4.195
2023-06-06,4.225
2023-06-07,4.123
2023-06-08,4.131
2023-06-09,4.203
2023-06-10,4.203
2023-06-11,4.203
2023-06-12,4.211
2023-06-13,4.222
2023-06-14,4.231
2023-06-15,4.165
2023-06-16,4.103
2023-06-17,4.103
2023-06-18,4.103
2023-06-19,4.103
2023-06-20,4.187
2023-06-21,4.152
2023-06-22,4.181
2023-06-23,4.242
2023-06-24,4.242
2023-06-25,4.242
2023-06-26,4.176
