,HON US Equity
2023-06-24,2.246
2023-06-25,2.246
2023-06-26,2.219
2023-06-27,2.211
2023-06-28,2.208
2023-06-29,2.165
2023-06-30,2.154
2023-07-01,2.154
2023-07-02,2.154
2023-07-03,2.146
2023-07-04,2.146
2023-07-05,2.166
2023-07-06,2.191
2023-07-07,2.198
2023-07-08,2.198
2023-07-09,2.198
2023-07-10,2.151
2023-07-11,2.141
2023-07-12,2.151
2023-07-13,2.149
2023-07-14,2.176
2023-07-15,2.176
2023-07-16,2.176
2023-07-17,2.155
2023-07-18,2.186
2023-07-19,2.186
2023-07-20,2.157
2023-07-21,2.15
2023-07-22,2.15
2023-07-23,2.15
2023-07-24,2.143
2023-07-25,2.139
2023-07-26,2.154
2023-07-27,2.289
2023-07-28,2.285
2023-07-29,2.285
2023-07-30,2.285
2023-07-31,2.298
2023-08-01,2.305
2023-08-02,2.312
2023-08-03,2.341
2023-08-04,2.357
2023-08-05,2.357
2023-08-06,2.357
2023-08-07,2.352
2023-08-08,2.377
2023-08-09,2.357
2023-08-10,2.35
2023-08-11,2.327
2023-08-12,2.327
2023-08-13,2.327
2023-08-14,2.345
2023-08-15,2.366
2023-08-16,2.383
2023-08-17,2.39
2023-08-18,2.382
2023-08-19,2.382
2023-08-20,2.382
2023-08-21,2.377
2023-08-22,2.389
2023-08-23,2.376
2023-08-24,2.396
2023-08-25,2.381
2023-08-26,2.381
2023-08-27,2.381
2023-08-28,2.361
2023-08-29,2.341
2023-08-30,2.353
2023-08-31,2.36
2023-09-01,2.355
2023-09-02,2.355
2023-09-03,2.355
2023-09-04,2.355
2023-09-05,2.389
2023-09-06,2.404
2023-09-07,2.409
2023-09-08,2.404
2023-09-09,2.404
2023-09-10,2.404
2023-09-11,2.385
2023-09-12,2.347
2023-09-13,2.318
2023-09-14,2.294
2023-09-15,2.3
2023-09-16,2.3
2023-09-17,2.3
2023-09-18,2.283
2023-09-19,2.272
2023-09-20,2.283
2023-09-21,2.319
2023-09-22,2.339
2023-09-23,2.339
2023-09-24,2.339
2023-09-25,2.314
2023-09-26,2.363
2023-09-27,2.363
2023-09-28,2.372
2023-09-29,2.403
2023-09-30,2.403
2023-10-01,2.403
2023-10-02,2.431
2023-10-03,2.455
2023-10-04,2.436
2023-10-05,2.47
2023-10-06,2.408
2023-10-07,2.408
2023-10-08,2.408
2023-10-09,2.384
2023-10-10,2.385
2023-10-11,2.371
2023-10-12,2.416
2023-10-13,2.421
2023-10-14,2.421
2023-10-15,2.421
2023-10-16,2.427
2023-10-17,2.416
2023-10-18,2.454
2023-10-19,2.47
2023-10-20,2.483
2023-10-21,2.483
2023-10-22,2.483
2023-10-23,2.494
2023-10-24,2.481
2023-10-25,2.528
2023-10-26,2.568
2023-10-27,2.549
2023-10-28,2.549
2023-10-29,2.549
2023-10-30,2.51
2023-10-31,2.461
2023-11-01,2.452
2023-11-02,2.42
2023-11-03,2.387
2023-11-04,2.387
2023-11-05,2.387
2023-11-06,2.406
2023-11-07,2.417
2023-11-08,2.443
2023-11-09,2.441
2023-11-10,2.392
2023-11-11,2.392
2023-11-12,2.392
2023-11-13,2.395
2023-11-14,2.348
2023-11-15,2.356
2023-11-16,2.342
2023-11-17,2.336
2023-11-18,2.336
2023-11-19,2.336
2023-11-20,2.329
2023-11-21,2.336
2023-11-22,2.323
2023-11-23,2.323
2023-11-24,2.309
2023-11-25,2.309
2023-11-26,2.309
2023-11-27,2.315
2023-11-28,2.299
2023-11-29,2.299
2023-11-30,2.28
2023-12-01,2.258
2023-12-02,2.258
2023-12-03,2.258
2023-12-04,2.252
2023-12-05,2.268
2023-12-06,2.258
2023-12-07,2.258
2023-12-08,2.295
2023-12-09,2.295
2023-12-10,2.295
2023-12-11,2.229
2023-12-12,2.216
2023-12-13,2.199
2023-12-14,2.196
2023-12-15,2.196
2023-12-16,2.196
2023-12-17,2.196
2023-12-18,2.178
2023-12-19,2.183
2023-12-20,2.201
2023-12-21,2.178
2023-12-22,2.168
2023-12-23,2.168
2023-12-24,2.168
2023-12-25,2.168
2023-12-26,2.143
2023-12-27,2.133
2023-12-28,2.131
2023-12-29,2.126
2023-12-30,2.126
2023-12-31,2.126
2024-01-01,2.126
2024-01-02,2.133
2024-01-03,2.189
2024-01-04,2.185
2024-01-05,2.19
2024-01-06,2.19
2024-01-07,2.19
2024-01-08,2.205
2024-01-09,2.217
2024-01-10,2.208
2024-01-11,2.216
2024-01-12,2.222
2024-01-13,2.222
2024-01-14,2.222
2024-01-15,2.222
2024-01-16,2.26
2024-01-17,2.258
2024-01-18,2.233
2024-01-19,2.226
2024-01-20,2.226
2024-01-21,2.226
2024-01-22,2.238
2024-01-23,2.217
2024-01-24,2.251
2024-01-25,2.221
2024-01-26,2.229
2024-01-27,2.229
2024-01-28,2.229
2024-01-29,2.216
2024-01-30,2.185
2024-01-31,2.224
2024-02-01,2.28
2024-02-02,2.295
2024-02-03,2.295
2024-02-04,2.295
2024-02-05,2.334
2024-02-06,2.326
2024-02-07,2.321
2024-02-08,2.328
2024-02-09,2.312
2024-02-10,2.312
2024-02-11,2.312
2024-02-12,2.281
2024-02-13,2.32
2024-02-14,2.31
2024-02-15,2.274
2024-02-16,2.283
2024-02-17,2.283
2024-02-18,2.283
2024-02-19,2.283
2024-02-20,2.263
2024-02-21,2.256
2024-02-22,2.242
2024-02-23,2.241
2024-02-24,2.241
2024-02-25,2.241
2024-02-26,2.257
2024-02-27,2.269
2024-02-28,2.276
2024-02-29,2.25
2024-03-01,2.251
2024-03-02,2.251
2024-03-03,2.251
2024-03-04,2.245
2024-03-05,2.279
2024-03-06,2.243
2024-03-07,2.22
2024-03-08,2.241
2024-03-09,2.241
2024-03-10,2.241
2024-03-11,2.246
2024-03-12,2.259
2024-03-13,2.252
2024-03-14,2.291
2024-03-15,2.275
2024-03-16,2.275
2024-03-17,2.275
2024-03-18,2.286
2024-03-19,2.26
2024-03-20,2.236
2024-03-21,2.234
2024-03-22,2.241
2024-03-23,2.241
2024-03-24,2.241
2024-03-25,2.266
2024-03-26,2.238
2024-03-27,2.193
2024-03-28,2.191
2024-03-29,2.191
2024-03-30,2.191
2024-03-31,2.191
2024-04-01,2.227
2024-04-02,2.243
2024-04-03,2.254
2024-04-04,2.276
2024-04-05,2.263
2024-04-06,2.263
2024-04-07,2.263
2024-04-08,2.256
